ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.793892,,,,,,,,,,,,,2acbf587-c7a5-4920-a528-fb8ce4446b5d,24,,,"[38.9, 35.4]",3775587,0,,,,-0.029841885,,Head,,,"[45.6, 35.2]",,High Pass,,6.7029843,,,,,Jill Scott,10172.0,,,,,,Recovery,1,From Kick Off,Rikke Læntver Sevecke,15789.0,Left Center Back,2,Everton LFC,967,"['3620a1b1-cbc6-477d-bd59-e4b6ba68de94', 'c9658665-c6dc-4e19-a592-ca4cfe280a2d']",16,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:16.804,Pass,
,,,,,,,,,,,,,,,,,,0.906035,,,,,,,,,,,,,e42c9b18-3f7f-450e-aed8-242665e0f424,27,,,"[45.6, 35.2]",3775587,0,,,True,-0.9484935,,,,,"[48.9, 30.6]",,Low Pass,,5.661272,,,,,Lucy Hope,16386.0,,,,,,,1,From Kick Off,Jill Scott,10172.0,Center Defensive Midfield,2,Everton LFC,967,"['20ad9ac9-bb73-4d52-8624-311ac4ac7d41', 'bcbd0667-0c40-4b3f-831a-fc9463425aa7']",18,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:18.646,Pass,True
,,,,,,,,,,,,,,,,,,1.649259,,,,,,,,,,,,,eae8e01a-adcd-4324-8650-5a54c97b4b0d,30,,,"[48.7, 26.4]",3775587,0,,,,-2.1213458,,Right Foot,,,"[42.5, 16.3]",,Ground Pass,,11.85116,,,,,Danielle Turner,15571.0,,,,,,,1,From Kick Off,Lucy Hope,16386.0,Left Center Midfield,2,Everton LFC,967,['ce0c0e63-2db1-4526-89ee-585d6c425929'],20,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:20.838,Pass,
,,,,,,,,,,,,,,,,,,1.332228,,,,,,,,,,,,,f5a51ce5-6bac-48b9-937a-72be760046a3,33,,,"[41.8, 16.3]",3775587,0,,,,2.71103,,Left Foot,,,"[24.6, 24.2]",,Ground Pass,,18.927494,,,,,Rikke Læntver Sevecke,15789.0,,,,,,,1,From Kick Off,Danielle Turner,15571.0,Left Back,2,Everton LFC,967,['a29d9dc3-d573-44bd-8662-d9c5156d76a7'],23,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:23.134,Pass,
,,,,,,,,,,,,,,,,,,0.997749,,,,,,,,,,,,,7733e461-6ca5-4465-a1e3-cd63918dd0e5,40,,,"[31.0, 24.2]",3775587,0,,,,-0.38873288,,Right Foot,,,"[49.8, 16.5]",,Ground Pass,,20.315758,,,,,Lucy Hope,16386.0,,,,,,,1,From Kick Off,Rikke Læntver Sevecke,15789.0,Left Center Back,2,Everton LFC,967,['f87eb423-4523-41a2-8346-3bcbfb86c3f1'],26,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:26.779,Pass,
,,,,,,,,,,,,,,,,,,1.323414,,,,,,,,,,,,,7168eaf5-73e7-4089-a2c1-a857ddb61918,43,,,"[50.0, 16.5]",3775587,0,,,,-1.9247937,,Right Foot,,,"[46.6, 7.3]",,Ground Pass,,9.80816,,,,,Danielle Turner,15571.0,,,,,,,1,From Kick Off,Lucy Hope,16386.0,Left Center Midfield,2,Everton LFC,967,['6207e92b-2e40-4443-82b6-cc8802826815'],27,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:27.833,Pass,
,,,,,,,,,,,,,,,,,,3.815735,,,,,,,,,,,,,ac0da8f8-8064-467a-8b32-ec270973f83a,46,,,"[47.2, 7.7]",3775587,0,,,,0.8382279,,Left Foot,,,"[87.5, 52.5]",,Low Pass,,60.258858,,,Incomplete,,Valérie Gauvin,25442.0,,,True,,,,1,From Kick Off,Danielle Turner,15571.0,Left Back,2,Everton LFC,967,"['4845a0df-c3ec-48df-a09b-b8b96eb50bde', '619720f4-005b-4266-af3f-994b6b491291']",29,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:29.156,Pass,
,,,,,,,,,,,,,,,,,,2.114021,,,,,,,,,,,,,4845a0df-c3ec-48df-a09b-b8b96eb50bde,48,,,"[32.6, 27.6]",3775587,0,,,,2.8154368,,Right Foot,,,"[12.2, 34.5]",,Ground Pass,,21.53532,,,,,Mary Alexandra Earps,31538.0,,,,,,Recovery,1,From Kick Off,Ona Batlle Pascual,46639.0,Left Back,2,Everton LFC,967,"['0f90f751-a8a5-4b16-8ddf-58b780bee072', 'ac0da8f8-8064-467a-8b32-ec270973f83a']",32,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:32.972,Pass,
,,,,,,,,,,,,,,,,,,3.664791,,,,,,,,,,,,,20458033-9d75-4364-b2fe-14e7109c2470,51,,,"[12.2, 34.7]",3775587,0,,,,-0.5912921,,Right Foot,,,"[47.2, 11.2]",,High Pass,,42.157444,,,Incomplete,,Leah Galton,31539.0,,,,,,,1,From Kick Off,Mary Alexandra Earps,31538.0,Goalkeeper,2,Everton LFC,967,"['01aea3f0-df13-4ad5-a741-4e1c8ec20c29', '83dc0295-165f-49ed-9c75-fc307cda1982']",35,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:35.166,Pass,
,,,,,,,,,,,,,,,,,,1.211008,,,,,,,,,,,,,83dc0295-165f-49ed-9c75-fc307cda1982,53,,,"[72.9, 68.9]",3775587,0,,,,0.09306373,,Right Foot,,,"[80.4, 69.6]",,Ground Pass,,7.5325956,,,,,Jill Scott,10172.0,,,,,,Recovery,1,From Kick Off,Ingrid Moe Wold,10382.0,Right Back,2,Everton LFC,967,"['20458033-9d75-4364-b2fe-14e7109c2470', 'cd08c72e-d1f7-4127-929f-e201b4b0c186']",38,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:38.831,Pass,
,,,,,,,,,,,,,,,,,,0.159999,,,,,,,,,,,,,e28489ee-6369-4a90-a7d2-65afa4ad01e4,57,,,"[79.9, 69.8]",3775587,0,,,,-2.3774679,,Right Foot,,,"[77.5, 67.5]",,Ground Pass,,3.3241541,,,Incomplete,,Ingrid Moe Wold,10382.0,,,,,,,1,From Kick Off,Jill Scott,10172.0,Center Defensive Midfield,2,Everton LFC,967,"['aa6e3ece-58ed-4756-8677-eeee035ae499', 'b23fb288-7dfd-4b3a-874e-d018e763d671']",40,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:40.122,Pass,
,,,,,,,,,,,,,,,,,,1.12768,,,,,,,,,,,,,766d652e-a7c5-4493-9144-b93c00043fc1,64,,,"[75.2, 61.9]",3775587,0,,,,0.7803731,,Right Foot,,,"[85.2, 71.8]",,Ground Pass,,14.071603,,,,,Jill Scott,10172.0,,,,,,,1,From Kick Off,Isobel Mary Christiansen,4645.0,Right Center Midfield,2,Everton LFC,967,['8f1bffb3-2dff-474d-867a-6a126b11054f'],43,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:43.739,Pass,
,,,,,,,,,,,,,,,,,,2.293395,,,,,,,,,,,,,4313b2fa-3d14-4e48-80ce-a607de5fdb47,67,,,"[90.6, 70.0]",3775587,0,,,,0.24309543,,Right Foot,,,"[115.6, 76.2]",,Ground Pass,,25.75733,,,,,Valérie Gauvin,25442.0,,,,,,,1,From Kick Off,Jill Scott,10172.0,Center Defensive Midfield,2,Everton LFC,967,['90e7fa01-612e-46ae-90dc-9be207c6ed72'],46,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:46.297,Pass,
,,,,,,,,,,,,,,,,,,1.940052,,,,,,,,,,,,,d08e2241-3231-4213-bf46-a6eafa800043,70,,,"[115.4, 75.6]",3775587,0,,,,-1.4809228,,Right Foot,True,,"[118.5, 41.2]",,High Pass,,34.5394,,,Incomplete,,Lucy Hope,16386.0,,,,,,,1,From Kick Off,Valérie Gauvin,25442.0,Center Forward,2,Everton LFC,967,"['79213313-2ae4-4ae7-9f4a-291b3b8b2952', 'e1cf09a3-a79f-4a06-bc22-daa48a6c82cc']",49,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:49.831,Pass,
,,,,,,,,,,,,,,,,,,0.885533,,,,,,,,,,,,,fbc617c6-9f76-4c49-bb55-0c6971cd3526,73,,,"[10.4, 31.0]",3775587,1,True,,,-0.86081046,,Keeper Arm,,,"[20.8, 18.9]",,Ground Pass,,15.95525,,,,,Millie Turner,31536.0,,,,,,,1,From Keeper,Mary Alexandra Earps,31538.0,Goalkeeper,3,Manchester United,1475,['ba7cafc3-e16c-416c-9704-5f1713589a0e'],3,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:03.771,Pass,
,,,,,,,,,,,,,,,,,,2.138954,,,,,,,,,,,,,dd1cbd57-9dbe-42ce-b8e9-14da95450c21,75,,,"[18.9, 21.4]",3775587,1,,,,1.5127577,,Right Foot,,,"[20.8, 54.1]",,Ground Pass,,32.755154,,,,,Amy Turner,31533.0,,,,,,,1,From Keeper,Millie Turner,31536.0,Left Center Back,3,Manchester United,1475,['28be44ee-55d4-4d58-8c20-b81c32c96113'],7,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:07.071,Pass,
,,,,,,,,,,,,,,,,,,1.937557,,,,,,,,,,,,,9d5ac44a-ca7a-4d70-bc0f-3ab67f6c89df,78,,,"[20.6, 53.7]",3775587,1,,,,-2.2455373,,Right Foot,,,"[7.4, 37.2]",,Ground Pass,,21.13031,,,,,Mary Alexandra Earps,31538.0,,,,,,,1,From Keeper,Amy Turner,31533.0,Right Center Back,3,Manchester United,1475,['9a724a5d-0d5f-4b7f-a7d7-ce14be504d62'],10,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:10.025,Pass,
,,,,,,,,,,,,,,,,,,1.403461,,,,,,,,,,,,,92b8a512-1572-4a8d-b897-95d152f2b2bf,81,,,"[7.4, 36.6]",3775587,1,,,,-1.0040671,,Right Foot,,,"[15.8, 23.4]",,Ground Pass,,15.646086,,,,,Millie Turner,31536.0,,,,,,,1,From Keeper,Mary Alexandra Earps,31538.0,Goalkeeper,3,Manchester United,1475,['76bd8c9d-56f2-4b08-a39b-4a621dce1091'],13,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:13.602,Pass,
,,,,,,,,,,,,,,,,,,2.34507,,,,,,,,,,,,,711274c4-11a1-45d6-b25a-ecebfdbf27b9,84,,,"[17.4, 23.0]",3775587,1,,,,1.477609,,Right Foot,,,"[20.4, 55.1]",,Ground Pass,,32.239883,,,,,Amy Turner,31533.0,,,,,,,1,From Keeper,Millie Turner,31536.0,Left Center Back,3,Manchester United,1475,['7c575e49-afb6-4c38-bccc-97842b4bfe84'],17,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:17.694,Pass,
,,,,,,,,,,,,,,,,,,1.696982,,,,,,,,,,,,,dc9abd58-299c-4c4c-9d14-c47c3d02b4d2,87,,,"[34.3, 56.2]",3775587,1,,,,0.37904438,,Right Foot,,,"[69.7, 70.3]",,Low Pass,,38.104725,,,,,Kirsty Smith,10196.0,,,,,,,1,From Keeper,Amy Turner,31533.0,Right Center Back,3,Manchester United,1475,['c8bd1896-529b-4fad-b3bb-6d718cafa15b'],22,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:22.129,Pass,
,,,,,,,,,,,,,,,,,,0.295785,,,,,,,,,,,,,178e869e-de46-4235-a52f-b268e9c46ea3,91,,,"[73.4, 75.9]",3775587,1,,,,-0.25168997,,Right Foot,,,"[76.9, 75.0]",,Low Pass,,3.6138623,,,Incomplete,,Christen Annemarie Press,6817.0,,,,Through Ball,True,,1,From Keeper,Kirsty Smith,10196.0,Right Back,3,Manchester United,1475,"['02f4dfaa-a726-4e63-852b-b2ab340db118', '27cab5d5-23a8-4929-9b64-e5aa1b6ce711', '9361a76b-97c4-4e6e-a2b1-76dcf9ebbc18']",25,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:25.302,Pass,True
,,,,,,,,,,,,,,,,,,2.411896,,,,,,,,,,,,,1349fe30-fed8-4f82-bea8-07d8e20d8735,96,,,"[14.4, 41.2]",3775587,1,,,,0.91537,,Keeper Arm,,,"[42.0, 77.1]",,High Pass,,45.28322,,,,,Ingrid Moe Wold,10382.0,,,,,,,1,From Keeper,Alexandra MacIver,34360.0,Goalkeeper,3,Manchester United,1475,['695d68c2-0f1b-42eb-aeed-6ee3c15d37b2'],34,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:34.227,Pass,
,,,,,,,,,,,,,,,,,,2.811069,,,,,,,,,,,,,bb1f6db8-f19a-4ba8-a11f-19365b2ec663,100,,,"[43.7, 78.3]",3775587,1,,,,-0.29878,,Right Foot,,,"[68.7, 70.6]",,Ground Pass,,26.158937,,,Incomplete,,Hayley Emma Raso,6818.0,,,,,,,1,From Keeper,Ingrid Moe Wold,10382.0,Right Back,3,Manchester United,1475,"['5b882818-0e39-4c3a-878d-a7c1165d304d', 'e05ce6c7-a2b5-4d0c-9c45-4a4f00aa0c0e']",38,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:38.075,Pass,
,,,,,,,,,,,,,,,,,,0.503741,,,,,,,,,,,,,5b882818-0e39-4c3a-878d-a7c1165d304d,104,,,"[51.4, 9.5]",3775587,1,,,,-0.32175055,,Right Foot,,,"[58.3, 7.2]",,Ground Pass,,7.2732387,,,,,Ona Batlle Pascual,46639.0,,,,,,Recovery,1,From Keeper,Hayley Ladd,19501.0,Left Defensive Midfield,3,Manchester United,1475,"['1de6bb11-36ad-4a10-b03d-6de6927cec1e', '313e514e-2f74-45cc-93ef-86b3c6096c17', 'bb1f6db8-f19a-4ba8-a11f-19365b2ec663']",40,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:40.886,Pass,True
,,,,,,,,,,,,,,,,,,1.115054,,,,,,,,,,,,,c777e942-0820-41e5-8f43-8a93d0b9c244,108,,,"[79.5, 8.9]",3775587,1,,,,1.4637688,,Right Foot,,,"[80.8, 21.0]",,Ground Pass,,12.169634,,,,,Christen Annemarie Press,6817.0,,,,,,,1,From Keeper,Ona Batlle Pascual,46639.0,Left Back,3,Manchester United,1475,['69b9276f-7e5d-4b3a-9c0f-8e68441f7ffa'],45,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:45.446,Pass,
,,,,,,,,,,,,,,,,,,1.358617,,,,,,,,,,,,,9407d06c-8707-41de-9737-731702c89ced,120,,,"[72.4, 59.1]",3775587,1,,,,0.6623122,,Right Foot,,,"[83.3, 67.6]",,Ground Pass,,13.822446,,,,,Ella Toone,31534.0,,,,,,Recovery,1,From Keeper,Kirsty Smith,10196.0,Right Back,3,Manchester United,1475,['deb869ac-4764-437c-a320-5e80643506f5'],55,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:55.864,Pass,
,,,,,,,,,,,,,,,,,,0.610066,,,,,,,,,,,,,e90ced13-f867-44cf-b17e-ab26f4371d08,123,,,"[81.2, 49.5]",3775587,2,,,,-0.03388533,,Right Foot,,,"[93.0, 49.1]",,Ground Pass,,11.806778,,,,,Katie Zelem,31540.0,,,,,,,1,From Keeper,Ella Toone,31534.0,Right Wing,3,Manchester United,1475,['c8841209-3bea-491b-bba5-9c630dae384e'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:00.955,Pass,
,,,,,,,,,,,,,,,,,,1.023732,,,,,,,,,,,,,c5e3fd43-40c9-4eda-95d0-acd8d34cf996,126,,,"[93.0, 48.7]",3775587,2,,,,1.0922245,,Right Foot,,,"[99.9, 62.0]",,Ground Pass,,14.983324,,,,,Kirsty Smith,10196.0,,,,,,,1,From Keeper,Katie Zelem,31540.0,Right Defensive Midfield,3,Manchester United,1475,['5a30a1e5-5b6f-4cd4-b3aa-d35053048fe4'],2,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:02.277,Pass,
,,,,,,,,,,,,,,,,,,0.96227,,,,,,,,,,,,,113a2002-54fe-4d3c-b3d4-8ad0e6562879,129,,,"[101.6, 61.6]",3775587,2,,,,-3.0836864,,Right Foot,,,"[94.7, 61.2]",,Ground Pass,,6.9115844,,,,,Katie Zelem,31540.0,,,,,,,1,From Keeper,Kirsty Smith,10196.0,Right Back,3,Manchester United,1475,['3b4eaaf6-5045-40b0-b57d-0713cded1cae'],5,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:05.033,Pass,
,,,,,,,,,,,,,,,,,,4.236713,,,,,,,,,,,,,c8aa4362-1501-43d9-960f-017b90f4b7ed,132,,,"[95.3, 60.7]",3775587,2,,,,-1.0073838,,Right Foot,,,"[120.0, 21.6]",,High Pass,,46.24824,,,Out,,Jackie Groenen,10654.0,,,,,,,1,From Keeper,Katie Zelem,31540.0,Right Defensive Midfield,3,Manchester United,1475,['7052ed95-904d-4573-9596-1b55c4dbceeb'],6,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:06.034,Pass,
,,,,,,,,,,,,,,,,,,3.267615,,,,,,,,,,,,,be5aac47-7226-46ec-80df-1b8975cfe56b,134,,,"[7.0, 36.1]",3775587,2,,,,-0.33383977,,Right Foot,,,"[58.9, 18.1]",,High Pass,,54.932777,,,Incomplete,,Lucy Hope,16386.0,,,,,,Goal Kick,1,From Goal Kick,Alexandra MacIver,34360.0,Goalkeeper,4,Everton LFC,967,"['89a0ec6c-5a94-486d-b94e-83c61995b750', 'f0e0a8b7-2e6c-48cd-8133-e8318691c207']",39,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:39.685,Pass,
