50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.188159,,,,,,,,,,,,90bc1a88-c96a-4c49-9272-50d4f16b8b09,18,,"[49.8, 61.4]",3775628,0,,,,,0.6419459,,Right Foot,,,,"[70.4, 76.8]",,Ground Pass,,25.720032,,,,,Maria Thorisdottir,4636.0,,,,,,1,From Kick Off,Amy Turner,31533.0,Right Center Back,2,Manchester United,1475,['baa93a60-2aa7-449e-9067-def03219c41d'],10,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:10.910,Pass,
,,,,,,,,,,,,,,,,,0.109258,,,,,,,,,,,,5b543c24-0cff-4649-bea7-41cfae3a9196,21,,"[70.4, 76.8]",3775628,0,,,,,-0.39762798,,Right Foot,,,,"[75.4, 74.7]",,Ground Pass,,5.4230986,,,Incomplete,,Christen Annemarie Press,6817.0,,,,,,1,From Kick Off,Maria Thorisdottir,4636.0,Right Back,2,Manchester United,1475,"['129ef038-ba79-44aa-8670-68b31eb608a3', '743df2be-0d94-4b01-825d-6d3ae3c514c2']",14,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:14.396,Pass,
,,,,,,,,,,,,,,,,,1.898735,,,,,,,,,,,,1145a0cf-e06a-4d5a-9427-d7b11b96f337,24,,"[84.7, 80.0]",3775628,0,,True,,,-0.8652282,,,,,,"[98.5, 63.8]",,High Pass,,21.280977,,,Incomplete,,Jackie Groenen,10654.0,,,,,Throw-in,1,From Throw In,Maria Thorisdottir,4636.0,Right Back,3,Manchester United,1475,"['ad69ecbe-7370-4cf8-bec5-0c2afe517c73', 'feedbb58-1bbf-41b3-a7a7-b218a05d2444']",25,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:25.919,Pass,
,,,,,,,,,,,,,,,,,2.191864,,,,,,,,,,,,ba98fcb0-9bb4-42da-a586-a5e670f7c4a7,29,,"[17.9, 28.7]",3775628,0,,,,,-0.338931,,Drop Kick,,,,"[61.3, 13.4]",,High Pass,,46.017933,,,,,Emily Louise van Egmond,5076.0,,,,,,1,Regular Play,Courtney Brosnan,31555.0,Goalkeeper,4,West Ham United LFC,972,['743e0052-6d75-47e3-884a-35bfd37290b3'],47,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:47.116,Pass,
,,,,,,,,,,,,,,,,,1.815354,,,,,,,,,,,,657efc31-45b9-4317-8a7d-7b974a019549,32,,"[61.3, 13.4]",3775628,0,,,,True,1.04473,,,,,,"[70.3, 28.9]",,High Pass,,17.923449,,,,,Kenza Dali,15421.0,,,,,,1,Regular Play,Emily Louise van Egmond,5076.0,Left Attacking Midfield,4,West Ham United LFC,972,"['5c29e0a4-387e-4a02-b693-d6774e80ced7', '9e1a2ee4-834c-4877-8cb8-2f09fc0dcf1e']",49,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:49.348,Pass,True
,,,,,,,,,,,,,,,,,2.56329,,,,,,,,,,,,365dede3-6aa6-4374-a328-8a5d00507546,35,,"[70.3, 28.9]",3775628,0,,,,,-0.7474417,,Right Foot,,,,"[90.8, 9.9]",,High Pass,,27.95085,,,,,Dagný Brynjarsdóttir,10124.0,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Attacking Midfield,4,West Ham United LFC,972,['fb2b1364-2a80-458c-acf3-eb6d9b2cd4aa'],51,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:51.383,Pass,
,,,,,,,,,,,,,,,,,1.612342,,,,,,,,,,,,cabfedfb-498f-4ea3-9b2b-0baa722069c9,38,,"[104.0, 14.4]",3775628,0,,,,,0.04702413,,Right Foot,,,,"[112.5, 14.8]",,Ground Pass,,8.509406,,,,,Katerina Svitková,24403.0,,,,,,1,Regular Play,Dagný Brynjarsdóttir,10124.0,Left Center Midfield,4,West Ham United LFC,972,['962dd1ed-e42e-4779-a3e7-97edb038289f'],56,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:56.029,Pass,
,,,,,,,,,,,,,,,,,1.248873,,,,,,,,,,,,7de5e932-0813-4453-9545-7bca4f6582ac,41,,"[112.5, 14.8]",3775628,0,,,,,1.4156886,,Left Foot,True,,,"[116.8, 42.3]",,High Pass,,27.834152,,,Incomplete,,Martha Thomas,31558.0,,,,,,1,Regular Play,Katerina Svitková,24403.0,Left Wing Back,4,West Ham United LFC,972,"['830153ed-802c-49df-894e-cbcc0a52e2ad', 'b462db89-da58-4c11-ad08-064e72b103aa']",57,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:57.722,Pass,
,,,,,,,,,,,,,,,,,4.439733,,,,,,,,,,,,a797f7f8-9b28-4c70-8d28-0c1ce968c50b,49,,"[41.5, 0.1]",3775628,1,,True,,,1.9003096,,,,,,"[27.0, 42.5]",,Low Pass,,44.810825,,,,,Amy Turner,31533.0,,True,,,Throw-in,1,From Throw In,Ona Batlle Pascual,46639.0,Left Back,6,Manchester United,1475,['23d33776-1cbc-4a3c-9699-d3275bf084ce'],22,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:22.224,Pass,
,,,,,,,,,,,,,,,,,1.160824,,,,,,,,,,,,9594d377-5584-49e0-b424-b8d215e3e24c,51,,"[27.1, 58.0]",3775628,1,,,,,-0.26681608,,Right Foot,,,,"[42.1, 53.9]",,Ground Pass,,15.550241,,,,,Lucy Staniforth,15562.0,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,6,Manchester United,1475,['a08b81a7-39ab-46cd-8d21-c69e11ff37c4'],29,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:29.471,Pass,
,,,,,,,,,,,,,,,,,0.986823,,,,,,,,,,,,3731f99b-c649-4870-aef6-3d77bf6f3553,55,,"[41.9, 57.8]",3775628,1,,,,,-3.0477514,,Right Foot,,,,"[33.4, 57.0]",,Ground Pass,,8.537564,,,,,Amy Turner,31533.0,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Center Attacking Midfield,6,Manchester United,1475,"['1664ef9e-fb27-4d3a-b91c-e1f8c7ca181b', '87aada09-3348-4a3d-bb6d-0300fafe6bc1']",31,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:31.931,Pass,True
,,,,,,,,,,,,,,,,,1.929688,,,,,,,,,,,,529336a7-407e-4b6a-b126-040bf7a411e8,59,,"[30.8, 51.8]",3775628,1,,,,,-2.719206,,Right Foot,,,,"[13.0, 43.8]",,Ground Pass,,19.515121,,,,,Mary Alexandra Earps,31538.0,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,6,Manchester United,1475,"['5452ea69-3ab5-4a17-a000-e345ceb19c4c', 'c39a1290-4ec1-4ea1-8fe0-448ca661bd64']",34,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:34.339,Pass,True
,,,,,,,,,,,,,,,,,1.172319,,,,,,,,,,,,6682cf26-f2c7-41fc-b402-0ce98f9adabb,63,,"[13.2, 44.5]",3775628,1,,,,,1.0443176,,Right Foot,,,,"[20.0, 56.2]",,Ground Pass,,13.532554,,,,,Amy Turner,31533.0,,,,,,1,From Throw In,Mary Alexandra Earps,31538.0,Goalkeeper,6,Manchester United,1475,"['005ed4c7-cccc-4816-86ec-9b0960f0ab53', 'cd961504-1bc7-45e7-8b5b-6052fa2c13cd']",37,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:37.124,Pass,True
,,,,,,,,,,,,,,,,,1.16113,,,,,,,,,,,,b0720736-3a5e-4581-b21b-826b91c52047,67,,"[22.7, 57.6]",3775628,1,,,,,0.10727885,,Right Foot,,,,"[35.7, 59.0]",,Ground Pass,,13.075168,,,,,Lucy Staniforth,15562.0,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,6,Manchester United,1475,['f90cdc10-a19d-4a43-9d0b-64dd5b3216c4'],40,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:40.064,Pass,
,,,,,,,,,,,,,,,,,1.008583,,,,,,,,,,,,fd47c71c-17ae-4126-bb5e-b32c1eaacd68,71,,"[36.3, 57.8]",3775628,1,,,,,1.5920697,,Right Foot,,,,"[35.9, 76.6]",,Ground Pass,,18.804255,,,,,Maria Thorisdottir,4636.0,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Center Attacking Midfield,6,Manchester United,1475,"['257ea4ea-bf73-4dc5-8e6e-8bace179382a', '86d9625a-1ccf-4f3f-9b40-0e9b171ebd9a']",41,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:41.263,Pass,True
,,,,,,,,,,,,,,,,,1.30939,,,,,,,,,,,,fb86e6d8-c509-456d-9376-66948eda5657,74,,"[40.9, 77.4]",3775628,1,,,,,0.033163194,,Right Foot,,,,"[62.0, 78.1]",,Ground Pass,,21.111609,,,,,Jackie Groenen,10654.0,,,,,,1,From Throw In,Maria Thorisdottir,4636.0,Right Back,6,Manchester United,1475,['6e21ccb6-e363-44af-b3c2-b43a1900a544'],43,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:43.617,Pass,
,,,,,,,,,,,,,,,,,0.99905,,,,,,,,,,,,abca5321-3f8f-480b-94b7-f7e8b5717992,77,,"[50.0, 61.3]",3775628,1,,,,,-2.9869921,,Right Foot,,,,"[42.3, 60.1]",,Ground Pass,,7.7929454,,,,,Amy Turner,31533.0,,,,,,1,From Throw In,Jackie Groenen,10654.0,Right Center Midfield,6,Manchester United,1475,['fc8770aa-1d3e-4377-b0b6-e4933135bf97'],49,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:49.746,Pass,
,,,,,,,,,,,,,,,,,1.723774,,,,,,,,,,,,ae82579e-d91a-4d4c-9ca9-a7f946760c8a,80,,"[42.1, 55.7]",3775628,1,,,,,-1.7588588,,Right Foot,,,,"[36.6, 26.8]",,Ground Pass,,29.418701,,,,,Millie Turner,31536.0,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,6,Manchester United,1475,['3c66d60c-5f76-4bba-9b3d-ecb072007afc'],51,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:51.743,Pass,
,,,,,,,,,,,,,,,,,1.925419,,,,,,,,,,,,81b8bc75-33a4-40d0-a744-279b77b96a6f,83,,"[41.1, 23.1]",3775628,1,,,,,-0.96909595,,Right Foot,,,,"[56.0, 1.4]",,Ground Pass,,26.322994,,,,,Ona Batlle Pascual,46639.0,,,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,6,Manchester United,1475,['15877b28-ea4e-48b1-8c62-67ddffe183e2'],54,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:54.621,Pass,
,,,,,,,,,,,,,,,,,0.83209,,,,,,,,,,,,bf1f75fb-60e5-42ce-8771-261a00f1e9d9,86,,"[62.7, 1.8]",3775628,1,,,,,-0.042527534,,Right Foot,,,,"[72.1, 1.4]",,Ground Pass,,9.408506,,,,,Lauren James,31531.0,,,,,,1,From Throw In,Ona Batlle Pascual,46639.0,Left Back,6,Manchester United,1475,['f4b7e700-ea04-40f9-b57e-de6d3259f8cc'],58,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:58.115,Pass,
,,,,,,,,,,,,,,,,,0.857094,,,,,,,,,,,,de1da143-5b5b-46c5-b954-ccc8fa81f7dd,88,,"[72.1, 1.4]",3775628,1,,,,,-3.1196182,,Right Foot,,,,"[63.0, 1.2]",,Ground Pass,,9.102198,,,,,Ona Batlle Pascual,46639.0,,,,,,1,From Throw In,Lauren James,31531.0,Left Wing,6,Manchester United,1475,['be078f4b-e943-446f-a8ef-f3659d71b7f4'],58,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:58.947,Pass,
,,,,,,,,,,,,,,,,,1.014621,,,,,,,,,,,,499922d1-0a88-46f6-a560-7214d64d5807,91,,"[63.2, 5.0]",3775628,2,,,,,2.145101,,Right Foot,,,,"[58.8, 11.8]",,Ground Pass,,8.099382,,,,,Katie Zelem,31540.0,,,,,,1,From Throw In,Ona Batlle Pascual,46639.0,Left Back,6,Manchester United,1475,['02a811e0-fa3c-4ecc-9cb9-4f82db5d5c83'],0,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:00.672,Pass,
,,,,,,,,,,,,,,,,,2.089672,,,,,,,,,,,,08fe1732-86b1-44e7-ae72-c7939ef06ae3,94,,"[58.2, 21.7]",3775628,2,,,,,1.8810531,,Left Foot,,,,"[49.8, 47.9]",,Ground Pass,,27.513634,,,,,Amy Turner,31533.0,,,,,,1,From Throw In,Katie Zelem,31540.0,Left Center Midfield,6,Manchester United,1475,['649de147-7cd1-4673-84bc-e3a48e19f818'],3,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:03.090,Pass,
,,,,,,,,,,,,,,,,,2.010397,,,,,,,,,,,,a6a93eb0-f0bd-4138-81d8-6a90c1df8ada,97,,"[50.4, 52.6]",3775628,2,,,,,0.87471217,,Right Foot,,,,"[68.7, 74.5]",,Ground Pass,,28.539446,,,,,Maria Thorisdottir,4636.0,,,,,,1,From Throw In,Amy Turner,31533.0,Right Center Back,6,Manchester United,1475,['b05cb556-2da6-4852-8dce-688d3d753a54'],6,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:06.518,Pass,
,,,,,,,,,,,,,,,,,1.083219,,,,,,,,,,,,4a9bfe3a-44ef-4bfb-ad07-0678f4c0b600,99,,"[68.8, 74.5]",3775628,2,,,,,-1.4006776,,Right Foot,,,,"[71.6, 58.2]",,Ground Pass,,16.538742,,,,,Jackie Groenen,10654.0,,,,,,1,From Throw In,Maria Thorisdottir,4636.0,Right Back,6,Manchester United,1475,['72f07c4e-07bc-41fc-ad7c-7ca66818d0cd'],8,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:08.528,Pass,
,,,,,,,,,,,,,,,,,1.242384,,,,,,,,,,,,18bec27a-1167-4e43-aefb-c213e6e53998,102,,"[76.0, 64.0]",3775628,2,,,,,0.9103716,,Right Foot,,,,"[84.7, 75.2]",,Ground Pass,,14.182031,,,,,Maria Thorisdottir,4636.0,,,,,,1,From Throw In,Jackie Groenen,10654.0,Right Center Midfield,6,Manchester United,1475,['91eb486e-a027-4f16-ae90-30651cc73c17'],11,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:11.304,Pass,
,,,,,,,,,,,,,,,,,1.902486,,,,,,,,,,,,221a8513-6e08-4f3f-95a8-06b6e4a410f5,104,,"[84.7, 75.2]",3775628,2,,,,,-1.2490457,,Right Foot,,,,"[90.7, 57.2]",,Ground Pass,,18.973665,,,,,Lucy Staniforth,15562.0,,,,,,1,From Throw In,Maria Thorisdottir,4636.0,Right Back,6,Manchester United,1475,['185ef231-cd46-4a33-851d-adae68846a8c'],12,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:12.547,Pass,
,,,,,,,,,,,,,,,,,1.508553,,,,,,,,,,,,9d02bf4b-6fe1-46af-b759-0f20af2e907b,106,,"[90.7, 57.2]",3775628,2,,,,,-0.023805026,,Right Foot,,,,"[103.3, 56.9]",,Ground Pass,,12.603571,,,Incomplete,,Christen Annemarie Press,6817.0,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Center Attacking Midfield,6,Manchester United,1475,"['5460ddbb-72ed-42e4-a078-7773e4bea95b', '95063c3a-3c3c-40bb-8340-3a228c191032']",14,,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:14.449,Pass,
,,,,,,,,,,,True,,,,,,1.823273,,,,,,,,,,,,95063c3a-3c3c-40bb-8340-3a228c191032,109,,"[16.8, 23.2]",3775628,2,,,,,-1.1851153,,Right Foot,,,,"[22.2, 9.9]",,Ground Pass,,14.354442,,,,,Katerina Svitková,24403.0,,,,,Interception,1,Regular Play,Grace Fisk,34232.0,Right Center Back,7,West Ham United LFC,972,"['2530b437-61c0-4a75-aff5-965aea299a73', '9d02bf4b-6fe1-46af-b759-0f20af2e907b', 'c94e22b7-b7c6-458c-9c97-5eab64d79f1d']",15,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:15.958,Pass,True
,,,,,,,,,,,,,,,,,3.280114,,,,,,,,,,,,5c0f46dd-876a-4036-b1b2-b00cfda5419e,113,,"[30.2, 7.6]",3775628,2,,,,,-0.07629788,,Left Foot,,,,"[78.6, 3.9]",,Ground Pass,,48.541218,,,Incomplete,,Martha Thomas,31558.0,,,,,,1,Regular Play,Katerina Svitková,24403.0,Left Wing Back,7,West Ham United LFC,972,"['6ac5a45d-cae9-4454-9be8-e5bfc6302a20', '7b82aae7-64dc-4856-afd0-38174e9a5859', 'ffcddfae-b9a0-46b5-8e69-f8b3acd37d50']",19,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:19.575,Pass,True
,,,,,,,,,,,,,,,,,4.229661,,,,,,,,,,,,244beb73-125a-4651-8b57-893c58c42f42,117,,"[75.5, 0.1]",3775628,2,,,,,0.26462802,,,,,,"[117.2, 11.4]",,Low Pass,,43.203934,,,,,Martha Thomas,31558.0,,,,,Throw-in,1,From Throw In,Kate Longhurst,18147.0,Right Center Midfield,8,West Ham United LFC,972,['ab6bfe9e-59c2-4bb1-b2cd-4ff77e989dc7'],55,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:55.892,Pass,
,,,,,,,,,,,,,,,,,0.050836,,,,,,,,,,,,113a3fc6-bf6a-48cc-b826-99eacd7e03d6,122,,"[117.3, 11.8]",3775628,3,,,,,1.4559197,,Right Foot,,,,"[117.6, 14.4]",,Ground Pass,,2.6172504,,,Incomplete,,,,,,,,,1,From Throw In,Martha Thomas,31558.0,Center Forward,8,West Ham United LFC,972,"['50a43ea1-21eb-4e5c-9685-18ee0d546ae0', 'fe94c8ef-cf35-459d-a55e-de51ca4ec066']",0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:00.162,Pass,True
