50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.273517,,,,,,,,,,,,,ee263f42-ebf8-43f4-ab23-fa9a1a84bf7e,15,,"[30.6, 54.9]",3775639,0,,,,,-2.0013235,,Right Foot,,,,"[24.4, 41.4]",,Ground Pass,,14.8556385,,,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,3,Manchester City WFC,746,['30a47749-af7f-4e26-9d0d-dac317b80e23'],11,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:11.640,Pass,
,,,,,,,,,,,,,,,,,1.580823,,,,,,,,,,,,,3b6b8051-e03d-48fa-9b15-58d63456d8a3,18,,"[25.7, 41.2]",3775639,0,,,,,-1.19029,,Right Foot,,,,"[32.1, 25.2]",,Ground Pass,,17.232527,,,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,['43ce235c-5f0f-4801-89e6-aaf575031a58'],14,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:14.982,Pass,
,,,,,,,,,,,,,,,,,2.224935,,,,,,,,,,,,,ca22e2eb-8fb4-4397-a258-59982a7abff7,21,,"[34.3, 26.5]",3775639,0,,,,,1.6875468,,Left Foot,,,,"[32.4, 42.7]",,Ground Pass,,16.311039,,,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Center Back,3,Manchester City WFC,746,['b529630c-cc72-4741-abfd-a61f20ed9158'],17,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:17.408,Pass,
,,,,,,,,,,,,,,,,,1.181374,,,,,,,,,,,,,009ec827-ee6a-40f2-b394-66c35b3215c2,24,,"[35.6, 43.8]",3775639,0,,,,,-1.2505541,,Right Foot,,,,"[42.2, 23.9]",,Ground Pass,,20.965925,,,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,['f16a055e-e881-4bf4-b976-aed07dd89712'],20,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:20.747,Pass,
,,,,,,,,,,,,,,,,,1.659554,,,,,,,,,,,,,e28792ba-8a39-4bad-9871-d834622168d3,27,,"[43.9, 23.9]",3775639,0,,,,,-1.233132,,Left Foot,,,,"[51.8, 1.4]",,Ground Pass,,23.846594,,,,,Esme Beth Morgan,4649.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Center Back,3,Manchester City WFC,746,['9767fe0c-5530-45df-86f1-7a233d121569'],23,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:23.673,Pass,
,,,,,,,,,,,,,,,,,2.165265,,,,,,,,,,,,,d3103ccf-d47e-4811-887b-2840f419aad6,29,,"[51.8, 1.4]",3775639,0,,,,,2.492442,,Right Foot,,,,"[37.7, 12.1]",,Ground Pass,,17.700283,,,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Left Back,3,Manchester City WFC,746,['54e19bd7-8c0b-4535-8b87-f837bb335fa5'],25,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:25.332,Pass,
,,,,,,,,,,,,,,,,,1.845321,,,,,,,,,,,,,ec66e635-a23e-4729-94fc-b3dc5d6b7c50,32,,"[38.8, 16.0]",3775639,0,,,,,1.6171765,,Left Foot,,,,"[37.7, 39.7]",,Ground Pass,,23.725513,,,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Center Back,3,Manchester City WFC,746,['b9d5b172-e5d2-4fc6-ad17-3073a4d7e81d'],28,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:28.925,Pass,
,,,,,,,,,,,,,,,,,1.242788,,,,,,,,,,,,,666c4ce1-a496-4b45-a5e0-c7849f64a36e,35,,"[46.5, 55.1]",3775639,0,,,,,1.2103055,,Right Foot,,,,"[53.7, 74.2]",,Ground Pass,,20.412006,,,,,Lucy Bronze,10178.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,3,Manchester City WFC,746,['df375857-fc13-43d4-9e6e-cc12c03b894e'],33,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:33.455,Pass,
,,,,,,,,,,,,,,,,,0.634797,,,,,,,,,,,,,25bcc4de-feac-4ea6-917a-cd11b1b2f8fc,38,,"[53.7, 74.2]",3775639,0,,,,,0.018689413,,Right Foot,,,,"[64.4, 74.4]",,Ground Pass,,10.701869,,,,,Chloe Kelly,15570.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,3,Manchester City WFC,746,['4b1c083b-4ea6-43d3-aff0-04f208d28c28'],36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:36.320,Pass,
,,,,,,,,,,,,,,,,,0.343221,,,,,,,,,,,,,162e08ed-fb03-4823-82f8-1106352c6805,40,,"[64.4, 74.4]",3775639,0,,,,,-2.4496713,,Right Foot,,,,"[57.4, 68.6]",,Ground Pass,,9.090654,,,Incomplete,,Samantha June Mewis,5087.0,,,,,,,1,Regular Play,Chloe Kelly,15570.0,Right Wing,3,Manchester City WFC,746,"['80a45fcb-8af9-4c79-922c-d490f0ad245c', 'fb4b41f1-7cb1-4b68-8103-6aba204ded75']",36,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:36.954,Pass,
,,,,,,,,,,,,,,,,,2.143897,,,,,,,,,,,,,c0885743-11f2-4540-9731-79243273e234,46,,"[54.4, 33.3]",3775639,0,,True,,,1.5161064,,Right Foot,,,,"[55.9, 60.7]",,Ground Pass,,27.441029,,,,,Rikke Læntver Sevecke,15789.0,,,,,,Free Kick,1,From Free Kick,Megan Finnigan,18254.0,Center Defensive Midfield,4,Everton LFC,967,['76a180f2-df92-4976-8a32-437cbd6fbee2'],56,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:56.570,Pass,
,,,,,,,,,,,,,,,,,1.123803,,,,,,,,,,,,,6b9182f6-7ffb-44f0-8532-47853ff4b698,48,,"[55.9, 60.7]",3775639,0,,,,,0.9129077,,Right Foot,,,,"[67.8, 76.1]",,Ground Pass,,19.462015,,,,,Ingrid Moe Wold,10382.0,,,,,,,1,From Free Kick,Rikke Læntver Sevecke,15789.0,Right Center Back,4,Everton LFC,967,['26d0f76f-472b-4aaf-a57e-65cd8d3b425b'],59,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:59.549,Pass,
,,,,,,,,,,,,,,,,,1.483882,,,,,,,,,,,,,6a2d9ce6-1b62-4622-801c-107699fa2355,51,,"[67.8, 76.1]",3775639,1,,,,,-3.069139,,Right Foot,,,,"[55.4, 75.2]",,Ground Pass,,12.432618,,,,,Rikke Læntver Sevecke,15789.0,,,,,,,1,From Free Kick,Ingrid Moe Wold,10382.0,Right Back,4,Everton LFC,967,['66afdba9-af1d-4b9c-a0fe-eddae369a185'],1,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:01.654,Pass,
,,,,,,,,,,,,,,,,,1.565372,,,,,,,,,,,,,9f3337be-e41a-4844-855a-e46544ec4bc2,54,,"[55.4, 75.2]",3775639,1,,,,,-2.1333709,,Right Foot,,,,"[42.6, 54.9]",,Ground Pass,,23.99854,,,,,Megan Finnigan,18254.0,,,,,,,1,From Free Kick,Rikke Læntver Sevecke,15789.0,Right Center Back,4,Everton LFC,967,['2ea80c69-2f3f-41ff-bbb6-4617683f717d'],4,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:04.283,Pass,
,,,,,,,,,,,,,,,,,2.146694,,,,,,,,,,,,,a00f9d32-857e-478f-b557-863d63281096,57,,"[42.6, 54.9]",3775639,1,,,,,-1.5959482,,Right Foot,,,,"[41.8, 23.1]",,Ground Pass,,31.81006,,,,,Gabrielle George,15575.0,,,,,,,1,From Free Kick,Megan Finnigan,18254.0,Center Defensive Midfield,4,Everton LFC,967,['64a0ad9c-948b-4972-8b7e-ead3f9fd377b'],6,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:06.863,Pass,
,,,,,,,,,,,,,,,,,1.492539,,,,,,,,,,,,,e83b8eaf-4518-4344-8230-ae9852902316,60,,"[44.3, 19.8]",3775639,1,,,,,-0.69598204,,Left Foot,,,,"[60.1, 6.6]",,Ground Pass,,20.588346,,,,,Danielle Turner,15571.0,,,,,,,1,From Free Kick,Gabrielle George,15575.0,Left Center Back,4,Everton LFC,967,['666317bb-a427-4ca6-a9df-837932f9cf84'],10,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:10.394,Pass,
,,,,,,,,,,,,,,,,,1.268574,,,,,,,,,,,,,d3c1a7ba-7743-4e91-b563-ae671fa40585,62,,"[60.1, 6.6]",3775639,1,,,,,2.556918,,Left Foot,,,,"[46.2, 15.8]",,Ground Pass,,16.668833,,,,,Gabrielle George,15575.0,,,,,,,1,From Free Kick,Danielle Turner,15571.0,Left Back,4,Everton LFC,967,['890da0b3-d0d2-4b47-a3a8-2150e3d9f11e'],11,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:11.887,Pass,
,,,,,,,,,,,,,,,,,2.627061,,,,,,,,,,,,,96a2a2f8-5c0f-416a-b706-5791d38dfa30,64,,"[50.9, 14.7]",3775639,1,,,,,-0.3319841,,Left Foot,,,,"[91.8, 0.6]",,High Pass,,43.262222,,,Out,,Lucy Hope,16386.0,,,,,,,1,From Free Kick,Gabrielle George,15575.0,Left Center Back,4,Everton LFC,967,['7a17c835-686d-443e-a285-4cf5abfa8732'],13,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:13.155,Pass,
,,,,,,,,,,,,,,,,,2.466654,,,,,,,,,,,,,0b9a53be-5dd7-48ed-8ab7-29fdc20a47f2,67,,"[27.9, 80.0]",3775639,1,,,,,-2.2404354,,,,,,"[16.5, 65.6]",,Low Pass,,18.366274,,,,,Stephanie Houghton,10185.0,,,,,,Throw-in,1,From Throw In,Lucy Bronze,10178.0,Right Back,5,Manchester City WFC,746,['69463743-5038-46fb-9985-e044741cd0fb'],26,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:26.100,Pass,
,,,,,,,,,,,,,,,,,1.477655,,,,,,,,,,,,,1e4a6489-639f-4e33-bfdb-00698676fa4b,70,,"[16.5, 65.6]",3775639,1,,,,,-1.60075,,Right Foot,,,,"[15.7, 38.9]",,Ground Pass,,26.711983,,,,,Ellie Roebuck,4637.0,,,,,,,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,5,Manchester City WFC,746,['687f51d1-5e70-463d-bab9-b5b6dbe112b6'],29,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:29.918,Pass,
,,,,,,,,,,,,,,,,,0.9653,,,,,,,,,,,,,144da4a6-ed7c-497a-9d1f-c1b68bbed004,73,,"[19.1, 38.9]",3775639,1,,,,,-1.2326539,,Right Foot,,,,"[25.5, 20.7]",,Ground Pass,,19.292486,,,,,Alex Greenwood,10252.0,,,,,,,1,From Throw In,Ellie Roebuck,4637.0,Goalkeeper,5,Manchester City WFC,746,['49a9007d-3fd3-41f6-8a6e-8ba626384719'],32,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:32.818,Pass,
,,,,,,,,,,,,,,,,,1.600058,,,,,,,,,,,,,138c919c-3985-49cf-94f9-f050d0ba5de7,76,,"[42.4, 19.4]",3775639,1,,,,,-0.85756177,,Left Foot,,,,"[57.8, 1.6]",,Ground Pass,,23.537205,,,,,Esme Beth Morgan,4649.0,,,,,,,1,From Throw In,Alex Greenwood,10252.0,Left Center Back,5,Manchester City WFC,746,['57b846bf-6bf1-4863-8c9b-c0e45d37b2f2'],38,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:38.318,Pass,
,,,,,,,,,,,,,,,,,0.889392,,,,,,,,,,,,,e29573e1-fda5-47b9-a00a-5e6853d1cde1,79,,"[57.8, 1.6]",3775639,1,,,,,0.35877067,,Left Foot,,,,"[76.2, 8.5]",,Ground Pass,,19.651209,,,,,Caroline Weir,10188.0,,,,,,,1,From Throw In,Esme Beth Morgan,4649.0,Left Back,5,Manchester City WFC,746,['759d4d70-beb2-40c8-b58b-c66ab0acaede'],40,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:40.791,Pass,
,,,,,,,,,,,,,,,,,1.109032,,,,,,,,,,,,,401d49fa-58fb-450c-84dc-7213509fb5a0,83,,"[78.6, 5.9]",3775639,1,,,,,-0.6262614,,Left Foot,,,True,"[83.3, 2.5]",,Ground Pass,,5.800862,,,,,Lauren Hemp,15555.0,,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Center Midfield,5,Manchester City WFC,746,"['52ee57b6-1ab7-48f3-9969-d6c7a0bddc8b', 'befcff2b-e5cd-4098-bb94-e5bb5316e082']",43,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:43.029,Pass,True
,,,,,,,,,,,,,,,,,0.478435,,,,,,,,,,,,,757dbf79-2545-46ec-bfe8-8737815a2bf1,87,,"[82.8, 3.6]",3775639,1,,,,,3.1415927,,Right Foot,,,,"[77.9, 3.6]",,Ground Pass,,4.9,,,,,Caroline Weir,10188.0,,,,,,,1,From Throw In,Lauren Hemp,15555.0,Left Wing,5,Manchester City WFC,746,"['04c0123a-f543-4814-a4cc-dfcbb5e5eb80', '7ece04d7-309a-4c93-ac3b-ec0373cffc45']",44,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:44.461,Pass,True
,,,,,,,,,,,,,,,,,2.336225,,,,,,,,,,,,,9190ab9a-4d13-4abb-908b-54826d808641,94,,"[66.8, 4.2]",3775639,1,,,,,2.4746845,,Left Foot,,,,"[48.0, 19.0]",,Ground Pass,,23.926554,,,,,Alex Greenwood,10252.0,,,,,,,1,From Throw In,Caroline Weir,10188.0,Left Center Midfield,5,Manchester City WFC,746,['d55138cb-3f19-411a-ba6f-b9408f7e3b16'],47,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:47.593,Pass,
,,,,,,,,,,,,,,,,,3.37249,,,,,,,,,,,,,4c731d54-b8e9-47fc-96f6-61976186d95b,97,,"[48.0, 19.0]",3775639,1,,,,,1.5929446,,Left Foot,,,,"[47.3, 50.6]",,Ground Pass,,31.607752,,,,,Lucy Bronze,10178.0,,,,,,,1,From Throw In,Alex Greenwood,10252.0,Left Center Back,5,Manchester City WFC,746,['8df8f97c-1da9-4743-b911-36f7f04ce096'],50,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:50.627,Pass,
,,,,,,,,,,,,,,,,,1.156953,,,,,,,,,,,,,b9c9b5cd-ba8c-42d5-b90b-cf6d31f27acd,100,,"[48.2, 53.4]",3775639,1,,,,,-0.40363392,,Right Foot,,,,"[57.8, 49.3]",,Ground Pass,,10.438869,,,,,Keira Walsh,4658.0,,,,,,,1,From Throw In,Lucy Bronze,10178.0,Right Back,5,Manchester City WFC,746,['452ec48b-8b27-4987-95de-4139b1ed601e'],55,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:55.501,Pass,
,,,,,,,,,,,,,,,,,1.153465,,,,,,,,,,,,,56ac436e-cbca-4a4f-b20b-1563ef407dc0,102,,"[57.8, 49.1]",3775639,1,,,,,2.5642507,,Left Foot,,,,"[46.9, 56.2]",,Ground Pass,,13.008459,,,,,Lucy Bronze,10178.0,,,,,,,1,From Throw In,Keira Walsh,4658.0,Right Center Midfield,5,Manchester City WFC,746,['e11be6c4-9eda-4ccd-bea8-354113aafc06'],56,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:56.658,Pass,
,,,,,,,,,,,,,,,,,0.78867,,,,,,,,,,,,,c23f2530-66ee-4355-99e6-519139da9db3,105,,"[46.9, 56.2]",3775639,1,,,,,-0.30161905,,Right Foot,,,,"[55.9, 53.4]",,Ground Pass,,9.425497,,,,,Keira Walsh,4658.0,,,,,,,1,From Throw In,Lucy Bronze,10178.0,Right Back,5,Manchester City WFC,746,['c6b0d52c-9cd3-4d87-9521-d73e49346cbb'],58,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:58.425,Pass,
,,,,,,,,,,,,,,,,,0.708907,,,,,,,,,,,,,f5270351-55f5-495d-b873-baefceef95fe,108,,"[55.9, 53.4]",3775639,1,,,,,2.766322,,Left Foot,,,,"[46.0, 57.3]",,Ground Pass,,10.640489,,,,,Lucy Bronze,10178.0,,,,,,,1,From Throw In,Keira Walsh,4658.0,Right Center Midfield,5,Manchester City WFC,746,['51cde0fa-37e0-4953-93ec-7608fbd5dbc1'],59,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:59.362,Pass,
,,,,,,,,,,,,,,,,,2.06005,,,,,,,,,,,,,77950642-6944-4695-884b-7d51bac14dde,111,,"[46.0, 57.3]",3775639,2,,,,,-1.5809482,,Right Foot,,,,"[45.8, 37.6]",,Ground Pass,,19.701015,,,,,Stephanie Houghton,10185.0,,,,,,,1,From Throw In,Lucy Bronze,10178.0,Right Back,5,Manchester City WFC,746,['2cd4b868-2de4-446a-85ca-c85c731b9e22'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:00.111,Pass,
,,,,,,,,,,,,,,,,,1.788561,,,,,,,,,,,,,2dfe83ca-87d6-4b82-8ced-58d0c6be1ded,114,,"[44.6, 35.2]",3775639,2,,,,,-1.0575001,,Right Foot,,,,"[62.3, 3.8]",,Ground Pass,,36.04511,,,,,Esme Beth Morgan,4649.0,,,,,,,1,From Throw In,Stephanie Houghton,10185.0,Right Center Back,5,Manchester City WFC,746,['bccf5d22-4ad5-41a0-86cc-c2e32c9d6d08'],3,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:03.693,Pass,
