ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.401388,,,,,,,,,,,,5ef61e75-1752-400a-bd26-d2cb36f9c031,40,,"[64.6, 39.1]",3764234,0,,,,,-0.61098707,,Right Foot,,,,"[90.3, 21.1]",Ground Pass,,31.376583,,,,,Diana Micaela Abreu de Sousa e Silva,10159.0,,,,,,,1,Regular Play,Stine Larsen,10102.0,Center Forward,5,Aston Villa,2647,['6184074e-2c96-472e-a37b-2cb6794a7f8c'],55,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:55.592,Pass,
,,,,,,,,,,,,,,,0.262733,,,,,,,,,,,,08e9f570-7ec4-4a82-a414-69a59601b148,43,,"[103.6, 23.7]",3764234,1,,,,,1.4056476,,Left Foot,,,,"[104.6, 29.7]",Ground Pass,,6.0827627,,,Incomplete,,Ramona Petzelberger,46533.0,,,,,,,1,Regular Play,Diana Micaela Abreu de Sousa e Silva,10159.0,Left Wing,5,Aston Villa,2647,"['5a5bc02d-0c8b-4a3e-adfd-dc631457a094', 'ef0bfcf0-222c-4b76-b66a-5c9443c22804']",0,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:00.170,Pass,
,,,,,,,,,,,,,,,2.68278,,,,,,,,,,,,a57715af-0c7d-4daa-8924-a797cc6c7a01,47,,"[11.2, 54.7]",3764234,1,,,,,1.6112367,,Right Foot,,,,"[10.5, 72.0]",Low Pass,,17.314156,,,,,Stephanie Houghton,10185.0,,,,,,Recovery,1,Regular Play,Esme Beth Morgan,4649.0,Right Back,6,Manchester City WFC,746,"['80ecde4d-34b0-422d-a179-81c4dc0072ec', 'ae1e4a5d-e4d3-4c8a-9c75-9777a6412804']",2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:02.286,Pass,True
,,,,,,,,,,,,,,,2.086804,,,,,,,,,,,,2a426e77-ae9d-4102-a31a-eb05bff452bf,51,,"[8.4, 72.0]",3764234,1,,,,,-0.40725586,,Right Foot,,,,"[39.0, 58.8]",High Pass,,33.325665,,,,,Georgia Stanway,4643.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,"['0813d491-3f9c-4a41-913e-4982c2bdcb0e', '783ff59d-9fdf-440d-8e45-ac18b45a7598']",6,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:06.905,Pass,True
,,,,,,,,,,,,,,,1.173456,,,,,,,,,,,,fa0b9593-bb17-4969-8cef-7de816df7d32,59,,"[49.9, 71.8]",3764234,1,,,,,0.13552772,,Right Foot,,,,"[65.3, 73.9]",Ground Pass,,15.542522,,,,,Janine Elizabeth Beckie,4992.0,,,,,,,1,Regular Play,Georgia Stanway,4643.0,Center Forward,6,Manchester City WFC,746,['e879a39c-d3ce-4ebe-9228-5fff787ef918'],14,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:14.856,Pass,
,,,,,,,,,,,,,,,1.448308,,,,,,,,,,,,75abee08-ad11-4cc8-8631-ed5b004d7add,62,,"[65.1, 72.4]",3764234,1,,,,,3.1415927,,Right Foot,,,,"[46.3, 72.4]",Ground Pass,,18.8,,,,,Esme Beth Morgan,4649.0,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Wing,6,Manchester City WFC,746,['738df474-b5b9-401c-a821-dafa717094a6'],16,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:16.754,Pass,
,,,,,,,,,,,,,,,0.943157,,,,,,,,,,,,1cd92cbe-398e-4738-9a3b-8332e7687e47,64,,"[46.3, 72.4]",3764234,1,,,,,-0.65242946,,Right Foot,,,,"[55.2, 65.6]",Ground Pass,,11.200446,,,,,Samantha June Mewis,5087.0,,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Right Back,6,Manchester City WFC,746,['7afcb8ad-b33f-4b1e-a7cb-df7876485780'],18,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:18.202,Pass,
,,,,,,,,,,,,,,,1.361187,,,,,,,,,,,,69d6b826-3900-4e30-9fc9-405085e71e2c,67,,"[50.5, 66.9]",3764234,1,,,,,-2.3599398,,Left Foot,,,,"[37.1, 53.6]",Ground Pass,,18.879883,,,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Samantha June Mewis,5087.0,Right Center Midfield,6,Manchester City WFC,746,['ea9136ce-cb54-41d8-9326-5458f6a50bb7'],20,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:20.566,Pass,
,,,,,,,,,,,,,,,3.184681,,,,,,,,,,,,e471bc77-4378-4d43-b24b-87d90979c76d,70,,"[42.2, 54.9]",3764234,1,,,,,-1.17559,,Right Foot,,,,"[63.6, 3.6]",High Pass,,55.58462,,,,,Demi Stokes,4651.0,,,True,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,['f43193d2-73c8-48c9-8030-8270126393ef'],25,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:25.278,Pass,
,,,,,,,,,,,,,,,1.223616,,,,,,,,,,,,2f96673a-df8a-43fd-a02b-353070c9babe,73,,"[72.6, 3.6]",3764234,1,,,,,0.50880355,,Left Foot,,,,"[92.5, 14.7]",Ground Pass,,22.7864,,,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,6,Manchester City WFC,746,['9a19469f-bba8-43dd-ac10-7a5a6c1918f0'],30,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:30.782,Pass,
,,,,,,,,,,,,,,,2.028547,,,,,,,,,,,,4f75ba2c-5b06-4c0a-aeaf-ac17bdc6c10e,79,,"[34.9, 56.6]",3764234,1,,,,,3.0656521,,Right Foot,,,,"[25.7, 57.3]",Ground Pass,,9.226592,,,,,Elisha N''Dow,46534.0,,,,,,Recovery,1,Regular Play,Chloe Arthur,10193.0,Center Defensive Midfield,7,Aston Villa,2647,['8cb33ba3-f21d-4958-8f2e-cc4e66ca750f'],35,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:35.094,Pass,
,,,,,,,,,,,,,,,1.144851,,,,,,,,,,,,e01d51ee-31e1-455a-bc32-2328c4c2c812,83,,"[22.1, 63.3]",3764234,1,,,,,2.5917394,,Right Foot,,,,"[15.9, 67.1]",Ground Pass,,7.2718635,,,,,Ella Franklin-Fraiture,46538.0,,,,,,,1,Regular Play,Elisha N''Dow,46534.0,Right Center Back,7,Aston Villa,2647,['a1b2abad-7dec-455f-bde4-d776cc61d3de'],38,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:38.992,Pass,
,,,,,,,,,,,,,,,1.623705,,,,,,,,,,,,f3a998da-b3ad-4f8b-83e1-24191f36d1c8,90,,"[21.0, 70.3]",3764234,1,,,,,-0.8097836,,Right Foot,,,,"[33.0, 57.7]",Ground Pass,,17.4,,,,,Ramona Petzelberger,46533.0,,,,,,,1,Regular Play,Ella Franklin-Fraiture,46538.0,Right Back,7,Aston Villa,2647,['6ef23731-59d6-4b35-bec6-b719ee08a74d'],42,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:42.882,Pass,
,,,,,,,,,,,,,,,1.125177,,,,,,,,,,,,da3fe048-9b73-4a95-8bd6-831fea65b0c9,94,,"[32.6, 60.5]",3764234,1,,,,,1.4386234,,Right Foot,,,,"[34.9, 77.8]",Ground Pass,,17.45222,,,,,Ella Franklin-Fraiture,46538.0,,,,,,,1,Regular Play,Ramona Petzelberger,46533.0,Left Center Midfield,7,Aston Villa,2647,"['1b7a4263-88a2-43f5-b6f2-7deb71ff6bd5', 'b21e5434-3807-45d4-8b56-aca78b77f5e5']",46,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:46.655,Pass,True
,,,,,,,,,,,,,,,1.133674,,,,,,,,,,,,af4b949d-febb-46db-b03b-50e37183ca36,98,,"[49.2, 71.4]",3764234,1,,,,,1.0235119,,Right Foot,,,,"[53.1, 77.8]",Ground Pass,,7.4946647,,,,,Emma Follis,15557.0,,,,,,,1,Regular Play,Ella Franklin-Fraiture,46538.0,Right Back,7,Aston Villa,2647,"['bb46e8eb-8921-4608-bba7-6b47399641d6', 'd2932b0c-d20e-4344-8377-9fdcd36ff51c']",51,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:51.598,Pass,True
,,,,,,,,,,,,,,,2.036246,,,,,,,,,,,,77dae30f-c85e-48a4-8241-81e63262643c,100,,"[53.1, 77.8]",3764234,1,,,,,-2.9214115,,Right Foot,,,,"[32.1, 73.1]",Ground Pass,,21.519526,,,,,Elisha N''Dow,46534.0,,,,,,,1,Regular Play,Emma Follis,15557.0,Right Wing,7,Aston Villa,2647,['577c3885-767f-46f7-8170-48aa006400c7'],52,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:52.732,Pass,
,,,,,,,,,,,,,,,0.610682,,,,,,,,,,,,59059ec9-8a7b-4b77-804f-9dc865813aba,103,,"[32.1, 73.3]",3764234,1,,,,,0.16675381,,Right Foot,,,,"[42.2, 75.0]",Ground Pass,,10.24207,,,,,Emma Follis,15557.0,,,,,,,1,Regular Play,Elisha N''Dow,46534.0,Right Center Back,7,Aston Villa,2647,['0f1f8f98-0db2-4adf-abe0-ddd53d86e1ba'],56,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:56.490,Pass,
,,,,,,,,,,,,,,,0.998941,,,,,,,,,,,,7ded2bae-374f-4d0f-893c-7efdbb8864f1,106,,"[46.7, 60.3]",3764234,2,,,,,-1.0276067,,Right Foot,,,,"[56.3, 44.4]",Ground Pass,,18.573368,,,,,Ramona Petzelberger,46533.0,,,,,,,1,Regular Play,Emma Follis,15557.0,Right Wing,7,Aston Villa,2647,['cc9ed423-7dcc-4883-98c3-0323ba7b540e'],0,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:00.932,Pass,
,,,,,,,,,,,,,,,2.088265,,,,,,,,,,,,b24d0fb2-ea73-468b-bada-e47d87158f03,109,,"[64.0, 42.9]",3764234,2,,,,,-0.867357,,Right Foot,,,,"[89.7, 12.6]",Ground Pass,,39.731346,,,,,Diana Micaela Abreu de Sousa e Silva,10159.0,,,,,,,1,Regular Play,Ramona Petzelberger,46533.0,Left Center Midfield,7,Aston Villa,2647,['c3073263-b6d9-4166-a94d-a5c50a3a77c5'],3,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:03.832,Pass,
,,,,,,,,,,,,,,,1.684137,,,,,,,,,,,,ab0039c6-5e07-4060-be05-d7f15b13e303,112,,"[96.3, 14.5]",3764234,2,,,,,1.0369222,,Left Foot,True,,,"[108.3, 34.8]",High Pass,,23.58156,,,Incomplete,,Stine Larsen,10102.0,,,,,,,1,Regular Play,Diana Micaela Abreu de Sousa e Silva,10159.0,Left Wing,7,Aston Villa,2647,"['14136e75-f00b-4a71-8751-c88738518674', '89b9a7ba-887f-49bf-891b-9fbef610dc40']",7,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:07.127,Pass,
,,,,,,,,,,,,,,,0.82207,,,,,,,,,,,,d5c469a8-3fce-4b83-95db-c2636ecf46bd,118,,"[27.4, 59.6]",3764234,2,,,,,-2.7509856,,Left Foot,,,,"[20.6, 56.8]",Ground Pass,,7.3539104,,,,,Esme Beth Morgan,4649.0,,,,,,,1,Regular Play,Janine Elizabeth Beckie,4992.0,Right Wing,8,Manchester City WFC,746,['6f466f9a-5454-4b11-92b2-745cfec53960'],12,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:12.061,Pass,
,,,,,,,,,,,,,,,0.683598,,,,,,,,,,,,21fd0392-e903-4bb9-91ff-a74f8941e14e,121,,"[20.8, 56.6]",3764234,2,,,,,-1.3696694,,Right Foot,,,,"[22.9, 46.3]",Ground Pass,,10.511898,,,,,Keira Walsh,4658.0,,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Right Back,8,Manchester City WFC,746,['927a0dee-08b8-4afe-9977-68c3bbff066b'],13,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:13.246,Pass,
,,,,,,,,,,,,,,,0.916306,,,,,,,,,,,,8dd6fe34-e09c-4e73-8c9e-4679b313d17f,125,,"[22.5, 46.1]",3764234,2,,,,,-2.432072,,Right Foot,,,,"[13.3, 38.2]",Ground Pass,,12.126417,,,,,Gemma Bonner,15554.0,,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,8,Manchester City WFC,746,"['379b65b0-980e-405f-8be7-e5fd79a121d2', '53198e0e-b0e3-43c4-ab6b-22e4385bf308']",14,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:14.512,Pass,True
,,,,,,,,,,,,,,,1.094126,,,,,,,,,,,,1555ebcf-7793-425d-bff1-81b0927cb5cb,128,,"[17.8, 37.4]",3764234,2,,,,,-0.4117462,,Right Foot,,,,"[33.6, 30.5]",Ground Pass,,17.24094,,,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Gemma Bonner,15554.0,Left Center Back,8,Manchester City WFC,746,['8e764562-7ae1-4ca4-b0c0-a8ffec2b5ee2'],17,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:17.326,Pass,
,,,,,,,,,,,,,,,0.805569,,,,,,,,,,,,e24fb7fa-b5b3-4479-8c7e-ce28e312dd8c,135,,"[90.5, 55.8]",3764234,2,,,,,2.2794225,,Right Foot,,,,"[84.5, 62.8]",Ground Pass,,9.219544,,,,,Emma Follis,15557.0,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Center Defensive Midfield,9,Aston Villa,2647,['7384b6aa-5c48-4934-80e0-fe7589ef693d'],20,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:20.512,Pass,
,,,,,,,,,,,,,,,0.861079,,,,,,,,,,,,dee96356-c4cb-437f-9e00-0405d33ce755,138,,"[85.2, 60.3]",3764234,2,,,,,-1.3569058,,Right Foot,,,,"[90.5, 35.9]",Ground Pass,,24.96898,,,,,Ramona Petzelberger,46533.0,,,,,,,1,Regular Play,Emma Follis,15557.0,Right Wing,9,Aston Villa,2647,['b6e0d90f-b6e5-4326-a680-e561087da5ac'],23,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:23.446,Pass,
,,,,,,,,,,,,,,,0.646189,,,,,,,,,,,,d9aac49c-c95e-4208-a7fc-223ed3c55952,142,,"[90.7, 37.4]",3764234,2,,,,,1.9058205,,Right Foot,,,,"[86.0, 50.9]",Ground Pass,,14.294754,,,,,Emma Follis,15557.0,,,,,,,1,Regular Play,Ramona Petzelberger,46533.0,Left Center Midfield,9,Aston Villa,2647,['b430af3b-ff54-4caa-a5e2-d4cee2093c49'],25,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:25.741,Pass,
