bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.158935,,,,,,,,,,,8586dab8-aec9-4a27-8c64-b72257f7cbf6,19,,,"[56.4, 58.0]",3775584,0,,,,-0.86081046,,Right Foot,,,"[87.6, 21.7]",,Low Pass,,47.86575,,,,Caitlin Jade Foord,11338.0,,,,,,,1,From Free Kick,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['b0fcac79-2a27-4040-9fbb-0e8aff827d35'],22,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:22.950,Pass,
,,,,,,,,,,,,,,,,,1.899303,,,,,,,,,,,905e2c12-bd3f-4fdd-9286-cd36cc9d84af,22,,,"[86.7, 21.3]",3775584,0,,,,-0.33255446,,Right Foot,,,"[111.6, 12.7]",,Ground Pass,,26.34331,,,,Katie McCabe,15620.0,,,,,,,1,From Free Kick,Caitlin Jade Foord,11338.0,Left Wing,3,Arsenal WFC,968,['fd5ccc20-b469-4d0b-b0c8-b76fc509afa6'],26,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:26.722,Pass,
,,,,,,,,,,,,,,,,,1.155348,,,,,,,,,,,8a3313a2-a9a3-40d6-8277-78b58ba521b4,24,,,"[111.6, 12.7]",3775584,0,,,,1.8666627,,Left Foot,True,,"[105.9, 31.4]",,Low Pass,,19.549425,,,,Jill Roord,10650.0,,,,,,,1,From Free Kick,Katie McCabe,15620.0,Left Back,3,Arsenal WFC,968,['a0213040-1ed5-4c5b-9186-1fd17ceae6af'],28,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:28.621,Pass,
,,,,,,,,,,,,,,,,,3.049797,,,,,,,,,,,afd12b38-1073-4bd7-9e05-1618d99035e3,30,,,"[73.2, 45.1]",3775584,0,,,,-2.819842,,Left Foot,,,"[57.6, 39.9]",,High Pass,,16.443844,,,,Jennifer Patricia Beattie,17524.0,,,,,,Recovery,1,From Free Kick,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,"['9f16d002-51b8-4a78-8f88-ed95da09e551', 'eff634f6-3deb-45d7-a0b2-80991252f1ec']",33,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:33.192,Pass,True
,,,,,,,,,,,,,,,,,1.023246,,,,,,,,,,,ecb4c0da-6424-484b-8d6a-6e20aef82e9d,32,,,"[57.6, 39.9]",3775584,0,,,,-0.49555168,,Right Foot,,,"[65.0, 35.9]",,Ground Pass,,8.411897,,,,Malin Gut,45156.0,,,,,,,1,From Free Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Arsenal WFC,968,['8b73dc56-f39b-4795-8b25-ec9aef32adff'],36,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:36.242,Pass,
,,,,,,,,,,,,,,,,,1.280293,,,,,,,,,,,f17de468-19c8-4a75-b791-8f3e3438004e,35,,,"[64.6, 35.9]",3775584,0,,,,2.020227,,Right Foot,,,"[56.4, 52.9]",,Ground Pass,,18.874321,,,,Leah Williamson,18999.0,,,,,,,1,From Free Kick,Malin Gut,45156.0,Center Defensive Midfield,3,Arsenal WFC,968,['a1b86a74-5506-459c-82b4-8f684b81859f'],38,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:38.188,Pass,
,,,,,,,,,,,,,,,,,1.936734,,,,,,,,,,,1af13ab5-de27-4045-b725-160ebcdf480e,38,,,"[63.1, 56.1]",3775584,0,,,,0.6790053,,Right Foot,,,"[91.6, 79.1]",,Ground Pass,,36.62308,,,,Bethany Mead,15619.0,,,,,,,1,From Free Kick,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['e7a096d5-2657-444e-b7c6-223792410f3e'],41,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:41.011,Pass,
,,,,,,,,,,,,,,,,,1.642233,,,,,,,,,,,e3f0edce-6341-4f31-9fa5-20cc5cecd67d,42,,,"[115.9, 69.6]",3775584,0,,,,-1.6051579,,Right Foot,True,,"[114.8, 37.6]",,High Pass,,32.0189,,Incomplete,,Vivianne Miedema,15623.0,,,,,,,1,From Free Kick,Bethany Mead,15619.0,Right Wing,3,Arsenal WFC,968,"['7f101f5f-4ce5-4fbe-acb8-e0a4bb926edb', '94b7ed9b-b611-4720-9d3e-d8f5548fb779']",48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:48.672,Pass,
,,,,,,,,,,,,,,,,,0.666253,,,,,,,,,,,82b6362a-9582-4d58-9506-17ef9bbdfcae,48,,,"[110.4, 25.1]",3775584,0,,,,2.579406,c800a5f3-a34b-45b6-a1d6-670f12f4f604,Right Foot,,,"[100.4, 31.4]",,Ground Pass,,11.819053,,,,Jill Roord,10650.0,True,,,,,,1,From Free Kick,Caitlin Jade Foord,11338.0,Left Wing,3,Arsenal WFC,968,['e621108d-5d42-4dc5-b84d-d3340040085c'],52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:52.816,Pass,
,,,,,,,,,,,,,,,,,5.72902,,,,,,,,,,,5859c19d-0490-4786-8553-e2cf6eeabb9c,53,,,"[6.0, 36.0]",3775584,1,,,,-0.07076496,,Right Foot,,,"[97.7, 29.5]",,High Pass,,91.930084,,Incomplete,,Claudia Walker,15580.0,,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,4,Birmingham City WFC,969,"['24d83653-3b12-4cf4-8d37-7ecf628e337e', '3cdcda27-a98c-4f91-8401-26d7c8c9651f']",30,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:30.951,Pass,
,,,,,,,,,,,,,,,,,1.717039,,,,,,,,,,,3cdcda27-a98c-4f91-8401-26d7c8c9651f,55,,,"[22.4, 50.6]",3775584,1,,,,-2.704517,,Left Foot,,,"[10.2, 44.9]",,Ground Pass,,13.465883,,,,Lydia Grace Yilkari Williams,5066.0,,,,,,Recovery,1,From Goal Kick,Leonie Maier,10380.0,Right Back,4,Birmingham City WFC,969,"['23a9090f-6bf6-40fd-8a95-e4b820473b9c', '5859c19d-0490-4786-8553-e2cf6eeabb9c']",36,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:36.680,Pass,
,,,,,,,,,,,,,,,,,2.952961,,,,,,,,,,,02cbedfe-9375-477c-932b-29dec755358a,58,,,"[9.6, 45.1]",3775584,1,,,,-0.49542177,,Right Foot,,,"[57.9, 19.0]",,High Pass,,54.900818,,Incomplete,,Caitlin Jade Foord,11338.0,,,,,,,1,From Goal Kick,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,4,Birmingham City WFC,969,"['674cbbdd-01c6-40c2-b886-9a6452fe24a1', '8a86281e-f705-4520-a3ca-ef1712340f5c']",38,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:38.404,Pass,
,,,,,,,,,,,,,,,,,1.042787,,,,,,,,,,,260aa686-e1f5-410e-bdc7-94d9a6b91e42,63,,,"[63.5, 58.8]",3775584,1,,,,0.0,,Left Foot,,,"[78.1, 58.8]",,Ground Pass,,14.6,,Incomplete,,Connie Scofield,21556.0,,,,,,,1,From Goal Kick,Harriet Scott,19592.0,Right Back,4,Birmingham City WFC,969,"['7ecbc19e-6fb2-4aec-8add-a9fe16ae7e4c', '96586e1d-1a5f-41af-b569-54de4cb0e2ae', 'aab9a5fe-3acb-48de-859e-ccc5dbb59a2c']",42,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:42.417,Pass,True
,,,,,,,,,,,,,,,,,2.294911,,,,,,,,,,,07426ea7-b851-42d4-9af7-59d4e4ab630e,68,,,"[68.6, 10.1]",3775584,1,,,,-0.08995267,,Left Foot,,,"[94.1, 7.8]",,Ground Pass,,25.603516,,,,Caitlin Jade Foord,11338.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,5,Arsenal WFC,968,['e5d73416-7fbf-4b14-b3ee-84ea66377249'],47,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:47.671,Pass,
,,,,,,,,,,,,,,,,,0.406089,,,,,,,,,,,21ea41d8-5f2e-4085-b020-c3256df66772,71,,,"[115.4, 11.8]",3775584,1,,,,1.4711276,,Left Foot,,,"[116.5, 22.8]",,Low Pass,,11.054863,,Incomplete,,,,,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Left Wing,5,Arsenal WFC,968,['9cf5a457-39e8-4093-88de-1c4a829ecbdc'],53,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:53.577,Pass,
,,,,,,,,,,,,,,,,,2.205679,,,,,,,,,,,ef42f115-fd84-4fff-a57c-20d482c0b430,73,,,"[120.0, 0.1]",3775584,2,,,,2.5216618,,Right Foot,,,"[90.3, 21.3]",,Ground Pass,,36.490135,,,,Kim Little,15616.0,,,,,,Corner,1,From Corner,Bethany Mead,15619.0,Right Wing,6,Arsenal WFC,968,['a9955f9f-3add-445a-b208-2a551c21784d'],21,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:21.941,Pass,
,,,,,,,,,,,,,,,,,2.494653,,,,,,,,,,,955819c5-718f-4a30-ab1d-e0bb7323e948,76,,,"[86.1, 24.9]",3775584,2,,,,0.73752135,,Right Foot,,,"[120.0, 55.7]",,High Pass,,45.80229,,Out,,Leah Williamson,18999.0,,,,,,,1,From Corner,Kim Little,15616.0,Right Center Midfield,6,Arsenal WFC,968,['52394b51-cfa3-44c0-8890-adaba1b6430d'],25,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:25.798,Pass,
,,,,,,,,,,,,,,,,,2.438579,,,,,,,,,,,7f70c3a9-ae0b-4da3-b832-eb7b2b7359a5,78,,,"[6.0, 36.0]",3775584,3,,,,-0.2998041,,Right Foot,,,"[65.2, 17.7]",,High Pass,,61.96394,,Incomplete,,Claudia Walker,15580.0,,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,7,Birmingham City WFC,969,"['38e6e92d-fe82-428f-9bbc-51806fbe617b', 'b132124c-32b5-4bdb-a076-bbaec6852346']",4,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:04.523,Pass,
,,,,,,,,,,,,,,,,,0.825043,,,,,,,,,,,38e6e92d-fe82-428f-9bbc-51806fbe617b,80,,,"[54.9, 62.4]",3775584,3,,,,0.44237423,,Right Foot,,,"[64.4, 66.9]",,Low Pass,,10.511898,,,,Bethany Mead,15619.0,,,,,,Recovery,1,Regular Play,Kim Little,15616.0,Right Center Midfield,8,Arsenal WFC,968,"['5c3f716c-f542-4667-a738-b26f4ec1f8d2', '7f70c3a9-ae0b-4da3-b832-eb7b2b7359a5']",6,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:06.961,Pass,
,,,,,,,,,,,,,,,,,1.34992,,,,,,,,,,,cd7a7d0f-f405-41b5-a6d2-665ea69cea4e,84,,,"[63.3, 66.7]",3775584,3,,,,2.070143,,Right Foot,,,"[57.9, 76.6]",,Ground Pass,,11.276968,,,,Kim Little,15616.0,,,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,8,Arsenal WFC,968,"['5ec7135d-df3c-415a-90af-cd9f2c25b4fd', '8b439a7b-45a9-43a9-8264-c0f4b4af6977']",8,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:08.385,Pass,True
,,,,,,,,,,,,,,,,,2.048668,,,,,,,,,,,87e46776-9788-4cbb-9389-d2e321783a1a,87,,,"[57.9, 76.6]",3775584,3,,,,-0.071307465,,Right Foot,,,"[78.9, 75.1]",,Ground Pass,,21.053503,,,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Kim Little,15616.0,Right Center Midfield,8,Arsenal WFC,968,['ef341868-7f73-4fef-bf24-2058095ceef6'],10,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:10.071,Pass,
,,,,,,,,,,,,,,,,,1.86054,,,,,,,,,,,b78a14f1-d692-4cbe-bd5b-924e4542abf1,90,,,"[93.1, 76.2]",3775584,3,,,,-0.8298563,,Right Foot,True,,"[117.8, 49.2]",,Low Pass,,36.59358,,Incomplete,,Vivianne Miedema,15623.0,,,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,8,Arsenal WFC,968,"['41c29f77-ed35-49a4-aeca-5a7118701ea3', '741886ee-5434-41bd-ba6b-5108603a7dde']",13,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:13.295,Pass,
,,,,,,,,,,,,,,,,,5.370298,,,,,,,,,,,0c4c5cc8-342f-4d0d-b56d-a8888c55dd76,94,,,"[19.7, 47.0]",3775584,3,,,,-0.032561775,,Drop Kick,,,"[111.8, 44.0]",,High Pass,,92.14885,,Incomplete,,Destiney Toussaint,4841.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,8,Arsenal WFC,968,"['6c6e5938-7d0c-40ff-a880-c921c283b885', 'a2587444-ee5a-498b-a129-5de88985dd67']",39,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:39.161,Pass,
,,,,,,,,,,,,,,,,,3.855312,,,,,,,,,,,6ddaf4e0-69f8-4823-bb31-2f5661dd72f3,98,,,"[12.9, 28.1]",3775584,3,,,,-0.5810823,,Keeper Arm,,,"[39.7, 10.5]",,Ground Pass,,32.06244,,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,8,Arsenal WFC,968,['084780fb-3888-478b-adec-bd4c336e9820'],46,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:46.264,Pass,
,,,,,,,,,,,,,,,,,1.485094,,,,,,,,,,,b5e079a7-dc17-42ff-b1ec-2abdd358d347,101,,,"[39.7, 10.5]",3775584,3,,,,2.2505288,,Left Foot,,,"[27.9, 25.1]",,Ground Pass,,18.77232,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,8,Arsenal WFC,968,['630ffc59-978b-4203-94cd-3b564adb1d28'],51,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:51.272,Pass,
,,,,,,,,,,,,,,,,,2.34141,,,,,,,,,,,459a2f79-2ae2-4189-a848-06ecc4fffe6a,104,,,"[35.1, 27.9]",3775584,3,,,,1.2914144,,Right Foot,,,"[45.6, 64.5]",,Ground Pass,,38.07637,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,8,Arsenal WFC,968,['5d0ec568-6008-4149-9ff9-545435e108aa'],54,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:54.561,Pass,
,,,,,,,,,,,,,,,,,1.781172,,,,,,,,,,,45ad6764-6b92-43b2-95ea-a0a608fff2cb,107,,,"[55.1, 66.0]",3775584,3,,,,0.47191188,,Left Foot,,,"[79.2, 78.3]",,Ground Pass,,27.057346,,,,Leonie Maier,10380.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,8,Arsenal WFC,968,['5f3b6945-a7e6-4f0d-8a46-238f3b679666'],58,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:58.276,Pass,
,,,,,,,,,,,,,,,,,3.694281,,,,,,,,,,,e1c2ee86-8f1f-4573-8ee4-08d5a2da3009,110,,,"[81.7, 78.0]",3775584,4,,,,-0.113694414,,Right Foot,,,"[110.6, 74.7]",,Low Pass,,29.0878,,,,Kim Little,15616.0,,,,,,,1,Regular Play,Leonie Maier,10380.0,Right Back,8,Arsenal WFC,968,['d7a48367-9a32-4e8f-b501-067c40716da7'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:04:00.097,Pass,
,,,,,,,,,,,,,,,,,1.128995,,,,,,,,,,,0d9bba52-43b6-47c3-809a-bbdd1c5351fd,115,,,"[6.0, 44.0]",3775584,4,,,,1.1812485,,Left Foot,,,"[9.9, 53.5]",,Ground Pass,,10.269372,,,,Georgia Brougham,15574.0,,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,9,Birmingham City WFC,969,['f9e0b84a-6a2b-4c69-9da8-3bd4871f104e'],24,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:04:24.118,Pass,
,,,,,,,,,,,,,,,,,1.54122,,,,,,,,,,,b6dec099-599a-4443-8930-69a023067e32,118,,,"[13.7, 55.6]",3775584,4,,,,0.23255694,,Right Foot,,,"[55.5, 65.5]",,Low Pass,,42.956375,,Incomplete,,Destiney Toussaint,4841.0,,,,,,,1,From Goal Kick,Georgia Brougham,15574.0,Right Center Back,9,Birmingham City WFC,969,"['997b6e64-5a9e-4469-a152-e0dbd2fbd0ac', 'faf72b15-35da-43e7-b7a3-265c3f3bf76d']",28,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:04:28.039,Pass,
,,,,,,,,,,,,,,,,,1.96825,,,,,,,,,,,d15eda9e-da15-4db0-9665-7f4fada626bc,122,,,"[70.7, 22.8]",3775584,4,,,,1.5513813,,Left Foot,,,"[70.9, 33.1]",,Ground Pass,,10.301942,,,,Malin Gut,45156.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,10,Arsenal WFC,968,['791e4535-5a57-48b6-814a-fb4350842488'],30,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:04:30.878,Pass,
,,,,,,,,,,,,,,,,,1.280178,,,,,,,,,,,c459968e-0712-4769-80fe-57ee5b9c99a8,124,,,"[71.8, 34.4]",3775584,4,,,,2.283154,,Right Foot,,,"[64.2, 43.2]",,Ground Pass,,11.627554,,,,Kim Little,15616.0,,,,,,,1,Regular Play,Malin Gut,45156.0,Center Defensive Midfield,10,Arsenal WFC,968,['6ee1cdfb-d8a9-4134-9868-ccc9e9d92e3b'],32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:04:32.846,Pass,
