ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.038154,,,,,,,,,,,,,,16230e2e-1b3b-4725-a8a7-793bb145033a,15,,,"[6.0, 36.0]",3775589,0,,,,-1.6384894,,Right Foot,,,,"[4.8, 18.3]",,Ground Pass,,17.740631,,,,Molly Bartrip,21021.0,,,,,Goal Kick,1,From Goal Kick,Grace Moloney,15719.0,Goalkeeper,3,Reading WFC,974,['2f538cb6-0903-44a0-b5ca-0f2b8a05a208'],34,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:34.598,Pass,
,,,,,,,,,,,,,,,,,1.446369,,,,,,,,,,,,,,8547f5ae-fa32-4393-8a7d-f745390b519d,18,,,"[6.5, 18.3]",3775589,0,,,,-0.77616763,,Right Foot,,,,"[22.9, 2.2]",,Ground Pass,,22.981949,,,,Emma Mukandi,18998.0,,,,,,1,From Goal Kick,Molly Bartrip,21021.0,Left Center Back,3,Reading WFC,974,['4d52c19a-c8a8-4f9b-b0f4-8de5a30258e3'],37,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:37.613,Pass,
,,,,,,,,,,,,,,,,,1.425693,,,,,,,,,,,,,,c1423788-bfd5-4272-b0a8-7cbada0012c4,22,,,"[22.3, 1.6]",3775589,0,,,,0.6889244,,Right Foot,,,,"[35.9, 12.8]",,Ground Pass,,17.618172,,,,Amalie Vevle Eikeland,26570.0,,,,,,1,From Goal Kick,Emma Mukandi,18998.0,Left Back,3,Reading WFC,974,"['13c2e5aa-b5fa-479a-b584-e334a16213c0', 'b4e10428-713c-43b9-b8c9-5b5e95b7f9e9']",40,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:40.061,Pass,True
,,,,,,,,,,,,,,,,,0.134533,,,,,,,,,,,,,,acef8578-aee7-4df5-8d29-5c2c0d217f58,26,,,"[33.7, 9.5]",3775589,0,,,,-1.022247,,Left Foot,,,,"[34.8, 7.7]",,Ground Pass,,2.1095023,,Incomplete,,Emma Mukandi,18998.0,,,,,,1,From Goal Kick,Amalie Vevle Eikeland,26570.0,Right Midfield,3,Reading WFC,974,"['2d48f121-b1a5-4465-b7fe-6f2ff3dfaa59', 'a0b1ad14-8aff-4d8f-adf5-3f16b46dc151', 'b090489e-e235-4337-9737-e9b1f525eb1b']",42,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:42.312,Pass,True
,,,,,,,,,,,,,,,,,2.111707,,,,,,,,,,,,,,084d4df9-2198-4e6b-8ee4-4122f4d962bc,32,,,"[79.7, 72.9]",3775589,0,,,,2.7430701,,Left Foot,,,,"[66.4, 78.5]",,Low Pass,,14.43087,,,,Anna Patten,78072.0,,,,,,1,Regular Play,Malin Gut,45156.0,Right Defensive Midfield,4,Arsenal WFC,968,"['1d9779a1-7496-4306-afa4-599077b10e3f', '38a2e5c0-5355-4949-9231-f055b0cec26b']",46,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:46.577,Pass,True
,,,,,,,,,,,,,,,,,0.644582,,,,,,,,,,,,,,154f7e22-b1dc-4b27-87e3-baebbb977c52,36,,,"[68.3, 78.2]",3775589,0,,,,-1.1354431,,Right Foot,,,,"[72.3, 69.6]",,Ground Pass,,9.484725,,,,Malin Gut,45156.0,,,,,,1,Regular Play,Anna Patten,78072.0,Right Center Back,4,Arsenal WFC,968,"['2050174c-f757-4a59-ba55-24c0e1e8a8b2', 'd93ca5c6-e9fd-492f-b4cc-5c9f2f5ed4c8']",50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:50.183,Pass,True
,,,,,,,,,,,,,,,,,0.971419,,,,,,,,,,,,,,7c0094bd-674f-4fb6-a1d8-cfd04189e4a8,41,,,"[72.8, 77.9]",3775589,1,,,,-1.82812,,Right Foot,,,,"[69.8, 66.5]",,Ground Pass,,11.78813,,,,Malin Gut,45156.0,,,,,Free Kick,1,From Free Kick,Anna Patten,78072.0,Right Center Back,5,Arsenal WFC,968,['8dd1da34-e909-4469-b067-98dc0144f296'],7,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:07.899,Pass,
,,,,,,,,,,,,,,,,,1.060226,,,,,,,,,,,,,,43edd2ef-b649-45ce-9963-956e4d48cf35,45,,,"[40.1, 18.9]",3775589,1,,,,1.2632293,,Right Foot,,,,"[42.8, 27.4]",,Ground Pass,,8.91852,,,,Jessica Fishlock,5016.0,,,,,Recovery,1,From Free Kick,Amalie Vevle Eikeland,26570.0,Right Midfield,5,Arsenal WFC,968,['05b35ac5-9c3f-45fb-8969-fa53827fd662'],11,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:11.880,Pass,
,,,,,,,,,,,,,,,,,0.023219,,,,,,,,,,,,,,0100d9b7-19cb-4c94-a2b1-cb8d388c92c6,51,,,"[63.9, 48.5]",3775589,1,,,,0.0,,Right Foot,,,,"[64.7, 48.5]",,Ground Pass,,0.8,,Incomplete,,Jill Roord,10650.0,,,,,Recovery,1,From Free Kick,Lia Wälti,10405.0,Left Defensive Midfield,5,Arsenal WFC,968,"['4bf8071c-28ad-43f0-a87b-818cafc7200d', '9e675f50-253d-4f8f-b3ce-b8a3e6d89a14', 'f3e27937-b190-4d92-a78e-3661d533656b']",14,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:14.863,Pass,True
,,,,,,,,,,,,,,,,,0.162153,,,,,,,,,,,,,,e19b9fc3-0584-4997-9e13-1760c585a3b9,54,,,"[57.3, 39.0]",3775589,1,,,,-0.4048918,,Left Foot,,,,"[59.4, 38.1]",,High Pass,,2.2847319,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Katie McCabe,15620.0,Left Center Back,5,Arsenal WFC,968,['88a5bbce-f426-4400-839d-e3e66ed54f23'],16,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:16.912,Pass,
,,,,,,,,,,,,,,,,,1.103846,,,,,,,,,,,,,,bf0cb4a5-0ec8-470b-95cb-89fa92835562,56,,,"[45.3, 33.8]",3775589,1,,,,-0.7727406,,Left Foot,,,,"[53.3, 26.0]",,High Pass,,11.1731825,,,,Danielle van de Donk,10658.0,,,,,Recovery,1,From Free Kick,Carlotte Wubben-Moy,49697.0,Center Back,5,Arsenal WFC,968,['cfbc4a48-1076-4e2e-97fd-64f83902a8a3'],19,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:19.001,Pass,
,,,,,,,,,,,,,,,,,3.362862,,,,,,,,,,,,,,59e518fc-bfe9-4dfe-ac79-3162f19d84ca,59,,,"[53.3, 25.6]",3775589,1,,,,-0.21231982,,Right Foot,,,,"[86.7, 18.4]",,High Pass,,34.167236,,Incomplete,,Jill Roord,10650.0,,,,,,1,From Free Kick,Danielle van de Donk,10658.0,Left Wing Back,5,Arsenal WFC,968,"['40eef0ca-9faf-413d-a355-dbe2f4365be6', 'edfe4bf3-3277-4172-a63d-f9a8e76e2f6d']",21,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:21.767,Pass,
,,,,,,,,,,,,,,,,,1.445928,,,,,,,,,,,,,,a30d40d8-e739-4653-a6c9-0ba31a057633,63,,,"[100.3, 0.1]",3775589,1,,,,1.0805895,,,,,,"[111.4, 20.9]",,High Pass,,23.576471,,,,Danielle van de Donk,10658.0,,,,,Throw-in,1,From Throw In,Katie McCabe,15620.0,Left Center Back,6,Arsenal WFC,968,['2fc7250f-352a-47d6-85f7-9b18a77d499b'],52,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:52.883,Pass,
,,,,,,,,,,,,,,,,,1.992048,,,,,,,,,,,,,,f92969c5-2d8c-4b12-bf2a-0945251e7ac3,65,,,"[111.4, 20.9]",3775589,1,,,,1.8120366,,Head,True,,,"[108.3, 33.5]",,Low Pass,,12.975746,,Incomplete,,Lisa Evans,10179.0,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Wing Back,6,Arsenal WFC,968,"['5f977f15-76a3-49a5-8893-6a213bed023f', 'e0f57a0b-eba7-4fd7-8d09-ebf68ecc5add']",54,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:54.329,Pass,
,,,,,,,,,,,,,,,,,0.098694,,,,,,,,,,,,,,2df99d2b-3c22-4adb-ba2f-4c479ebb85ad,69,,,"[14.7, 47.7]",3775589,1,,,,0.32175055,,Right Foot,,,,"[15.9, 48.1]",,Ground Pass,,1.264911,,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,,1,Regular Play,Angharad James,15577.0,Left Center Midfield,7,Reading WFC,974,"['91bff9a7-87bf-4f57-9891-68823a4bf9c0', '9bae9e81-872a-4af2-aac3-36d6a23069cb']",58,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:58.061,Pass,
,,,,,,,,,,,,,,,,,1.378394,,,,,,,,,,,,,,6f4bea1f-9f01-440d-b163-f58fd6217ced,74,,,"[10.4, 47.0]",3775589,2,,,,1.1774552,,Keeper Arm,,,,"[16.5, 61.7]",,Ground Pass,,15.915401,,,,Deanna Cooper,20061.0,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,7,Reading WFC,974,['7a205e01-6a3b-431c-9c1f-3beb9fe167f2'],10,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:10.252,Pass,
,,,,,,,,,,,,,,,,,1.027276,,,,,,,,,,,,,,cce0d097-0ffc-4522-80b0-604385a6ec02,77,,,"[19.3, 64.5]",3775589,2,,,,-1.1452534,,Right Foot,,,,"[25.6, 50.6]",,Ground Pass,,15.261062,,,,Angharad James,15577.0,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,7,Reading WFC,974,['6b4417cd-4b2b-460a-8312-fb3e9ce0744f'],12,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:12.724,Pass,
,,,,,,,,,,,,,,,,,1.807081,,,,,,,,,,,,,,d0f277c3-9b1d-4670-bb97-41bfa09d5f03,84,,,"[25.6, 55.5]",3775589,2,,,,0.7830001,,Right Foot,,,,"[46.5, 76.3]",,High Pass,,29.486437,,,,Kristine Leine,31628.0,,,,,,1,Regular Play,Angharad James,15577.0,Left Center Midfield,7,Reading WFC,974,['22cf2b0d-06df-4c85-a91c-0521d5027ae6'],15,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:15.951,Pass,
,,,,,,,,,,,,,,,,,1.028515,,,,,,,,,,,,,,b59dc220-bc32-4dc3-9823-3b14e17dc175,87,,,"[48.2, 77.0]",3775589,2,,,,-1.0835929,,Right Foot,,,,"[56.2, 61.9]",,Ground Pass,,17.0883,,,,Rachel Rowe,19780.0,,,,,,1,Regular Play,Kristine Leine,31628.0,Right Back,7,Reading WFC,974,['aca1b45f-03d8-41de-b90f-e64496622b60'],18,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:18.801,Pass,
,,,,,,,,,,,,,,,,,0.197097,,,,,,,,,,,,,,ec50c689-a3d6-4904-93f8-eab00ecbea89,91,,,"[61.4, 58.6]",3775589,2,,,,-1.2924967,,Right Foot,,,,"[62.2, 55.8]",,Ground Pass,,2.912044,,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,,1,Regular Play,Rachel Rowe,19780.0,Left Midfield,7,Reading WFC,974,"['7e34a21e-2751-4d63-97f1-8fef8d39520c', '91307822-8975-4f87-9e55-f8bafe920373', 'eeddcb6f-f82a-4f03-b3e9-dbe151416ab6']",20,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:20.931,Pass,True
,,,,,,,,,,,,,,,,,0.980655,,,,,,,,,,,,,,08b52772-6b65-4ea7-a782-10f5316a0930,97,,,"[48.3, 26.2]",3775589,2,,,,-2.7409682,,Right Foot,,,,"[39.8, 22.6]",,Ground Pass,,9.2309265,,,,Katie McCabe,15620.0,,,,,,1,Regular Play,Kim Little,15616.0,Left Attacking Midfield,8,Arsenal WFC,968,"['6425fc08-bedb-479d-ac9c-bdebbd885362', 'a8a66c2b-5b64-4f41-9525-00d099fdd961']",25,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:25.592,Pass,True
,,,,,,,,,,,,,,,,,3.16,,,,,,,,,,,,,,9c578888-348c-4488-9779-c64e7e85d93d,101,,,"[35.4, 23.7]",3775589,2,,,,2.6574202,,Right Foot,,,,"[8.4, 37.9]",,Ground Pass,,30.506393,,,,Manuela Zinsberger,10237.0,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Center Back,8,Arsenal WFC,968,"['24ed2c05-841b-45cc-9f28-7f0e715be893', 'b002acd8-b36f-4364-a08e-3eab0036d7f1']",27,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:27.933,Pass,True
,,,,,,,,,,,,,,,,,3.358446,,,,,,,,,,,,,,32299cb7-a7fc-4392-98f7-c49fd3ca14b5,103,,,"[8.4, 37.9]",3775589,2,,,,1.2911664,,Right Foot,,,,"[19.8, 77.6]",,Ground Pass,,41.30436,,,,Anna Patten,78072.0,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,8,Arsenal WFC,968,['99ab0c88-b7ee-417f-a8b6-c5c70e69e75b'],31,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:31.093,Pass,
,,,,,,,,,,,,,,,,,4.557364,,,,,,,,,,,,,,c5dde93c-d013-42f4-9eac-e3145313ec51,106,,,"[20.9, 78.4]",3775589,2,,,,-0.091982886,,Right Foot,,,,"[68.6, 74.0]",,Low Pass,,47.902504,,Incomplete,,Lisa Evans,10179.0,,,,,,1,Regular Play,Anna Patten,78072.0,Right Center Back,8,Arsenal WFC,968,"['495fa1d1-92bf-4bb0-874c-eaf34d44a957', '61d84be1-0fa5-44dd-a19a-ea619ef8ad15']",36,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:36.447,Pass,
,,,,,,,,,,,,,,,,,1.246808,,,,,,,,,,,,,,5b6cefe4-2d52-41f2-b102-6409017c52f0,110,,,"[47.6, 6.9]",3775589,2,,,,0.62319934,,Right Foot,,,,"[57.2, 13.8]",,Ground Pass,,11.822436,,,,Angharad James,15577.0,,,,,,1,Regular Play,Molly Bartrip,21021.0,Left Center Back,9,Reading WFC,974,['9fd18bca-c39a-435f-8a61-30fa376d2140'],43,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:43.449,Pass,
,,,,,,,,,,,,,,,,,2.788492,,,,,,,,,,,,,,37afb8d3-5c87-4228-a53f-7ec4cdf2c0ba,113,,,"[50.0, 15.5]",3775589,2,,,,2.4433098,,Right Foot,,,,"[25.1, 36.4]",,Ground Pass,,32.508766,,,,Grace Moloney,15719.0,,,,,,1,Regular Play,Angharad James,15577.0,Left Center Midfield,9,Reading WFC,974,['aee62404-d5b3-4c12-8be9-6913ca006f14'],46,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:46.426,Pass,
,,,,,,,,,,,,,,,,,1.828046,,,,,,,,,,,,,,1740f2ce-759d-495a-917a-1e9e63e706ef,116,,,"[25.7, 42.7]",3775589,2,,,,0.620522,,Right Foot,,,,"[60.4, 67.5]",,High Pass,,42.65126,,Incomplete,,Kristine Leine,31628.0,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,9,Reading WFC,974,"['406c50f7-e82e-47c0-a17e-cdd3fd008b02', 'b08403ea-5d3d-41f7-a9a2-1ff9f23b5527']",55,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:55.224,Pass,
,,,,,,,,,,,,,,,,,0.916402,,,,,,,,,,,,,,7937a284-a992-4328-9151-57855271d824,120,,,"[51.1, 80.0]",3775589,3,,,,-1.0707276,,,,,,"[56.4, 70.3]",,Low Pass,,11.053506,,,,Deanna Cooper,20061.0,,,,,Throw-in,1,From Throw In,Kristine Leine,31628.0,Right Back,10,Reading WFC,974,['bea551a5-fcf7-4f48-8e21-b100227a2b44'],9,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:09.416,Pass,
,,,,,,,,,,,,,,,,,1.340937,,,,,,,,,,,,,,e3dd3bbf-b449-4a8b-9f12-fbcaa1f97c2a,122,,,"[56.4, 70.3]",3775589,3,,,,1.6464095,,Left Foot,,,,"[55.9, 76.9]",,Low Pass,,6.618912,,,,Kristine Leine,31628.0,,,,,,1,From Throw In,Deanna Cooper,20061.0,Right Center Back,10,Reading WFC,974,['01aa41ce-d88c-4309-b950-e13e97c8a4fc'],10,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:10.333,Pass,
,,,,,,,,,,,,,,,,,0.168839,,,,,,,,,,,,,,d67ad4dd-3d13-47eb-9e03-5da83e31f00f,125,,,"[55.6, 76.7]",3775589,3,,,,0.0,,Right Foot,,,,"[58.1, 76.7]",,Low Pass,,2.5,,Incomplete,,,,,,,,,1,From Throw In,Kristine Leine,31628.0,Right Back,10,Reading WFC,974,"['68b9b41b-62d5-4e8b-a174-d8f697e76f10', 'af0eafbb-f753-4eef-8945-70c6a5ee26ad']",11,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:11.674,Pass,True
,,,,,,,,,,,,,,,,,1.059736,,,,,,,,,,,,,,886ae17d-1181-4cee-9118-a52c3a5c6bc2,127,,,"[60.4, 80.0]",3775589,3,,,,-0.7565045,,,,,,"[69.3, 71.6]",,Low Pass,,12.238055,,Incomplete,,Rachel Rowe,19780.0,,,,,Throw-in,1,From Throw In,Kristine Leine,31628.0,Right Back,11,Reading WFC,974,"['88d54906-6e57-4a98-bc1e-57fcaef79b8e', 'ad0d707d-80b8-49c2-83d1-22a4e7a1a7ab']",16,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:16.824,Pass,
