50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,4.369572,,,,,,,,,,,,,826bb1e6-98bd-4a31-8cd3-e3715860e19b,17,,"[120.0, 0.1]",3775548,0,,,,,1.5707964,,Right Foot,,,,"[120.0, 52.4]",,High Pass,True,52.3,Out,Melanie Leupolz,15648.0,,,True,Inswinging,,Corner,1,From Corner,Maren Nævdal Mjelde,10395.0,Right Back,3,Chelsea FCW,971,['33958e24-2200-410c-82d7-6a3c8a650f24'],38,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:38.770,Pass,
,,,,,,,,,,,,,,,,,,,2.132354,,,,,,,,,,,,,7ca88dfb-ee53-4b00-8601-b3a4aa5f9aed,19,,"[7.0, 36.1]",3775548,1,,,,,-0.5938117,,Right Foot,,,,"[34.7, 17.4]",,High Pass,,33.42125,Incomplete,Bethany Mead,15619.0,,,,,,Goal Kick,1,From Goal Kick,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,4,Arsenal WFC,968,"['3f88dc35-25ee-4d63-89cb-65755b536148', 'af92c08e-78e6-4d73-989e-25c175e20299']",9,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:09.173,Pass,
,,,,,,,,,,,,,,,,,,,0.770659,,,,,,,,,,,,,af92c08e-78e6-4d73-989e-25c175e20299,21,,"[85.4, 62.7]",3775548,1,,,,,0.13352905,,Right Foot,,,,"[98.8, 64.5]",,Ground Pass,,13.520355,,Francesca Kirby,4641.0,,,,,,Recovery,1,Regular Play,Melanie Leupolz,15648.0,Right Defensive Midfield,5,Chelsea FCW,971,"['0b37d9b8-5313-461d-9842-46552e99b212', '7ca88dfb-ee53-4b00-8601-b3a4aa5f9aed']",11,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:11.306,Pass,
,,,,,,,,,,,,,,,,,,,3.910772,,,,,,,,,,,,,beed329f-2184-4f57-b078-e79f558b2d33,24,,"[99.7, 64.6]",3775548,1,,,,,-1.2324361,,Right Foot,True,,,"[115.5, 19.7]",,High Pass,,47.598843,Incomplete,So-Yun Ji,4647.0,,,True,,,,1,Regular Play,Francesca Kirby,4641.0,Right Wing,5,Chelsea FCW,971,"['3ca66c44-2606-4bae-ac18-2898f752b667', 'e0a68356-df8d-48b7-8b70-d64f97947f7e']",12,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:12.965,Pass,
,,,,,,,,,,,,,,,,,,,0.433218,,,,,,,,,,,,,afa7f11d-7cfb-49a7-a29d-a70301ee6b30,27,,"[110.1, 0.1]",3775548,1,,True,,,2.891614,,,,,,"[91.3, 4.9]",,Low Pass,,19.403093,,So-Yun Ji,4647.0,,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,6,Chelsea FCW,971,['53783fc2-49bd-439e-93fa-b45b2affd265'],26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:26.977,Pass,
,,,,,,,,,,,,,,,,,,,1.217348,,,,,,,,,,,,,9da8d089-f49a-4e71-b2c1-d6f5dca6ce90,30,,"[25.7, 80.0]",3775548,1,,,,,-0.30656734,,,,,,"[39.6, 75.6]",,High Pass,,14.579781,Incomplete,Lisa Evans,10179.0,,,,,,Throw-in,1,From Throw In,Noelle Maritz,10404.0,Right Back,7,Arsenal WFC,968,"['923c2a56-6bbb-46a1-a794-8b7de151cbce', 'afd16bdc-28ad-4f85-ba1a-e5c35916be86']",43,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:43.626,Pass,
,,,,,,,,,,,,,,,,,,,0.733877,,,,,,,,,,,,,923c2a56-6bbb-46a1-a794-8b7de151cbce,32,,"[80.5, 4.5]",3775548,1,,,,,0.23171684,,Head,,,,"[89.4, 6.6]",,High Pass,,9.144397,Incomplete,Pernille Mosegaard Harder,10108.0,,,,,,Recovery,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,7,Arsenal WFC,968,"['52075d1f-e97b-4b3f-88f3-a20c08a0377d', '9da8d089-f49a-4e71-b2c1-d6f5dca6ce90', '9db9638a-b46c-4b82-b2c4-bda1aacdeafc']",44,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:44.843,Pass,
,,,,,,,,,,,,,,,,,,,1.079133,,,,,,,,,,,,,9db9638a-b46c-4b82-b2c4-bda1aacdeafc,34,,"[30.7, 73.5]",3775548,1,,,,,-0.19270076,,Head,,,,"[38.9, 71.9]",,High Pass,,8.354639,Incomplete,,,,,,,,Recovery,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,7,Arsenal WFC,968,"['31aca2ab-9c18-4da1-8ac6-287c5e63514d', '923c2a56-6bbb-46a1-a794-8b7de151cbce']",45,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:45.577,Pass,
,,,,,,,,,,,,,,,,,,,1.512958,,,,,,,,,,,,,31aca2ab-9c18-4da1-8ac6-287c5e63514d,35,,"[81.2, 8.2]",3775548,1,,,,,0.08639855,,Head,,,,"[93.9, 9.3]",,High Pass,,12.747549,,So-Yun Ji,4647.0,,,,,,Recovery,1,From Throw In,Sophie Louise Ingle,15549.0,Left Defensive Midfield,7,Arsenal WFC,968,"['9db9638a-b46c-4b82-b2c4-bda1aacdeafc', 'b7ce9c38-7419-43bd-9b39-05f7eb640c67']",46,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:46.656,Pass,
,,,,,,,,,,,,,,,,,,,1.999645,,,,,,,,,,,,,d6b5b1b0-2dfd-4553-bf2e-0ac223b11b49,37,,"[93.2, 9.3]",3775548,1,,,,,0.76229995,,Head,,,,"[108.7, 24.1]",,High Pass,,21.431053,Incomplete,Samantha May Kerr,4961.0,,,,,,,1,From Throw In,So-Yun Ji,4647.0,Left Wing,7,Arsenal WFC,968,"['09c5cfa0-3b82-471f-a0ca-f48713fb7e1e', 'c1cec24d-a031-4bb9-8908-089bda2ccd27']",48,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:48.253,Pass,
,,,,,,,,,,,,,,,,,,,0.973767,,,,,,,,,,,,,09c5cfa0-3b82-471f-a0ca-f48713fb7e1e,39,,"[11.4, 56.0]",3775548,1,,,,,1.2583913,,Right Foot,,,,"[16.6, 72.1]",,Ground Pass,,16.918924,,Noelle Maritz,10404.0,,,,,,Recovery,1,From Throw In,Carlotte Wubben-Moy,49697.0,Left Center Back,7,Arsenal WFC,968,"['ad1dd1c7-6d98-40d5-8f78-245fea8650c3', 'd6b5b1b0-2dfd-4553-bf2e-0ac223b11b49']",50,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:50.253,Pass,
,,,,,,,,,,,,,,,,,,,0.796316,,,,,,,,,,,,,28d5563f-5e57-4e0a-b023-085adda439c7,42,,"[16.6, 71.5]",3775548,1,,,,,0.5028432,,Left Foot,,,,"[24.6, 75.9]",,Ground Pass,,9.13017,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Noelle Maritz,10404.0,Right Back,7,Arsenal WFC,968,['982f24b4-31ea-46f8-83cc-7ea01e152534'],52,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:52.542,Pass,
,,,,,,,,,,,,,,,,,,,1.150036,,,,,,,,,,,,,beadda4a-14ef-458f-b0af-308fee9c34ce,46,,"[25.7, 76.4]",3775548,1,,,,,-0.3287927,,Right Foot,,,,"[34.2, 73.5]",,Ground Pass,,8.9810915,,Jill Roord,10650.0,,,,,,,1,From Throw In,Lisa Evans,10179.0,Right Wing,7,Arsenal WFC,968,['8224ec63-cb4c-4f9d-a92a-cf86bd46798b'],54,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:54.037,Pass,
,,,,,,,,,,,,,,,,,,,0.934699,,,,,,,,,,,,,b237bd19-6ae0-4b6b-9a0f-d44f5299e737,53,,"[83.5, 4.2]",3775548,1,,,,,0.7704739,,Left Foot,,,,"[86.9, 7.5]",,Ground Pass,,4.738143,,Pernille Mosegaard Harder,10108.0,,,,,,Recovery,1,Regular Play,Sophie Louise Ingle,15549.0,Left Defensive Midfield,8,Chelsea FCW,971,['4ac2c0e6-3025-4334-b730-db0ecdc27d60'],57,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:57.508,Pass,
,,,,,,,,,,,,,,,,,,,1.268908,,,,,,,,,,,,,2c51c3aa-c27b-4be1-b898-65010d5ed363,57,,"[85.2, 9.3]",3775548,1,,,,,2.2367656,,Right Foot,,,,"[70.9, 27.5]",,Ground Pass,,23.145842,,Melanie Leupolz,15648.0,,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,8,Chelsea FCW,971,"['62711a50-1430-45d9-bd33-6a051e583489', 'b0bd3ba0-12bc-4d62-a956-53772a1eefdc']",59,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:59.354,Pass,True
,,,,,,,,,,,,,,,,,,,2.133748,,,,,,,,,,,,,5634be96-ccd5-454d-ab0c-490f2d0dca94,59,,"[71.1, 27.4]",3775548,2,,,,,-2.300696,,Right Foot,,,,"[55.8, 10.3]",,Ground Pass,,22.945587,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Melanie Leupolz,15648.0,Right Defensive Midfield,8,Chelsea FCW,971,['c5f6888e-8a94-47fd-a6fa-7bcce2cc9153'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:00.622,Pass,
,,,,,,,,,,,,,,,,,,,1.759675,,,,,,,,,,,,,6af622b4-a6b5-45e4-9322-80ea2e6c25c0,62,,"[55.8, 10.5]",3775548,2,,,,,1.8509953,,Left Foot,,,,"[47.8, 38.3]",,Ground Pass,,28.928186,,Millie Bright,4642.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,8,Chelsea FCW,971,['fd02c0cf-afe0-4dac-92d9-0476151e0fc9'],2,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:02.809,Pass,
,,,,,,,,,,,,,,,,,,,1.724348,,,,,,,,,,,,,a227ce64-d1c1-4cee-8fd4-1019335af847,65,,"[47.8, 38.3]",3775548,2,,,,,1.3388039,,Right Foot,,,,"[55.1, 69.2]",,Ground Pass,,31.750591,,Maren Nævdal Mjelde,10395.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,8,Chelsea FCW,971,['2802c1ef-e3a3-4a4f-962d-ce6ebf60db0d'],5,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:05.723,Pass,
,,,,,,,,,,,,,,,,,,,1.530764,,,,,,,,,,,,,8a3ee8d4-f4b4-4150-b845-086297d97b02,68,,"[55.1, 69.2]",3775548,2,,,,,-2.10632,,Right Foot,,,,"[40.8, 45.1]",,Ground Pass,,28.023205,,Millie Bright,4642.0,,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,8,Chelsea FCW,971,['22f5faa6-c3aa-4092-94fb-e41c7af6a412'],8,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:08.643,Pass,
,,,,,,,,,,,,,,,,,,,1.523335,,,,,,,,,,,,,c4173793-a164-4fc2-8f17-b00edd7b1bd3,71,,"[41.3, 44.8]",3775548,2,,,,,-1.2510742,,Right Foot,,,,"[51.1, 15.2]",,Ground Pass,,31.180122,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,8,Chelsea FCW,971,['92e12cbe-c2a8-42cc-bdad-2d73a575b210'],11,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:11.600,Pass,
,,,,,,,,,,,,,,,,,,,1.801116,,,,,,,,,,,,,70885716-4666-4879-ab03-8baafe6c4743,74,,"[50.4, 15.5]",3775548,2,,,,,-0.8365164,,Right Foot,,,,"[60.6, 4.2]",,Ground Pass,,15.22268,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,8,Chelsea FCW,971,['15fe02d7-e323-4bf2-9046-f6431504ea9d'],14,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:14.460,Pass,
,,,,,,,,,,,,,,,,,,,0.755293,,,,,,,,,,,,,eb4628ca-c87b-41ea-a4f8-65cdf9c12f3a,77,,"[60.8, 4.2]",3775548,2,,,,,1.093131,,Left Foot,,,,"[65.2, 12.7]",,Ground Pass,,9.571311,,So-Yun Ji,4647.0,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,8,Chelsea FCW,971,['12f3ebc8-3559-418c-9122-914741c635ba'],17,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:17.411,Pass,
,,,,,,,,,,,,,,,,,,,2.333083,,,,,,,,,,,,,9dfc46ec-aaab-4209-90cb-3239a7ba4ba4,80,,"[57.9, 16.2]",3775548,2,,,,,1.9804114,,Right Foot,,,,"[42.4, 51.9]",,Low Pass,,38.919662,,Millie Bright,4642.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Wing,8,Chelsea FCW,971,['04823311-3428-409e-b180-3dd871a9c1fd'],19,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:19.467,Pass,
,,,,,,,,,,,,,,,,,,,5.580408,,,,,,,,,,,,,600817c8-21c1-44db-a012-38b0315f0f18,83,,"[52.8, 61.9]",3775548,2,,,,,0.12512898,,Right Foot,,,,"[116.4, 69.9]",,High Pass,,64.10117,,Samantha May Kerr,4961.0,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,8,Chelsea FCW,971,['698b2709-71db-412b-b3fa-a212e2b8a17e'],26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:26.335,Pass,
,,,,,,,,,,,,,,,,,,,1.313819,,,,,,,,,,,,,1a21c6db-4d25-4356-94d8-362bbd1599dc,86,,"[116.4, 69.9]",3775548,2,,,,,2.7672591,,Right Foot,,,,"[108.0, 73.2]",,Ground Pass,,9.024965,,Maren Nævdal Mjelde,10395.0,,,,,,,1,Regular Play,Samantha May Kerr,4961.0,Center Forward,8,Chelsea FCW,971,['b4131a2c-097e-495b-bb1d-7d3459ddf9b1'],31,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:31.973,Pass,
,,,,,,,,,,,,,,,,,,,2.14809,,,,,,,,,,,,,816825dc-05a7-49cd-9691-913c39c5a8a1,89,,"[108.0, 73.2]",3775548,2,,,,,-1.5100247,d8d47d39-9238-4d38-b278-d865fd8923c1,Right Foot,True,,,"[110.3, 35.4]",,High Pass,,37.869907,,Pernille Mosegaard Harder,10108.0,True,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,8,Chelsea FCW,971,['a2aabc5b-4c45-42ef-bf61-67c8bce2b886'],33,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:33.335,Pass,
,,,,,,,,,,,,,,,,,,,0.964134,,,,,,,,,,,,,64813392-ca51-44c4-86e3-afaf9dd30e8a,94,,"[7.0, 44.1]",3775548,3,,,,,1.2047398,,Left Foot,,,,"[9.3, 50.1]",,Ground Pass,,6.4257298,,Leah Williamson,18999.0,,,,,,Goal Kick,1,From Goal Kick,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,9,Arsenal WFC,968,['09b9610a-6f08-4493-a7d5-27c4a1e637de'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:00.413,Pass,
,,,,,,,,,,,,,,,,,,,1.495061,,,,,,,,,,,,,9e06d6d7-458b-44e3-9866-b4e51738fba3,96,,"[9.3, 48.6]",3775548,3,,,,,-2.0636327,,Right Foot,,,,"[3.5, 37.8]",,Ground Pass,,12.258874,,Lydia Grace Yilkari Williams,5066.0,,,,,,,1,From Goal Kick,Leah Williamson,18999.0,Right Center Back,9,Arsenal WFC,968,['fa8dc95f-2dc1-4bc3-9ed5-4726ab34f1c6'],1,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:01.377,Pass,
,,,,,,,,,,,,,,,,,,,2.429909,,,,,,,,,,,,,6b477527-5dd9-4e56-95be-f89b7cd7e53a,98,,"[3.7, 37.9]",3775548,3,,,,,0.6699267,,Right Foot,,,,"[39.3, 66.1]",,High Pass,,45.415855,Incomplete,Lisa Evans,10179.0,,,,,,,1,From Goal Kick,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,9,Arsenal WFC,968,"['4df405b0-8758-44ae-9bbd-5d6a14a5064a', 'a10f4fbb-38c4-4c87-911f-fd92ca3cf620']",2,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:02.872,Pass,
,,,,,,,,,,,,,,,,,,,1.917791,,,,,,,,,,,,,a10f4fbb-38c4-4c87-911f-fd92ca3cf620,100,,"[80.8, 14.0]",3775548,3,,,,,0.32818824,,Left Foot,,,,"[108.7, 23.5]",,Ground Pass,,29.473038,Incomplete,Pernille Mosegaard Harder,10108.0,,,,,,Recovery,1,From Goal Kick,Jonna Ann-Charlotte Andersson,10222.0,Left Back,9,Arsenal WFC,968,"['6b477527-5dd9-4e56-95be-f89b7cd7e53a', '8f774779-a09e-45b0-b4d5-3443ad17bf83', '97f930da-35fc-4484-b21f-b2989f7430e3']",5,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:05.302,Pass,
