50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[53.7, 63.9]",,,,,,,,,,,,,,2.119064,,,,,,,,,,,,,71aca128-d390-44e9-b16a-86e022cba361,1510,,"[51.4, 64.4]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Noelle Maritz,10404.0,Right Back,70,Arsenal WFC,968,"['1328a9ba-864a-44e4-af95-cc7b6ef536d3', '7f03058c-83c0-44e3-9492-81cb904b06c0']",17,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:36:17.588,Carry,
,,,,,"[65.2, 72.4]",,,,,,,,,,,,,,0.462568,,,,,,,,,,,,,0b7c817e-4f2a-49e7-b514-0d273fcf96d4,1513,,"[65.2, 72.4]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Wing,70,Arsenal WFC,968,"['76914128-ca66-4c8c-8054-046d6eff8320', 'ddb9b745-932d-4fcf-94a2-796005d0b079']",20,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:36:20.925,Carry,
,,,,,"[45.7, 75.9]",,,,,,,,,,,,,,1.100092,,,,,,,,,,,,,a236a44f-9839-417e-9985-bcc6d373c86f,1516,,"[48.7, 76.1]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Noelle Maritz,10404.0,Right Back,70,Arsenal WFC,968,"['8591a88c-2ebc-49e8-9880-d52a3ba04fca', 'a35ecea0-c60b-4f5e-b030-34482935c0da']",23,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:36:23.218,Carry,
,,,,,"[40.5, 39.3]",,,,,,,,,,,,,,3.796863,,,,,,,,,,,,,440184ee-7701-4122-a4b1-02473d321b61,1519,,"[30.9, 53.8]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,70,Arsenal WFC,968,"['a6189e77-e9f4-4f36-aa9a-c5d23c90fc21', 'd628c10f-e02f-48ea-bed2-2b9a724412db']",26,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:36:26.211,Carry,
,,,,,"[60.7, 45.2]",,,,,,,,,,,,,,1.651186,,,,,,,,,,,,,5369a0ee-12ec-463b-ab79-6cb2da1058bd,1522,,"[61.7, 44.7]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jill Roord,10650.0,Left Center Midfield,70,Arsenal WFC,968,"['0a20ff27-f5f7-4a17-976b-4f05a9d1d3b1', '39ce055d-ba55-4b84-964b-28c0c585bd74', 'adaaa67d-d61d-46e8-8550-0ca0cf4c4753']",31,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:36:31.097,Carry,True
,,,,,"[78.8, 41.3]",,,,,,,,,,,,,,2.040289,,,,,,,,,,,,,85de2c43-934e-4dd8-932a-9989bfa36bc6,1528,,"[63.6, 40.3]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Melanie Leupolz,15648.0,Right Defensive Midfield,71,Chelsea FCW,971,"['55a7819a-1a5b-45d5-9400-d15747b4625c', 'fc5e8af3-3a93-422c-8bda-baac20d03d81']",33,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:36:33.744,Carry,
,,,,,"[115.9, 30.0]",,,,,,,,,,,,,,3.024884,,,,,,,,,,,,,f7758129-53ed-407e-828f-e9a7541bd6ea,1531,,"[99.7, 18.0]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Wing,71,Chelsea FCW,971,"['d02e79c8-0628-4014-8144-58e28d3fed36', 'ff037342-3a2c-4300-9ae6-cea065a5b53b']",37,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:36:37.364,Carry,
,,,,,"[5.6, 45.8]",,,,,,,,,,,,,,0.59804,,,,,,,,,,,,,eac6deb4-4dfa-4e4f-9287-50f14323c76c,1536,,"[5.3, 44.2]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Center Midfield,71,Chelsea FCW,971,"['501701c3-2fb0-4548-9b18-5e221233e144', 'aa08db44-67d8-40df-9d5d-6a80ca1d7508']",41,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:36:41.255,Carry,
,,,,,"[10.0, 56.6]",,,,,,,,,,,,,,2.76718,,,,,,,,,,,,,e43a00d9-9705-489d-952a-1179b417c924,1539,,"[4.1, 49.6]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,71,Chelsea FCW,971,"['3ad13559-515d-43ab-a1ff-2b3cdc0a93d1', '59aa56ac-0857-479c-8f17-3364b141db5a']",42,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:36:42.325,Carry,
,,,,,"[82.9, 9.9]",,,,,,,,,,,,,,0.079999,,,,,,,,,,,,,8ad82630-4b7a-4065-a762-41198cf69eae,1544,,"[82.9, 10.3]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,71,Chelsea FCW,971,"['3d6c79bf-c0b1-4aa5-a59b-7c82b75e798e', '54ba9ae5-903e-4b2a-aa63-27c2f660f2e0']",47,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:36:47.499,Carry,
,,,,,"[90.4, 21.8]",,,,,,,,,,,,,,0.806334,,,,,,,,,,,,,218faae4-fe90-4cf0-8d8c-f917746cc09d,1548,,"[91.3, 23.0]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,71,Chelsea FCW,971,"['3c4df227-7fb8-440f-b842-1ee38cfc074f', '701665ad-dd07-46ae-81f3-613b47b9c61e', 'c9dd56aa-a120-4ba4-8bc3-5d8f416e0695']",50,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:36:50.063,Carry,True
,,,,,"[98.8, 25.5]",,,,,,,,,,,,,,1.966984,,,,,,,,,,,,,2a229bfe-7fc8-4e17-8077-26bd49adf890,1552,,"[99.3, 26.0]",3775548,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Wing,71,Chelsea FCW,971,"['1d7a3703-4fe8-43ae-b654-eeb025d313a2', 'aea94f71-e899-46e5-a803-bb5dc976538e']",52,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:36:52.040,Carry,
,,,,,"[33.9, 14.2]",,,,,,,,,,,,,,2.71991,,,,,,,,,,,,,9cbd7109-2f93-4efb-a8d0-2c37be544aae,1569,,"[26.9, 17.0]",3775548,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,74,Arsenal WFC,968,"['af755413-59ce-4077-9d4e-1ea03c521703', 'b689804f-9554-4872-8679-518b8e633736']",33,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:33.112,Carry,
,,,,,"[45.9, 41.2]",,,,,,,,,,,,,,4.297399,,,,,,,,,,,,,84484049-ea6a-4823-b466-e8f9ffd804bd,1572,,"[39.6, 30.4]",3775548,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Center Midfield,74,Arsenal WFC,968,"['96842bd7-2551-461a-a7f3-e1b974331729', 'c0d97136-d7dd-4578-b4fc-2e61390ad635']",36,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:36.694,Carry,
,,,,,"[34.4, 63.9]",,,,,,,,,,,,,,0.977757,,,,,,,,,,,,,fd032651-7f86-439d-999b-6011267780d0,1575,,"[33.9, 63.9]",3775548,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,74,Arsenal WFC,968,"['98fbc293-0240-4fb7-9a53-3ad1a863b3f7', 'fefdd49c-716c-4b42-aeb7-7873a11e27cd']",43,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:43.058,Carry,
,,,,,"[62.2, 77.5]",,,,,,,,,,,,,,0.975964,,,,,,,,,,,,,f78e7c24-1506-499c-ab6e-bb7fb452b89f,1579,,"[58.9, 76.6]",3775548,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Noelle Maritz,10404.0,Right Back,74,Arsenal WFC,968,"['5a99e1f1-4d9b-44b0-a70b-6652ec0746e4', 'c26e6f22-96b6-4079-af2d-6d32c48197f0', 'fe7a9273-3be3-4766-8362-3cf61bc9c9c3']",45,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:45.998,Carry,True
,,,,,"[78.3, 72.9]",,,,,,,,,,,,,,0.732158,,,,,,,,,,,,,cbea4e4d-b771-410a-9b0b-12bfcca8dcb0,1583,,"[77.6, 71.5]",3775548,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,74,Arsenal WFC,968,"['4c5c98e7-c8b7-4180-9376-c50fc9bf766d', '8014c492-1c99-464c-a5e3-ca326132ec37', 'f136ed57-9894-48cf-96ab-95ec3ca26ef7']",47,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:47.945,Carry,True
,,,,,"[76.4, 78.2]",,,,,,,,,,,,,,0.585877,,,,,,,,,,,,,0d535c22-866e-40e5-b4f4-7da8e4768cad,1587,,"[76.4, 77.1]",3775548,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Wing,74,Arsenal WFC,968,"['1f620b8a-2571-4100-adcd-7d4f2795650a', '87ffa0d6-cb56-43bc-ad09-75f2bfa89a1c', 'cb1aa0e6-4edb-4027-8a83-8bb1ae7914ec']",49,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:49.336,Carry,True
,,,,,"[119.7, 60.4]",,,,,,,,,,,,,,3.380447,,,,,,,,,,,,,88b47d62-c6ba-441d-bcec-f4960d276885,1590,,"[104.9, 77.1]",3775548,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,74,Arsenal WFC,968,"['04caac5e-cd3e-4468-9130-2f46d26c37ed', '4a7c2aa6-f17e-4aa2-b036-e660b65457b6', 'c6fedd04-82b2-4051-bbf1-09ba4fb33388']",52,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:37:52.112,Carry,True
,,,,,"[7.2, 33.3]",,,,,,,,,,,,,,7.102288,,,,,,,,,,,,,72f22de0-c179-4bf1-8bab-34d1dc3e6830,1596,,"[3.7, 35.4]",3775548,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,74,Arsenal WFC,968,"['0b1ae261-74b2-414e-b2a9-271c474aca78', '566f96b5-d612-4a5e-a0f2-089546837021']",56,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:37:56.554,Carry,
,,,,,"[62.1, 74.9]",,,,,,,,,,,,,,2.020846,,,,,,,,,,,,,5d02405e-3c2f-48a0-a549-21c1d18c41d8,1603,,"[58.2, 74.7]",3775548,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,75,Arsenal WFC,968,"['10f65a26-9026-4d69-a036-909f1df1e8db', '117c83c1-b90b-4bad-8668-9ee3c2c96943']",21,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:39:21.695,Carry,
,,,,,"[15.0, 46.2]",,,,,,,,,,,,,,1.238295,,,,,,,,,,,,,df5443a2-2be9-47cb-b61c-1a7f8e9149a7,1606,,"[18.5, 41.1]",3775548,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,76,Chelsea FCW,971,"['5cb49ea9-17f3-4888-aa78-0cb42f87e388', '66488173-a5a2-47de-aba6-1014d5b0e2ef']",28,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:39:28.005,Carry,
,,,,,"[30.0, 72.0]",,,,,,,,,,,,,,0.669382,,,,,,,,,,,,,d7ac07f5-4672-4338-acfd-da2024cea83d,1610,,"[30.0, 72.1]",3775548,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,76,Chelsea FCW,971,"['225dfc89-ec27-4a5a-8f70-d6d55060d847', 'fded6958-2757-48a7-a450-a900ff24ff1f']",30,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:39:30.879,Carry,
,,,,,"[24.8, 51.4]",,,,,,,,,,,,,,1.401946,,,,,,,,,,,,,88440f5b-22d1-4b01-9cdf-984635d8a308,1613,,"[25.3, 52.4]",3775548,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,76,Chelsea FCW,971,"['06ce0ddc-8efb-449d-8267-5b3ea02b0f40', 'ca3b3321-8b38-4b67-a9fa-4e931bf1283c']",32,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:39:32.862,Carry,
,,,,,"[22.0, 17.8]",,,,,,,,,,,,,,0.731591,,,,,,,,,,,,,a180cc06-a8a9-4916-b683-53aa07a02514,1616,,"[21.5, 18.5]",3775548,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,76,Chelsea FCW,971,"['57a46909-7a32-49b6-9a51-41bf09f7334e', '67c7a0a5-cea7-4548-949b-2b9bf49c6e67']",36,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:39:36.464,Carry,
,,,,,"[20.1, 52.8]",,,,,,,,,,,,,,1.33107,,,,,,,,,,,,,df96188a-a36e-4fee-9146-4847363cdb5e,1619,,"[20.4, 53.3]",3775548,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,76,Chelsea FCW,971,"['6bd5a741-4187-46d4-99af-7dbe0851d335', 'f888d3f9-d237-45fc-8bd4-ff76cbde84cf']",39,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:39:39.303,Carry,
,,,,,"[26.5, 19.0]",,,,,,,,,,,,,,0.521505,,,,,,,,,,,,,8f65379e-e02b-435d-8296-12606e5bf9ba,1622,,"[26.5, 19.0]",3775548,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,76,Chelsea FCW,971,"['8d3723ba-240c-4e78-8990-b57e8ffa961d', 'cf8f46fb-5098-47ed-9cde-a8c519432cb3']",42,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:39:42.877,Carry,
,,,,,"[42.5, 3.0]",,,,,,,,,,,,,,1.406371,,,,,,,,,,,,,7655f771-ea3f-4e39-94cf-4a560b5388a9,1625,,"[42.5, 3.0]",3775548,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,76,Chelsea FCW,971,"['274ceeac-9509-495c-a8af-19447679d984', 'ec97dbe9-b427-4bc4-b1fe-0f97b7addbd3']",45,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:39:45.031,Carry,
,,,,,"[34.9, 73.6]",,,,,,,,,,,,,,0.587259,,,,,,,,,,,,,bbb3b1ce-2c99-45ef-836f-e716fbf3764b,1630,,"[33.9, 73.6]",3775548,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,77,Arsenal WFC,968,"['24148097-8c69-4132-9ad4-26aaa8ae19e6', '3a7fd659-2aff-4863-87f1-522b3bbf59ed']",10,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:40:10.115,Carry,
,,,,,"[30.9, 74.3]",,,,,,,,,,,,,,1.122138,,,,,,,,,,,,,9bf6edbe-6b1d-427b-8211-20dcd958f149,1638,,"[29.3, 73.5]",3775548,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,78,Arsenal WFC,968,"['59eb5ca8-b2f7-4cb0-b584-f992f2205fcf', 'b57ef2da-fc90-4b9e-ab56-42bb6383eb46', 'd1ba7771-c273-4f14-875c-3fda26b110c8']",21,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:40:21.221,Carry,True
,,,,,"[23.9, 78.2]",,,,,,,,,,,,,,0.980779,,,,,,,,,,,,,94c5bc7f-a651-405a-a3c3-8486f2cea6fe,1641,,"[24.4, 78.2]",3775548,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Noelle Maritz,10404.0,Right Back,78,Arsenal WFC,968,"['2335c616-2dd5-4bfb-a086-a6b24079c387', '7c8c9310-afef-4be3-a589-1003a4a856dc']",22,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:40:22.817,Carry,
,,,,,"[35.1, 52.4]",,,,,,,,,,,,,,2.033272,,,,,,,,,,,,,ae8ea70a-c7d7-481c-b2de-01b4f18d0d71,1653,,"[34.9, 67.2]",3775548,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,78,Arsenal WFC,968,"['25c12973-7690-4679-845a-6de29227b52b', '4cfbb42a-5f58-4366-91bc-a66e3b5cd42f']",32,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:40:32.410,Carry,
,,,,,"[43.4, 11.6]",,,,,,,,,,,,,,1.728623,,,,,,,,,,,,,0827b68a-3c60-4853-aa72-ccfa996b2d30,1656,,"[32.6, 15.6]",3775548,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carlotte Wubben-Moy,49697.0,Left Center Back,78,Arsenal WFC,968,"['3d8b03ae-0caa-4559-bf21-5829b5579e53', 'a66d7819-0f1c-4198-b0c4-0b27d9743b49']",36,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:40:36.753,Carry,
,,,,,"[72.3, 4.5]",,,,,,,,,,,,,,1.354332,,,,,,,,,,,,,7cf9eee3-c88d-43dc-9fa0-0fb2325b0e2f,1659,,"[71.3, 4.5]",3775548,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Katie McCabe,15620.0,Left Back,78,Arsenal WFC,968,"['5e8908ec-dbbb-4c96-8f41-1949f8053134', 'dedcc027-5cc5-4363-8efa-26a72e741b4c']",40,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:40:40.911,Carry,
,,,,,"[94.6, 8.1]",,,,,,,,,,,,,,0.990824,,,,,,,,,,,,,cb28b408-448e-4259-bd52-f8cba0c8906c,1671,,"[85.2, 6.9]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,79,Arsenal WFC,968,"['62c6396e-2e0f-4451-9b8b-e22769b40391', '914c8963-6988-42cd-87d8-d6e50391a962', 'b4056a27-be28-4cf9-9d11-5ce8c5fe24c2']",13,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:13.880,Carry,True
,,,,,"[97.6, 9.7]",,,,,,,,,,,,,,1.284345,,,,,,,,,,,,,9bae0fe7-ee77-4817-8ef5-7d70232c9105,1675,,"[94.6, 8.1]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,79,Arsenal WFC,968,"['4dda362b-054d-4496-9949-fb5007e600cc', '868d77a1-81dd-4a63-8e37-0b3e2bbc8db2', '914c8963-6988-42cd-87d8-d6e50391a962']",14,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:14.870,Carry,True
,,,,,"[100.6, 5.2]",,,,,,,,,,,,,,3.032207,,,,,,,,,,,,,9ffcac9a-c378-4d90-849d-f5f4cd8efc96,1677,,"[97.6, 9.7]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,79,Arsenal WFC,968,"['4dda362b-054d-4496-9949-fb5007e600cc', '9147fe00-6fdb-4665-a845-b5d193e55334', 'd06f0c1f-59c1-490f-8353-8380a140ac8c']",16,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:16.155,Carry,True
,,,,,"[95.9, 18.4]",,,,,,,,,,,,,,3.530615,,,,,,,,,,,,,82f82777-e865-4419-8e40-a8225d3b666d,1684,,"[99.9, 11.6]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,79,Arsenal WFC,968,"['1e7a27d3-6c85-4c7f-8d3b-4b7e3f52f6b8', '22b75e71-97cd-4985-9cf2-99ff8529c751']",20,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:20.314,Carry,
,,,,,"[75.3, 34.4]",,,,,,,,,,,,,,1.116568,,,,,,,,,,,,,7cc08b45-c355-4e1d-a8d2-958a066b4d07,1689,,"[78.3, 33.7]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Right Center Midfield,79,Arsenal WFC,968,"['10c4a286-e9cb-4157-85f6-6e7645180a26', '4a07a10c-1100-4f39-900e-d78c5ff06120']",26,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:26.141,Carry,
,,,,,"[43.3, 40.0]",,,,,,,,,,,,,,3.946972,,,,,,,,,,,,,8bac001b-a54f-4f1d-9821-262d0d641201,1693,,"[56.0, 47.0]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,79,Arsenal WFC,968,"['209e263e-d104-46c5-9d82-577db44d3c71', '20af67eb-8b4f-46cb-85a7-8d2c7dfd1c82']",29,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:29.016,Carry,
,,,,,"[18.5, 47.5]",,,,,,,,,,,,,,1.162132,,,,,,,,,,,,,1921627a-8267-449d-9fc9-57b1707b4b85,1696,,"[16.1, 46.1]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,79,Arsenal WFC,968,"['1468e1c7-1f37-4756-b7e8-37562694a687', '9f448419-ae2a-40f6-9a3b-97dec2e522eb']",35,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:35.363,Carry,
,,,,,"[42.9, 76.4]",,,,,,,,,,,,,,1.118392,,,,,,,,,,,,,5c8764f4-240c-4f83-a03c-1e308434c50a,1699,,"[40.6, 76.1]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Noelle Maritz,10404.0,Right Back,79,Arsenal WFC,968,"['0b09adc0-d960-4751-9d9a-3688fd9c56d8', '8d1ac494-4617-43d1-8fb3-9645985d4f45']",38,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:38.704,Carry,
,,,,,"[41.3, 64.4]",,,,,,,,,,,,,,0.18679,,,,,,,,,,,,,ef841742-4294-48db-bfcb-fb17230cb033,1702,,"[41.3, 64.4]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,79,Arsenal WFC,968,"['0bf15b43-8969-4b81-8380-092e961e8195', 'a898f17e-6d97-4973-930f-cce05b80fda0']",41,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:41.066,Carry,
,,,,,"[34.9, 76.9]",,,,,,,,,,,,,,1.173157,,,,,,,,,,,,,26d09949-31c7-4b20-9126-9e2f79eb52cf,1705,,"[34.7, 76.9]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Noelle Maritz,10404.0,Right Back,79,Arsenal WFC,968,"['0129cb8e-bce0-4403-9f5c-858cc274f5e6', '70686054-29be-4474-8a93-3f582cd1a112']",42,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:42.586,Carry,
,,,,,"[29.7, 67.9]",,,,,,,,,,,,,,4.522078,,,,,,,,,,,,,1573abda-4c4c-4a45-bff4-534d48ba2712,1709,,"[41.3, 69.1]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,79,Arsenal WFC,968,"['187d2297-eac2-476c-8cac-6d5031fe3c1a', '7a993b29-fb99-4331-8dce-43bb774a6725', 'f2da4228-deed-4e32-93e5-774b60397b95']",44,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:44.711,Carry,True
,,,,,"[30.4, 76.6]",,,,,,,,,,,,,,2.273279,,,,,,,,,,,,,f592253e-eb61-4bbb-92e7-34fc5c684c13,1712,,"[26.7, 78.2]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Leah Williamson,18999.0,Right Center Back,79,Arsenal WFC,968,"['12afd25b-e42d-4e7e-a9f8-099e18dedcfb', 'e1f06d34-7a46-4c33-bade-8408074f96ac', 'f35eb99a-fb6a-4374-9cfa-d2ff8f322fe1']",50,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:50.436,Carry,True
,,,,,"[57.7, 71.9]",,,,,,,,,,,,,,1.405829,,,,,,,,,,,,,55c3bcbc-f2e5-42b0-8ea0-5040260a60d3,1717,,"[51.4, 69.3]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Right Center Midfield,79,Arsenal WFC,968,"['2267d088-51a2-465b-a630-a59aef938c1a', '4e147012-c587-443c-aaa8-fe274e2e0ed5', '5555b611-4d93-4841-ab2f-b4e54ee8ff6c', '7fe5509a-3d1d-4366-b73a-214a1b537118']",53,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:53.791,Carry,True
,,,,,"[72.0, 74.7]",,,,,,,,,,,,,,2.570182,,,,,,,,,,,,,8f9db97f-088d-4fd0-a37d-7f64c0a6ff62,1720,,"[57.7, 71.9]",3775548,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Right Center Midfield,79,Arsenal WFC,968,"['0ef2588f-96d4-4d60-a472-a9b3bec40505', '12da614a-14d4-4540-a1b7-f043eba522a7', '2267d088-51a2-465b-a630-a59aef938c1a', '4e147012-c587-443c-aaa8-fe274e2e0ed5']",55,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:41:55.197,Carry,True
