ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.015965,,,,,,,,,,,,87f3ed93-8c07-4611-9211-383493b28827,17,,,"[27.5, 21.0]",3775571,0,,,,,1.6532536,,Left Foot,,,,"[26.5, 33.1]",,Ground Pass,,12.141252,,,Deanna Cooper,20061.0,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Left Center Back,2,Reading WFC,974,['4ef7f74b-0f86-4de5-96a0-652ca4446d92'],12,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:12.191,Pass,
,,,,,,,,,,,,,,,2.18549,,,,,,,,,,,,afe922c1-37c0-41cd-90fe-d1bd8c508075,20,,,"[28.5, 38.2]",3775571,0,,,,,1.2514968,,Right Foot,,,,"[36.6, 62.7]",,Ground Pass,,25.804264,,,Jessica Fishlock,5016.0,,,,,,1,From Kick Off,Deanna Cooper,20061.0,Right Center Back,2,Reading WFC,974,['1fc05e9f-24a2-4b25-b86e-0759985dae62'],14,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:14.158,Pass,
,,,,,,,,,,,,,,,1.191399,,,,,,,,,,,,8e5c40cd-dc78-4dfd-9a20-37dea574c76c,24,,,"[38.6, 62.9]",3775571,0,,,,,0.19656292,,Right Foot,,,,"[61.7, 67.5]",,Ground Pass,,23.553556,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,,1,From Kick Off,Jessica Fishlock,5016.0,Right Defensive Midfield,2,Reading WFC,974,"['69431c78-8562-4ddf-94f4-0c488a0bb917', '8aa63c2e-9193-4492-929f-b985bdc0aa09', 'dac757bf-574b-470e-a297-655dffb6be70']",17,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:17.132,Pass,True
,,,,,,,,,,,,,,,2.002792,,,,,,,,,,,,e75c123b-79b3-4efe-8044-aae36d21d22c,27,,,"[58.5, 80.0]",3775571,0,,,,,-2.4866986,,,,,,"[40.4, 66.1]",,Low Pass,,22.821482,,,Deanna Cooper,20061.0,,,,,Throw-in,1,From Throw In,Bethan Roberts,46636.0,Right Back,3,Reading WFC,974,['74ffe061-edea-4d6e-9f92-e6727dfc039b'],24,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:24.881,Pass,
,,,,,,,,,,,,,,,2.293037,,,,,,,,,,,,bf54fec1-c252-48d2-ab0c-2709c114853b,35,,,"[70.0, 10.6]",3775571,0,,,,,1.3184323,,Right Foot,,,,"[74.1, 26.5]",,Ground Pass,,16.420109,Incomplete,,Stine Larsen,10102.0,,,,,,1,From Throw In,Caroline Siems,46536.0,Left Back,3,Reading WFC,974,"['3b44a146-275e-43c0-802b-b267820b0d07', 'd03c4be8-a0cc-4202-91fa-c7be13d4f2c8']",29,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:29.160,Pass,
,,,,,,,,,,,,,,,4.395176,,,,,,,,,,,,3b44a146-275e-43c0-802b-b267820b0d07,37,,,"[46.0, 53.6]",3775571,0,,,,,-1.4954674,,Right Foot,,,,"[48.4, 21.8]",,Low Pass,,31.890438,,,Emma Mukandi,18998.0,,,,,Recovery,1,From Throw In,Angharad James,15577.0,Left Defensive Midfield,3,Reading WFC,974,"['495af227-1806-4913-861f-75ae65e19c7d', 'bf54fec1-c252-48d2-ab0c-2709c114853b']",31,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:31.453,Pass,
,,,,,,,,,,,,,,,0.243628,,,,,,,,,,,,75f795ec-6ff3-4bd6-8596-97e00f19f446,40,,,"[50.5, 9.1]",3775571,0,,,,,-0.04164258,,Left Foot,,,,"[52.9, 9.0]",,Ground Pass,,2.4020824,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,,1,From Throw In,Emma Mukandi,18998.0,Left Back,3,Reading WFC,974,"['211f7894-3efd-4083-9553-8c2b91034990', 'c5f3dee7-fa2c-4e70-90b2-e5e44d651674']",35,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:35.888,Pass,
,,,,,,,,,,,,,,,1.26512,,,,,,,,,,,,f5f8e290-ce75-4870-97ff-3d7f9fbf88d2,43,,,"[52.5, 5.9]",3775571,0,,,,,2.556427,,Left Foot,,,,"[36.2, 16.7]",,Ground Pass,,19.55326,,,Molly Bartrip,21021.0,,,,,Recovery,1,From Throw In,Emma Mukandi,18998.0,Left Back,3,Reading WFC,974,['d5856593-ac65-40d3-9215-e4590112b47d'],37,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:37.568,Pass,
,,,,,,,,,,,,,,,1.105165,,,,,,,,,,,,dca12601-b121-4290-a2b8-c98410bcd172,46,,,"[36.3, 18.0]",3775571,0,,,,,0.29244298,,Right Foot,,,,"[45.6, 20.8]",,Ground Pass,,9.712363,,,Angharad James,15577.0,,,,,,1,From Throw In,Molly Bartrip,21021.0,Left Center Back,3,Reading WFC,974,['6171393d-9c56-4746-84af-160f11db3fb1'],39,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:39.907,Pass,
,,,,,,,,,,,,,,,1.295347,,,,,,,,,,,,fc01f848-5a54-434c-9a83-e093afcc1c99,49,,,"[36.6, 36.1]",3775571,0,,,,,1.5426347,,Right Foot,,,,"[37.2, 57.4]",,Ground Pass,,21.308449,,,Deanna Cooper,20061.0,,,,,,1,From Throw In,Angharad James,15577.0,Left Defensive Midfield,3,Reading WFC,974,['db0b0c5d-f5ca-4657-8621-59c0fa9ab35b'],44,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:44.499,Pass,
,,,,,,,,,,,,,,,2.148073,,,,,,,,,,,,226ae2fd-d573-457c-ad73-114de10d1f79,56,,,"[39.2, 53.3]",3775571,0,,,,,-1.5971831,,Right Foot,,,,"[38.3, 19.2]",,Ground Pass,,34.111874,,,Molly Bartrip,21021.0,,,,,,1,From Throw In,Deanna Cooper,20061.0,Right Center Back,3,Reading WFC,974,['21b9c5c1-0c02-46fe-826c-7e369329105e'],48,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:48.049,Pass,
,,,,,,,,,,,,,,,0.752449,,,,,,,,,,,,a95a5ee9-a48c-41c8-8cbb-b550932a4bef,59,,,"[49.1, 20.6]",3775571,0,,,,,0.044415217,,Right Foot,,,,"[62.6, 21.2]",,Ground Pass,,13.513327,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,,1,From Throw In,Molly Bartrip,21021.0,Left Center Back,3,Reading WFC,974,"['13bd8a93-ccf5-4af6-8f0d-2c03b6099ce4', 'b4adc286-43a7-46e5-bef4-5e55cb86b74e']",52,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:52.302,Pass,
,,,,,,,,,,,,,,,0.980916,,,,,,,,,,,,8828f4db-3877-4b05-80cc-7de346280bb7,64,,,"[48.5, 71.4]",3775571,0,,,,,-0.04298426,,Right Foot,,,,"[57.8, 71.0]",,Ground Pass,,9.3085985,,,Mana Iwabuchi,25610.0,,,,,,1,From Throw In,Sophie Haywood,46542.0,Right Back,3,Reading WFC,974,['58acc51e-69c4-4fb9-b5af-7f564651ad2e'],55,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:55.161,Pass,
,,,,,,,,,,,,,,,1.008038,,,,,,,,,,,,10c75dda-76ec-412e-8779-1c155a699070,66,,,"[57.8, 71.0]",3775571,0,,,,,-1.5434059,,Right Foot,,,,"[58.0, 63.7]",,Ground Pass,,7.302739,Incomplete,,Sophie Haywood,46542.0,,,,,,1,From Throw In,Mana Iwabuchi,25610.0,Right Wing,3,Reading WFC,974,"['26849e1b-544c-42b7-b494-cf2326c58e77', '4c7c0e65-c048-4b26-a293-911e5fe1690f']",56,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:56.142,Pass,
,,,,,,,,,,,,,,,1.205629,,,,,,,,,,,,2bd60702-7aac-45eb-87e1-96daa0f1c60b,71,,,"[70.3, 10.0]",3775571,0,,,,,0.59917533,,Left Foot,,,,"[74.4, 12.8]",,Ground Pass,,4.9648767,,,Lauren Bruton,15726.0,,,,,,1,From Throw In,Angharad James,15577.0,Left Defensive Midfield,3,Reading WFC,974,['b9e3e1be-1f8f-4c58-9ea9-4bbc6499e22e'],59,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:59.493,Pass,
,,,,,,,,,,,,,,,1.045823,,,,,,,,,,,,baa3b14e-e3f0-4324-b4dc-d14c3958409d,75,,,"[83.2, 22.4]",3775571,1,,,,,1.5328399,,Right Foot,,,,"[83.5, 30.3]",,Ground Pass,,7.905694,,,Rachel Rowe,19780.0,,,,,,1,From Throw In,Lauren Bruton,15726.0,Left Center Forward,3,Reading WFC,974,['e181fb7f-a243-480d-adf2-1afb169a0e6f'],2,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:02.602,Pass,
,,,,,,,,,,,,,,,2.619714,,,,,,,,,,,,45b2533f-ea01-428b-a4b8-ddd788c24026,83,,,"[94.8, 28.1]",3775571,1,,,,,-0.33955282,,Left Foot,,,,"[114.9, 21.0]",,Ground Pass,,21.31713,,,Amalie Vevle Eikeland,26570.0,,,,,,1,From Throw In,Rachel Rowe,19780.0,Left Midfield,3,Reading WFC,974,['e7e81f4c-919d-4931-b77b-4b025a10ae58'],7,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:07.234,Pass,
,,,,,,,,,,,,,,,0.677515,,,,,,,,,,,,6bf6b98d-15bc-4dcb-bf68-117c56d49a65,86,,,"[114.9, 21.0]",3775571,1,,,,,1.439969,,Left Foot,True,,,"[116.4, 32.4]",,Ground Pass,,11.4982605,,,Lauren Bruton,15726.0,,,,,,1,From Throw In,Amalie Vevle Eikeland,26570.0,Right Midfield,3,Reading WFC,974,['40dec2da-fde1-46d8-9f20-4bb0911518bd'],9,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:09.934,Pass,
,,,,,,,,,,,,,,,1.580002,,,,,,,,,,,,3f88bd84-4bce-4a94-aa49-666001e11d74,93,,,"[10.0, 54.3]",3775571,1,,,,,0.20082726,,Left Foot,,,,"[38.0, 60.0]",,Low Pass,,28.57429,,,Emma Follis,15557.0,,,,,,1,From Throw In,Sophie Haywood,46542.0,Right Back,3,Reading WFC,974,['56c54f71-8a53-4d14-af39-2bfa177c41eb'],13,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:13.911,Pass,
,,,,,,,,,,,,,,,0.264534,,,,,,,,,,,,4d2b5cfc-317a-43ef-84e4-a51ad014a55e,102,,,"[100.3, 5.8]",3775571,1,,,,,0.76412475,,Left Foot,,,,"[102.7, 8.1]",,Ground Pass,,3.3241541,Incomplete,,Amalie Vevle Eikeland,26570.0,,,,,,1,From Throw In,Molly Bartrip,21021.0,Left Center Back,3,Reading WFC,974,"['40ebc047-0010-45bf-b06d-e339b6a6a2b2', 'b9adccbb-4847-4fae-b38f-9c3c3949ab70']",20,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:20.493,Pass,
,,,,,,,,,,,,,,,0.758803,,,,,,,,,,,,016cb966-858a-45c7-a11c-f441e9f94ce2,105,,,"[120.0, 0.1]",3775571,2,,,,,1.8329161,,Right Foot,,,,"[117.8, 8.3]",,Ground Pass,,8.489994,,,Lauren Bruton,15726.0,,,,,Corner,1,From Corner,Rachel Rowe,19780.0,Left Midfield,4,Reading WFC,974,['6f2ceb7c-9e0b-4613-816e-d220e20cd21e'],3,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:03.221,Pass,
,,,,,,,,,,,,,,,2.41768,,,,,,,,,,,,a045bb60-6d65-496d-9447-ca162e986f35,108,,,"[118.8, 11.4]",3775571,2,,,,,2.55359,,Right Foot,,True,,"[104.1, 21.2]",,Ground Pass,,17.667202,,,Rachel Rowe,19780.0,,,,,,1,From Corner,Lauren Bruton,15726.0,Left Center Forward,4,Reading WFC,974,['dda76143-e8f1-4845-a0f5-034e0358968f'],5,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:05.616,Pass,
,,,,,,,,,,,,,,,1.534614,,,,,,,,,,,,efa80334-a723-46ab-b91a-1f3a117da85a,111,,,"[104.1, 21.2]",3775571,2,,,,,1.8290485,56154d9f-2b31-435b-a848-d02a8656c75b,Right Foot,,,,"[97.1, 47.7]",,Ground Pass,,27.40894,,,Jessica Fishlock,5016.0,True,,,,,1,From Corner,Rachel Rowe,19780.0,Left Midfield,4,Reading WFC,974,['630be726-e2be-45fe-b629-8ae53165e51b'],8,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:08.154,Pass,
,,,,,,,,,,,,,,,1.353922,,,,,,,,,,,,5cbeeb1d-7f86-46bb-8a73-71175ca93eb0,119,,,"[61.0, 40.1]",3775571,2,,,,,2.8921795,,Right Foot,,,,"[50.4, 42.8]",,Ground Pass,,10.938464,,,Emily Syme,15716.0,,,,,Kick Off,1,From Kick Off,Mana Iwabuchi,25610.0,Right Wing,5,Aston Villa,2647,['6042a616-a812-4fb4-84e7-26ddba7cb495'],49,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:49.720,Pass,
,,,,,,,,,,,,,,,4.274854,,,,,,,,,,,,68abea20-f51c-4340-9159-fb32c666ad39,122,,,"[50.4, 42.8]",3775571,2,,,,,-0.4730404,,Right Foot,,,,"[105.5, 14.6]",,High Pass,,61.89709,Incomplete,,Stine Larsen,10102.0,,,,,,1,From Kick Off,Emily Syme,15716.0,Left Center Midfield,5,Aston Villa,2647,"['28129bb0-a0bc-4804-adf1-1685f93f96b0', '54c5f800-23a9-49e9-9d6d-65ae21d4ae9c']",51,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:51.116,Pass,
,,,,,,,,,,,,,,,0.966573,,,,,,,,,,,,28a57bf9-968b-4bb7-862b-76e770dcc852,127,,,"[3.4, 65.2]",3775571,2,,,,,-1.6421038,,Right Foot,,,,"[2.8, 56.8]",,Low Pass,,8.421401,,,Deanna Cooper,20061.0,,,,,Recovery,1,From Kick Off,Bethan Roberts,46636.0,Right Back,5,Aston Villa,2647,['c4db996c-5ec3-4e09-8444-e9e05dba52d5'],57,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:57.993,Pass,
,,,,,,,,,,,,,,,1.228818,,,,,,,,,,,,24887c1b-6517-4f6a-ac97-5c25295411b0,130,,,"[2.8, 56.8]",3775571,2,,,,,1.1550825,,Right Foot,,,,"[12.6, 79.0]",,Low Pass,,24.26685,Out,,,,,,,,,1,From Kick Off,Deanna Cooper,20061.0,Right Center Back,5,Aston Villa,2647,,59,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:59.080,Pass,
,,,,,,,,,,,,,,,0.892216,,,,,,,,,,,,8f7fef63-5e92-4dc0-bd0a-141590b7beb0,131,,,"[113.8, 0.1]",3775571,3,,,,,1.5120405,,,,,,"[114.5, 12.0]",,Low Pass,,11.92057,Incomplete,,Stine Larsen,10102.0,,,,,Throw-in,1,From Throw In,Caroline Siems,46536.0,Left Back,6,Aston Villa,2647,"['359ed1fe-6906-49a7-a15f-ce94d8bebe80', '95025b81-df09-49fc-a01e-4ebefc739102']",8,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:03:08.283,Pass,
,,,,,,,,,,,,,,,0.825668,,,,,,,,,,,,1ab98233-5879-4c6f-98a1-8972b0ed2d13,136,,,"[111.7, 3.5]",3775571,3,,,,,2.0163736,,Right Foot,,,,"[108.5, 10.2]",,Ground Pass,,7.4249578,,,Mana Iwabuchi,25610.0,,,,,,1,From Throw In,Caroline Siems,46536.0,Left Back,6,Aston Villa,2647,['fb5b647e-ece4-4b2f-97cd-4a4323bb5fb8'],10,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:03:10.852,Pass,
,,,,,,,,,,,,,,,0.986804,,,,,,,,,,,,6b5d71b0-5050-4843-baed-ae4d459520d5,149,,,"[2.0, 67.2]",3775571,3,,,,,-0.35985526,,Left Foot,,,,"[12.1, 63.4]",,Ground Pass,,10.7912,,,Jessica Fishlock,5016.0,,,,,,1,Regular Play,Bethan Roberts,46636.0,Right Back,7,Reading WFC,974,['ddfe10b8-4b5d-49b4-a702-510cfb3705ea'],17,,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:17.782,Pass,
,,,,,,,,,,,,,,,1.855496,,,,,,,,,,,,5629940c-2803-496f-9660-e76977fb0eb8,152,,,"[12.1, 63.4]",3775571,3,,,,,0.9249804,,Right Foot,,,,"[17.3, 70.3]",,Low Pass,,8.640023,,,Rachel Rowe,19780.0,,,,,,1,Regular Play,Jessica Fishlock,5016.0,Right Defensive Midfield,7,Reading WFC,974,['2da01317-b606-4a3f-8d93-3d899158c2bd'],18,,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:18.849,Pass,
,,,,,,,,,,,,,,,2.29442,,,,,,,,,,,,d8c3488f-c9f7-4714-bb5f-5d2c97fdeb7a,158,,,"[20.5, 70.4]",3775571,3,,,,,-1.5707964,,Right Foot,,,,"[20.5, 30.0]",,Ground Pass,,40.4,,,Molly Bartrip,21021.0,,True,,,Free Kick,1,From Free Kick,Bethan Roberts,46636.0,Right Back,8,Reading WFC,974,['52bde10d-c715-47cb-a2ff-1d7f64a0b927'],28,,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:28.140,Pass,
,,,,,,,,,,,,,,,1.233871,,,,,,,,,,,,7c62c618-9acc-4e13-96c8-642101821e1e,161,,,"[29.5, 27.6]",3775571,3,,,,,1.602871,,Left Foot,,,,"[28.9, 46.3]",,Ground Pass,,18.709623,,,Deanna Cooper,20061.0,,,,,,1,From Free Kick,Molly Bartrip,21021.0,Left Center Back,8,Reading WFC,974,['de068488-4d8b-4095-8cc4-3e1823022140'],33,,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:33.891,Pass,
