ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,f6710ce1-5f19-4272-9bf8-7d3ec22d6318,1899,,"[55.5, 78.3]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Center Forward,89,Arsenal WFC,968,['25faab1e-5e93-4450-856d-3b7a987801ab'],23,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:23.615,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0324ce8b-24ce-4401-8b8f-fac9ca04c057,1902,,"[69.2, 9.2]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucy Hope,16386.0,Left Wing,89,Arsenal WFC,968,"['58728510-ac57-468b-800e-979f9cce6dad', '82e03ba6-e55c-4630-8744-af82343c5e4c']",25,,,,,,,,,,,,,,,,,Everton LFC,967,00:44:25.569,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,f82beea8-e469-4faf-80c8-2e47c61377b3,1909,,"[48.0, 52.6]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Malin Gut,45156.0,Center Defensive Midfield,89,Arsenal WFC,968,['ff50a757-d63b-4b56-b383-6613febebe68'],29,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:29.673,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,50795ad8-e571-48f4-9fdb-d01eb8d80e0d,1911,,"[80.3, 25.5]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucy Hope,16386.0,Left Wing,89,Arsenal WFC,968,['0b92b5c5-e04a-494e-bee4-057b6ff38eed'],31,,,,,,,,,,,,,,,,,Everton LFC,967,00:44:31.405,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,75eec2b4-7e7b-44bc-b01a-9cd1fd3084aa,1913,,"[25.8, 48.3]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,89,Arsenal WFC,968,['73800e86-2b6b-4161-a237-ed141788e3ef'],33,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:33.184,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,93acb527-6395-434b-b313-db60ef6a85b4,1916,,"[28.0, 27.5]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,89,Arsenal WFC,968,['933da5cd-f183-4d0c-9db8-8a20c4b5fee8'],37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:37.332,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,a2241da0-4f39-4a0a-af94-17d9e3696ba4,1919,,"[42.4, 5.4]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Left Wing,89,Arsenal WFC,968,['f47844aa-c1f8-46de-b8fa-68d27373733e'],40,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:40.452,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,b56e506a-d3cb-4f92-a7e8-d532726a66bf,1922,,"[28.0, 18.0]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,89,Arsenal WFC,968,['0315a9ba-da11-4619-97d7-dd72aa072dcf'],43,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:43.528,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,77c2dfce-ec6c-4744-b26a-7a8af80484fe,1925,,"[21.5, 30.3]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,89,Arsenal WFC,968,['71753e42-5383-49cd-8c02-f01b1ac565ba'],45,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:45.037,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7ad64513-58ec-4bce-9f73-145d5c125eec,1928,,"[24.6, 17.7]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,89,Arsenal WFC,968,['2b0f779f-0765-4d51-91dd-bd87fc87bb72'],46,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:46.532,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8b94c505-179b-4aa3-a604-c5a72db254e4,1931,,"[20.9, 29.5]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,89,Arsenal WFC,968,['e8e79d5a-c7a0-473d-b954-79aade34b22c'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:48.452,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ecbcbec9-c528-4215-8086-e38cb5a54cf3,1934,,"[24.1, 60.3]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,89,Arsenal WFC,968,['b771cd97-c637-4f78-b6b2-e3a4c0c49c6a'],53,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:53.027,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,b5542a7f-7376-4fd8-89f4-f8a7d0519f04,1937,,"[34.9, 78.3]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Back,89,Arsenal WFC,968,['78a98f17-fd6c-40ea-9dad-14ea14016da1'],55,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:55.373,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,ac29779e-7a5c-4a68-87b3-66950117dcbc,1941,,"[52.6, 78.3]",3775559,44,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,89,Arsenal WFC,968,"['964050c3-0597-4a35-902d-87d389ed35d6', 'f7438631-c2b6-4c86-8324-fedb138e6153']",57,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:44:57.862,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc8d4e-d0c9-479a-8226-29e9c1d51c83,1945,,"[42.6, 8.9]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Katie McCabe,15620.0,Left Back,90,Arsenal WFC,968,['8cbac2e9-d8a2-4a61-aa11-5239c4957ab0'],17,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:17.164,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,38844e68-f926-4ba1-bc76-7b4113a7777c,1948,,"[56.6, 5.4]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordan Nobbs,10192.0,Left Wing,90,Arsenal WFC,968,['436483f6-102c-4845-aba0-e6f427d5edc2'],20,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:20.251,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,76366770-ba29-4302-b98a-6662dffa42f7,1951,,"[32.9, 13.1]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Katie McCabe,15620.0,Left Back,90,Arsenal WFC,968,['220de2ba-9864-4d45-81a3-1b3f685e1832'],22,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:22.757,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,daa2b135-55b8-4aee-adb2-4e98ce7f74e5,1955,,"[63.8, 16.3]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Caitlin Jade Foord,11338.0,Center Forward,90,Arsenal WFC,968,"['90aa813a-9ab8-42c2-86eb-37f3220387e5', 'e30024be-4e72-4a0d-84d8-385a9b795f78']",24,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:24.906,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,16543d8b-dbf9-40ae-95c3-0d11bc07feac,1959,,"[62.9, 77.3]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ingrid Moe Wold,10382.0,Right Back,91,Everton LFC,967,['a55cc5ec-1b70-4392-a248-7c53a99039e3'],27,,,,,,,,,,,,,,,,,Everton LFC,967,00:45:27.919,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5335410e-736e-48d1-a97d-0e3181be10b8,1961,,"[73.4, 65.0]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grace Clinton,46740.0,Right Wing,91,Everton LFC,967,['ef4ec76c-afe6-4d83-b8de-ce682843078e'],28,,,,,,,,,,,,,,,,,Everton LFC,967,00:45:28.645,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,65dd6b8c-5f41-4e82-96ae-798b593660c6,1966,,"[34.6, 30.6]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,92,Arsenal WFC,968,['0a6f50e2-754a-48e9-91c7-6aa93c21d0fe'],31,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:31.298,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,3be97f26-6537-4450-9c42-c7d24998900c,1969,,"[32.9, 64.6]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,92,Arsenal WFC,968,['86ff7584-be64-4b7a-9743-13c0412c750f'],34,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:34.623,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,cc115e18-1c83-40e8-bfdb-483b7db185e4,1972,,"[25.2, 24.3]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,92,Arsenal WFC,968,['e9527dd6-a8df-4fed-9282-126f2f0ec790'],43,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:43.362,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9c59910a-9c8e-4b15-af1d-fa278b68bb59,1975,,"[47.0, 4.9]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Left Wing,92,Arsenal WFC,968,['3489aecc-ecff-4fb4-b0aa-f20b738c72cb'],49,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:49.108,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0c8ecd44-ea85-4c9a-9c47-8ce9ccd88d46,1978,,"[24.6, 14.2]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,92,Arsenal WFC,968,['7deacc92-1fe2-431a-8fca-3f3e09118264'],51,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:51.780,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,00487b57-1dbe-4e1d-a3d2-2b3bfa3aea3d,1981,,"[19.5, 31.2]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,92,Arsenal WFC,968,['5d81c4df-15b8-4e97-a6de-73fe2f9e7a08'],53,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:53.740,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ea9331e2-30bf-4255-ad34-0024a4d24c2d,1984,,"[32.9, 70.1]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,92,Arsenal WFC,968,['0839e4ff-79b9-4721-954e-3133b7da9bc0'],57,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:45:57.970,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5f192232-092d-4ed5-b28d-17150c272d7c,1988,,"[57.5, 69.2]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,92,Arsenal WFC,968,"['8c7d10d2-29c9-4d32-84bb-d34a42ca3251', '8ce2d382-93d4-4890-9f91-abec2f3ec2fc']",0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:00.877,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,8672b43a-b187-422d-aee4-b54e7fb8cd34,1994,,"[62.3, 6.7]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Danielle Turner,15571.0,Left Back,93,Everton LFC,967,['78d69931-e28b-4f36-afee-7cc490896cbd'],3,,,,,,,,,,,,,,,,,Everton LFC,967,00:46:03.051,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5483ad3f-3108-492f-9710-80b222fab567,1997,,"[52.1, 20.4]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damaris Berta Egurrola Wienke,47541.0,Left Center Back,93,Everton LFC,967,['4a790e15-23ba-4872-a2bd-59c3141bfddf'],5,,,,,,,,,,,,,,,,,Everton LFC,967,00:46:05.250,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6d46ed9b-6053-4df2-b888-d41171e30bcc,2000,,"[60.0, 33.5]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Isobel Mary Christiansen,4645.0,Right Defensive Midfield,93,Everton LFC,967,['3d9fd162-066e-4337-b5cc-1253761d5637'],6,,,,,,,,,,,,,,,,,Everton LFC,967,00:46:06.790,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5ec7aa80-2683-4280-9712-f194c86d1859,2003,,"[73.1, 44.1]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Grace Clinton,46740.0,Right Wing,93,Everton LFC,967,['57919aab-98c0-4b54-8011-60a22f5d1000'],9,,,,,,,,,,,,,,,,,Everton LFC,967,00:46:09.291,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,48a54312-fe33-4fe3-82e1-6d890ed123ca,2006,,"[79.2, 1.8]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucy Hope,16386.0,Left Wing,93,Everton LFC,967,['61d55e00-4d34-4055-a3ae-5e3813e3cb51'],12,,,,,,,,,,,,,,,,,Everton LFC,967,00:46:12.191,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,fd58a2d2-4f48-4a21-8a5c-1edff4900f19,2010,,"[31.4, 55.4]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,94,Arsenal WFC,968,['6120c02d-1f9d-4ccb-a831-42cf7426dc49'],14,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:14.956,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,88d79a09-ecad-4139-b904-9ff32e281d0c,2013,,"[38.3, 46.6]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Malin Gut,45156.0,Center Defensive Midfield,94,Arsenal WFC,968,['20bd068f-6a6f-43d6-bc1c-a74d7342be06'],17,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:17.335,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,bbfb05e0-1651-4924-8294-698b1cdee5a4,2016,,"[28.3, 45.8]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,94,Arsenal WFC,968,['9f454a7b-2afa-4608-903d-abadd81370c8'],21,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:21.634,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7cb889b9-f84b-42e6-afcf-9028bb034808,2018,,"[31.7, 62.9]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,94,Arsenal WFC,968,['9eb4a66a-e59a-4c20-a566-55c25d5750ac'],22,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:22.886,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,cbbe37d4-7590-4e0c-b00b-3975cf180687,2021,,"[30.3, 49.2]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,94,Arsenal WFC,968,['1fd6e948-4e4f-4a1b-a906-d03bc5faf7fe'],24,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:24.653,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5b3f29b9-5407-4666-bc69-e1e6a3ada5e0,2024,,"[29.7, 62.0]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,94,Arsenal WFC,968,['59f1c77b-42d0-44d4-970a-8edfb7f427cd'],27,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:27.173,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,37f9c025-fe74-470c-96ac-7d42f38cc9b9,2027,,"[27.7, 34.8]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,94,Arsenal WFC,968,['62bb1cda-32f2-4a54-b92d-7ecb3e959537'],30,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:30.483,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,157d6b2c-ebbe-4a3c-8c01-80fbf707a554,2030,,"[30.6, 58.0]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,94,Arsenal WFC,968,['b11d042c-6c85-49b4-b34a-c29755379f53'],32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:32.883,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,b774b478-063a-4fc5-b3dc-7587e3564b49,2033,,"[27.7, 30.0]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,94,Arsenal WFC,968,['3f6a6686-3fe1-445c-9b96-c504cd72f6a5'],35,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:35.309,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,6c17e15e-95d3-456d-958a-058165622179,2036,,"[34.6, 7.2]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,94,Arsenal WFC,968,['e018c8f3-3906-4f83-86ec-cbebaf2db486'],37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:37.902,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,d395ed1c-8b9f-45ca-92b7-fd1afe4cfc9b,2040,,"[70.3, 17.4]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Center Forward,94,Arsenal WFC,968,"['584c4918-535f-4093-9710-2341086797df', '7bbf4781-2dfe-4dd2-8f09-d405c869fe25']",41,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:41.451,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,d6aed37e-dc32-4d92-b340-11aea002362f,2044,,"[65.5, 26.6]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kim Little,15616.0,Right Center Midfield,94,Arsenal WFC,968,"['1c3e6dd5-e70a-4ae4-845d-facefc0c3f5e', 'd0e77007-4490-4860-afd8-3af0048595fe']",44,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:44.730,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,f830185e-696c-43e4-aaf1-5d8874bc1ddd,2047,,"[40.9, 5.7]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,94,Arsenal WFC,968,['d2981b98-a04e-4afa-b18e-459985baa3e4'],49,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:49.450,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1b758cca-fcd2-4f52-a010-fa70c2460cb3,2050,,"[8.3, 34.5]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,94,Arsenal WFC,968,['8be1f721-4030-4f92-b329-1c6b9be7ef4a'],55,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:46:55.109,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,e5aac0de-5a5e-4860-b316-16ab005be27d,2053,,"[18.6, 26.9]",3775559,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,94,Arsenal WFC,968,['e07f143d-3e4d-4714-85c3-8b7b11fe1853'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.768,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03740c2a-fbf4-4872-bf3b-a90627973dac,2060,,"[59.6, 41.8]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Caitlin Jade Foord,11338.0,Center Forward,95,Arsenal WFC,968,['cabdbaa5-0a88-4906-b085-e633a7dddb14'],1,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:01.015,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,201c3c21-9729-4664-a1e9-3dc1a34c04c6,2063,,"[37.5, 23.2]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,95,Arsenal WFC,968,['5844d705-ce26-447f-9379-f2f2bec6d6dd'],3,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:03.434,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,fb5086bd-c9d4-442c-9b50-a5d079d975df,2067,,"[55.7, 1.9]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Katie McCabe,15620.0,Left Back,95,Arsenal WFC,968,"['6ad7bd46-6b3b-423f-92b0-38d2c47a1588', 'dd9fe780-2566-4557-abb2-795b5e6dbc1f']",5,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:05.694,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,8ab622a1-4e13-4e6e-b5a3-2ee9adc80f8a,2072,,"[75.2, 7.9]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Caitlin Jade Foord,11338.0,Center Forward,96,Arsenal WFC,968,['cdd1b860-3496-40a7-b84a-5f9466c9218a'],33,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:33.501,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,974da2f9-44d0-4a4e-bd91-9f0969e60de6,2074,,"[65.3, 66.1]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucy Hope,16386.0,Left Wing,96,Arsenal WFC,968,['67727766-02d7-4699-b4df-3d06370cf5b7'],34,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:34.726,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,cae58f74-6651-45ab-8553-db7816c312a1,2079,,"[50.1, 29.9]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jennifer Patricia Beattie,17524.0,Left Center Back,96,Arsenal WFC,968,['f247d7b3-9ee0-4801-a5c8-f07299a3186d'],44,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:44.411,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,84e29fd8-6db4-40a5-8d32-b0dcbbd4d6d2,2082,,"[13.7, 33.6]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,96,Arsenal WFC,968,['418504ca-09f8-4fbe-a613-4e59490a5de1'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:48.277,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,f317ad35-35fb-4548-800c-44cfde822558,2085,,"[28.0, 65.8]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Leah Williamson,18999.0,Right Center Back,96,Arsenal WFC,968,['59420236-a56f-409e-a40b-e660ec12b769'],54,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:54.339,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,93de823a-7c28-459a-969f-509b14d10a35,2088,,"[42.0, 59.1]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jill Roord,10650.0,Left Center Midfield,96,Arsenal WFC,968,['e6991a9a-56e1-4743-baca-bbd83900bd2d'],57,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:57.263,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,40d602c5-1571-4b59-a2db-24ab89040492,2090,,"[28.5, 57.4]",3775559,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Leah Williamson,18999.0,Right Center Back,96,Arsenal WFC,968,['c0aa5183-c8ef-47bb-9f9a-2f3fd823e8dd'],59,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:59.593,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,b15a542b-9104-41e8-a780-b84bd4a041b2,2094,,"[8.6, 36.4]",3775559,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lydia Grace Yilkari Williams,5066.0,Goalkeeper,96,Arsenal WFC,968,['e25815cd-c7a8-4029-aac7-df5c2c5dd987'],2,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:02.961,Ball Receipt*,
