50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.127496,,,,,,,,,,,,1132536d-1d39-4b3d-82ad-ff408df7aea9,52,,,"[23.8, 56.2]",3775569,0,,,,,0.7853982,,Left Foot,,,,"[34.3, 66.7]",,Ground Pass,,14.849242,,,,Jordan Nobbs,10192.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,['4d9aa165-649c-4bf8-b4ff-af469b022cbe'],51,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:51.510,Pass,
,,,,,,,,,,,,,,,,1.702589,,,,,,,,,,,,c8d835f3-f567-41b2-9bec-74c626d02288,55,,,"[34.3, 66.7]",3775569,0,,,,,-2.1479886,,Right Foot,,,,"[28.7, 58.1]",,Ground Pass,,10.262553,,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Right Wing,3,Arsenal WFC,968,['00344980-2ce5-49e8-9e38-2e02bce85a9d'],52,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:52.717,Pass,
,,,,,,,,,,,,,,,,1.117153,,,,,,,,,,,,8b39e546-3c08-4f09-8957-e4f11b6f80d8,58,,,"[32.8, 56.2]",3775569,0,,,,,-2.55359,,Left Foot,,,,"[28.3, 53.2]",,Ground Pass,,5.408327,,,,Kim Little,15616.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,['b33cedd1-4f24-4ed4-bf26-9116f9e76c68'],56,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:56.710,Pass,
,,,,,,,,,,,,,,,,2.041399,,,,,,,,,,,,8a2e84f1-6505-49f4-9e05-d8a90a9dc7e7,61,,,"[36.0, 45.1]",3775569,1,,,,,-1.3521274,,Right Foot,,,,"[41.8, 19.0]",,Ground Pass,,26.73668,,,,Leonie Maier,10380.0,,,,,,1,Regular Play,Kim Little,15616.0,Center Defensive Midfield,3,Arsenal WFC,968,['ea581985-4f6f-4044-8294-2224157746a4'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:00.892,Pass,
,,,,,,,,,,,,,,,,1.154674,,,,,,,,,,,,6cd1d742-f587-4fb2-9387-b3ec2398fec6,64,,,"[41.8, 19.0]",3775569,1,,,,,2.158799,,Right Foot,,,,"[32.8, 32.5]",,Low Pass,,16.224981,,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Leonie Maier,10380.0,Left Back,3,Arsenal WFC,968,['8502ec09-e45d-4c10-a240-99f7f6fed45c'],5,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:05.259,Pass,
,,,,,,,,,,,,,,,,0.9166,,,,,,,,,,,,720a8ce9-cb61-45b4-928d-22f7ab683796,67,,,"[35.3, 32.5]",3775569,1,,,,,-0.18755059,,Right Foot,,,,"[49.0, 29.9]",,Ground Pass,,13.944533,,,,Kim Little,15616.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,['cbb2df8e-73a9-4378-84d4-3198afe643d7'],8,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:08.749,Pass,
,,,,,,,,,,,,,,,,1.073048,,,,,,,,,,,,21ebc134-7a1a-4a87-98c7-acec97b87517,71,,,"[45.0, 31.2]",3775569,1,,,,,-2.1692152,,Right Foot,,,,"[39.0, 22.4]",,Ground Pass,,10.650822,,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Kim Little,15616.0,Center Defensive Midfield,3,Arsenal WFC,968,"['2a8c0622-51e8-42c9-85db-7f37568074d4', '87b4b92a-b16c-4b03-af2c-0872618e91ef']",11,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:11.347,Pass,True
,,,,,,,,,,,,,,,,1.619245,,,,,,,,,,,,b22516a3-a475-471a-b7cb-3fecb942aa2b,74,,,"[43.9, 22.4]",3775569,1,,,,,0.031508192,,Left Foot,,,,"[78.8, 23.5]",,High Pass,,34.91733,,,,Vivianne Miedema,15623.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,['45305d8a-8765-4b88-9317-4f07e20cda31'],14,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:14.611,Pass,
,,,,,,,,,,,,,,,,3.729612,,,,,,,,,,,,502e8996-8d5e-4e22-ba63-1115b44af275,77,,,"[78.8, 23.5]",3775569,1,,,,True,-0.6546738,,,,,,"[107.2, 1.7]",,High Pass,,35.802235,,Out,,Caitlin Jade Foord,11338.0,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,3,Arsenal WFC,968,"['3a55bcc3-289e-46dc-9456-e53e72681ad6', 'a6557d51-8e60-4cb7-aa26-9344964fc8bf']",16,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:16.270,Pass,True
,,,,,,,,,,,,,,,,1.693388,,,,,,,,,,,,f29e0ccd-163d-47c3-b2cf-d6326aced1a1,79,,,"[21.2, 80.0]",3775569,1,,,,,-0.2364971,,,,,,"[49.0, 73.3]",,High Pass,,28.59598,,Incomplete,,Charlie Wellings,15563.0,,,,,Throw-in,1,From Throw In,Faye Bryson,15578.0,Right Back,4,Bristol City WFC,973,"['d4b792f9-d792-4c1b-b1db-872be682418e', 'e576b76b-3767-42d3-b699-672ddd1029bc']",31,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:31.861,Pass,
,,,,,,,,,,,,,,,,1.313042,,,,,,,,,,,,e576b76b-3767-42d3-b699-672ddd1029bc,81,,,"[71.1, 6.8]",3775569,1,,,,,0.27416745,,Left Foot,,,,"[83.9, 10.4]",,High Pass,,13.296617,,,,Danielle van de Donk,10658.0,,,,,Interception,1,Regular Play,Leonie Maier,10380.0,Left Back,5,Arsenal WFC,968,"['2d4dd5e8-c868-45a7-9ddd-29870192fc23', 'f29e0ccd-163d-47c3-b2cf-d6326aced1a1']",33,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:33.555,Pass,
,,,,,,,,,,,,,,,,1.098162,,,,,,,,,,,,1aa52d24-0d7c-45f3-b7b2-a061181ec472,85,,,"[83.9, 9.8]",3775569,1,,,,,-2.6098685,,Right Foot,,,,"[78.8, 6.8]",,Low Pass,,5.916925,,,,Caitlin Jade Foord,11338.0,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Center Midfield,5,Arsenal WFC,968,"['69dbdd7a-ee1f-4e81-b13e-e112a3f972e6', 'c019613e-8316-428f-8074-f23d73c6f100']",34,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:34.908,Pass,True
,,,,,,,,,,,,,,,,0.826818,,,,,,,,,,,,e1c62f53-df54-484b-ba02-602d0b0904b6,88,,,"[82.0, 8.9]",3775569,1,,,,,1.8081706,,Left Foot,,,,"[79.0, 21.3]",,Ground Pass,,12.757743,,,,Jill Roord,10650.0,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Left Wing,5,Arsenal WFC,968,['cae71ab5-ca6c-41b8-ab5a-279eae98eae0'],37,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:37.691,Pass,
,,,,,,,,,,,,,,,,0.904929,,,,,,,,,,,,081db10b-fbb2-400a-8fa4-53dc64c09348,91,,,"[78.8, 25.0]",3775569,1,,,,,1.1383885,,Right Foot,,,,"[85.4, 39.3]",,Ground Pass,,15.749603,,,,Jordan Nobbs,10192.0,,,,,,1,Regular Play,Jill Roord,10650.0,Left Center Midfield,5,Arsenal WFC,968,['cf2ffb51-f3a4-4794-8232-b29a2599e4c4'],39,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:39.622,Pass,
,,,,,,,,,,,,,,,,0.566709,,,,,,,,,,,,22ac91a1-805b-4381-99a8-f20d25ac969e,101,,,"[85.0, 26.5]",3775569,1,,,,,-1.4858946,,Right Foot,,,,"[85.4, 21.8]",,Ground Pass,,4.7169905,,,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Right Wing,5,Arsenal WFC,968,"['50ba135b-e0c2-4a33-8085-65f525a05c32', '9ae82f19-c3e8-4b42-83c2-9ba9887cfa05']",42,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:42.604,Pass,True
,,,,,,,,,,,,,,,,0.6248,,,,,,,,,,,,f68c468c-98ee-4c49-9e7b-495f7b8a698c,104,,,"[84.3, 28.6]",3775569,1,,,,,0.86544067,,Right Foot,,,,"[92.9, 38.7]",,Ground Pass,,13.265368,,,,Jill Roord,10650.0,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Center Midfield,5,Arsenal WFC,968,['7f326158-fb94-4dbc-9795-8b09aebdec35'],47,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:47.004,Pass,
,,,,,,,,,,,,,,,,0.775287,,,,,,,,,,,,64cff543-c52b-48f2-9702-b4b648747305,108,,,"[92.4, 39.3]",3775569,1,,,,,1.7257931,,Right Foot,,,,"[91.4, 45.7]",,Ground Pass,,6.477654,,,,Jordan Nobbs,10192.0,,,,,,1,Regular Play,Jill Roord,10650.0,Left Center Midfield,5,Arsenal WFC,968,"['a83deb4d-2862-4553-8992-45cefd68f105', 'b0a82484-5965-49ec-a622-2baecd0e0391']",47,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:47.708,Pass,True
,,,,,,,,,,,,,,,,1.994477,,,,,,,,,,,,f618c491-9492-45dd-8fc2-dfb5dcf94f93,121,,,"[27.7, 25.4]",3775569,1,,,,,-0.43984258,,Right Foot,,,,"[41.3, 19.0]",,Ground Pass,,15.030636,,,,Molly Pike,31564.0,,,,,,1,Regular Play,Yana Daniëls,10093.0,Left Midfield,6,Bristol City WFC,973,"['04aeee05-51b4-4216-acb9-516dde07de6e', 'b6881b90-e36d-420d-b3b4-0f82e9a8ff9c']",52,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:52.342,Pass,True
,,,,,,,,,,,,,,,,3.129742,,,,,,,,,,,,9c8b5aa0-30bc-4aa8-9c3b-7b3e944c53e1,126,,,"[66.8, 27.1]",3775569,1,,,,,-0.0061537684,,Right Foot,,,,"[99.3, 26.9]",,Ground Pass,,32.500614,,Incomplete,,Charlie Wellings,15563.0,,,,,,1,Regular Play,Molly Pike,31564.0,Left Center Midfield,6,Bristol City WFC,973,"['9a3ba6fd-6092-4a9d-ac22-d8105e6814f9', 'e8b33a18-134f-407b-bcd6-c06e370e0b65']",57,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:57.739,Pass,
,,,,,,,,,,,,,,,,2.208682,,,,,,,,,,,,da602cee-17d5-47c0-b1ff-7a7655d069d6,129,,,"[55.9, 14.1]",3775569,2,,,,,-0.39852244,,Head,,,,"[69.2, 8.5]",,High Pass,,14.43087,,,,Yana Daniëls,10093.0,,,,,Recovery,1,Regular Play,Jemma Elizabeth Purfield,24239.0,Left Back,6,Bristol City WFC,973,['638512bc-8efc-4a9c-8db5-d5bd098a7da0'],4,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:04.226,Pass,
,,,,,,,,,,,,,,,,1.020758,,,,,,,,,,,,c48c58b2-89d5-4fde-8420-07fc7efdc919,134,,,"[48.8, 80.0]",3775569,2,,,,,-0.8893169,,,,,,"[56.1, 71.0]",,Low Pass,,11.588356,,,,Jill Roord,10650.0,,,,,Throw-in,1,From Throw In,Noelle Maritz,10404.0,Right Back,7,Arsenal WFC,968,['8f38df67-4366-4986-94e1-73f4c7292b26'],30,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:30.725,Pass,
,,,,,,,,,,,,,,,,3.514217,,,,,,,,,,,,ec508b38-8185-4852-8b91-c386da28c820,138,,,"[55.7, 54.5]",3775569,2,,,,,-1.1916554,,Left Foot,,,,"[70.8, 16.6]",,High Pass,,40.797302,,,,Caitlin Jade Foord,11338.0,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,7,Arsenal WFC,968,"['3b3e85df-12fd-48c5-9f88-2edb04e94ffe', '62fdec59-63ea-425a-9385-7c300b4850e8']",34,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:34.666,Pass,True
,,,,,,,,,,,,,,,,1.117852,,,,,,,,,,,,96a044a5-ef9e-411b-8f66-5e0debf6c5d6,148,,,"[84.5, 29.3]",3775569,2,,,,,0.40301913,,Right Foot,,,,"[97.4, 34.8]",,Ground Pass,,14.023552,,Incomplete,,Vivianne Miedema,15623.0,,,,,,1,From Throw In,Caitlin Jade Foord,11338.0,Left Wing,7,Arsenal WFC,968,"['5c5354b3-ecfd-4396-8b0d-1a92f4742b03', '8fe6b05b-0c9c-4fd3-a324-437364b34779']",44,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:44.845,Pass,
,,,,,,,,,,,,,,,,0.755616,,,,,,,,,,,,95426e8a-f9f1-4677-96ec-1bf23a674dfa,153,,,"[22.3, 45.9]",3775569,2,,,,,0.47734538,,Right Foot,,,,"[28.1, 48.9]",,Ground Pass,,6.529931,,,,Molly Pike,31564.0,,,,,,1,Regular Play,Aimee Palmer,36801.0,Center Defensive Midfield,8,Bristol City WFC,973,"['3941b82f-da5e-40a7-9cc9-80edfd68057e', 'c32f5a28-cf2c-45e2-8297-0a61a2930e71']",46,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:46.818,Pass,True
