50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.605617,,,,,,,,,,,,8f421332-6395-4362-a8c5-cd6d476b2c08,17,,,"[38.8, 0.1]",3775617,0,,,,,0.46834242,,,,,,"[55.8, 8.7]",High Pass,,19.05151,,,,,Aileen Whelan,16374.0,,,,,,Throw-in,1,From Throw In,Felicity Gibbons,16392.0,Left Back,4,Brighton & Hove Albion WFC,965,['72483a0f-70e9-4876-bb5e-a8a8f9479445'],37,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:37.183,Pass,
,,,,,,,,,,,,,,,,,,1.405233,,,,,,,,,,,,3c2a5429-054a-4e0c-9cee-49df507a94e5,21,,,"[55.1, 69.6]",3775617,0,,,,,-0.6193123,,Left Foot,,,,"[65.2, 62.4]",Ground Pass,,12.403628,,,,,Ella Toone,31534.0,,,,,,Recovery,1,Regular Play,Maria Thorisdottir,4636.0,Right Center Back,5,Manchester United,1475,['9a92c362-0a6f-43dd-be43-84d794941698'],40,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:40.772,Pass,
,,,,,,,,,,,,,,,,,,1.501255,,,,,,,,,,,,1e8c0db8-2a60-4eac-8658-e34115fdd5e6,26,,,"[64.7, 62.4]",3775617,0,,,,,1.1166421,,Right Foot,,,,"[70.9, 75.1]",Ground Pass,,14.1325865,,,,,Martha Harris,32618.0,,,,,,,1,Regular Play,Ella Toone,31534.0,Center Attacking Midfield,5,Manchester United,1475,"['42ab9b93-5001-4bae-9817-edafd9bddaad', 'fc7c8ea6-095b-4107-b698-dc8d86935cf1']",42,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:42.945,Pass,True
,,,,,,,,,,,,,,,,,,0.785174,,,,,,,,,,,,2f3a2b56-99b8-400c-a60c-4d789adcf59c,30,,,"[65.9, 77.7]",3775617,0,,,,,-3.0828369,,Right Foot,,,,"[55.7, 77.1]",Ground Pass,,10.217632,,,,,Jackie Groenen,10654.0,,,,,,,1,Regular Play,Martha Harris,32618.0,Right Back,5,Manchester United,1475,['457b125f-1b12-495f-8da0-8c6cd6b7eb38'],45,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:45.393,Pass,
,,,,,,,,,,,,,,,,,,3.232679,,,,,,,,,,,,32387ca3-da02-4e32-9053-93551fabc52e,34,,,"[49.5, 76.5]",3775617,0,,,,,-2.3504803,,Left Foot,,,,"[23.4, 50.1]",Ground Pass,,37.12371,,,,,Mary Alexandra Earps,31538.0,,,,,,,1,Regular Play,Jackie Groenen,10654.0,Right Defensive Midfield,5,Manchester United,1475,['a1e55dc9-d333-4233-847e-783563a6585b'],47,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:47.652,Pass,
,,,,,,,,,,,,,,,,,,1.226241,,,,,,,,,,,,be7d789f-dced-4d46-9430-75f7f3aeb449,37,,,"[24.8, 46.2]",3775617,0,,,,,-1.1717907,,Right Foot,,,,"[32.6, 27.7]",Ground Pass,,20.0771,,,,,Millie Turner,31536.0,,,,,,,1,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,5,Manchester United,1475,['d2dc0421-442a-488c-9cb7-9c5561486afd'],52,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:52.022,Pass,
,,,,,,,,,,,,,,,,,,2.008823,,,,,,,,,,,,7d83b080-8ca6-4962-8ed2-a099228caccc,40,,,"[35.1, 25.9]",3775617,0,,,,,1.6714324,,Right Foot,,,,"[32.0, 56.6]",Ground Pass,,30.856117,,,,,Maria Thorisdottir,4636.0,,,,,,,1,Regular Play,Millie Turner,31536.0,Left Center Back,5,Manchester United,1475,['28b997fa-1020-4603-b34e-868d88fcae68'],55,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:55.638,Pass,
,,,,,,,,,,,,,,,,,,1.424348,,,,,,,,,,,,d1de8287-49c7-4ca3-9fb3-fb3d3935b79a,43,,,"[32.6, 61.8]",3775617,0,,,,,0.75049174,,Right Foot,,,,"[48.9, 77.0]",Ground Pass,,22.287441,,,,,Martha Harris,32618.0,,,,,,,1,Regular Play,Maria Thorisdottir,4636.0,Right Center Back,5,Manchester United,1475,['636f47fc-193a-428d-8ffd-ebfb5ffe8c3d'],58,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:58.484,Pass,
,,,,,,,,,,,,,,,,,,2.469996,,,,,,,,,,,,6a839178-7e5f-480d-84db-fa5fdd02c283,48,,,"[59.6, 80.0]",3775617,1,,,,,-2.8753407,,,,,,"[39.8, 74.6]",Low Pass,,20.523157,,,,,Maria Thorisdottir,4636.0,,,,,,Throw-in,1,From Throw In,Martha Harris,32618.0,Right Back,6,Manchester United,1475,['00754d04-753f-4536-b89b-4e99204789de'],11,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:11.339,Pass,
,,,,,,,,,,,,,,,,,,2.310025,,,,,,,,,,,,ddf7ec0a-05ce-4bde-ac71-98acb22e0dc0,51,,,"[38.3, 72.4]",3775617,1,,,,,-1.5147327,,Right Foot,,,,"[40.5, 33.2]",Ground Pass,,39.261684,,,,,Millie Turner,31536.0,,,,,,,1,From Throw In,Maria Thorisdottir,4636.0,Right Center Back,6,Manchester United,1475,['7681ea0c-fa4e-42be-8eff-9a8193ccf69d'],14,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:14.841,Pass,
,,,,,,,,,,,,,,,,,,2.297869,,,,,,,,,,,,1335c526-1256-408e-bdaf-8c60f30be005,54,,,"[43.8, 32.1]",3775617,1,,,,,-0.89331067,,Right Foot,,,,"[65.2, 5.5]",High Pass,,34.139713,,,,,Lauren James,31531.0,,,,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,6,Manchester United,1475,['543c8440-915c-446a-ab71-0c430cac84b6'],18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:18.265,Pass,
,,,,,,,,,,,,,,,,,,1.582708,,,,,,,,,,,,6b406e23-128a-492a-a177-9a4ebc1a600b,58,,,"[68.4, 15.5]",3775617,1,,,,,0.7599799,,Right Foot,,,,"[80.5, 27.0]",Ground Pass,,16.693111,,,,,Jessica Sigsworth,31535.0,,,,,,,1,From Throw In,Lauren James,31531.0,Left Wing,6,Manchester United,1475,"['3076560b-5a17-48ee-8dce-5ebf1216de8c', 'cded46a5-2ea7-4a77-bca6-b7bc29a9d7c3']",22,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:22.513,Pass,True
,,,,,,,,,,,,,,,,,,1.784305,,,,,,,,,,,,b4e480b7-6da3-4be1-ab83-f814ef9a9156,62,,,"[73.1, 23.7]",3775617,1,,,,,3.0802364,,Right Foot,,,,"[43.8, 25.5]",Ground Pass,,29.355238,,,,,Millie Turner,31536.0,,,,,,,1,From Throw In,Jessica Sigsworth,31535.0,Center Forward,6,Manchester United,1475,"['2a7f2d16-ac96-4f5c-9f83-54d6afce39a5', '702c5050-92fc-4faa-b38e-d4808058c29e']",26,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:26.347,Pass,True
,,,,,,,,,,,,,,,,,,1.696711,,,,,,,,,,,,9d85747e-cb34-4ea9-8ccd-f0fbe0369e57,65,,,"[44.2, 27.4]",3775617,1,,,,,-0.11732935,,Right Foot,,,,"[70.5, 24.3]",Ground Pass,,26.482069,,,,,Jessica Sigsworth,31535.0,,,,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,6,Manchester United,1475,['ac11e466-6aac-4df5-93e8-ed798ed0f9b8'],29,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:29.984,Pass,
,,,,,,,,,,,,,,,,,,0.843631,,,,,,,,,,,,5c89d4bb-0e11-46bd-a895-309b4a54f22c,69,,,"[70.9, 21.8]",3775617,1,,,,,-0.1013465,,Right Foot,,,,"[82.7, 20.6]",Ground Pass,,11.86086,,,Incomplete,,Ella Toone,31534.0,,,,,,,1,From Throw In,Jessica Sigsworth,31535.0,Center Forward,6,Manchester United,1475,"['7dd268f1-e368-48a2-9009-7109d6a93cca', 'b9e54a6e-55e5-46e7-a292-8585b0740e26', 'eea8bf8a-a4a3-481d-8881-b82d76ec925f']",32,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:32.075,Pass,True
,,,,,,,,,,,,,,,,,,1.458157,,,,,,,,,,,,8d50e269-4072-437d-8f16-60e771fe3d63,74,,,"[30.4, 55.8]",3775617,1,,,,,-2.7551842,,Left Foot,,,,"[10.0, 47.5]",Ground Pass,,22.023851,,,,,Megan Walsh,15709.0,,,,,,,1,Regular Play,Emma Wilhelmina Koivisto,32403.0,Right Back,7,Brighton & Hove Albion WFC,965,"['75feede2-c49f-4a22-bd8f-7822801d9d3e', '9211fbd7-e6e7-423a-b9ae-8322f1e17dd5']",35,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:35.064,Pass,True
,,,,,,,,,,,,,,,,,,2.827074,,,,,,,,,,,,849029af-f622-4af8-a07c-30cd1e7a9f6c,76,,,"[10.0, 47.5]",3775617,1,,,,,0.35877067,,Right Foot,,,,"[60.4, 66.4]",High Pass,,53.827225,,,Incomplete,,,,,,,,,,1,Regular Play,Megan Walsh,15709.0,Goalkeeper,7,Brighton & Hove Albion WFC,965,['5234a9d4-daac-4bd6-a15c-0f156a699bed'],36,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:36.522,Pass,
,,,,,,,,,,,,,,,,,,0.976523,,,,,,,,,,,,c58fc7da-6dd7-4549-a175-55e4254d0e7c,79,,,"[39.6, 80.0]",3775617,1,,,,,-0.80426383,,,,,,"[44.8, 74.6]",Low Pass,,7.496666,,,,,Aileen Whelan,16374.0,,,,,,Throw-in,1,From Throw In,Emma Wilhelmina Koivisto,32403.0,Right Back,8,Brighton & Hove Albion WFC,965,['6c5e3217-ce47-4e11-9128-97e68dcd58e7'],54,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:54.034,Pass,
,,,,,,,,,,,,,,,,,,1.07765,,,,,,,,,,,,f9919e54-c6d2-4ed7-b457-661893329d1a,81,,,"[45.2, 74.6]",3775617,1,,,,,-2.894331,,Right Foot,,,,"[34.9, 72.0]",Low Pass,,10.623088,,,,,Emma Wilhelmina Koivisto,32403.0,,,,,,,1,From Throw In,Aileen Whelan,16374.0,Center Attacking Midfield,8,Brighton & Hove Albion WFC,965,['a1bc414d-5da2-4d16-bb90-d9d2d167d868'],55,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:55.011,Pass,
,,,,,,,,,,,,,,,,,,1.749092,,,,,,,,,,,,1e13ce75-eff6-4afb-8c0e-abacf7837108,84,,,"[32.8, 71.7]",3775617,1,,,,,0.03877366,,Right Foot,,,,"[56.0, 72.6]",High Pass,,23.217451,,,Incomplete,,,,,,,,,,1,From Throw In,Emma Wilhelmina Koivisto,32403.0,Right Back,8,Brighton & Hove Albion WFC,965,"['0eac0e8a-7177-4766-839c-d0c085ef3a0d', '59e43f86-bc46-4dfb-8a7a-28cc96b630ac']",56,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:56.088,Pass,True
,,,,,,,,,,,,,,,,,,1.346034,,,,,,,,,,,,0eac0e8a-7177-4766-839c-d0c085ef3a0d,85,,,"[64.1, 7.5]",3775617,1,,,,,0.8986835,,Head,,,,"[71.5, 16.8]",High Pass,,11.884864,,,,,Ella Toone,31534.0,,,,,,Recovery,1,Regular Play,Katie Zelem,31540.0,Left Defensive Midfield,9,Manchester United,1475,"['1e13ce75-eff6-4afb-8c0e-abacf7837108', 'd45de229-0e83-4487-a5bf-8b0f537f5c29']",57,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:57.837,Pass,
,,,,,,,,,,,,,,,,,,0.114826,,,,,,,,,,,,7840d319-95b3-4013-a7a0-1949844c6690,93,,,"[72.9, 28.0]",3775617,2,,,,,1.4758446,,Right Foot,,,,"[73.1, 30.1]",Ground Pass,,2.1095023,,,Incomplete,,Martha Harris,32618.0,,,,,,,1,Regular Play,Jessica Sigsworth,31535.0,Center Forward,9,Manchester United,1475,"['72d6612d-d083-4e00-876c-a7f9242916d8', 'e3547c58-7ec3-4dda-bdb0-e44f720b89b5']",3,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:03.021,Pass,
,,,,,,,,,,,,,,,,,,0.930297,,,,,,,,,,,,0deaafb0-1e99-433c-826f-dd62a6313da9,96,,,"[51.7, 37.8]",3775617,2,,,,,-0.17670886,,Right Foot,,,,"[57.3, 36.8]",Ground Pass,,5.6885853,,,,,Inessa Kaagman,15579.0,,,,,,Recovery,1,From Counter,Ellie Brazil,16393.0,Left Wing,10,Brighton & Hove Albion WFC,965,['d115b3d6-9f33-43eb-a8a9-28066a5c34fe'],4,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:04.806,Pass,
,,,,,,,,,,,,,,,,,,2.032865,,,,,,,,,,,,41a82c1a-5c0e-4e3a-afd0-574c0e2dbb70,98,,,"[57.9, 37.8]",3775617,2,,,,,-1.0385869,2706e45c-7b26-494e-a420-8c3331818c07,Left Foot,,,,"[68.5, 19.8]",Ground Pass,,20.88923,,,,,Ellie Brazil,16393.0,True,,,,,,1,From Counter,Inessa Kaagman,15579.0,Left Defensive Midfield,10,Brighton & Hove Albion WFC,965,['4b2dfcc5-cb77-494c-ba5f-b3c71d8b756f'],5,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:05.737,Pass,
,,,,,,,,,,,,,,,,,,1.367505,,,,,,,,,,,,f6a8b92d-a1ac-412b-9808-91dacd8f61f2,105,,,"[120.0, 0.1]",3775617,2,,,,,1.7803799,,Right Foot,,,,"[112.3, 36.3]",High Pass,True,37.009865,,,Incomplete,,Ellie Brazil,16393.0,,,,Inswinging,,Corner,1,From Corner,Megan Connolly,23413.0,Right Defensive Midfield,11,Brighton & Hove Albion WFC,965,"['270d5ce2-7f1d-444c-bb2a-86ebdfe26aea', 'bb644283-5910-4fe5-8afe-61feffed6ef8']",50,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:50.703,Pass,
,,,,,,,,,,,,,,,,,,1.785079,,,,,,,,,,,,6112c473-9735-4a15-98b1-7f1978198d2b,110,,,"[110.1, 6.7]",3775617,2,,,,,1.5851839,,Right Foot,True,,,"[109.5, 48.4]",High Pass,,41.704315,,,Incomplete,,,,,,True,,,,1,From Corner,Megan Connolly,23413.0,Right Defensive Midfield,11,Brighton & Hove Albion WFC,965,['23b8ea92-15da-4b5f-9e84-a32957df2a1d'],56,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:56.020,Pass,
,,,,,,,,,,,,,,,,,,1.266652,,,,,,,,,,,,627966a6-634e-48e8-9de1-ff5c5e7406c0,115,,,"[102.1, 72.8]",3775617,3,,,,,-2.6399887,,Right Foot,,,,"[99.0, 71.1]",Ground Pass,,3.535534,,,,,Maya Le Tissier,22337.0,,,,,,,1,From Corner,Aileen Whelan,16374.0,Center Attacking Midfield,11,Brighton & Hove Albion WFC,965,"['43b4e221-1bad-4d18-bc77-b59f261b65d7', '588775fc-5dff-43e0-a721-abf3276c6e71']",6,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:06.013,Pass,True
,,,,,,,,,,,,,,,,,,2.542252,,,,,,,,,,,,802f499e-4645-4a1b-9491-132105876f72,119,,,"[81.8, 60.9]",3775617,3,,,,,-2.4566307,,Left Foot,,,,"[60.5, 43.5]",Ground Pass,,27.503635,,,,,Emma Wilhelmina Koivisto,32403.0,,,,,,,1,From Corner,Maya Le Tissier,22337.0,Right Center Back,11,Brighton & Hove Albion WFC,965,['cd3389c9-cab8-4460-8a72-64163fec5cf2'],12,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:12.498,Pass,
,,,,,,,,,,,,,,,,,,0.845136,,,,,,,,,,,,c4830664-d03e-40b7-8ad2-18405b07f379,123,,,"[65.7, 38.8]",3775617,3,,,,,-1.8074139,,Right Foot,,,,"[62.3, 24.7]",Ground Pass,,14.504137,,,,,Felicity Gibbons,16392.0,,,,,,,1,From Corner,Emma Wilhelmina Koivisto,32403.0,Right Back,11,Brighton & Hove Albion WFC,965,"['785ed8d5-d715-488d-b288-a79eea84d253', '7d3944da-9b4b-42f1-bb59-e2eb2f8014a5']",17,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:17.447,Pass,True
,,,,,,,,,,,,,,,,,,1.559724,,,,,,,,,,,,9a78ddb4-cce4-4ae5-be41-32b4f1472df6,127,,,"[53.8, 25.1]",3775617,3,,,,,1.6035714,,Right Foot,,,,"[53.2, 43.4]",Ground Pass,,18.309834,,,,,Megan Connolly,23413.0,,,,,,,1,From Corner,Felicity Gibbons,16392.0,Left Back,11,Brighton & Hove Albion WFC,965,"['2c5b0ab1-5ea2-48cc-9e70-c823a9f26997', '41b3955e-80eb-4384-9612-4e2bdbde25f0']",20,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:20.148,Pass,True
