ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,5.230229,,,,,,,,,,,,,,14ef080f-96da-4472-a765-2523198a8d23,17,,"[18.7, 12.4]",3764235,0,,,,-0.01952332,,Left Foot,,,"[90.4, 11.0]",,High Pass,,71.71367,,,,Yana Daniëls,10093.0,,,,,,1,From Kick Off,Gemma Evans,16381.0,Left Center Back,2,Bristol City WFC,973,['f84fc620-ce04-4509-9650-78a01446d3fb'],8,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:08.533,Pass,
,,,,,,,,,,,,,,,0.970182,,,,,,,,,,,,,,e69f49b4-159a-423c-9157-bf883e4ccd9b,20,,"[94.5, 7.0]",3764235,0,,,,-2.9845629,,Right Foot,,,"[82.5, 5.1]",,Ground Pass,,12.149486,,,,Chloe Logarzo,25547.0,,,,,,1,From Kick Off,Yana Daniëls,10093.0,Left Midfield,2,Bristol City WFC,973,['10474f83-e2d0-46f1-aeaa-e1287d7f8332'],15,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:15.286,Pass,
,,,,,,,,,,,,,,,1.241614,,,,,,,,,,,,,,044553f1-d71e-4188-88a4-c48af3bfba10,24,,"[81.4, 5.7]",3764235,0,,,,-2.6734607,,Right Foot,,,"[72.5, 1.2]",,Ground Pass,,9.972963,,,,Jemma Elizabeth Purfield,24239.0,,,,,,1,From Kick Off,Chloe Logarzo,25547.0,Left Center Forward,2,Bristol City WFC,973,"['73234005-521c-4918-aed5-b2310a757369', '89881134-fe0c-4aae-9b2d-a097c02039f6']",17,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:17.140,Pass,True
,,,,,,,,,,,,,,,3.245663,,,,,,,,,,,,,,63413df5-a84e-4377-8522-27b4053f87fc,26,,"[72.2, 1.5]",3764235,0,,,,0.6267429,,Left Foot,,,"[92.5, 16.2]",,Ground Pass,,25.063519,,Incomplete,,,,,,,,,1,From Kick Off,Jemma Elizabeth Purfield,24239.0,Left Back,2,Bristol City WFC,973,['c5617a48-1a88-48b9-b8fa-55c5469f19b1'],18,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:18.382,Pass,
,,,,,,,,,,,,,,,2.06872,,,,,,,,,,,,,,c5617a48-1a88-48b9-b8fa-55c5469f19b1,27,,"[27.6, 63.9]",3764235,0,,,,-2.390834,,Right Foot,,,"[6.7, 44.4]",,Ground Pass,,28.58426,,,,Ann-Katrin Berger,15560.0,,,,,Recovery,1,Regular Play,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,"['54472e98-a934-4fce-868f-b84179c7aa58', '63413df5-a84e-4377-8522-27b4053f87fc']",21,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:21.628,Pass,
,,,,,,,,,,,,,,,2.410417,,,,,,,,,,,,,,379041aa-f551-4151-ad9e-bee0758fcdfa,30,,"[14.2, 43.7]",3764235,0,,,,-0.46457097,,Right Foot,,,"[57.5, 22.0]",,High Pass,,48.433254,,Incomplete,,Erin Cuthbert,4660.0,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,3,Chelsea FCW,971,"['70063abb-10c0-410f-a1fc-dc3e5424bffa', 'd8218cc0-c668-4972-802a-dbd8777b3585']",27,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:27.427,Pass,
,,,,,,,,,,,,,,,1.891103,,,,,,,,,,,,,,70063abb-10c0-410f-a1fc-dc3e5424bffa,32,,"[62.6, 58.1]",3764235,0,,,,-0.27829966,,Head,,,"[73.1, 55.1]",,High Pass,,10.920165,,Incomplete,,Aimee Palmer,36801.0,,,,,Recovery,1,Regular Play,Florence Allen,24922.0,Right Back,3,Chelsea FCW,971,"['379041aa-f551-4151-ad9e-bee0758fcdfa', 'c987c119-ed52-41c6-b7d4-c19f8d5966b1', 'd4be28d9-0613-4b8f-94eb-3222ad0eb262']",29,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:29.838,Pass,
,,,,,,,,,,,,,,,0.980085,,,,,,,,,,,,,,d4be28d9-0613-4b8f-94eb-3222ad0eb262,34,,"[47.0, 25.0]",3764235,0,,,,-2.0123887,,Right Foot,,,"[41.8, 14.0]",,Ground Pass,,12.167169,,,,Hannah Jayne Blundell,17275.0,,,,,Recovery,1,Regular Play,Erin Cuthbert,4660.0,Left Center Midfield,3,Chelsea FCW,971,"['70063abb-10c0-410f-a1fc-dc3e5424bffa', 'd18b418f-07d1-434a-8c1b-5da372525dff']",31,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:31.729,Pass,
,,,,,,,,,,,,,,,2.152748,,,,,,,,,,,,,,c444e024-3b0b-4a60-bf38-9dbb776f39f0,37,,"[42.2, 13.3]",3764235,0,,,,2.8893502,,Right Foot,,,"[22.8, 18.3]",,Ground Pass,,20.033972,,,,Magdalena Lilly Eriksson,4633.0,,,,,,1,Regular Play,Hannah Jayne Blundell,17275.0,Left Back,3,Chelsea FCW,971,['c114b964-dc9f-4ac2-8ba8-a287415ee132'],33,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:33.467,Pass,
,,,,,,,,,,,,,,,3.336863,,,,,,,,,,,,,,1799f7cd-e95c-4232-ab4b-13950be44dfc,40,,"[22.8, 18.2]",3764235,0,,,,1.605917,,Left Foot,,,"[21.5, 55.2]",,Ground Pass,,37.02283,,,,Millie Bright,4642.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,['33d32f7e-116d-4074-bd0a-f90f63cf1e14'],37,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:37.278,Pass,
,,,,,,,,,,,,,,,1.602362,,,,,,,,,,,,,,b7341254-6969-43ab-8591-71ef4247dcfd,43,,"[22.6, 60.0]",3764235,0,,,,0.7638188,,Right Foot,,,"[36.8, 73.6]",,Ground Pass,,19.662146,,,,Maren Nævdal Mjelde,10395.0,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,['873e9d90-d641-466d-a2fd-e243a3942df4'],41,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:41.435,Pass,
,,,,,,,,,,,,,,,0.981894,,,,,,,,,,,,,,18925d04-7e96-4233-aa5c-18e52f671d37,46,,"[36.5, 71.4]",3764235,0,,,,-0.9990195,,Right Foot,,,"[43.9, 59.9]",,Ground Pass,,13.67516,,,,Melanie Leupolz,15648.0,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,3,Chelsea FCW,971,['513b7437-71fc-4350-8a4a-bbffcaed42de'],43,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:43.998,Pass,
,,,,,,,,,,,,,,,0.846629,,,,,,,,,,,,,,d4c4c99e-4570-4035-9a3a-29487f42a2ff,50,,"[43.7, 64.2]",3764235,0,,,,1.5707964,,Right Foot,,,"[43.7, 75.0]",,Ground Pass,,10.8,,,,Maren Nævdal Mjelde,10395.0,,,,,,1,Regular Play,Melanie Leupolz,15648.0,Center Defensive Midfield,3,Chelsea FCW,971,"['084d54d7-7baf-455e-889d-509a2d4c72b1', '6351962a-a09b-48b1-92e7-88b058828038']",46,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:46.880,Pass,True
,,,,,,,,,,,,,,,2.186116,,,,,,,,,,,,,,be8dd46b-377f-49e9-b244-002dbd7d7b7c,52,,"[43.4, 73.8]",3764235,0,,,,-2.5834692,,Right Foot,,,"[24.5, 62.0]",,Ground Pass,,22.281158,,,,Millie Bright,4642.0,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,3,Chelsea FCW,971,['822ae297-96f1-4d09-b183-d98d40e6c568'],47,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:47.726,Pass,
,,,,,,,,,,,,,,,2.392925,,,,,,,,,,,,,,da29ec16-3eaf-4a5d-83b1-37915544be27,55,,"[25.7, 60.3]",3764235,0,,,,-1.5336705,,Right Foot,,,"[27.0, 25.3]",,Ground Pass,,35.024136,,,,Magdalena Lilly Eriksson,4633.0,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,['0a8c23a6-790a-449b-b79e-d2ff8ac50d72'],51,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:51.021,Pass,
,,,,,,,,,,,,,,,0.70054,,,,,,,,,,,,,,19ae05ce-1f93-45c9-a8cc-6882c331ac6f,58,,"[44.7, 23.5]",3764235,0,,,,0.9652517,,Left Foot,,,"[49.2, 30.0]",,Ground Pass,,7.905694,,,,So-Yun Ji,4647.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,['79026917-f40b-420e-aafb-f8f1f6693c9b'],56,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:56.619,Pass,
,,,,,,,,,,,,,,,1.565782,,,,,,,,,,,,,,d0b6f4fb-cef3-4c8d-b306-fb2aeef858fe,62,,"[47.8, 27.8]",3764235,0,,,,1.8700788,,Right Foot,,,"[39.5, 54.7]",,Ground Pass,,28.151377,,,,Millie Bright,4642.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Right Center Midfield,3,Chelsea FCW,971,"['55e2eda1-0235-48ed-81be-6d137afbdde1', '84fa9cba-9e57-42d9-b30c-2cccd2202a6e']",58,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:58.150,Pass,True
,,,,,,,,,,,,,,,1.488148,,,,,,,,,,,,,,0d689128-da0b-4c2b-ae80-4b3f99d5c409,65,,"[44.3, 61.1]",3764235,1,,,,0.8275188,,Right Foot,,,"[56.8, 74.7]",,Ground Pass,,18.47187,,,,Maren Nævdal Mjelde,10395.0,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,3,Chelsea FCW,971,['7cae5102-1f4c-4f36-9020-686503ac7f0a'],1,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:01.426,Pass,
,,,,,,,,,,,,,,,0.602205,,,,,,,,,,,,,,b2c59024-299a-424a-9aaf-24fddd701183,69,,"[63.6, 72.5]",3764235,1,,,,0.0,,Right Foot,,,"[70.6, 72.5]",,Ground Pass,,7.0,,,,Francesca Kirby,4641.0,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,3,Chelsea FCW,971,"['ee3cd8bb-70df-47a5-ba06-cb745d6141ff', 'f4a83f65-28b5-4912-8a96-5e59696c05ba']",3,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:03.935,Pass,True
,,,,,,,,,,,,,,,0.791017,,,,,,,,,,,,,,8cbeab6a-98d1-4a65-88e9-f8ce801b04a6,73,,"[70.6, 73.6]",3764235,1,,,,-1.8736812,,Right Foot,,,"[68.6, 67.2]",,Ground Pass,,6.7052217,,,,Maren Nævdal Mjelde,10395.0,,,,,,1,Regular Play,Francesca Kirby,4641.0,Center Forward,3,Chelsea FCW,971,['f7ed9dde-1fd0-42f5-afbd-81d7176db9f6'],4,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:04.846,Pass,
,,,,,,,,,,,,,,,0.339425,,,,,,,,,,,,,,6c0da46b-33e4-4669-82c1-3e4a20c1a7e3,76,,"[69.8, 66.4]",3764235,1,,,,0.3172663,,Left Foot,,,"[76.5, 68.6]",,Ground Pass,,7.05195,,Incomplete,,Francesca Kirby,4641.0,,,,,,1,Regular Play,Maren Nævdal Mjelde,10395.0,Right Back,3,Chelsea FCW,971,"['31633395-b57b-478b-a5d5-b138007c6b1b', '8ba12bac-c4f6-4f6d-8f9c-ec595cdd2f4f']",6,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:06.289,Pass,
,,,,,,,,,,,,,,,1.009378,,,,,,,,,,,,,,2d902937-0e7f-4ff4-b742-fcab038dabc6,85,,"[31.9, 6.0]",3764235,1,,,,2.9020934,,Right Foot,,,"[23.3, 8.1]",,Ground Pass,,8.852683,,,,Jemma Elizabeth Purfield,24239.0,,,,,,1,Regular Play,Yana Daniëls,10093.0,Left Midfield,4,Bristol City WFC,973,['0d1d7d42-fc1d-43ca-a47e-df03eabd47f2'],14,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:14.271,Pass,
,,,,,,,,,,,,,,,1.302806,,,,,,,,,,,,,,81e40c17-97c1-4ed7-8bfa-6056d364d087,87,,"[23.3, 8.1]",3764235,1,,,,0.04030075,,Left Foot,,,"[48.1, 9.1]",,High Pass,,24.820152,,,,Chloe Logarzo,25547.0,,,,,,1,Regular Play,Jemma Elizabeth Purfield,24239.0,Left Back,4,Bristol City WFC,973,['034b3978-9e3a-427b-a1b2-a95db94e321e'],15,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:15.280,Pass,
,,,,,,,,,,,,,,,0.899329,,,,,,,,,,,,,,f37932a1-a34a-49e1-8351-a502ce83a6b2,94,,"[57.9, 9.3]",3764235,1,,,,-2.0817459,,Right Foot,,,"[54.2, 2.7]",,Ground Pass,,7.566373,,,,Yana Daniëls,10093.0,,,,,,1,Regular Play,Charlie Wellings,15563.0,Right Center Forward,4,Bristol City WFC,973,"['5485fc2a-c298-4255-aea0-ce585b9a30a7', '7dbe4e16-a960-4472-890e-a25a13e5ea0d']",19,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:19.897,Pass,True
,,,,,,,,,,,,,,,2.329046,,,,,,,,,,,,,,969e757d-d5a4-40d4-b9dc-91c1ae0ef01a,100,,"[65.3, 4.5]",3764235,1,,,,2.721282,,Left Foot,,,"[34.2, 18.4]",,Ground Pass,,34.064938,,,,Gemma Evans,16381.0,,,,,Free Kick,1,From Free Kick,Jemma Elizabeth Purfield,24239.0,Left Back,5,Bristol City WFC,973,['a09b3065-4e2a-49d9-9427-329cd021f546'],42,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:42.666,Pass,
,,,,,,,,,,,,,,,2.566871,,,,,,,,,,,,,,78d37029-51f1-4399-988d-215a84a33089,103,,"[32.9, 25.6]",3764235,1,,,,2.4561467,,Left Foot,,,"[13.7, 41.3]",,Ground Pass,,24.801815,,,,Sophie Baggaley,16376.0,,,,,,1,From Free Kick,Gemma Evans,16381.0,Left Center Back,5,Bristol City WFC,973,['3da24daf-d700-4f40-94dc-04a622a14675'],46,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:46.274,Pass,
,,,,,,,,,,,,,,,2.762349,,,,,,,,,,,,,,a95d7b85-693d-4ea2-9d84-7b1d5131c90e,106,,"[22.0, 47.1]",3764235,1,,,,0.6809285,,Right Foot,,,"[57.3, 75.7]",,High Pass,,45.431816,,,,Florence Allen,24922.0,,,,,,1,From Free Kick,Sophie Baggaley,16376.0,Goalkeeper,5,Bristol City WFC,973,['e7b73dbe-03fa-4ca7-a808-118ac083ea63'],51,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:51.807,Pass,
,,,,,,,,,,,,,,,1.64224,,,,,,,,,,,,,,a3483694-c81b-4f54-a457-9b190260e709,108,,"[57.3, 75.7]",3764235,1,,,,3.1415927,,Right Foot,,,"[42.9, 75.7]",,Low Pass,,14.4,,,,Jasmine Matthews,15618.0,,,,,,1,From Free Kick,Florence Allen,24922.0,Right Back,5,Bristol City WFC,973,['03051113-ead8-42f9-8b85-752cc202e7f0'],54,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:54.570,Pass,
,,,,,,,,,,,,,,,1.839402,,,,,,,,,,,,,,74efa545-a6c0-4869-9412-0fe8af24120c,112,,"[44.8, 74.6]",3764235,1,,,,-0.19455196,,Left Foot,,,"[65.1, 70.6]",,Low Pass,,20.690336,,Incomplete,,Charlie Wellings,15563.0,,,,,,1,From Free Kick,Jasmine Matthews,15618.0,Right Center Back,5,Bristol City WFC,973,"['34beae27-5d8c-4d67-928f-aa9350fa6c43', '4af42c27-13c4-4eca-80a1-4e769101d7c1', '78af4232-880c-43db-9eb7-c8da126bfeaa']",56,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:56.552,Pass,True
,,,,,,,,,,,,,,,1.999662,,,,,,,,,,,,,,4af42c27-13c4-4eca-80a1-4e769101d7c1,114,,"[55.0, 9.5]",3764235,1,,,,0.7491821,,Right Foot,,,"[69.3, 22.8]",,Low Pass,,19.528954,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Hannah Jayne Blundell,17275.0,Left Back,5,Bristol City WFC,973,"['74efa545-a6c0-4869-9412-0fe8af24120c', '8567f091-d05c-4782-92a5-7002386df17e']",58,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:58.391,Pass,
,,,,,,,,,,,,,,,0.988244,,,,,,,,,,,,,,8567f091-d05c-4782-92a5-7002386df17e,115,,"[50.8, 57.3]",3764235,2,,,,0.12970254,,Right Foot,,,"[62.3, 58.8]",,Ground Pass,,11.597413,,,,Charlie Wellings,15563.0,,,,,Recovery,1,From Free Kick,Ella Jade Mastrantonio,46737.0,Left Center Midfield,5,Bristol City WFC,973,"['4af42c27-13c4-4eca-80a1-4e769101d7c1', '8813ea9a-419f-4e82-8f9c-a043b6e15578']",0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:00.391,Pass,
,,,,,,,,,,,,,,,0.582234,,,,,,,,,,,,,,e407d07b-5d7b-4a25-ad52-90e1e98091cb,117,,"[62.3, 58.8]",3764235,2,,,,1.8249211,,Right Foot,,,"[60.3, 66.5]",,Ground Pass,,7.955501,,,,Aimee Palmer,36801.0,,,,,,1,From Free Kick,Charlie Wellings,15563.0,Right Center Forward,5,Bristol City WFC,973,['0f135a07-04b1-4e2d-ae43-5705e57ba147'],1,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:01.379,Pass,
