bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.752474,,,,,,,,,,,,,,,5987f634-2dcb-4533-9714-c895b62f046e,19,,,"[51.2, 73.9]",2275049,0,,,,,-2.9869921,,Right Foot,,,"[28.1, 70.3]",,Ground Pass,,23.378836,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,From Kick Off,Cecilie Redisch Kvamme,31553.0,Right Wing Back,2,West Ham United LFC,972,['3eaa50fd-d198-46f6-96e5-7a8aa0b8a361'],12,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:12.674,Pass,
,,,,,,,,,,,,,,,,,1.723437,,,,,,,,,,,,,,,890dde5f-6725-4037-897d-189341d730aa,22,,,"[25.1, 69.5]",2275049,0,,,,,-2.4733033,,Right Foot,,,"[4.2, 53.0]",,Ground Pass,,26.628181,,,Anne Moorhouse,22027.0,,,,,,1,From Kick Off,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,2,West Ham United LFC,972,['0db9eebd-9999-4d91-8778-fa28ede63399'],15,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:15.059,Pass,
,,,,,,,,,,,,,,,,,2.772277,,,,,,,,,,,,,,,c974227a-84ba-4ec7-ba64-ffc33d38fef9,24,,,"[4.4, 51.8]",2275049,0,,,,,0.53326285,,Right Foot,,,"[49.8, 78.6]",,High Pass,,52.720016,,Out,,,,,,,,1,From Kick Off,Anne Moorhouse,22027.0,Goalkeeper,2,West Ham United LFC,972,,16,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:16.782,Pass,
,,,,,,,,,,,,,,,,,1.275574,,,,,,,,,,,,,,,c4d3feb8-ed29-4ad0-a1b2-c9103af07ca9,25,,,"[69.6, 0.1]",2275049,0,,,,,1.9486676,,,,,"[64.4, 13.2]",,Low Pass,,14.094325,,,Jade Moore,10190.0,,,,,Throw-in,1,From Throw In,Rachel Rowe,19780.0,Left Wing Back,3,Reading WFC,974,['85c45a6e-4e6f-4595-9bf5-3285e2af801b'],38,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:38.859,Pass,
,,,,,,,,,,,,,,,,,0.953362,,,,,,,,,,,,,,,dcd356f7-50bf-4570-9ee1-7a0861fa4ff0,28,,,"[65.1, 7.4]",2275049,0,,,,,0.30998638,,Right Foot,,,"[77.9, 11.5]",,Ground Pass,,13.44061,,,Remi Allen,18149.0,,,,,,1,From Throw In,Jade Moore,10190.0,Right Defensive Midfield,3,Reading WFC,974,['c2c78c08-5dae-45ff-a817-cb51d649f51f'],41,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:41.775,Pass,
,,,,,,,,,,,,,,,,,3.184942,,,,,,,,,,,,,,,963c3d78-7a15-4590-b590-44f6dcac1930,33,,,"[64.4, 10.2]",2275049,0,,,,,2.1144671,,Right Foot,,,"[45.3, 41.8]",,High Pass,,36.92384,,,Kristine Leine,31628.0,,,,,,1,From Throw In,Remi Allen,18149.0,Left Defensive Midfield,3,Reading WFC,974,"['168d1f42-2a8f-4be7-b8fc-858ef77330e7', '8c0e5a96-df0e-49f3-ad7a-1d2db1bebce9']",47,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:47.584,Pass,True
,,,,,,,,,,,,,,,,,4.139935,,,,,,,,,,,,,,,95e2335a-f067-4aac-a04d-c184c6cf4b28,36,,,"[53.3, 47.2]",2275049,0,,,,,0.37746456,,Right Foot,,,"[98.7, 65.2]",,High Pass,,48.8381,,,Amalie Vevle Eikeland,26570.0,,,,,,1,From Throw In,Kristine Leine,31628.0,Center Back,3,Reading WFC,974,['9ff914b5-8e73-43e4-a5f7-27176113ee19'],52,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:52.578,Pass,
,,,,,,,,,,,,,,,,,3.331443,,,,,,,,,,,,,,,78e3317e-296c-4f36-9d70-25bd3cdbca9d,43,,,"[6.0, 36.0]",2275049,1,,,,,0.8396272,,Right Foot,,,"[45.2, 79.7]",,High Pass,,58.705452,,Out,Cecilie Redisch Kvamme,31553.0,,True,,,Goal Kick,1,From Goal Kick,Anne Moorhouse,22027.0,Goalkeeper,4,West Ham United LFC,972,['c41a24c4-21d6-4e29-9ab1-0f5b46cf1544'],14,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:14.169,Pass,
,,,,,,,,,,,,,,,,,4.70033,,,,,,,,,,,,,,,22ae5d2b-30cf-41e0-9b80-acb689405340,45,,,"[67.7, 0.1]",2275049,1,,,,,2.1386404,,,,,"[49.2, 29.1]",,High Pass,,34.3984,,,Kristine Leine,31628.0,,,,,Throw-in,1,From Throw In,Rachel Rowe,19780.0,Left Wing Back,5,Reading WFC,974,['e87096c5-dd2a-4269-b8e3-74144dc7b7e0'],27,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:27.865,Pass,
,,,,,,,,,,,,,,,,,2.02543,,,,,,,,,,,,,,,c7ebf70d-5282-4415-8cb6-99394f46c84e,47,,,"[49.0, 28.3]",2275049,1,,,,,2.813707,,Left Foot,,,"[24.6, 36.6]",,Ground Pass,,25.773048,,,Grace Moloney,15719.0,,,,,,1,From Throw In,Kristine Leine,31628.0,Center Back,5,Reading WFC,974,['e95d0af9-cf80-47ef-a2d5-4ae29a7d61ee'],32,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:32.565,Pass,
,,,,,,,,,,,,,,,,,1.481417,,,,,,,,,,,,,,,60b689bc-35ae-4a41-880d-e226b24ec99e,50,,,"[26.2, 37.2]",2275049,1,,,,,0.9886588,,Left Foot,,,"[36.6, 53.0]",,Ground Pass,,18.915602,,,Kristine Leine,31628.0,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,5,Reading WFC,974,['b2b3bbc2-d417-4ac2-9ab4-9aaf4a51fcc1'],35,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:35.957,Pass,
,,,,,,,,,,,,,,,,,1.5424,,,,,,,,,,,,,,,caa0761d-38af-4306-8a59-2b4b4206ae62,53,,,"[36.6, 51.9]",2275049,1,,,,,-0.8970599,,Right Foot,,,"[56.0, 27.6]",,Ground Pass,,31.094212,,,Remi Allen,18149.0,,,,,,1,From Throw In,Kristine Leine,31628.0,Center Back,5,Reading WFC,974,['80964924-1bd7-4bf6-a08c-df24cc45182e'],38,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:38.311,Pass,
,,,,,,,,,,,,,,,,,1.521393,,,,,,,,,,,,,,,a0c0413b-a085-4bb1-aa86-e909c09d6846,56,,,"[57.3, 24.6]",2275049,1,,,,,0.0069685285,,Right Foot,,,"[86.0, 24.8]",,Low Pass,,28.700697,,Incomplete,Rachel Rowe,19780.0,,,Through Ball,True,,1,From Throw In,Remi Allen,18149.0,Left Defensive Midfield,5,Reading WFC,974,"['b0933406-d2cf-4ffb-836d-6129af4e97b6', 'ec494495-faf9-4674-bade-9494a689d1c9']",41,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:41.326,Pass,
,,,,,,,,,,,,,,,,,1.449555,,,,,,,,,,,,,,,5b6fe97d-26e6-4738-adf5-1425e674ad22,60,,,"[14.2, 56.7]",2275049,1,,,,,-2.822523,,Left Foot,,,"[3.0, 53.0]",,Ground Pass,,11.795338,,,Anne Moorhouse,22027.0,,,,,,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,5,Reading WFC,974,['0a7430c5-7f20-481c-80ef-54d9636c21d3'],45,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:45.334,Pass,
,,,,,,,,,,,,,,,,,3.595371,,,,,,,,,,,,,,,33b32850-59e5-43ff-8d43-c7dfc8f5d247,63,,,"[3.0, 53.0]",2275049,1,,,,,0.14079452,,Right Foot,,,"[66.5, 62.0]",,High Pass,,64.13462,,Incomplete,,,,,,,,1,From Throw In,Anne Moorhouse,22027.0,Goalkeeper,5,Reading WFC,974,"['0e01885c-3636-4af8-8f0f-4de183ad61e3', 'cecc74be-501c-41ef-b2fd-de3cfc8d5516']",46,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:46.784,Pass,True
,,,,,,,,,,,,,,,,,1.805943,,,,,,,,,,,,,,,0e01885c-3636-4af8-8f0f-4de183ad61e3,64,,,"[53.6, 18.1]",2275049,1,,,,True,-0.23317981,,,,,"[69.6, 14.3]",,High Pass,,16.44506,,Incomplete,,,,,,,Recovery,1,From Throw In,Sophie Howard,15720.0,Left Center Back,5,Reading WFC,974,"['33b32850-59e5-43ff-8d43-c7dfc8f5d247', '9619696c-af41-4a8f-b6ae-2baf8d1aa7cc', 'e5b4e5ec-178b-45e3-8cc9-13386ef00c4c']",50,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:50.379,Pass,True
,,,,,,,,,,,,,,,,,4.061902,,,,,,,,,,,,,,,e5b4e5ec-178b-45e3-8cc9-13386ef00c4c,66,,,"[50.5, 65.8]",2275049,1,,,,,-0.1993373,,Right Foot,,,"[80.2, 59.8]",,High Pass,,30.3,,Incomplete,,,,,,,Recovery,1,From Throw In,Kenza Dali,15421.0,Right Center Midfield,5,Reading WFC,974,"['0e01885c-3636-4af8-8f0f-4de183ad61e3', '163e090c-5743-4da0-b464-c914a74de928']",52,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:52.185,Pass,
,,,,,,,,,,,,,,,,,3.824224,,,,,,,,,,,,,,,163e090c-5743-4da0-b464-c914a74de928,68,,,"[39.9, 20.3]",2275049,1,,,,,2.629011,,Right Foot,,,"[15.2, 34.2]",,Ground Pass,,28.342548,,,Grace Moloney,15719.0,,,,,Recovery,1,From Throw In,Kristine Leine,31628.0,Center Back,5,Reading WFC,974,"['0f473ecf-52f7-411c-8ad9-110dbfdd735d', 'c2121b5d-74ec-4db8-80b7-39686459b4f8', 'e5b4e5ec-178b-45e3-8cc9-13386ef00c4c']",56,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:56.247,Pass,True
,,,,,,,,,,,,,,,,,2.506071,,,,,,,,,,,,,,,1eb24b0b-dc4e-4a39-80ba-7ff82bb927e4,71,,,"[20.2, 36.2]",2275049,2,,,,,-0.1904872,,Right Foot,,,"[64.8, 27.6]",,High Pass,,45.42158,,Incomplete,Lisa-Marie Utland,10387.0,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,5,Reading WFC,974,"['299aabf2-42e4-4bb3-a08a-82288f035c74', '3e53a475-a22f-4b25-872d-bbe5c60c8261']",5,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:05.961,Pass,
,,,,,,,,,,,,,,,,,2.803951,,,,,,,,,,,,,,,2ed0c331-444f-4c3f-8314-be0b0e836114,77,,,"[55.3, 39.6]",2275049,2,,,,,-0.30189946,,Right Foot,,,"[84.2, 30.6]",,High Pass,,30.26896,,Incomplete,,,,,,,,1,From Throw In,Kate Longhurst,18147.0,Left Center Midfield,5,Reading WFC,974,['862ada53-c1d0-44d8-aee4-ef2f26a125dd'],11,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:11.308,Pass,
,,,,,,,,,,,,,,,,,4.470375,,,,,,,,,,,,,,,862ada53-c1d0-44d8-aee4-ef2f26a125dd,78,,,"[35.9, 49.5]",2275049,2,,,,,-2.4742866,,Right Foot,,,"[12.8, 31.3]",,Low Pass,,29.408333,,,Grace Moloney,15719.0,,,,,Recovery,1,From Throw In,Angharad James,15577.0,Right Center Back,5,Reading WFC,974,"['2ed0c331-444f-4c3f-8314-be0b0e836114', '587f2f72-1d26-4e57-aa21-c9d5a7fbe64c']",14,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:14.112,Pass,
,,,,,,,,,,,,,,,,,0.970472,,,,,,,,,,,,,,,2703195e-347c-457c-a334-4270af51ae7d,82,,,"[106.8, 50.0]",2275049,3,,,,,-2.228685,a7cc976b-bb80-47aa-ad53-85fbf1d0e060,Right Foot,,,"[103.4, 45.6]",True,Ground Pass,,5.5605755,,,Katharina Baunach,31557.0,,,,,Free Kick,1,From Free Kick,Kenza Dali,15421.0,Right Center Midfield,6,West Ham United LFC,972,['e5a824f9-0a88-41eb-8d11-4831cdcd3b42'],17,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:17.285,Pass,
,,,,,,,,,,,,,,,,,2.354516,,,,,,,,,,,,,,,92642c44-d58b-41c8-923d-292e97d7eebc,86,,,"[61.0, 40.1]",2275049,3,,,,,1.2611979,,Left Foot,,,"[72.1, 74.8]",,Low Pass,,36.43213,,,Amalie Vevle Eikeland,26570.0,,,,,Kick Off,1,From Kick Off,Fara Williams,10251.0,Center Attacking Midfield,7,Reading WFC,974,['68ee4e5b-9fdb-4765-a122-ba845611da95'],53,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:53.247,Pass,
,,,,,,,,,,,,,,,,,2.251143,,,,,,,,,,,,,,,846ceb4d-3721-4317-84b0-d09bf6078bc9,89,,,"[94.1, 75.6]",2275049,4,,,,,-2.9229238,,Right Foot,,,"[77.0, 71.8]",,Ground Pass,,17.517134,,,Angharad James,15577.0,,,,,,1,From Kick Off,Amalie Vevle Eikeland,26570.0,Right Wing Back,7,Reading WFC,974,['99bfe3a7-cd7c-4b4a-9a70-bbf06c6c2613'],0,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:00.432,Pass,
,,,,,,,,,,,,,,,,,1.438423,,,,,,,,,,,,,,,09adb5bd-0553-4776-842d-1a545399710b,92,,,"[77.7, 71.6]",2275049,4,,,,,-0.7823022,,Right Foot,,,"[93.9, 55.5]",,High Pass,,22.839659,,,Fara Williams,10251.0,,,,,,1,From Kick Off,Angharad James,15577.0,Right Center Back,7,Reading WFC,974,['10d3c3c9-db43-41b0-9b7f-e0a8b8153fac'],3,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:03.491,Pass,
,,,,,,,,,,,,,,,,,2.202559,,,,,,,,,,,,,,,12caf01d-9775-4f64-b946-d0e83f20e8bc,95,,,"[90.3, 54.4]",2275049,4,,,,,0.047583103,,Right Foot,,,"[98.7, 54.8]",,High Pass,,8.409518,,Incomplete,Jade Moore,10190.0,,,,,,1,From Kick Off,Fara Williams,10251.0,Center Attacking Midfield,7,Reading WFC,974,"['26a8cc7e-d079-4696-9759-bb93a199fb73', 'f409a143-da31-4b17-a95e-3fb6f67d0a84']",6,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:06.314,Pass,
,,,,,,,,,,,,,,,,,1.585126,,,,,,,,,,,,,,,f409a143-da31-4b17-a95e-3fb6f67d0a84,97,,,"[21.4, 25.3]",2275049,4,,,,True,-1.3775848,,,,,"[22.3, 20.7]",,High Pass,,4.6872168,,Incomplete,,,,,,,Recovery,1,From Kick Off,Kate Longhurst,18147.0,Left Center Midfield,7,Reading WFC,974,"['12caf01d-9775-4f64-b946-d0e83f20e8bc', '9bf82db8-2412-4f1c-a76b-99dd2b4a4986', 'd46d54fe-dfca-4661-9269-2049994edbe3']",8,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:08.517,Pass,True
,,,,,,,,,,,,,,,,,0.481842,,,,,,,,,,,,,,,e87db007-6525-4f0d-9a0d-dfe1b27a60d6,101,,,"[97.1, 58.2]",2275049,4,,,,,-2.4668517,,Right Foot,,,"[94.1, 55.8]",,Ground Pass,,3.8418746,,,Fara Williams,10251.0,,,,,,1,From Kick Off,Amalie Vevle Eikeland,26570.0,Right Wing Back,7,Reading WFC,974,['05dd0a2f-c7a3-4efa-a0e5-250c88a90849'],10,,,,,,,,,,,,,,,,,,,,Reading WFC,974,00:04:10.696,Pass,
,,,,,,,,,,,,,,,,,1.795469,,,,,,,,,,,,,,,6c8e3f7f-2da3-4cf3-a4ac-bac0eaabb644,110,,,"[36.2, 23.2]",2275049,4,,,,,2.8411155,,Left Foot,,,"[22.0, 27.6]",,Ground Pass,,14.866069,,,Brooke Hendrix,18159.0,,,,,Free Kick,1,From Free Kick,Laura Vetterlein,31556.0,Left Center Back,9,West Ham United LFC,972,['54ae37bc-170f-4e09-a851-9e5c2ed95bcc'],26,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:26.565,Pass,
,,,,,,,,,,,,,,,,,2.396254,,,,,,,,,,,,,,,4933024a-9134-43c7-8bcc-e2bea6c6c743,113,,,"[22.5, 28.5]",2275049,4,,,,,2.3652577,,Left Foot,,,"[5.8, 44.9]",,Ground Pass,,23.406197,,,Anne Moorhouse,22027.0,,,,,,1,From Free Kick,Brooke Hendrix,18159.0,Center Back,9,West Ham United LFC,972,['45d98941-6755-494d-93a1-70a54f9343df'],30,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:30.367,Pass,
,,,,,,,,,,,,,,,,,2.007856,,,,,,,,,,,,,,,ffa372d7-1840-40b3-8e4d-2dd56abefcb2,117,,,"[5.6, 54.0]",2275049,4,,,,,0.18128693,,Right Foot,,,"[54.7, 63.0]",,High Pass,,49.918034,,Incomplete,Alisha Lehmann,18153.0,,,,,,1,From Free Kick,Anne Moorhouse,22027.0,Goalkeeper,9,West Ham United LFC,972,"['02dc60d3-e25d-4be6-8d85-7a315a25b73b', '69508e7f-a08d-4052-a5f2-b51965c0fe82', '87035f0e-5251-463f-bca7-471df5b9deff']",34,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:34.526,Pass,True
