ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.254158,,,,,,,,,,,,6719226f-ee71-49b3-962f-e3b64a77eee5,17,,,"[96.1, 75.5]",2275083,0,,,,2.6260436,,Right Foot,,,,"[93.1, 77.2]",,Low Pass,,3.4481878,Incomplete,,Sarah Emma Mayling,19500.0,,,,,,1,From Throw In,Rachel Williams,31563.0,Left Center Forward,3,Birmingham City WFC,969,"['108617d6-bb79-4025-ab03-d694cb4b342a', 'ed410b0b-886d-4ea6-a7ec-839fbaa13030']",21,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:21.795,Pass,
,,,,,,,,,,,,,,,0.763195,,,,,,,,,,,,006248aa-a792-424e-849a-75bf7f6751b0,27,,,"[98.9, 77.6]",2275083,0,,,,-1.5019399,,Right Foot,,,,"[99.3, 71.8]",,Ground Pass,,5.813777,,,Harriet Scott,19592.0,,,,,,1,From Throw In,Rachel Williams,31563.0,Left Center Forward,3,Birmingham City WFC,969,"['785d321f-552a-49ad-8efe-d7d296566a53', 'b4096e85-769e-4312-8368-f4817fa6f530']",27,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:27.798,Pass,True
,,,,,,,,,,,,,,,0.878068,,,,,,,,,,,,0ca23780-9ae7-40cf-8bde-72d470970d17,31,,,"[85.0, 75.5]",2275083,0,,,,3.0529368,,Right Foot,,,,"[71.5, 76.7]",,Ground Pass,,13.553228,,,Georgia Brougham,15574.0,,,,,,1,From Throw In,Harriet Scott,19592.0,Right Back,3,Birmingham City WFC,969,"['02478c74-db7f-4725-a2de-59eba6412e6e', 'b6beb73f-2326-4232-9441-298e05fa8bed']",32,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:32.683,Pass,True
,,,,,,,,,,,,,,,0.970605,,,,,,,,,,,,a037c51c-f353-4b42-b010-b1cb92171c79,35,,,"[71.3, 76.5]",2275083,0,,,,-1.75558,,Right Foot,,,,"[69.3, 65.8]",,Ground Pass,,10.885311,,,Lucy Whipp,31566.0,,,,,,1,From Throw In,Georgia Brougham,15574.0,Right Center Back,3,Birmingham City WFC,969,"['5be0185b-ed01-4728-8730-2187eb31de05', '75ac4c65-f8d8-4ba7-8be0-c0085970211f']",34,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:34.285,Pass,True
,,,,,,,,,,,,,,,1.823179,,,,,,,,,,,,11ea05fe-240b-4b31-ac89-4238ae35259c,38,,,"[69.1, 57.7]",2275083,0,,,,-2.4629302,,Right Foot,,,,"[56.7, 47.7]",,Ground Pass,,15.929846,,,Kerys Harrop,15569.0,,,,,,1,From Throw In,Lucy Whipp,31566.0,Left Center Midfield,3,Birmingham City WFC,969,['5c22ea23-08c3-4337-a2b7-f2b72c7c23fc'],35,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:35.929,Pass,
,,,,,,,,,,,,,,,2.514353,,,,,,,,,,,,f86f5c2c-3f64-40a5-9ded-ecbd1abf3b85,41,,,"[56.1, 45.5]",2275083,0,,,,-1.0185522,,Left Foot,,,,"[73.6, 17.1]",,Ground Pass,,33.358807,,,Adrienne Jordan,31567.0,,,,,,1,From Throw In,Kerys Harrop,15569.0,Left Center Back,3,Birmingham City WFC,969,['ffb237f5-9f09-4137-9a7f-2d138b2576b9'],37,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:37.842,Pass,
,,,,,,,,,,,,,,,1.284512,,,,,,,,,,,,c163732d-a71c-48d5-a096-308ed44d5900,44,,,"[79.0, 11.9]",2275083,0,,,,0.26299474,,Left Foot,,,,"[92.0, 15.4]",,Ground Pass,,13.462912,,,Brianna Visalli,18157.0,,,,,,1,From Throw In,Adrienne Jordan,31567.0,Left Back,3,Birmingham City WFC,969,['c4b12144-f7de-4f59-9189-c214bc7a910a'],41,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:41.586,Pass,
,,,,,,,,,,,,,,,0.578549,,,,,,,,,,,,ba43e9eb-1f9d-4bbb-bc4d-e0079882b61f,47,,,"[92.0, 15.4]",2275083,0,,,,-0.4192324,,Right Foot,,,,"[101.2, 11.3]",,Low Pass,,10.072239,Incomplete,,Emma Rose Kelly,34375.0,,,,,,1,From Throw In,Brianna Visalli,18157.0,Right Center Midfield,3,Birmingham City WFC,969,"['1b696b88-f4c5-4ee7-8ae0-38e020cf0236', '513bcb03-6cbd-4735-860c-849c6278ef9a']",42,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:42.889,Pass,
,,,,,,,,,,,,,,,0.928422,,,,,,,,,,,,56e9da2b-cf79-4e0d-8c0b-7429d3d81892,51,,,"[13.5, 66.5]",2275083,0,,,,-1.6313283,,Right Foot,,,,"[12.9, 56.6]",,Ground Pass,,9.918165,,,Frankie Brown,10171.0,,,,,,1,From Throw In,Faye Bryson,15578.0,Right Back,3,Birmingham City WFC,969,['b2c858c3-d574-444c-8518-01688d48558c'],45,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:45.008,Pass,
,,,,,,,,,,,,,,,1.733634,,,,,,,,,,,,a127eae2-022b-4029-b45e-a2db47c265d0,54,,,"[12.5, 55.8]",2275083,0,,,,1.2734939,,Right Foot,,,,"[19.7, 79.3]",,High Pass,,24.578243,Out,,,,,,,,,1,From Throw In,Frankie Brown,10171.0,Right Center Back,3,Birmingham City WFC,969,['d1c223a7-8381-4cec-a043-1ce71648d009'],45,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:45.936,Pass,True
,,,,,,,,,,,,,,,1.561608,,,,,,,,,,,,433879c1-e773-4893-8ad1-c4b36bc98567,55,,,"[90.7, 0.1]",2275083,1,,,,0.6000502,,,,,,"[102.1, 7.9]",,High Pass,,13.813037,Incomplete,,Rachel Williams,31563.0,,,,,Throw-in,1,From Throw In,Adrienne Jordan,31567.0,Left Back,4,Birmingham City WFC,969,"['838ad0dd-1769-4020-bfd9-90c231d6a1c9', 'a99ac853-387d-4838-94a7-11283315c980']",3,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:03.451,Pass,
,,,,,,,,,,,,,,,1.82011,,,,,,,,,,,,bca6cb4a-5d08-44ac-976d-635a19f6305b,59,,,"[107.6, 0.1]",2275083,1,,,,0.7135222,,,,,,"[114.3, 5.9]",,High Pass,,8.861715,,,Rachel Williams,31563.0,,,,,Throw-in,1,From Throw In,Adrienne Jordan,31567.0,Left Back,5,Birmingham City WFC,969,['e2cf1059-11d9-4b83-8f0a-80a66a2dfdcb'],18,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:18.640,Pass,
,,,,,,,,,,,,,,,3.141412,,,,,,,,,,,,73b436a6-a8f0-4361-badc-b5feedcff6d0,63,,,"[6.0, 44.0]",2275083,1,,,,-0.07927278,,Right Foot,,,,"[48.8, 40.6]",,High Pass,,42.934834,,,Faye Bryson,15578.0,,,,,Goal Kick,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,6,Bristol City WFC,973,['6c7b0afe-ea45-4171-9808-4c61af596098'],55,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:55.059,Pass,
,,,,,,,,,,,,,,,0.810281,,,,,,,,,,,,f6039e74-ecc3-442c-9296-851ee1a34f25,69,,,"[76.0, 41.0]",2275083,2,,,,0.8983178,,Right Foot,,,,"[80.3, 46.4]",,Ground Pass,,6.902898,,,Abbi Grant,31565.0,,,,,,1,Regular Play,Emma Rose Kelly,34375.0,Left Midfield,7,Birmingham City WFC,969,['14a8179d-69e7-4a78-b0f9-f9c7661e0bd1'],2,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:02.157,Pass,
,,,,,,,,,,,,,,,1.815521,,,,,,,,,,,,356e2f92-9b45-4176-94f8-529f7a79068b,72,,,"[82.6, 54.5]",2275083,2,,,,1.9686052,,Right Foot,,,,"[74.7, 73.3]",,Ground Pass,,20.3924,,,Harriet Scott,19592.0,,,,,,1,Regular Play,Abbi Grant,31565.0,Right Center Forward,7,Birmingham City WFC,969,['c1f98518-82a9-4ddc-8c3b-676b8321a0d7'],4,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:04.469,Pass,
,,,,,,,,,,,,,,,0.272445,,,,,,,,,,,,ad58eaa9-2a74-43c8-9d7f-4405c45b171f,76,,,"[83.6, 76.5]",2275083,2,,,,-0.3045109,,Right Foot,,,,"[87.1, 75.4]",,Low Pass,,3.6687872,Incomplete,,Abbi Grant,31565.0,,,,,,1,Regular Play,Harriet Scott,19592.0,Right Back,7,Birmingham City WFC,969,"['345b2f12-0700-45fa-a6c7-0922630186c2', '6d09267c-eb97-4bc0-a35c-0631d2d7e777', 'cccc6dd3-63c5-420b-ac21-f8a220dd96d5']",7,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:07.930,Pass,True
,,,,,,,,,,,,,,,1.704104,,,,,,,,,,,,caf4eace-7162-43c8-9c19-14c07ad2b8ac,79,,,"[81.7, 80.0]",2275083,2,,,,-0.4209906,,,,,,"[95.1, 74.0]",,High Pass,,14.681962,Incomplete,,Emma Rose Kelly,34375.0,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,8,Birmingham City WFC,969,"['d9628a1c-d78f-471b-9ad6-4bd93c974ed7', 'fa4077e2-dcea-4c5c-8f7a-91d1d2729ed0']",25,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:25.675,Pass,
,,,,,,,,,,,,,,,1.29937,,,,,,,,,,,,57860b81-9d83-4d51-8e6c-c655e970d0e8,82,,,"[102.9, 80.0]",2275083,2,,,,-0.7291196,,,,,,"[110.4, 73.3]",,High Pass,,10.056838,,,Sarah Emma Mayling,19500.0,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,9,Birmingham City WFC,969,['0f6ef8f1-b18c-4219-94df-35c38415948e'],38,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:38.711,Pass,
,,,,,,,,,,,,,,,0.618323,,,,,,,,,,,,bdb28000-ef0b-4149-a845-fec329838c8b,85,,,"[110.4, 73.3]",2275083,2,,,,2.55359,,Right Foot,,,,"[105.9, 76.3]",,Low Pass,,5.408327,,,Harriet Scott,19592.0,,,,,,1,From Throw In,Sarah Emma Mayling,19500.0,Right Midfield,9,Birmingham City WFC,969,['63f2bb38-72bd-4496-a966-8d4bb4a9159b'],40,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:40.025,Pass,
,,,,,,,,,,,,,,,1.610694,,,,,,,,,,,,08e1522e-ded0-4f3b-92d6-de0827575e0f,91,,,"[107.0, 76.3]",2275083,3,,,,-1.4819221,,Right Foot,True,,,"[110.6, 35.9]",,High Pass,,40.560078,,,Rachel Williams,31563.0,,True,,,Free Kick,1,From Free Kick,Harriet Scott,19592.0,Right Back,10,Birmingham City WFC,969,['019db5fd-b020-496a-a4ce-93653e808a81'],15,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:15.803,Pass,
,,,,,,,,,,,,,,,2.679585,,,,,,,,,,,,fd7d2afc-dd34-4339-8b47-f4e96ba63bd3,99,,,"[11.2, 19.2]",2275083,3,,,,-0.34302393,,Left Foot,,,,"[49.0, 5.7]",,High Pass,,40.138386,Incomplete,,Ga-Eul Jeon,35407.0,,,,,,1,Regular Play,Yana Daniëls,10093.0,Left Midfield,11,Bristol City WFC,973,"['20789065-38d9-48d9-a9da-fcd9825b65b6', '2f05eb7f-b05b-4634-8af6-763eba48f97c', '3b0779d0-c32e-4532-8ac3-d56be5664dc1']",21,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:21.613,Pass,True
,,,,,,,,,,,,,,,1.284588,,,,,,,,,,,,2c2b4ce9-bccd-4139-b454-0095e7a54478,102,,,"[46.9, 0.1]",2275083,3,,,,0.24497867,,,,,,"[64.9, 4.6]",,High Pass,,18.553976,,,Katie Robinson,21059.0,,,,,Throw-in,1,From Throw In,Poppy Pattinson,17274.0,Left Back,12,Bristol City WFC,973,['dd0933cf-d69e-413a-8c16-35912569bdc8'],40,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:40.421,Pass,
,,,,,,,,,,,,,,,2.017792,,,,,,,,,,,,9e856c52-5746-4fe5-a164-f8efc754ab8e,104,,,"[64.9, 4.6]",2275083,3,,,,2.587285,,Right Foot,,,,"[54.4, 11.1]",,High Pass,,12.349089,Incomplete,,,,,,,,,1,From Throw In,Katie Robinson,21059.0,Left Center Forward,12,Bristol City WFC,973,['1056560c-7a23-4527-982e-0c19dfad0c43'],41,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:41.706,Pass,
,,,,,,,,,,,,,,,1.195624,,,,,,,,,,,,801b8b86-7298-4ffd-9a0a-ae850c962f9e,108,,,"[65.7, 69.0]",2275083,3,,,,1.7164247,,Right Foot,,,,"[64.6, 76.5]",,Low Pass,,7.5802374,,,Harriet Scott,19592.0,,,,,,1,From Throw In,Abbi Grant,31565.0,Right Center Forward,12,Bristol City WFC,973,"['6771c0fd-aec2-4ee4-a95c-e2766da36c38', 'aa6478ce-d70b-4b67-a48e-40273d28e31e']",44,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:44.024,Pass,True
,,,,,,,,,,,,,,,4.234666,,,,,,,,,,,,493d8a83-c862-443c-9f35-156a8d54bcf6,112,,,"[65.1, 78.0]",2275083,3,,,,-0.065199554,,Right Foot,,,,"[94.2, 76.1]",,High Pass,,29.16196,Incomplete,,Abbi Grant,31565.0,,,,,,1,From Throw In,Harriet Scott,19592.0,Right Back,12,Bristol City WFC,973,"['24abc798-087a-44a0-b6b6-d0d8bf7c596f', 'b3c565c3-28a5-4767-bb73-8b70f115de29', 'd246b0fb-501d-4183-9183-17f0c58d0f9f']",45,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:45.937,Pass,True
,,,,,,,,,,,,,,,1.101083,,,,,,,,,,,,d246b0fb-501d-4183-9183-17f0c58d0f9f,115,,,"[25.9, 4.0]",2275083,3,,,,-0.0732023,,Left Foot,,,,"[40.9, 2.9]",,Ground Pass,,15.040279,,,Yana Daniëls,10093.0,,,,,Recovery,1,From Throw In,Jasmine Matthews,15618.0,Left Center Back,12,Bristol City WFC,973,"['493d8a83-c862-443c-9f35-156a8d54bcf6', '7cfe0a13-9488-481a-8098-128d60c8d223', '8eaf0b9f-e8f3-4acf-b7a1-defbaee9fa5f']",50,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:50.171,Pass,True
,,,,,,,,,,,,,,,0.713668,,,,,,,,,,,,31606aab-800b-4ab1-9abd-cd8a5464bfa1,119,,,"[37.3, 3.1]",2275083,3,,,,1.8325099,,Right Foot,,,,"[34.3, 14.3]",,Low Pass,,11.594827,,,Olivia Chance,24925.0,,,,,,1,From Throw In,Yana Daniëls,10093.0,Left Midfield,12,Bristol City WFC,973,"['6c7c4c07-26dc-4a46-9080-ff6806b0fe96', 'a87f6e92-8de1-4118-a02b-7def32e3362e']",53,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:53.026,Pass,True
,,,,,,,,,,,,,,,2.440208,,,,,,,,,,,,77fa49ee-a858-464f-bb4b-074fb8e044db,123,,,"[35.8, 19.8]",2275083,3,,,,1.7031351,,Left Foot,,,,"[31.7, 50.6]",,Ground Pass,,31.071692,,,Faye Bryson,15578.0,,,,,,1,From Throw In,Olivia Chance,24925.0,Left Defensive Midfield,12,Bristol City WFC,973,"['11db3357-b6d4-4e7e-b507-eba0a5282228', '45c88477-1249-40c3-b954-ebd9b436cfd7']",56,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:56.067,Pass,True
,,,,,,,,,,,,,,,1.502438,,,,,,,,,,,,52be1c94-36c9-498f-a3d4-665012f2073a,126,,,"[32.8, 53.6]",2275083,3,,,,0.11195592,,Right Foot,,,,"[49.7, 55.5]",,Ground Pass,,17.00647,Incomplete,,Chloe Logarzo,25547.0,,,,,,1,From Throw In,Faye Bryson,15578.0,Right Back,12,Bristol City WFC,973,"['a84b472d-37aa-4dac-9df9-4c33ece35058', 'd67b6d8c-5911-4b05-9bbd-8161652833a1']",59,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:59.689,Pass,
,,,,,,,,,,,,,,,0.269854,,,,,,,,,,,,2cf35122-2cf0-467d-8b47-3cc6d918a241,131,,,"[95.9, 26.0]",2275083,4,,,,-0.38050637,,Right Foot,,,,"[98.4, 25.0]",,Ground Pass,,2.6925824,Incomplete,,,,,,,,,1,From Throw In,Adrienne Jordan,31567.0,Left Back,12,Bristol City WFC,973,"['21876623-f7c8-4a21-aeed-08d2e97ab6f8', '8f1de77b-14ef-40cf-8c4b-801e84110297']",5,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:04:05.995,Pass,True
,,,,,,,,,,,,,,,2.236283,,,,,,,,,,,,cd0e3485-bc43-44a1-85dc-452a3336a781,136,,,"[39.8, 52.8]",2275083,4,,,,-0.9971649,,Right Foot,,,,"[59.7, 22.0]",,High Pass,,36.669468,Incomplete,,Yana Daniëls,10093.0,,,,,,1,From Throw In,Chloe Logarzo,25547.0,Right Defensive Midfield,12,Bristol City WFC,973,"['08241d62-4d18-4866-9fce-e4c602529839', '5c13b021-d355-43f5-a2b8-07c20bf1db0e', 'bfd1c36d-cedc-4901-8a14-635478b03365']",10,,,,,,,,,,,,,,,,Bristol City WFC,973,00:04:10.179,Pass,True
,,,,,,,,,,,,,,,3.503864,,,,,,,,,,,,3dfc7bda-f85d-4eee-87db-55cd990114cc,141,,,"[57.6, 62.4]",2275083,4,,,,-3.0716136,,Left Foot,,,,"[14.8, 59.4]",,High Pass,,42.90501,,,Hannah Hampton,22032.0,,,,,,1,Regular Play,Harriet Scott,19592.0,Right Back,13,Birmingham City WFC,969,"['93b7a79a-4c9b-4a47-badd-16eeedd8e9d5', 'a05c41a7-822e-4bbd-bd23-e20bcd2e8396']",14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:04:14.210,Pass,True
