50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.731933,,,,,,,,,,,be94a62d-9e5c-44eb-a289-05872cde271b,17,,,"[79.7, 28.7]",2275077,0,,,,-1.2625585,,Head,,,"[86.8, 6.4]",,High Pass,,23.40299,Incomplete,,Kit Graham,31551.0,,,,,Recovery,1,Regular Play,Rianna Dean,31702.0,Center Forward,3,West Ham United LFC,972,"['ec571100-2df5-47bc-91bc-8fb594ee7165', 'ffdea700-489c-4cd4-a043-8cd4f556e265']",12,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:12.914,Pass,
,,,,,,,,,,,,,,,,,,0.874014,,,,,,,,,,,e6085c58-5206-468a-86b1-854728b85342,25,,,"[35.8, 72.7]",2275077,0,,,,0.33762223,,Right Foot,,,"[45.2, 76.0]",,Low Pass,,9.962429,,,Adriana Kristina Leon,8297.0,,,,,,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Back,3,West Ham United LFC,972,['3e7ecb21-8afc-4f91-8d13-571e54b47a57'],17,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:17.243,Pass,
,,,,,,,,,,,,,,,,,,1.529715,,,,,,,,,,,f3935c3d-87e3-4c0a-a147-597095df01a1,29,,,"[44.1, 75.0]",2275077,0,,,,-2.6624424,,Right Foot,,,"[18.5, 61.7]",,Ground Pass,,28.848743,,,Grace Fisk,34232.0,,,,,,1,Regular Play,Adriana Kristina Leon,8297.0,Right Wing,3,West Ham United LFC,972,"['07bc10c3-cc4f-4cd6-bf92-0a269cda800c', 'db0448ea-9b15-4b4f-a78f-7c85453d67c5']",19,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:19.604,Pass,True
,,,,,,,,,,,,,,,,,,1.543118,,,,,,,,,,,2446324e-318c-4430-9866-0a39c77f5417,32,,,"[17.7, 63.1]",2275077,0,,,,-2.1529338,,Right Foot,,,"[7.3, 47.3]",,Ground Pass,,18.915602,,,Courtney Brosnan,31555.0,,,,,,1,Regular Play,Grace Fisk,34232.0,Right Center Back,3,West Ham United LFC,972,['412953f5-3115-4b81-b123-bc6d88f9cb4c'],21,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:21.733,Pass,
,,,,,,,,,,,,,,,,,,1.294563,,,,,,,,,,,33469213-c6a6-434e-b1f4-1144d4af675c,36,,,"[8.5, 43.3]",2275077,0,,,,-0.87350863,,Right Foot,,,"[21.4, 27.9]",,Ground Pass,,20.089052,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Courtney Brosnan,31555.0,Goalkeeper,3,West Ham United LFC,972,['0456364a-8a04-44f3-b87a-558c6dead319'],24,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:24.829,Pass,
,,,,,,,,,,,,,,,,,,2.227877,,,,,,,,,,,2473e4dc-66ba-4e76-93e7-5f218b3017c5,41,,,"[21.8, 25.6]",2275077,0,,,,0.31797698,,Right Foot,,,"[61.6, 38.7]",,High Pass,,41.90048,Incomplete,,Martha Thomas,31558.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Left Center Back,3,West Ham United LFC,972,"['63a2a25f-0896-4330-befc-0f8ecd722167', '98fe8d71-f4fd-489b-8460-0030c4afd6c9']",27,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:27.118,Pass,
,,,,,,,,,,,,,,,,,,1.558472,,,,,,,,,,,7390c8cf-5d88-4b88-8a4a-4e29e577b03c,46,,,"[62.4, 39.3]",2275077,0,,,,0.3478316,,Left Foot,,,"[79.5, 45.5]",,High Pass,,18.189283,Incomplete,,Ria Percival,18145.0,,,,,,1,Regular Play,Anna Filbey,31703.0,Left Center Back,3,West Ham United LFC,972,"['2d4d20e7-03d0-4d26-8bb5-4e0003e634a9', 'ac5fb8e8-3d58-4954-b40b-d7ecf3cf5774', 'adf28282-09e5-4883-854f-76b104fa508f']",30,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:30.114,Pass,True
,,,,,,,,,,,,,,,,,,2.507657,,,,,,,,,,,ac5fb8e8-3d58-4954-b40b-d7ecf3cf5774,48,,,"[40.6, 34.6]",2275077,0,,,,-0.18948016,,Head,,,"[62.5, 30.4]",,High Pass,,22.299103,,,Alisha Lehmann,18153.0,,,,,Recovery,1,Regular Play,Kate Longhurst,18147.0,Left Center Midfield,3,West Ham United LFC,972,"['7390c8cf-5d88-4b88-8a4a-4e29e577b03c', 'ac92bf42-9509-4fac-8e9d-55998b87de27']",31,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:31.672,Pass,
,,,,,,,,,,,,,,,,,,3.460002,,,,,,,,,,,4c43d814-fda6-47d5-8a5f-c8cb921eecf4,54,,,"[56.2, 53.2]",2275077,0,,,,3.057678,,Right Foot,,,"[24.1, 55.9]",,Low Pass,,32.213352,,,Hannah Godfrey,31552.0,,,,,Recovery,1,Regular Play,Josie Green,4865.0,Right Center Midfield,4,Tottenham Hotspur Women,749,['ff2f0fa9-85e4-498d-a5c2-d59895a90ff7'],34,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:34.954,Pass,
,,,,,,,,,,,,,,,,,,2.77556,,,,,,,,,,,92c040ea-7a04-4775-b72c-d2820c566f8c,56,,,"[24.3, 56.6]",2275077,0,,,,-2.7321556,,Left Foot,,,"[3.1, 47.4]",,Ground Pass,,23.11017,,,Rebecca Leigh Spencer,18158.0,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,4,Tottenham Hotspur Women,749,['050c24af-ba1f-471e-96fc-d1212968699f'],38,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:38.414,Pass,
,,,,,,,,,,,,,,,,,,1.384836,,,,,,,,,,,4e3d2950-22e2-4e3d-9db1-2474f6c898bf,59,,,"[7.7, 47.0]",2275077,0,,,,-1.3757049,,Right Foot,,,"[11.0, 30.3]",,Ground Pass,,17.022926,,,Anna Filbey,31703.0,,,,,,1,Regular Play,Rebecca Leigh Spencer,18158.0,Goalkeeper,4,Tottenham Hotspur Women,749,['9092a3ae-0cfc-4cda-8f67-cd653b6933a0'],44,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:44.130,Pass,
,,,,,,,,,,,,,,,,,,2.498726,,,,,,,,,,,8ee3b639-09bd-4818-8459-c43df557a53d,63,,,"[11.0, 23.0]",2275077,0,,,,-0.465676,,Left Foot,,,"[50.4, 3.2]",,High Pass,,44.095352,,,Kit Graham,31551.0,,,,,,1,Regular Play,Anna Filbey,31703.0,Left Center Back,4,Tottenham Hotspur Women,749,['1ac528f5-311f-4436-95c2-e2750b8ca007'],47,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:47.527,Pass,
,,,,,,,,,,,,,,,,,,0.550478,,,,,,,,,,,33f14b68-d937-4fae-9fd5-68e06148bd27,65,,,"[50.3, 3.0]",2275077,0,,,,-1.1071488,,Left Foot,,,"[51.4, 0.8]",,Low Pass,,2.4596748,Out,,,,,,,,,1,Regular Play,Kit Graham,31551.0,Center Attacking Midfield,4,Tottenham Hotspur Women,749,,50,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:50.026,Pass,
,,,,,,,,,,,,,,,,,,1.058159,,,,,,,,,,,c6f1f74e-1eaa-4125-8a68-3516f0661ecc,66,,,"[66.8, 80.0]",2275077,0,,,,-0.2762185,,,,,"[79.5, 76.4]",,High Pass,,13.200378,Incomplete,,Martha Thomas,31558.0,,,,,Throw-in,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Back,5,West Ham United LFC,972,"['574f9430-5223-4177-b276-f4d024860b7f', '76462c5d-f06f-4e80-be14-f40758f229e1']",59,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:59.214,Pass,
,,,,,,,,,,,,,,,,,,1.370174,,,,,,,,,,,7b0723a5-bd90-4ad7-9045-2d2b76e55673,69,,,"[65.3, 3.9]",2275077,1,,,,-3.0845118,,Head,,,"[58.3, 3.5]",,High Pass,,7.0114193,,,Kit Graham,31551.0,,,,,Recovery,1,Regular Play,Rianna Dean,31702.0,Center Forward,6,Tottenham Hotspur Women,749,['19a18741-a3e0-4b3d-a013-699d76bcefd0'],2,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:02.029,Pass,
,,,,,,,,,,,,,,,,,,0.466818,,,,,,,,,,,4e97d359-c5fb-426c-ab24-5c9cfbb97acf,71,,,"[58.3, 3.5]",2275077,1,,,,0.14707835,,Other,,,"[63.7, 4.3]",,Low Pass,,5.4589376,,,Rianna Dean,31702.0,,,,,,1,Regular Play,Kit Graham,31551.0,Center Attacking Midfield,6,Tottenham Hotspur Women,749,['68c4c09c-5e9d-49a0-9a6b-fb7cf3732b7b'],3,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:03.399,Pass,
,,,,,,,,,,,,,,,,,,0.229003,,,,,,,,,,,6df585d3-6de6-44b4-812b-253ffbb0667d,74,,,"[68.9, 4.1]",2275077,1,,,,-0.102206714,,Right Foot,,,"[72.8, 3.7]",,Ground Pass,,3.9204593,Incomplete,,Kit Graham,31551.0,,,,,,1,Regular Play,Rianna Dean,31702.0,Center Forward,6,Tottenham Hotspur Women,749,"['8423c2a5-16a6-4e81-b607-c7a8f0fa0c9a', 'b5487781-1cb1-4524-9b56-94f6ce5494ab']",5,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:05.855,Pass,
,,,,,,,,,,,,,,,,,,1.382602,,,,,,,,,,,d91462cf-c8c3-4043-b866-62b1d042d793,77,,,"[72.8, 0.1]",2275077,1,,,,1.6983058,,,,,"[70.8, 15.7]",,Low Pass,,15.727683,,,Josie Green,4865.0,,,,,Throw-in,1,From Throw In,Emma Mukandi,18998.0,Left Back,7,Tottenham Hotspur Women,749,['d6ce7c09-2fc8-4927-9f9b-9fff685f0c20'],20,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:20.983,Pass,
,,,,,,,,,,,,,,,,,,1.912213,,,,,,,,,,,08c95552-db9f-4055-a6e8-b03fdbc3d1fb,80,,,"[65.8, 18.9]",2275077,1,,,,2.1365542,,Right Foot,,,"[53.1, 38.9]",,Ground Pass,,23.691559,,,Hannah Godfrey,31552.0,,,,,,1,From Throw In,Josie Green,4865.0,Right Center Midfield,7,Tottenham Hotspur Women,749,['495a5146-607f-41e6-987b-691cf31204c6'],23,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:23.911,Pass,
,,,,,,,,,,,,,,,,,,3.736621,,,,,,,,,,,26b756e7-5c5b-4a38-b38e-a4a0b55b3005,83,,,"[55.4, 45.3]",2275077,1,,,,0.22323331,,Right Foot,,,"[108.7, 57.4]",,High Pass,,54.656197,Incomplete,,Ashleigh Neville,4848.0,,,,,,1,From Throw In,Hannah Godfrey,31552.0,Right Center Back,7,Tottenham Hotspur Women,749,"['2d690ef4-95bd-41a6-91ba-635561b8051f', 'b1a1433b-332d-4cdc-a889-5f88e2d9fdd2']",28,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:28.038,Pass,
,,,,,,,,,,,,,,,,,,1.455569,,,,,,,,,,,3a9f9be6-3839-40cb-b536-4a1e630a6cf0,92,,,"[15.4, 0.1]",2275077,1,,,,0.41450688,,,,,"[30.4, 6.7]",,High Pass,,16.3878,,,Alisha Lehmann,18153.0,,,,,Throw-in,1,From Throw In,Laura Vetterlein,31556.0,Left Back,8,West Ham United LFC,972,['0987e79d-5ceb-4acd-8cea-5e5aef82c53b'],46,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:46.312,Pass,
,,,,,,,,,,,,,True,,,,,1.547882,,,,,,,,,,,e283e494-16f4-4d99-bb96-dbe05f75fe7a,96,,,"[84.3, 73.0]",2275077,1,,,,-1.5545377,,Head,,,"[84.5, 60.7]",,Low Pass,,12.301626,,,Kit Graham,31551.0,,,,,Interception,1,Regular Play,Ashleigh Neville,4848.0,Right Back,9,Tottenham Hotspur Women,749,['fc9d2c6d-48e5-46c7-9678-55827d0683f6'],48,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:48.527,Pass,
,,,,,,,,,,,,,,,,,,1.261907,,,,,,,,,,,6c7ded93-52fa-4c49-9de0-62f4677ec534,98,,,"[84.9, 61.4]",2275077,1,,,,2.7971187,,Right Foot,,,"[71.8, 66.1]",,Low Pass,,13.917615,,,Hannah Godfrey,31552.0,,,,,,1,Regular Play,Kit Graham,31551.0,Center Attacking Midfield,9,Tottenham Hotspur Women,749,['13c3c5b0-392c-48b7-a564-5d8ca3c1d83f'],50,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:50.075,Pass,
,,,,,,,,,,,,,,,,,,1.768266,,,,,,,,,,,a0ac81c1-695e-4586-a087-1fe9ea4522cc,101,,,"[73.7, 66.4]",2275077,1,,,,-2.818555,,Right Foot,,,"[50.4, 58.6]",,Ground Pass,,24.570917,,,Anna Filbey,31703.0,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,9,Tottenham Hotspur Women,749,['1cbfcdbd-934f-4106-a710-2502f19e54f1'],52,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:52.240,Pass,
,,,,,,,,,,,,,,,,,,1.230635,,,,,,,,,,,df97f7a8-dc34-4224-8cb6-d388c06a8bc2,104,,,"[49.9, 55.3]",2275077,1,,,,1.003433,,Left Foot,,,"[56.4, 65.5]",,Ground Pass,,12.09504,,,Hannah Godfrey,31552.0,,,,,,1,Regular Play,Anna Filbey,31703.0,Left Center Back,9,Tottenham Hotspur Women,749,['6975afe1-6c61-42cc-8e3d-1f85de5afac0'],55,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:55.043,Pass,
,,,,,,,,,,,,,,,,,,1.475848,,,,,,,,,,,a5bc2b1a-5f56-4c5c-b6a8-e567282830c6,107,,,"[56.4, 65.5]",2275077,1,,,,-2.04971,,Right Foot,,,"[51.0, 55.1]",,Ground Pass,,11.718362,,,Anna Filbey,31703.0,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,9,Tottenham Hotspur Women,749,['18de0c0b-9a8f-44d5-87c5-3a54427c9a03'],57,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:57.039,Pass,
,,,,,,,,,,,,,,,,,,3.521037,,,,,,,,,,,7bdaef77-f537-43f1-948d-ca218691ff58,110,,,"[51.6, 45.1]",2275077,2,,,,-1.1295028,,Right Foot,,,"[70.4, 5.3]",,Ground Pass,,44.016815,,,Kit Graham,31551.0,,,,,,1,Regular Play,Anna Filbey,31703.0,Left Center Back,9,Tottenham Hotspur Women,749,['18fd54c6-706c-428e-ae52-71c58b449ce4'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:00.029,Pass,
,,,,,,,,,,,,,,,,,,0.370693,,,,,,,,,,,0dbac935-d3f2-4f54-8e26-28de42077907,114,,,"[72.9, 26.2]",2275077,2,,,,0.6602282,,Right Foot,,,"[81.4, 32.8]",,Ground Pass,,10.761505,Incomplete,,Rianna Dean,31702.0,,,,,,1,Regular Play,Kit Graham,31551.0,Center Attacking Midfield,9,Tottenham Hotspur Women,749,"['ab5846e4-5957-4d03-bed0-b1d6233760a1', 'aed89c24-22be-4d78-9505-b182f1c3a66d']",7,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:07.439,Pass,
,,,,,,,,,,,,,,,,,,2.118588,,,,,,,,,,,ab5846e4-5957-4d03-bed0-b1d6233760a1,116,,,"[38.7, 47.3]",2275077,2,,,,-1.252848,,Left Foot,,,"[43.9, 31.5]",,Ground Pass,,16.633701,,,Alisha Lehmann,18153.0,,,,,Recovery,1,Regular Play,Kate Longhurst,18147.0,Left Center Midfield,9,Tottenham Hotspur Women,749,"['0dbac935-d3f2-4f54-8e26-28de42077907', '3e246102-92ea-4ac9-a691-9a0c68d454e2']",7,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:07.810,Pass,
,,,,,,,,,,,,,,,,,,1.668247,,,,,,,,,,,70cf3ac3-4cda-404e-8612-cb4b83ed14fb,123,,,"[81.6, 53.7]",2275077,2,,,,0.7000795,,Right Foot,,,"[98.1, 67.6]",,Ground Pass,,21.574522,,,Rosella Ayane,21048.0,,,,,,1,Regular Play,Ria Percival,18145.0,Left Center Midfield,9,Tottenham Hotspur Women,749,['2a57b589-3291-4e81-83d2-3ebcd57ba93d'],12,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:12.171,Pass,
,,,,,,,,,,,,,,,,,,0.971565,,,,,,,,,,,ee5be061-2301-4b85-8b29-a35d19328572,126,,,"[102.2, 56.2]",2275077,2,,,,-2.819842,0c194334-f8e7-45f9-9844-975d0cd91120,Right Foot,,,"[95.3, 53.9]",,Ground Pass,,7.2732387,,,Ria Percival,18145.0,True,,,,,1,Regular Play,Rosella Ayane,21048.0,Right Wing,9,Tottenham Hotspur Women,749,['5c1e534f-25e6-422f-a2f3-084622189caa'],17,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:17.956,Pass,
,,,,,,,,,,,,,,,,,,2.919684,,,,,,,,,,,d747a154-62bc-46a8-9476-46e8ab239dbb,130,,,"[7.0, 44.1]",2275077,3,,,,0.24756263,,Right Foot,,,"[61.6, 57.9]",,High Pass,,56.31696,,,Martha Thomas,31558.0,,,,,Goal Kick,1,From Goal Kick,Courtney Brosnan,31555.0,Goalkeeper,10,West Ham United LFC,972,['f919251f-b976-4c35-8527-d02abf33c914'],4,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:04.399,Pass,
