50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.687825,,,,,,,,,,,,,,2e5c80a6-7c09-46fe-9592-5680bbbffe2f,19,,"[55.4, 56.7]",2275041,0,,,,-1.9306515,,Right Foot,,,,"[51.6, 46.6]",,Ground Pass,,10.7912,,,Inessa Kaagman,15579.0,,,,,,1,Regular Play,Lucy Hope,16386.0,Right Center Midfield,3,Everton LFC,967,['9e25fea7-40a2-41ee-9cbc-254322b4f639'],8,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:08.082,Pass,
,,,,,,,,,,,,,,,0.917396,,,,,,,,,,,,,,68346c87-2d89-434b-ab0d-600d50edec64,22,,"[51.6, 46.6]",2275041,0,,,,0.1045556,,Right Foot,,,,"[67.8, 48.3]",,Low Pass,,16.288954,,,Maéva Clemaron,31713.0,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Right Wing,3,Everton LFC,967,['b73f0e10-1ce5-48c1-a7b1-c5e86fae2027'],8,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:08.810,Pass,
,,,,,,,,,,,,,,,0.38201,,,,,,,,,,,,,,c10c6f5f-75eb-4725-bd9e-92a144ecf4de,30,,"[54.7, 34.6]",2275041,0,,,,0.14981246,,Right Foot,,,,"[60.0, 35.4]",,Ground Pass,,5.3600373,Incomplete,,Yana Daniëls,10093.0,,,,,,1,Regular Play,Georgia Wilson,31714.0,Right Center Midfield,3,Everton LFC,967,"['ada9cc71-bfbb-4367-9338-fca53903c255', 'e15166d6-c554-46b2-881f-8dd5ecfe58cb', 'fde66d5d-2acb-4359-bb8e-024c9fbbf8b7']",11,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:11.402,Pass,True
,,,,,,,,,,,,,,,0.713258,,,,,,,,,,,,,,baeffc3d-2218-411d-8fa4-9b46223fd681,35,,"[59.1, 46.4]",2275041,0,,,,-0.95054686,,Right Foot,,,,"[64.6, 38.7]",,Ground Pass,,9.462558,,,Molly Pike,31564.0,,,,,,1,Regular Play,Inessa Kaagman,15579.0,Right Wing,3,Everton LFC,967,"['c7ac66cd-2f3f-4782-9a96-8dc2e648e2fa', 'e3059c38-57c1-4d59-8aca-dcb823a5e55b']",13,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:13.083,Pass,True
,,,,,,,,,,,,,,,1.130527,,,,,,,,,,,,,,2ea9b7e2-b631-4da4-a652-966bf6960a64,38,,"[64.6, 38.7]",2275041,0,,,,0.734936,,Right Foot,,,,"[69.8, 43.4]",,Ground Pass,,7.0092797,,,Simone Magill,15559.0,,,,,,1,Regular Play,Molly Pike,31564.0,Left Center Midfield,3,Everton LFC,967,['97618dbe-d54f-4dfc-aa82-244b66bc9847'],13,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:13.806,Pass,
,,,,,,,,,,,,,,,1.008403,,,,,,,,,,,,,,b6327db3-d91a-49fd-a577-bb5c61edaad4,42,,"[70.8, 45.1]",2275041,0,,,,2.3780887,,Right Foot,,,,"[63.8, 51.8]",,Ground Pass,,9.689685,,,Lucy Hope,16386.0,,,,,,1,Regular Play,Simone Magill,15559.0,Center Forward,3,Everton LFC,967,['3317a2c9-f0b8-4dd6-93b4-38be1da9e1ac'],16,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:16.066,Pass,
,,,,,,,,,,,,,,,0.878714,,,,,,,,,,,,,,05942ed9-8103-49f0-ad1b-a9a52eb090f4,45,,"[57.8, 65.2]",2275041,0,,,,1.6792797,,Right Foot,,,,"[56.7, 75.3]",,Ground Pass,,10.159724,,,Esme Beth Morgan,4649.0,,,,,,1,Regular Play,Lucy Hope,16386.0,Right Center Midfield,3,Everton LFC,967,['2747fe8e-4ded-41fe-b107-d09f95f0f74a'],19,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:19.373,Pass,
,,,,,,,,,,,,,,,0.792249,,,,,,,,,,,,,,266e103f-712a-4a3a-8928-1ee4626fc77a,48,,"[56.7, 75.3]",2275041,0,,,,-0.4942984,,Right Foot,,,,"[73.4, 66.3]",,Ground Pass,,18.970766,,,Simone Magill,15559.0,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Right Back,3,Everton LFC,967,['c55f1597-0fde-4c5e-b3e5-b0e14d55c6aa'],22,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:22.031,Pass,
,,,,,,,,,,,,,,,0.790387,,,,,,,,,,,,,,4ee6ea8b-16b7-4333-85af-3ae04b933e7e,53,,"[74.5, 65.0]",2275041,0,,,,-2.5453935,,Right Foot,,,,"[68.9, 61.2]",,Ground Pass,,6.7675695,,,Lucy Hope,16386.0,,,,,,1,Regular Play,Simone Magill,15559.0,Center Forward,3,Everton LFC,967,"['1648546f-3bff-45fe-a23c-782fefac491b', '90bf2cb3-70d8-4694-bf1e-40d7712f002a']",23,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:23.713,Pass,True
,,,,,,,,,,,,,,,1.242627,,,,,,,,,,,,,,71eec871-2a03-479d-a328-85f463d7b022,56,,"[68.9, 61.2]",2275041,0,,,,0.57046056,,Left Foot,,,,"[86.2, 72.3]",,Ground Pass,,20.554804,,,Esme Beth Morgan,4649.0,,,,,,1,Regular Play,Lucy Hope,16386.0,Right Center Midfield,3,Everton LFC,967,['decc79cb-e332-4464-8140-0ef4d9a89279'],24,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:24.624,Pass,
,,,,,,,,,,,,,,,0.871516,,,,,,,,,,,,,,57be8e99-1de7-4035-a0cd-36ec502574dd,59,,"[86.2, 72.3]",2275041,0,,,,-0.9556101,,Left Foot,True,,,"[102.1, 49.8]",,High Pass,,27.551044,Incomplete,,Simone Magill,15559.0,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Right Back,3,Everton LFC,967,"['3d54bbff-414c-4f98-9fc1-eaf291c3a629', 'cfc52520-4801-4c36-98aa-34d7ce29c809']",28,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:28.197,Pass,
,,,,,,,,,,,,,,,3.130128,,,,,,,,,,,,,,7954ce34-122e-4592-876f-662e5c9b8b5d,62,,"[102.5, 62.0]",2275041,0,,,,-3.032538,,Head,,,,"[88.8, 60.5]",,High Pass,,13.781872,,,Lucy Hope,16386.0,,,,,Recovery,1,Regular Play,Maéva Clemaron,31713.0,Center Defensive Midfield,3,Everton LFC,967,['a34d4e1a-055e-4c20-a04d-26f22f55bb11'],29,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:29.787,Pass,
,,,,,,,,,,,,,,,0.963795,,,,,,,,,,,,,,b26106c5-c8a1-4ccf-a35a-ebb1e081327e,65,,"[85.4, 62.7]",2275041,0,,,,-3.1028523,,Left Foot,,,,"[72.5, 62.2]",,Ground Pass,,12.909686,,,Simone Magill,15559.0,,,,,,1,Regular Play,Lucy Hope,16386.0,Right Center Midfield,3,Everton LFC,967,['507fd636-dcd9-4299-892f-6bc2aa322bd0'],32,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:32.978,Pass,
,,,,,,,,,,,,,,,0.956428,,,,,,,,,,,,,,51f05f49-ffdc-4dc4-b731-342210a1a7ca,68,,"[72.5, 62.2]",2275041,0,,,,0.04542328,,Right Foot,,,,"[96.7, 63.3]",,High Pass,,24.224987,Incomplete,,,,,,,,,1,Regular Play,Simone Magill,15559.0,Center Forward,3,Everton LFC,967,['c39240f5-4ca6-4186-85aa-61177a590968'],35,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:35.902,Pass,
,,,,,,,,,,,,,,,1.669768,,,,,,,,,,,,,,9b2ccdab-d908-454c-8c2a-afe9597343aa,71,,"[25.8, 16.6]",2275041,0,,,,1.2456014,,Right Foot,,,,"[34.6, 42.7]",,High Pass,,27.543602,,,Georgia Wilson,31714.0,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Back,4,Bristol City WFC,973,['cfbb6628-47f1-45ba-8d80-996266637103'],37,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:37.893,Pass,
,,,,,,,,,,,,,,,1.973756,,,,,,,,,,,,,,20f96490-643c-485d-843a-b606c8a45332,73,,"[34.6, 42.7]",2275041,0,,,,-1.77501,,Head,,,,"[31.1, 25.8]",,High Pass,,17.258621,Incomplete,,,,,,,,,1,Regular Play,Georgia Wilson,31714.0,Right Center Midfield,4,Bristol City WFC,973,['1bf029f7-9a58-4229-8ae9-98136eaebaeb'],39,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:39.603,Pass,
,,,,,,,,,,,,,,,1.304893,,,,,,,,,,,,,,1bf029f7-9a58-4229-8ae9-98136eaebaeb,74,,"[89.9, 55.2]",2275041,0,,,,-0.48803303,,Head,,,,"[98.0, 50.9]",,High Pass,,9.170606,Incomplete,,Chloe Kelly,15570.0,,,,,Recovery,1,Regular Play,Simone Magill,15559.0,Center Forward,4,Bristol City WFC,973,"['20f96490-643c-485d-843a-b606c8a45332', '257de1c6-7744-47eb-bb08-0c18e57f0f1f', 'e098700d-a7cb-4594-a554-5bb8fad9863b']",41,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:41.576,Pass,
,,,,,,,,,,,,,,,5.03336,,,,,,,,,,,,,,98ef477b-51ef-4f91-a7d7-67cd8318d44b,78,,"[27.9, 32.4]",2275041,0,,,,0.6678326,,Left Foot,,,,"[70.5, 66.0]",,High Pass,,54.256058,Incomplete,,,,,,,,,1,Regular Play,Frankie Brown,10171.0,Left Defensive Midfield,4,Bristol City WFC,973,['76b5154a-53f5-4ecb-a768-0b61369eadf4'],43,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:43.861,Pass,
,,,,,,,,,,,,,,,2.903731,,,,,,,,,,,,,,adef902b-d71e-4d26-9d52-0005b9a74a6e,85,,"[120.0, 1.0]",2275041,1,True,,,1.7883712,,Right Foot,,,,"[109.3, 49.4]",,High Pass,True,49.568638,,,Maéva Clemaron,31713.0,,True,Inswinging,,Corner,1,From Corner,Chloe Kelly,15570.0,Left Wing,6,Everton LFC,967,['1f2eb4a2-ccd2-4f96-b6fb-959b0a13199a'],26,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:26.197,Pass,
,,,,,,,,,,,,,,,0.365862,,,,,,,,,,,,,,f958ae75-3649-47c1-87e5-540990d78db0,87,,"[109.3, 49.4]",2275041,1,,,,-0.49394137,,Head,,,,"[113.2, 47.3]",,High Pass,,4.4294467,Incomplete,,,,,,,,,1,From Corner,Maéva Clemaron,31713.0,Center Defensive Midfield,6,Everton LFC,967,['175ba871-5362-4722-946b-137dba6964b0'],29,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:29.114,Pass,
,,,,,,,,,,,,,,,1.375539,,,,,,,,,,,,,,5907e732-1396-4275-a5b1-032a1005990a,89,,"[120.0, 80.0]",2275041,1,,,,-1.6865555,,Left Foot,,,,"[116.0, 45.6]",,High Pass,True,34.63178,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Inessa Kaagman,15579.0,Right Wing,7,Everton LFC,967,['d2b2b467-0406-460a-9802-add265416382'],59,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:59.001,Pass,
,,,,,,,,,,,,,,,2.140347,,,,,,,,,,,,,,c18527b0-0764-4c36-981d-da0b67b08bd1,91,,"[83.9, 66.3]",2275041,2,,,,-2.8453767,,Left Foot,,,,"[68.5, 61.6]",,Ground Pass,,16.101242,,,Esme Beth Morgan,4649.0,,,,,Recovery,1,From Corner,Chloe Kelly,15570.0,Left Wing,7,Everton LFC,967,['077076f4-7e9a-4bb4-af7b-70414fc34efd'],4,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:04.629,Pass,
,,,,,,,,,,,,,,,1.379657,,,,,,,,,,,,,,52808ae3-a34d-48f1-b6f0-74304f0f1b50,95,,"[66.3, 53.7]",2275041,2,,,,-1.3551546,,Left Foot,,,,"[73.2, 22.2]",,Ground Pass,,32.24686,,,Gabrielle George,15575.0,,,,,,1,From Corner,Esme Beth Morgan,4649.0,Right Back,7,Everton LFC,967,"['5274c786-3a7a-45d4-afe6-0cc986ffba4d', '79665943-0d9d-493e-84fb-a2c866225c87']",8,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:08.120,Pass,True
,,,,,,,,,,,,,,,1.405196,,,,,,,,,,,,,,3a73d7c8-c65f-4595-88cd-f1fd189a32e8,99,,"[89.0, 15.8]",2275041,2,,,,-1.1982421,,Left Foot,,,,"[92.4, 7.1]",,Ground Pass,,9.340771,,,Lucy Hope,16386.0,,,,,,1,From Corner,Gabrielle George,15575.0,Left Center Back,7,Everton LFC,967,"['08102963-172d-4466-a537-4ccaff4ec62d', 'dc2a3b93-695e-4367-9e7f-93716c2f3892']",12,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:12.878,Pass,True
,,,,,,,,,,,,,,,2.870194,,,,,,,,,,,,,,0553c942-89a0-456c-b0ee-6d39844539c5,102,,"[92.4, 7.1]",2275041,2,,,,1.0966529,,Right Foot,True,,,"[113.8, 48.8]",,High Pass,,46.870567,Incomplete,,Inessa Kaagman,15579.0,,True,,,,1,From Corner,Lucy Hope,16386.0,Right Center Midfield,7,Everton LFC,967,"['745b31d5-9c17-410b-9361-e87a31f62cf3', 'bde74549-5c85-4e87-a2d9-60b04e9134de']",14,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:14.323,Pass,
,,,,,,,,,,,,,,,0.891883,,,,,,,,,,,,,,e40720d6-ca02-49fc-bf20-43f444b11d74,107,,"[102.3, 80.0]",2275041,2,,,,-1.1944681,,,,,,"[107.2, 67.6]",,High Pass,,13.333041,Incomplete,,Chloe Kelly,15570.0,,,,,Throw-in,1,From Throw In,Esme Beth Morgan,4649.0,Right Back,8,Everton LFC,967,"['5b4d1945-7e2f-4c30-85bd-21513f116fca', 'ee75ff36-9387-481b-a442-853c94dd6e92']",33,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:33.144,Pass,
,,,,,,,,,,,,,,,0.939938,,,,,,,,,,,,,,6e582de3-9803-453b-9a78-27b01f0a439f,110,,"[107.6, 80.0]",2275041,2,,,,-1.3296787,,,,,,"[110.6, 67.8]",,High Pass,,12.563439,,,Maéva Clemaron,31713.0,,,,,Throw-in,1,From Throw In,Esme Beth Morgan,4649.0,Right Back,9,Everton LFC,967,['e25d58d6-9a73-45a9-84d6-ffe2f44fb96b'],43,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:43.201,Pass,
,,,,,,,,,,,,,,,1.003607,,,,,,,,,,,,,,d77032db-a584-4c78-85eb-df5fd7b17a3e,114,,"[108.7, 69.9]",2275041,2,,,,2.6510458,,Right Foot,,,,"[99.9, 74.6]",,Ground Pass,,9.976472,,,Esme Beth Morgan,4649.0,,,,,,1,From Throw In,Maéva Clemaron,31713.0,Center Defensive Midfield,9,Everton LFC,967,['d5a14604-b5d4-4814-9e3d-1523ccaf1d75'],45,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:45.181,Pass,
,,,,,,,,,,,,,,,2.649049,,,,,,,,,,,,,,9117977b-d31d-46b7-8d1f-11688d1802bd,117,,"[99.9, 74.6]",2275041,2,,,,-1.1334296,,Right Foot,True,,,"[117.2, 37.6]",,High Pass,,40.844707,Incomplete,,,,,,,,,1,From Throw In,Esme Beth Morgan,4649.0,Right Back,9,Everton LFC,967,['cf44280d-1727-4d76-aae4-1985499f5226'],46,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:46.224,Pass,
,,,,,,,,,,,,,,,1.284296,,,,,,,,,,,,,,58c66778-1b9b-42d4-b5bd-e0e51c012fd7,120,,"[12.5, 40.1]",2275041,2,,,,1.819759,,Keeper Arm,,,,"[9.5, 51.9]",,Ground Pass,,12.175385,,,Frankie Brown,10171.0,,,,,,1,From Keeper,Sophie Baggaley,16376.0,Goalkeeper,10,Bristol City WFC,973,['699acfbf-cc71-4873-bda0-9d9a3fc48d10'],54,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:54.492,Pass,
,,,,,,,,,,,,,,,1.658415,,,,,,,,,,,,,,956311ed-de43-4f03-a336-985fcf1c1ccd,123,,"[11.7, 52.3]",2275041,2,,,,-1.4091749,,Right Foot,,,,"[16.2, 24.7]",,Ground Pass,,27.964441,,,Jasmine Matthews,15618.0,,,,,,1,From Keeper,Frankie Brown,10171.0,Left Defensive Midfield,10,Bristol City WFC,973,['ca1c2378-56bd-4961-8a2f-527b831bff3d'],57,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:57.575,Pass,
,,,,,,,,,,,,,,,0.964496,,,,,,,,,,,,,,5ee1132f-863c-4c70-a0f1-0fd4f2a0e450,126,,"[20.7, 18.8]",2275041,3,,,,-0.8385396,,Left Foot,,,,"[29.6, 8.9]",,Ground Pass,,13.3124,,,Gemma Evans,16381.0,,,,,,1,From Keeper,Jasmine Matthews,15618.0,Left Center Back,10,Bristol City WFC,973,['ee20cf10-e5e2-4de0-8aaa-3f429efb2275'],1,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:01.559,Pass,
,,,,,,,,,,,,,,,1.020631,,,,,,,,,,,,,,c1f14e49-9056-48d2-adda-779a4b58e664,129,,"[29.6, 8.9]",2275041,3,,,,2.301703,,Left Foot,,,,"[19.2, 20.5]",,Ground Pass,,15.5794735,,,Jasmine Matthews,15618.0,,,,,,1,From Keeper,Gemma Evans,16381.0,Left Back,10,Bristol City WFC,973,['9ef8ddcd-8030-4a7b-a7e9-f7aa302de3f7'],2,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:03:02.757,Pass,
