50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.713826,,,,,,,,,,,,,e1a9ed7c-f118-4476-bcf5-38429c12cc0c,18,,,"[33.1, 48.9]",2275102,0,,,,,-1.6675086,,Right Foot,,,,"[30.5, 22.1]",,Ground Pass,,26.925823,,,Sophie Howard,15720.0,,,,,,,1,From Kick Off,Kristine Leine,31628.0,Right Center Back,2,Reading WFC,974,['4caf23be-4bf6-4c76-ac5d-8fb6b6984738'],7,,,,,,,,,,,,,,,,Reading WFC,974,00:00:07.038,Pass,
,,,,,,,,,,,,,,,,,1.603317,,,,,,,,,,,,,5c066bea-1bb1-40ac-8b4d-de4dff301beb,21,,,"[30.9, 22.7]",2275102,0,,,,,1.4836811,,Right Foot,,,,"[32.9, 45.6]",,Ground Pass,,22.987171,,,Kristine Leine,31628.0,,,,,,,1,From Kick Off,Sophie Howard,15720.0,Left Center Back,2,Reading WFC,974,['098ab36e-8193-4a92-af0b-c0e3ccd11e1c'],10,,,,,,,,,,,,,,,,Reading WFC,974,00:00:10.043,Pass,
,,,,,,,,,,,,,,,,,2.278944,,,,,,,,,,,,,f44c92b4-801e-4bfb-a967-8968b6155738,25,,,"[34.7, 50.2]",2275102,0,,,,,0.055842504,,Right Foot,,,,"[83.0, 52.9]",,High Pass,,48.37541,,Incomplete,,,,,,,,,1,From Kick Off,Kristine Leine,31628.0,Right Center Back,2,Reading WFC,974,"['17e2e5e5-c730-473c-8273-cf0400830b53', 'd42be082-900c-4e0a-8701-d51e08ac452f']",13,,,,,,,,,,,,,,,,Reading WFC,974,00:00:13.269,Pass,True
,,,,,,,,,,,,,,,,,2.55784,,,,,,,,,,,,,17e2e5e5-c730-473c-8273-cf0400830b53,26,,,"[37.1, 27.2]",2275102,0,,,,,-1.5071568,,Right Foot,,,,"[38.4, 6.8]",,Low Pass,,20.44138,,,Felicity Gibbons,16392.0,,,,,,Recovery,1,From Kick Off,Victoria Williams,16395.0,Left Center Back,2,Reading WFC,974,"['3a8d208d-d0ba-405e-bc84-f3b4f9920442', 'f44c92b4-801e-4bfb-a967-8968b6155738']",15,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:15.548,Pass,
,,,,,,,,,,,,,,,,,4.881126,,,,,,,,,,,,,bf0aa982-cba4-48ad-acf8-a1c9a86abd24,30,,,"[39.7, 5.7]",2275102,0,,,,,0.055271517,,Left Foot,,,,"[88.5, 8.4]",,Low Pass,,48.874634,,Unknown,Iniabasi Anefiok Umotong,16378.0,,,,,,,1,From Kick Off,Felicity Gibbons,16392.0,Left Back,2,Reading WFC,974,"['083faf9e-6607-4d63-a747-90febadeec38', '569c4182-6656-4b15-b332-b250ebe5d8e9']",18,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:18.342,Pass,True
,,,,,,,,,,,,,,,,,1.350789,,,,,,,,,,,,,fa2c4bae-0548-496c-bfc3-061958677ab1,35,,,"[14.9, 56.0]",2275102,0,,,,,-1.26412,,Right Foot,,,,"[18.7, 44.0]",,Ground Pass,,12.587296,,,Sophie Howard,15720.0,,,,,,Free Kick,1,From Free Kick,Grace Moloney,15719.0,Goalkeeper,3,Reading WFC,974,['fe14eb49-58be-400b-adde-ec5aee23d88f'],30,,,,,,,,,,,,,,,,Reading WFC,974,00:00:30.490,Pass,
,,,,,,,,,,,,,,,,,2.374005,,,,,,,,,,,,,02d6318b-9e96-433a-9613-5c57685d0dc2,38,,,"[27.8, 37.6]",2275102,0,,,,,-1.156685,,Right Foot,,,,"[42.7, 3.7]",,Ground Pass,,37.029987,,,Mayumi Pacheco,15724.0,,,,,,,1,From Free Kick,Sophie Howard,15720.0,Left Center Back,3,Reading WFC,974,['71bb8684-3178-4f68-897e-5dc7943b2f43'],34,,,,,,,,,,,,,,,,Reading WFC,974,00:00:34.417,Pass,
,,,,,,,,,,,,,,,,,2.170868,,,,,,,,,,,,,2edb1f5b-385e-4c02-8e48-492c7f2bdd60,42,,,"[45.8, 2.5]",2275102,0,,,,,2.5115588,,Left Foot,,,,"[31.4, 13.0]",,Ground Pass,,17.821615,,,Sophie Howard,15720.0,,,,,,,1,From Free Kick,Mayumi Pacheco,15724.0,Left Back,3,Reading WFC,974,"['12ff5fc7-cba5-47f8-8761-3c89027a1d18', '6717a572-1d2e-428e-8fd0-725f4eefd9b0']",37,,,,,,,,,,,,,,,,Reading WFC,974,00:00:37.771,Pass,True
,,,,,,,,,,,,,,,,,2.326068,,,,,,,,,,,,,a38a1ba9-b8ae-4a1f-8b16-fe0bb63d83b4,45,,,"[28.7, 16.5]",2275102,0,,,,,1.7837347,,Right Foot,,,,"[20.7, 53.5]",,Low Pass,,37.85499,,,Kristine Leine,31628.0,,,,,,,1,From Free Kick,Sophie Howard,15720.0,Left Center Back,3,Reading WFC,974,['8d2f1b86-6476-47b3-a4ce-38302753e4e6'],41,,,,,,,,,,,,,,,,Reading WFC,974,00:00:41.890,Pass,
,,,,,,,,,,,,,,,,,1.198574,,,,,,,,,,,,,a443a180-6e78-452b-bb17-154e11804066,48,,,"[28.7, 56.6]",2275102,0,,,,,-1.5340897,,Right Foot,,,,"[30.0, 21.2]",,Ground Pass,,35.423862,,,Sophie Howard,15720.0,,,,,,,1,From Free Kick,Kristine Leine,31628.0,Right Center Back,3,Reading WFC,974,['1f13d029-e43a-484a-a475-2aaa19642bf6'],47,,,,,,,,,,,,,,,,Reading WFC,974,00:00:47.621,Pass,
,,,,,,,,,,,,,,,,,2.286152,,,,,,,,,,,,,58b1d8a8-4ed6-4409-a787-273d6af18e44,52,,,"[34.5, 21.2]",2275102,0,,,,,0.73527294,,Right Foot,,,,"[65.9, 49.6]",,High Pass,,42.33816,,Incomplete,,,,,,,,,1,From Free Kick,Sophie Howard,15720.0,Left Center Back,3,Reading WFC,974,"['59ea07ea-f89b-4b56-8bd2-342b0c9ecdea', '874b7d76-ce6a-4699-9627-939d156953af']",49,,,,,,,,,,,,,,,,Reading WFC,974,00:00:49.339,Pass,True
,,,,,,,,,,,,,,,,,0.802476,,,,,,,,,,,,,874b7d76-ce6a-4699-9627-939d156953af,53,,,"[54.2, 30.5]",2275102,0,,,,,0.90975314,,Right Foot,,,,"[58.4, 35.9]",,Low Pass,,6.8410525,,,Léa Le Garrec,31529.0,,,,,,Recovery,1,Regular Play,Victoria Williams,16395.0,Left Center Back,4,Brighton & Hove Albion WFC,965,"['58b1d8a8-4ed6-4409-a787-273d6af18e44', '7adbb5d7-81d9-4f24-b17d-a8138603f968']",51,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:51.625,Pass,
,,,,,,,,,,,,,,,,,1.320607,,,,,,,,,,,,,8a7c3acf-ca95-471f-9f77-b2436c251e95,56,,,"[58.4, 35.9]",2275102,0,,,,,1.7376515,,Left Foot,,,,"[56.8, 45.4]",,Low Pass,,9.633795,,,Danielle Buet,20034.0,,,,,,,1,Regular Play,Léa Le Garrec,31529.0,Left Center Midfield,4,Brighton & Hove Albion WFC,965,['4addedc1-b080-49c8-8ab8-aa9ac6ca0f10'],52,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:52.524,Pass,
,,,,,,,,,,,,,,,,,2.744373,,,,,,,,,,,,,b1ea5381-c555-479b-a0ed-e6d33fa167cd,60,,,"[56.4, 46.5]",2275102,0,,,,,1.4987192,,Left Foot,,,,"[58.4, 74.2]",,Ground Pass,,27.772108,,,Kirsty Barton,19414.0,,,,,,,1,Regular Play,Danielle Buet,20034.0,Center Defensive Midfield,4,Brighton & Hove Albion WFC,965,"['1586fced-8199-45ed-9a9a-66886a4ba0ca', '94f5c4ec-f936-4c1a-a859-f0d48f92dd88']",54,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:54.140,Pass,True
,,,,,,,,,,,,,,,,,1.2891,,,,,,,,,,,,,3bbdf2c8-088a-43f3-a77c-c4ec71285191,63,,,"[72.3, 77.1]",2275102,0,,,,,0.037576288,,Right Foot,,,,"[85.6, 77.6]",,Ground Pass,,13.309395,,,Aileen Whelan,16374.0,,,,,,,1,Regular Play,Kirsty Barton,19414.0,Right Back,4,Brighton & Hove Albion WFC,965,['abe2db5e-61f6-4518-b5cb-c65a59b33192'],59,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:59.319,Pass,
,,,,,,,,,,,,,,,,,1.695993,,,,,,,,,,,,,56e326c5-6959-4c07-a8c5-ef6b7d220325,67,,,"[78.3, 77.8]",2275102,1,,,,,-1.1003921,,Left Foot,,,,"[84.3, 66.0]",,Low Pass,,13.237824,,,Kayleigh Green,16400.0,,,,,,,1,Regular Play,Aileen Whelan,16374.0,Right Center Midfield,4,Brighton & Hove Albion WFC,965,"['587544a8-9fe9-435d-8f59-50fd44e2a63d', '6f1a58f7-7116-438e-b5ba-4ffabd56a11d']",3,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:03.770,Pass,True
,,,,,,,,,,,,,,,,,2.236396,,,,,,,,,,,,,24ff5334-362e-4e64-9e03-577fa6ee7bd7,71,,,"[84.1, 65.8]",2275102,1,,,,,0.7103946,,Right Foot,,,,"[93.4, 73.8]",,Low Pass,,12.267437,,,Kirsty Barton,19414.0,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Midfield,4,Brighton & Hove Albion WFC,965,"['7698cee5-b2ac-455a-91a1-5c84dc91eb26', '84d01597-dc4c-4b6f-9196-c1cfed920379']",5,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:05.619,Pass,True
,,,,,,,,,,,,,,,,,1.185693,,,,,,,,,,,,,8f1f8d2b-33d7-4f81-8478-9acb99ecc373,75,,,"[94.5, 77.8]",2275102,1,,,,,-3.0867028,,Right Foot,,,,"[85.4, 77.3]",,Ground Pass,,9.113726,,,Aileen Whelan,16374.0,,,,,,,1,Regular Play,Kirsty Barton,19414.0,Right Back,4,Brighton & Hove Albion WFC,965,"['0823ea11-4ae9-49cc-98d8-afb01c79d70d', 'f91902c2-e3a6-43de-9110-61568d40114d']",9,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:09.066,Pass,True
,,,,,,,,,,,,,,,,,2.166438,,,,,,,,,,,,,da077dc1-c2b5-4678-acb5-88ca8812bf74,78,,,"[84.8, 78.2]",2275102,1,,,,,-0.85091066,,Right Foot,,,,"[108.3, 51.4]",,High Pass,,35.643932,,Incomplete,Iniabasi Anefiok Umotong,16378.0,,,,,,,1,Regular Play,Aileen Whelan,16374.0,Right Center Midfield,4,Brighton & Hove Albion WFC,965,"['63708e75-7004-4dc2-8623-77d9b0e7118d', '71dc6955-6830-4218-87ff-597fe0a45699']",10,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:10.273,Pass,
,,,,,,,,,,,,,,,,,1.317662,,,,,,,,,,,,,62dcc054-2340-491d-b5b7-863ead66e8d0,84,,,"[14.5, 41.1]",2275102,1,,,,,-1.2216356,,Keeper Arm,,,,"[22.0, 20.5]",,Ground Pass,,21.92282,,,Sophie Howard,15720.0,,,,,,,1,From Keeper,Grace Moloney,15719.0,Goalkeeper,6,Reading WFC,974,['787639e7-bcce-4666-becd-d110fbebf754'],24,,,,,,,,,,,,,,,,Reading WFC,974,00:01:24.339,Pass,
,,,,,,,,,,,,,,,,,1.603569,,,,,,,,,,,,,e05dbad2-a7d5-447f-8f80-28cd238542ab,87,,,"[30.7, 13.4]",2275102,1,,,,,2.3770869,,Right Foot,,,,"[13.6, 29.8]",,Ground Pass,,23.693249,,,Grace Moloney,15719.0,,,,,,,1,Regular Play,Sophie Howard,15720.0,Left Center Back,7,Reading WFC,974,['37a6c6e1-7d3f-4468-8600-190a88ab5201'],29,,,,,,,,,,,,,,,,Reading WFC,974,00:01:29.702,Pass,
,,,,,,,,,,,,,,,,,2.208096,,,,,,,,,,,,,81c955bf-8bf1-4862-a821-5fe3cec98dd8,90,,,"[15.8, 36.9]",2275102,1,,,,,1.2333403,,Left Foot,,,,"[21.8, 54.0]",,Ground Pass,,18.122086,,,Kristine Leine,31628.0,,,,,,,1,Regular Play,Grace Moloney,15719.0,Goalkeeper,8,Reading WFC,974,['bbb30566-3bca-471e-bb05-4b549b80f8c4'],32,,,,,,,,,,,,,,,,Reading WFC,974,00:01:32.619,Pass,
,,,,,,,,,,,,,,,,,1.045236,,,,,,,,,,,,,624bb8a6-3747-4179-92ce-dabc262ddb0c,93,,,"[27.4, 61.7]",2275102,1,,,,,-0.033507008,,Right Foot,,,,"[45.3, 61.1]",,Ground Pass,,17.910053,,,Jade Moore,10190.0,,,,,,,1,Regular Play,Kristine Leine,31628.0,Right Center Back,9,Reading WFC,974,['f41f4905-db86-4bac-b7b6-928e2124e7e9'],36,,,,,,,,,,,,,,,,Reading WFC,974,00:01:36.207,Pass,
,,,,,,,,,,,,,,,,,1.548794,,,,,,,,,,,,,de442aed-7a56-41df-8afb-f78fb4b2d7e2,102,,,"[74.6, 0.1]",2275102,1,,,,,0.34477282,,,,,,"[92.7, 6.6]",,High Pass,,19.231745,,Incomplete,Kayleigh Green,16400.0,,,,,,Throw-in,1,From Throw In,Felicity Gibbons,16392.0,Left Back,11,Brighton & Hove Albion WFC,965,"['37cf01ac-7c88-4a9a-aaf6-ebe03062f82d', 'a46c4d10-8eb4-4233-bffd-6a544c91f917']",54,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:54.818,Pass,
,,,,,,,,,,,,,,,,,0.604094,,,,,,,,,,,,,c9ece938-00fe-43a3-82e2-f2fea60c09d9,105,,,"[77.4, 15.2]",2275102,1,,,,,-2.5264065,,Left Foot,,,,"[69.9, 9.9]",,Low Pass,,9.1836815,,,Felicity Gibbons,16392.0,,,,,,Recovery,1,From Throw In,Kate Natkiel,16399.0,Left Midfield,11,Brighton & Hove Albion WFC,965,['2f0ccd29-f0ae-475f-adf7-50e2b38703a5'],57,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:57.812,Pass,
,,,,,,,,,,,,,,,,,1.678799,,,,,,,,,,,,,2dab0f31-7713-4a04-b7fd-c441b50ac09c,107,,,"[69.9, 10.4]",2275102,1,,,,,2.6655233,,Left Foot,,,,"[63.5, 13.7]",,High Pass,,7.2006946,,,Victoria Williams,16395.0,,,,,,,1,From Throw In,Felicity Gibbons,16392.0,Left Back,11,Brighton & Hove Albion WFC,965,['35ba60ba-3a14-4f27-bc6e-446bf08c5404'],58,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:58.416,Pass,
,,,,,,,,,,,,,,,,,1.32222,,,,,,,,,,,,,51ac2dd1-fa77-4286-ac69-16008fffe690,109,,,"[63.5, 13.7]",2275102,2,,,,,1.357858,,Head,,,,"[65.9, 24.8]",,Low Pass,,11.356496,,,Danielle Buet,20034.0,,,,,,,1,From Throw In,Victoria Williams,16395.0,Left Center Back,11,Brighton & Hove Albion WFC,965,['ccac8384-7966-46b6-a86d-16e752555939'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:00.095,Pass,
,,,,,,,,,,,,,,,,,3.148504,,,,,,,,,,,,,0bd79965-d9b4-4728-831b-8ced931dd4a4,112,,,"[66.4, 24.8]",2275102,2,,,,,2.7480702,,Left Foot,,,,"[44.0, 34.1]",,Low Pass,,24.253866,,,Danique Kerkdijk,16383.0,,,,,,,1,From Throw In,Danielle Buet,20034.0,Center Defensive Midfield,11,Brighton & Hove Albion WFC,965,"['27f0aefc-80c7-4ae9-9c52-757fb61d96e5', 'ded2915f-91e5-44fe-a324-5226d6f2599a']",1,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:01.417,Pass,True
,,,,,,,,,,,,,,,,,1.638852,,,,,,,,,,,,,9be0fc93-7609-47de-a6ab-5e5619b7b208,115,,,"[39.7, 42.5]",2275102,2,,,,,1.144469,,Right Foot,,,,"[51.1, 67.6]",,Ground Pass,,27.567553,,,Kirsty Barton,19414.0,,,,,,,1,From Throw In,Danique Kerkdijk,16383.0,Right Center Back,11,Brighton & Hove Albion WFC,965,['6ca45886-78bb-400b-b7a0-0b186c6a3f89'],4,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:04.748,Pass,
,,,,,,,,,,,,,,,,,1.362576,,,,,,,,,,,,,ffbe2e9e-cb92-461d-a79a-b82eaa33c0fa,118,,,"[55.3, 67.6]",2275102,2,,,,,0.62364393,,Right Foot,,,,"[69.2, 77.6]",,Ground Pass,,17.123375,,,Aileen Whelan,16374.0,,,,,,,1,From Throw In,Kirsty Barton,19414.0,Right Back,11,Brighton & Hove Albion WFC,965,['a02b21c6-5800-4d87-a6cf-0b05d5e688d7'],7,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:07.935,Pass,
,,,,,,,,,,,,,,,,,0.902581,,,,,,,,,,,,,105d6af7-6095-4f52-bbc4-6c67fc9fa863,129,,,"[62.6, 1.9]",2275102,2,,,,,0.34097895,,Right Foot,,,,"[65.7, 3.0]",,Ground Pass,,3.2893767,,Incomplete,Brooke Chaplen,15723.0,,,,,,,1,Regular Play,Remi Allen,18149.0,Left Defensive Midfield,12,Reading WFC,974,"['53c82f0c-a04d-446b-b14a-f024e15676be', '8b5b0a1e-c2a2-4435-a8de-ed8dfc5e295d', 'd299c101-0c14-4fda-ab84-59bab97108c6']",14,,,,,,,,,,,,,,,,Reading WFC,974,00:02:14.309,Pass,True
