bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.293261,,,,,,,,,,,,7ba3c6dc-5638-47bc-9e9b-2badb1fc6510,18,,,"[32.6, 0.1]",3750180,0,,,,0.2652071,,,,,"[48.8, 4.5]",,High Pass,,16.7869,Incomplete,,,,,,,,Throw-in,1,From Throw In,Siegmar Wätzlich,38609.0,Left Back,3,German DR,2721,['202ff311-59f5-4fbb-b3f6-5ed0efcdc15f'],22,,,,,,,,,,,,,,,,,,German DR,2721,00:00:22.511,Pass,
,,,,,,,,,,,,,,,,1.721886,,,,,,,,,,,,202ff311-59f5-4fbb-b3f6-5ed0efcdc15f,19,,,"[71.3, 75.6]",3750180,0,,,,-1.2545102,,Head,,,"[73.1, 70.1]",,High Pass,,5.7870545,,,Bernhard Cullmann,38618.0,,,,,Interception,1,Regular Play,Georg Schwarzenbeck,38617.0,Right Back,4,Germany,770,"['7ba3c6dc-5638-47bc-9e9b-2badb1fc6510', 'b5c4160f-fc4f-4465-8997-71a80dfc82ee']",23,,,,,,,,,,,,,,,,,,Germany,770,00:00:23.805,Pass,
,,,,,,,,,,,,,,,,1.561428,,,,,,,,,,,,2ddd0260-8165-4365-886d-f90f06a2458e,21,,,"[73.1, 70.1]",3750180,0,,,,-2.9110708,,Head,,,"[53.5, 65.5]",,Low Pass,,20.13256,,,Franz Beckenbauer,38625.0,,,,,,1,Regular Play,Bernhard Cullmann,38618.0,Right Midfield,4,Germany,770,['21f4de19-35ab-4f49-8158-efd11f0e1e53'],25,,,,,,,,,,,,,,,,,,Germany,770,00:00:25.606,Pass,
,,,,,,,,,,,,,,,,1.680722,,,,,,,,,,,,20b95ff7-ae94-4d9b-909b-1d217d17cbec,24,,,"[53.5, 65.7]",3750180,0,,,,1.1945543,,Right Foot,,,"[56.7, 73.8]",,High Pass,,8.70919,,,Berti Vogts,38611.0,,,,,,1,Regular Play,Franz Beckenbauer,38625.0,Left Center Back,4,Germany,770,['41db7064-41b7-4ca8-92e6-2a04fb998e96'],27,,,,,,,,,,,,,,,,,,Germany,770,00:00:27.210,Pass,
,,,,,,,,,,,,,,,,2.011474,,,,,,,,,,,,5d7cce9a-61d5-4575-8000-700d522d862d,27,,,"[56.7, 73.8]",3750180,0,,,True,-1.5330784,,,,,"[57.1, 63.2]",,Low Pass,,10.607545,,,Franz Beckenbauer,38625.0,,,,,,1,Regular Play,Berti Vogts,38611.0,Right Center Back,4,Germany,770,"['61730edb-707a-400e-8e90-4e397fb3f59b', 'd10f8b8f-fe20-435c-a838-81e222d439a9']",28,,,,,,,,,,,,,,,,,,Germany,770,00:00:28.971,Pass,True
,,,,,,,,,,,,,,,,0.868443,,,,,,,,,,,,b71a89ef-d118-44cf-810c-3d4c6f998dba,30,,,"[66.4, 45.7]",3750180,0,,,,-1.8205711,,Right Foot,,,"[63.9, 35.9]",,Ground Pass,,10.113852,,,Ulrich Hoeneß,38626.0,,,,,,1,Regular Play,Franz Beckenbauer,38625.0,Left Center Back,4,Germany,770,['2a0d682a-b7c4-42a3-95e5-fdf94646747b'],35,,,,,,,,,,,,,,,,,,Germany,770,00:00:35.124,Pass,
,,,,,,,,,,,,,,,,2.384541,,,,,,,,,,,,a2161a05-7703-4263-8186-9e34a0633288,33,,,"[82.1, 43.5]",3750180,0,,,,0.53037417,,Right Foot,,,"[98.3, 53.0]",,Ground Pass,,18.780043,Incomplete,,Jürgen Grabowski,38608.0,,,,,,1,Regular Play,Ulrich Hoeneß,38626.0,Right Defensive Midfield,4,Germany,770,"['7c534c6b-df81-46d5-9d39-96717ed5cabc', '9b1d49a3-1b57-4e5c-946d-3a4509dad6bd']",39,,,,,,,,,,,,,,,,,,Germany,770,00:00:39.700,Pass,
,,,,,,,,,,,,,,,,1.172562,,,,,,,,,,,,14c6b40f-5cf3-4d0f-8784-a51e45c57da0,38,,,"[22.7, 25.4]",3750180,0,,,,-2.2191284,,Right Foot,,,"[17.7, 18.8]",,Ground Pass,,8.280097,,,Siegmar Wätzlich,38609.0,,,,,,1,Regular Play,Konrad Weise,38604.0,Right Center Back,5,German DR,2721,"['9f76ae0c-a0d3-4fce-9fc7-801157c54088', 'f3003835-943e-4a0e-b35a-677fc45853ab']",42,,,,,,,,,,,,,,,,,,German DR,2721,00:00:42.858,Pass,True
,,,,,,,,,,,,,,,,1.36844,,,,,,,,,,,,95c9f029-c6c4-47e3-8458-53f7fd9a09ae,41,,,"[18.3, 14.6]",3750180,0,,,,-0.74969906,,Left Foot,,,"[29.9, 3.8]",,Ground Pass,,15.84929,,,Martin Hoffmann,38613.0,,,,,,1,Regular Play,Siegmar Wätzlich,38609.0,Left Back,5,German DR,2721,['9e77f34c-9c08-470f-9ad9-f76470386467'],45,,,,,,,,,,,,,,,,,,German DR,2721,00:00:45.161,Pass,
,,,,,,,,,,,,,,,,1.097633,,,,,,,,,,,,f41a3619-2be5-44c1-b0e7-9d7115cdae0a,44,,,"[29.9, 3.8]",3750180,0,,,,1.6603001,,Left Foot,,,"[28.5, 19.4]",,Ground Pass,,15.662695,,,Konrad Weise,38604.0,,,,,,1,Regular Play,Martin Hoffmann,38613.0,Right Center Forward,5,German DR,2721,['37134b8d-d2f6-4f92-8ec0-4b0d4585f5d0'],47,,,,,,,,,,,,,,,,,,German DR,2721,00:00:47.673,Pass,
,,,,,,,,,,,,,,,,1.106384,,,,,,,,,,,,08ab3a20-48ed-4b91-bb45-5088bc307d75,47,,,"[28.5, 19.2]",3750180,0,,,,-2.17245,,Right Foot,,,"[23.9, 12.5]",,Ground Pass,,8.127115,,,Siegmar Wätzlich,38609.0,,,,,,1,Regular Play,Konrad Weise,38604.0,Right Center Back,5,German DR,2721,['3c5c573d-c90d-4bd6-b1ac-60be8f9ca1f1'],48,,,,,,,,,,,,,,,,,,German DR,2721,00:00:48.811,Pass,
,,,,,,,,,,,,,,,,3.159724,,,,,,,,,,,,6f23cb22-1b7b-4d93-b831-90ea3759c662,50,,,"[24.1, 12.5]",3750180,0,,,,1.5273454,,Left Foot,,,"[24.5, 21.7]",,Ground Pass,,9.208692,,,Lothar Kurbjuweit,38607.0,,,,,,1,Regular Play,Siegmar Wätzlich,38609.0,Left Back,5,German DR,2721,['a4c1b239-78e4-4465-8254-2f47fc101731'],49,,,,,,,,,,,,,,,,,,German DR,2721,00:00:49.957,Pass,
,,,,,,,,,,,,,,,,1.804795,,,,,,,,,,,,b25fc1d6-b455-4a50-9c7b-dd6c6030a04b,53,,,"[26.0, 26.9]",3750180,0,,,,1.7377264,,Left Foot,,,"[21.4, 54.2]",,Low Pass,,27.684834,,,Hans-Jürgen Kreische,38622.0,,,,,,1,Regular Play,Lothar Kurbjuweit,38607.0,Left Center Midfield,5,German DR,2721,['70b40f17-7259-4f85-800b-01d124fab1d7'],53,,,,,,,,,,,,,,,,,,German DR,2721,00:00:53.157,Pass,
,,,,,,,,,,,,,,,,1.48533,,,,,,,,,,,,bdaaef94-181a-49be-9a85-ea3ba21743e4,56,,,"[21.4, 54.2]",3750180,0,,,,-2.5602124,,Right Foot,,,"[10.9, 47.3]",,Ground Pass,,12.564235,,,Jürgen Croy,38606.0,,,,,,1,Regular Play,Hans-Jürgen Kreische,38622.0,Left Midfield,5,German DR,2721,['09755a0b-3399-4369-83fa-53f4d7aef781'],57,,,,,,,,,,,,,,,,,,German DR,2721,00:00:57.544,Pass,
,,,,,,,,,,,,,,,,2.078072,,,,,,,,,,,,760e8023-2fee-48f5-9cd1-a8740ae39b9e,59,,,"[14.9, 40.5]",3750180,1,,,,-0.5242919,,Keeper Arm,,,"[46.2, 22.4]",,High Pass,,36.156605,,,Harald Irmscher,38621.0,,,,,,1,Regular Play,Jürgen Croy,38606.0,Goalkeeper,5,German DR,2721,['701d9d59-d2e1-46fa-92a0-49b7cf3bd3a6'],1,,,,,,,,,,,,,,,,,,German DR,2721,00:01:01.640,Pass,
,,,,,,,,,,,,,,,,4.682165,,,,,,,,,,,,cb872dc5-c083-4096-8501-caf07006d565,63,,,"[41.4, 23.7]",3750180,1,,,,0.38760406,,Right Foot,,,"[106.8, 50.4]",,High Pass,,70.64029,Incomplete,,Jürgen Sparwasser,38620.0,,,,,,1,Regular Play,Harald Irmscher,38621.0,Right Midfield,5,German DR,2721,"['24964c64-3330-46a7-adc7-2d7af71bed6c', '2b9b970b-01aa-42b3-a058-072eeb458a5f', 'c41c7605-f1a8-477b-8e34-e2d48ca70a85']",6,,,,,,,,,,,,,,,,,,German DR,2721,00:01:06.057,Pass,True
,,,,,,,,,,,,,,,,1.188418,,,,,,,,,,,,2b9b970b-01aa-42b3-a058-072eeb458a5f,66,,,"[13.3, 29.7]",3750180,1,,,,2.6311042,,Right Foot,,,"[3.3, 35.3]",,Ground Pass,,11.461239,,,Sepp Maier,38616.0,,,,,Recovery,1,Regular Play,Georg Schwarzenbeck,38617.0,Right Back,6,Germany,770,"['2f2f3772-82c6-41ce-b585-cb3b847c6383', '52cedf56-836d-401e-9aec-2069f6b4712e', 'cb872dc5-c083-4096-8501-caf07006d565']",10,,,,,,,,,,,,,,,,,,Germany,770,00:01:10.739,Pass,True
,,,,,,,,,,,,,,,,2.499136,,,,,,,,,,,,ebff5c15-664c-45db-a59a-422987b14bdf,70,,,"[3.0, 32.5]",3750180,1,,,,-1.0293491,,Keeper Arm,,,"[11.6, 18.2]",,Ground Pass,,16.686821,,,Georg Schwarzenbeck,38617.0,,,,,,1,Regular Play,Sepp Maier,38616.0,Goalkeeper,6,Germany,770,['9484411d-ccd3-441b-9290-a1d0309fbdd4'],14,,,,,,,,,,,,,,,,,,Germany,770,00:01:14.126,Pass,
,,,,,,,,,,,,,,,,1.035936,,,,,,,,,,,,0e7dea2c-078f-4000-ad0b-106c9a65f146,73,,,"[18.6, 13.4]",3750180,1,,,,-0.83414,,Right Foot,,,"[22.5, 9.1]",,Ground Pass,,5.80517,,,Heinz Flohe,38614.0,,,,,,1,Regular Play,Georg Schwarzenbeck,38617.0,Right Back,6,Germany,770,['679e4f6d-d0ed-43ea-8e63-a59bd981be16'],18,,,,,,,,,,,,,,,,,,Germany,770,00:01:18.121,Pass,
,,,,,,,,,,,,,,,,0.925739,,,,,,,,,,,,d7fe5350-fd62-463d-964f-b6378c15f7f9,77,,,"[23.9, 9.4]",3750180,1,,,,1.5291537,,Left Foot,,,"[24.3, 19.0]",,Ground Pass,,9.60833,,,Georg Schwarzenbeck,38617.0,,,,,,1,Regular Play,Heinz Flohe,38614.0,Left Midfield,6,Germany,770,"['00c28dbf-66f6-4a85-b665-488e47db0fab', '27659698-bd2e-4bbc-a2e2-111923d3945a']",19,,,,,,,,,,,,,,,,,,Germany,770,00:01:19.567,Pass,True
,,,,,,,,,,,,,,,,0.962727,,,,,,,,,,,,101852c3-e77d-4f08-b95e-1dffcb075b59,80,,,"[25.5, 19.0]",3750180,1,,,,-0.49159065,,Right Foot,,,"[38.2, 12.2]",,Ground Pass,,14.405902,,,Heinz Flohe,38614.0,,,,,,1,Regular Play,Georg Schwarzenbeck,38617.0,Right Back,6,Germany,770,"['00c28dbf-66f6-4a85-b665-488e47db0fab', '7c0d7b04-817f-49e0-8adc-2de08202ee7c']",20,,,,,,,,,,,,,,,,,,Germany,770,00:01:20.583,Pass,True
,,,,,,,,,,,,,,,,1.653255,,,,,,,,,,,,acf4f926-574d-4d7c-b990-2223a3ef75e0,83,,,"[40.6, 14.2]",3750180,1,,,,0.85480523,,Left Foot,,,"[49.3, 24.2]",,Ground Pass,,13.25481,,,Wolfgang Overath,38623.0,,,,,,1,Regular Play,Heinz Flohe,38614.0,Left Midfield,6,Germany,770,['84b6ee36-b844-462f-a2fd-c849d9ea0c9c'],21,,,,,,,,,,,,,,,,,,Germany,770,00:01:21.626,Pass,
,,,,,,,,,,,,,,,,1.271821,,,,,,,,,,,,08dc2016-b637-4ed8-a985-ec769b116479,86,,,"[55.5, 21.5]",3750180,1,,,,-0.9632233,,Left Foot,,,"[64.4, 8.7]",,Ground Pass,,15.590061,,,Paul Breitner,38610.0,,,,,,1,Regular Play,Wolfgang Overath,38623.0,Left Center Forward,6,Germany,770,['4046cde2-afe7-428f-b422-888e457777d2'],25,,,,,,,,,,,,,,,,,,Germany,770,00:01:25.781,Pass,
,,,,,,,,,,,,,,,,1.321264,,,,,,,,,,,,ddb0392d-b35b-4cf3-9106-c66ec8f7079c,89,,,"[66.0, 10.4]",3750180,1,,,,1.377369,,Right Foot,,,"[67.9, 20.1]",,Ground Pass,,9.884331,,,Wolfgang Overath,38623.0,,,,,,1,Regular Play,Paul Breitner,38610.0,Left Back,6,Germany,770,['264e4b43-a209-48fc-9d35-092a20e9eadc'],28,,,,,,,,,,,,,,,,,,Germany,770,00:01:28.758,Pass,
,,,,,,,,,,,,,,,,0.821209,,,,,,,,,,,,3cfb910c-77fc-4d92-81de-c4bb7ff4b8e1,92,,,"[77.4, 19.0]",3750180,1,,,,-2.145101,,Left Foot,,,"[73.0, 12.2]",,Ground Pass,,8.099382,,,Heinz Flohe,38614.0,,,,,,1,Regular Play,Wolfgang Overath,38623.0,Left Center Forward,6,Germany,770,['450a0cda-9a91-4f34-af80-43472d8d9ae4'],34,,,,,,,,,,,,,,,,,,Germany,770,00:01:34.303,Pass,
,,,,,,,,,,,,,,,,0.83164,,,,,,,,,,,,80e98e90-a373-45ce-8a66-4e8dc7d2f14b,95,,,"[73.0, 12.2]",3750180,1,,,,1.7021117,,Left Foot,,,"[71.6, 22.8]",,Ground Pass,,10.692053,,,Paul Breitner,38610.0,,,,,,1,Regular Play,Heinz Flohe,38614.0,Left Midfield,6,Germany,770,['0a4d52f5-11aa-4dd1-8195-f1cdaf93f3fc'],36,,,,,,,,,,,,,,,,,,Germany,770,00:01:36.268,Pass,
,,,,,,,,,,,,,,,,1.372808,,,,,,,,,,,,1acbb647-9072-413f-a3a7-5a1261397b8a,98,,,"[66.0, 24.7]",3750180,1,,,,2.1532843,,Right Foot,,,"[57.7, 37.3]",,Ground Pass,,15.088075,,,Georg Schwarzenbeck,38617.0,,,,,,1,Regular Play,Paul Breitner,38610.0,Left Back,6,Germany,770,['97300817-9930-4a4f-847e-471e05bc99f6'],38,,,,,,,,,,,,,,,,,,Germany,770,00:01:38.968,Pass,
,,,,,,,,,,,,,,,,1.713166,,,,,,,,,,,,a188a8b1-d538-4f59-a690-5611605e193a,101,,,"[58.2, 41.1]",3750180,1,,,,1.2084491,,Right Foot,,,"[69.8, 71.7]",,Low Pass,,32.724915,,,Bernhard Cullmann,38618.0,,,,,,1,Regular Play,Georg Schwarzenbeck,38617.0,Right Back,6,Germany,770,['10149303-7e65-4391-bb4a-ab827825a735'],42,,,,,,,,,,,,,,,,,,Germany,770,00:01:42.063,Pass,
,,,,,,,,,,,,,,,,1.504953,,,,,,,,,,,,a3c20a13-c4ae-4f9d-8a3b-c0e4f9e25a42,104,,,"[69.8, 71.6]",3750180,1,,,,-2.067219,,Right Foot,,,"[65.9, 64.4]",,Low Pass,,8.188406,,,Ulrich Hoeneß,38626.0,,,,,,1,Regular Play,Bernhard Cullmann,38618.0,Right Midfield,6,Germany,770,['9f107b09-d1e9-47b6-ac50-1854e03178e3'],43,,,,,,,,,,,,,,,,,,Germany,770,00:01:43.955,Pass,
,,,,,,,,,,,,,,,,1.555116,,,,,,,,,,,,97dc7ba3-04b6-44b1-9271-62d5b5d814d2,107,,,"[75.8, 64.7]",3750180,1,,,,0.92592907,,Right Foot,,,"[84.6, 76.4]",,Ground Pass,,14.640014,,,Bernhard Cullmann,38618.0,,,,,,1,Regular Play,Ulrich Hoeneß,38626.0,Right Defensive Midfield,6,Germany,770,['985d6574-f194-4b79-a32c-b592cc21549d'],46,,,,,,,,,,,,,,,,,,Germany,770,00:01:46.999,Pass,
,,,,,,,,,,,,,,,,0.656668,,,,,,,,,,,,c3cb8352-dbbf-476d-9b14-f15d7d858da3,110,,,"[83.7, 63.6]",3750180,1,,,,-1.4792165,,Left Foot,,,"[84.6, 53.8]",,Ground Pass,,9.84124,,,Heinz Flohe,38614.0,,,,,,1,Regular Play,Bernhard Cullmann,38618.0,Right Midfield,6,Germany,770,['fc4c108d-9a0b-4ccc-9de4-867d9ee99427'],51,,,,,,,,,,,,,,,,,,Germany,770,00:01:51.305,Pass,
,,,,,,,,,,,,,,,,1.062135,,,,,,,,,,,,7deee89d-0eb3-4c36-8445-a415b2d91df9,113,,,"[84.4, 63.0]",3750180,1,,,,1.0650051,,Left Foot,,,"[91.6, 76.0]",,Ground Pass,,14.860686,,,Bernhard Cullmann,38618.0,,,,,,1,Regular Play,Heinz Flohe,38614.0,Left Midfield,6,Germany,770,['fd61e836-8450-4aa0-a084-5718ea423a0b'],53,,,,,,,,,,,,,,,,,,Germany,770,00:01:53.098,Pass,
,,,,,,,,,,,,,,,,0.926505,,,,,,,,,,,,3b08af7e-c3aa-4b96-b96d-788a66c248d6,116,,,"[88.2, 74.5]",3750180,1,,,,-1.6013991,,Right Foot,,,"[87.9, 64.7]",,Ground Pass,,9.804591,Incomplete,,Ulrich Hoeneß,38626.0,,,,,,1,Regular Play,Bernhard Cullmann,38618.0,Right Midfield,6,Germany,770,"['71a03410-9a3d-4191-ab1d-86d36e6ed84e', 'dff257a9-cf18-42d1-af5f-8c0bca8ad9ae']",55,,,,,,,,,,,,,,,,,,Germany,770,00:01:55.464,Pass,
,,,,,,,,,,,,,,,,3.740759,,,,,,,,,,,,b6d68065-07dc-49d5-8c3d-505ad316eb8e,120,,,"[34.5, 19.9]",3750180,1,,,,0.25250328,,Right Foot,,,"[93.8, 35.2]",,High Pass,,61.241978,Incomplete,,Martin Hoffmann,38613.0,,,,,,1,Regular Play,Lothar Kurbjuweit,38607.0,Left Center Midfield,6,Germany,770,"['5c4fb764-648a-41fe-9499-9a7d5f1379eb', '5e9338ab-3977-4281-a4ec-495375b76041']",57,,,,,,,,,,,,,,,,,,German DR,2721,00:01:57.906,Pass,
