50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.288932,,,,,,,,,,,,,,,7ee2b641-8074-4dc8-8313-2751901c054a,17,,"[14.5, 68.5]",3888716,0,,,,,-0.26711747,,Right Foot,,,,"[53.6, 57.8]",High Pass,,40.537636,,,Ralf Edström,397852.0,,,,,,,1,From Throw In,Jan Olsson,397847.0,Right Back,3,Sweden,790,['44785644-ca17-4322-b880-f2871f8329cb'],14,,,,,,,,,,,,,,,,,Sweden,790,00:00:14.581,Pass,
,,,,,,,,,,,,,,,,5.462206,,,,,,,,,,,,,,,8cc08235-a810-47b4-9978-2c19c6e17f92,19,,"[53.6, 57.8]",3888716,0,,,,,0.5359663,,Left Foot,,,,"[83.4, 75.5]",High Pass,,34.660206,Incomplete,,Roland Sandberg,397853.0,,,,,,,1,From Throw In,Ralf Edström,397852.0,Left Center Forward,3,Sweden,790,"['56e52057-bf69-497d-b180-f9012669090f', 'd5fd3781-2034-4b20-8282-36f2cbc02bf7']",16,,,,,,,,,,,,,,,,,Sweden,790,00:00:16.870,Pass,
,,,,,,,,,,,,,,,,2.532293,,,,,,,,,,,,,,,6d02db22-63a6-45b0-8609-ebe18b7f803e,23,,"[79.5, 73.5]",3888716,0,,,,,-0.9023321,,Right Foot,,,,"[108.8, 36.4]",High Pass,,47.27473,Incomplete,,Ralf Edström,397852.0,,,,,,Free Kick,1,From Free Kick,Jan Olsson,397847.0,Right Back,4,Sweden,790,"['59a587f5-a402-4bcb-9d62-d7d6de1944b7', 'd9db10fc-2131-4081-88b6-c1862ee30478']",40,,,,,,,,,,,,,,,,,Sweden,790,00:00:40.490,Pass,
,,,,,,,,,,,,,,,,1.55412,,,,,,,,,,,,,,,b1e7190e-647b-4d32-9fec-56448f8f6617,30,,"[75.1, 34.3]",3888716,0,,,,,-1.0798827,,Head,,,,"[86.7, 12.6]",High Pass,,24.605894,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Björn Andersson,397845.0,Left Center Back,4,Sweden,790,['c40f0ea0-3e90-471a-8758-15d083b01fc6'],47,,,,,,,,,,,,,,,,,Sweden,790,00:00:47.557,Pass,
,,,,,,,,,,,,,,,,2.664776,,,,,,,,,,,,,,,c40f0ea0-3e90-471a-8758-15d083b01fc6,31,,"[33.4, 67.5]",3888716,0,,,,,0.37151787,,Head,,,,"[48.8, 73.5]",Low Pass,,16.527554,Incomplete,,Johnny Rep,397727.0,,,,,,Recovery,1,From Free Kick,Ruud Krol,39720.0,Left Back,4,Sweden,790,"['0a2ed27a-7901-42ce-a379-1e46cf9ae45f', 'b1e7190e-647b-4d32-9fec-56448f8f6617', 'd58a255f-adcc-45aa-b837-9b14d6883296']",49,,,,,,,,,,,,,,,,,Netherlands,941,00:00:49.111,Pass,
,,,,,,,,,,,,,,,,1.376076,,,,,,,,,,,,,,,0a2ed27a-7901-42ce-a379-1e46cf9ae45f,34,,"[71.3, 6.6]",3888716,0,,,,,2.9646547,,Right Foot,,,,"[56.2, 9.3]",Ground Pass,,15.339492,,,Kent Karlsson,397844.0,,,,,,Recovery,1,From Free Kick,Bo Göran Larsson,397851.0,Left Midfield,4,Sweden,790,"['04ca84ea-78af-4056-af9a-8fc0f1e150de', 'b028d7ad-00f9-4b2b-afaa-ca434bfb7dfd', 'c40f0ea0-3e90-471a-8758-15d083b01fc6']",51,,,,,,,,,,,,,,,,,Sweden,790,00:00:51.775,Pass,True
,,,,,,,,,,,,,,,,1.887782,,,,,,,,,,,,,,,9d22c2c8-725e-4a32-99bb-524bc97fa32d,36,,"[56.2, 9.3]",3888716,0,,,,,2.5113022,,Right Foot,,,,"[40.3, 20.9]",Ground Pass,,19.681717,,,Björn Andersson,397845.0,,,,,,,1,From Free Kick,Kent Karlsson,397844.0,Left Back,4,Sweden,790,['8b0bb326-3725-4091-94a6-79c2a01d1e0a'],53,,,,,,,,,,,,,,,,,Sweden,790,00:00:53.152,Pass,
,,,,,,,,,,,,,,,,4.343737,,,,,,,,,,,,,,,4c3573cc-53bf-4cd9-8e62-977616ddb0f2,38,,"[40.3, 20.9]",3888716,0,,,,,-0.025790941,,Right Foot,,,,"[106.2, 19.2]",High Pass,,65.92192,Incomplete,,Roland Sandberg,397853.0,,,,,,,1,From Free Kick,Björn Andersson,397845.0,Left Center Back,4,Sweden,790,"['384fd124-489f-4bb0-a9c0-1374e29a6abc', '53cbc428-8666-431c-ad45-75fe5eb14258']",55,,,,,,,,,,,,,,,,,Sweden,790,00:00:55.039,Pass,
,,,,,,,,,,,,,,,,1.67995,,,,,,,,,,,,,,,9fea8963-14f5-47e0-b1db-2d284825bf56,42,,"[11.7, 59.7]",3888716,1,,,,,-1.1683829,,Keeper Arm,,,,"[20.0, 40.2]",Low Pass,,21.192923,,,Arie Haan,39719.0,,,,,,,1,Regular Play,Jan Jongbloed,397802.0,Goalkeeper,5,Netherlands,941,['3fa5cbf6-b20f-45d5-9192-0171b331807f'],0,,,,,,,,,,,,,,,,,Netherlands,941,00:01:00.714,Pass,
,,,,,,,,,,,,,,,,1.381854,,,,,,,,,,,,,,,2b7ed3bb-aaba-4cf9-a686-65204889165e,45,,"[44.9, 30.3]",3888716,1,,,,,-0.67267054,,Right Foot,,,,"[56.7, 20.9]",Ground Pass,,15.086418,,,Johan Cruyff,39713.0,,,,,,,1,Regular Play,Arie Haan,39719.0,Left Center Back,5,Netherlands,941,['ddfffc08-8af9-4c7a-98e5-e100eaf0eff4'],8,,,,,,,,,,,,,,,,,Netherlands,941,00:01:08.333,Pass,
,,,,,,,,,,,,,,,,1.087648,,,,,,,,,,,,,,,fcc522b0-e381-4171-8ab8-39a9db168cd5,47,,"[56.7, 20.9]",3888716,1,,,,,-2.6516354,,Left Foot,,,,"[44.7, 14.5]",Ground Pass,,13.6,,,Arie Haan,39719.0,,,,,,,1,Regular Play,Johan Cruyff,39713.0,Center Forward,5,Netherlands,941,['f48b9dcf-8a03-402e-aa05-73cbb6ed1228'],9,,,,,,,,,,,,,,,,,Netherlands,941,00:01:09.715,Pass,
,,,,,,,,,,,,,,,,1.277693,,,,,,,,,,,,,,,d62f6da7-9008-4903-bb29-4d07a11daf5c,50,,"[50.1, 13.2]",3888716,1,,,,,-0.48859045,,Right Foot,,,,"[69.1, 3.1]",Ground Pass,,21.517668,,,Wim Rijsbergen,397816.0,,,,,,,1,Regular Play,Arie Haan,39719.0,Left Center Back,5,Netherlands,941,['f3d91f79-cca2-4b9f-addf-c96265a0be6f'],12,,,,,,,,,,,,,,,,,Netherlands,941,00:01:12.121,Pass,
,,,,,,,,,,,,,,,,0.988425,,,,,,,,,,,,,,,78459d33-9169-4fe1-bffa-1d61d1d37ce6,53,,"[65.1, 3.1]",3888716,1,,,,,1.8033533,,Right Foot,,,,"[63.3, 10.7]",Ground Pass,,7.81025,,,Johan Cruyff,39713.0,,,,,,,1,Regular Play,Wim Rijsbergen,397816.0,Right Back,5,Netherlands,941,['51ee111e-7df7-4644-9952-7b9d84080cb9'],14,,,,,,,,,,,,,,,,,Netherlands,941,00:01:14.571,Pass,
,,,,,,,,,,,,,,,,2.939937,,,,,,,,,,,,,,,d72fdc15-ccac-4ffe-9971-9151d8c4fc4c,62,,"[45.0, 60.0]",3888716,1,,,,,-0.33736524,,Right Foot,,,,"[96.6, 41.9]",High Pass,,54.682446,Incomplete,,Ralf Edström,397852.0,,,,,,Free Kick,1,From Free Kick,Björn Nordqvist,397846.0,Right Center Back,7,Sweden,790,"['1eb59d8a-e2ad-4af9-a5d4-1d06b1bef0ef', '31d4ba08-460c-4d41-89c8-433c007761cb']",43,,,,,,,,,,,,,,,,,Sweden,790,00:01:43.534,Pass,
,,,,,,,,,,,,,,,,1.458015,,,,,,,,,,,,,,,e6be5610-06f4-4b3d-884d-39435bdc2a9f,67,,"[108.4, 19.5]",3888716,1,,,,,1.2070081,,Right Foot,True,,,"[116.7, 41.3]",High Pass,,23.326593,Incomplete,,Ralf Edström,397852.0,,,,,,,1,From Free Kick,Bo Göran Larsson,397851.0,Left Midfield,7,Sweden,790,"['8607a1df-d9aa-46c5-ac86-8d8f1f72ea09', '9fd3fe5f-3a5d-4bd2-897e-9cdb25b4c1e7']",51,,,,,,,,,,,,,,,,,Sweden,790,00:01:51.730,Pass,
,,,,,,,,,,,,,,,,2.492796,,,,,,,,,,,,,,,68bd85c1-21d4-4667-998f-15e531560343,70,,"[120.0, 80.0]",3888716,2,,,,,-1.9387373,,Right Foot,,,,"[99.8, 27.6]",High Pass,,56.158703,,True,Ralf Edström,397852.0,,,True,Outswinging,,Corner,1,From Corner,Inge Ejderstedt,397849.0,Right Midfield,8,Sweden,790,['ff548940-7698-47c9-b454-6e56a8c1fc0c'],11,,,,,,,,,,,,,,,,,Sweden,790,00:02:11.733,Pass,
,,,,,,,,,,,,,,,,1.491289,,,,,,,,,,,,,,,72bf36c5-87e9-4b5b-a38c-a0bd9f82e1a5,72,,"[99.7, 27.6]",3888716,2,,,,,2.1483045,b3664894-531e-4a24-ade7-463fca859400,Head,,,,"[89.6, 43.1]",High Pass,,18.50027,,,Ove Grahn,397850.0,True,,,,,,1,From Corner,Ralf Edström,397852.0,Left Center Forward,8,Sweden,790,['1f0a77a8-b1ad-4a1d-add1-554c16df2fbe'],14,,,,,,,,,,,,,,,,,Sweden,790,00:02:14.226,Pass,
,,,,,,,,,,,,,,,,5.119347,,,,,,,,,,,,,,,486546f4-4ad6-4833-a4b6-376f2ac9b970,76,,"[16.9, 43.7]",3888716,2,,,,,-0.18265462,,Drop Kick,,,,"[95.4, 29.2]",High Pass,,79.82794,Unknown,,,,,,,,,,1,From Keeper,Jan Jongbloed,397802.0,Goalkeeper,10,Netherlands,941,,29,,,,,,,,,,,,,,,,,Netherlands,941,00:02:29.253,Pass,
,,,,,,,,,,,,,,,,1.507837,,,,,,,,,,,,,,,27a8b122-008f-464b-9bf4-17791c076b29,79,,"[95.4, 29.2]",3888716,2,,,,,2.0827932,a27d3d2c-54ed-4621-b4f6-de710f702b69,Left Foot,,,,"[88.6, 41.3]",Ground Pass,,13.879842,,,Wim Jansen,397804.0,True,,,,,Free Kick,1,From Free Kick,Piet Keizer,39716.0,Left Wing,11,Netherlands,941,['df1ee993-36f0-4e5c-8ba8-25ededaba07c'],56,,,,,,,,,,,,,,,,,Netherlands,941,00:02:56.659,Pass,
,,,,,,,,,,,,,,,,1.698929,,,,,,,,,,,,,,,3126018c-f566-4f3d-a8a7-70ea943f989d,83,,"[6.0, 36.0]",3888716,3,,,,,0.7325628,,Right Foot,,,,"[27.9, 55.7]",Ground Pass,,29.456747,,,Jan Olsson,397847.0,,,,,,Goal Kick,1,From Goal Kick,Ronnie Carl Hellström,397843.0,Goalkeeper,12,Sweden,790,['2a427fd1-4a44-48c1-a9f3-ec9bd6bed508'],15,,,,,,,,,,,,,,,,,Sweden,790,00:03:15.353,Pass,
,,,,,,,,,,,,,,,,1.746249,,,,,,,,,,,,,,,7956459b-331a-4a92-9a3f-b7b5807d983f,90,,"[98.7, 16.3]",3888716,3,,,,,1.6007276,,Left Foot,,,,"[98.2, 33.0]",Ground Pass,,16.707483,,,Wim Suurbier,39734.0,,,,,,,1,Regular Play,Piet Keizer,39716.0,Left Wing,13,Netherlands,941,['97c758fc-951b-4dbf-a57a-158fd2cd71c9'],23,,,,,,,,,,,,,,,,,Netherlands,941,00:03:23.355,Pass,
,,,,,,,,,,,,,,,,0.993336,,,,,,,,,,,,,,,22ec8ac2-ec4a-4add-a4ce-85204b173394,93,,"[98.7, 33.0]",3888716,3,,,,,1.9686707,3c8a7d3c-d1c2-4676-927c-63fe3a1d191b,Left Foot,,,,"[95.8, 39.9]",Ground Pass,,7.484651,,,Willem van Hanegem,397803.0,True,,,,,,1,Regular Play,Wim Suurbier,39734.0,Right Center Back,13,Netherlands,941,"['1d28c3e0-f5a3-4622-a50d-21c6a9efe098', '59611a1a-ec53-44c9-98fc-73b3a3ca481d']",25,,,,,,,,,,,,,,,,,Netherlands,941,00:03:25.102,Pass,True
,,,,,,,,,,,,,,,,2.834641,,,,,,,,,,,,,,,60fc9827-5138-4808-819b-727c51b8f757,99,,"[6.0, 44.0]",3888716,3,,,,,0.13751934,,Right Foot,,,,"[50.8, 50.2]",High Pass,,45.226982,,,Staffan Tapper,397848.0,,,,,,Goal Kick,1,From Goal Kick,Ronnie Carl Hellström,397843.0,Goalkeeper,14,Sweden,790,['52377815-2231-4122-b704-e5df4ce2403c'],57,,,,,,,,,,,,,,,,,Sweden,790,00:03:57.365,Pass,
,,,,,,,,,,,,,,,,1.07427,,,,,,,,,,,,,,,ca98151b-fdf9-4f3d-9bba-feccd5272037,102,,"[63.1, 28.5]",3888716,4,,,,,0.7276113,,Head,,,,"[69.5, 34.2]",High Pass,,8.570297,,,Piet Keizer,39716.0,,,,,,Recovery,1,Regular Play,Wim Suurbier,39734.0,Right Center Back,15,Netherlands,941,['a1a17c79-2bab-4479-96cd-95546df468b3'],0,,,,,,,,,,,,,,,,,Netherlands,941,00:04:00.826,Pass,
,,,,,,,,,,,,,,,,2.549141,,,,,,,,,,,,,,,bc1fe1ea-053a-43bd-b335-fb8c87ca825d,105,,"[69.9, 34.9]",3888716,4,,,,,1.2312812,,Left Foot,,,,"[78.2, 58.4]",High Pass,,24.92268,,,Wim Rijsbergen,397816.0,,,,,,,1,Regular Play,Piet Keizer,39716.0,Left Wing,15,Netherlands,941,['009e4b74-83a4-40bb-8d06-d3a9042c794e'],2,,,,,,,,,,,,,,,,,Netherlands,941,00:04:02.473,Pass,
,,,,,,,,,,,,,,,,2.386871,,,,,,,,,,,,,,,3e23da08-a646-4ff0-89ae-74d8a7ed9b14,108,,"[79.4, 58.4]",3888716,4,,,,,-0.042527534,,Right Foot,,,,"[93.5, 57.8]",Ground Pass,,14.112761,Incomplete,,Piet Keizer,39716.0,,,,,,,1,Regular Play,Wim Rijsbergen,397816.0,Right Back,15,Netherlands,941,"['425c3547-d73d-4882-ab09-e75ea0a41414', 'a0e3ab23-11d1-4cc0-9aaa-d763551d1b71']",5,,,,,,,,,,,,,,,,,Netherlands,941,00:04:05.806,Pass,
,,,,,,,,,,,,,,,,3.195115,,,,,,,,,,,,,,,75786c5e-21a8-41bf-8feb-dcb2fee271d5,112,,"[25.2, 8.4]",3888716,4,,,,,-0.09163455,,Left Foot,,,,"[80.7, 3.3]",High Pass,,55.733833,Incomplete,,Ralf Edström,397852.0,,,,,,,1,Regular Play,Björn Andersson,397845.0,Left Center Back,15,Netherlands,941,"['9e441b76-1d48-44bd-984a-8e966172fcc8', 'af3d9480-b969-4733-9c93-25f68580d1b8']",9,,,,,,,,,,,,,,,,,Sweden,790,00:04:09.252,Pass,
,,,,,,,,,,,,,,,,1.978413,,,,,,,,,,,,,,,cc966b7f-a7d5-4c48-b61c-e5600e65f1cc,119,,"[29.0, 77.2]",3888716,4,,,,,-2.0041502,,Right Foot,,,,"[25.9, 70.5]",Ground Pass,,7.3824115,,,Wim Suurbier,39734.0,,,,,,Free Kick,1,From Free Kick,Wim Rijsbergen,397816.0,Right Back,16,Netherlands,941,['df49117d-1bef-40fb-9194-e0df3d3b9123'],21,,,,,,,,,,,,,,,,,Netherlands,941,00:04:21.916,Pass,
,,,,,,,,,,,,,,,,2.486206,,,,,,,,,,,,,,,328ad98e-5d6d-417d-9202-2d914e58f86c,121,,"[25.9, 70.5]",3888716,4,,,,,-1.6255717,,Right Foot,,,,"[23.8, 32.2]",Ground Pass,,38.35753,,,Arie Haan,39719.0,,,,,,,1,From Free Kick,Wim Suurbier,39734.0,Right Center Back,16,Netherlands,941,['fe287de5-552e-4264-a7b1-a84dd7ae13ef'],23,,,,,,,,,,,,,,,,,Netherlands,941,00:04:23.895,Pass,
,,,,,,,,,,,,,,,,2.251622,,,,,,,,,,,,,,,de618b4b-0192-4ba7-95e1-76f4d2974e74,124,,"[32.8, 27.9]",3888716,4,,,,,-0.16720065,,Right Foot,,,,"[56.5, 23.9]",Ground Pass,,24.035183,,,Johan Cruyff,39713.0,,,,,,,1,From Free Kick,Arie Haan,39719.0,Left Center Back,16,Netherlands,941,['6cc483a9-09a0-4f22-838d-d329aa17938d'],28,,,,,,,,,,,,,,,,,Netherlands,941,00:04:28.169,Pass,
,,,,,,,,,,,,,,,,0.066105,,,,,,,,,,,,,,,34bd02e7-3814-42d7-a41c-8c745938ac0d,130,,"[89.1, 23.9]",3888716,4,,,,,-0.6889244,,Right Foot,,,,"[90.8, 22.5]",Ground Pass,,2.2022715,Incomplete,,Piet Keizer,39716.0,,,,,,,1,From Free Kick,Johan Cruyff,39713.0,Center Forward,16,Netherlands,941,"['39a51f95-ae7b-49da-9bc9-0a2324bed19a', '3abb4e89-466c-4807-9f12-c23732cf9243', '65271453-77dc-408f-a5aa-51dc40d35ced', '81eb96e8-b14f-47ff-8494-512cf6326260']",34,,,,,,,,,,,,,,,,,Netherlands,941,00:04:34.988,Pass,True
,,,,,,,,,,,,,,,,1.187475,,,,,,,,,,,,,,,193e34e9-8f40-4fdd-a45c-689bc402c6d8,134,,"[26.2, 53.0]",3888716,4,,,,,0.9491364,,Right Foot,,,,"[31.0, 59.7]",High Pass,,8.241966,,,Staffan Tapper,397848.0,,,,,,Recovery,1,From Free Kick,Björn Nordqvist,397846.0,Right Center Back,16,Netherlands,941,"['d7010ae4-cb53-4cbc-b110-ba1cd3aaaf00', 'd7214c92-2aee-471c-9eaa-a6fd1a091231']",37,,,,,,,,,,,,,,,,,Sweden,790,00:04:37.203,Pass,True
,,,,,,,,,,,,,,,,1.244041,,,,,,,,,,,,,,,671aee41-72d4-4a6b-9d1a-77b47b2f71df,136,,"[31.0, 59.7]",3888716,4,,,,,-1.1412562,,Right Foot,,,,"[38.1, 44.2]",High Pass,,17.048754,Incomplete,,,,,,,,,,1,From Free Kick,Staffan Tapper,397848.0,Right Defensive Midfield,16,Netherlands,941,['1d3a9a32-2b8b-41bb-b1cd-5a493b5831e8'],38,,,,,,,,,,,,,,,,,Sweden,790,00:04:38.390,Pass,
