50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.960104,,,,,,,,,,,,fbc017f9-7406-4807-b1cf-921772a58b8c,31,,"[44.1, 68.7]",3888718,0,,,,,-0.76277757,,Right Foot,,,"[55.4, 57.9]",,Ground Pass,,15.631059,,Johan Cruyff,39713.0,,,,,,,1,From Kick Off,Wim Suurbier,39734.0,Right Back,2,Netherlands,941,['f2845a52-4df7-49e1-b5d4-8f5bcbbe7ba4'],24,,,,,,,,,,,,,,,,Netherlands,941,00:00:24.081,Pass,
,,,,,,,,,,,,,,,,,1.832288,,,,,,,,,,,,e705fa36-a191-45e7-aa6f-2f198a99f213,39,,"[80.0, 80.0]",3888718,0,,,,,-2.792108,,,,,"[57.5, 71.8]",,Low Pass,,23.94765,,Wim Suurbier,39734.0,,,,,,Throw-in,1,From Throw In,Johan Cruyff,39713.0,Center Forward,3,Netherlands,941,['a11e2718-6bf1-414d-9c4a-72051643a430'],40,,,,,,,,,,,,,,,,Netherlands,941,00:00:40.223,Pass,
,,,,,,,,,,,,,,,,,2.080805,,,,,,,,,,,,260e1e53-b779-4542-994b-30c83ae15186,42,,"[61.2, 71.5]",3888718,0,,,,,0.18224521,,Right Foot,,,"[94.3, 77.6]",,High Pass,,33.65739,,Johnny Rep,397727.0,,,,,,,1,From Throw In,Wim Suurbier,39734.0,Right Back,3,Netherlands,941,['f4338b85-48f3-4aab-b842-bf7f80a96911'],44,,,,,,,,,,,,,,,,Netherlands,941,00:00:44.521,Pass,
,,,,,,,,,,,,,,,,,1.632392,,,,,,,,,,,,e946be6f-a99e-4348-890c-cab5c8ed4ed9,50,,"[22.5, 2.8]",3888718,0,,,,,0.66184765,,Left Foot,,,"[48.3, 22.9]",,Low Pass,,32.705505,Incomplete,,,,,,,,,1,Regular Play,Jürgen Pommerenke,42168.0,Right Midfield,4,German DR,2721,"['6d0e4fc5-ffb2-4eb7-95f5-65a2ea9266b8', '7179abe5-4a17-4677-bb01-c7b79770571e']",55,,,,,,,,,,,,,,,,German DR,2721,00:00:55.375,Pass,True
,,,,,,,,,,,,,,,,,1.260311,,,,,,,,,,,,54cb6cd5-e36b-403e-a684-f29338d5e8b8,54,,"[37.3, 40.5]",3888718,1,,,,,0.8288491,,Left Foot,,,"[48.3, 52.5]",,Ground Pass,,16.27882,,Jürgen Pommerenke,42168.0,,,,,,Free Kick,1,From Free Kick,Bernd Bransch,38619.0,Left Center Back,5,German DR,2721,['ed943d1b-2b6d-4437-b262-bd3662f3071e'],11,,,,,,,,,,,,,,,,German DR,2721,00:01:11.143,Pass,
,,,,,,,,,,,,,,,,,0.979397,,,,,,,,,,,,c1f79899-a25b-4748-9ded-7089608970f1,57,,"[48.3, 52.5]",3888718,1,,,,,-0.12086548,,Right Foot,,,"[73.0, 49.5]",,Low Pass,,24.88152,,Reinhard Lauck,38605.0,,,,,,,1,From Free Kick,Jürgen Pommerenke,42168.0,Right Midfield,5,German DR,2721,['01247baa-348a-4b4a-8d76-3a9a85d5b5fb'],14,,,,,,,,,,,,,,,,German DR,2721,00:01:14.601,Pass,
,,,,,,,,,,,,,,,,,0.596124,,,,,,,,,,,,ef8b05ed-6cb8-4106-a224-12aecb0ad8eb,65,,"[58.4, 17.2]",3888718,1,,,,,3.1415927,,Right Foot,,,"[49.8, 17.2]",,Ground Pass,,8.6,,Wim Rijsbergen,397816.0,,,,,,,1,Regular Play,Willem van Hanegem,397803.0,Left Center Midfield,6,Netherlands,941,"['96dc9f43-f684-4064-b12e-dcb330fe7de4', 'e702a203-5e01-4ade-aa16-b2c514d86390']",18,,,,,,,,,,,,,,,,Netherlands,941,00:01:18.291,Pass,True
,,,,,,,,,,,,,,,,,2.799004,,,,,,,,,,,,97fa4f3a-5bf2-411d-aefd-41fc0c46fabd,69,,"[50.1, 17.8]",3888718,1,,,,,-0.2173325,,Left Foot,,,"[81.8, 10.8]",,High Pass,,32.463673,,Rob Rensenbrink,397808.0,,,,,,,1,Regular Play,Wim Rijsbergen,397816.0,Right Center Back,6,Netherlands,941,"['99fb5eea-e7a6-49d0-b013-eb886652ec86', 'edc1e008-bb93-4a36-8e16-13185879cd77']",19,,,,,,,,,,,,,,,,Netherlands,941,00:01:19.951,Pass,True
,,,,,,,,,,,,,,,,,1.483875,,,,,,,,,,,,cf9a2ddf-6fe9-4f99-a126-0bd5f3376fa0,72,,"[88.8, 11.5]",3888718,1,,,,,1.0240074,,Right Foot,True,,"[102.8, 34.5]",,High Pass,,26.925823,Incomplete,,,,,,,,,1,Regular Play,Rob Rensenbrink,397808.0,Left Wing,6,Netherlands,941,['b77f4dff-b4ab-40b5-85e2-a870b41659eb'],25,,,,,,,,,,,,,,,,Netherlands,941,00:01:25.761,Pass,
,,,,,,,,,,,,,,,,,1.251247,,,,,,,,,,,,ba261001-5f64-4f64-bfa8-9752cf68a103,75,,"[19.1, 47.4]",3888718,1,,,,,1.1402692,,Left Foot,,,"[25.3, 60.9]",,Ground Pass,,14.8556385,,Lothar Kurbjuweit,38607.0,,,,,,,1,Regular Play,Bernd Bransch,38619.0,Left Center Back,7,German DR,2721,['fa8896be-6a80-446b-b9ab-eaa51a97c575'],33,,,,,,,,,,,,,,,,German DR,2721,00:01:33.433,Pass,
,,,,,,,,,,,,,,,,,1.199903,,,,,,,,,,,,c5bbe4d1-872e-4ed3-b2e3-ed0bdd296916,78,,"[32.1, 68.5]",3888718,1,,,,,-0.25038037,,Right Foot,,,"[66.9, 59.6]",,Ground Pass,,35.92005,,Jürgen Pommerenke,42168.0,,,,,,,1,Regular Play,Lothar Kurbjuweit,38607.0,Left Back,7,German DR,2721,['2de88931-2899-4ee4-bfb0-f3bc5e99b340'],39,,,,,,,,,,,,,,,,German DR,2721,00:01:39.126,Pass,
,,,,,,,,,,,,,,,,,2.49285,,,,,,,,,,,,426d0acf-103b-49f5-8fd9-66ee9eb6ba17,82,,"[67.5, 64.1]",3888718,1,,,,,0.5611634,,Right Foot,,,"[92.0, 79.5]",,High Pass,,28.938038,Out,Wolfram Löwe,42169.0,,,,,,,1,Regular Play,Jürgen Pommerenke,42168.0,Right Midfield,7,German DR,2721,"['17e2bf55-c70e-44a4-abc6-cd76ac58fc0e', 'c3352e7b-7c7e-45fd-80fd-75aed1288222']",40,,,,,,,,,,,,,,,,German DR,2721,00:01:40.521,Pass,True
,,,,,,,,,,,,,,,,,1.112597,,,,,,,,,,,,1b015f7a-6a5c-47e5-9637-037bd12655c8,84,,"[25.3, 0.1]",3888718,1,,,,,0.72181356,,,,,"[39.5, 12.6]",,Low Pass,,18.91798,,Johan Cruyff,39713.0,,,,,,Throw-in,1,From Throw In,Wim Suurbier,39734.0,Right Back,8,Netherlands,941,['b3b7ac99-f121-41a9-9657-d1d7fcde9434'],50,,,,,,,,,,,,,,,,Netherlands,941,00:01:50.203,Pass,
,,,,,,,,,,,,,,,,,1.19991,,,,,,,,,,,,a376dfab-c688-48aa-b273-e64017de7176,88,,"[37.1, 8.0]",3888718,1,,,,,-0.3636686,,Right Foot,,,"[50.5, 2.9]",,Ground Pass,,14.337712,,Ruud Krol,39720.0,,,,,,,1,From Throw In,Johan Cruyff,39713.0,Center Forward,8,Netherlands,941,['ab9a01ce-4df4-455d-84e6-b5187b132976'],54,,,,,,,,,,,,,,,,Netherlands,941,00:01:54.082,Pass,
,,,,,,,,,,,,,,,,,1.081488,,,,,,,,,,,,3ee2cada-0b91-44f6-9086-f8c9b222324c,92,,"[64.3, 15.4]",3888718,2,,,,,-2.1910458,,Left Foot,,,"[56.8, 4.9]",,Ground Pass,,12.903488,,Johan Cruyff,39713.0,,,,,,,1,From Throw In,Ruud Krol,39720.0,Left Back,8,Netherlands,941,['bcd7193f-0614-4287-8245-667f78fdc383'],2,,,,,,,,,,,,,,,,Netherlands,941,00:02:02.362,Pass,
,,,,,,,,,,,,,,,,,2.172155,,,,,,,,,,,,39ad00d4-2f01-4904-a0b7-ff8b77d025ac,96,,"[65.5, 80.0]",3888718,2,,,,,-2.1562448,,,,,"[53.5, 61.9]",,High Pass,,21.716583,,Bernd Bransch,38619.0,,,,,,Throw-in,1,From Throw In,Konrad Weise,38604.0,Right Center Back,9,German DR,2721,['56060449-525c-40a4-ae22-07142395e6b3'],15,,,,,,,,,,,,,,,,German DR,2721,00:02:15.737,Pass,
,,,,,,,,,,,,,,,,,2.556739,,,,,,,,,,,,6713eff8-2e51-4031-87f0-b13ca158343e,99,,"[48.7, 53.6]",3888718,2,,,,,-0.7837453,,Left Foot,,,"[79.0, 23.4]",,High Pass,,42.780018,,Jürgen Sparwasser,38620.0,,,,,,,1,From Throw In,Bernd Bransch,38619.0,Left Center Back,9,German DR,2721,['2c2ba218-eac5-4435-817b-9cef592397ea'],21,,,,,,,,,,,,,,,,German DR,2721,00:02:21.111,Pass,
,,,,,,,,,,,,,,,,,1.218827,,,,,,,,,,,,a47941c5-9f96-4da8-9775-4def613be127,101,,"[78.8, 24.0]",3888718,2,,,,,0.38738385,,Head,,,"[91.3, 29.1]",,High Pass,,13.50037,Incomplete,Wolfram Löwe,42169.0,,,,,,,1,From Throw In,Jürgen Sparwasser,38620.0,Left Defensive Midfield,9,German DR,2721,"['2b65447d-8354-4787-aa0b-0c1d3f276c28', '4ae205c8-1e2d-4666-8ff9-8c82c16befbf']",23,,,,,,,,,,,,,,,,German DR,2721,00:02:23.668,Pass,
,,,,,,,,,,,,,,,,,2.151123,,,,,,,,,,,,95110e72-4577-4b9d-9a7a-f5773584b37c,107,,"[27.6, 73.8]",3888718,2,,,,,-2.1922472,,Left Foot,,,"[10.7, 50.2]",,Ground Pass,,29.027056,,Jan Jongbloed,397802.0,,,,,,,1,Regular Play,Wim Rijsbergen,397816.0,Right Center Back,10,Netherlands,941,['a0a96d8d-45dc-4436-b3f0-35d56218fd14'],29,,,,,,,,,,,,,,,,Netherlands,941,00:02:29.158,Pass,
,,,,,,,,,,,,,,,,,1.764009,,,,,,,,,,,,05d470f7-05ae-4c67-9a81-0b2d67486f0c,111,,"[13.2, 52.0]",3888718,2,,,,,-1.1352869,,Keeper Arm,,,"[24.6, 27.5]",,Low Pass,,27.022398,,Johan Neeskens,39721.0,,,,,,,1,Regular Play,Jan Jongbloed,397802.0,Goalkeeper,10,Netherlands,941,['2408d550-dd9e-4f34-8fce-3efd3f6c6ce0'],32,,,,,,,,,,,,,,,,Netherlands,941,00:02:32.559,Pass,
,,,,,,,,,,,,,,,,,1.563545,,,,,,,,,,,,dc6d0f84-94be-481f-a288-2782785be2de,115,,"[65.8, 12.5]",3888718,2,,,,,2.5488954,,Left Foot,,,"[56.0, 19.1]",,Ground Pass,,11.815245,,Willem van Hanegem,397803.0,,,,,,,1,Regular Play,Johan Neeskens,39721.0,Center Defensive Midfield,10,Netherlands,941,"['6e42b24a-98c9-4c49-9b85-21d95b380da4', 'dfb2738a-cb13-406c-ae88-68ab8b9a8f15']",40,,,,,,,,,,,,,,,,Netherlands,941,00:02:40.690,Pass,True
,,,,,,,,,,,,,,,,,0.656602,,,,,,,,,,,,53b6abbf-71fe-4fb6-8b27-0ff0e52b8ebe,118,,"[63.3, 15.8]",3888718,2,,,,,-0.18755059,,Right Foot,,,"[77.0, 13.2]",,Ground Pass,,13.944533,Incomplete,,,,,,,,,1,Regular Play,Willem van Hanegem,397803.0,Left Center Midfield,10,Netherlands,941,['84080df9-3373-4af9-921c-40d1151a3629'],44,,,,,,,,,,,,,,,,Netherlands,941,00:02:44.026,Pass,
,,,,,,,,,,,,,,,,,8.142988,,,,,,,,,,,,84080df9-3373-4af9-921c-40d1151a3629,119,,"[43.1, 66.9]",3888718,2,,,,,0.34646845,,Right Foot,,,"[78.0, 79.5]",,High Pass,,37.10485,Incomplete,,,,,,,,Recovery,1,Regular Play,Reinhard Lauck,38605.0,Right Defensive Midfield,10,Netherlands,941,"['53b6abbf-71fe-4fb6-8b27-0ff0e52b8ebe', '7e664e14-9e03-4d80-96b8-5599b508cf64']",44,,,,,,,,,,,,,,,,German DR,2721,00:02:44.683,Pass,
,,,,,,,,,,,,,,,,,1.099772,,,,,,,,,,,,a8722240-d0d5-4329-be88-fa0c72f22ea0,122,,"[38.7, 4.2]",3888718,2,,,,,0.13168386,,Right Foot,,,"[53.8, 6.2]",,Ground Pass,,15.231874,,Rob Rensenbrink,397808.0,,,,,,,1,Regular Play,Ruud Krol,39720.0,Left Back,10,Netherlands,941,['eded9ef5-4bf8-4560-99c3-f4079eba411c'],54,,,,,,,,,,,,,,,,Netherlands,941,00:02:54.239,Pass,
,,,,,,,,,,,,,,,,,1.551639,,,,,,,,,,,,f20e4952-36c9-4d89-955e-9c18f61b9332,125,,"[52.9, 10.4]",3888718,2,,,,,2.0058322,,Left Foot,,,"[41.7, 34.5]",,Ground Pass,,26.575365,,Arie Haan,39719.0,,,,,,,1,Regular Play,Rob Rensenbrink,397808.0,Left Wing,10,Netherlands,941,['589d0c60-e673-4dfa-94b2-901498da6c2c'],56,,,,,,,,,,,,,,,,Netherlands,941,00:02:56.329,Pass,
,,,,,,,,,,,,,,,,,1.797894,,,,,,,,,,,,9483bd7d-fb34-4a1b-9863-c783dc3809bc,128,,"[47.7, 34.4]",3888718,2,,,,,1.2566599,,Right Foot,,,"[55.4, 58.1]",,Ground Pass,,24.91947,,Wim Rijsbergen,397816.0,,,,,,,1,Regular Play,Arie Haan,39719.0,Left Center Back,10,Netherlands,941,['f56d7a5f-fa36-4c99-95d1-002c84dae543'],59,,,,,,,,,,,,,,,,Netherlands,941,00:02:59.622,Pass,
,,,,,,,,,,,,,,,,,2.149196,,,,,,,,,,,,3cb7596a-5b3e-401b-bc0e-1c592f3a0d1c,131,,"[70.7, 70.5]",3888718,3,,,,,-0.9104066,,Right Foot,,,"[95.4, 38.7]",,High Pass,,40.265743,,Rob Rensenbrink,397808.0,,,,,,,1,Regular Play,Wim Rijsbergen,397816.0,Right Center Back,10,Netherlands,941,['54414b02-b3ea-42c9-a4c8-e6faf4d2eab1'],5,,,,,,,,,,,,,,,,Netherlands,941,00:03:05.238,Pass,
,,,,,,,,,,,,,,,,,2.778405,,,,,,,,,,,,d17496d6-7a4f-4d6b-8a79-df732e82fe86,133,,"[95.4, 38.7]",3888718,3,,,,True,0.8644782,,,,,"[107.6, 53.0]",,High Pass,,18.797073,Incomplete,,,,,,,,,1,Regular Play,Rob Rensenbrink,397808.0,Left Wing,10,Netherlands,941,"['5dca6011-f052-481d-8987-c6974feb1e9a', '6a20d22c-84ce-45e2-be12-b8b025bafcbd']",7,,,,,,,,,,,,,,,,Netherlands,941,00:03:07.387,Pass,True
,,,,,,,,,,,,,,,,,2.203211,,,,,,,,,,,,6a20d22c-84ce-45e2-be12-b8b025bafcbd,135,,"[12.5, 27.1]",3888718,3,,,,,-0.61676073,,Left Foot,,,"[42.4, 5.9]",,High Pass,,36.653103,Incomplete,,,,,,,,Recovery,1,Regular Play,Bernd Bransch,38619.0,Left Center Back,10,Netherlands,941,"['a6235ff6-5ab3-4e50-8f82-4f251f0e9474', 'd17496d6-7a4f-4d6b-8a79-df732e82fe86']",10,,,,,,,,,,,,,,,,German DR,2721,00:03:10.165,Pass,
,,,,,,,,,,,,,,,,,0.24017,,,,,,,,,,,,90b66b14-02f3-4352-b30e-2c6a31583ed7,138,,"[78.1, 74.2]",3888718,3,,,,,-0.33473682,,Right Foot,,,"[80.4, 73.4]",,Ground Pass,,2.4351592,,Johan Cruyff,39713.0,,,,,,,1,Regular Play,Wim Rijsbergen,397816.0,Right Center Back,10,Netherlands,941,['8c439d7c-39ef-4e6f-b141-1fcdab0fde2c'],14,,,,,,,,,,,,,,,,Netherlands,941,00:03:14.066,Pass,
