ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,4.199882,,,,,,,,,,,,,19f0797d-f4f8-4cc5-b664-53692a559747,18,,"[9.0, 34.7]",3754218,0,,,,,-0.023918882,,Right Foot,,,,"[71.7, 33.2]",,High Pass,,62.71794,,,,Wilfried Zaha,3507.0,,,,,,,1,From Kick Off,Wayne Hennessey,3488.0,Goalkeeper,2,Crystal Palace,31,['43368fb6-4967-4116-9c6c-fad9332d83c4'],12,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:12.933,Pass,
,,,,,,,,,,,,,,,,1.370805,,,,,,,,,,,,,e7c5e5d6-05a8-4127-93b7-bf0bd2135a47,21,,"[80.3, 29.1]",3754218,0,,,,,-1.7008277,,Right Foot,,,,"[78.6, 16.1]",,Ground Pass,,13.1106825,,,,Jason Puncheon,19688.0,,,,,,,1,From Kick Off,Wilfried Zaha,3507.0,Right Midfield,2,Crystal Palace,31,['6f3b8ba5-be5a-4feb-8992-5df70a65213b'],19,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:19.164,Pass,
,,,,,,,,,,,,,,,,1.445245,,,,,,,,,,,,,cf2efeb5-d125-4eb9-9e21-c329355ef93e,24,,"[97.9, 18.6]",3754218,0,,,,,-0.9806796,,Left Foot,,,,"[105.2, 7.7]",,Ground Pass,,13.118689,,,,Pape N''Diaye Souaré,4884.0,,,,,,,1,From Kick Off,Jason Puncheon,19688.0,Left Midfield,2,Crystal Palace,31,['cc12ff5d-89d3-4f9b-811e-90320a2f2cb1'],24,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:24.105,Pass,
,,,,,,,,,,,,,,,,1.097415,,,,,,,,,,,,,e8577c0a-63a8-4347-882c-1df627369f08,27,,"[106.0, 7.5]",3754218,0,,,,,1.3437209,,Left Foot,True,,,"[112.1, 33.9]",,Ground Pass,,27.095572,,Incomplete,,,,,,,,,,1,From Kick Off,Pape N''Diaye Souaré,4884.0,Left Back,2,Crystal Palace,31,['002f56dc-3a04-427e-a8c1-2d134540b6a6'],25,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:25.791,Pass,
,,,,,,,,,,,,,,,,0.455482,,,,,,,,,,,,,3a15cf4b-5010-4a6b-b31e-459a0219af99,29,,"[110.9, 0.1]",3754218,0,,True,,,1.1539894,,,,,,"[116.7, 13.2]",,Low Pass,,14.326549,,,,Jason Puncheon,19688.0,,,,,,Throw-in,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,3,Crystal Palace,31,['8d3cc528-f57e-4975-a694-3ff5d5dbe71a'],53,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:53.367,Pass,
,,,,,,,,,,,,,,,,1.131206,,,,,,,,,,,,,d0d00d2e-9ca6-4c1d-8f76-5fef546ff62a,31,,"[116.7, 12.9]",3754218,0,,,,,1.6767807,,Right Foot,True,,,"[114.2, 36.4]",,High Pass,,23.632605,,Incomplete,,,,,,,,,,1,From Throw In,Jason Puncheon,19688.0,Left Midfield,3,Crystal Palace,31,['ee44995b-39e8-4d6a-863f-f311370a5daa'],54,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:54.102,Pass,
,,,,,,,,,,,,,,,,3.694226,,,,,,,,,,,,,b8f16019-94cc-470d-a21d-cdc2c7dc629c,35,,"[7.6, 53.1]",3754218,0,,,,,0.5811845,,Right Foot,,,,"[48.4, 79.9]",,High Pass,,48.81475,,Out,,,,,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Center Back,4,Southampton,25,,56,,,,,,,,,,,,,,,,,Southampton,25,00:00:56.723,Pass,
,,,,,,,,,,,,,,,,1.292973,,,,,,,,,,,,,ce85ce0b-c184-428f-a927-ce3c347b6e4c,36,,"[56.0, 0.1]",3754218,1,,,,,0.32983664,,,,,,"[78.2, 7.7]",,High Pass,,23.464867,,Incomplete,,Jason Puncheon,19688.0,,,,,,Throw-in,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,5,Crystal Palace,31,"['3a2ad3b5-2da8-49c8-b278-6a89d588d526', '7047e04e-f2fc-46c2-acc9-7f45928428b6']",19,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:19.149,Pass,
,,,,,,,,,,,,,,,,0.857745,,,,,,,,,,,,,3a2ad3b5-2da8-49c8-b278-6a89d588d526,38,,"[41.9, 72.4]",3754218,1,,,,,-0.26371184,,Head,,,,"[51.9, 69.7]",,Low Pass,,10.3580885,,,,Steven Davis,3828.0,,,,,,Recovery,1,From Counter,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,6,Southampton,25,"['243a8710-2d58-47a0-93eb-dd12f7153a52', 'ce85ce0b-c184-428f-a927-ce3c347b6e4c']",20,,,,,,,,,,,,,,,,,Southampton,25,00:01:20.442,Pass,
,,,,,,,,,,,,,,,,1.012013,,,,,,,,,,,,,9a4c26f6-bacb-485c-9a56-ced6981ae320,41,,"[52.8, 69.0]",3754218,1,,,,,2.1025205,,Right Foot,,,,"[49.8, 74.1]",,Ground Pass,,5.916925,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,,1,From Counter,Steven Davis,3828.0,Left Wing,6,Southampton,25,['e2f3935d-3124-4ab7-a9ce-9657e837a523'],21,,,,,,,,,,,,,,,,,Southampton,25,00:01:21.778,Pass,
,,,,,,,,,,,,,,,,2.307071,,,,,,,,,,,,,94911d36-a30d-4fab-904f-342ac0ffab3a,44,,"[55.7, 75.5]",3754218,1,,,,,-0.32420754,,Right Foot,,,,"[92.3, 63.2]",,High Pass,,38.611526,,,,Shane Long,3842.0,,,,,,,1,From Counter,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,6,Southampton,25,['f6f7ed28-7e34-4b8a-a491-d983ab397f6b'],23,,,,,,,,,,,,,,,,,Southampton,25,00:01:23.761,Pass,
,,,,,,,,,,,,,,,,2.020754,,,,,,,,,,,,,d0d67283-b1d4-4a79-820a-a3457b4a778f,46,,"[92.1, 61.9]",3754218,1,,,,,-1.5707964,,Head,,,,"[92.1, 51.2]",,High Pass,,10.7,,Incomplete,,Sadio Mané,3629.0,,,,,,,1,From Counter,Shane Long,3842.0,Center Forward,6,Southampton,25,"['136090cf-9b4d-4ff2-9569-ca1ee18c4516', 'ab2cce70-a439-4160-891b-a9e556568464']",26,,,,,,,,,,,,,,,,,Southampton,25,00:01:26.053,Pass,
,,,,,,,,,,,,,,,,0.904041,,,,,,,,,,,,,ab2cce70-a439-4160-891b-a9e556568464,48,,"[28.0, 28.9]",3754218,1,,,,,2.7776136,,Head,,,,"[25.9, 29.7]",,High Pass,,2.2472205,,,,James McArthur,3464.0,,,,,,Recovery,1,Regular Play,Scott Dann,3407.0,Right Center Back,7,Crystal Palace,31,"['4825aaad-a2d5-407e-bf35-1577f6226d88', 'd0d67283-b1d4-4a79-820a-a3457b4a778f']",28,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:28.074,Pass,
,,,,,,,,,,,,,,,,1.725793,,,,,,,,,,,,,c6636151-a573-4d0b-967d-19903d5dd47a,50,,"[23.8, 29.7]",3754218,1,,,,,2.508844,,Head,,,,"[7.3, 41.8]",,Low Pass,,20.461184,,,,Wayne Hennessey,3488.0,,,,,,,1,Regular Play,James McArthur,3464.0,Left Center Midfield,7,Crystal Palace,31,['4bb96a31-dc92-48e4-aa59-dd462d5c8c9b'],28,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:28.978,Pass,
,,,,,,,,,,,,,,,,1.457682,,,,,,,,,,,,,93f2181d-4ad4-4c77-8cde-2599145d827e,53,,"[9.4, 43.3]",3754218,1,,,,,0.96083343,,Keeper Arm,,,,"[21.7, 60.9]",,Ground Pass,,21.472075,,,,Joel Ward,3443.0,,,,,,,1,Regular Play,Wayne Hennessey,3488.0,Goalkeeper,7,Crystal Palace,31,['71a56b8b-8137-474d-8108-56e2e9dda6a4'],31,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:31.639,Pass,
,,,,,,,,,,,,,,,,2.05596,,,,,,,,,,,,,b8c11f4b-f1b8-4b75-8f0f-25104388eedd,56,,"[56.5, 77.2]",3754218,1,,,,,-0.58415943,,Right Foot,,,,"[86.6, 57.3]",,High Pass,,36.083515,,Unknown,,,,,,,,,,1,Regular Play,Joel Ward,3443.0,Right Back,7,Crystal Palace,31,,37,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:37.761,Pass,
,,,,,,,,,,,,,,,,1.202285,,,,,,,,,,,,,eb04839f-a329-43a3-9ca0-b811589fe7b5,59,,"[90.4, 57.2]",3754218,2,,,,,-0.6893979,,Right Foot,,,,"[120.0, 32.8]",,High Pass,,38.360397,,Out,,,,,,,,,Free Kick,1,From Free Kick,Yohan Cabaye,3277.0,Right Center Midfield,8,Crystal Palace,31,,30,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:30.169,Pass,
,,,,,,,,,,,,,,,,4.994494,,,,,,,,,,,,,b6834320-cc58-44ab-a833-59d09784ba6a,60,,"[6.0, 44.0]",3754218,3,,True,,,-0.1546994,,Right Foot,,,,"[108.6, 28.0]",,High Pass,,103.84007,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Paulo Dino Gazzaniga,5109.0,Goalkeeper,9,Southampton,25,['4adc927b-c2bf-4e4f-84e7-baf39200da4d'],2,,,,,,,,,,,,,,,,,Southampton,25,00:03:02.869,Pass,
,,,,,,,,,,,,,,,,3.583989,,,,,,,,,,,,,bb688fac-c2b1-4ec3-876a-129495339636,62,,"[27.4, 54.6]",3754218,3,,,,,-0.06296395,,Right Foot,,,,"[84.5, 51.0]",,High Pass,,57.21337,,,,Wilfried Zaha,3507.0,,,,,,,1,From Goal Kick,Wayne Hennessey,3488.0,Goalkeeper,9,Southampton,25,['53eb7b70-28b8-42bb-bdbd-bee54a21ccd9'],21,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:21.318,Pass,
,,,,,,,,,,,,,,,,0.95743,,,,,,,,,,,,,1f9f545a-da7c-403d-8180-76bb15ca088e,64,,"[83.9, 51.0]",3754218,3,,,,True,-0.43984258,,,,,,"[95.8, 45.4]",,Low Pass,,13.151806,,Incomplete,,,,,,,,,,1,From Goal Kick,Wilfried Zaha,3507.0,Right Midfield,9,Southampton,25,"['0a4b2f81-1ab4-431e-bb5e-632f0d979aca', '4c4012e7-5e61-4d74-8b07-d2b3cc2a0904']",24,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:24.902,Pass,True
,,,,,,,,,,,,,,,,1.618618,,,,,,,,,,,,,4c4012e7-5e61-4d74-8b07-d2b3cc2a0904,66,,"[24.3, 34.7]",3754218,3,,,,,0.09518884,,Left Foot,,,,"[64.1, 38.5]",,High Pass,,39.980995,,,,Shane Long,3842.0,,,,,,Recovery,1,From Goal Kick,Virgil van Dijk,3669.0,Right Center Back,9,Southampton,25,"['1f9f545a-da7c-403d-8180-76bb15ca088e', '9d333aba-61c3-48a7-921e-888ce43a3ec0']",25,,,,,,,,,,,,,,,,,Southampton,25,00:03:25.859,Pass,
,,,,,,,,,,,,,,,,3.362614,,,,,,,,,,,,,29555db5-1386-49b2-b265-ceffc6cb0308,68,,"[64.1, 38.5]",3754218,3,,,,,-1.2350498,,Head,,,,"[77.5, 0.1]",,High Pass,,40.670876,,Out,,Sadio Mané,3629.0,,,,,,,1,From Goal Kick,Shane Long,3842.0,Center Forward,9,Southampton,25,['66f544d4-fd3a-4928-b2a0-89719e69da56'],27,,,,,,,,,,,,,,,,,Southampton,25,00:03:27.478,Pass,
,,,,,,,,,,,,,,,,1.439834,,,,,,,,,,,,,1ea10147-14c7-4be4-ab95-e41a598abf78,70,,"[43.5, 80.0]",3754218,3,,,,,-0.2128086,,,,,,"[63.4, 75.7]",,High Pass,,20.359274,,,,Yannick Bolasie Yala,3589.0,,,,,,Throw-in,1,From Throw In,Joel Ward,3443.0,Right Back,10,Crystal Palace,31,['52201633-7fd7-4190-a712-4e57148c3a73'],38,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:38.765,Pass,
,,,,,,,,,,,,,,,,0.69259,,,,,,,,,,,,,80eb6ed7-cd94-406f-b779-72ce5a8af47b,74,,"[56.1, 6.1]",3754218,3,,,,,0.4839494,,Right Foot,,,,"[63.9, 10.2]",,High Pass,,8.811924,,Incomplete,,Sadio Mané,3629.0,,,,,,Recovery,1,From Throw In,Maya Yoshida,3300.0,Left Center Back,10,Crystal Palace,31,"['d22e4e7a-833c-4705-b6d6-79629d42c8b1', 'ed518e9e-d33d-4e12-a153-bc84734ed729']",41,,,,,,,,,,,,,,,,,Southampton,25,00:03:41.474,Pass,
,,,,,,,,,,,,,,,,1.444893,,,,,,,,,,,,,ed518e9e-d33d-4e12-a153-bc84734ed729,76,,"[56.2, 69.9]",3754218,3,,,,,-2.8055282,,Head,,,,"[41.6, 64.8]",,High Pass,,15.465122,,Incomplete,,Scott Dann,3407.0,,,,,,Recovery,1,From Throw In,Yohan Cabaye,3277.0,Right Center Midfield,10,Crystal Palace,31,"['80eb6ed7-cd94-406f-b779-72ce5a8af47b', 'a82e5c4b-1c13-4a9b-8b44-2378c7a68a15', 'daafd2cc-7949-4751-a7bc-c92175c72ccf']",42,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:42.167,Pass,
,,,,,,,,,,,,,,,,1.850438,,,,,,,,,,,,,a82e5c4b-1c13-4a9b-8b44-2378c7a68a15,79,,"[78.5, 15.3]",3754218,3,,,,True,2.9692135,,,,,,"[56.1, 19.2]",,High Pass,,22.736975,,,,Oriol Romeu Vidal,3272.0,,,,,,Recovery,1,Regular Play,Shane Long,3842.0,Center Forward,11,Southampton,25,"['0ee1ea6f-4732-467a-b24b-155bf9ee42e7', 'd0b36139-4f3e-4956-8fdf-3b6cbf6ecf7f', 'ed518e9e-d33d-4e12-a153-bc84734ed729']",43,,,,,,,,,,,,,,,,,Southampton,25,00:03:43.612,Pass,True
,,,,,,,,,,,,,,,,0.904248,,,,,,,,,,,,,b4d4fd6d-4730-4d1f-bdea-07b3166d75b6,81,,"[56.1, 18.6]",3754218,3,,,,,0.26299474,,Head,,,,"[63.9, 20.7]",,High Pass,,8.077747,,,,Steven Davis,3828.0,,,,,,,1,Regular Play,Oriol Romeu Vidal,3272.0,Left Defensive Midfield,11,Southampton,25,['94a190be-81ca-463c-9f28-05860ac8bacf'],45,,,,,,,,,,,,,,,,,Southampton,25,00:03:45.494,Pass,
,,,,,,,,,,,,,,,,1.465785,,,,,,,,,,,,,47bae6fd-8b81-4782-8d33-3db19a35ddfc,85,,"[63.4, 21.1]",3754218,3,,,,,2.4163628,,Right Foot,,,,"[54.6, 28.9]",,Low Pass,,11.759252,,,,Victor Wanyama,3098.0,,,,,,,1,Regular Play,Steven Davis,3828.0,Left Wing,11,Southampton,25,['40160a60-aa3a-4b39-9d49-f88fc2dd4fdc'],47,,,,,,,,,,,,,,,,,Southampton,25,00:03:47.405,Pass,
,,,,,,,,,,,,,,,,0.758956,,,,,,,,,,,,,8ed0b5ed-9585-415e-960e-23b311fec633,89,,"[50.3, 30.7]",3754218,3,,,,,2.1879878,,Right Foot,,,,"[41.5, 43.1]",,Low Pass,,15.205262,,,,Virgil van Dijk,3669.0,,,,,,,1,Regular Play,Victor Wanyama,3098.0,Right Defensive Midfield,11,Southampton,25,['4c1b769f-ba6b-467a-9bd4-bb669157de3b'],49,,,,,,,,,,,,,,,,,Southampton,25,00:03:49.199,Pass,
,,,,,,,,,,,,,,,,1.60693,,,,,,,,,,,,,9c6199a8-f56c-4410-863c-e94057e0760e,93,,"[42.5, 46.4]",3754218,3,,,,,1.5707964,,Right Foot,,,,"[42.5, 64.6]",,Ground Pass,,18.2,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Right Center Back,11,Southampton,25,['28bb0396-19f6-4abf-abb3-0522b06b0a0a'],52,,,,,,,,,,,,,,,,,Southampton,25,00:03:52.690,Pass,
,,,,,,,,,,,,,,,,1.264249,,,,,,,,,,,,,2c6742e5-ba62-45b2-aca8-a66d5f4e6c59,99,,"[63.0, 80.0]",3754218,4,,,,,-0.9129077,,,,,,"[74.9, 64.6]",,High Pass,,19.462015,,,,Steven Davis,3828.0,,,,,,Throw-in,1,From Throw In,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,12,Southampton,25,['b0ce22f2-ac18-4b63-b80e-08baa9b8ad42'],8,,,,,,,,,,,,,,,,,Southampton,25,00:04:08.401,Pass,
,,,,,,,,,,,,,,,,1.647767,,,,,,,,,,,,,9a410161-85fd-4109-949e-ac2daf30eb24,101,,"[72.4, 66.7]",3754218,4,,,,,0.81170785,,Head,,,,"[79.8, 74.5]",,Low Pass,,10.751744,,,,Sadio Mané,3629.0,,,,,,,1,From Throw In,Steven Davis,3828.0,Left Wing,12,Southampton,25,['b888afbe-1101-46e3-a8a9-71d5041a04eb'],9,,,,,,,,,,,,,,,,,Southampton,25,00:04:09.705,Pass,
,,,,,,,,,,,,,,,,0.814977,,,,,,,,,,,,,31707952-5eb9-407b-b62c-3e61d8006100,107,,"[99.2, 80.0]",3754218,4,,,,,-1.6325732,,,,,,"[98.6, 70.3]",,Low Pass,,9.718539,,,,Sadio Mané,3629.0,,,,,,Throw-in,1,From Throw In,Cédric Ricardo Alves Soares,3329.0,Right Wing Back,13,Southampton,25,['91a3c270-83ac-41a1-8a1a-73e8e2af3920'],26,,,,,,,,,,,,,,,,,Southampton,25,00:04:26.882,Pass,
