ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.044785,,,,,,,,,,,,,,,eba42cd1-cb6a-4cdb-adc1-143f714180ad,16,,"[28.4, 8.1]",3754156,0,,,,True,0.6240231,,,,,"[35.9, 13.5]",Low Pass,,9.241753,,,,Almen Abdi,43081.0,,,,,,Recovery,1,From Kick Off,Nathan Aké,3306.0,Left Back,2,Watford,23,"['5b88204d-ae07-4032-9c8e-1cdf7b97f257', '731d2501-6a8d-485e-ab59-f43fdaefeed7']",10,,,,,,,,,,,,,,,,,Watford,23,00:00:10.174,Pass,True
,,,,,,,,,,,,,,2.028857,,,,,,,,,,,,,,,990e0d4a-5d7a-4e30-b27c-6e38c1d5a215,19,,"[35.0, 19.6]",3754156,0,,,,,0.41822433,,Right Foot,,,"[62.9, 32.0]",High Pass,,30.53146,,,,Troy Deeney,3454.0,,,,,,,1,From Kick Off,Almen Abdi,43081.0,Left Midfield,2,Watford,23,['aa58e941-88a7-4c44-9569-31c74973d7e1'],12,,,,,,,,,,,,,,,,,Watford,23,00:00:12.414,Pass,
,,,,,,,,,,,,,,0.147997,,,,,,,,,,,,,,,7260881b-c22c-4750-9fa5-8fa7aa239d74,22,,"[62.0, 31.3]",3754156,0,,,,,0.066568166,,Head,,,"[65.0, 31.5]",High Pass,,3.0066593,,Incomplete,,,,,,,,,,1,From Kick Off,Troy Deeney,3454.0,Right Center Forward,2,Watford,23,"['88788721-8ddb-45aa-8e20-ecd8ec0624cd', 'f439dfc2-6d48-470f-bca6-02f18b64efa1']",14,,,,,,,,,,,,,,,,,Watford,23,00:00:14.442,Pass,True
,,,,,,,,,,,,,,2.35865,,,,,,,,,,,,,,,49647829-6039-4349-831c-ca41c60aa13e,24,,"[65.9, 30.6]",3754156,0,,,,,-1.7191242,,Right Foot,,,"[63.3, 13.2]",High Pass,,17.59318,,,,Almen Abdi,43081.0,,,,,,Recovery,1,From Kick Off,Odion Jude Ighalo,5458.0,Left Center Forward,2,Watford,23,['c84e307c-de18-4219-a96d-12146f277694'],16,,,,,,,,,,,,,,,,,Watford,23,00:00:16.497,Pass,
,,,,,,,,,,,,,,0.81636,,,,,,,,,,,,,,,ebc9082b-ac56-4f93-9600-9626bfa5a804,27,,"[65.3, 16.5]",3754156,0,,,,,0.596501,,Right Foot,,,"[73.4, 22.0]",Ground Pass,,9.7908125,,,,Troy Deeney,3454.0,,,,,,,1,From Kick Off,Almen Abdi,43081.0,Left Midfield,2,Watford,23,['e6c39c5c-d066-4561-b685-1ac464caf33a'],19,,,,,,,,,,,,,,,,,Watford,23,00:00:19.605,Pass,
,,,,,,,,,,,,,,2.123389,,,,,,,,,,,,,,,cd7d8c43-b11b-4523-b5e0-69e2c827cda9,35,,"[72.5, 40.4]",3754156,0,,,,,1.4223127,,Right Foot,,,"[77.9, 76.5]",Ground Pass,,36.501644,,,,Allan Romeo Nyom,3991.0,,,,,,,1,From Kick Off,Troy Deeney,3454.0,Right Center Forward,2,Watford,23,['023ac69b-a2e9-4181-8bb7-29b19c03f64e'],23,,,,,,,,,,,,,,,,,Watford,23,00:00:23.859,Pass,
,,,,,,,,,,,,,,1.176961,,,,,,,,,,,,,,,819239a0-ccd6-4e81-86e5-42262cd5f7b1,38,,"[77.6, 76.5]",3754156,0,,,,,-2.4668517,,Right Foot,,,"[67.6, 68.5]",Ground Pass,,12.806249,,,,Troy Deeney,3454.0,,,,,,,1,From Kick Off,Allan Romeo Nyom,3991.0,Right Back,2,Watford,23,['efee426c-a772-40c5-b8c7-ff33a7ebe793'],26,,,,,,,,,,,,,,,,,Watford,23,00:00:26.772,Pass,
,,,,,,,,,,,,,,1.812113,,,,,,,,,,,,,,,228aa07d-9bac-4e3b-8bbd-3cf5dde92ee1,41,,"[67.2, 66.3]",3754156,0,,,,,-3.1168044,,Right Foot,,,"[55.1, 66.0]",Ground Pass,,12.103719,,,,Craig Cathcart,3263.0,,,,,,,1,From Kick Off,Troy Deeney,3454.0,Right Center Forward,2,Watford,23,['c342e023-7680-4197-ae48-fd8d41405230'],28,,,,,,,,,,,,,,,,,Watford,23,00:00:28.348,Pass,
,,,,,,,,,,,,,,2.714334,,,,,,,,,,,,,,,87c6cdc1-23b3-4be8-b65e-fbe22044b9d6,44,,"[48.3, 62.6]",3754156,0,,,,,-1.6600724,,Left Foot,,,"[44.8, 23.5]",Ground Pass,,39.256336,,,,Miguel Ángel Britos Cabrera,3288.0,,,,,,,1,From Kick Off,Craig Cathcart,3263.0,Right Center Back,2,Watford,23,['54f39f89-ebb4-4226-885a-8a97f08a422a'],31,,,,,,,,,,,,,,,,,Watford,23,00:00:31.434,Pass,
,,,,,,,,,,,,,,2.69116,,,,,,,,,,,,,,,127a16ac-dfe4-454f-bb39-3c96f64c405d,46,,"[44.8, 23.5]",3754156,0,,,,,-0.84113437,,Right Foot,,,"[55.8, 11.2]",Ground Pass,,16.501211,,,,Ben Watson,3626.0,,,,,,,1,From Kick Off,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,2,Watford,23,['6c58f9e9-e926-4cd3-bbde-b5a0555826cc'],34,,,,,,,,,,,,,,,,,Watford,23,00:00:34.148,Pass,
,,,,,,,,,,,,,,1.057668,,,,,,,,,,,,,,,19b487cf-7f98-4eac-96bb-8022cf699a0f,50,,"[63.3, 5.7]",3754156,0,,,,,2.4387136,,Right Foot,,,"[56.1, 11.8]",Ground Pass,,9.436631,,,,Etienne Capoue,3721.0,,,,,,,1,From Kick Off,Ben Watson,3626.0,Left Center Midfield,2,Watford,23,['06d393c0-c906-4367-8708-4331e98a51e4'],40,,,,,,,,,,,,,,,,,Watford,23,00:00:40.842,Pass,
,,,,,,,,,,,,,,2.896423,,,,,,,,,,,,,,,823c3f54-9a28-4cba-950c-f5b5c82ae9ca,53,,"[57.2, 22.3]",3754156,0,,,,,0.95284486,,Right Foot,,,"[95.3, 75.9]",High Pass,,65.76146,,,,Ikechi Anya,40118.0,,,True,,,,1,From Kick Off,Etienne Capoue,3721.0,Right Center Midfield,2,Watford,23,['a3be9d45-fead-48b8-8f73-496a3253aac6'],43,,,,,,,,,,,,,,,,,Watford,23,00:00:43.189,Pass,
,,,,,,,,,,,,,,1.894563,,,,,,,,,,,,,,,64f61e5e-99ea-4315-9207-521e0e2e5a0c,55,,"[95.3, 75.9]",3754156,0,,,,,-1.1450453,,Head,,,"[99.2, 67.3]",High Pass,,9.4429865,,Incomplete,,,,,,,,,,1,From Kick Off,Ikechi Anya,40118.0,Right Midfield,2,Watford,23,['abcd0f5b-7c09-4bdb-b0aa-c3db166a6cc4'],46,,,,,,,,,,,,,,,,,Watford,23,00:00:46.086,Pass,
,,,,,,,,,,,,,,4.095542,,,,,,,,,,,,,,,73c41d39-2e52-4b27-8201-647bdf98f064,59,,"[19.3, 10.8]",3754156,0,,,,,0.23860933,,Left Foot,,,"[63.7, 21.6]",High Pass,,45.694637,,Incomplete,,,,,,,,,,1,From Kick Off,Jeffrey Schlupp,3520.0,Left Midfield,2,Watford,23,['f730c1ee-f3ef-41ce-beb4-4cf2bd80f27c'],48,,,,,,,,,,,,,,,,,Leicester City,22,00:00:48.346,Pass,
,,,,,,,,,,,,,,2.633473,,,,,,,,,,,,,,,f730c1ee-f3ef-41ce-beb4-4cf2bd80f27c,60,,"[56.4, 58.5]",3754156,0,,,,,1.8520285,,Head,,,"[51.2, 76.5]",High Pass,,18.736061,,,,Allan Romeo Nyom,3991.0,,,,,,Recovery,1,From Kick Off,Craig Cathcart,3263.0,Right Center Back,2,Watford,23,"['157cec05-5bd5-4f29-8def-0c8313c745d6', '73c41d39-2e52-4b27-8201-647bdf98f064']",52,,,,,,,,,,,,,,,,,Watford,23,00:00:52.441,Pass,
,,,,,,,,,,,,,,1.806976,,,,,,,,,,,,,,,e9454541-1c89-44a5-a071-30c4bf43dc89,63,,"[53.1, 75.7]",3754156,0,,,,,-0.12898697,,Right Foot,,,"[77.0, 72.6]",High Pass,,24.100208,,Incomplete,,,,,,,,,,1,From Kick Off,Allan Romeo Nyom,3991.0,Right Back,2,Watford,23,['affe580a-d948-4557-bba2-763be078fed0'],56,,,,,,,,,,,,,,,,,Watford,23,00:00:56.389,Pass,
,,,,,,,,,,,,,,1.472906,,,,,,,,,,,,,,,ce256ded-5a0c-4f6a-a860-f323512cb8b9,65,,"[64.5, 80.0]",3754156,1,,True,,,-0.2730087,,,,,"[77.0, 76.5]",Low Pass,,12.980755,,,,Etienne Capoue,3721.0,,,,,,Throw-in,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,3,Watford,23,['0b2ea6a2-6da9-4945-ba3a-1172fb344a82'],7,,,,,,,,,,,,,,,,,Watford,23,00:01:07.343,Pass,
,,,,,,,,,,,,,,1.321663,,,,,,,,,,,,,,,9e5ad507-e54b-4081-9b95-940e9ca3b247,67,,"[77.0, 76.5]",3754156,1,,,,,-0.8434723,,Right Foot,,,"[85.1, 67.4]",Ground Pass,,12.182775,,,,Odion Jude Ighalo,5458.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Right Center Midfield,3,Watford,23,['fd47d090-4c05-4403-bbec-576563b21dc4'],8,,,,,,,,,,,,,,,,,Watford,23,00:01:08.924,Pass,
,,,,,,,,,,,,,,0.704676,,,,,,,,,,,,,,,2715a3e0-7f6a-4f7f-9d0e-6855096820d4,69,,"[85.1, 67.4]",3754156,1,,,,,-1.7934573,,Right Foot,,,"[83.9, 62.1]",Ground Pass,,5.434151,,,,Troy Deeney,3454.0,,,,,,,1,From Throw In,Odion Jude Ighalo,5458.0,Left Center Forward,3,Watford,23,['e00c13a1-67f9-4bbe-a643-6d24fc984950'],10,,,,,,,,,,,,,,,,,Watford,23,00:01:10.245,Pass,
,,,,,,,,,,,,,,1.699325,,,,,,,,,,,,,,,de6bc761-fc53-4373-b084-ecb3a9ca8c98,71,,"[83.9, 62.1]",3754156,1,,,,,-0.06494917,,Right Foot,,,"[96.2, 61.3]",Ground Pass,,12.325989,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,From Throw In,Troy Deeney,3454.0,Right Center Forward,3,Watford,23,"['833982f5-ac78-4b7b-9d6b-b20a05586a19', '97ff6c95-57fd-42fd-a000-938c976e4047']",10,,,,,,,,,,,,,,,,,Watford,23,00:01:10.950,Pass,
,,,,,,,,,,,,,,1.636131,,,,,,,,,,,,,,,a5748344-b6af-4270-890f-b601014750eb,74,,"[112.1, 80.0]",3754156,1,,,,,-1.644592,,,,,"[110.2, 54.3]",High Pass,,25.770138,,Incomplete,,Troy Deeney,3454.0,,,,,,Throw-in,1,From Throw In,Ikechi Anya,40118.0,Right Midfield,4,Watford,23,"['23ab29a4-60b8-4d7a-8780-122c0e7d2ffb', '3bb2155c-982d-4696-8e37-de1fbba52c2c']",37,,,,,,,,,,,,,,,,,Watford,23,00:01:37.731,Pass,
,,,,,,,,,,,,,,1.48985,,,,,,,,,,,,,,,173e3b56-843a-43cc-bb5c-b0f5433025be,77,,"[40.1, 3.8]",3754156,1,,,,True,1.1760052,,,,,"[43.1, 11.0]",High Pass,,7.8,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Jeffrey Schlupp,3520.0,Left Midfield,4,Watford,23,"['b04358df-667f-469c-8c84-a9dbe767a350', 'c7b5dc5a-d574-40af-bb43-dcc699e76a69']",43,,,,,,,,,,,,,,,,,Leicester City,22,00:01:43.168,Pass,True
,,,,,,,,,,,,,,0.875882,,,,,,,,,,,,,,,c903a9e7-ec62-4141-8a37-9aeea177ba89,81,,"[80.3, 73.7]",3754156,1,,,,,0.005813888,,Right Foot,,,"[97.5, 73.8]",Low Pass,,17.20029,,Incomplete,,Ikechi Anya,40118.0,,,,,,,1,From Throw In,Ben Watson,3626.0,Left Center Midfield,4,Watford,23,"['095a71dc-ece5-4559-a079-8eab98e6dc2f', '20ab2ecf-7a1a-47ca-97cf-9a68713ab44f']",45,,,,,,,,,,,,,,,,,Watford,23,00:01:45.615,Pass,
,,,,,,,,,,,,,,1.684773,,,,,,,,,,,,,,,095a71dc-ece5-4559-a079-8eab98e6dc2f,83,,"[22.6, 6.3]",3754156,1,,,,,-0.266913,,Head,,,"[35.4, 2.8]",High Pass,,13.269891,,,,Riyad Mahrez,3814.0,,,,,,Recovery,1,From Throw In,Christian Fuchs,3812.0,Left Back,4,Watford,23,"['4abc5450-a2f1-4d5c-b0f4-fa911eb08cbf', 'c903a9e7-ec62-4141-8a37-9aeea177ba89']",46,,,,,,,,,,,,,,,,,Leicester City,22,00:01:46.491,Pass,
,,,,,,,,,,,,,,1.711711,,,,,,,,,,,,,,,23128c22-21fb-4a0f-99bf-a5c2bf75883b,85,,"[35.4, 2.8]",3754156,1,,,,,0.49203116,,Head,,,"[47.9, 9.5]",Low Pass,,14.182384,,Incomplete,,Jamie Vardy,10960.0,,,,,,,1,From Throw In,Riyad Mahrez,3814.0,Center Attacking Midfield,4,Watford,23,"['31420df3-6427-4342-b338-ab4774048aea', 'c0955c07-b3a4-4e19-9f20-78c8940026d6']",48,,,,,,,,,,,,,,,,,Leicester City,22,00:01:48.215,Pass,
,,,,,,,,,,,,,,2.545129,,,,,,,,,,,,,,,c0955c07-b3a4-4e19-9f20-78c8940026d6,87,,"[72.2, 70.6]",3754156,1,,,,,0.41216642,,Right Foot,,,"[93.7, 80.0]",High Pass,,23.46508,,Out,,,,,,,,,Recovery,1,From Throw In,Etienne Capoue,3721.0,Right Center Midfield,4,Watford,23,['23128c22-21fb-4a0f-99bf-a5c2bf75883b'],49,,,,,,,,,,,,,,,,,Watford,23,00:01:49.927,Pass,
,,,,,,,,,,,,,,1.511505,,,,,,,,,,,,,,,602c05a2-5b88-4425-a53e-11e3f2a37294,88,,"[29.7, 0.1]",3754156,2,,,,,0.105066225,,,,,"[57.2, 3.0]",High Pass,,27.652487,,,,Riyad Mahrez,3814.0,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,5,Leicester City,22,['bba8d835-2a76-468d-8120-bf9eb7b5a0e5'],6,,,,,,,,,,,,,,,,,Leicester City,22,00:02:06.230,Pass,
,,,,,,,,,,,,,,3.122992,,,,,,,,,,,,,,,4e5de371-ce19-44a7-9016-049cd035b0e4,90,,"[57.8, 2.9]",3754156,2,,,,,0.5931705,,Head,,,"[75.6, 14.9]",High Pass,,21.467184,,Incomplete,,Jamie Vardy,10960.0,,,,,,,1,From Throw In,Riyad Mahrez,3814.0,Center Attacking Midfield,5,Leicester City,22,"['7d94455b-46cd-4216-846d-37ed045d03f5', '87d5b408-3474-44f4-b6c8-b8348f0aedce']",7,,,,,,,,,,,,,,,,,Leicester City,22,00:02:07.821,Pass,
,,,,,,,,,,,,,,2.335912,,,,,,,,,,,,,,,7d94455b-46cd-4216-846d-37ed045d03f5,92,,"[44.5, 65.2]",3754156,2,,,,,-1.222293,,Left Foot,,,"[55.4, 35.2]",High Pass,,31.918804,,,,Nathan Aké,3306.0,,,,,,Recovery,1,From Throw In,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,5,Leicester City,22,"['4e5de371-ce19-44a7-9016-049cd035b0e4', '6165810c-8059-48af-9234-302a5b61173f']",10,,,,,,,,,,,,,,,,,Watford,23,00:02:10.944,Pass,
,,,,,,,,,,,,,,2.184867,,,,,,,,,,,,,,,fefba1dc-cb71-49f2-9626-d7b7731d65f9,94,,"[55.4, 35.2]",3754156,2,,,,,-0.2542622,,Head,,,"[73.1, 30.6]",High Pass,,18.287973,,Incomplete,,,,,,,,,,1,From Throw In,Nathan Aké,3306.0,Left Back,5,Leicester City,22,['d9789685-5e39-4b89-8e81-bc012f22ab36'],13,,,,,,,,,,,,,,,,,Watford,23,00:02:13.280,Pass,
,,,,,,,,,,,,,,1.499696,,,,,,,,,,,,,,,d9789685-5e39-4b89-8e81-bc012f22ab36,95,,"[47.0, 49.5]",3754156,2,,,,,-1.0046157,,Right Foot,,,"[54.5, 37.7]",Low Pass,,13.981773,,,,Danny Drinkwater,3662.0,,,,,,Recovery,1,From Throw In,Danny Simpson,3270.0,Right Back,5,Leicester City,22,"['0bec1c29-3457-4870-96e2-b6c68812fa17', 'fefba1dc-cb71-49f2-9626-d7b7731d65f9']",15,,,,,,,,,,,,,,,,,Leicester City,22,00:02:15.465,Pass,
,,,,,,,,,,,,,,1.951025,,,,,,,,,,,,,,,a58c3bc6-9c4a-44a2-90be-6c7be448eb22,98,,"[55.0, 38.3]",3754156,2,,,,,0.9403949,,Left Foot,,,"[63.1, 49.4]",High Pass,,13.7411785,,,,Riyad Mahrez,3814.0,,,,,,,1,From Throw In,Danny Drinkwater,3662.0,Left Defensive Midfield,5,Leicester City,22,"['a0ff0367-ab14-41c0-9bb5-8fc979155f05', 'ca2f87da-227d-4128-87bb-a8d2bc8fb864']",16,,,,,,,,,,,,,,,,,Leicester City,22,00:02:16.965,Pass,True
,,,,,,,,,,,,,,1.96773,,,,,,,,,,,,,,,024b206c-b237-4bea-a677-11a288eec165,102,,"[54.8, 29.9]",3754156,2,,,,,1.3663751,,Right Foot,,,"[56.5, 38.1]",High Pass,,8.374366,,,,Etienne Capoue,3721.0,,,,,,Recovery,1,Regular Play,Ben Watson,3626.0,Left Center Midfield,6,Watford,23,['a995d0b5-4985-4d3f-aeaa-18bd01e86cab'],19,,,,,,,,,,,,,,,,,Watford,23,00:02:19.670,Pass,
,,,,,,,,,,,,,,1.378146,,,,,,,,,,,,,,,317681e7-97e4-4a07-81f6-86d07f1d0410,105,,"[54.6, 39.3]",3754156,2,,,,,0.47200397,,Right Foot,,,"[68.9, 46.6]",High Pass,,16.055529,,Incomplete,,Troy Deeney,3454.0,,,,,,,1,Regular Play,Etienne Capoue,3721.0,Right Center Midfield,6,Watford,23,"['4e638a90-7b5c-410a-b52b-13e54e645ef2', '892b382a-20d1-4e95-b4ab-141326609cd3', 'fe7a330a-ceb1-4b60-8325-2b5fb4dfbb5a']",21,,,,,,,,,,,,,,,,,Watford,23,00:02:21.638,Pass,True
