50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.341086,,,,,,,,,,,,,,,3325df17-4b8c-46d8-96b2-bcde6a5ecdf3,17,,,"[71.1, 59.3]",3754137,0,,,,,-2.444202,,Left Foot,,,,"[63.7, 53.1]",Low Pass,,9.654015,,,,Victor Wanyama,3098.0,,,,,,1,From Kick Off,Dušan Tadić,3831.0,Right Midfield,2,Southampton,25,['37b7bf06-b850-4713-9c12-8c3c0c562245'],9,,,,,,,,,,,,,,,,,Southampton,25,00:00:09.515,Pass,
,,,,,,,,,,,,,,,,,2.021001,,,,,,,,,,,,,,,0cf259db-5c8b-4198-8d66-aebb601d8f33,23,,,"[4.0, 38.2]",3754137,0,,,,,1.1053239,,Right Foot,,,,"[15.0, 60.1]",Ground Pass,,24.507345,,,,John Stones,3244.0,,,,,,1,Regular Play,Joel Robles Blázquez,16309.0,Goalkeeper,3,Everton,29,['714ebc21-9a70-48f5-aa1f-eeb1143874bf'],18,,,,,,,,,,,,,,,,,Everton,29,00:00:18.833,Pass,
,,,,,,,,,,,,,,,,,2.333674,,,,,,,,,,,,,,,7c1fb1d5-e9f9-4144-a2c1-f0089cf0dede,26,,,"[15.0, 59.5]",3754137,0,,,,,-2.0092554,,Right Foot,,,,"[5.2, 38.6]",Ground Pass,,23.083544,,,,Joel Robles Blázquez,16309.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,3,Everton,29,['b9cd4f82-e00e-456a-827a-c424c6569cdb'],22,,,,,,,,,,,,,,,,,Everton,29,00:00:22.728,Pass,
,,,,,,,,,,,,,,,,,2.666349,,,,,,,,,,,,,,,3a0c7a2c-add8-4dc2-8dbd-11b36fd30149,30,,,"[6.0, 45.7]",3754137,0,,,,,-0.037819795,,Right Foot,,,,"[61.5, 43.6]",High Pass,,55.539715,,Incomplete,,Kevin Mirallas,4317.0,,,,,,1,Regular Play,Joel Robles Blázquez,16309.0,Goalkeeper,3,Everton,29,"['6c22e19c-8952-4099-80c3-162f3eba72b1', '6d350239-641b-40e6-800e-6c3f00450e16', '88f1ce9c-fa93-48de-b538-882c76afe3f1']",26,,,,,,,,,,,,,,,,,Everton,29,00:00:26.495,Pass,True
,,,,,,,,,,,,,,,,,1.376346,,,,,,,,,,,,,,,ba4b6565-de46-458f-8abc-d390cd66f55d,39,,,"[46.7, 12.2]",3754137,0,,,,,2.7985687,,Left Foot,,,,"[34.1, 16.7]",Ground Pass,,13.379462,,,,José Ramiro Funes Mori,4629.0,,,,,Free Kick,1,From Free Kick,Bryan Oviedo,5836.0,Left Back,4,Everton,29,['c01adb78-446f-4665-b923-4f8afb7f90a1'],38,,,,,,,,,,,,,,,,,Everton,29,00:00:38.519,Pass,
,,,,,,,,,,,,,,,,,0.378408,,,,,,,,,,,,,,,9d4a6835-6e8f-4c9e-a460-2d3d70ef0b89,42,,,"[52.8, 10.5]",3754137,0,,,,,0.41321722,,Left Foot,,,,"[65.8, 16.2]",Low Pass,,14.194717,,Incomplete,,Arouna Koné,26696.0,,,,,,1,From Free Kick,José Ramiro Funes Mori,4629.0,Left Center Back,4,Everton,29,"['bd194514-64c3-41f7-94d0-94118660e948', 'e14f14be-4d8f-4767-b2d3-b6cfc9d355c8']",46,,,,,,,,,,,,,,,,,Everton,29,00:00:46.742,Pass,
,,,,,,,,,,,,,,,,,1.667425,,,,,,,,,,,,,,,d9b4e6e6-42b6-4181-9053-a791173ef3f3,47,,,"[58.4, 43.0]",3754137,0,,,,,0.5203553,,Right Foot,,,,"[76.2, 53.2]",Ground Pass,,20.51536,,,,Dušan Tadić,3831.0,,,,,,1,From Counter,Sadio Mané,3629.0,Left Midfield,5,Southampton,25,['004a6501-a5ae-4b43-8457-b368c302320a'],51,,,,,,,,,,,,,,,,,Southampton,25,00:00:51.227,Pass,
,,,,,,,,,,,,,,,,,0.764494,,,,,,,,,,,,,,,958afd84-77c0-43e2-b5de-0a297f02037f,50,,,"[76.9, 52.1]",3754137,0,,,,,-0.07500355,,Left Foot,,,,"[94.2, 50.8]",Low Pass,,17.348776,,,,Shane Long,3842.0,,,,,,1,From Counter,Dušan Tadić,3831.0,Right Midfield,5,Southampton,25,['3c5ad05e-7bca-46ac-8667-f5c65a61a636'],52,,,,,,,,,,,,,,,,,Southampton,25,00:00:52.964,Pass,
,,,,,,,,,,,,,,,,,1.246629,,,,,,,,,,,,,,,6be8713a-dce0-4cac-901d-18981156c241,59,,,"[21.6, 20.8]",3754137,1,,True,,,-1.2417467,,Right Foot,,,,"[23.0, 16.7]",Ground Pass,,4.3324356,,,,Bryan Oviedo,5836.0,,,,,Free Kick,1,From Free Kick,José Ramiro Funes Mori,4629.0,Left Center Back,7,Everton,29,['6ce48fde-ad98-4b87-bfd5-6223fc9425b8'],5,,,,,,,,,,,,,,,,,Everton,29,00:01:05.598,Pass,
,,,,,,,,,,,,,,,,,1.507195,,,,,,,,,,,,,,,fa8afcfe-87e8-43b3-8748-612a840c6ad9,61,,,"[23.8, 10.9]",3754137,1,,True,,,1.7667235,,Right Foot,,,,"[21.2, 24.0]",Ground Pass,,13.355523,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Free Kick,Bryan Oviedo,5836.0,Left Back,7,Everton,29,['350c54d9-cbb8-446a-99cf-e68e1cc3fbf3'],8,,,,,,,,,,,,,,,,,Everton,29,00:01:08.463,Pass,
,,,,,,,,,,,,,,,,,1.005431,,,,,,,,,,,,,,,b45389f6-f8ad-46ca-8d83-320cd6420fb0,63,,,"[21.2, 24.8]",3754137,1,,,,,0.83678144,,Left Foot,,,,"[29.5, 34.0]",Ground Pass,,12.390722,,,,Muhamed Bešić,3476.0,,,,,,1,From Free Kick,José Ramiro Funes Mori,4629.0,Left Center Back,7,Everton,29,['bac486d7-5b6b-41ff-90c9-910ce42f1f78'],10,,,,,,,,,,,,,,,,,Everton,29,00:01:10.905,Pass,
,,,,,,,,,,,,,,,,,1.875502,,,,,,,,,,,,,,,53d8dcd7-5669-46d3-8ca6-a8fafa491ad9,66,,,"[29.8, 34.0]",3754137,1,,,,,1.8746729,,Right Foot,,,,"[20.8, 62.7]",Ground Pass,,30.078066,,,,John Stones,3244.0,,,,,,1,From Free Kick,Muhamed Bešić,3476.0,Right Center Midfield,7,Everton,29,['38a2d3ca-3ef3-458d-807c-e7f8bb427706'],12,,,,,,,,,,,,,,,,,Everton,29,00:01:12.959,Pass,
,,,,,,,,,,,,,,,,,1.246275,,,,,,,,,,,,,,,905a1696-17f5-43d8-859d-04975b275849,69,,,"[19.8, 60.5]",3754137,1,,,,,-0.27952215,,Right Foot,,,,"[30.6, 57.4]",Ground Pass,,11.236102,,,,Muhamed Bešić,3476.0,,,,,,1,From Free Kick,John Stones,3244.0,Right Center Back,7,Everton,29,['fb2e1de3-fd37-43ef-a810-ffa637c3cd59'],16,,,,,,,,,,,,,,,,,Everton,29,00:01:16.652,Pass,
,,,,,,,,,,,,,,,,,1.264064,,,,,,,,,,,,,,,50b21077-f8a0-4344-9315-d9512d7785da,72,,,"[30.8, 56.6]",3754137,1,,,,,-2.5204165,,Right Foot,,,,"[20.6, 49.3]",Ground Pass,,12.543125,,,,John Stones,3244.0,,,,,,1,From Free Kick,Muhamed Bešić,3476.0,Right Center Midfield,7,Everton,29,['4543a959-b623-4234-b58c-c7b970250957'],18,,,,,,,,,,,,,,,,,Everton,29,00:01:18.767,Pass,
,,,,,,,,,,,,,,,,,2.32103,,,,,,,,,,,,,,,64b49189-0e2a-4850-bed9-56f0d1a936c5,74,,,"[21.6, 49.6]",3754137,1,,,,,-1.2835149,,Right Foot,,,,"[29.4, 23.2]",Ground Pass,,27.528168,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Free Kick,John Stones,3244.0,Right Center Back,7,Everton,29,['df467e7f-1e03-4e16-9ab1-57d416a131db'],20,,,,,,,,,,,,,,,,,Everton,29,00:01:20.031,Pass,
,,,,,,,,,,,,,,,,,1.473704,,,,,,,,,,,,,,,4c7f58bc-d6c6-4fe7-bf5a-5bebc80d66c4,77,,,"[40.7, 19.7]",3754137,1,,,,,-0.6619974,,Right Foot,,,,"[55.2, 8.4]",Ground Pass,,18.383144,,,,Bryan Oviedo,5836.0,,,,,,1,From Free Kick,José Ramiro Funes Mori,4629.0,Left Center Back,7,Everton,29,['344b5905-8fbc-4405-9648-d9e71fdb390f'],24,,,,,,,,,,,,,,,,,Everton,29,00:01:24.093,Pass,
,,,,,,,,,,,,,,,,,1.520642,,,,,,,,,,,,,,,8e550fec-4e47-483d-9998-70b1d2bd7ba5,81,,,"[54.5, 7.0]",3754137,1,,,,,2.3935602,,Left Foot,,,,"[43.4, 17.3]",Ground Pass,,15.142655,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Free Kick,Bryan Oviedo,5836.0,Left Back,7,Everton,29,"['c460b4b1-88c5-4bd5-9990-7a5cdd8fdc16', 'd17ab1e7-aa83-41e0-82a2-879d0d2edc7d']",27,,,,,,,,,,,,,,,,,Everton,29,00:01:27.909,Pass,True
,,,,,,,,,,,,,,,,,0.689498,,,,,,,,,,,,,,,4eb0d7ac-9d1d-4c0c-943d-948530b4836a,84,,,"[41.1, 16.7]",3754137,1,,,,,1.4044642,,Left Foot,,,,"[43.4, 30.4]",Ground Pass,,13.891725,,,,Darron Gibson,20067.0,,,,,,1,From Free Kick,José Ramiro Funes Mori,4629.0,Left Center Back,7,Everton,29,['00dfba5a-b309-47dc-a17a-17d9f23f7783'],30,,,,,,,,,,,,,,,,,Everton,29,00:01:30.768,Pass,
,,,,,,,,,,,,,,,,,1.526961,,,,,,,,,,,,,,,46a66e9a-480e-4314-97b6-d05748674294,87,,,"[38.1, 33.6]",3754137,1,,,,,1.9695699,,Right Foot,,,,"[30.6, 51.4]",Ground Pass,,19.315538,,,,John Stones,3244.0,,,,,,1,From Free Kick,Darron Gibson,20067.0,Center Defensive Midfield,7,Everton,29,['11545e73-2371-4eb5-8a18-d83f5d3e8fa1'],34,,,,,,,,,,,,,,,,,Everton,29,00:01:34.484,Pass,
,,,,,,,,,,,,,,,,,1.481649,,,,,,,,,,,,,,,2637f01f-c9fe-4b72-b93e-ee148e0a58e0,90,,,"[33.7, 51.7]",3754137,1,,,,,1.8571485,,Left Foot,,,,"[28.4, 69.7]",Ground Pass,,18.764061,,,,Séamus Coleman,4589.0,,,,,,1,From Free Kick,John Stones,3244.0,Right Center Back,7,Everton,29,['47d01f5b-6c59-4c50-b56d-4f95c120c0d2'],37,,,,,,,,,,,,,,,,,Everton,29,00:01:37.560,Pass,
,,,,,,,,,,,,,,,,,3.090497,,,,,,,,,,,,,,,a4f9b9d6-2085-44c3-b08c-adc8ee25edad,93,,,"[28.9, 67.9]",3754137,1,,,,,-2.3539371,,Right Foot,,,,"[6.8, 45.7]",Ground Pass,,31.324911,,,,Joel Robles Blázquez,16309.0,,,,,,1,From Free Kick,Séamus Coleman,4589.0,Right Back,7,Everton,29,['1b87079d-f3df-4f93-b264-d122e9f3e1c5'],40,,,,,,,,,,,,,,,,,Everton,29,00:01:40.932,Pass,
,,,,,,,,,,,,,,,,,3.543825,,,,,,,,,,,,,,,a4550541-98da-4bf3-b3f0-c452a3ac9a39,97,,,"[8.5, 48.4]",3754137,1,,,,,0.0924189,,Right Foot,,,,"[70.0, 54.1]",High Pass,,61.76358,,Incomplete,,Arouna Koné,26696.0,,,,,,1,From Free Kick,Joel Robles Blázquez,16309.0,Goalkeeper,7,Everton,29,"['25609337-775a-4767-99eb-77c3902561f2', '91ca2688-8c4a-457a-8cc7-f9f680a28c20', 'b1a46dec-97df-4644-9a05-dfa502f91a6e']",45,,,,,,,,,,,,,,,,,Everton,29,00:01:45.688,Pass,True
,,,,,,,,,,,,,,,,,1.088064,,,,,,,,,,,,,,,6c7650be-f790-4ca4-9594-3846cf47cda1,104,,,"[54.7, 75.0]",3754137,1,,,,,-1.7096814,,Left Foot,,,,"[53.4, 65.7]",Ground Pass,,9.390421,,,,Darron Gibson,20067.0,,,,,,1,From Free Kick,Séamus Coleman,4589.0,Right Back,7,Everton,29,['67e70ca6-d18b-4c3b-8f60-907c22fee37f'],54,,,,,,,,,,,,,,,,,Everton,29,00:01:54.237,Pass,
,,,,,,,,,,,,,,,,,1.264528,,,,,,,,,,,,,,,6d7585cb-a2b3-4486-b95b-22fd75973624,107,,,"[54.7, 67.2]",3754137,1,,,,,0.67570806,,Right Foot,,,,"[67.3, 77.3]",Ground Pass,,16.148375,,,,Muhamed Bešić,3476.0,,,,,,1,From Free Kick,Darron Gibson,20067.0,Center Defensive Midfield,7,Everton,29,['19b46296-6d57-421b-8de0-833ba2a75168'],55,,,,,,,,,,,,,,,,,Everton,29,00:01:55.399,Pass,
,,,,,,,,,,,,,,,,,0.894449,,,,,,,,,,,,,,,b728731f-a162-452d-9dcb-13e55376d02c,110,,,"[74.1, 75.8]",3754137,1,,,,,0.17670886,,Right Foot,,,,"[88.1, 78.3]",Ground Pass,,14.221462,,,,Séamus Coleman,4589.0,,,,,,1,From Free Kick,Muhamed Bešić,3476.0,Right Center Midfield,7,Everton,29,['6e06b8b7-ade8-4cd9-8bc9-1d9fc294d16a'],59,,,,,,,,,,,,,,,,,Everton,29,00:01:59.665,Pass,
,,,,,,,,,,,,,,,,,1.290264,,,,,,,,,,,,,,,5b1a7f56-a295-439c-8cff-bcef7b55153f,113,,,"[32.3, 0.1]",3754137,2,,,,,1.8841906,,,,,,"[28.8, 10.9]",Low Pass,,11.352973,,,,Victor Wanyama,3098.0,,,,,Throw-in,1,From Throw In,Ryan Bertrand,20045.0,Left Back,8,Southampton,25,['f174f09c-2bb6-4774-9ad4-c014a2928cc5'],8,,,,,,,,,,,,,,,,,Southampton,25,00:02:08.586,Pass,
,,,,,,,,,,,,,,,,,1.167987,,,,,,,,,,,,,,,de4cc958-8803-4cc1-a62f-c10f99b3af8d,115,,,"[29.7, 12.6]",3754137,2,,True,,,-1.2553748,,Right Foot,,,,"[32.8, 3.1]",Ground Pass,,9.992997,,,,Ryan Bertrand,20045.0,,,,,,1,From Throw In,Victor Wanyama,3098.0,Right Defensive Midfield,8,Southampton,25,['5c425a9f-abc6-49c1-87da-e50452f9e1c8'],13,,,,,,,,,,,,,,,,,Southampton,25,00:02:13.274,Pass,
,,,,,,,,,,,,,,,,,1.107922,,,,,,,,,,,,,,,b09f9d0f-2324-410c-821b-7f5cd31e4cd2,117,,,"[38.8, 2.8]",3754137,2,,,,,0.12914729,,Left Foot,,,,"[61.9, 5.8]",Low Pass,,23.293991,,,,Graziano Pellè,11062.0,,,,,,1,From Throw In,Ryan Bertrand,20045.0,Left Back,8,Southampton,25,['02a74f22-9114-432c-9ecd-b2cefab9f74e'],15,,,,,,,,,,,,,,,,,Southampton,25,00:02:15.861,Pass,
,,,,,,,,,,,,,,,,,1.378574,,,,,,,,,,,,,,,8b815d41-dc84-41bd-bdc9-70ce0bc136c2,120,,,"[61.9, 5.8]",3754137,2,,,,,-0.19270076,,Left Foot,,,,"[74.2, 3.4]",High Pass,,12.53196,,Incomplete,,Sadio Mané,3629.0,,,,,,1,From Throw In,Graziano Pellè,11062.0,Left Center Forward,8,Southampton,25,"['101708d9-f39a-40e5-9a6b-12ff6b74014e', '8eb3e2e2-83f4-470a-8dcf-ee48eb73359c']",17,,,,,,,,,,,,,,,,,Southampton,25,00:02:17.020,Pass,
,,,,,,,,,,,,,,,,,0.984583,,,,,,,,,,,,,,,d32bca9c-c88a-4238-a274-9555ceb76c04,125,,,"[50.2, 75.6]",3754137,2,,,,,-1.380808,,Right Foot,,,,"[51.7, 67.8]",Ground Pass,,7.942921,,,,Darron Gibson,20067.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,9,Everton,29,['4c2b6263-e401-4df8-b12e-635a745cdec3'],20,,,,,,,,,,,,,,,,,Everton,29,00:02:20.420,Pass,
,,,,,,,,,,,,,,,,,0.884648,,,,,,,,,,,,,,,92bb3d02-9418-478f-9c9e-6f90b4993f52,132,,,"[55.6, 56.2]",3754137,2,,,,,-1.0772325,,Right Foot,,,,"[64.1, 40.4]",Ground Pass,,17.941294,,,,Leon Osman,42947.0,,,,,,1,Regular Play,Darron Gibson,20067.0,Center Defensive Midfield,9,Everton,29,['96120b7a-a174-494c-a0ff-7b6e9034e413'],23,,,,,,,,,,,,,,,,,Everton,29,00:02:23.186,Pass,
,,,,,,,,,,,,,,,,,1.792906,,,,,,,,,,,,,,,61f69486-916b-4952-99d5-9827e46fd528,135,,,"[67.7, 41.0]",3754137,2,,,,,-1.2774293,,Right Foot,,,,"[73.5, 21.8]",Ground Pass,,20.05692,,,,Bryan Oviedo,5836.0,,,,,,1,Regular Play,Leon Osman,42947.0,Left Center Midfield,9,Everton,29,['0df27a65-0941-4ce0-ba2c-8b640bd5de0a'],25,,,,,,,,,,,,,,,,,Everton,29,00:02:25.087,Pass,
,,,,,,,,,,,,,,,,,0.5917,,,,,,,,,,,,,,,a75d86d1-af65-4ca1-a7c1-9eb85eff3f33,138,,,"[82.1, 15.6]",3754137,2,,,,,2.13488,,Left Foot,,,,"[79.0, 20.5]",Ground Pass,,5.7982755,,,,Leon Osman,42947.0,,,,,,1,Regular Play,Bryan Oviedo,5836.0,Left Back,9,Everton,29,['88d2bb36-5a5f-4969-84aa-ed1c41327243'],29,,,,,,,,,,,,,,,,,Everton,29,00:02:29.961,Pass,
,,,,,,,,,,,,,,,,,1.906353,,,,,,,,,,,,,,,65ddf52c-1345-4f99-8743-5f14def26bd0,141,,,"[87.2, 20.3]",3754137,2,,,,,-0.5457742,,Right Foot,,,,"[109.1, 7.0]",Ground Pass,,25.622255,,,,Bryan Oviedo,5836.0,,,,,,1,Regular Play,Leon Osman,42947.0,Left Center Midfield,9,Everton,29,['bf95a4fa-f92a-4cba-a3f8-25e232c8d0c0'],34,,,,,,,,,,,,,,,,,Everton,29,00:02:34.394,Pass,
