ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.941355,,,,,,,,,,,,,,e66b9231-5bce-4f86-9091-732e7b206a9f,40,,"[86.5, 75.7]",3754107,0,,,,0.3980143,,Left Foot,,,"[95.3, 79.4]",,Ground Pass,,9.546204,,,Matteo Darmian,4587.0,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Right Wing,2,Manchester United,39,"['bca969b9-a9d1-41b7-9c3e-ade83a52ccee', 'f4220754-b61d-4f4c-84f4-5b176f58d1ad']",32,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:32.318,Pass,True
,,,,,,,,,,,,,,,0.986904,,,,,,,,,,,,,,56e44e8b-15d4-4ab1-a54e-46b6dd8e72ba,43,,"[94.1, 79.4]",3754107,0,,,,-2.9605892,,Right Foot,,,"[78.8, 76.6]",,Ground Pass,,15.554099,,,Michael Carrick,4751.0,,,,,,1,From Kick Off,Matteo Darmian,4587.0,Right Back,2,Manchester United,39,['7e9aab55-700b-40cd-a676-19cccb100ada'],35,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:35.021,Pass,
,,,,,,,,,,,,,,,1.547815,,,,,,,,,,,,,,1022dac8-f475-408b-b381-41b25c02cd30,46,,"[77.4, 76.9]",3754107,0,,,,-2.818343,,Left Foot,,,"[57.4, 70.2]",,Ground Pass,,21.092415,,,Chris Smalling,10958.0,,,,,,1,From Kick Off,Michael Carrick,4751.0,Right Defensive Midfield,2,Manchester United,39,['718ce464-6587-4898-81ca-81bb3399e348'],36,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:36.788,Pass,
,,,,,,,,,,,,,,,2.138008,,,,,,,,,,,,,,7a62f372-20b1-4096-9132-e50711e3428c,49,,"[59.5, 64.5]",3754107,0,,,,-1.7592834,,Right Foot,,,"[52.9, 29.9]",,Ground Pass,,35.223854,,,Daley Blind,3311.0,,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['44014a3d-b653-4449-9c81-5d4e78b5862d'],39,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:39.703,Pass,
,,,,,,,,,,,,,,,1.626881,,,,,,,,,,,,,,6ed12f60-0dfb-4ad6-8348-4a77677c67ae,52,,"[56.7, 28.2]",3754107,0,,,,1.6728792,,Left Foot,,,"[54.6, 48.7]",,Ground Pass,,20.60728,,,Chris Smalling,10958.0,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,['23ee4527-1459-4047-a669-1886743b89a0'],44,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:44.701,Pass,
,,,,,,,,,,,,,,,1.644006,,,,,,,,,,,,,,8d479e22-9d22-4be6-863b-820bee8fc70c,55,,"[55.3, 53.6]",3754107,0,,,,1.2514968,,Right Foot,,,"[63.4, 78.1]",,Ground Pass,,25.804264,,,Matteo Darmian,4587.0,,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['57faa0b8-5391-41e1-a995-14a2e8ee9205'],47,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:47.703,Pass,
,,,,,,,,,,,,,,,1.420145,,,,,,,,,,,,,,eed3893d-23fe-42ea-80e8-6a9f853d4398,58,,"[63.4, 78.1]",3754107,0,,,,-2.6414316,,Right Foot,,,"[46.2, 68.7]",,Ground Pass,,19.60102,,,Chris Smalling,10958.0,,,,,,1,From Kick Off,Matteo Darmian,4587.0,Right Back,2,Manchester United,39,['3ab451ef-a2f7-4dd3-a46a-cde5a9bcaa48'],50,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:50.279,Pass,
,,,,,,,,,,,,,,,2.726988,,,,,,,,,,,,,,aef2f648-a744-44f8-8f6e-e5ee699aa75f,61,,"[45.0, 66.2]",3754107,0,,,,-2.5964618,,Right Foot,,,"[20.1, 51.1]",,Ground Pass,,29.120783,,,Sergio Germán Romero,4892.0,,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['09b12061-356a-4030-bcc0-1eb9dfa48589'],53,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:53.019,Pass,
,,,,,,,,,,,,,,,1.8543,,,,,,,,,,,,,,b0c91860-b3bd-4790-845b-198299644b16,64,,"[20.1, 51.1]",3754107,0,,,,-0.98394847,,Right Foot,,,"[33.4, 31.1]",,Ground Pass,,24.018534,,,Daley Blind,3311.0,,,,,,1,From Kick Off,Sergio Germán Romero,4892.0,Goalkeeper,2,Manchester United,39,['eeb06651-f120-4724-9fd5-9f75f541962c'],55,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:55.786,Pass,
,,,,,,,,,,,,,,,1.597509,,,,,,,,,,,,,,fd1bac12-2fb0-4d1e-aa09-d63ea67c98cc,67,,"[43.7, 22.5]",3754107,1,,,,-0.9065961,,Left Foot,,,"[57.4, 5.0]",,Ground Pass,,22.22476,,,Luke Shaw,3382.0,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,['b61dd9c0-95a0-4b09-bb95-2ab624d7847f'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:00.848,Pass,
,,,,,,,,,,,,,,,1.669849,,,,,,,,,,,,,,88c4c775-a9c4-44c6-9163-dc4213461170,70,,"[57.4, 5.0]",3754107,1,,,,2.1492023,,Left Foot,,,"[49.5, 17.1]",,Ground Pass,,14.450605,,,Morgan Schneiderlin,3600.0,,,,,,1,From Kick Off,Luke Shaw,3382.0,Left Back,2,Manchester United,39,['1048a4ae-6134-47c3-9612-7bcfe861b799'],4,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:04.466,Pass,
,,,,,,,,,,,,,,,1.740583,,,,,,,,,,,,,,c3c6819e-7348-469f-9d0d-6e3c25731191,73,,"[45.5, 21.5]",3754107,1,,,,1.7544614,,Right Foot,,,"[39.5, 53.8]",,Ground Pass,,32.85255,,,Chris Smalling,10958.0,,,,,,1,From Kick Off,Morgan Schneiderlin,3600.0,Left Center Midfield,2,Manchester United,39,['21f6f2fa-c2a0-4b60-83a3-38dc222515a4'],9,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:09.052,Pass,
,,,,,,,,,,,,,,,1.909687,,,,,,,,,,,,,,933cbf64-a4b8-41c5-ad82-98ad3d60b9a4,76,,"[49.9, 54.1]",3754107,1,,,,-1.7536062,,Right Foot,,,"[45.5, 30.3]",,Ground Pass,,24.203306,,,Daley Blind,3311.0,,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['4f57fedc-bd73-4f66-810a-04d04e9a2afe'],14,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:14.076,Pass,
,,,,,,,,,,,,,,,1.222411,,,,,,,,,,,,,,225d159a-a2e5-4bd9-8088-7a01c3efd3a3,79,,"[45.8, 27.5]",3754107,1,,,,-0.06241881,,Left Foot,,,"[74.6, 25.7]",,Ground Pass,,28.856195,,,Adnan Januzaj,6330.0,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,['66f85442-942f-45c8-94e2-d94b606718e9'],17,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:17.308,Pass,
,,,,,,,,,,,,,,,0.20622,,,,,,,,,,,,,,f2b8dac6-6b9d-4039-92a1-e8ad54548b21,82,,"[76.2, 25.7]",3754107,1,,,,0.8902751,,Left Foot,,,"[77.9, 27.8]",,Ground Pass,,2.7018511,Incomplete,,Wayne Mark Rooney,3538.0,,,,,,1,From Kick Off,Adnan Januzaj,6330.0,Center Attacking Midfield,2,Manchester United,39,"['3f25f0f1-b36c-4633-bce2-c2fb560bad7c', 'd806aff1-bb8e-4001-af1c-d4cfc33368e4']",19,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:19.280,Pass,
,,,,,,,,,,,,,,,1.515694,,,,,,,,,,,,,,b61e0e50-0a20-4988-814b-6fd608c24015,90,,"[53.9, 57.2]",3754107,1,True,,,2.7049656,,Right Foot,,,"[49.4, 59.3]",,Ground Pass,,4.9658837,,,Micah Richards,42700.0,,,,,Free Kick,1,From Free Kick,Ashley Westwood,3583.0,Center Defensive Midfield,4,Aston Villa,59,['1e2b16c9-a0d7-42b4-9796-d86c42b8b883'],37,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:37.997,Pass,
,,,,,,,,,,,,,,,1.765047,,,,,,,,,,,,,,63a655a9-93a3-472c-9cfd-94cd1e14bd14,92,,"[50.9, 63.2]",3754107,1,,,,0.692243,,Right Foot,,,"[66.7, 76.3]",,Ground Pass,,20.524376,,,Leandro Bacuna,9533.0,,,,,,1,From Free Kick,Micah Richards,42700.0,Right Center Back,4,Aston Villa,59,['89ddaf7c-b8cc-43f4-a7f1-5a0550520846'],40,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:40.606,Pass,
,,,,,,,,,,,,,,,0.187491,,,,,,,,,,,,,,0a864f4c-b838-46e9-9a5f-ab520622a8ee,96,,"[59.2, 75.4]",3754107,1,,,,0.0,,Right Foot,,,"[62.7, 75.4]",,Low Pass,,3.5,Incomplete,,,,,,,,,1,From Free Kick,Leandro Bacuna,9533.0,Right Back,4,Aston Villa,59,['8e28065c-2579-476d-a785-3f192c1f4298'],44,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:44.075,Pass,
,,,,,,,,,,,,,,,1.084841,,,,,,,,,,,,,,eec1a98b-890a-49de-99bb-c86efd880658,98,,"[55.8, 80.0]",3754107,1,True,,,-1.5120405,,,,,"[56.4, 69.8]",,Low Pass,,10.217632,,,Jordan Veretout,7153.0,,,,,Throw-in,1,From Throw In,Leandro Bacuna,9533.0,Right Back,5,Aston Villa,59,['4c2e6b05-e6a9-49b0-b43b-f68c520bb923'],53,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:53.491,Pass,
,,,,,,,,,,,,,,,1.400551,,,,,,,,,,,,,,80a42624-42e1-4135-bd2a-7323c22735c1,100,,"[53.9, 69.8]",3754107,1,True,,,1.991787,,Left Foot,,,"[50.9, 76.5]",,Ground Pass,,7.340981,,,Leandro Bacuna,9533.0,,,,,,1,From Throw In,Jordan Veretout,7153.0,Right Center Midfield,5,Aston Villa,59,['23940dbc-cd3a-4f95-be7c-1578aeccfd1e'],54,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:54.641,Pass,
,,,,,,,,,,,,,,,4.197483,,,,,,,,,,,,,,c5292eb9-af08-4cc7-be43-d4554f98d9c9,102,,"[44.8, 74.2]",3754107,1,,,,-2.2403677,,Right Foot,,,"[14.8, 36.3]",,High Pass,,48.336426,,,Bradley Guzan,12608.0,,,,,,1,From Throw In,Leandro Bacuna,9533.0,Right Back,5,Aston Villa,59,['931e6051-a7c7-4bc6-9af2-f2c0787702ad'],56,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:56.252,Pass,
,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,845677ea-1801-4a7b-84c3-b3d1f29714bb,105,,"[13.9, 36.3]",3754107,2,,,,1.2656355,,Left Foot,,,"[20.2, 56.3]",,Ground Pass,,20.968786,,,Micah Richards,42700.0,,,,,,1,From Throw In,Bradley Guzan,12608.0,Goalkeeper,5,Aston Villa,59,['69f22b5c-7c0d-4a26-8cfd-c25c98b24cdf'],2,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:02.089,Pass,
,,,,,,,,,,,,,,,2.533289,,,,,,,,,,,,,,af8a8c70-3afe-4a19-b9f8-d2962956ceb8,108,,"[44.6, 63.2]",3754107,2,,,,0.1331783,,Right Foot,,,"[86.4, 68.8]",,High Pass,,42.17345,Incomplete,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,1,From Throw In,Micah Richards,42700.0,Right Center Back,5,Aston Villa,59,"['aabf0fde-1166-4b9b-b1c2-4cd74fc3c1f9', 'f5192ee8-eedf-40c2-8052-ef390977e8c5']",8,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:08.200,Pass,
,,,,,,,,,,,,,,,0.988047,,,,,,,,,,,,,,aabf0fde-1166-4b9b-b1c2-4cd74fc3c1f9,110,,"[33.7, 11.3]",3754107,2,,,,-1.5308176,,Left Foot,,,"[34.1, 1.3]",,Ground Pass,,10.007997,Out,,Luke Shaw,3382.0,,,,,Recovery,1,From Throw In,Daley Blind,3311.0,Left Center Back,5,Aston Villa,59,"['af8a8c70-3afe-4a19-b9f8-d2962956ceb8', 'b82e807f-cc0f-4ac4-9156-4b5bc3ac7696']",10,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:10.734,Pass,
,,,,,,,,,,,,,,,0.844539,,,,,,,,,,,,,,c86061d8-ee9a-418b-8b64-8e9eb2712de3,112,,"[83.5, 80.0]",3754107,2,,,,-1.5300026,,,,,"[83.9, 70.2]",,Low Pass,,9.80816,,,Idrissa Gana Gueye,3436.0,,,,,Throw-in,1,From Throw In,Leandro Bacuna,9533.0,Right Back,6,Aston Villa,59,['ca8ea5fc-a742-4242-91d2-c39d3a971d35'],19,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:19.798,Pass,
,,,,,,,,,,,,,,,1.236747,,,,,,,,,,,,,,78de1ef3-6009-437a-ad7e-4a5187486630,114,,"[83.9, 70.5]",3754107,2,,,,1.9922155,,Right Foot,,,"[81.3, 76.3]",,Ground Pass,,6.3560996,,,Leandro Bacuna,9533.0,,,,,,1,From Throw In,Idrissa Gana Gueye,3436.0,Left Center Midfield,6,Aston Villa,59,['5cf9b33a-1ae9-41a2-a6b6-49059337e8f1'],20,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:20.642,Pass,
,,,,,,,,,,,,,,,0.478635,,,,,,,,,,,,,,26229c37-ded7-4a40-a4ac-2b24a5c280e7,118,,"[80.6, 76.5]",3754107,2,,,,-0.95054686,,Right Foot,,,"[85.1, 70.2]",,Ground Pass,,7.7420926,,,Idrissa Gana Gueye,3436.0,,,,,,1,From Throw In,Leandro Bacuna,9533.0,Right Back,6,Aston Villa,59,"['c8523342-7cf0-4500-b028-fd17208840b0', 'f2bd2f29-6832-4a9d-ae0e-b94e9436d50e']",22,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:22.265,Pass,True
,,,,,,,,,,,,,,,0.732032,,,,,,,,,,,,,,e1fc2201-0bde-4b72-9764-73295ee7392a,121,,"[84.6, 70.5]",3754107,2,,,,-0.16514868,,Right Foot,,,"[91.8, 69.3]",,Low Pass,,7.299315,,,Jordan Veretout,7153.0,,,,,,1,From Throw In,Idrissa Gana Gueye,3436.0,Left Center Midfield,6,Aston Villa,59,"['90ee4100-be9c-42a9-bedd-c65256f46d29', 'e01808a9-c6cc-448d-aef0-bb2e211b5f40']",22,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:22.744,Pass,True
