bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.609345,,,,,,,,,,,,,20fc54d8-7ccc-43b2-b870-23a54998cecb,69,,"[46.7, 25.2]",3754181,2,,,,-1.2722974,,Right Foot,,,"[52.7, 5.7]",,Ground Pass,,20.402206,,,,Pape N''Diaye Souaré,4884.0,,,,,,,1,From Throw In,Damien Delaney,3693.0,Left Center Back,5,Crystal Palace,31,['e0c23fec-2a54-4b87-a082-6a1345ee6313'],12,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:12.493,Pass,
,,,,,,,,,,,,,,,,,,1.988772,,,,,,,,,,,,,b482e030-15ee-4044-8936-d813d1f8115f,73,,"[50.3, 3.6]",3754181,2,,,,0.009478389,,Left Foot,,,"[71.4, 3.8]",,Ground Pass,,21.100948,,,,Joe Ledley,4817.0,,,,,,,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,5,Crystal Palace,31,"['2d9cfd76-5fe4-403d-ad9b-b6236cbcc358', '5dcdd68c-b3fe-4232-b13d-bd09aa38ee34']",14,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:14.826,Pass,True
,,,,,,,,,,,,,,,,,,1.37996,,,,,,,,,,,,,5c32a0d9-0b6c-42f3-a683-374209331d45,76,,"[76.7, 2.4]",3754181,2,,,,1.4909663,,Left Foot,,,"[77.5, 12.4]",,Ground Pass,,10.031949,,,,Pape N''Diaye Souaré,4884.0,,,,,,,1,From Throw In,Joe Ledley,4817.0,Left Midfield,5,Crystal Palace,31,['45fdd314-81a0-4208-bd08-f62393ccacc9'],17,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:17.683,Pass,
,,,,,,,,,,,,,,,,,,1.064278,,,,,,,,,,,,,f88ebfac-bd66-4602-b1a8-debab93bb21d,80,,"[90.3, 17.5]",3754181,2,,,,1.6238439,d10d6a3a-cb55-4a1a-b26e-5aca56a0c70f,Left Foot,,,"[89.7, 28.8]",,Ground Pass,,11.315918,,,,Yannick Bolasie Yala,3589.0,True,,,,,,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,5,Crystal Palace,31,"['39ad0cfb-ab68-42f0-8a7c-900811cf3a5c', '5118f8f3-d2b7-4311-bd2e-dfc05e2a052f']",20,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:20.312,Pass,True
,,,,,,,,,,,,,,,,,,6.404551,,,,,,,,,,,,,b5b9c520-ec11-4933-b5d8-e3f03d4353f1,85,,"[29.7, 56.6]",3754181,2,,,,0.13646655,,Right Foot,,,"[120.0, 69.0]",,High Pass,,91.14741,,Out,,,,,,,,,,1,From Keeper,Kasper Schmeichel,3815.0,Goalkeeper,6,Leicester City,22,,48,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:48.257,Pass,
,,,,,,,,,,,,,,,,,,2.454975,,,,,,,,,,,,,e589451b-fbdc-4de1-b44b-05c3ad22194f,86,,"[6.0, 36.0]",3754181,3,,,,-1.009496,,Right Foot,,,"[24.8, 6.1]",,Ground Pass,,35.31926,,,,Damien Delaney,3693.0,,,,,,Goal Kick,1,From Goal Kick,Wayne Hennessey,3488.0,Goalkeeper,7,Crystal Palace,31,['a1e74216-3152-43fc-bf8a-c856a1e7268c'],15,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:15.644,Pass,
,,,,,,,,,,,,,,,,,,2.352342,,,,,,,,,,,,,5a82b1b4-5043-47ce-a4ad-c5283a4d81a0,89,,"[25.7, 6.1]",3754181,3,,,,0.3834948,,Left Foot,,,"[71.8, 24.7]",,High Pass,,49.710865,,,,Yannick Bolasie Yala,3589.0,,,,,,,1,From Goal Kick,Damien Delaney,3693.0,Left Center Back,7,Crystal Palace,31,['f587a67f-e368-412c-903a-9a3462c3f8d1'],19,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:19.195,Pass,
,,,,,,,,,,,,,,,,,,1.512347,,,,,,,,,,,,,76b00df9-d0be-44bc-9356-fa9fdc8032bf,92,,"[71.8, 24.7]",3754181,3,,,True,-1.660913,,,,,"[70.3, 8.1]",,High Pass,,16.667633,,,,Joe Ledley,4817.0,,,,,,,1,From Goal Kick,Yannick Bolasie Yala,3589.0,Right Center Forward,7,Crystal Palace,31,"['81296e29-a6d5-4ab4-ba72-b648fc8426f5', '8851667d-6a12-468a-b3a4-a5c2eb9d23ce']",21,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:21.547,Pass,True
,,,,,,,,,,,,,,,,,,0.486787,,,,,,,,,,,,,1e95cbd7-1ef4-4160-adcd-87f274b7a9bf,95,,"[70.3, 8.1]",3754181,3,,,,1.1071488,,Left Foot,,,"[72.6, 12.7]",,Low Pass,,5.1429563,,,,Emmanuel Adebayor,26699.0,,,,,,,1,From Goal Kick,Joe Ledley,4817.0,Left Midfield,7,Crystal Palace,31,['6555302f-6d88-482a-b137-4c1c4702c207'],23,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:23.132,Pass,
,,,,,,,,,,,,,,,,,,2.843453,,,,,,,,,,,,,daa2790e-ba10-4eef-be73-01ba2c9d2c57,100,,"[64.8, 9.4]",3754181,3,,,,0.15865526,,Right Foot,,,"[92.3, 13.8]",,High Pass,,27.849775,,,,Yannick Bolasie Yala,3589.0,,,,,,Recovery,1,From Goal Kick,Mile Jedinak,5489.0,Left Defensive Midfield,7,Crystal Palace,31,"['3b35aadd-5d92-4e02-b44c-37c095c6d288', 'b08f3ef1-9d15-46c5-9435-58f964c42538']",25,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:25.141,Pass,True
,,,,,,,,,,,,,,,,,,2.21129,,,,,,,,,,,,,07dcc8fa-d65d-403f-b59f-2ad13204f556,108,,"[49.8, 63.5]",3754181,3,,,,-1.5707964,,Left Foot,,,"[49.8, 23.7]",,Low Pass,,39.8,,,,Marc Albrighton,3307.0,,,,,,,1,Regular Play,Riyad Mahrez,3814.0,Right Midfield,8,Leicester City,22,['23156760-a2aa-4167-ae29-d99e0f104b36'],33,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:33.730,Pass,
,,,,,,,,,,,,,,,,,,1.494537,,,,,,,,,,,,,106aacb6-7862-48e8-8237-719b7683e3f7,111,,"[50.3, 23.7]",3754181,3,,,,-3.0835185,,Right Foot,,,"[33.1, 22.7]",,Ground Pass,,17.229046,,,,Christian Fuchs,3812.0,,,,,,,1,Regular Play,Marc Albrighton,3307.0,Left Midfield,8,Leicester City,22,['d5f16072-ffeb-4d09-ac98-1b9c064d205a'],36,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:36.134,Pass,
,,,,,,,,,,,,,,,,,,1.648565,,,,,,,,,,,,,a28a41e5-eb03-4700-bae7-4edce4c01650,113,,"[34.4, 19.6]",3754181,3,,,,0.31934863,,Left Foot,,,"[71.9, 32.0]",,High Pass,,39.496964,,,,Shinji Okazaki,3810.0,,,,,,,1,Regular Play,Christian Fuchs,3812.0,Left Back,8,Leicester City,22,['14a108d3-0afe-4951-bd8a-4b6b13757fd5'],37,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:37.628,Pass,
,,,,,,,,,,,,,,,,,,1.949784,,,,,,,,,,,,,c3c05ed1-76d3-4854-8f95-b83b8b8bb2f5,121,,"[28.1, 59.9]",3754181,3,,,,-2.896614,,Right Foot,,,"[1.7, 53.3]",,Ground Pass,,27.212498,,,,Wayne Hennessey,3488.0,,,,,,,1,Regular Play,Joel Ward,3443.0,Right Back,9,Crystal Palace,31,['fa67f236-3d28-4624-a4c2-9aeabd973b1d'],43,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:43.235,Pass,
,,,,,,,,,,,,,,,,,,4.177502,,,,,,,,,,,,,92569bfd-95ca-4d93-b528-fd5556f490a0,124,,"[1.7, 53.5]",3754181,3,,,,-0.21366899,,Right Foot,,,"[65.3, 39.7]",,High Pass,,65.07995,,,,Emmanuel Adebayor,26699.0,,,,,,,1,Regular Play,Wayne Hennessey,3488.0,Goalkeeper,9,Crystal Palace,31,['e72039de-0a98-41a0-9e06-7969c3892d18'],45,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:45.385,Pass,
,,,,,,,,,,,,,,,,,,1.732856,,,,,,,,,,,,,333a170a-71b2-43b4-af21-ba044a8a878c,126,,"[65.3, 39.7]",3754181,3,,,,-0.35563588,,Head,,,"[79.3, 34.5]",,High Pass,,14.934524,,Incomplete,,Yannick Bolasie Yala,3589.0,,,,,,,1,Regular Play,Emmanuel Adebayor,26699.0,Left Center Forward,9,Crystal Palace,31,"['e7c5fcd4-be26-43e3-9572-534fb121bc85', 'f7ac2219-a3c1-42b4-8669-3d7a169f3297']",49,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:49.603,Pass,
