bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,4.318409,,,,,,,,,,,,,a78e77ec-9477-4433-8200-48f6faa65a7a,17,,"[7.2, 31.4]",3754062,0,,,,,-0.47408807,,Left Foot,,,"[41.5, 13.8]",,High Pass,,38.551914,,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Kick Off,Thibaut Courtois,3509.0,Goalkeeper,2,West Bromwich Albion,27,"['6b97534d-d1b9-42ba-828c-037f28fa3855', 'b9c28284-4ce8-462f-87cb-a2e765df73e7']",10,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:10.024,Pass,
,,,,,,,,,,,,,,,,,1.236685,,,,,,,,,,,,,6b97534d-d1b9-42ba-828c-037f28fa3855,20,,"[78.6, 66.3]",3754062,0,,,,True,0.6120154,,,,,"[89.0, 73.6]",,Low Pass,,12.706298,,,,,Chris Brunt,3541.0,,,,,,Recovery,1,From Kick Off,Craig Dawson,3523.0,Right Back,2,West Bromwich Albion,27,"['7d74f09c-7bf6-437d-b47d-66422115c0ec', 'a78e77ec-9477-4433-8200-48f6faa65a7a', 'c402fa04-2530-4dcd-b8da-bb311c06701e']",14,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:14.342,Pass,True
,,,,,,,,,,,,,,,,,1.004098,,,,,,,,,,,,,f10f272b-c127-4736-bc5a-7d93780bcac3,24,,"[83.5, 72.9]",3754062,0,,,,,3.1205432,,Left Foot,,,"[74.0, 73.1]",,Ground Pass,,9.502105,,,,,Craig Dawson,3523.0,,,,,,,1,From Kick Off,Chris Brunt,3541.0,Right Midfield,2,West Bromwich Albion,27,['e6be5999-99d3-41a9-ba34-318bc2fd7dfe'],18,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:18.134,Pass,
,,,,,,,,,,,,,,,,,1.085851,,,,,,,,,,,,,39e0b4c5-1440-404d-ba56-3644cb7cc01c,28,,"[76.6, 73.1]",3754062,0,,,,,-1.6367383,,Right Foot,,,"[75.9, 62.5]",,Ground Pass,,10.623088,,,,,Chris Brunt,3541.0,,,,,,,1,From Kick Off,Craig Dawson,3523.0,Right Back,2,West Bromwich Albion,27,"['01743c6b-2b47-406b-a511-9d06054e1293', 'ae06fad0-b014-4c3b-9574-7afc36c14357']",19,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:19.589,Pass,True
,,,,,,,,,,,,,,,,,1.907542,,,,,,,,,,,,,6689a8b8-aa03-43a1-aa5e-34cea4ed4a9a,32,,"[72.1, 62.5]",3754062,0,,,,,-3.0455437,,Left Foot,,,"[42.0, 59.6]",,Ground Pass,,30.239378,,,,,Gareth McAuley,3596.0,,,,,,,1,From Kick Off,Chris Brunt,3541.0,Right Midfield,2,West Bromwich Albion,27,"['92fe3f83-7dae-499a-a132-2a5b57a66619', 'efd17b51-769e-47ed-b528-cb7e40aa167e']",21,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:21.424,Pass,True
,,,,,,,,,,,,,,,,,2.034908,,,,,,,,,,,,,95c15a86-c09f-42ca-81b4-730354a8ac28,35,,"[41.8, 59.4]",3754062,0,,,,,-1.639142,,Right Foot,,,"[39.5, 25.8]",,Ground Pass,,33.678627,,,,,Jonas Olsson,20527.0,,,,,,,1,From Kick Off,Gareth McAuley,3596.0,Right Center Back,2,West Bromwich Albion,27,['66cd8968-fc5b-4cad-87cc-dd087c58c941'],24,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:24.794,Pass,
,,,,,,,,,,,,,,,,,1.011163,,,,,,,,,,,,,caea6fd7-8916-4fa1-8b00-5d3020719b84,38,,"[39.9, 25.3]",3754062,0,,,,,-0.2570424,,Left Foot,,,"[57.4, 20.7]",,Ground Pass,,18.094475,,,,,James Morrison,3490.0,,,,,,,1,From Kick Off,Jonas Olsson,20527.0,Left Center Back,2,West Bromwich Albion,27,['2fb399e6-4ff0-45a0-ab34-4517e75fa4fd'],29,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:29.238,Pass,
,,,,,,,,,,,,,,,,,0.522773,,,,,,,,,,,,,1a49ad56-e673-42da-81f2-9ca9a863a985,40,,"[56.8, 20.7]",3754062,0,,,,,-1.2102304,,Right Foot,,,"[59.1, 14.6]",,Low Pass,,6.519202,,,Incomplete,,Jonathan Grant Evans,11012.0,,,,,,,1,From Kick Off,James Morrison,3490.0,Left Center Midfield,2,West Bromwich Albion,27,"['337ed177-4583-4b8f-a014-39cce97aa793', 'db2965d7-4b28-4a72-8f53-3d6f65cb1374']",30,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:30.249,Pass,
,,,,,,,,,,,,,,,,,1.671735,,,,,,,,,,,,,02274a0a-bdb2-4c03-8224-8128436aac95,44,,"[31.9, 72.1]",3754062,0,,,,,-1.350434,,Head,,,"[34.7, 59.6]",,Low Pass,,12.809762,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,Recovery,1,Regular Play,Branislav Ivanović,5594.0,Right Back,3,Chelsea,33,['e4c37679-54f3-4249-b994-eac9ca9dfc15'],37,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:37.144,Pass,
,,,,,,,,,,,,,,,,,1.444455,,,,,,,,,,,,,0fb00383-2c18-42cd-b857-cd0791028d6e,47,,"[34.7, 59.4]",3754062,0,,,,,-2.1366506,,Right Foot,,,"[30.0, 52.0]",,High Pass,,8.766413,,,,,John Terry,20287.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,3,Chelsea,33,['e3604dac-3a5d-437c-8d6a-59facb2ec54f'],38,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:38.856,Pass,
,,,,,,,,,,,,,,,,,3.64405,,,,,,,,,,,,,a3b7031f-d565-4fb1-ba20-c758ed7f292d,51,,"[31.1, 51.7]",3754062,0,,,,,-1.4959365,,Right Foot,,,"[33.8, 15.7]",,Low Pass,,36.10111,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,John Terry,20287.0,Left Center Back,3,Chelsea,33,['4ebe455d-a8fd-44e2-9514-d7d102bda829'],40,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:40.441,Pass,
,,,,,,,,,,,,,,,,,1.371721,,,,,,,,,,,,,e1266d3f-42cf-435e-8153-750ae5f5b4e7,54,,"[46.5, 14.6]",3754062,0,,,,,1.5263811,,Right Foot,,,"[47.3, 32.6]",,Ground Pass,,18.017769,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Chelsea,33,['35d016fb-a407-4015-b30a-64f0c345a415'],47,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:47.024,Pass,
,,,,,,,,,,,,,,,,,1.891061,,,,,,,,,,,,,93d63f20-0f87-4d47-8f78-65b4d7271d62,58,,"[47.7, 41.8]",3754062,0,,,,,1.5170021,,Right Foot,,,"[48.4, 54.8]",,Ground Pass,,13.018832,,,,,John Michael Nchekwube Obinna,5475.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,3,Chelsea,33,['143e9a63-b09c-4e8c-b5ec-b721488899cb'],49,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:49.344,Pass,
,,,,,,,,,,,,,,,,,1.335145,,,,,,,,,,,,,35ce5edc-4706-4179-850e-88aa420f85c5,61,,"[48.4, 58.9]",3754062,0,,,,,1.4527043,,Right Foot,,,"[50.5, 76.6]",,Ground Pass,,17.82414,,,,,Branislav Ivanović,5594.0,,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Left Center Midfield,3,Chelsea,33,['ba99a545-3d6b-4af4-89ac-ef8b079e2f6f'],51,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:51.659,Pass,
,,,,,,,,,,,,,,,,,0.692896,,,,,,,,,,,,,220506dd-d95f-410e-989b-270c8dcca0f1,64,,"[50.8, 74.2]",3754062,0,,,,,-1.8604879,,Right Foot,,,"[47.7, 63.8]",,Ground Pass,,10.852189,,,,,John Michael Nchekwube Obinna,5475.0,,,,,,,1,Regular Play,Branislav Ivanović,5594.0,Right Back,3,Chelsea,33,['1d032625-fb64-4370-9f87-d852cf7ead6e'],54,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:54.136,Pass,
,,,,,,,,,,,,,,,,,0.693668,,,,,,,,,,,,,35a34886-ffec-4ccf-9a50-12d3ac8258d2,67,,"[47.7, 63.8]",3754062,0,,,,,-0.15370753,,Right Foot,,,"[54.8, 62.7]",,Ground Pass,,7.184706,,,,,Willian Borges da Silva,3472.0,,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Left Center Midfield,3,Chelsea,33,['488c0a49-8713-4228-9417-d1207b4c8dbd'],55,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:55.417,Pass,
,,,,,,,,,,,,,,,,,1.711356,,,,,,,,,,,,,b2e3237e-6b69-4216-9247-76d82f251b8b,70,,"[62.2, 39.4]",3754062,1,,,,,-1.1388841,,Right Foot,,,"[74.0, 13.8]",,Ground Pass,,28.18865,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,3,Chelsea,33,['a5d76ac1-a219-44d1-8793-17d646b5955d'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:00.896,Pass,
,,,,,,,,,,,,,,,,,0.933065,,,,,,,,,,,,,d0a23fdb-fa00-4093-8c62-cdc0028aa6a3,73,,"[74.0, 13.8]",3754062,1,,,,,1.7280244,,Right Foot,,,"[71.4, 30.2]",,Ground Pass,,16.604818,,,,,Willian Borges da Silva,3472.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Chelsea,33,['848295c6-70ad-4da9-bec3-61ce66ac898a'],4,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:04.673,Pass,
,,,,,,,,,,,,,,,,,0.633625,,,,,,,,,,,,,6a15e162-0320-4fea-a3d4-85880cf8ac18,77,,"[71.4, 29.3]",3754062,1,,,,,-0.08749534,,Right Foot,,,"[77.1, 28.8]",,Ground Pass,,5.7218876,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,3,Chelsea,33,"['9056bacf-a691-4220-8411-dfdc6930d2c2', 'df73264d-ecd9-46dd-b4b7-3c0f543aabe9']",6,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:06.184,Pass,True
,,,,,,,,,,,,,,,,,1.103893,,,,,,,,,,,,,0cb394e0-dd28-4510-adff-849514d5c69a,81,,"[77.1, 28.8]",3754062,1,,,,,1.2039527,df8622ae-e5c9-4ca7-b9f8-fb6bf46c35d5,Right Foot,,,"[84.9, 49.1]",,Ground Pass,,21.746954,,,,,Diego da Silva Costa,5198.0,True,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,3,Chelsea,33,"['70319f4f-bc11-428e-89a2-bf7b04a91847', '77633287-e19f-4e27-8c07-631d871b8028']",7,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:07.366,Pass,True
,,,,,,,,,,,,,,,,,3.381534,,,,,,,,,,,,,82575523-ebca-4a7d-b342-7bc44e2574c6,92,,"[6.0, 44.0]",3754062,1,,,,,0.21109334,,Right Foot,,,"[80.2, 59.9]",,High Pass,,75.88445,,,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,Goal Kick,1,From Goal Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,4,West Bromwich Albion,27,"['8b41fdbe-0773-4418-92b4-0b450056233c', 'd6b8c9a9-3637-461d-a3fb-fcf76111e253']",44,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:44.102,Pass,
,,,,,,,,,,,,,,,,,1.987127,,,,,,,,,,,,,551e0969-2358-407d-bb91-4973c3189591,96,,"[55.5, 80.0]",3754062,2,,,,,-0.33335546,,,,,"[86.4, 69.3]",,High Pass,,32.700153,,,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,Throw-in,1,From Throw In,Craig Dawson,3523.0,Right Back,5,West Bromwich Albion,27,"['683fbe66-6f5c-4c2f-b6f6-b9c358ada6eb', '81687419-4715-43ab-b801-a54d42ccdced']",5,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:05.985,Pass,
,,,,,,,,,,,,,,,,,1.2828,,,,,,,,,,,,,b306b2dd-44da-4a7c-a0ee-83b76b19bad0,100,,"[77.1, 80.0]",3754062,2,,True,,,-0.25066966,,,,,"[106.0, 72.6]",,High Pass,,29.832365,,,,,José Salomón Rondón Giménez,4041.0,,,,,,Throw-in,1,From Throw In,Craig Dawson,3523.0,Right Back,6,West Bromwich Albion,27,['5ad08c4c-e0d8-4f0b-9a88-8a7945880883'],17,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:17.363,Pass,
,,,,,,,,,,,,,,,,,1.605409,,,,,,,,,,,,,1edba916-dddb-48cc-b7f4-c7754a345ae7,103,,"[104.6, 73.1]",3754062,2,,,,True,-1.9272333,,,,,"[101.1, 63.7]",,Low Pass,,10.030454,,,Incomplete,,Chris Brunt,3541.0,,,,,,,1,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,6,West Bromwich Albion,27,"['6c7d4cc3-456d-4fc3-b09e-6872702c3d02', '7e034406-83f2-4edf-82c5-1fe54ba26cf5', 'dfd3be61-afa3-4167-bc0d-86767010c43f']",18,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:18.646,Pass,True
,,,,,,,,,,,,,,,,,1.894001,,,,,,,,,,,,,7e034406-83f2-4edf-82c5-1fe54ba26cf5,105,,"[19.0, 16.4]",3754062,2,,,,,0.23360744,,Left Foot,,,"[52.2, 24.3]",,High Pass,,34.12697,,,Incomplete,,Diego da Silva Costa,5198.0,,,,,,Recovery,1,From Throw In,Kurt Happy Zouma,3456.0,Right Center Back,6,West Bromwich Albion,27,"['1e306437-ce72-492e-b035-0e08bbc84564', '1edba916-dddb-48cc-b7f4-c7754a345ae7', '326b2690-2f8f-4e67-b107-4f6208e29269']",20,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:20.251,Pass,
,,,,,,,,,,,,,,,,,3.303597,,,,,,,,,,,,,80d93b6c-37d9-4f71-9bb8-872145531b0f,112,,"[53.4, 40.4]",3754062,2,,,,,1.4987899,,Right Foot,,,"[55.6, 70.9]",,Ground Pass,,30.57924,,,,,Branislav Ivanović,5594.0,,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,7,Chelsea,33,['b1c90984-fa6e-4e84-a64d-1d00002ce523'],25,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:25.080,Pass,
,,,,,,,,,,,,,,,,,4.601709,,,,,,,,,,,,,5798501a-f955-4a44-9580-a927769609bf,115,,"[61.2, 71.4]",3754062,2,,,,,0.05442774,,Right Foot,,,"[118.1, 74.5]",,Low Pass,,56.984383,,,,,Diego da Silva Costa,5198.0,,,,,,,1,Regular Play,Branislav Ivanović,5594.0,Right Back,7,Chelsea,33,['af897bb2-37e1-4877-8344-fe2a7127d5e9'],28,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:28.536,Pass,
,,,,,,,,,,,,,,,,,0.657927,,,,,,,,,,,,,cd4d90ec-7311-40cf-a82c-cb70aff5dc4d,123,,"[111.5, 77.6]",3754062,2,,,,,-1.710721,,Right Foot,,,"[110.5, 70.5]",,Ground Pass,,7.170077,,,Incomplete,,Branislav Ivanović,5594.0,,,,,,,1,Regular Play,Diego da Silva Costa,5198.0,Center Forward,7,Chelsea,33,"['252601c8-dd19-42f7-a7d2-642e3b150991', '8ad46a00-57ae-421c-b4c1-61e3a50af5c5', '8b108fd4-891b-4e5f-950f-a4d95456c3ba']",35,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:35.766,Pass,True
,,,,,,,,,,,True,,,,,,0.738901,,,,,,,,,,,,,8b108fd4-891b-4e5f-950f-a4d95456c3ba,125,,"[9.6, 9.6]",3754062,2,,,,,-1.8063413,,Left Foot,,,"[8.4, 4.6]",,Ground Pass,,5.141984,,,,,Jonathan Grant Evans,11012.0,,,,,,Interception,1,Regular Play,James McClean,3514.0,Left Midfield,8,West Bromwich Albion,27,"['cd4d90ec-7311-40cf-a82c-cb70aff5dc4d', 'f5d8ae9b-11a4-4c48-bc4d-6b150261166b']",36,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:36.424,Pass,
,,,,,,,,,,,,,,,,,1.380434,,,,,,,,,,,,,22b0a972-3b72-4324-a66e-e5baf883ee5a,128,,"[5.6, 7.3]",3754062,2,,,,,-0.10931853,,Left Foot,,,"[30.2, 4.6]",,High Pass,,24.747726,,,,,James Morrison,3490.0,,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Left Back,8,West Bromwich Albion,27,['30a22591-5aae-46ba-b356-be4f95465d10'],41,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:41.014,Pass,
,,,,,,,,,,,,,,,,,1.644319,,,,,,,,,,,,,f6cd4a7f-1960-403a-8977-7aad9138c8c2,131,,"[30.2, 4.6]",3754062,2,,,,,2.3457782,,Right Foot,,,"[20.7, 14.3]",,Ground Pass,,13.577187,,,,,Jonas Olsson,20527.0,,,,,,,1,Regular Play,James Morrison,3490.0,Left Center Midfield,8,West Bromwich Albion,27,['621549ff-060f-45e1-bfae-9caaa989b5cf'],42,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:42.425,Pass,
