bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.120453,,,,,,,,,,,,3323a23e-aaaf-4e0e-9aed-5f297ae97348,16,,"[69.0, 20.4]",3754101,0,,,,,0.0,,Right Foot,,,"[69.0, 20.4]",,Low Pass,,0.0,,Wes Hoolahan,10966.0,,,,,,1,From Kick Off,Dieumerci Mbokani Bezua,23663.0,Center Forward,2,Norwich City,56,"['48cda409-06cb-41b8-af41-a12864491800', '53f1829f-0128-4ad5-a64f-cb7a0dec371f']",7,,,,,,,,,,,,,,,,,Norwich City,56,00:00:07.233,Pass,True
,,,,,,,,,,,,,,,,1.415694,,,,,,,,,,,,b2fad010-e8ec-43f5-bf2f-d338f03950c2,20,,"[71.9, 19.0]",3754101,0,,,,,-0.6435011,,Left Foot,,,"[85.1, 9.1]",,Low Pass,,16.5,,Dieumerci Mbokani Bezua,23663.0,,,,,,1,From Kick Off,Wes Hoolahan,10966.0,Left Midfield,2,Norwich City,56,"['52c71e9b-214d-4fbe-bd21-2f1ea898f1f2', '99077f76-ddf6-4624-b8a2-c090be3835c8']",9,,,,,,,,,,,,,,,,,Norwich City,56,00:00:09.084,Pass,True
,,,,,,,,,,,,,,,,1.069682,,,,,,,,,,,,ce4967be-76e1-484c-96a5-e6cc059b3763,23,,"[85.3, 3.8]",3754101,0,,,,,2.8501358,,Right Foot,,,"[73.3, 7.4]",,Ground Pass,,12.528368,,Wes Hoolahan,10966.0,,,,,,1,From Kick Off,Dieumerci Mbokani Bezua,23663.0,Center Forward,2,Norwich City,56,['6327f169-697a-4703-97dc-27645aa42fc3'],11,,,,,,,,,,,,,,,,,Norwich City,56,00:00:11.722,Pass,
,,,,,,,,,,,,,,,,0.651058,,,,,,,,,,,,96f9fc5b-851d-43fc-bf82-0033c897b0a1,27,,"[74.1, 6.9]",3754101,0,,,,,1.7318882,,Left Foot,,,"[72.8, 14.9]",,Ground Pass,,8.104937,,Gary O''Neil,9452.0,,,,,,1,From Kick Off,Wes Hoolahan,10966.0,Left Midfield,2,Norwich City,56,"['3a0cabb4-8eda-4362-a671-cdf5c50e32f9', 'ee268e61-fb47-4e86-9f2f-594f1a2d0814']",13,,,,,,,,,,,,,,,,,Norwich City,56,00:00:13.119,Pass,True
,,,,,,,,,,,,,,,,2.160132,,,,,,,,,,,,ee834efe-b0aa-4a3b-8f86-a40e50f34aa5,31,,"[72.6, 15.8]",3754101,0,,,,,1.9745543,,Right Foot,,,"[63.5, 37.1]",,Ground Pass,,23.16247,,Alexander Banor Tettey,9463.0,,,,,,1,From Kick Off,Gary O''Neil,9452.0,Left Defensive Midfield,2,Norwich City,56,"['4cd2c32d-d2c3-4cee-802c-4c3f2299e9d4', '7499b7c7-8a12-4c74-b3a5-2ad819832b8d']",14,,,,,,,,,,,,,,,,,Norwich City,56,00:00:14.328,Pass,True
,,,,,,,,,,,,,,,,1.351147,,,,,,,,,,,,9a2f76ae-3291-4105-bce3-71a54dbea512,34,,"[63.2, 46.1]",3754101,0,,,,,1.3978829,,Right Foot,,,"[68.3, 75.3]",,High Pass,,29.64203,,Russell Martin,21212.0,,,,,,1,From Kick Off,Alexander Banor Tettey,9463.0,Right Defensive Midfield,2,Norwich City,56,['ef9da5d5-eb78-4ddf-a1e1-1f6a108b4127'],17,,,,,,,,,,,,,,,,,Norwich City,56,00:00:17.725,Pass,
,,,,,,,,,,,,,,,,2.354158,,,,,,,,,,,,ac36547d-4bb0-4a29-8d91-79293fa9a9dd,36,,"[68.3, 75.3]",3754101,0,,,,,-2.8675818,,Right Foot,,,"[49.8, 70.1]",,High Pass,,19.216919,,Ryan Bennett,9930.0,,,,,,1,From Kick Off,Russell Martin,21212.0,Right Back,2,Norwich City,56,['085a2e9e-30b2-46d8-8824-f18ef5bcdd54'],19,,,,,,,,,,,,,,,,,Norwich City,56,00:00:19.076,Pass,
,,,,,,,,,,,,,,,,1.773507,,,,,,,,,,,,c367ee61-1bb5-429d-85ba-680b705050ca,39,,"[48.0, 73.7]",3754101,0,,,,,-0.1438091,,Right Foot,,,"[84.6, 68.4]",,High Pass,,36.98175,Incomplete,Dieumerci Mbokani Bezua,23663.0,,,,,,1,From Kick Off,Ryan Bennett,9930.0,Right Center Back,2,Norwich City,56,"['1f474e45-af5b-4fb0-8473-3fcff78b7a22', '3c25919c-7da9-4196-a45b-b0ca8d975043']",22,,,,,,,,,,,,,,,,,Norwich City,56,00:00:22.139,Pass,
,,,,,,,,,,,,,,,,1.483122,,,,,,,,,,,,d7a2f513-d4e8-4f40-9848-d639ace82bef,44,,"[53.0, 9.7]",3754101,0,,,,,0.15037143,,Head,,,"[66.2, 11.7]",,High Pass,,13.350656,Incomplete,,,,,,,Recovery,1,From Kick Off,Jordy Clasie,16181.0,Left Defensive Midfield,2,Norwich City,56,['3ef9c9c8-85ed-4e0e-a618-45843bdee605'],28,,,,,,,,,,,,,,,,,Southampton,25,00:00:28.871,Pass,
,,,,,,,,,,,,,,,,2.878907,,,,,,,,,,,,28ccb862-9f32-43ba-8787-1749541453ae,48,,"[52.5, 63.2]",3754101,0,,,,,-2.6395025,,Right Foot,,,"[37.2, 54.8]",,Low Pass,,17.454226,,Sébastien Aymar Bassong Nguena,31296.0,,,,,,1,From Kick Off,Alexander Banor Tettey,9463.0,Right Defensive Midfield,2,Norwich City,56,"['30e29108-c554-49ab-a8f9-a00f1657cf57', 'dcba56e5-52ab-4ea0-8f14-77f7ec99233f']",32,,,,,,,,,,,,,,,,,Norwich City,56,00:00:32.131,Pass,True
,,,,,,,,,,,,,,,,3.663627,,,,,,,,,,,,8238a216-8bb3-4bbd-8cb0-e71a22bd6268,50,,"[35.0, 51.7]",3754101,0,,,,,-1.4904329,,Left Foot,,,"[38.6, 7.0]",,Ground Pass,,44.84473,,Robert Brady,10967.0,,True,,,,1,From Kick Off,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,2,Norwich City,56,['863ee2f0-5829-4b47-8e79-4f0dc3df65d4'],35,,,,,,,,,,,,,,,,,Norwich City,56,00:00:35.010,Pass,
,,,,,,,,,,,,,,,,1.708419,,,,,,,,,,,,8cfefef6-00c2-44d4-94a8-3ed1d2bb1af7,57,,"[41.3, 14.5]",3754101,0,,,,,-0.31691968,,Right Foot,,,"[72.4, 4.3]",,Ground Pass,,32.729958,,Wes Hoolahan,10966.0,,,,,,1,From Kick Off,Robert Brady,10967.0,Left Back,2,Norwich City,56,['96f6d198-7cf6-4959-8d48-46de8555e835'],40,,,,,,,,,,,,,,,,,Norwich City,56,00:00:40.879,Pass,
,,,,,,,,,,,,,,,,1.31252,,,,,,,,,,,,9d08b802-2c96-4544-876e-7fc38baa3824,60,,"[60.3, 80.0]",3754101,0,,,,,-0.28177187,,,,,"[79.3, 74.5]",,Low Pass,,19.78004,,Shane Long,3842.0,,,,,Throw-in,1,From Throw In,Rhu-endly Martina,3590.0,Right Back,3,Southampton,25,['14da49a0-4dba-4629-9a54-13e6011ca973'],59,,,,,,,,,,,,,,,,,Southampton,25,00:00:59.190,Pass,
,,,,,,,,,,,,,,,,0.527254,,,,,,,,,,,,369f6cca-bd09-40bc-8396-8c14ed006e06,64,,"[79.2, 74.5]",3754101,1,,,,,-2.2042222,,Right Foot,,,"[74.5, 68.1]",,Low Pass,,7.940403,,James Ward-Prowse,3328.0,,,,,,1,From Throw In,Shane Long,3842.0,Center Forward,3,Southampton,25,"['0261d804-9d47-43a6-8206-e533050bb69f', '84a5b828-d240-4e48-b602-a94087bbfd92']",0,,,,,,,,,,,,,,,,,Southampton,25,00:01:00.848,Pass,True
,,,,,,,,,,,,,,,,1.006277,,,,,,,,,,,,80e3bf1e-3ec3-4714-9362-ff01ebfb282f,67,,"[74.3, 66.7]",3754101,1,,,,,-2.374884,,Right Foot,,,"[63.4, 56.2]",,Ground Pass,,15.134728,,Jordy Clasie,16181.0,,,,,,1,From Throw In,James Ward-Prowse,3328.0,Right Wing,3,Southampton,25,['1699a57f-0191-4ba6-b4be-2e6758791adf'],2,,,,,,,,,,,,,,,,,Southampton,25,00:01:02.417,Pass,
,,,,,,,,,,,,,,,,0.96178,,,,,,,,,,,,a76f007b-6ac6-4001-9cb4-e45e0f0a9622,70,,"[62.6, 56.4]",3754101,1,,,,,2.5381591,,Right Foot,,,"[55.2, 61.5]",,Ground Pass,,8.987213,,Victor Wanyama,3098.0,,,,,,1,From Throw In,Jordy Clasie,16181.0,Left Defensive Midfield,3,Southampton,25,['36d3ee6b-34da-4582-a03c-e5bca505f3fa'],4,,,,,,,,,,,,,,,,,Southampton,25,00:01:04.171,Pass,
,,,,,,,,,,,,,,,,2.54867,,,,,,,,,,,,5b4373c4-3178-4b99-ba32-9a4acdcb1fec,73,,"[52.5, 61.7]",3754101,1,,,,,-1.6817082,,Left Foot,,,"[47.7, 18.6]",,High Pass,,43.366463,,Ryan Bertrand,20045.0,,True,,,,1,From Throw In,Victor Wanyama,3098.0,Right Defensive Midfield,3,Southampton,25,['3524376a-c198-45bb-9ed6-8fe375af114d'],5,,,,,,,,,,,,,,,,,Southampton,25,00:01:05.631,Pass,
,,,,,,,,,,,,,,,,1.724361,,,,,,,,,,,,d135e9e6-8182-40db-892a-6b7c38d9d7d5,76,,"[52.0, 4.7]",3754101,1,,,,,2.808534,,Left Foot,,,"[33.5, 11.1]",,Ground Pass,,19.57575,,Virgil van Dijk,3669.0,,,,,,1,From Throw In,Ryan Bertrand,20045.0,Left Back,3,Southampton,25,['684e5aa3-5eed-420e-858a-64f12b53ace6'],12,,,,,,,,,,,,,,,,,Southampton,25,00:01:12.257,Pass,
,,,,,,,,,,,,,,,,1.618011,,,,,,,,,,,,c0cd3b26-cd5b-4faa-af6b-313bb1df80f4,79,,"[32.6, 20.0]",3754101,1,,,,,1.6195382,,Right Foot,,,"[30.8, 56.9]",,Ground Pass,,36.94388,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Throw In,Virgil van Dijk,3669.0,Left Center Back,3,Southampton,25,['29040919-d0ba-4c2e-bd3c-698f471316db'],15,,,,,,,,,,,,,,,,,Southampton,25,00:01:15.514,Pass,
,,,,,,,,,,,,,,,,1.239414,,,,,,,,,,,,f2ec7a39-36e7-49ec-be33-ba58bb6c4ef3,82,,"[38.0, 59.0]",3754101,1,,,,,0.689539,,Right Foot,,,"[55.1, 73.1]",,Ground Pass,,22.163483,,Rhu-endly Martina,3590.0,,,,,,1,From Throw In,José Miguel da Rocha Fonte,3960.0,Right Center Back,3,Southampton,25,['52b4c2d9-fec9-4528-8258-fe4ffbcf2903'],18,,,,,,,,,,,,,,,,,Southampton,25,00:01:18.509,Pass,
,,,,,,,,,,,,,,,,1.185131,,,,,,,,,,,,1bfa6720-1ba0-47f2-8703-d51ffa416a2e,85,,"[53.9, 72.4]",3754101,1,,,,,-2.7903721,,Right Foot,,,"[40.8, 67.6]",,Ground Pass,,13.951702,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Throw In,Rhu-endly Martina,3590.0,Right Back,3,Southampton,25,['e8e3d4b8-6cb1-4943-8923-4325053a7606'],21,,,,,,,,,,,,,,,,,Southampton,25,00:01:21.047,Pass,
,,,,,,,,,,,,,,,,1.445485,,,,,,,,,,,,8edd314f-8c22-4936-b71b-3969aebc6e1e,88,,"[40.8, 60.2]",3754101,1,,,,,-1.1293293,,Right Foot,,,"[52.0, 36.5]",,Ground Pass,,26.213165,,Jordy Clasie,16181.0,,,,,,1,From Throw In,José Miguel da Rocha Fonte,3960.0,Right Center Back,3,Southampton,25,['4f23803d-296e-4a8e-aa34-85ef4575e9e3'],26,,,,,,,,,,,,,,,,,Southampton,25,00:01:26.556,Pass,
,,,,,,,,,,,,,,,,1.655285,,,,,,,,,,,,1e9dcdcc-9839-44a1-8011-cd3f917c7bae,92,,"[52.0, 27.0]",3754101,1,,,,,-1.7580502,,Right Foot,,,"[48.4, 8.0]",,Ground Pass,,19.338045,,Virgil van Dijk,3669.0,,,,,,1,From Throw In,Jordy Clasie,16181.0,Left Defensive Midfield,3,Southampton,25,"['72290fac-4168-4b19-9928-5f9a26592862', '7b6be0ea-4c6e-439a-b5bc-0ea3a2e0c0d8']",29,,,,,,,,,,,,,,,,,Southampton,25,00:01:29.599,Pass,True
,,,,,,,,,,,,,,,,1.095678,,,,,,,,,,,,9416b858-91e4-4853-8415-b37e8feafe26,95,,"[48.7, 8.0]",3754101,1,,,,,1.7156088,,Left Foot,,,"[47.3, 17.6]",,Ground Pass,,9.701547,,Jordy Clasie,16181.0,,,,,,1,From Throw In,Virgil van Dijk,3669.0,Left Center Back,3,Southampton,25,['7e97fe5c-3651-4086-9063-717ac7fb5f6c'],31,,,,,,,,,,,,,,,,,Southampton,25,00:01:31.986,Pass,
,,,,,,,,,,,,,,,,2.147765,,,,,,,,,,,,736265c3-2d41-402e-a9c6-980c41e636fb,98,,"[46.8, 21.3]",3754101,1,,,,,1.5707964,,Right Foot,,,"[46.8, 58.3]",,Ground Pass,,37.0,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Throw In,Jordy Clasie,16181.0,Left Defensive Midfield,3,Southampton,25,['9e729d0a-4ea3-440e-9d4f-74623c6b7e4e'],34,,,,,,,,,,,,,,,,,Southampton,25,00:01:34.338,Pass,
,,,,,,,,,,,,,,,,3.603384,,,,,,,,,,,,ef34cc6e-d939-478d-9eaf-a57d86b6dcb0,101,,"[62.3, 66.7]",3754101,1,,,,,-0.48272926,,Right Foot,,,"[114.2, 39.5]",,High Pass,,58.59565,Incomplete,Steven Davis,3828.0,,,,,,1,From Throw In,José Miguel da Rocha Fonte,3960.0,Right Center Back,3,Southampton,25,"['0b878b7d-3415-4b74-9d86-c57e3e81b7ea', 'dd36ea2e-8433-455a-a783-f3ff8f652abe']",40,,,,,,,,,,,,,,,,,Southampton,25,00:01:40.527,Pass,
,,,,,,,,,,,,,,,,2.642794,,,,,,,,,,,,600a6e7f-f2e2-4a5c-80b5-5228b042d0ae,105,,"[9.6, 42.0]",3754101,1,,,,,0.8917151,,Keeper Arm,,,"[20.9, 56.0]",,Ground Pass,,17.991386,,Ryan Bennett,9930.0,,,,,,1,From Throw In,Declan Rudd,9014.0,Goalkeeper,3,Southampton,25,['c4c6afbe-79d8-48ba-a617-d647eac1e9bb'],48,,,,,,,,,,,,,,,,,Norwich City,56,00:01:48.558,Pass,
,,,,,,,,,,,,,,,,4.347242,,,,,,,,,,,,148ecffa-79ab-43ec-812a-694f5ad2ff5b,108,,"[24.1, 66.1]",3754101,1,,,,,0.006802616,,Right Foot,,,"[97.6, 66.6]",,High Pass,,73.5017,Pass Offside,Dieumerci Mbokani Bezua,23663.0,,,,,,1,From Throw In,Ryan Bennett,9930.0,Right Center Back,3,Southampton,25,['0d01f276-6e2b-426f-9dc3-d7ac2034b6f3'],52,,,,,,,,,,,,,,,,,Norwich City,56,00:01:52.657,Pass,
,,,,,,,,,,,,,,,,1.699363,,,,,,,,,,,,62bbae9e-ddf0-4802-9f5d-bfefadf691ac,110,,"[23.9, 13.3]",3754101,2,,True,,,1.1379082,,Right Foot,,,"[30.0, 26.5]",,Ground Pass,,14.541321,,Victor Wanyama,3098.0,,,,,Free Kick,1,From Free Kick,Virgil van Dijk,3669.0,Left Center Back,4,Southampton,25,['a8e4b644-4a53-4c68-8d77-1a006f8b5572'],7,,,,,,,,,,,,,,,,,Southampton,25,00:02:07.160,Pass,
,,,,,,,,,,,,,,,,1.610569,,,,,,,,,,,,c8e9600d-aabe-46ec-8cfc-3ba5d1fa1fb9,112,,"[33.9, 37.5]",3754101,2,,,,,1.471946,,Right Foot,,,"[36.3, 61.7]",,Ground Pass,,24.318718,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Free Kick,Victor Wanyama,3098.0,Right Defensive Midfield,4,Southampton,25,['516f530a-af04-42f3-b0df-9a1ca49a9162'],9,,,,,,,,,,,,,,,,,Southampton,25,00:02:09.322,Pass,
,,,,,,,,,,,,,,,,1.246578,,,,,,,,,,,,157fd5b7-1b22-48d8-8130-e8c15c343310,115,,"[36.2, 61.5]",3754101,2,,,,,-1.3718504,,Right Foot,,,"[38.7, 49.1]",,Ground Pass,,12.649506,,Victor Wanyama,3098.0,,,,,,1,From Free Kick,José Miguel da Rocha Fonte,3960.0,Right Center Back,4,Southampton,25,['d94a949c-0de4-4d3a-aafc-14121ab12193'],11,,,,,,,,,,,,,,,,,Southampton,25,00:02:11.985,Pass,
,,,,,,,,,,,,,,,,1.817585,,,,,,,,,,,,e6e7b95b-b8e9-4944-bbd3-1bbe6bc0d041,118,,"[42.0, 43.0]",3754101,2,,,,,1.6366351,,Right Foot,,,"[40.8, 61.2]",,Ground Pass,,18.239517,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Free Kick,Victor Wanyama,3098.0,Right Defensive Midfield,4,Southampton,25,['99da7b69-7eed-4193-bbd4-bcf67fc1caee'],15,,,,,,,,,,,,,,,,,Southampton,25,00:02:15.816,Pass,
,,,,,,,,,,,,,,,,1.194501,,,,,,,,,,,,2e2d7dd3-53b1-40b3-ae20-c7592e68da59,121,,"[43.4, 63.4]",3754101,2,,,,,0.48070353,,Right Foot,,,"[62.0, 73.1]",,Ground Pass,,20.97737,,Rhu-endly Martina,3590.0,,,,,,1,From Free Kick,José Miguel da Rocha Fonte,3960.0,Right Center Back,4,Southampton,25,['21d3ca7f-90d2-4db0-8e31-e8b51f6b6754'],20,,,,,,,,,,,,,,,,,Southampton,25,00:02:20.731,Pass,
,,,,,,,,,,,,,,,,2.789044,,,,,,,,,,,,47adf9a1-31aa-4b9f-a8f1-b04c96b82c8b,124,,"[63.5, 74.1]",3754101,2,,,,,-0.47043702,,Right Foot,,,"[104.6, 53.2]",,High Pass,,46.108784,,Shane Long,3842.0,,,,,,1,From Free Kick,Rhu-endly Martina,3590.0,Right Back,4,Southampton,25,['74aa16b5-a65d-4c50-b410-c0fe0029f69b'],22,,,,,,,,,,,,,,,,,Southampton,25,00:02:22.886,Pass,
