50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_penalty_saved_to_post,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.516953,,,,,,,,,,,,,,,,a686586f-a7f9-476b-ae11-f828bfd7d5a4,16,,"[12.8, 15.0]",3754225,0,,,,,-1.0624857,,Right Foot,,,,"[16.7, 8.0]",,Ground Pass,,8.013114,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,3,AFC Bournemouth,28,['478a90f1-7f27-47b0-8829-cbfd20eeb8f3'],18,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:18.458,Pass,
,,,,,,,,,,,,,,,,,2.212637,,,,,,,,,,,,,,,,0d17067b-b12b-41c5-841a-85143aed6c64,19,,"[16.7, 8.0]",3754225,0,,,,,2.5782764,,Left Foot,,,,"[5.3, 15.2]",,Ground Pass,,13.483323,,,Steve Cook,3341.0,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,3,AFC Bournemouth,28,['167f1510-35e8-4110-90a2-513983e65349'],19,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:19.111,Pass,
,,,,,,,,,,,,,,,,,2.572475,,,,,,,,,,,,,,,,c1d48149-1465-49ab-881d-a04d2cf8d927,22,,"[5.8, 16.0]",3754225,0,,,,,-0.16243571,,Right Foot,,,,"[35.7, 11.1]",,High Pass,,30.298845,Incomplete,,,,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,3,AFC Bournemouth,28,['d890fb1b-dc75-41a0-9de9-8f0d7adab3a8'],21,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:21.363,Pass,
,,,,,,,,,,,,,,,,,1.055761,,,,,,,,,,,,,,,,9d5d5f1f-d712-4625-84e8-ead1971b7f79,31,,"[92.3, 80.0]",3754225,0,,,,,-1.2371618,,,,,,"[98.4, 62.4]",,Low Pass,,18.62713,,,José Salomón Rondón Giménez,4041.0,,,,,Throw-in,1,From Throw In,Craig Dawson,3523.0,Right Back,5,West Bromwich Albion,27,['7a8ef96f-da7c-4cd6-b5bc-4728b0fa4d0d'],46,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:46.912,Pass,
,,,,,,,,,,,,,,,,,1.303128,,,,,,,,,,,,,,,,b04f8e2b-d2d0-4f95-926d-7dd004414d88,35,,"[97.6, 66.3]",3754225,0,,,,,0.6378301,,Right Foot,,,,"[106.1, 72.6]",,Ground Pass,,10.58017,,,Jonathan Leko,22702.0,,,,,,1,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,5,West Bromwich Albion,27,['a0d0d80a-53c5-48bf-be97-b6561ab9b90b'],49,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:49.324,Pass,
,,,,,,,,,,,,,,,,,1.668374,,,,,,,,,,,,,,,,4a697713-fe2b-4812-8bd6-da23c879d254,41,,"[120.0, 80.0]",3754225,1,,,,,-1.9032992,,Right Foot,,,,"[105.6, 38.3]",,High Pass,,44.116325,Incomplete,True,,,,True,Outswinging,,Corner,1,From Corner,Craig Gardner,9485.0,Center Attacking Midfield,6,West Bromwich Albion,27,['9483fd71-36e9-40c3-9677-6b8bb684f769'],25,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:25.556,Pass,
,,,,,,,,,,,,,,,,,2.161069,,,,,,,,,,,,,,,,fe1b8304-0856-4819-ae82-afc48ba05b1b,43,,"[92.1, 48.0]",3754225,1,,,,,-0.27596048,,Head,,,,"[103.4, 44.8]",,High Pass,,11.74436,Incomplete,,,,,,,,Recovery,1,From Corner,Claudio Ariel Yacob,3967.0,Right Defensive Midfield,6,West Bromwich Albion,27,['228ef2ef-5998-49b0-88c9-d237f0bbbaf2'],29,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:29.163,Pass,
,,,,,,,,,,,,,,,,,1.63672,,,,,,,,,,,,,,,,67879f09-80bd-484a-bdfb-b875c635c35a,46,,"[91.6, 44.1]",3754225,1,,,,True,-1.4793093,,,,,,"[92.6, 33.2]",,High Pass,,10.945775,,,Gareth McAuley,3596.0,,,,,Recovery,1,From Corner,Jonas Olsson,20527.0,Left Center Back,6,West Bromwich Albion,27,"['3b14482e-97e8-4290-9052-77e126d5c5f6', 'e69213c5-afaf-48ea-b106-77474a915091']",33,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:33.865,Pass,True
,,,,,,,,,,,,,,,,,1.364931,,,,,,,,,,,,,,,,50df896e-214d-4606-a96b-e23e383fd15f,49,,"[92.6, 33.2]",3754225,1,,,,,-2.154432,,Right Foot,,,,"[85.6, 22.6]",,Ground Pass,,12.702756,,,Darren Fletcher,4022.0,,,,,,1,From Corner,Gareth McAuley,3596.0,Right Center Back,6,West Bromwich Albion,27,['68b742e7-429b-4aad-a04c-82186e3aa7ac'],36,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:36.713,Pass,
,,,,,,,,,,,,,,,,,1.272695,,,,,,,,,,,,,,,,4d6d1311-7a3f-4192-a6cb-f0794f902c9d,53,,"[85.6, 22.1]",3754225,1,,,,,-1.1246908,,Right Foot,,,,"[91.1, 10.6]",,Ground Pass,,12.747549,,,Jonathan Grant Evans,11012.0,,,,,,1,From Corner,Darren Fletcher,4022.0,Left Defensive Midfield,6,West Bromwich Albion,27,"['bcb92369-9989-45de-b709-d489e7efd130', 'd55af539-d8ba-449a-ba42-0105971d5479']",39,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:39.000,Pass,True
,,,,,,,,,,,,,,,,,0.980585,,,,,,,,,,,,,,,,f2a99807-eaf5-4cce-b207-22e2e44890d0,57,,"[95.2, 6.9]",3754225,1,,,,,1.1429086,,Left Foot,True,,,"[106.1, 30.8]",,Low Pass,,26.268232,Incomplete,,,,,,,,,1,From Corner,Jonathan Grant Evans,11012.0,Left Back,6,West Bromwich Albion,27,['b20303eb-fd33-4954-84ea-7585e71719c5'],40,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:40.949,Pass,
,,,,,,,,,,,,,,,,,0.588299,,,,,,,,,,,,,,,,32889aca-45e1-4b79-b2a0-788eceb1193b,61,,"[96.4, 23.6]",3754225,1,,,,,1.484802,,Right Foot,,,,"[97.4, 35.2]",,Ground Pass,,11.6430235,,,José Salomón Rondón Giménez,4041.0,,,,,,1,From Corner,Darren Fletcher,4022.0,Left Defensive Midfield,6,West Bromwich Albion,27,['6ff1ea60-e327-486e-9461-05f31fe3ad55'],44,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:44.009,Pass,
,,,,,,,,,,,,,,,,,1.513582,,,,,,,,,,,,,,,,a0a55616-c7a1-455d-afc1-7f6557492007,65,,"[95.7, 33.2]",3754225,1,,,,,1.9995743,d5468344-532c-4add-98e2-1549fe1e67a9,Right Foot,,,,"[86.1, 54.2]",,Ground Pass,,23.090258,,,Craig Dawson,3523.0,True,,,,,1,From Corner,José Salomón Rondón Giménez,4041.0,Center Forward,6,West Bromwich Albion,27,"['0ca19737-e355-4300-9838-17aaf70f40c1', '510f8f4e-d420-42d1-9218-5a12bb2dd1e4']",45,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:45.710,Pass,True
,,,,,,,,,,,,,,,,,2.226904,,,,,,,,,,,,,,,,65d24497-04bb-4198-93c7-5f126fb867de,74,,"[7.0, 44.1]",3754225,2,,True,,,1.1497097,,Right Foot,,,,"[18.6, 70.0]",,Ground Pass,,28.379042,,,Tommy Elphick,9626.0,,,,,Goal Kick,1,From Goal Kick,Artur Boruc,20074.0,Goalkeeper,7,AFC Bournemouth,28,['de75a81d-d814-4895-a0fa-00e4b64f09c4'],10,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:10.040,Pass,
,,,,,,,,,,,,,,,,,1.38264,,,,,,,,,,,,,,,,582161af-3627-46af-924a-c2f252f796f7,78,,"[18.8, 71.5]",3754225,2,,,,,-0.5098871,,Right Foot,,,,"[34.0, 63.0]",,Ground Pass,,17.415224,,,Junior Stanislas,3463.0,,,,,,1,From Goal Kick,Tommy Elphick,9626.0,Right Center Back,7,AFC Bournemouth,28,"['418e1a25-14d1-432e-b5b3-b071af13ebcc', 'e377ce50-cfa1-475f-be7f-1c0feddc44b0']",13,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:13.048,Pass,True
,,,,,,,,,,,,,,,,,1.052157,,,,,,,,,,,,,,,,cedb1b89-fee3-48c0-82b0-280eff985520,81,,"[34.0, 63.0]",3754225,2,,,,,1.7429872,,Right Foot,,,,"[31.6, 76.8]",,Ground Pass,,14.007141,,,Simon Francis,3608.0,,,,,,1,From Goal Kick,Junior Stanislas,3463.0,Right Midfield,7,AFC Bournemouth,28,['97fba6de-3608-4cd1-a211-97ba9225fbb7'],14,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:14.511,Pass,
,,,,,,,,,,,,,,,,,1.44918,,,,,,,,,,,,,,,,7999d2b2-1b7a-408f-b0b7-d652c50759a5,85,,"[31.6, 76.8]",3754225,2,,,,,-0.17271665,,Right Foot,,,,"[63.7, 71.2]",,High Pass,,32.584812,Incomplete,,,,,,,,,1,From Goal Kick,Simon Francis,3608.0,Right Back,7,AFC Bournemouth,28,"['1bd97894-6afd-41eb-9412-a0be37f5e92a', '7853c3f5-24d0-4ee7-9c7a-24efe50d3d06']",16,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:16.437,Pass,True
,,,,,,,,,,,,,,,,,2.683124,,,,,,,,,,,,,,,,7853c3f5-24d0-4ee7-9c7a-24efe50d3d06,86,,"[56.4, 8.9]",3754225,2,,,,,-0.13255154,,Head,,,,"[63.9, 7.9]",,High Pass,,7.566373,,,James McClean,3514.0,,,,,Recovery,1,Regular Play,Jonathan Grant Evans,11012.0,Left Back,8,West Bromwich Albion,27,"['28d42246-a0c1-4da5-a7f4-569eeb99b80f', '7999d2b2-1b7a-408f-b0b7-d652c50759a5']",17,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:17.886,Pass,
,,,,,,,,,,,,,,,,,0.784637,,,,,,,,,,,,,,,,644d6459-5f22-4495-b853-d04a84ac3d6f,88,,"[63.9, 7.7]",3754225,2,,,,,-0.5645694,,Head,,,,"[75.9, 0.1]",,Low Pass,,14.204225,Out,,Craig Gardner,9485.0,,,,,,1,Regular Play,James McClean,3514.0,Left Wing,8,West Bromwich Albion,27,['17391fd1-e470-4d07-9b9e-64ebe5a5acd5'],20,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:20.569,Pass,
,,,,,,,,,,,,,,,,,2.573465,,,,,,,,,,,,,,,,659c1b7b-154c-4016-98c6-cdd131401a85,90,,"[44.2, 80.0]",3754225,2,,True,,,-1.7714492,,,,,,"[43.0, 74.1]",,High Pass,,6.0207973,Incomplete,,,,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,9,AFC Bournemouth,28,['cd4ab550-9d91-43f7-847f-66f6ecabf7e7'],37,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:37.903,Pass,
,,,,,,,,,,,,,,,,,1.578474,,,,,,,,,,,,,,,,a2d9c33f-f496-4cb4-82ce-bcce273b5ca1,96,,"[88.0, 5.7]",3754225,2,,,,,-0.07743109,,Left Foot,,,,"[99.6, 4.8]",,Ground Pass,,11.634861,,,James McClean,3514.0,,,,,,1,Regular Play,José Salomón Rondón Giménez,4041.0,Center Forward,10,West Bromwich Albion,27,['be0ccc7a-c922-4811-afc6-ab93d622113a'],41,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:41.623,Pass,
,,,,,,,,,,,,,,,,,2.337839,,,,,,,,,,,,,,,,3d6c45ab-2d63-48ac-a632-5d86922fad75,102,,"[110.4, 3.3]",3754225,2,,,,,1.5403489,,Left Foot,True,,,"[111.6, 42.7]",,High Pass,,39.41827,Incomplete,,Craig Gardner,9485.0,,,,,,1,Regular Play,James McClean,3514.0,Left Wing,10,West Bromwich Albion,27,"['4f3c213e-820b-4634-8e4b-3f2fe6809bc7', 'd0fd9a2b-ecbe-4b77-8297-0cdb843633b7']",45,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:45.002,Pass,
,,,,,,,,,,,,,,,,,1.785101,,,,,,,,,,,,,,,,d6314435-9fff-4a8b-a4fb-52231210784e,105,,"[9.4, 41.3]",3754225,2,,True,,,0.28177187,,Keeper Arm,,,,"[36.0, 49.0]",,Low Pass,,27.692057,,,Andrew Surman,3344.0,,,,,,1,From Keeper,Artur Boruc,20074.0,Goalkeeper,11,AFC Bournemouth,28,['a8a0ff2c-dbcf-4c4c-9226-1f4ea832422d'],52,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:52.337,Pass,
,,,,,,,,,,,,,,,,,1.695403,,,,,,,,,,,,,,,,95a9f78a-7cca-495f-bc86-2b7f33ed67bb,107,,"[72.4, 58.0]",3754225,2,,,,,1.1277947,,Left Foot,,,,"[78.9, 71.7]",,Ground Pass,,15.163773,,,Junior Stanislas,3463.0,,,,,,1,From Keeper,Andrew Surman,3344.0,Right Defensive Midfield,11,AFC Bournemouth,28,['6843660b-ef8f-4370-b6e9-939a2c70c89f'],58,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:58.537,Pass,
,,,,,,,,,,,,,,,,,0.948516,,,,,,,,,,,,,,,,8b762bff-244c-44b6-a69d-d2021708cc98,110,,"[78.9, 71.7]",3754225,3,,,,,3.0475314,,Right Foot,,,,"[68.3, 72.7]",,Ground Pass,,10.647065,,,Simon Francis,3608.0,,,,,,1,From Keeper,Junior Stanislas,3463.0,Right Midfield,11,AFC Bournemouth,28,['ab31781d-6afd-473f-a932-51a754fa07df'],1,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:01.425,Pass,
,,,,,,,,,,,,,,,,,1.048069,,,,,,,,,,,,,,,,d633609e-0b70-4fa9-b258-e28b6f4780b3,113,,"[68.3, 70.3]",3754225,3,,,,,-1.9267541,,Right Foot,,,,"[65.4, 62.5]",,Ground Pass,,8.321658,,,Harry Arter,3304.0,,,,,,1,From Keeper,Simon Francis,3608.0,Right Back,11,AFC Bournemouth,28,['a8812a0a-bf30-48ee-9ce9-5bdfc9349244'],3,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:03.657,Pass,
,,,,,,,,,,,,,,,,,1.43905,,,,,,,,,,,,,,,,6ccf98bc-8588-4154-96da-abce70730635,116,,"[65.4, 62.5]",3754225,3,,,,,-2.290825,,Right Foot,,,,"[44.7, 38.9]",,Ground Pass,,31.391878,,,Steve Cook,3341.0,,,,,,1,From Keeper,Harry Arter,3304.0,Left Defensive Midfield,11,AFC Bournemouth,28,['47b84c91-0caa-46dd-bd78-6caad6c90318'],5,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:05.897,Pass,
,,,,,,,,,,,,,,,,,1.814661,,,,,,,,,,,,,,,,5552e4af-3ab6-4f54-be07-6473d1dc34ab,119,,"[44.9, 39.1]",3754225,3,,,,,-1.19029,,Right Foot,,,,"[55.3, 13.1]",,Ground Pass,,28.002857,,,Charlie Daniels,3345.0,,,,,,1,From Keeper,Steve Cook,3341.0,Left Center Back,11,AFC Bournemouth,28,['d082eefa-53b0-4426-a8d6-c51094df8f93'],8,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:08.504,Pass,
,,,,,,,,,,,,,,,,,1.418,,,,,,,,,,,,,,,,9332352b-7155-4893-a130-148eca8ca1a9,122,,"[55.3, 13.1]",3754225,3,,,,,1.1781968,,Left Foot,,,,"[64.7, 35.8]",,Ground Pass,,24.56929,,,Harry Arter,3304.0,,,,,,1,From Keeper,Charlie Daniels,3345.0,Left Back,11,AFC Bournemouth,28,['751e0663-0fa8-40bc-837e-9e29c9a9a8c1'],11,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:11.077,Pass,
,,,,,,,,,,,,,,,,,4.469383,,,,,,,,,,,,,,,,c36dc611-1a68-4ee7-9a4c-f8ae0264dbad,125,,"[64.7, 35.8]",3754225,3,,,,,-0.26276773,,Left Foot,,,,"[96.3, 27.3]",,High Pass,,32.723232,,,Benik Afobe,3278.0,,,,,,1,From Keeper,Harry Arter,3304.0,Left Defensive Midfield,11,AFC Bournemouth,28,['37dbf991-8fc7-4b28-8485-a08b650edb5a'],12,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:12.593,Pass,
,,,,,,,,,,,,,,,,,1.215858,,,,,,,,,,,,,,,,ece178f0-836a-470d-801c-6c617e5c8ec2,135,,"[17.5, 53.0]",3754225,3,,,,,1.77469,,Right Foot,,,,"[12.0, 79.6]",,Ground Pass,,27.162659,Out,,,,,,,,,1,From Keeper,Craig Dawson,3523.0,Right Back,11,AFC Bournemouth,28,,20,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:20.711,Pass,
,,,,,,,,,,,,,,,,,0.783597,,,,,,,,,,,,,,,,cb1b16ca-8ee8-4148-b0a4-1702a610d39f,136,,"[108.1, 0.1]",3754225,3,,True,,,1.1296169,,,,,,"[113.2, 10.9]",,High Pass,,11.943618,,,Lewis Grabban,9593.0,,,,,Throw-in,1,From Throw In,Max-Alain Gradel,4416.0,Left Midfield,12,AFC Bournemouth,28,['27d17024-b3bb-4b84-a5c5-3e43dc079b39'],27,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:27.239,Pass,
