50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,47660f60-cd91-4c83-80be-a8bc0aeb5c09,20,,"[28.1, 54.0]",3754007,0,,,,-1.8088717,,Right Foot,,,,"[22.3, 30.1]",,Ground Pass,,24.593699,,,,,Marc Muniesa Martínez,6560.0,,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,3,Stoke City,30,['a0100851-2ddf-414f-a723-0943ea9bca4b'],8,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:08.033,Pass,
,,,,,,,,,,,,,,,,,,2.042607,,,,,,,,,,,,,,9d27f984-c51a-4a60-a7af-60e29b34b08b,23,,"[24.2, 23.6]",3754007,0,,,,1.4542698,,Left Foot,,,,"[27.7, 53.5]",,Ground Pass,,30.104153,,,,,Geoff Cameron,3480.0,,,,,,,1,Regular Play,Marc Muniesa Martínez,6560.0,Left Center Back,3,Stoke City,30,['1bc91b25-b1ee-4d77-8a45-9b2df61fbcbb'],12,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:12.776,Pass,
,,,,,,,,,,,,,,,,,,0.88025,,,,,,,,,,,,,,34f24bac-9638-4aeb-9335-5a9178a7370c,26,,"[56.8, 66.6]",3754007,0,,,,0.28708237,,Right Foot,,,,"[77.8, 72.8]",,Ground Pass,,21.896118,,,,,Xherdan Shaqiri,3533.0,,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,3,Stoke City,30,['a5a8aabb-1312-4107-834a-c1fa270fc728'],19,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:19.903,Pass,
,,,,,,,,,,,,,,,,,,0.766225,,,,,,,,,,,,,,39457eab-64b5-431e-9ef7-6a05b0071d6f,28,,"[77.6, 72.4]",3754007,0,,,,-1.9767463,,Left Foot,,,,"[72.7, 61.0]",,Low Pass,,12.408464,,,,,Mame Biram Diouf,3603.0,,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,3,Stoke City,30,['3efba990-8d84-499a-a421-588437b17a0d'],20,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:20.783,Pass,
,,,,,,,,,,,,,,,,,,1.695264,,,,,,,,,,,,,,94e177a6-b9c1-4d8a-89ad-85d71d696797,32,,"[72.8, 63.0]",3754007,0,,,,2.7344885,,Right Foot,,,,"[51.0, 72.4]",,Low Pass,,23.740261,,,,,Glen Johnson,4724.0,,,,,,,1,Regular Play,Mame Biram Diouf,3603.0,Center Forward,3,Stoke City,30,"['5c290c6b-c854-4759-9a8a-8c2fefbb05fd', 'bc65d530-8c10-467a-8595-1843d77f6c5e']",22,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:22.182,Pass,True
,,,,,,,,,,,,,,,,,,1.509267,,,,,,,,,,,,,,bd0a3b9f-7c5e-4eb4-a3d1-cac5a7d1273d,35,,"[50.3, 72.0]",3754007,0,,,,-1.9192666,,Right Foot,,,,"[40.6, 45.3]",,Ground Pass,,28.407393,,,,,Marc Muniesa Martínez,6560.0,,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,3,Stoke City,30,['0e5eab00-46d5-4572-a6d0-2b8ec18cc70a'],25,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:25.024,Pass,
,,,,,,,,,,,,,,,,,,1.159999,,,,,,,,,,,,,,0d159b5b-a9ad-4343-87db-74dfa911071b,38,,"[41.1, 40.5]",3754007,0,,,,-0.6398823,,Left Foot,,,,"[54.4, 30.6]",,Ground Pass,,16.580109,,,,,Marco van Ginkel,8251.0,,,,,,,1,Regular Play,Marc Muniesa Martínez,6560.0,Left Center Back,3,Stoke City,30,['c00dd3e3-9f64-444e-9438-dad4c6459f7b'],27,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:27.813,Pass,
,,,,,,,,,,,,,,,,,,1.80022,,,,,,,,,,,,,,82e8b847-e543-4d4f-a2cf-eecb8b4e432e,41,,"[49.5, 29.0]",3754007,0,,,,1.7992929,,Right Foot,,,,"[43.5, 54.8]",,Ground Pass,,26.488487,,,,,Geoff Cameron,3480.0,,,,,,,1,Regular Play,Marco van Ginkel,8251.0,Left Defensive Midfield,3,Stoke City,30,['5e28f7e5-a8b4-4acf-893d-2af6850ff61d'],30,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:30.000,Pass,
,,,,,,,,,,,,,,,,,,1.263361,,,,,,,,,,,,,,366be563-4583-41f5-bf2d-4df9d4cb8e1a,44,,"[49.3, 55.8]",3754007,0,,,,0.1850505,,Right Foot,,,,"[69.6, 59.6]",,Ground Pass,,20.652603,,,,,Xherdan Shaqiri,3533.0,,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,3,Stoke City,30,['031db4e6-c4d2-4fd6-ac8c-14d3e7c29b4e'],33,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:33.436,Pass,
,,,,,,,,,,,,,,,,,,1.508949,,,,,,,,,,,,,,31f55ac0-2a73-4fe8-ba02-380fe3c2c762,50,,"[43.0, 28.4]",3754007,0,,,,-0.4713844,,Right Foot,,,,"[63.6, 17.9]",,Ground Pass,,23.121635,,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Claudio Ariel Yacob,3967.0,Center Defensive Midfield,3,Stoke City,30,['9679d924-c4d7-4dbb-8f39-83ddc58718c2'],35,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:35.974,Pass,
,,,,,,,,,,,,,,,,,,3.549171,,,,,,,,,,,,,,27547ac3-df45-4b20-9579-6134a1a3e764,53,,"[68.2, 62.5]",3754007,0,,,,-0.22329651,,Right Foot,,,,"[116.2, 51.6]",,High Pass,,49.22205,,,Incomplete,,Mame Biram Diouf,3603.0,,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,3,Stoke City,30,"['295a13b4-5dd0-493f-9eda-f745ee0183b3', '4f9d9a85-4e81-4764-bff9-2a6ec49e70ed']",39,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:39.584,Pass,
,,,,,,,,,,,,,,,,,,1.462312,,,,,,,,,,,,,,26ae48e0-eb52-44ff-b4da-f9ed75a72481,56,,"[9.4, 31.2]",3754007,0,True,,,1.2976758,,Keeper Arm,,,,"[18.7, 64.4]",,Ground Pass,,34.477962,,,,,Craig Dawson,3523.0,,,,,,,1,Regular Play,Glyn Oliver Myhill,5108.0,Goalkeeper,3,Stoke City,30,['f2b4b819-25e6-4acb-9800-0af1e3dd7590'],47,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:47.281,Pass,
,,,,,,,,,,,,,,,,,,8.081143,,,,,,,,,,,,,,f84db710-49c5-4edf-b64c-0005f232e60e,58,,"[26.3, 76.6]",3754007,0,,,,-0.14159693,,Right Foot,,,,"[119.6, 63.3]",,High Pass,,94.243195,,,Out,,José Salomón Rondón Giménez,4041.0,,,,,,,1,Regular Play,Craig Dawson,3523.0,Right Back,3,Stoke City,30,['f905513c-601a-4074-a5d5-8a3b61e2d2d3'],50,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:50.348,Pass,
,,,,,,,,,,,,,,,,,,2.349384,,,,,,,,,,,,,,2236a213-bc31-45fa-9c2e-4c07072b018a,62,,"[6.0, 36.0]",3754007,1,,,,1.5396645,,Right Foot,,,,"[6.9, 64.9]",,Ground Pass,,28.914011,,,,,Geoff Cameron,3480.0,,,,,,Goal Kick,1,From Goal Kick,Jack Butland,3537.0,Goalkeeper,4,Stoke City,30,['16ae667e-dadb-49f2-a3c9-999893721afc'],9,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:09.067,Pass,
,,,,,,,,,,,,,,,,,,1.63404,,,,,,,,,,,,,,a6d0a50f-1513-4b89-9e8d-c3be9bf540f8,66,,"[19.6, 70.8]",3754007,1,,,,-0.22101322,,Right Foot,,,,"[51.2, 63.7]",,Ground Pass,,32.387806,,,,,Xherdan Shaqiri,3533.0,,,,,,,1,From Goal Kick,Geoff Cameron,3480.0,Right Center Back,4,Stoke City,30,"['c9bc0293-85c5-42c5-ad89-17f6f3a15c7d', 'fd5acec6-0936-45d9-85aa-06eb0d20153a']",15,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:15.341,Pass,True
,,,,,,,,,,,,,,,,,,2.466836,,,,,,,,,,,,,,97c7f24b-90a2-499c-b7d3-1d1bd43d291a,70,,"[41.6, 69.9]",3754007,1,,,,-2.4892874,,Left Foot,,,,"[7.3, 43.7]",,High Pass,,43.161674,,,,,Jack Butland,3537.0,,,,,,,1,From Goal Kick,Xherdan Shaqiri,3533.0,Right Wing,4,Stoke City,30,['761ced42-3580-41a1-8a50-3f722e3b93f0'],19,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:19.174,Pass,
,,,,,,,,,,,,,,,,,,1.557305,,,,,,,,,,,,,,79e5d0d2-7fb8-4046-af38-1005282b961e,73,,"[13.6, 39.6]",3754007,1,,,,-0.7488291,,Left Foot,,,,"[22.1, 31.7]",,Ground Pass,,11.604309,,,,,Glenn Whelan,9625.0,,,,,,,1,From Goal Kick,Jack Butland,3537.0,Goalkeeper,4,Stoke City,30,['55886cbc-1298-4259-b99b-279b7c69b34a'],22,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:22.961,Pass,
,,,,,,,,,,,,,,,,,,1.277102,,,,,,,,,,,,,,3aae0d30-aa8d-452e-b99a-85f56f637a03,76,,"[33.4, 25.7]",3754007,1,,,,-0.34923503,,Right Foot,,,,"[50.7, 19.4]",,Ground Pass,,18.41141,,,,,Ibrahim Afellay,4891.0,,,,,,,1,From Goal Kick,Glenn Whelan,9625.0,Right Defensive Midfield,4,Stoke City,30,['8cbef6fe-c6ef-4af5-8cd8-b7229db1d8c9'],26,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:26.214,Pass,
,,,,,,,,,,,,,,,,,,1.09361,,,,,,,,,,,,,,eda49b7f-b12b-4e66-8cba-b02a26edce55,80,,"[50.5, 32.3]",3754007,1,,,,-1.7001513,,Left Foot,,,,"[48.9, 20.0]",,Ground Pass,,12.403628,,,,,Glenn Whelan,9625.0,,,,,,,1,From Goal Kick,Ibrahim Afellay,4891.0,Left Wing,4,Stoke City,30,"['3ac5ac54-46ab-4184-a1e6-035a39d791fb', 'c2d24223-20d4-4dcc-b8f2-dfdb63a94c63']",30,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:30.043,Pass,True
,,,,,,,,,,,,,,,,,,0.792658,,,,,,,,,,,,,,deae8e75-5934-4a2e-a888-efca41b60215,83,,"[49.3, 19.5]",3754007,1,,,,-0.059141476,,Right Foot,,,,"[64.5, 18.6]",,Ground Pass,,15.226622,,,,,Mame Biram Diouf,3603.0,,,,,,,1,From Goal Kick,Glenn Whelan,9625.0,Right Defensive Midfield,4,Stoke City,30,['d65d0c35-9c87-4565-80dc-efd5dd013463'],31,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:31.919,Pass,
,,,,,,,,,,,,,,,,,,1.114019,,,,,,,,,,,,,,9496ceed-21e8-4a14-ab00-4afb542addd6,86,,"[57.8, 18.6]",3754007,1,,,,-1.2303087,,Left Foot,,,,"[64.0, 1.1]",,Ground Pass,,18.565828,,,,,Erik Pieters,3467.0,,,,,,,1,From Goal Kick,Mame Biram Diouf,3603.0,Center Forward,4,Stoke City,30,['bab4a9dd-286f-4dd6-9337-0ca9a7e5d9c9'],34,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:34.069,Pass,
,,,,,,,,,,,,,,,,,,2.721434,,,,,,,,,,,,,,a4a8b862-c0d1-43e7-a9f7-ec8c6fd7d793,88,,"[63.0, 1.4]",3754007,1,,,,2.8299174,,Left Foot,,,,"[39.1, 9.1]",,Ground Pass,,25.109758,,,,,Marc Muniesa Martínez,6560.0,,,,,,,1,From Goal Kick,Erik Pieters,3467.0,Left Back,4,Stoke City,30,['ba14ee3a-a98b-4ad3-896b-e643df5a4a09'],35,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:35.183,Pass,
,,,,,,,,,,,,,,,,,,1.584684,,,,,,,,,,,,,,1b9de415-f468-4ba8-be01-327983a93c88,91,,"[42.5, 13.6]",3754007,1,,,,1.602145,,Left Foot,,,,"[41.6, 42.3]",,Ground Pass,,28.714108,,,,,Marco van Ginkel,8251.0,,,,,,,1,From Goal Kick,Marc Muniesa Martínez,6560.0,Left Center Back,4,Stoke City,30,['4b7db925-a112-4d2b-8e2b-6d8032907d39'],38,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:38.960,Pass,
,,,,,,,,,,,,,,,,,,1.036832,,,,,,,,,,,,,,b0ff566c-c34c-4d2b-887e-31b2840f1377,94,,"[44.1, 51.9]",3754007,1,,,,0.54636,,Right Foot,,,,"[51.5, 56.4]",,Ground Pass,,8.660831,,,,,Charlie Adam,3636.0,,,,,,,1,From Goal Kick,Marco van Ginkel,8251.0,Left Defensive Midfield,4,Stoke City,30,['3bdadb31-dffb-4856-8e14-9a26847bd57b'],41,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:41.909,Pass,
,,,,,,,,,,,,,,,,,,2.275233,,,,,,,,,,,,,,3ed6b093-35e4-432d-822f-85a45aefe8b7,97,,"[55.5, 55.4]",3754007,1,,,,-0.34841958,,Left Foot,,,,"[101.2, 38.8]",,High Pass,,48.6215,,,,,Mame Biram Diouf,3603.0,,,,,,,1,From Goal Kick,Charlie Adam,3636.0,Center Attacking Midfield,4,Stoke City,30,['f02e5fe1-4ede-4f4b-b91b-d09152f31fa1'],44,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:44.605,Pass,
,,,,,,,,,,,,,,,,,,1.236887,,,,,,,,,,,,,,8c34a53b-43d1-43b7-b8a9-dacc7dacde70,103,,"[120.0, 80.0]",3754007,2,True,,,-1.9082524,,Left Foot,,,,"[112.0, 57.2]",,Ground Pass,,24.16278,,,,,Ibrahim Afellay,4891.0,,,,,,Corner,1,From Corner,Xherdan Shaqiri,3533.0,Right Wing,5,Stoke City,30,['9a9e779b-dd6e-4904-a432-e0769ff158e5'],6,,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:06.000,Pass,
,,,,,,,,,,,,,,,,,,0.952531,,,,,,,,,,,,,,1b491037-4bad-443b-8467-dfc76349fbdc,105,,"[108.7, 56.6]",3754007,2,,,,-0.032246884,9223685e-f2f8-47ff-bd02-50a1dd1c977c,Right Foot,,,,"[114.9, 56.4]",,Ground Pass,,6.203225,,,,,Xherdan Shaqiri,3533.0,True,,,,,,1,From Corner,Ibrahim Afellay,4891.0,Left Wing,5,Stoke City,30,['c7bf9b01-5011-4ee4-b445-9b84c5e7a423'],8,,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:08.016,Pass,
,,,,,,,,,,,,,,,,,,3.36673,,,,,,,,,,,,,,2d615bd4-5808-4e87-afe6-0e966959d2bc,109,,"[7.0, 36.1]",3754007,2,,,,-0.4431245,,Right Foot,,,,"[70.0, 6.2]",,High Pass,,69.73528,,,,,James McClean,3514.0,,,,,,Goal Kick,1,From Goal Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,6,West Bromwich Albion,27,['cffb304d-6370-4e24-b914-9ab15f9b9f9d'],39,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:39.650,Pass,
,,,,,,,,,,,,,,,,,,1.895849,,,,,,,,,,,,,,88d08e96-2237-4458-b2a8-05c4bd5c29ce,111,,"[70.0, 6.4]",3754007,2,,,,1.3374994,,Head,,,,"[74.8, 26.6]",,High Pass,,20.762466,,,Incomplete,,,,,,,,,,1,From Goal Kick,James McClean,3514.0,Left Midfield,6,West Bromwich Albion,27,['638f1ee6-1029-42ab-ba4f-de1ff9ca3273'],43,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:43.017,Pass,
,,,,,,,,,,,,,,,,,,3.080523,,,,,,,,,,,,,,638f1ee6-1029-42ab-ba4f-de1ff9ca3273,112,,"[45.3, 53.5]",3754007,2,,,,2.9947963,,Right Foot,,,,"[19.6, 57.3]",,Low Pass,,25.979414,,,,,Marc Muniesa Martínez,6560.0,,,,,,Recovery,1,Regular Play,Glenn Whelan,9625.0,Right Defensive Midfield,7,Stoke City,30,"['88d08e96-2237-4458-b2a8-05c4bd5c29ce', 'd3e20e44-dbd6-475b-8024-b7726d8e3822']",44,,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:44.912,Pass,
,,,,,,,,,,,,,,,,,,0.975683,,,,,,,,,,,,,,c00157de-7f34-4c49-a8fe-4178ef654d7e,115,,"[22.7, 30.1]",3754007,2,,,,0.33821,,Left Foot,,,,"[37.2, 35.2]",,Ground Pass,,15.370751,,,,,Glenn Whelan,9625.0,,,,,,,1,Regular Play,Marc Muniesa Martínez,6560.0,Left Center Back,7,Stoke City,30,['a9464eb7-2dfa-4e7f-a94c-7a4751e4776f'],51,,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:51.618,Pass,
,,,,,,,,,,,,,,,,,,1.060391,,,,,,,,,,,,,,3d42a5db-ba5a-4602-a5ad-be756d64eb14,118,,"[40.6, 34.0]",3754007,2,,,,-0.74955696,,Right Foot,,,,"[53.6, 21.9]",,Ground Pass,,17.759787,,,,,Ibrahim Afellay,4891.0,,,,,,,1,Regular Play,Glenn Whelan,9625.0,Right Defensive Midfield,7,Stoke City,30,['f60fd82e-b61d-4882-ab8a-76c71fcd527f'],54,,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:54.146,Pass,
