50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.911092,,,,,,,,,,,,,,abc47c0a-0ac5-4d67-8ee9-ad82d1572ff6,36,,"[85.9, 80.0]",3754304,0,,,,,-1.671297,,,,,,"[84.7, 68.1]",,Low Pass,,11.960351,,,,Wilfried Zaha,3507.0,,,,,Throw-in,1,From Throw In,Joel Ward,3443.0,Right Back,4,Crystal Palace,31,['f67271c8-4e38-4000-9ce7-d9078e1492fc'],52,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:52.080,Pass,
,,,,,,,,,,,,,,,,0.61241,,,,,,,,,,,,,,317f96e1-e9c1-46d7-8101-8dd1d9b03622,42,,"[27.9, 26.3]",3754304,0,,,,,-1.1246908,,Left Foot,,,,"[29.0, 24.0]",,Ground Pass,,2.5495098,,,,Georginio Wijnaldum,3567.0,,,,,Recovery,1,Regular Play,Jack Colback,9649.0,Right Center Midfield,5,Newcastle United,37,['88f05ce5-ccf5-4b03-bd2f-63a071a18560'],55,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:55.804,Pass,
,,,,,,,,,,,,,,,,0.35365,,,,,,,,,,,,,,c689cdc5-0643-40c7-9ecc-42847304cf9f,45,,"[32.3, 24.3]",3754304,0,,,,,0.9634911,,Right Foot,,,,"[36.4, 30.2]",,Ground Pass,,7.184706,,,,Moussa Sissoko,3091.0,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Wing,5,Newcastle United,37,['f4dbebe4-6071-453a-9c5d-1dad875e50a0'],57,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:57.743,Pass,
,,,,,,,,,,,,,,,,0.399991,,,,,,,,,,,,,,8b931cbb-b35a-4097-8aee-a315447493d2,48,,"[36.4, 30.1]",3754304,0,,,,,-2.1502032,,Right Foot,,,,"[31.1, 22.0]",,Ground Pass,,9.679876,,,,Georginio Wijnaldum,3567.0,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Wing,5,Newcastle United,37,['39510b8c-cb04-49fd-8291-ed9403f4e5d8'],58,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:58.217,Pass,
,,,,,,,,,,,,,,,,1.774615,,,,,,,,,,,,,,75faf43a-c3f7-485f-abaf-3b83164f238b,52,,"[92.8, 59.2]",3754304,1,,,,,-0.12512898,,Right Foot,,,,"[108.7, 57.2]",,Ground Pass,,16.025293,,,,Yannick Bolasie Yala,3589.0,,,,,Recovery,1,Regular Play,Wilfried Zaha,3507.0,Left Wing,6,Crystal Palace,31,['95b429e8-c298-4a38-bbbf-6d3e50046f5b'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:00.000,Pass,
,,,,,,,,,,,,,,,,0.839961,,,,,,,,,,,,,,fa7ad4c4-3f4b-4e4f-9c91-f7238ce95f20,54,,"[110.1, 57.2]",3754304,1,,,,,-1.5232133,,Right Foot,True,,,"[110.6, 46.7]",,Ground Pass,,10.511898,,Incomplete,,Connor Wickham,20641.0,,,,,,1,Regular Play,Yannick Bolasie Yala,3589.0,Right Wing,6,Crystal Palace,31,"['51db6eb4-670f-4548-b73c-a1c89698aebe', 'a7801734-164c-4b3c-b767-28602b116acd']",1,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:01.775,Pass,
,,,,,,,,,,,,,,,,1.041108,,,,,,,,,,,,,,8bf98004-e128-4d41-bcd6-bf6283587c92,57,,"[106.7, 71.7]",3754304,1,,,,,-1.2160907,,Head,,,,"[109.7, 63.6]",,High Pass,,8.637708,,,,Yannick Bolasie Yala,3589.0,,,,,Recovery,1,Regular Play,Joel Ward,3443.0,Right Back,6,Crystal Palace,31,['d6c21159-258c-4a4a-bdd5-76f81738f20c'],6,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:06.216,Pass,
,,,,,,,,,,,,,,,,5.001728,,,,,,,,,,,,,,bb7c297a-6bc0-4ecc-81b7-0b5258c54d83,61,,"[118.2, 63.9]",3754304,1,,,,,-1.8300598,,Right Foot,True,,,"[103.4, 8.1]",,High Pass,,57.72937,,,,Pape N''Diaye Souaré,4884.0,,,True,,,1,Regular Play,Yannick Bolasie Yala,3589.0,Right Wing,6,Crystal Palace,31,"['1dbc38eb-36dd-4889-bf46-9f2f99249dbe', 'f9da89a3-7573-4d77-819a-d6b1a4226ed8']",9,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:09.381,Pass,True
,,,,,,,,,,,,,,,,1.358767,,,,,,,,,,,,,,c99893d3-5362-4d34-b7c3-e3175a5f6e65,64,,"[102.2, 8.3]",3754304,1,,,,,2.3262036,,Left Foot,,,,"[92.5, 18.6]",,Ground Pass,,14.148499,,,,Jason Puncheon,19688.0,,,,,,1,Regular Play,Pape N''Diaye Souaré,4884.0,Left Back,6,Crystal Palace,31,['47dd0afc-fa8b-4fd7-9e29-d609c6b6b571'],14,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:14.428,Pass,
,,,,,,,,,,,,,,,,1.431496,,,,,,,,,,,,,,79f04f05-ce26-486f-a198-7a695ffbee51,67,,"[93.7, 18.6]",3754304,1,,,,,1.2060615,,Left Foot,,,,"[104.2, 46.1]",,High Pass,,29.436373,,,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,Jason Puncheon,19688.0,Center Attacking Midfield,6,Crystal Palace,31,['85a1f868-6f68-4828-af74-38e267295853'],15,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:15.866,Pass,
,,,,,,,,,,,,,,,,0.788963,,,,,,,,,,,,,,2948a1fd-2eb8-4c1e-ab15-92f6805db01a,77,,"[88.1, 37.0]",3754304,1,,,,,1.2145767,,Left Foot,,,,"[92.9, 49.9]",,Ground Pass,,13.764084,,,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,James McArthur,3464.0,Left Defensive Midfield,6,Crystal Palace,31,['ce98cb0c-d5de-476c-8b3d-31ae6cdcfb5e'],22,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:22.532,Pass,
,,,,,,,,,,,,,,,,1.12063,,,,,,,,,,,,,,f1db5524-efd3-4d46-b500-1026a0040d05,87,,"[28.4, 32.6]",3754304,1,,,,,-1.4638237,,Left Foot,,,,"[30.0, 17.7]",,Ground Pass,,14.98566,,,,Georginio Wijnaldum,3567.0,,,,,,1,Regular Play,Paul Dummett,3065.0,Left Back,7,Newcastle United,37,['5e2aeb41-b21a-47f6-b47d-b6cf815d9cd2'],28,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:28.283,Pass,
,,,,,,,,,,,,,,,,1.88981,,,,,,,,,,,,,,571e2bc6-07d2-440a-86a1-950aa0b1477b,90,,"[39.5, 13.8]",3754304,1,,,,,3.1141486,,Right Foot,,,,"[14.0, 14.5]",,Ground Pass,,25.509605,,,,Paul Dummett,3065.0,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Wing,7,Newcastle United,37,['27c82fec-312e-4315-8187-66a7f51b54b1'],33,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:33.558,Pass,
,,,,,,,,,,,,,,,,2.143766,,,,,,,,,,,,,,8af5cb1d-d9ee-4fa3-810b-5764f4baab87,93,,"[14.4, 13.7]",3754304,1,,,,,1.8925469,,Left Foot,,,,"[6.5, 37.4]",,Ground Pass,,24.981993,,,,Rob Elliot,3096.0,,,,,,1,Regular Play,Paul Dummett,3065.0,Left Back,7,Newcastle United,37,['d18318be-e64e-4985-b85f-e906ca76433f'],36,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:36.598,Pass,
,,,,,,,,,,,,,,,,2.139294,,,,,,,,,,,,,,65d20708-76b8-4666-a2af-6f5c8230c809,95,,"[6.4, 39.3]",3754304,1,,,,,1.1238997,,Left Foot,,,,"[21.4, 70.6]",,Ground Pass,,34.708645,,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,Regular Play,Rob Elliot,3096.0,Goalkeeper,7,Newcastle United,37,['d6fa12a1-aed0-4ac4-a4e5-f250a8bfe6d5'],38,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:38.742,Pass,
,,,,,,,,,,,,,,,,3.013951,,,,,,,,,,,,,,3c1f1a9a-8f37-4cea-b2a2-33d78fc65e83,99,,"[25.8, 72.0]",3754304,1,,,,,-0.2923303,,Right Foot,,,,"[78.3, 56.2]",,High Pass,,54.825996,,Incomplete,,,,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,7,Newcastle United,37,"['0f97e704-cb78-45ca-9529-e9410bde98ff', '4853bc56-510c-4284-b9e8-cc0300b9d6b1']",41,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:41.920,Pass,True
,,,,,,,,,,,,,,,,1.150304,,,,,,,,,,,,,,a75993ea-bdf3-437f-860f-be8221682a82,102,,"[43.4, 23.3]",3754304,1,,,,,-1.2387369,,Right Foot,,,,"[48.4, 8.8]",,Ground Pass,,15.337862,,,,Pape N''Diaye Souaré,4884.0,,,,,,1,Regular Play,Damien Delaney,3693.0,Left Center Back,8,Crystal Palace,31,['c5a68b81-2bb8-4d5f-9cca-96d4bd4fb55c'],46,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:46.647,Pass,
,,,,,,,,,,,,,,,,1.660454,,,,,,,,,,,,,,e92319fe-d79f-4f57-b418-4bcd8973e769,104,,"[48.4, 8.8]",3754304,1,,,,,2.3596787,,Left Foot,,,,"[34.0, 23.1]",,Low Pass,,20.294088,,,,Damien Delaney,3693.0,,,,,,1,Regular Play,Pape N''Diaye Souaré,4884.0,Left Back,8,Crystal Palace,31,['dd4e1377-2f57-4ae8-b865-ba4cba714275'],47,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:47.797,Pass,
,,,,,,,,,,,,,,,,2.006695,,,,,,,,,,,,,,597e38cb-545b-4a5a-8032-52415acda160,107,,"[28.9, 24.1]",3754304,1,,,,,1.6832235,,Left Foot,,,,"[26.1, 48.9]",,Ground Pass,,24.957563,,,,Scott Dann,3407.0,,,,,,1,Regular Play,Damien Delaney,3693.0,Left Center Back,8,Crystal Palace,31,['592e6ffe-2117-4fae-b493-39f66fade5c4'],50,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:50.910,Pass,
,,,,,,,,,,,,,,,,1.724156,,,,,,,,,,,,,,76313ff3-cfe7-4c10-8196-dfc980204687,110,,"[26.4, 48.9]",3754304,1,,,,,-1.3101939,,Right Foot,,,,"[32.8, 24.9]",,Ground Pass,,24.83868,,,,Yohan Cabaye,3277.0,,,,,,1,Regular Play,Scott Dann,3407.0,Right Center Back,8,Crystal Palace,31,['b82437c6-1eaf-46e7-a0e1-9a39d4c954ba'],53,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:53.741,Pass,
,,,,,,,,,,,,,,,,2.271655,,,,,,,,,,,,,,8ec04101-f46a-4bde-abc8-0b164bb64c37,113,,"[34.3, 24.7]",3754304,1,,,,,1.7190775,,Right Foot,,,,"[30.7, 48.8]",,Ground Pass,,24.367395,,,,Scott Dann,3407.0,,,,,,1,Regular Play,Yohan Cabaye,3277.0,Right Defensive Midfield,8,Crystal Palace,31,['1890cae2-5465-4233-b2d8-71315a33a896'],56,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:56.676,Pass,
,,,,,,,,,,,,,,,,1.599256,,,,,,,,,,,,,,bbd8316b-e725-4e92-9068-6c0bd9d26b0d,116,,"[41.2, 49.9]",3754304,2,,,,,1.2866625,,Left Foot,,,,"[47.8, 72.5]",,Ground Pass,,23.544,,,,Joel Ward,3443.0,,,,,,1,Regular Play,Scott Dann,3407.0,Right Center Back,8,Crystal Palace,31,['95fc473b-c70a-4eb6-aef5-e1e90b3527a3'],1,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:01.720,Pass,
,,,,,,,,,,,,,,,,1.040834,,,,,,,,,,,,,,852cee00-f8da-4ec7-911b-b86746f848bb,119,,"[48.6, 71.4]",3754304,2,,,,,0.20788993,,Right Foot,,,,"[61.4, 74.1]",,Ground Pass,,13.081667,,,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,Joel Ward,3443.0,Right Back,8,Crystal Palace,31,['28b2cf43-0319-44f7-a21a-93ff3a95701d'],3,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:03.717,Pass,
,,,,,,,,,,,,,,,,2.002416,,,,,,,,,,,,,,c683b8f5-9eb5-4151-9c2d-b3fe5219f437,123,,"[55.7, 73.0]",3754304,2,,,,,-2.6689363,,Left Foot,,,,"[33.6, 61.7]",,Ground Pass,,24.821362,,,,Scott Dann,3407.0,,,,,,1,Regular Play,Wilfried Zaha,3507.0,Left Wing,8,Crystal Palace,31,"['ce03315f-0f62-4729-a54c-6ce66bbbf185', 'f0d2c852-acd2-43c3-8c43-58d707ee2e9c']",5,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:05.608,Pass,True
,,,,,,,,,,,,,,,,2.030496,,,,,,,,,,,,,,60e0dd3f-7b07-40ba-8285-64100a96e324,126,,"[36.7, 63.0]",3754304,2,,,,,-0.025534723,,Right Foot,,,,"[87.6, 61.7]",,High Pass,,50.9166,,,,Connor Wickham,20641.0,,,,,,1,Regular Play,Scott Dann,3407.0,Right Center Back,8,Crystal Palace,31,['56242aa7-383f-4c95-a4c7-06c9462ad53d'],10,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:10.811,Pass,
,,,,,,,,,,,,,,,,1.239995,,,,,,,,,,,,,,7f93dd02-a8d7-4e5b-9100-6abfff17bfe2,129,,"[88.9, 61.7]",3754304,2,,,,True,-2.1161034,,,,,,"[79.8, 46.7]",,High Pass,,17.544516,,Incomplete,,James McArthur,3464.0,,,,,,1,Regular Play,Connor Wickham,20641.0,Center Forward,8,Crystal Palace,31,"['6ee36e29-d5ff-4cd8-b1d2-48f4c5dfd724', '91fdd431-9283-4971-9111-3b9cf3af227b', '95bff6ef-6c26-4b17-9ec5-52bbf70cccc0']",12,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:12.841,Pass,True
,,,,,,,,,,,,,,,,0.201933,,,,,,,,,,,,,,95bff6ef-6c26-4b17-9ec5-52bbf70cccc0,131,,"[40.3, 33.4]",3754304,2,,,,,-1.0251412,,Right Foot,,,,"[42.0, 30.6]",,Low Pass,,3.275668,,Incomplete,,,,,,,,Recovery,1,Regular Play,Vurnon Anita,16072.0,Left Center Midfield,8,Crystal Palace,31,"['7f93dd02-a8d7-4e5b-9100-6abfff17bfe2', 'caa84048-7a13-43fc-b621-ee9bbd951b37']",14,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:14.081,Pass,
,,,,,,,,,,,,,,,,0.651093,,,,,,,,,,,,,,b4982e27-ec67-464e-b595-6340e145f3d3,135,,"[71.5, 48.0]",3754304,2,,,,,-1.33275,,Right Foot,,,,"[74.8, 34.4]",,Ground Pass,,13.994642,,,,Jason Puncheon,19688.0,,,,,,1,Regular Play,James McArthur,3464.0,Left Defensive Midfield,8,Crystal Palace,31,['bdc50220-f1a0-4e98-90bf-28be9f88e561'],16,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:16.292,Pass,
