bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.358082,,,,,,,,,,,,,,,6fce705c-6cb1-4e44-b5aa-7fc8ed36367f,129,,"[22.3, 56.8]",3754219,2,,,,0.13906287,,Right Foot,,,"[81.6, 65.1]",,High Pass,,59.878044,,Incomplete,,Craig Dawson,3523.0,,,,,Free Kick,1,From Free Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,10,West Bromwich Albion,27,"['0434571f-0c5d-4abb-8961-4557aca57bf0', 'cdc47d57-bd94-4df6-9101-2defb6f2f2db']",56,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:56.498,Pass,
,,,,,,,,,,,,,,,,0.971101,,,,,,,,,,,,,,,cdc47d57-bd94-4df6-9101-2defb6f2f2db,131,,"[38.5, 15.0]",3754219,2,,,True,2.2857232,,,,,"[30.6, 24.1]",,High Pass,,12.050726,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Andrew Surman,3344.0,Center Defensive Midfield,10,West Bromwich Albion,27,"['03aba664-b537-4c94-b5b2-3df668746bcb', '43d40867-497c-4c0e-887c-e73480523f22', '6fce705c-6cb1-4e44-b5aa-7fc8ed36367f']",59,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:59.856,Pass,True
,,,,,,,,,,,,,,,,3.308455,,,,,,,,,,,,,,,98ef9f8e-1504-4b0e-8ec2-1918fcd7d4c9,138,,"[7.0, 36.1]",3754219,3,True,,,-0.62006027,,Left Foot,,,"[57.0, 0.4]",,High Pass,,61.43688,,Out,,,,,,,,Goal Kick,1,From Goal Kick,Artur Boruc,20074.0,Goalkeeper,11,AFC Bournemouth,28,,23,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:23.474,Pass,
,,,,,,,,,,,,,,,,1.883646,,,,,,,,,,,,,,,9c7a4bf3-1491-4213-8ed7-182b6acf8293,139,,"[56.7, 80.0]",3754219,3,,,,-2.119619,,,,,"[38.6, 50.4]",,Low Pass,,34.69539,,,,Jonas Olsson,20527.0,,,,,Throw-in,1,From Throw In,Gareth McAuley,3596.0,Right Center Back,12,West Bromwich Albion,27,['8d58563b-1d0f-4289-8c7f-f064ea64f6e7'],24,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:24.705,Pass,
,,,,,,,,,,,,,,,,3.310844,,,,,,,,,,,,,,,a439b78d-9906-46d1-ba0b-5527db417ed8,142,,"[33.1, 45.2]",3754219,3,,,,2.8890383,,Left Foot,,,"[11.4, 50.8]",,Ground Pass,,22.410934,,,,Glyn Oliver Myhill,5108.0,,,,,,1,From Throw In,Jonas Olsson,20527.0,Left Center Back,12,West Bromwich Albion,27,['6c8259b5-ad80-4ae0-819e-fdec5c5bae3b'],26,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:26.628,Pass,
,,,,,,,,,,,,,,,,1.553637,,,,,,,,,,,,,,,aaea7330-7c3c-4cd6-859d-646a44e7c09c,145,,"[9.8, 54.2]",3754219,3,,,,0.8126451,,Right Foot,,,"[33.0, 78.7]",,Ground Pass,,33.741516,,Out,,,,,,,,,1,From Throw In,Glyn Oliver Myhill,5108.0,Goalkeeper,12,West Bromwich Albion,27,['b48c75f7-ccb6-4582-9562-60789ebff30d'],29,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:29.939,Pass,True
,,,,,,,,,,,,,,,,0.716551,,,,,,,,,,,,,,,2c2ba388-88f6-43b8-8bcd-779e943bfc8f,146,,"[80.5, 0.1]",3754219,3,True,,,1.815775,,,,,"[79.3, 4.9]",,Low Pass,,4.9477267,,,,Steve Cook,3341.0,,,,,Throw-in,1,From Throw In,Charlie Daniels,3345.0,Left Back,13,AFC Bournemouth,28,['40603822-f983-4380-9fd6-bcf5b168fc51'],49,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:49.742,Pass,
,,,,,,,,,,,,,,,,2.994542,,,,,,,,,,,,,,,bffe75b0-1a02-4b2a-bb0e-0db19a7b9de0,148,,"[79.3, 5.2]",3754219,3,True,,,0.33705547,,Left Foot,,,"[102.7, 13.4]",,Low Pass,,24.79516,,Incomplete,,,,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,13,AFC Bournemouth,28,['c4907d5c-e49c-4777-84a7-19659678f5d5'],50,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:50.878,Pass,
,,,,,,,,,,,,,,,,2.797687,,,,,,,,,,,,,,,c4907d5c-e49c-4777-84a7-19659678f5d5,149,,"[17.4, 66.7]",3754219,3,,,,-2.1833339,,Right Foot,,,"[7.0, 51.9]",,Ground Pass,,18.08867,,,,Glyn Oliver Myhill,5108.0,,,,,Recovery,1,Regular Play,Craig Dawson,3523.0,Right Back,14,West Bromwich Albion,27,"['6b203030-8767-4721-91cc-32244fa3c8ac', 'bffe75b0-1a02-4b2a-bb0e-0db19a7b9de0']",53,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:53.872,Pass,
,,,,,,,,,,,,,,,,3.601222,,,,,,,,,,,,,,,af961975-d91e-4111-afe2-0bc51053e747,152,,"[6.6, 43.9]",3754219,3,,,,0.19708835,,Right Foot,,,"[69.2, 56.4]",,High Pass,,63.835804,,,,José Salomón Rondón Giménez,4041.0,,,,,,1,Regular Play,Glyn Oliver Myhill,5108.0,Goalkeeper,14,West Bromwich Albion,27,['4aeae02d-d149-4ccc-9865-571b22495030'],57,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:57.867,Pass,
,,,,,,,,,,,,,,,,1.206467,,,,,,,,,,,,,,,52ede019-b17c-4348-bbc5-50ff2ccba053,156,,"[71.0, 56.4]",3754219,4,,,,1.7719232,,Left Foot,,,"[68.9, 66.7]",,Low Pass,,10.511898,,,,Craig Gardner,9485.0,,,,,,1,Regular Play,José Salomón Rondón Giménez,4041.0,Center Forward,14,West Bromwich Albion,27,"['0a460514-79d9-47b9-95e9-fd936c8988fa', 'e4c434a4-b77f-436a-b293-5e633f2da3b3']",1,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:01.566,Pass,True
,,,,,,,,,,,,,,,,1.457176,,,,,,,,,,,,,,,8c5741ba-778c-4c77-804e-60acf3e14784,159,,"[69.3, 66.1]",3754219,4,,,,-2.2455373,,Right Foot,,,"[63.3, 58.6]",,Ground Pass,,9.604687,,,,Darren Fletcher,4022.0,,,,,,1,Regular Play,Craig Gardner,9485.0,Right Midfield,14,West Bromwich Albion,27,['8ba95363-3d07-4c35-847a-8dfb0dca12c0'],2,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:02.813,Pass,
,,,,,,,,,,,,,,,,1.605362,,,,,,,,,,,,,,,82edb622-46b4-421d-bfd0-10b418826ea4,163,,"[62.6, 54.2]",3754219,4,,,,-2.130126,,Right Foot,,,"[54.9, 41.9]",,Ground Pass,,14.511374,,,,Jonathan Grant Evans,11012.0,,,,,,1,Regular Play,Darren Fletcher,4022.0,Right Center Midfield,14,West Bromwich Albion,27,"['5caa897b-2962-4457-b346-3ab549c90061', 'de3b11af-0c55-4623-b56a-55b01638c10c']",5,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:05.276,Pass,True
,,,,,,,,,,,,,,,,1.994357,,,,,,,,,,,,,,,84ea0c6c-bae3-4fc0-b626-cfab0e38b387,166,,"[54.4, 39.1]",3754219,4,,,,-1.8259788,,Right Foot,,,"[50.2, 23.0]",,Ground Pass,,16.63881,,,,Jonas Olsson,20527.0,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Left Center Midfield,14,West Bromwich Albion,27,['182d88db-c219-496a-b028-cec876b3fd73'],6,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:06.961,Pass,
,,,,,,,,,,,,,,,,1.568763,,,,,,,,,,,,,,,76260156-806b-47c7-8deb-79d7c211abe8,169,,"[50.6, 24.0]",3754219,4,,,,-0.070306465,,Left Foot,,,"[79.0, 22.0]",,Ground Pass,,28.470335,,,,José Salomón Rondón Giménez,4041.0,,,,,,1,Regular Play,Jonas Olsson,20527.0,Left Center Back,14,West Bromwich Albion,27,['fe660f31-cc29-40ae-a68c-64f03dbbcd6b'],8,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:08.996,Pass,
,,,,,,,,,,,,,,,,1.086134,,,,,,,,,,,,,,,5c306b7a-f551-476e-b214-c106e4aff8da,173,,"[77.7, 21.2]",3754219,4,,,,-1.731697,,Left Foot,,,"[74.6, 2.1]",,Ground Pass,,19.349936,,,,James McClean,3514.0,,,,,,1,Regular Play,José Salomón Rondón Giménez,4041.0,Center Forward,14,West Bromwich Albion,27,"['d94373bb-ccc4-4904-ab9a-1b2f6fd7300e', 'ec3fd801-c9d3-4fd2-b001-8d9ee021b418']",10,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:10.725,Pass,True
,,,,,,,,,,,,,,,,1.89723,,,,,,,,,,,,,,,57e2c268-cdbd-415b-bcec-c9900de27204,176,,"[75.3, 2.3]",3754219,4,,,,-3.1161745,,Left Foot,,,"[63.5, 2.0]",,Ground Pass,,11.803813,,,,Chris Brunt,3541.0,,,,,,1,Regular Play,James McClean,3514.0,Left Midfield,14,West Bromwich Albion,27,['8bb33743-a015-4781-b116-a444373d4f1a'],12,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:12.563,Pass,
,,,,,,,,,,,,,,,,2.153625,,,,,,,,,,,,,,,9eb3dd1c-8e88-4b62-8b30-d06f2459a06a,179,,"[60.3, 4.1]",3754219,4,,,,2.9063964,,Left Foot,,,"[38.6, 9.3]",,Ground Pass,,22.314344,,,,Jonas Olsson,20527.0,,,,,,1,Regular Play,Chris Brunt,3541.0,Left Back,14,West Bromwich Albion,27,['35eca58f-f02f-4dc1-baa5-c0aebd12efff'],15,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:15.453,Pass,
,,,,,,,,,,,,,,,,2.39292,,,,,,,,,,,,,,,52766037-85d5-4875-a00b-0bb8b9e0fa43,182,,"[38.2, 7.6]",3754219,4,,,,2.2102516,,Left Foot,,,"[20.5, 31.4]",,Ground Pass,,29.660242,,,,Gareth McAuley,3596.0,,,,,,1,Regular Play,Jonas Olsson,20527.0,Left Center Back,14,West Bromwich Albion,27,['e8876aaa-97ca-48f3-a4ff-977e6a35c1f7'],18,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:18.734,Pass,
,,,,,,,,,,,,,,,,2.12068,,,,,,,,,,,,,,,87bdff79-8110-45d4-a709-7d7f12f0b91d,185,,"[32.1, 34.7]",3754219,4,,,,1.6113832,,Left Foot,,,"[31.3, 54.4]",,Ground Pass,,19.716236,,,,Craig Dawson,3523.0,,,,,,1,Regular Play,Gareth McAuley,3596.0,Right Center Back,14,West Bromwich Albion,27,['a250d981-703c-483f-9625-47c1a281a673'],23,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:23.255,Pass,
,,,,,,,,,,,,,,,,1.632074,,,,,,,,,,,,,,,a7a49e59-a96d-437c-942d-c672caeeff55,188,,"[31.3, 54.0]",3754219,4,,,,-1.5305882,,Right Foot,,,"[32.0, 36.6]",,Ground Pass,,17.414074,,,,Gareth McAuley,3596.0,,,,,,1,Regular Play,Craig Dawson,3523.0,Right Back,14,West Bromwich Albion,27,['0974b3fc-58fc-4376-8148-7781036cf528'],26,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:26.332,Pass,
,,,,,,,,,,,,,,,,1.655142,,,,,,,,,,,,,,,dc91529c-8d65-4f57-8cfe-71b2a61d8d53,191,,"[34.0, 37.1]",3754219,4,,,,-1.5707964,,Right Foot,,,"[34.0, 21.0]",,Ground Pass,,16.1,,,,Jonas Olsson,20527.0,,,,,,1,Regular Play,Gareth McAuley,3596.0,Right Center Back,14,West Bromwich Albion,27,['48e46536-b394-4737-9b65-6692ef3d1cef'],28,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:28.433,Pass,
,,,,,,,,,,,,,,,,2.69893,,,,,,,,,,,,,,,ccf6bdf0-0104-48f4-8c6d-c5c5e169a436,194,,"[43.4, 19.4]",3754219,4,,,,0.43547404,,Left Foot,,,"[90.9, 41.5]",,High Pass,,52.389503,,Incomplete,,,,,,,,,1,Regular Play,Jonas Olsson,20527.0,Left Center Back,14,West Bromwich Albion,27,['78f5a5bb-7103-4ba4-a703-2668b3222e5a'],33,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:33.294,Pass,
,,,,,,,,,,,,,,,,2.202296,,,,,,,,,,,,,,,78f5a5bb-7103-4ba4-a703-2668b3222e5a,196,,"[29.2, 38.6]",3754219,4,,,True,-2.2018757,,,,,"[21.6, 28.2]",,High Pass,,12.880994,,,,Charlie Daniels,3345.0,,,,,Recovery,1,Regular Play,Steve Cook,3341.0,Left Center Back,15,AFC Bournemouth,28,"['84f0c25f-400f-4365-b614-812595c85b45', 'ccf6bdf0-0104-48f4-8c6d-c5c5e169a436', 'd138ca64-a2ac-4f18-ab56-2f7e719815a4']",35,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:35.993,Pass,True
,,,,,,,,,,,,,,,,1.591197,,,,,,,,,,,,,,,224dd9cd-bac9-4292-95a8-f5eb519d6882,200,,"[21.6, 24.3]",3754219,4,,,,-0.3763699,,Left Foot,,,"[38.3, 17.7]",,High Pass,,17.956892,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,15,AFC Bournemouth,28,['b8d5139e-4ed5-48c7-8405-aa2fff50bc47'],39,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:39.189,Pass,
,,,,,,,,,,,,,,,,0.842765,,,,,,,,,,,,,,,ffbac456-ce90-4acf-bfaa-71e0a413697b,204,,"[44.9, 5.2]",3754219,4,,,,2.1025205,,Right Foot,,,"[38.9, 15.4]",,Ground Pass,,11.83385,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Midfield,15,AFC Bournemouth,28,['58e48a69-cfda-49ab-9b59-b83667c50ca0'],44,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:44.461,Pass,
,,,,,,,,,,,,,,,,2.639804,,,,,,,,,,,,,,,e64696c6-055a-44c0-82eb-e31d060d3e92,207,,"[39.3, 18.8]",3754219,4,,,,1.4407331,,Left Foot,,,"[45.5, 66.2]",,High Pass,,47.803764,,,,Adam Smith,6409.0,,,True,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,15,AFC Bournemouth,28,['46a3b754-ef09-4773-b434-57b4a33b7e87'],47,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:47.103,Pass,
,,,,,,,,,,,,,,,,1.218035,,,,,,,,,,,,,,,de0c272f-1ddb-42e3-a86d-94ea901ef5f1,210,,"[44.8, 66.2]",3754219,4,,,,-2.7939858,,Right Foot,,,"[37.9, 63.7]",,Ground Pass,,7.3389373,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Adam Smith,6409.0,Right Back,15,AFC Bournemouth,28,['1d300a7d-41cb-49a8-89d8-70c9f1866f93'],50,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:50.640,Pass,
,,,,,,,,,,,,,,,,1.479155,,,,,,,,,,,,,,,4d33cd9d-3ec7-4b68-822e-4599173a1134,212,,"[37.9, 64.5]",3754219,4,,,,1.1402692,,Right Foot,,,"[44.1, 78.0]",,Ground Pass,,14.8556385,,,,Matt Ritchie,3049.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,15,AFC Bournemouth,28,['9b4290f3-bac3-4aba-9866-e55fd8f12b60'],51,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:51.858,Pass,
,,,,,,,,,,,,,,,,0.931717,,,,,,,,,,,,,,,32279e4d-778a-4994-8d82-bf22e5a96898,215,,"[45.9, 77.6]",3754219,4,,,,-2.4552073,,Right Foot,,,"[37.6, 70.8]",,Ground Pass,,10.729865,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,15,AFC Bournemouth,28,['8d0f39fd-c785-45ab-b801-57edf4db2358'],54,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:54.405,Pass,
,,,,,,,,,,,,,,,,1.288615,,,,,,,,,,,,,,,cedc9942-32c0-45f5-9a6e-ddb6688ba1e8,218,,"[42.5, 71.0]",3754219,4,,,,-0.6923344,,Right Foot,,,"[63.0, 54.0]",,Ground Pass,,26.631748,,,,Glenn Murray,3085.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,15,AFC Bournemouth,28,['97e28b32-62f3-42ed-8173-8188395cd3e8'],57,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:57.476,Pass,
,,,,,,,,,,,,,,,,1.967123,,,,,,,,,,,,,,,0ac12e8d-06e4-430a-99fd-3182e1a25163,223,,"[58.4, 54.4]",3754219,5,,,,-2.7994368,,Right Foot,,,"[43.8, 49.2]",,Low Pass,,15.498387,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Glenn Murray,3085.0,Center Forward,15,AFC Bournemouth,28,['e8cc215d-b90f-4b70-95b2-969109d59673'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:00.223,Pass,
,,,,,,,,,,,,,,,,1.476771,,,,,,,,,,,,,,,0fe5cdfe-4af3-4b07-a107-6ff6dfcc208b,226,,"[43.8, 50.6]",3754219,5,,,,-2.0786955,,Left Foot,,,"[37.9, 40.0]",,Low Pass,,12.131364,,,,Steve Cook,3341.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,15,AFC Bournemouth,28,['707c4f3f-c6c5-416b-b34b-9180c5e9ea45'],2,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:02.207,Pass,
,,,,,,,,,,,,,,,,1.315333,,,,,,,,,,,,,,,c9a3a086-d10c-41f5-b6d7-05966b817dda,229,,"[44.3, 24.1]",3754219,5,,,,-0.83905506,,Right Foot,,,"[62.8, 3.5]",,Ground Pass,,27.687723,,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,15,AFC Bournemouth,28,['34568c99-9245-4221-82d9-18bb34e8cd20'],7,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:07.404,Pass,
,,,,,,,,,,,,,,,,1.096774,,,,,,,,,,,,,,,e37dfcc3-836f-47a9-82bb-896645ea1f5d,232,,"[70.0, 4.3]",3754219,5,,,,1.5462614,,Left Foot,,,"[70.4, 20.6]",,Ground Pass,,16.304907,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,15,AFC Bournemouth,28,['fd53f154-8ffb-4649-b60c-fc6d648b34a6'],9,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:09.376,Pass,
,,,,,,,,,,,,,,,,2.366831,,,,,,,,,,,,,,,5cbfa27d-44eb-4c37-ab3a-da8875b2091a,235,,"[92.3, 22.4]",3754219,5,,,,-0.77184886,,Right Foot,,,"[111.0, 4.2]",,Ground Pass,,26.094635,,Incomplete,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Midfield,15,AFC Bournemouth,28,"['6d47560d-cf98-49a6-9955-fb56180b32e5', 'fb6f3e0d-eb90-4f60-9564-1f72a03c5e17']",13,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:13.934,Pass,
,,,,,,,,,,,,,,,,1.874479,,,,,,,,,,,,,,,8cbc82f5-da83-4f3c-b3de-d086a14ae0ed,238,,"[98.5, 0.1]",3754219,5,,,,2.8345468,,,,,"[82.1, 5.3]",,Low Pass,,17.20465,,,,Dan Gosling,3343.0,,,,,Throw-in,1,From Throw In,Charlie Daniels,3345.0,Left Back,16,AFC Bournemouth,28,['513e33cc-91ea-4129-8bc9-f5d7667c93ab'],32,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:32.878,Pass,
,,,,,,,,,,,,,,,,0.644007,,,,,,,,,,,,,,,9de88b93-fb45-4989-9304-fc796dc0884e,241,,"[77.6, 5.8]",3754219,5,,,,-0.15625013,,Right Foot,,,"[92.2, 3.5]",,Ground Pass,,14.780054,,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Dan Gosling,3343.0,Right Center Midfield,16,AFC Bournemouth,28,['665e39e2-04df-4bab-882b-f5d5f40eed90'],35,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:05:35.335,Pass,
,,,,,,,,,,,,,,,,1.962602,,,,,,,,,,,,,,,e48003fe-2fa2-4e22-9248-b75faa771d9f,247,,"[87.0, 6.2]",3754219,6,,,,0.9637074,,Right Foot,True,,"[112.7, 43.2]",,High Pass,,45.049862,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Junior Stanislas,3463.0,Left Midfield,17,AFC Bournemouth,28,['afcf37c2-a366-4560-ac71-b76f625d57e0'],4,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:04.666,Pass,
,,,,,,,,,,,,,,,,3.018361,,,,,,,,,,,,,,,71ee894d-a3a4-4a4f-a56b-dc9b85c9ab2f,250,,"[15.3, 43.4]",3754219,6,,,,0.5582134,,Right Foot,,,"[61.9, 72.5]",,High Pass,,54.939693,,Incomplete,,Craig Dawson,3523.0,,,,,,1,From Keeper,Glyn Oliver Myhill,5108.0,Goalkeeper,18,West Bromwich Albion,27,"['5229c141-7770-4228-a65d-05a90a4d356e', 'e4f2431c-9767-4165-b633-8c1f95398518']",20,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:06:20.177,Pass,
,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,5229c141-7770-4228-a65d-05a90a4d356e,253,,"[58.2, 7.6]",3754219,6,,,True,-2.4961193,,,,,"[50.1, 1.5]",,High Pass,,10.140019,,Out,,,,,,,,Recovery,1,From Keeper,Junior Stanislas,3463.0,Left Midfield,18,West Bromwich Albion,27,"['71ee894d-a3a4-4a4f-a56b-dc9b85c9ab2f', 'eef01119-a76a-4a43-b5be-430c4f1f83ea']",23,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:23.196,Pass,True
,,,,,,,,,,,,,,,,4.893977,,,,,,,,,,,,,,,96c1f0bf-84b3-449b-ad52-1a99a5980155,254,,"[75.6, 80.0]",3754219,6,,,,-0.3188065,,,,,"[106.2, 69.9]",,High Pass,,32.223747,,,,Craig Gardner,9485.0,,,,,Throw-in,1,From Throw In,Craig Dawson,3523.0,Right Back,19,West Bromwich Albion,27,['3a1cefab-7319-423c-9595-109fa5443cf9'],41,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:06:41.479,Pass,
,,,,,,,,,,,,,,,,1.571491,,,,,,,,,,,,,,,4c779e3a-9dca-46ce-ba63-0f89974c90bc,258,,"[119.1, 67.1]",3754219,6,,,,-1.6545995,,Right Foot,True,,"[117.0, 42.1]",,Low Pass,,25.088045,,Incomplete,,,,,,,,,1,From Throw In,Craig Gardner,9485.0,Right Midfield,19,West Bromwich Albion,27,"['73164e22-8404-4d60-9af0-65f6450fcb1b', 'ad870201-836e-4971-bd0b-d134a17cbd5c']",46,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:06:46.465,Pass,True
,,,,,,,,,,,,,,,,1.513119,,,,,,,,,,,,,,,9ef0effc-d8f9-48ae-b284-91d626e0e70d,261,,"[8.3, 39.0]",3754219,6,,,,-1.2510338,,Keeper Arm,,,"[13.3, 23.9]",,Ground Pass,,15.906288,,,,Steve Cook,3341.0,,,,,,1,From Keeper,Artur Boruc,20074.0,Goalkeeper,20,AFC Bournemouth,28,['3b42fd34-c355-4715-8bf9-9f71baa614cc'],56,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:06:56.942,Pass,
,,,,,,,,,,,,,,,,1.336155,,,,,,,,,,,,,,,a57f24bd-2335-4e8b-a3b0-be52cb079c16,264,,"[20.8, 23.3]",3754219,7,,,,0.053425048,,Right Foot,,,"[39.5, 24.3]",,Ground Pass,,18.726719,,,,Junior Stanislas,3463.0,,,,,,1,From Keeper,Steve Cook,3341.0,Left Center Back,20,AFC Bournemouth,28,['c04874b5-32d2-405f-b590-11c7d0140024'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:00.432,Pass,
,,,,,,,,,,,,,,,,2.233972,,,,,,,,,,,,,,,ee3b93a0-1444-49da-a27c-f5d16c64010c,267,,"[38.9, 23.7]",3754219,7,,,,-2.6903925,,Right Foot,,,"[19.5, 14.3]",,Ground Pass,,21.557365,,,,Steve Cook,3341.0,,,,,,1,From Keeper,Junior Stanislas,3463.0,Left Midfield,20,AFC Bournemouth,28,['b6636106-3928-4231-93a3-0c93b86f52d7'],2,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:02.541,Pass,
,,,,,,,,,,,,,,,,2.832594,,,,,,,,,,,,,,,d3ebcb86-cb72-48f1-8e64-4ea6d5aef427,269,,"[20.2, 14.0]",3754219,7,,,,1.9979638,,Right Foot,,,"[7.5, 41.9]",,Ground Pass,,30.654526,,,,Artur Boruc,20074.0,,,,,,1,From Keeper,Steve Cook,3341.0,Left Center Back,20,AFC Bournemouth,28,['be0fa844-9a49-4c8a-8be8-3ca91b784899'],4,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:04.775,Pass,
,,,,,,,,,,,,,,,,1.99963,,,,,,,,,,,,,,,c7841bc9-2d29-4a92-b754-941865bb77d0,271,,"[5.6, 42.4]",3754219,7,,,,1.1992785,,Right Foot,,,"[14.6, 65.5]",,Ground Pass,,24.791328,,,,Simon Francis,3608.0,,,,,,1,From Keeper,Artur Boruc,20074.0,Goalkeeper,20,AFC Bournemouth,28,['6b32736e-e548-4b55-9b5c-e16999b8c0bf'],7,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:07.608,Pass,
,,,,,,,,,,,,,,,,1.056587,,,,,,,,,,,,,,,4653dbb4-c2f7-4574-8e1a-77b91cfb475f,275,,"[25.3, 69.6]",3754219,7,,,,0.74716544,,Right Foot,,,"[34.8, 78.4]",,Ground Pass,,12.949517,,,,Adam Smith,6409.0,,,,,,1,From Keeper,Simon Francis,3608.0,Right Center Back,20,AFC Bournemouth,28,"['88ea386a-6d3f-463d-867e-0e2a0d27e14c', '9d209058-fc74-451b-9923-b7b369cd1777']",15,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:07:15.065,Pass,True
