50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.909824,,,,,,,,,,,,,0f0c2aad-1a1a-4d44-8db2-bed3f5b2f5c1,15,,"[69.7, 5.3]",3754138,0,,,,,0.262785,,Left Foot,,"[86.8, 9.9]",,High Pass,17.707909,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Bradley Johnson,4804.0,Left Midfield,3,Crystal Palace,31,"['30a95255-09b0-4baa-8c98-5f5586876f49', 'c1e85172-aa2b-47c4-a034-59eb877477ed']",16,,,,,,,,,,,,,,,,,Norwich City,56,00:00:16.057,Pass,
,,,,,,,,,,,,,,,2.520898,,,,,,,,,,,,,30a95255-09b0-4baa-8c98-5f5586876f49,16,,"[33.3, 70.2]",3754138,0,,,,,0.27560216,,Head,,"[67.6, 79.9]",,High Pass,35.645195,,,Out,,Jordon Mutch,15892.0,,,,,Recovery,1,From Throw In,Scott Dann,3407.0,Right Center Back,3,Crystal Palace,31,"['0f0c2aad-1a1a-4d44-8db2-bed3f5b2f5c1', '31e10fe3-d849-4318-8718-a79b4a7c15ea']",17,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:17.967,Pass,
,,,,,,,,,,,,,,,1.754192,,,,,,,,,,,,,23790858-2221-43a5-a568-1a110847552f,18,,"[67.7, 0.1]",3754138,0,,,,,0.47096008,,,,"[89.5, 11.2]",,High Pass,24.463238,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Robert Brady,10967.0,Left Back,4,Norwich City,56,['77fd757c-aa80-471d-9d70-b3a4f2c40149'],32,,,,,,,,,,,,,,,,,Norwich City,56,00:00:32.256,Pass,
,,,,,,,,,,,,,,,0.787679,,,,,,,,,,,,,6c977801-a204-4ead-ae04-7f5501573296,20,,"[76.8, 11.0]",3754138,0,,,,,0.19395915,,Left Foot,,"[82.4, 12.1]",,Ground Pass,5.707013,,,,,Wes Hoolahan,10966.0,,,,,Recovery,1,From Throw In,Bradley Johnson,4804.0,Left Midfield,4,Norwich City,56,['a0f2f2a8-74b3-4037-befd-726687c18507'],34,,,,,,,,,,,,,,,,,Norwich City,56,00:00:34.992,Pass,
,,,,,,,,,,,,,,,0.720836,,,,,,,,,,,,,1c19c4de-177c-408c-92e6-6da9dbdfa52d,24,,"[82.4, 12.1]",3754138,0,,,,,1.784857,,Left Foot,,"[80.9, 19.0]",,Ground Pass,7.0611615,,,,,Bradley Johnson,4804.0,,,,,,1,From Throw In,Wes Hoolahan,10966.0,Left Center Midfield,4,Norwich City,56,"['b9eb7127-57d9-4c9a-bb5a-87f1b706cd0a', 'e57d66af-7475-4144-ab5b-088603e0b504']",35,,,,,,,,,,,,,,,,,Norwich City,56,00:00:35.900,Pass,True
,,,,,,,,,,,,,,,2.504032,,,,,,,,,,,,,59ef42e5-3a4f-4247-81d5-3c6cfbe8ea94,30,,"[27.7, 56.8]",3754138,0,,,,,0.52398765,,Right Foot,,"[52.1, 70.9]",,Low Pass,28.181023,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Scott Dann,3407.0,Right Center Back,4,Norwich City,56,['cb03afaf-cda8-43b8-b19f-8692bf241dec'],37,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:37.758,Pass,
,,,,,,,,,,,,,,,2.364592,,,,,,,,,,,,,cb03afaf-cda8-43b8-b19f-8692bf241dec,31,,"[68.0, 9.2]",3754138,0,,,,,1.6484178,,Left Foot,,"[65.9, 36.2]",,Low Pass,27.081543,,,,,Jonathan Howson,9578.0,,,,,Recovery,1,From Throw In,Robert Brady,10967.0,Left Back,4,Norwich City,56,"['59ef42e5-3a4f-4247-81d5-3c6cfbe8ea94', 'dd625604-d183-4c5c-8408-1f74a010de0b']",40,,,,,,,,,,,,,,,,,Norwich City,56,00:00:40.262,Pass,
,,,,,,,,,,,,,,,1.642113,,,,,,,,,,,,,a90b1816-1b53-4d16-9122-51fa900ad0ee,34,,"[62.7, 47.5]",3754138,0,,,,,1.1425948,,Right Foot,,"[75.8, 76.2]",,Ground Pass,31.548376,,,,,Steven Whittaker,11124.0,,,,,,1,From Throw In,Jonathan Howson,9578.0,Right Midfield,4,Norwich City,56,['dbdf56f0-9fd3-4ffd-9a17-114029cd4972'],44,,,,,,,,,,,,,,,,,Norwich City,56,00:00:44.177,Pass,
,,,,,,,,,,,,,,,1.394463,,,,,,,,,,,,,b6e62486-6a18-46fb-9534-9e40d93eb151,37,,"[74.8, 75.7]",3754138,0,,,,,-2.3232393,,Right Foot,,"[61.6, 61.6]",,Low Pass,19.314503,,,,,Jonathan Howson,9578.0,,,,,,1,From Throw In,Steven Whittaker,11124.0,Right Back,4,Norwich City,56,['9557415f-1888-4e44-ac7c-ced342241cd8'],45,,,,,,,,,,,,,,,,,Norwich City,56,00:00:45.870,Pass,
,,,,,,,,,,,,,,,1.588226,,,,,,,,,,,,,c93c4517-c3e6-4849-a108-08dadc236b8e,41,,"[62.4, 63.4]",3754138,0,,,,,-2.9587271,,Right Foot,,"[47.8, 60.7]",,Ground Pass,14.847559,,,,,Russell Martin,21212.0,,,,,,1,From Throw In,Jonathan Howson,9578.0,Right Midfield,4,Norwich City,56,"['7a4d94d9-96b8-48fc-a98d-0f1c71027d88', 'ca942a29-c8c0-4634-a894-2cf9e410db3d']",48,,,,,,,,,,,,,,,,,Norwich City,56,00:00:48.255,Pass,True
,,,,,,,,,,,,,,,1.592431,,,,,,,,,,,,,b6b6572a-4603-4f36-a6f6-68f17df23a50,44,,"[48.5, 60.4]",3754138,0,,,,,-1.6527381,,Right Foot,,"[45.1, 19.0]",,Low Pass,41.53938,,,,,Sébastien Aymar Bassong Nguena,31296.0,,True,,,,1,From Throw In,Russell Martin,21212.0,Right Center Back,4,Norwich City,56,['c8cb9c40-c792-4270-b041-776a1d06d28b'],49,,,,,,,,,,,,,,,,,Norwich City,56,00:00:49.978,Pass,
,,,,,,,,,,,,,,,1.692497,,,,,,,,,,,,,ab7c8df2-3545-439f-bc97-6764c680677a,47,,"[45.4, 19.2]",3754138,0,,,,,-0.39358702,,Left Foot,,"[69.0, 9.4]",,Ground Pass,25.553865,,,,,Robert Brady,10967.0,,,,,,1,From Throw In,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,4,Norwich City,56,['0c991ae8-8951-4c9c-9953-300d43b4480a'],52,,,,,,,,,,,,,,,,,Norwich City,56,00:00:52.951,Pass,
,,,,,,,,,,,,,,,2.236477,,,,,,,,,,,,,458bcf50-7825-4202-bb01-704395a9cb02,51,,"[69.7, 9.2]",3754138,0,,,,,1.7168086,,Left Foot,,"[67.7, 22.8]",,Ground Pass,13.746272,,,Incomplete,,Bradley Johnson,4804.0,,,,,,1,From Throw In,Robert Brady,10967.0,Left Back,4,Norwich City,56,"['b46acf84-1632-4089-ac7b-683dd1c908c4', 'b540a041-38c9-40e2-9eb4-a25be41a16a4', 'fff61c0d-b70c-4968-9184-706dd9f17eb6']",54,,,,,,,,,,,,,,,,,Norwich City,56,00:00:54.764,Pass,True
,,,,,,,,,,,,,,,1.538035,,,,,,,,,,,,,88a52c25-3c9e-4d65-867f-104425c08536,65,,"[88.4, 39.6]",3754138,1,,,,,-0.93804747,,Right Foot,,"[99.4, 24.6]",,Ground Pass,18.601076,,,,,Glenn Murray,3085.0,,,,,,1,From Throw In,Jordon Mutch,15892.0,Center Attacking Midfield,4,Norwich City,56,"['72dd3c6a-6bf8-496b-9877-836f6879bc9f', 'b9058da2-5066-4616-9dc4-5096baf9bf6a']",0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:00.443,Pass,True
,,,,,,,,,,,,,,,3.038394,,,,,,,,,,,,,426e1780-cef7-4733-a29e-c19a749b4de2,72,,"[11.4, 56.0]",3754138,1,,True,,,-0.030439314,,Right Foot,,"[73.8, 54.1]",,High Pass,62.42892,,,Incomplete,,,,,,,,,1,From Throw In,Russell Martin,21212.0,Right Center Back,4,Norwich City,56,['d28b211a-a490-42b4-bfef-93d972e92927'],6,,,,,,,,,,,,,,,,,Norwich City,56,00:01:06.486,Pass,
,,,,,,,,,,,,,,,1.857871,,,,,,,,,,,,,d28b211a-a490-42b4-bfef-93d972e92927,73,,"[46.3, 26.0]",3754138,1,,,,,0.09478554,,Head,,"[74.7, 28.7]",,High Pass,28.528057,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Damien Delaney,3693.0,Left Center Back,4,Norwich City,56,"['426e1780-cef7-4733-a29e-c19a749b4de2', '6a437acb-4d76-469e-a248-7981b0f8cff8']",9,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:09.524,Pass,
,,,,,,,,,,,,,,,1.086579,,,,,,,,,,,,,6a437acb-4d76-469e-a248-7981b0f8cff8,74,,"[45.4, 51.4]",3754138,1,,,,,0.91444796,,Head,,"[56.8, 66.2]",,High Pass,18.681541,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Bradley Johnson,4804.0,Left Midfield,4,Norwich City,56,"['d28b211a-a490-42b4-bfef-93d972e92927', 'd9db9125-2b7f-4d45-9040-8bc1b353809f']",11,,,,,,,,,,,,,,,,,Norwich City,56,00:01:11.382,Pass,
,,,,,,,,,,,,,,,3.602258,,,,,,,,,,,,,99f60bcb-6bde-470b-beff-f40b915fba84,80,,"[34.8, 77.0]",3754138,1,,,,,-0.017572884,,Right Foot,,"[91.7, 76.0]",,High Pass,56.908787,,,Incomplete,,,,,,,,,1,From Throw In,Steven Whittaker,11124.0,Right Back,4,Norwich City,56,"['02dea526-b1a6-4c48-9199-b77836b80140', '0e4eb4e8-0ff2-4a13-9ef0-e739db5d49dc']",16,,,,,,,,,,,,,,,,,Norwich City,56,00:01:16.310,Pass,True
,,,,,,,,,,,,,,,1.442714,,,,,,,,,,,,,7e270846-1c2f-43eb-80c8-9d66475393ee,83,,"[93.8, 80.0]",3754138,1,,,,,-2.1788328,,,,"[85.1, 67.5]",,High Pass,15.229576,,,,,Wes Hoolahan,10966.0,,,,,Throw-in,1,From Throw In,Lewis Grabban,9593.0,Center Forward,5,Norwich City,56,['87df37f7-4e55-406c-9c9f-fe09b49c6ae2'],23,,,,,,,,,,,,,,,,,Norwich City,56,00:01:23.494,Pass,
,,,,,,,,,,,,,,,1.238223,,,,,,,,,,,,,18beb4d7-42b4-449a-94b6-1bee114b9e2e,86,,"[85.1, 67.5]",3754138,1,,,,,0.9256478,,Left Foot,,"[92.4, 77.2]",,Low Pass,12.140017,,,,,Jonathan Howson,9578.0,,,,,,1,From Throw In,Wes Hoolahan,10966.0,Left Center Midfield,5,Norwich City,56,['b7457dc4-5ad5-4a35-a0e6-1a1b13ff90b6'],24,,,,,,,,,,,,,,,,,Norwich City,56,00:01:24.986,Pass,
,,,,,,,,,,,,,,,0.94043,,,,,,,,,,,,,b11974cc-9682-4b9d-b7f2-b56cdd94d5ab,90,,"[93.1, 76.8]",3754138,1,,,,,-2.3075438,db901c1c-e254-45ad-a1fc-177c7c549e81,Right Foot,,"[80.4, 62.8]",,Ground Pass,18.902117,,,,,Graham Dorrans,16334.0,True,,,,,1,From Throw In,Jonathan Howson,9578.0,Right Midfield,5,Norwich City,56,"['ad9c8219-50eb-47a5-8b0b-f161eac32ed1', 'f2c7a60b-95ce-4167-b786-6c95dbc0f8d0']",26,,,,,,,,,,,,,,,,,Norwich City,56,00:01:26.866,Pass,True
,,,,,,,,,,,,,,,2.839446,,,,,,,,,,,,,521ac415-0b6e-411f-92e2-4d560c65edbf,95,,"[6.0, 36.0]",3754138,1,,,,,0.56288224,,Right Foot,,"[66.7, 74.3]",,High Pass,71.77312,,,Incomplete,,Wilfried Zaha,3507.0,,,,,Goal Kick,1,From Goal Kick,Alex McCarthy,3619.0,Goalkeeper,6,Crystal Palace,31,"['4dc3c45b-09cb-4d8d-815d-4ad146c5ca99', 'cab2745b-b665-4278-b04c-e2a4cf092138']",57,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:57.746,Pass,
,,,,,,,,,,,,,,,2.709687,,,,,,,,,,,,,cab2745b-b665-4278-b04c-e2a4cf092138,97,,"[53.4, 5.8]",3754138,2,,,,,-0.2914568,,Head,,"[70.4, 0.7]",,High Pass,17.748522,,,Out,,,,,,,,Recovery,1,From Goal Kick,Robert Brady,10967.0,Left Back,6,Crystal Palace,31,['521ac415-0b6e-411f-92e2-4d560c65edbf'],0,,,,,,,,,,,,,,,,,Norwich City,56,00:02:00.585,Pass,
,,,,,,,,,,,,,,,1.613503,,,,,,,,,,,,,0ed74f1d-cb65-4e83-9a2f-7e94121491a2,99,,"[34.5, 80.0]",3754138,2,,,,,-2.0153685,,,,"[22.4, 54.6]",,Low Pass,28.134853,,,,,Damien Delaney,3693.0,,,,,Throw-in,1,From Throw In,Joel Ward,3443.0,Right Back,7,Crystal Palace,31,['e468ce84-211c-4215-96bc-2aed9e8a348d'],8,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:08.163,Pass,
,,,,,,,,,,,,,,,2.914585,,,,,,,,,,,,,67968de8-9c56-43b6-b5d7-461cd4fc3ac1,103,,"[20.9, 53.6]",3754138,2,,,,,0.3474225,,Right Foot,,"[62.6, 68.7]",,High Pass,44.349747,,,Incomplete,,Wilfried Zaha,3507.0,,,,,,1,From Throw In,Damien Delaney,3693.0,Left Center Back,7,Crystal Palace,31,"['6dd77f72-f959-4e72-9571-5bd79c22991a', '9ddda4dc-6806-4442-88da-dc9a8548dcd3']",11,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:11.222,Pass,
,,,,,,,,,,,,,,,1.342629,,,,,,,,,,,,,6dd77f72-f959-4e72-9571-5bd79c22991a,106,,"[57.5, 11.4]",3754138,2,,,,True,2.334615,,,,"[50.7, 18.5]",,Low Pass,9.831073,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Alexander Banor Tettey,9463.0,Center Defensive Midfield,7,Crystal Palace,31,"['67968de8-9c56-43b6-b5d7-461cd4fc3ac1', '761c467d-f742-4796-9b78-5dc934a0e225', 'd6b2e1c8-abf6-410c-8343-3f49f790546f']",14,,,,,,,,,,,,,,,,,Norwich City,56,00:02:14.137,Pass,True
,,,,,,,,,,,,,,,1.032937,,,,,,,,,,,,,d6b2e1c8-abf6-410c-8343-3f49f790546f,108,,"[69.4, 61.6]",3754138,2,,,,,2.5646596,,Right Foot,,"[63.1, 65.7]",,Ground Pass,7.5166483,,,,,Yohan Cabaye,3277.0,,,,,Recovery,1,From Throw In,Glenn Murray,3085.0,Center Forward,7,Crystal Palace,31,"['384e04f3-1df4-4c38-94ce-75c01459cb8f', '6dd77f72-f959-4e72-9571-5bd79c22991a', 'c0600053-698d-49d8-b2ea-1621e020b7b7']",15,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:15.479,Pass,True
,,,,,,,,,,,,,,,1.054319,,,,,,,,,,,,,0edd51f8-2655-44de-b65b-daca9aba5e85,110,,"[63.1, 65.7]",3754138,2,,,,,-0.6956925,,Right Foot,,"[83.7, 48.5]",,Ground Pass,26.836542,,,,,Jordon Mutch,15892.0,,,,,,1,From Throw In,Yohan Cabaye,3277.0,Right Center Midfield,7,Crystal Palace,31,['45896ba2-47c1-42b8-8d71-40db4fccd154'],16,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:16.512,Pass,
,,,,,,,,,,,,,,,3.210481,,,,,,,,,,,,,2c29ad08-0b34-4325-a57b-7e43c83c2964,114,,"[26.1, 33.6]",3754138,2,,,,,2.6629648,,Right Foot,,"[4.9, 44.6]",,Ground Pass,23.883886,,,,,John Ruddy,23635.0,,,,,Recovery,1,From Throw In,Russell Martin,21212.0,Right Center Back,7,Crystal Palace,31,['2cccc322-8c4f-4608-b4b0-f01943838463'],18,,,,,,,,,,,,,,,,,Norwich City,56,00:02:18.730,Pass,
,,,,,,,,,,,,,,,3.368766,,,,,,,,,,,,,a751105d-b6e7-4430-88c5-9dbf850594d9,117,,"[4.9, 44.6]",3754138,2,,,,,0.4264675,,Right Foot,,"[52.0, 66.0]",,High Pass,51.733646,,,Incomplete,,,,,,,,,1,From Throw In,John Ruddy,23635.0,Goalkeeper,7,Crystal Palace,31,['cfdf419e-984d-4b87-aeb2-331c41fd3e8c'],21,,,,,,,,,,,,,,,,,Norwich City,56,00:02:21.980,Pass,
,,,,,,,,,,,,,,,1.257967,,,,,,,,,,,,,cfdf419e-984d-4b87-aeb2-331c41fd3e8c,118,,"[68.1, 14.1]",3754138,2,,,,,0.051805455,,Head,,"[81.6, 14.8]",,Low Pass,13.518136,,,,,Glenn Murray,3085.0,,,,,Recovery,1,From Throw In,Jason Puncheon,19688.0,Left Midfield,7,Crystal Palace,31,"['3547ae12-6d9f-4cba-b5c1-7fa9217816e9', 'a751105d-b6e7-4430-88c5-9dbf850594d9']",25,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:25.349,Pass,
,,,,,,,,,,,,,,,1.597158,,,,,,,,,,,,,7018b181-d620-4789-86df-8d96f5bcc80c,123,,"[50.0, 80.0]",3754138,2,,True,,,-1.9780521,,,,"[41.2, 59.6]",,High Pass,22.21711,,,,,Alexander Banor Tettey,9463.0,,,,,Throw-in,1,From Throw In,Steven Whittaker,11124.0,Right Back,8,Norwich City,56,['3f957064-3469-477c-afd8-0cf3955d70cd'],34,,,,,,,,,,,,,,,,,Norwich City,56,00:02:34.396,Pass,
,,,,,,,,,,,,,,,2.337162,,,,,,,,,,,,,3a19d9df-ac75-4ff4-a2c1-8b162fe76438,126,,"[41.9, 56.2]",3754138,2,,,,,-1.8082402,,Right Foot,,"[36.6, 34.3]",,Low Pass,22.5322,,,,,Sébastien Aymar Bassong Nguena,31296.0,,,,,,1,From Throw In,Alexander Banor Tettey,9463.0,Center Defensive Midfield,8,Norwich City,56,['ed3e271f-61cb-4e38-b7a2-0a2664d20d45'],37,,,,,,,,,,,,,,,,,Norwich City,56,00:02:37.297,Pass,
