ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.974786,,,,,,,,,,,,,,,8d8b90be-5dd4-48a6-a134-c49db859da29,23,,"[26.8, 61.8]",3754234,0,,,,,-1.1286765,,Right Foot,,,,"[34.8, 44.9]",,Ground Pass,,18.69786,,,,Bamidele Alli,3094.0,,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,3,Tottenham Hotspur,38,['af41b143-d281-446e-bcc9-b72b7fb43612'],13,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:13.274,Pass,
,,,,,,,,,,,,,,,,,,1.313165,,,,,,,,,,,,,,,2c1729b1-8b76-4908-b5fa-32a3e6a5d6ba,27,,"[41.0, 44.0]",3754234,0,,,,,-0.5151484,,Right Foot,,,,"[59.9, 33.3]",,Ground Pass,,21.718655,,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,Regular Play,Bamidele Alli,3094.0,Left Defensive Midfield,3,Tottenham Hotspur,38,"['41988a0c-be85-43c7-9af6-d998c239d2d7', 'dcb26ecc-5137-4854-8c0b-a2288fe8e798']",15,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:15.787,Pass,True
,,,,,,,,,,,,,,,,,,4.288,,,,,,,,,,,,,,,d1dbeb04-2503-48d8-875c-60b87285dd81,31,,"[62.1, 35.5]",3754234,0,,,,,0.01977764,,Right Foot,,,,"[107.6, 36.4]",,Ground Pass,,45.5089,,Incomplete,,Harry Kane,10955.0,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Left Wing,3,Tottenham Hotspur,38,"['22a05830-7107-4b94-8cab-c1c4ec40493e', '2e9111f4-3f95-4b21-b390-03a50cf1ed38', 'ef379383-77d6-4745-a045-ec7df52af8be']",17,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:17.797,Pass,True
,,,,,,,,,,,,,,,,,,3.299915,,,,,,,,,,,,,,,ea31f347-e202-4b1f-bca8-51b5f4641888,35,,"[15.0, 35.4]",3754234,0,,,,,-0.19798903,,Left Foot,,,,"[79.8, 22.4]",,High Pass,,66.09115,,,,Glenn Murray,3085.0,,,,,,,1,Regular Play,Artur Boruc,20074.0,Goalkeeper,4,AFC Bournemouth,28,['d70a2e06-3004-4743-9eaf-05dd6353660a'],31,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:31.473,Pass,
,,,,,,,,,,,,,,,,,,2.284127,,,,,,,,,,,,,,,d3119eb5-9688-46ac-9200-a5b1faca63d6,38,,"[79.8, 22.4]",3754234,0,,,,True,-1.6463281,,,,,,"[78.4, 3.9]",,Low Pass,,18.552896,,,,Marc Pugh,3646.0,,,,,,,1,Regular Play,Glenn Murray,3085.0,Center Forward,4,AFC Bournemouth,28,"['0b91adae-2e03-418a-b0c9-65de003e836f', '7af6cbc3-c36e-4f65-a25b-d598360a2401']",34,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:34.813,Pass,True
,,,,,,,,,,,,,,,,,,0.790904,,,,,,,,,,,,,,,254a3ae6-4736-43d0-ba64-14afe291ae5a,41,,"[87.6, 5.3]",3754234,0,,,,,-0.30161905,,Right Foot,,,,"[96.6, 2.5]",,Ground Pass,,9.425497,,,,Charlie Daniels,3345.0,,,,,,,1,Regular Play,Marc Pugh,3646.0,Left Midfield,4,AFC Bournemouth,28,['8b8096a7-0918-4916-a67e-9b6a86145cae'],41,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:41.980,Pass,
,,,,,,,,,,,,,,,,,,3.510909,,,,,,,,,,,,,,,5b515d53-b6f7-489e-9299-5353a6fefd41,45,,"[98.2, 2.5]",3754234,0,,,,,1.3876141,222be0e2-1a91-4781-8650-2ff41b96f9bd,Left Foot,True,,,"[107.5, 52.7]",True,High Pass,,51.054188,,,,Matt Ritchie,3049.0,,,True,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,4,AFC Bournemouth,28,"['5e19bc9b-04f1-4f02-b448-9f2d2565a155', 'c2f121e6-9c56-4ad2-bfc7-f6fd2b228b7c']",44,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:44.267,Pass,True
,,,,,,,,,,,,,,,,,,1.455785,,,,,,,,,,,,,,,c5941589-40f6-4335-85d0-72830a0367fb,52,,"[60.0, 40.0]",3754234,1,,True,,,2.4035897,,Right Foot,,,,"[33.5, 64.1]",,Ground Pass,,35.819828,,,,Toby Alderweireld,20005.0,,,,,,Kick Off,1,From Kick Off,Harry Kane,10955.0,Center Forward,5,Tottenham Hotspur,38,['8d55df7f-aab6-437e-9eee-650c286e9666'],55,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:55.972,Pass,
,,,,,,,,,,,,,,,,,,1.850289,,,,,,,,,,,,,,,bf2d8250-de18-418a-8080-7eff7728a5ab,54,,"[33.5, 64.1]",3754234,1,,True,,,0.039254747,,Right Foot,,,,"[66.6, 65.4]",,High Pass,,33.12552,,,,Erik Lamela,3585.0,,,,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,5,Tottenham Hotspur,38,['3566fafb-6c1a-4327-8810-40eb0da0a2e6'],57,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:57.940,Pass,
,,,,,,,,,,,,,,,,,,0.234985,,,,,,,,,,,,,,,d70924c7-1afb-4d66-b641-4ebf7d766af3,56,,"[66.6, 65.4]",3754234,1,,,,,-2.8480036,,Left Foot,,,,"[62.3, 64.1]",,Ground Pass,,4.4922156,,Incomplete,,,,,,,,,,1,From Kick Off,Erik Lamela,3585.0,Right Wing,5,Tottenham Hotspur,38,['da47e61a-3912-467a-8f26-71be0a3aa019'],59,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:59.790,Pass,
,,,,,,,,,,,,,,,,,,2.208633,,,,,,,,,,,,,,,86ecc746-a871-4c33-a495-de9b8056c283,58,,"[61.3, 80.0]",3754234,2,,,,,-0.20864509,,,,,,"[92.0, 73.5]",,High Pass,,31.380568,,,,Harry Kane,10955.0,,,,,,Throw-in,1,From Throw In,Kyle Walker,3205.0,Right Back,6,Tottenham Hotspur,38,['a5954a12-e087-4043-8e70-2f4324664a00'],18,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:18.100,Pass,
,,,,,,,,,,,,,,,,,,0.926491,,,,,,,,,,,,,,,796d4c14-da7e-48cf-aa14-cd9cea0bcd79,66,,"[93.6, 80.0]",3754234,2,,,,,-2.1553977,,,,,,"[89.1, 73.2]",,High Pass,,8.15414,,,,Christian Dannemann Eriksen,3043.0,,,,,,Throw-in,1,From Throw In,Kyle Walker,3205.0,Right Back,7,Tottenham Hotspur,38,['1c581465-bb8e-4860-aabc-638c5c93a085'],38,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:38.169,Pass,
,,,,,,,,,,,,,,,,,,1.470914,,,,,,,,,,,,,,,13dbd52c-2999-4eb2-8dae-def0d55f7674,69,,"[89.1, 73.2]",3754234,2,,,,,2.113986,,Right Foot,,,,"[85.9, 78.5]",,High Pass,,6.1911225,,,,Kyle Walker,3205.0,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Left Wing,7,Tottenham Hotspur,38,['c0a4ba0b-4a53-42bb-ae67-3330b2bc558b'],39,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:39.153,Pass,
,,,,,,,,,,,,,,,,,,2.688617,,,,,,,,,,,,,,,1dd6927f-11fd-4de9-8f86-c79915b666b5,73,,"[69.3, 76.7]",3754234,2,,,,,-2.967216,,Right Foot,,,,"[30.7, 69.9]",,Ground Pass,,39.194386,,,,Toby Alderweireld,20005.0,,,,,,,1,From Throw In,Kyle Walker,3205.0,Right Back,7,Tottenham Hotspur,38,"['b210848f-bb9f-4ccf-9c0c-555b554402fa', 'c5deffc4-3ff5-428c-94fe-ceb97bcc9ef9']",43,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:43.453,Pass,True
,,,,,,,,,,,,,,,,,,2.252249,,,,,,,,,,,,,,,256ffa0d-39bc-43b5-b1f6-a39f8f982219,76,,"[30.7, 69.9]",3754234,2,,,,,-2.2703843,,Left Foot,,,,"[13.7, 49.7]",,Ground Pass,,26.401516,,,,Hugo Lloris,3099.0,,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,7,Tottenham Hotspur,38,['182a6902-a5ad-48d0-82f5-1c1e57f59793'],46,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:46.428,Pass,
,,,,,,,,,,,,,,,,,,2.724426,,,,,,,,,,,,,,,61e9a612-05f2-462a-8dd2-dc64114ab1b2,79,,"[15.3, 52.2]",3754234,2,,,,,0.15304,,Left Foot,,,,"[73.0, 61.1]",,High Pass,,58.38236,,Pass Offside,,Erik Lamela,3585.0,,,,,,,1,From Throw In,Hugo Lloris,3099.0,Goalkeeper,7,Tottenham Hotspur,38,"['1c989ebe-e19c-40ab-ae80-db3b3548c6cd', '7952b234-a70f-4457-93c5-d1c70ee11ff4']",48,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:48.680,Pass,True
,,,,,,,,,,,,,,,,,,3.385277,,,,,,,,,,,,,,,af7941a5-b5b1-48a5-b506-dca3b78c059c,81,,"[47.1, 18.5]",3754234,3,,,,,0.18546847,,Right Foot,,,,"[97.2, 27.9]",,High Pass,,50.97421,,Incomplete,,Glenn Murray,3085.0,,,,,,Free Kick,1,From Free Kick,Artur Boruc,20074.0,Goalkeeper,8,AFC Bournemouth,28,"['8596469f-c867-4571-bea9-a29cf7e1bf81', 'c0159f01-b294-40df-9614-ab8aa878760d']",15,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:15.200,Pass,
,,,,,,,,,,,,,,,,,,1.106935,,,,,,,,,,,,,,,8596469f-c867-4571-bea9-a29cf7e1bf81,83,,"[22.9, 52.2]",3754234,3,,,,,0.09445494,,Head,,,,"[41.9, 54.0]",,High Pass,,19.085073,,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Toby Alderweireld,20005.0,Right Center Back,8,AFC Bournemouth,28,"['49ca2633-22ad-4afc-af58-dd94010254cb', 'af7941a5-b5b1-48a5-b506-dca3b78c059c']",18,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:18.585,Pass,
,,,,,,,,,,,,,,,,,,2.58818,,,,,,,,,,,,,,,49ca2633-22ad-4afc-af58-dd94010254cb,84,,"[78.2, 26.1]",3754234,3,,,,,-1.4956244,,Left Foot,,,,"[80.0, 2.2]",,Ground Pass,,23.967686,,Incomplete,,Charlie Daniels,3345.0,,,,,,Recovery,1,From Free Kick,Dan Gosling,3343.0,Left Defensive Midfield,8,AFC Bournemouth,28,"['32d202e2-cd39-432a-b199-4cb335b13963', '8596469f-c867-4571-bea9-a29cf7e1bf81', 'd200b380-a08a-4348-8330-da97412ea8cf']",19,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:19.692,Pass,
,,,,,,,,,,,,,,,,,,0.771149,,,,,,,,,,,,,,,d200b380-a08a-4348-8330-da97412ea8cf,86,,"[40.1, 77.9]",3754234,3,,,,,-2.235571,,Left Foot,,,,"[34.3, 70.5]",,Ground Pass,,9.402127,,,,Eric Dier,10956.0,,,,,,Recovery,1,From Free Kick,Erik Lamela,3585.0,Right Wing,8,AFC Bournemouth,28,"['49ca2633-22ad-4afc-af58-dd94010254cb', 'cd32dbf6-6f84-443c-8681-81774f3b6ffb']",22,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:22.281,Pass,
,,,,,,,,,,,,,,,,,,1.059346,,,,,,,,,,,,,,,86ecc65c-68d5-48f3-bc03-57326ee3f31e,94,,"[95.1, 10.0]",3754234,3,,,,,-0.8858343,,Right Foot,,,,"[100.9, 2.9]",,Ground Pass,,9.167879,,,,Marc Pugh,3646.0,,,,,,,1,From Free Kick,Glenn Murray,3085.0,Center Forward,8,AFC Bournemouth,28,['42dcc8eb-eecd-42b5-9cd5-866a7e6b26f8'],28,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:28.010,Pass,
,,,,,,,,,,,,,,,,,,0.745249,,,,,,,,,,,,,,,0ae5f3e6-94ec-4316-b872-ef4ab438fad6,102,,"[61.8, 59.5]",3754234,3,,,,,-0.2896331,,Left Foot,,,,"[76.9, 55.0]",,Ground Pass,,15.7562685,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,1,From Free Kick,Erik Lamela,3585.0,Right Wing,8,AFC Bournemouth,28,['828fa9bb-7427-46ee-b913-a85a5dea1d2f'],39,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:39.573,Pass,
,,,,,,,,,,,,,,,,,,1.946211,,,,,,,,,,,,,,,59f7e6ef-96ee-4daf-8868-84a945f4c6ec,111,,"[39.3, 12.5]",3754234,3,,True,,,0.8427371,,Right Foot,,,,"[54.9, 30.0]",,Ground Pass,,23.443762,,,,Dan Gosling,3343.0,,,,,,Free Kick,1,From Free Kick,Sylvain Distin,40218.0,Left Center Back,9,AFC Bournemouth,28,['aa5628e2-fa28-409e-99ff-f6d9086ee340'],58,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:03:58.305,Pass,
,,,,,,,,,,,,,,,,,,1.611736,,,,,,,,,,,,,,,3de5f5bf-804c-4f8a-97e5-1c1a7eca82f3,113,,"[54.9, 30.4]",3754234,4,,,,,-2.7253234,,Left Foot,,,,"[35.9, 22.0]",,Ground Pass,,20.774023,,,,Sylvain Distin,40218.0,,,,,,,1,From Free Kick,Dan Gosling,3343.0,Left Defensive Midfield,9,AFC Bournemouth,28,['e925a414-ede4-4df7-b013-56b691989b15'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:00.291,Pass,
,,,,,,,,,,,,,,,,,,1.510382,,,,,,,,,,,,,,,efa50df1-fb6f-4231-87c5-e1df9772ec43,117,,"[34.9, 22.0]",3754234,4,,,,,2.7023304,,Left Foot,,,,"[18.3, 29.8]",,Ground Pass,,18.341211,,,,Artur Boruc,20074.0,,,,,,,1,From Free Kick,Sylvain Distin,40218.0,Left Center Back,9,AFC Bournemouth,28,['4f41068a-f6fa-4d86-b0a0-352f37ee9977'],3,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:03.201,Pass,
,,,,,,,,,,,,,,,,,,3.324067,,,,,,,,,,,,,,,932a849a-1b7e-40af-b04d-75b7c4a5db29,120,,"[18.3, 29.8]",3754234,4,,,,,0.0948473,,Right Foot,,,,"[63.5, 34.1]",,High Pass,,45.404076,,,,Joshua King,3346.0,,,,,,,1,From Free Kick,Artur Boruc,20074.0,Goalkeeper,9,AFC Bournemouth,28,['11b2a6ac-7ddc-419d-b94a-e7ba2cb4af4e'],4,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:04.751,Pass,
,,,,,,,,,,,,,,,,,,0.719543,,,,,,,,,,,,,,,b2451a62-c77a-41ff-8435-0e3432ab6fc1,123,,"[63.3, 34.1]",3754234,4,,,,True,0.9760371,,,,,,"[67.9, 40.9]",,Low Pass,,8.20975,,,,Glenn Murray,3085.0,,,,,,,1,From Free Kick,Joshua King,3346.0,Center Attacking Midfield,9,AFC Bournemouth,28,"['098f3ee3-ac87-4dd1-8670-14c4bcdafbec', '84743cdd-7731-450e-9646-b0b5d9258744']",8,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:08.075,Pass,True
,,,,,,,,,,,,,,,,,,3.494079,,,,,,,,,,,,,,,e3674664-38a2-4d4c-aed8-316231718937,127,,"[70.2, 39.6]",3754234,4,,,,,0.6893722,,Right Foot,,,,"[101.5, 65.4]",,High Pass,,40.562668,,Incomplete,,Joshua King,3346.0,,,,,,,1,From Free Kick,Glenn Murray,3085.0,Center Forward,9,AFC Bournemouth,28,"['cba377a3-bf2b-4626-aeb9-f1b2ce056dd2', 'edeb0c35-6d38-4d02-8c90-6f19e13b728b']",9,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:09.874,Pass,
,,,,,,,,,,,,,,,,,,0.625103,,,,,,,,,,,,,,,5e6d4f8b-1aa2-4877-975b-cca153e72fa4,138,,"[115.6, 80.0]",3754234,4,,True,,,-2.711128,,,,,,"[105.8, 75.5]",,Low Pass,,10.783784,,,,Matt Ritchie,3049.0,,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,10,AFC Bournemouth,28,['da720df7-14a0-4577-9354-96fac0f2b0b7'],33,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:33.062,Pass,
,,,,,,,,,,,,,,,,,,1.110666,,,,,,,,,,,,,,,2b7b610c-e8e3-416f-a439-fb3f05766ab6,140,,"[105.8, 75.5]",3754234,4,,,,,2.2605963,,Right Foot,,,,"[102.5, 79.5]",,Low Pass,,5.185557,,,,Simon Francis,3608.0,,,,,,,1,From Throw In,Matt Ritchie,3049.0,Right Midfield,10,AFC Bournemouth,28,['93f40798-4cc5-4a3b-9e50-08b62b408ba3'],34,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:34.162,Pass,
,,,,,,,,,,,,,,,,,,0.784256,,,,,,,,,,,,,,,6ddf4246-555a-4751-8a9e-d2341324b850,143,,"[102.5, 79.5]",3754234,4,,,,,-2.2183874,,Right Foot,,,,"[96.6, 71.7]",,Ground Pass,,9.780082,,,,Dan Gosling,3343.0,,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,10,AFC Bournemouth,28,['19f3e65a-fe89-4519-be1b-3aa8868da9a0'],35,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:04:35.926,Pass,
