50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.492794,,,,,,,,,,,,,,20e89f44-c793-40be-9cb1-65c3d952f943,31,,"[115.3, 14.7]",3754320,0,,,,,1.6767807,,Left Foot,True,,"[112.8, 38.2]",,High Pass,,23.632605,Incomplete,,Shane Long,3842.0,,,,,,,1,From Kick Off,Ryan Bertrand,20045.0,Left Back,2,Southampton,25,"['484c8ffb-a1b7-4cb2-b0de-a5de40eb55df', '7819bbbe-5d99-4688-a131-306690d479de', 'a656c05b-f94e-49ff-8a5a-1b3567d301fb']",23,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:23.391,Pass,True
,,,,,,,,,,,,,,,1.297584,,,,,,,,,,,,,,594e83bb-b201-4c10-9c51-200be1723fc1,34,,"[27.7, 57.7]",3754320,0,,,,,0.1381865,,Left Foot,,,"[42.8, 59.8]",,High Pass,,15.245327,Incomplete,,Wilfried Guemiand Bony,3598.0,,,,,,Recovery,1,From Kick Off,Kelechi Promise Iheanacho,3708.0,Right Center Forward,2,Southampton,25,"['799368c1-c3ab-436d-b1ec-dcbbfa5e5ff1', 'b7ec2664-c3b5-4b39-bec7-ddec287002d1']",27,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:27.138,Pass,
,,,,,,,,,,,,,,,1.186605,,,,,,,,,,,,,,799368c1-c3ab-436d-b1ec-dcbbfa5e5ff1,36,,"[77.3, 20.3]",3754320,0,,,,,0.699317,,Head,,,"[88.0, 29.3]",,Low Pass,,13.981773,,,Victor Wanyama,3098.0,,,,,,Interception,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,"['594e83bb-b201-4c10-9c51-200be1723fc1', 'fa80c977-5f2b-4ede-a984-2acb12656df0']",28,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:28.436,Pass,
,,,,,,,,,,,,,,,4.057629,,,,,,,,,,,,,,6efa795b-e03d-4dca-b8fc-7c41f223fdc0,41,,"[28.3, 50.2]",3754320,0,,,,,-1.2547891,,Right Foot,,,"[43.7, 3.1]",,Low Pass,,49.553707,Incomplete,,Raheem Sterling,3233.0,,,True,,,Recovery,1,From Kick Off,Fernando Luiz Rosa,3054.0,Right Center Midfield,2,Southampton,25,"['127fece9-bc7b-4365-be98-906eb75d7be2', '674a3dde-153d-4bb4-92e5-09c7944dde36']",31,,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:31.300,Pass,
,,,,,,,,,,,,,,,1.321258,,,,,,,,,,,,,,a0d06e45-0f59-45f6-85f9-9da542b50a0f,46,,"[79.2, 78.9]",3754320,0,,,,,-2.9959643,,Right Foot,,,"[71.7, 77.8]",,Ground Pass,,7.5802374,,,Rhu-endly Martina,3590.0,,,,,,,1,From Kick Off,Sadio Mané,3629.0,Right Wing,2,Southampton,25,['11c10b39-a0dc-4b7c-9bba-2807ebe52f01'],39,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:39.700,Pass,
,,,,,,,,,,,,,,,1.980163,,,,,,,,,,,,,,bc972fea-2b1c-42ad-9f4a-4224e7bb277d,49,,"[71.9, 77.8]",3754320,0,,,,,-2.3506696,,Right Foot,,,"[53.9, 59.6]",,Ground Pass,,25.597656,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,From Kick Off,Rhu-endly Martina,3590.0,Right Back,2,Southampton,25,['c848f24d-4065-4bb7-a481-6a7b99ac9f41'],42,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:42.084,Pass,
,,,,,,,,,,,,,,,2.49164,,,,,,,,,,,,,,eca3e1cd-fb0f-43c6-9b1f-7cb98d3afafe,52,,"[53.7, 60.7]",3754320,0,,,,,-1.7434778,,Right Foot,,,"[47.7, 26.3]",,Ground Pass,,34.919334,,,Virgil van Dijk,3669.0,,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['6df62548-4da2-4a96-9368-6459832ee0b4'],46,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:46.850,Pass,
,,,,,,,,,,,,,,,4.371392,,,,,,,,,,,,,,fbe98e96-afdc-48b8-9edf-20afffa95494,55,,"[47.3, 29.7]",3754320,0,,,,,0.6460851,,Right Foot,,,"[109.1, 76.3]",,High Pass,,77.40026,,,Sadio Mané,3629.0,,,True,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,['f32b4b3d-028a-49f0-b674-ad7284ffa07c'],49,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:49.965,Pass,
,,,,,,,,,,,,,,,2.229893,,,,,,,,,,,,,,41eb3b53-8fa2-4161-8d1d-558ced4d42ea,58,,"[112.1, 74.9]",3754320,0,,,,,-1.6342033,,Right Foot,True,,"[109.7, 37.1]",,High Pass,,37.876114,Incomplete,,Shane Long,3842.0,,,,,,,1,From Kick Off,Sadio Mané,3629.0,Right Wing,2,Southampton,25,"['c9ac0b6c-36c6-4071-b205-6e7888b6acc2', 'e48f326f-49d1-409f-8fa5-962e7ad17c29']",56,,,,,,,,,,,,,,,,,,,Southampton,25,00:00:56.226,Pass,
,,,,,,,,,,,,,,,0.943918,,,,,,,,,,,,,,61c47471-4722-4223-802b-d886ad882d1a,66,,"[85.2, 47.9]",3754320,1,,,,,2.9539528,,Right Foot,,,"[77.3, 49.4]",,Ground Pass,,8.041144,,,Victor Wanyama,3098.0,,,,,,Recovery,1,From Kick Off,Rhu-endly Martina,3590.0,Right Back,2,Southampton,25,"['73f2a2f4-e9f8-4cac-97e8-cdf7e2ba11f2', 'dd7877b1-eae2-46a6-b974-8987066d9924']",5,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:05.487,Pass,True
,,,,,,,,,,,,,,,1.929397,,,,,,,,,,,,,,fac3816e-3fe2-4e00-9715-e491162b815a,69,,"[77.3, 49.6]",3754320,1,,,,,0.9979288,,Right Foot,,,"[92.2, 72.7]",,Ground Pass,,27.488543,,,Sadio Mané,3629.0,,,,,,,1,From Kick Off,Victor Wanyama,3098.0,Right Center Midfield,2,Southampton,25,['68298a50-1ad3-402e-8972-775e770700ef'],6,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:06.471,Pass,
,,,,,,,,,,,,,,,0.934842,,,,,,,,,,,,,,a66fed9f-6ebf-4083-90bb-7f4c58c90625,72,,"[91.6, 72.9]",3754320,1,,,,,0.029620964,,Right Foot,,,"[105.1, 73.3]",,Ground Pass,,13.505924,,,Dušan Tadić,3831.0,,,,,,,1,From Kick Off,Sadio Mané,3629.0,Right Wing,2,Southampton,25,['dc53494f-4280-4b61-a090-5cdcfb9b2d67'],9,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:09.383,Pass,
,,,,,,,,,,,,,,,1.397242,,,,,,,,,,,,,,3fae6f67-df98-49c3-be37-3695884a9cf3,76,,"[104.9, 72.7]",3754320,1,,,,,-1.9325255,59af7477-d48f-45d0-be70-664c97d4b835,Left Foot,,,"[99.3, 57.9]",,Ground Pass,,15.824033,,,Sadio Mané,3629.0,True,,,,,,1,From Kick Off,Dušan Tadić,3831.0,Left Wing,2,Southampton,25,"['0bb842b8-4f04-41ee-81b3-15cc8a6f2789', 'ba6028ef-411c-4a32-b13f-21efe98f05d9']",12,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:12.429,Pass,True
,,,,,,,,,,,,,,,1.260319,,,,,,,,,,,,,,36bacadc-a6d7-4235-ab05-754b3d2b2bf7,81,,"[23.2, 24.7]",3754320,1,,True,,,1.4371239,,Keeper Arm,,,"[28.7, 65.6]",,Ground Pass,,41.268147,,,Nicolás Hernán Otamendi,3090.0,,,True,,,,1,From Keeper,Joe Hart,3291.0,Goalkeeper,4,Manchester City,36,['1fb2ca51-de75-4d6b-926b-8dad2d8ca140'],31,,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:31.588,Pass,
,,,,,,,,,,,,,,,1.59052,,,,,,,,,,,,,,95a01579-dc94-4e96-95da-9732ce73f0c5,83,,"[28.3, 63.7]",3754320,1,,,,,-0.2387323,,Right Foot,,,"[69.8, 53.6]",,High Pass,,42.711357,,,Wilfried Guemiand Bony,3598.0,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,5,Manchester City,36,['627fb03f-40c3-48f1-88e8-ef05da8b0da4'],33,,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:33.680,Pass,
,,,,,,,,,,,,,,,0.900096,,,,,,,,,,,,,,d1b55776-53cd-4721-acb8-fcccdc012df1,88,,"[51.2, 0.1]",3754320,1,,True,,,0.4202958,,,,,"[69.1, 8.1]",,Low Pass,,19.606377,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Ryan Bertrand,20045.0,Left Back,6,Southampton,25,['5150e2dc-e6cb-40a4-9ec4-9f69916c8f40'],50,,,,,,,,,,,,,,,,,,,Southampton,25,00:01:50.124,Pass,
,,,,,,,,,,,,,,,0.779696,,,,,,,,,,,,,,5150e2dc-e6cb-40a4-9ec4-9f69916c8f40,89,,"[51.0, 72.0]",3754320,1,,True,,,0.09709631,,Right Foot,,,"[66.4, 73.5]",,Ground Pass,,15.472879,,,Samir Nasri,20253.0,,,,,,Recovery,1,Regular Play,Fernando Luiz Rosa,3054.0,Right Center Midfield,7,Manchester City,36,"['d1b55776-53cd-4721-acb8-fcccdc012df1', 'daa8a67d-04bd-465d-af08-269a9448ec03']",51,,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:51.024,Pass,
,,,,,,,,,,,,,,,3.342155,,,,,,,,,,,,,,ef76acaf-e6bd-478d-94e0-db356424ccfb,92,,"[63.4, 73.1]",3754320,1,,,,,-1.5458794,,Right Foot,,,"[64.2, 41.0]",,Low Pass,,32.109966,,,Fabian Delph,4597.0,,,,,,,1,Regular Play,Samir Nasri,20253.0,Right Midfield,7,Manchester City,36,"['31ad6430-4a1e-4817-a616-519691a40ae6', 'ff4ed20e-f961-4925-aaea-c61a4ec97adb']",52,,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:52.952,Pass,True
,,,,,,,,,,,,,,,2.436727,,,,,,,,,,,,,,cd68df92-a484-4722-872a-cb910c262ed4,95,,"[63.8, 37.2]",3754320,1,,,,,-1.6433958,,Left Foot,,,"[61.4, 4.2]",,Ground Pass,,33.08716,,,Aleksandar Kolarov,5596.0,,,,,,,1,Regular Play,Fabian Delph,4597.0,Left Center Midfield,7,Manchester City,36,['00c3ad9d-9aeb-4cdd-8a42-1938183365ba'],57,,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:57.513,Pass,
,,,,,,,,,,,,,,,1.593265,,,,,,,,,,,,,,6d997a8e-df9f-4ee6-bbb4-4f718358c371,99,,"[63.2, 4.2]",3754320,2,,,,,2.5422528,,Left Foot,,,"[53.1, 11.1]",,Ground Pass,,12.231925,,,Fabian Delph,4597.0,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,7,Manchester City,36,"['3cc949b2-cea2-4de9-b64b-3430a9beab35', 'e3a4ac95-84aa-438d-a7bd-0287b1e64aed']",0,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:00.909,Pass,True
,,,,,,,,,,,,,,,1.673146,,,,,,,,,,,,,,976d1127-fd6b-448c-a70e-35ec2c6848c1,103,,"[50.1, 10.4]",3754320,2,,,,,2.7114253,,Right Foot,,,"[41.6, 14.3]",,Ground Pass,,9.352005,,,Eliaquim Mangala,3389.0,,,,,,,1,Regular Play,Fabian Delph,4597.0,Left Center Midfield,7,Manchester City,36,"['b9024283-d7dc-4c8e-8d84-e99b63166fb4', 'cc7881a8-24f4-4e09-b800-fcc5bbd5369f']",3,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:03.070,Pass,True
,,,,,,,,,,,,,,,1.26627,,,,,,,,,,,,,,1c5c38dd-3a34-4c2c-80f2-d061540527bb,106,,"[49.9, 28.6]",3754320,2,,,,,-0.2754261,,Right Foot,,,"[59.1, 26.0]",,Ground Pass,,9.560335,,,Fernando Luiz Rosa,3054.0,,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,7,Manchester City,36,['7bc137ec-1cc8-4e32-b991-c02066c59ef5'],6,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:06.812,Pass,
,,,,,,,,,,,,,,,0.995976,,,,,,,,,,,,,,f2ec457c-c78e-4fae-83c8-5a08ccff7adc,110,,"[62.5, 22.8]",3754320,2,,,,,-0.41190103,,Right Foot,,,"[72.8, 18.3]",,Ground Pass,,11.240107,,,Raheem Sterling,3233.0,,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Right Center Midfield,7,Manchester City,36,"['dba3953d-1c58-49a8-83d1-ed3e68a568ba', 'f4ed0f41-3b7a-4915-801d-8bb9c3e9f392']",8,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:08.850,Pass,True
,,,,,,,,,,,,,,,2.137818,,,,,,,,,,,,,,4e5aaa87-e315-4365-800f-3fe2ad094b14,114,,"[85.6, 25.2]",3754320,2,,,,,-1.2326539,,Right Foot,,,"[92.0, 7.0]",,Ground Pass,,19.292486,,,Aleksandar Kolarov,5596.0,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Midfield,7,Manchester City,36,['bfb8b058-136c-458c-abb2-8368e4bf928f'],12,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:12.602,Pass,
,,,,,,,,,,,,,,,1.530683,,,,,,,,,,,,,,51804ddf-b65c-4313-8bd2-5806f2e0855b,118,,"[95.2, 6.1]",3754320,2,,,,,2.558516,,Left Foot,,,"[85.8, 12.3]",,Ground Pass,,11.2605505,,,Fabian Delph,4597.0,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,7,Manchester City,36,"['2bb263fc-fc05-4fd4-b099-c5577f64c91f', '8d188fd4-12b2-43ce-bb8c-016a40894fe9']",16,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:16.970,Pass,True
,,,,,,,,,,,,,,,1.135666,,,,,,,,,,,,,,4748dadd-6aac-40a6-af1e-b5a2a7c5a3b6,121,,"[85.6, 12.1]",3754320,2,,,,,2.0828393,,Left Foot,,,"[77.9, 25.8]",,Ground Pass,,15.715597,,,Fernando Luiz Rosa,3054.0,,,,,,,1,Regular Play,Fabian Delph,4597.0,Left Center Midfield,7,Manchester City,36,['42c07985-d9b6-4b12-b4e9-61bc041d2c7e'],19,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:19.480,Pass,
,,,,,,,,,,,,,,,1.900331,,,,,,,,,,,,,,44de0060-bfa2-478d-bccd-bff4c4a49970,124,,"[72.6, 27.5]",3754320,2,,,,,1.483849,,Right Foot,,,"[76.2, 68.8]",,Low Pass,,41.456604,,,Pablo Javier Zabaleta Girod,3052.0,,,True,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Right Center Midfield,7,Manchester City,36,['d2c320ee-f702-4344-9766-430813f56369'],22,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:22.068,Pass,
,,,,,,,,,,,,,,,1.12091,,,,,,,,,,,,,,1066b3ee-5e25-4962-916d-6703cd896107,127,,"[74.9, 68.0]",3754320,2,,,,,0.35399744,,Left Foot,,,"[84.1, 71.4]",,Ground Pass,,9.80816,,,Samir Nasri,20253.0,,,,,,,1,Regular Play,Pablo Javier Zabaleta Girod,3052.0,Right Back,7,Manchester City,36,['c5128570-ddab-4c85-b253-31219e6663b5'],25,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:25.437,Pass,
,,,,,,,,,,,,,,,2.160413,,,,,,,,,,,,,,efb1f42c-f81b-4a4a-a07f-6cf3de3b89ed,131,,"[84.6, 65.2]",3754320,2,,,,,-1.8647308,,Right Foot,,,"[73.4, 28.2]",,Ground Pass,,38.657986,,,Fabian Delph,4597.0,,,,,,,1,Regular Play,Samir Nasri,20253.0,Right Midfield,7,Manchester City,36,"['0baeb167-40c9-44e2-8b07-ae4abc3703c7', '1e0ec942-9f73-453d-9a82-8a6c87803680']",30,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:30.967,Pass,True
,,,,,,,,,,,,,,,0.762059,,,,,,,,,,,,,,2d5de49d-6994-4efe-958e-fc88ce6991fc,134,,"[73.0, 26.9]",3754320,2,,,,,-0.33473682,,Left Foot,,,"[82.2, 23.7]",,Ground Pass,,9.740637,,,Raheem Sterling,3233.0,,,,,,,1,Regular Play,Fabian Delph,4597.0,Left Center Midfield,7,Manchester City,36,['89e86ba7-79b2-43ae-b728-e926daf91ffc'],34,,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:34.122,Pass,
