50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.576037,,,,,,,,,,,,,ee8a2662-9d3d-487a-81d3-afd108cc9acf,19,,"[32.9, 72.9]",3754274,0,True,,,-0.5754247,,Right Foot,,,"[40.3, 68.1]",,Ground Pass,,8.820431,,,,,Andrew Surman,3344.0,,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Center Back,4,AFC Bournemouth,28,['d27576c5-a277-4466-9798-40e3fefaa6f6'],18,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:18.123,Pass,
,,,,,,,,,,,,,,,,,1.260731,,,,,,,,,,,,,633db3e3-722f-488d-8b75-52fdff60ef6c,21,,"[40.3, 68.1]",3754274,0,,,,2.437979,,Left Foot,,,"[33.7, 73.7]",,Ground Pass,,8.655634,,,,,Simon Francis,3608.0,,,,,,,1,From Free Kick,Andrew Surman,3344.0,Center Defensive Midfield,4,AFC Bournemouth,28,['385c9e41-354e-42b5-a33d-f3f6614c8bec'],20,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:20.705,Pass,
,,,,,,,,,,,,,,,,,1.99207,,,,,,,,,,,,,abc031a5-86bc-47f2-85b7-07dc8398b33c,24,,"[33.7, 73.7]",3754274,0,,,,-2.15795,,Right Foot,,,"[15.6, 46.5]",,Ground Pass,,32.671852,,,,,Artur Boruc,20074.0,,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Center Back,4,AFC Bournemouth,28,['81f92032-e0b2-4043-9234-c056557a3ef9'],23,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:23.041,Pass,
,,,,,,,,,,,,,,,,,1.953575,,,,,,,,,,,,,3dcadfd5-fa92-4523-b7d2-1d6bec92a192,27,,"[16.2, 46.5]",3754274,0,,,,0.93226206,,Left Foot,,,"[30.6, 65.9]",,Ground Pass,,24.160297,,,,,Simon Francis,3608.0,,,,,,,1,From Free Kick,Artur Boruc,20074.0,Goalkeeper,4,AFC Bournemouth,28,['de300895-8cd1-42d3-b227-31105ffa4b73'],26,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:26.273,Pass,
,,,,,,,,,,,,,,,,,0.617529,,,,,,,,,,,,,df9b97ca-1e71-4908-ab75-15a9ee10e6ed,31,,"[59.2, 70.1]",3754274,0,,,,-0.28897542,,Right Foot,,,"[70.3, 66.8]",,Low Pass,,11.580155,,,,,Junior Stanislas,3463.0,,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Center Back,4,AFC Bournemouth,28,"['aecbb13a-bbb3-4333-9543-46cfa3ad55ab', 'ccd08e62-5bb9-491f-bff4-29e20d91acb7']",33,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:33.606,Pass,True
,,,,,,,,,,,,,,,,,1.222983,,,,,,,,,,,,,a21ec6ff-bae2-49dd-a17b-2d54b26a253e,34,,"[69.8, 66.6]",3754274,0,,,,0.95054686,,Right Foot,,,"[77.3, 77.1]",,Low Pass,,12.903488,,,,,Simon Francis,3608.0,,,,,,,1,From Free Kick,Junior Stanislas,3463.0,Right Midfield,4,AFC Bournemouth,28,['09b6908a-09f3-49dd-aef6-204e57d11297'],34,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:34.919,Pass,
,,,,,,,,,,,,,,,,,0.897828,,,,,,,,,,,,,22c675a5-1382-4c59-94b1-2c5d73b7520d,37,,"[77.3, 77.1]",3754274,0,,,,0.08178438,,Right Foot,,,"[83.4, 77.6]",,High Pass,,6.1204576,,,,,Benik Afobe,3278.0,,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Center Back,4,AFC Bournemouth,28,['8c208c11-f0bd-49f0-8aef-2b69395cd176'],36,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:36.162,Pass,
,,,,,,,,,,,,,,,,,0.994223,,,,,,,,,,,,,3f6b39dc-d6c7-424d-a7a2-99170243134c,46,,"[48.2, 5.0]",3754274,0,,,,0.92092586,,Right Foot,,,"[52.0, 10.0]",,Ground Pass,,6.2801275,,,,,Ibrahim Afellay,4891.0,,,,,,,1,From Counter,Mame Biram Diouf,3603.0,Left Wing,5,Stoke City,30,"['b5a5e8f3-b968-47a4-b37f-cc9740aa0655', 'ce981956-b605-4fb2-aac5-71a0e1d51ac3']",39,,,,,,,,,,,,,,,,,Stoke City,30,00:00:39.146,Pass,True
,,,,,,,,,,,,,,,,,0.899728,,,,,,,,,,,,,4f126406-3a71-4aec-b35b-01d7c288218d,49,,"[55.7, 14.9]",3754274,0,,,,1.1071488,,Right Foot,,,"[63.1, 29.7]",,Ground Pass,,16.546904,,,,,Xherdan Shaqiri,3533.0,,,,,,,1,From Counter,Ibrahim Afellay,4891.0,Center Attacking Midfield,5,Stoke City,30,['d8e7e0dc-6c44-41ae-9650-a0818c0dab11'],40,,,,,,,,,,,,,,,,,Stoke City,30,00:00:40.856,Pass,
,,,,,,,,,,,,,,,,,1.257383,,,,,,,,,,,,,fa2e0fee-7110-429d-b1e3-e03e7a23e321,58,,"[56.5, 43.2]",3754274,0,,,,-1.8826787,,Left Foot,,,"[50.6, 24.9]",,Ground Pass,,19.227585,,,,,Charlie Daniels,3345.0,,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,6,AFC Bournemouth,28,['66f60a9a-c7d1-462c-8fbf-cd6059a9a8af'],47,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:47.320,Pass,
,,,,,,,,,,,,,,,,,0.975939,,,,,,,,,,,,,9c4f9d86-0167-4ab1-bf1a-9eef632d7234,62,,"[65.8, 11.6]",3754274,0,,,,-0.8143756,,Left Foot,,,"[72.5, 4.5]",,Ground Pass,,9.762172,,,,,Marc Pugh,3646.0,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,6,AFC Bournemouth,28,"['2cb09bde-101e-4ba4-a53d-a33e0b33fa89', '3f897eb7-4129-4e96-b2ab-d5bace5f8730']",50,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:50.903,Pass,True
,,,,,,,,,,,,,,,,,0.757388,,,,,,,,,,,,,04bdb266-e0c1-4a72-a996-84a690b5203b,65,,"[73.1, 4.5]",3754274,0,,,,0.69044644,,Right Foot,,,"[80.0, 10.2]",,Ground Pass,,8.949861,,,,,Charlie Daniels,3345.0,,,,,,,1,Regular Play,Marc Pugh,3646.0,Left Midfield,6,AFC Bournemouth,28,"['5d5a2b2a-757e-4fb6-a821-68a3c838d745', '66b72245-d571-498d-b5ec-8b512def67b4']",51,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:51.879,Pass,True
,,,,,,,,,,,,,,,,,2.574387,,,,,,,,,,,,,f9625a44-2c42-496a-8f80-49188dc7564c,69,,"[97.2, 6.0]",3754274,0,,,,1.0245153,,Left Foot,True,,"[120.0, 43.5]",,High Pass,,43.88724,,,Out,,Benik Afobe,3278.0,,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,6,AFC Bournemouth,28,"['0ec4bc0d-f372-464d-8a4f-0c6332ece725', '21d4a44d-04f1-4711-8c86-a4f83d36c529']",54,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:54.528,Pass,True
,,,,,,,,,,,,,,,,,3.47954,,,,,,,,,,,,,0b91e9be-6e48-4ca4-843a-57f3dbdc365c,71,,"[6.0, 36.0]",3754274,1,True,,,-0.43439388,,Right Foot,,,"[69.8, 6.4]",,High Pass,,70.33207,,,Incomplete,,Jonathan Walters,3670.0,,,,,,Goal Kick,1,From Goal Kick,Jack Butland,3537.0,Goalkeeper,7,Stoke City,30,"['8226d312-4830-4a1c-b4ad-7e0cfc7d1c84', 'ffdaeb05-6382-4b2d-b4e5-ccf9df3a7aa9']",24,,,,,,,,,,,,,,,,,Stoke City,30,00:01:24.036,Pass,
,,,,,,,,,,,,,,,,,3.377928,,,,,,,,,,,,,14598a77-8ef2-4d09-89d9-97f27df0bb36,75,,"[40.9, 0.1]",3754274,1,True,,,0.08792698,,,,,"[77.2, 3.3]",,High Pass,,36.440773,,,Incomplete,,Jonathan Walters,3670.0,,,,,,Throw-in,1,From Throw In,Erik Pieters,3467.0,Left Back,8,Stoke City,30,"['0fe5f491-ed2c-4e42-b044-7d81fd01cecc', '4c86ce17-ca1b-4014-bb6b-a535aff1e111']",41,,,,,,,,,,,,,,,,,Stoke City,30,00:01:41.957,Pass,
,,,,,,,,,,,,,,,,,1.202782,,,,,,,,,,,,,ca616b28-621c-44c6-adad-7326e1a48d88,79,,"[41.5, 75.1]",3754274,1,True,,,-1.3521274,,Right Foot,,,"[44.7, 60.7]",,Ground Pass,,14.751271,,,,,Andrew Surman,3344.0,,,,,,Free Kick,1,From Free Kick,Adam Smith,6409.0,Right Back,9,AFC Bournemouth,28,['a85aeceb-21ab-440b-bfc7-1ecd2e76bb5a'],51,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:51.451,Pass,
,,,,,,,,,,,,,,,,,2.727429,,,,,,,,,,,,,b405d3b7-e08d-4fb5-883e-b8fe6cf9e2fb,81,,"[49.2, 45.6]",3754274,1,True,,,-1.2746414,,Right Foot,,,"[61.1, 6.6]",,Ground Pass,,40.775116,,,,,Charlie Daniels,3345.0,,,,,,,1,From Free Kick,Andrew Surman,3344.0,Center Defensive Midfield,9,AFC Bournemouth,28,['62b86fec-d291-48b9-bae3-0eee877ca1ed'],54,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:54.624,Pass,
,,,,,,,,,,,,,,,,,1.190315,,,,,,,,,,,,,16382067-1f1b-4eb3-a972-69a0cf63d421,83,,"[61.1, 6.6]",3754274,1,,,,1.1659045,,Left Foot,,,"[64.4, 14.3]",,Ground Pass,,8.377351,,,,,Marc Pugh,3646.0,,,,,,,1,From Free Kick,Charlie Daniels,3345.0,Left Back,9,AFC Bournemouth,28,['162c2cd5-e2ce-4a9a-ae22-88fc5bb8a53d'],58,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:58.046,Pass,
,,,,,,,,,,,,,,,,,2.09429,,,,,,,,,,,,,f4354c74-266f-4fa4-9eda-3b24859eb8d7,86,,"[64.2, 18.2]",3754274,2,,,,1.9086745,,Right Foot,,,"[48.6, 62.6]",,Low Pass,,47.06081,,,,,Simon Francis,3608.0,,,True,,,,1,From Free Kick,Marc Pugh,3646.0,Left Midfield,9,AFC Bournemouth,28,['ddc6f580-dace-4666-9858-b6897179669c'],1,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:01.049,Pass,
,,,,,,,,,,,,,,,,,1.192507,,,,,,,,,,,,,86669f34-ff65-4bac-9df4-60abf3d93fda,89,,"[56.5, 66.0]",3754274,2,,,,1.0115111,,Left Foot,,,"[64.7, 79.1]",,Ground Pass,,15.454773,,,,,Adam Smith,6409.0,,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Center Back,9,AFC Bournemouth,28,['e08114ab-0a58-47cb-851e-385af4458c8b'],4,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:04.920,Pass,
,,,,,,,,,,,,,,,,,0.613879,,,,,,,,,,,,,5972b275-5e3e-443e-b752-a4c08d9f9893,93,,"[64.5, 77.7]",3754274,2,,,,-0.8106029,,Right Foot,,,"[70.3, 71.6]",,Ground Pass,,8.417244,,,Unknown,,Junior Stanislas,3463.0,,,,,,,1,From Free Kick,Adam Smith,6409.0,Right Back,9,AFC Bournemouth,28,"['13fb9d7a-6f0c-4b32-bbaf-15cfee794b33', 'e2ea87d7-5ef0-4514-95b9-cbac1aafdde8']",6,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:06.802,Pass,True
,,,,,,,,,,,,,,,,,1.741781,,,,,,,,,,,,,97174a36-71b0-4620-852f-cb76e53725e9,97,,"[65.1, 77.6]",3754274,2,True,,,-1.7644184,,Right Foot,,,"[63.1, 67.4]",,Ground Pass,,10.394229,,,,,Andrew Surman,3344.0,,,,,,Free Kick,1,From Free Kick,Adam Smith,6409.0,Right Back,10,AFC Bournemouth,28,['0654f7ab-3256-4fbc-8607-a03604934559'],20,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:20.076,Pass,
,,,,,,,,,,,,,,,,,2.120438,,,,,,,,,,,,,7aaaeccf-f810-4f7c-9593-ac1d785596e2,99,,"[61.9, 60.9]",3754274,2,,,,-2.0090384,,Left Foot,,,"[49.2, 33.8]",,Ground Pass,,29.928247,,,,,Steve Cook,3341.0,,,,,,,1,From Free Kick,Andrew Surman,3344.0,Center Defensive Midfield,10,AFC Bournemouth,28,['95185a6e-40b5-42ef-a124-8acd176284b5'],23,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:23.001,Pass,
,,,,,,,,,,,,,,,,,2.385994,,,,,,,,,,,,,6b4af572-7d4d-40b5-acee-6e4860b86ce9,102,,"[56.1, 26.8]",3754274,2,,,,1.640221,,Right Foot,,,"[54.0, 57.0]",,Ground Pass,,30.272924,,,,,Simon Francis,3608.0,,,,,,,1,From Free Kick,Steve Cook,3341.0,Left Center Back,10,AFC Bournemouth,28,['2f9ba301-c17c-4a8c-ba09-dfd6be8f4c9a'],29,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:29.532,Pass,
,,,,,,,,,,,,,,,,,1.003303,,,,,,,,,,,,,a13c01de-bf11-45e9-9fe3-1e997af74dc5,105,,"[55.8, 60.9]",3754274,2,,,,0.21626125,,Right Foot,,,"[69.0, 63.8]",,Ground Pass,,13.514807,,,,,Dan Gosling,3343.0,,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Center Back,10,AFC Bournemouth,28,['873a78aa-2633-4b66-aff5-41e0d2995576'],33,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:33.118,Pass,
,,,,,,,,,,,,,,,,,1.507351,,,,,,,,,,,,,38116703-78f8-4f28-a986-403cf0e7dcd7,108,,"[68.3, 64.8]",3754274,2,,,,3.0663922,,Right Foot,,,"[53.7, 65.9]",,Ground Pass,,14.641379,,,,,Simon Francis,3608.0,,,,,,,1,From Free Kick,Dan Gosling,3343.0,Right Center Midfield,10,AFC Bournemouth,28,"['6b18f1f2-650c-461b-82b8-49025fce0568', '9b059bab-98ec-4f20-812c-4dacc7fcf43a']",34,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:34.122,Pass,True
,,,,,,,,,,,,,,,,,1.511105,,,,,,,,,,,,,d797b206-2b44-480e-8711-31888b372df0,111,,"[56.7, 68.7]",3754274,2,,,,0.07070348,,Right Foot,,,"[92.0, 71.2]",,High Pass,,35.388416,,,,,Benik Afobe,3278.0,,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Center Back,10,AFC Bournemouth,28,['3741b7b2-64d7-4bca-bebf-6356dca35b1a'],36,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:36.892,Pass,
,,,,,,,,,,,,,,,,,1.688796,,,,,,,,,,,,,e9543ecb-8586-479e-a004-7b73802147c0,119,,"[25.1, 5.0]",3754274,2,,,,-0.09966865,,Left Foot,,,"[58.1, 1.7]",,High Pass,,33.16459,,,Incomplete,,Ibrahim Afellay,4891.0,,,,,,,1,From Free Kick,Marc Muniesa Martínez,6560.0,Left Center Back,10,AFC Bournemouth,28,"['442c7ed6-a7d6-4899-b680-1769c9d0ce49', '6236b174-39b9-47ca-8db2-b566c83980b4']",44,,,,,,,,,,,,,,,,,Stoke City,30,00:02:44.197,Pass,
,,,,,,,,,,,,,,,,,0.971051,,,,,,,,,,,,,6236b174-39b9-47ca-8db2-b566c83980b4,121,,"[62.0, 78.4]",3754274,2,,,,-0.6934595,,Right Foot,,,"[69.7, 72.0]",,Low Pass,,10.012492,,,,,Andrew Surman,3344.0,,,,,,Recovery,1,From Free Kick,Simon Francis,3608.0,Right Center Back,10,AFC Bournemouth,28,"['1907dc4e-5772-46c9-87ad-53920c349d00', 'e9543ecb-8586-479e-a004-7b73802147c0']",45,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:45.886,Pass,
,,,,,,,,,,,,,,,,,1.925939,,,,,,,,,,,,,31bfcb55-3b4e-4d8e-bfe6-f406686f96bf,124,,"[76.1, 70.6]",3754274,2,,,,-0.37759307,,Left Foot,,,"[99.8, 61.2]",,Ground Pass,,25.496078,,,,,Benik Afobe,3278.0,,,,,,,1,From Free Kick,Andrew Surman,3344.0,Center Defensive Midfield,10,AFC Bournemouth,28,['f5220520-5bee-4249-a33d-0bbfea68e7cb'],48,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:48.249,Pass,
,,,,,,,,,,,,,,,,,1.60278,,,,,,,,,,,,,05c26c96-1179-47fe-bf3e-43b54f2822e4,131,,"[16.5, 28.8]",3754274,2,,,,2.6011732,,Left Foot,,,"[4.5, 36.0]",,Ground Pass,,13.994285,,,,,Jack Butland,3537.0,,,,,,Recovery,1,From Free Kick,Marc Muniesa Martínez,6560.0,Left Center Back,10,AFC Bournemouth,28,['477acf54-7b72-41ee-86d2-0eee3d9efde8'],51,,,,,,,,,,,,,,,,,Stoke City,30,00:02:51.187,Pass,
,,,,,,,,,,,,,,,,,4.036324,,,,,,,,,,,,,0a49a1cc-7eac-4012-be5f-d15bdcac47a5,134,,"[4.7, 36.0]",3754274,2,,,,-0.28074792,,Right Foot,,,"[64.0, 18.9]",,High Pass,,61.716286,,,Pass Offside,,Jonathan Walters,3670.0,,,,,,,1,From Free Kick,Jack Butland,3537.0,Goalkeeper,10,AFC Bournemouth,28,['e9fca7e2-7ad0-4c02-907c-94089538540a'],52,,,,,,,,,,,,,,,,,Stoke City,30,00:02:52.879,Pass,
