ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.613161,,,,,,,,,,,e2181d6f-5278-4edf-99f1-05db7edd8120,12,,,"[66.0, 23.2]",3754102,0,,,,,0.16977827,,Left Foot,,,"[76.5, 25.0]",,Low Pass,,10.653169,,,,Jonathan Howson,9578.0,,,,,,Recovery,1,From Kick Off,Alexander Banor Tettey,9463.0,Left Center Midfield,2,Norwich City,56,"['8eaa59a1-fba7-4851-bab9-3c089f87e397', '954a6c07-c617-4422-920a-1d9c7ad84dca']",6,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:06.460,Pass,
,,,,,,,,,,,,,,,,0.222831,,,,,,,,,,,9bba43fa-ee11-4706-a0cd-e1dfa39366ef,16,,,"[76.1, 24.5]",3754102,0,,,,,-1.4601392,,Right Foot,,,"[76.4, 21.8]",,Low Pass,,2.7166154,,Incomplete,,,,,,,,,,1,From Kick Off,Jonathan Howson,9578.0,Center Attacking Midfield,2,Norwich City,56,"['5db97c34-a97d-4e9f-b4b2-1d38436a7b76', 'e8b112a0-1eab-432b-83a8-44da0a533dc5']",7,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:07.262,Pass,True
,,,,,,,,,,,,,,,,1.685759,,,,,,,,,,,d1bb9a73-c973-4d1c-b8ba-b3a7231235c0,20,,,"[64.4, 20.8]",3754102,0,,,,,-1.3110962,,Right Foot,,,"[69.9, 0.1]",,Low Pass,,21.418217,,Out,,,,,,,,,Recovery,1,From Kick Off,Alexander Banor Tettey,9463.0,Left Center Midfield,2,Norwich City,56,['19d9b50e-30b4-483b-a30b-9e0f1fca077b'],9,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:09.264,Pass,True
,,,,,,,,,,,,,,,,0.991298,,,,,,,,,,,5893f603-8471-406b-8387-498394b8798d,21,,,"[50.1, 80.0]",3754102,0,,,,,-0.45114827,,,,,"[66.2, 72.2]",,Low Pass,,17.889942,,,,Moussa Sissoko,3091.0,,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,3,Newcastle United,37,['1d6688e9-2574-485b-ae31-24cbec69bfaf'],20,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:20.879,Pass,
,,,,,,,,,,,,,,,,0.729795,,,,,,,,,,,d18e5f60-6640-4e7d-a909-30ed0e346e4e,24,,,"[55.8, 68.8]",3754102,0,,,,,2.8091664,,Right Foot,,,"[47.4, 71.7]",,Ground Pass,,8.886507,,,,Daryl Janmaat,3650.0,,,,,,,1,From Throw In,Moussa Sissoko,3091.0,Right Midfield,3,Newcastle United,37,['87679647-758b-4c81-92c7-10ef944c3881'],22,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:22.848,Pass,
,,,,,,,,,,,,,,,,4.330635,,,,,,,,,,,693a57cb-5f28-4d55-844e-e44d99d5f24f,26,,,"[46.5, 71.6]",3754102,0,,,,,0.16582711,,Left Foot,,,"[94.3, 79.6]",,High Pass,,48.464832,,Out,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,3,Newcastle United,37,['259734ef-bf80-41b8-a020-2cce9ffa9adf'],23,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:23.578,Pass,
,,,,,,,,,,,,,,,,1.541585,,,,,,,,,,,a45348ff-fd8a-464e-a467-e4e6943d2beb,30,,,"[23.0, 0.1]",3754102,0,,True,,,0.26625204,,,,,"[52.7, 8.2]",,High Pass,,30.784737,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Martin Olsson,3576.0,Left Back,4,Norwich City,56,['5370cbae-fd1b-49b1-82ae-ed2eb4cf7073'],42,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:42.738,Pass,
,,,,,,,,,,,,,,,,2.079976,,,,,,,,,,,5370cbae-fd1b-49b1-82ae-ed2eb4cf7073,31,,,"[67.4, 71.9]",3754102,0,,True,,,-0.27735937,,Head,,,"[95.5, 63.9]",,High Pass,,29.216604,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,Recovery,1,From Throw In,Daryl Janmaat,3650.0,Right Back,4,Norwich City,56,"['019c8a3a-0364-444f-98ba-d464541a7a7d', '5cb36d48-0a49-4d16-8434-f144de79621c', 'a45348ff-fd8a-464e-a467-e4e6943d2beb']",44,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:44.280,Pass,
,,,,,,,,,,,,,,,,0.849418,,,,,,,,,,,ce31ee26-13ec-4cff-88b2-27c1bbc1ab90,40,,,"[87.0, 80.0]",3754102,1,,,,,-1.0187719,,,,,"[96.3, 64.9]",,Low Pass,,17.734148,,,,Cheik Ismaël Tioté,42900.0,,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,6,Newcastle United,37,['bef67ed9-0917-4d91-a6f4-50adc344008e'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:00.171,Pass,
,,,,,,,,,,,,,,,,1.571355,,,,,,,,,,,782b8537-d046-43f0-a92c-931afc65a842,47,,,"[24.3, 0.1]",3754102,1,,,,,0.23297924,,,,,"[53.8, 7.1]",,High Pass,,30.319136,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Martin Olsson,3576.0,Left Back,7,Norwich City,56,['70eaad65-5e2c-44ed-8e06-944564ca9634'],21,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:21.757,Pass,
,,,,,,,,,,,,,,,,2.53882,,,,,,,,,,,70eaad65-5e2c-44ed-8e06-944564ca9634,48,,,"[66.3, 73.0]",3754102,1,,,,,-0.85756177,,Head,,,"[74.0, 64.1]",,High Pass,,11.768602,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,Recovery,1,Regular Play,Moussa Sissoko,3091.0,Right Midfield,8,Newcastle United,37,"['782b8537-d046-43f0-a92c-931afc65a842', '8efb7c7c-ffb0-4cba-befd-2c660c319451']",23,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:23.328,Pass,
,,,,,,,,,,,,,,,,3.27302,,,,,,,,,,,453ab66c-7135-4146-9cc4-0f41aaf4b430,53,,,"[74.1, 67.1]",3754102,1,,,,,-0.799932,,Left Foot,,,"[108.0, 32.2]",,High Pass,,48.654083,,Incomplete,,Fabricio Coloccini,26207.0,,,,,,Free Kick,1,From Free Kick,Jack Colback,9649.0,Left Center Midfield,9,Newcastle United,37,"['34b32c4c-9a98-40ea-9ea8-a5f9db5d2b81', '88e493c2-ab10-483b-9175-25cff237606f']",56,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:56.267,Pass,
,,,,,,,,,,,,,,,,1.053444,,,,,,,,,,,2c65d824-fd25-4124-a067-beef72e51482,61,,,"[11.3, 40.4]",3754102,2,,True,,,0.6397698,,Keeper Arm,,,"[58.6, 75.6]",,High Pass,,58.96041,,,,Nathan Redmond,3286.0,,,,,,,1,Regular Play,John Ruddy,23635.0,Goalkeeper,10,Norwich City,56,['f77018d5-9e87-4afa-a6c4-88ed36057dd9'],12,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:12.976,Pass,
,,,,,,,,,,,,,,,,1.712594,,,,,,,,,,,4fca8e1c-ed36-48f7-9817-f15a7e07fbef,63,,,"[72.7, 77.8]",3754102,2,,,,,-0.124973424,,Right Foot,,,"[92.6, 75.3]",,Ground Pass,,20.056421,,Incomplete,,Dieumerci Mbokani Bezua,23663.0,,,,,,,1,Regular Play,Nathan Redmond,3286.0,Right Wing,10,Norwich City,56,"['a076345a-ca8d-40d8-bcca-9ed64ce9647e', 'ba8aa8f7-1fe5-423c-a2f1-0977e3db8581']",15,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:15.844,Pass,
,,,,,,,,,,,,,,,,0.55226,,,,,,,,,,,7ec7370b-138f-489a-acec-e272c2e89ad3,66,,,"[84.7, 80.0]",3754102,2,,,,,-1.8703283,,,,,"[82.6, 73.2]",,Low Pass,,7.1168814,,,,Russell Martin,21212.0,,,,,,Throw-in,1,From Throw In,Steven Whittaker,11124.0,Right Back,11,Norwich City,56,['7c000918-46d8-4c92-b506-5d4ab806dcb1'],23,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:23.253,Pass,
,,,,,,,,,,,,,,,,1.33362,,,,,,,,,,,c93e904c-86fe-453a-b693-5ef720613189,69,,,"[94.7, 77.3]",3754102,2,,,,,-2.4805496,,Right Foot,,,"[86.6, 71.0]",,Ground Pass,,10.261579,,,,Nathan Redmond,3286.0,,,,,,,1,From Throw In,Russell Martin,21212.0,Right Center Back,11,Norwich City,56,['61775b0c-914b-4222-a735-1fcc0ba9775e'],26,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:26.376,Pass,
,,,,,,,,,,,,,,,,1.229874,,,,,,,,,,,e96f76fb-e6ac-4943-aea3-14b4c39ff83a,74,,,"[87.1, 67.0]",3754102,2,,,,,-1.5707964,,Right Foot,,,"[87.1, 59.5]",,Ground Pass,,7.5,,,,Graham Dorrans,16334.0,,,,,,,1,From Throw In,Nathan Redmond,3286.0,Right Wing,11,Norwich City,56,"['19f5824a-e009-4979-abff-0a206fce7f23', '3b139748-ad22-4fc6-8d53-658f9aeba211']",27,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:27.774,Pass,True
,,,,,,,,,,,,,,,,0.923811,,,,,,,,,,,8af7bbb8-c077-4a8e-9502-4e8381a6cfd1,77,,,"[87.1, 59.5]",3754102,2,,,,,1.6007276,,Right Foot,,,"[86.6, 76.2]",,Ground Pass,,16.707483,,,,Steven Whittaker,11124.0,,,,,,,1,From Throw In,Graham Dorrans,16334.0,Right Center Midfield,11,Norwich City,56,['22497807-a009-443a-b251-2fd2454e12d6'],29,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:29.683,Pass,
,,,,,,,,,,,,,,,,1.183448,,,,,,,,,,,7067de74-6192-4168-9609-f178ab4a3c72,80,,,"[86.6, 76.2]",3754102,2,,,,,-1.3390133,,Right Foot,,,"[90.4, 60.1]",,Ground Pass,,16.54237,,,,Nathan Redmond,3286.0,,,,,,,1,From Throw In,Steven Whittaker,11124.0,Right Back,11,Norwich City,56,['d32440f1-e826-48f9-a250-ef8f295bd5d4'],32,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:32.614,Pass,
,,,,,,,,,,,,,,,,0.56083,,,,,,,,,,,c3e2b79c-4aa6-4a88-bc68-9ca9e7e9daea,83,,,"[90.4, 60.0]",3754102,2,,,,,-1.0549872,,Right Foot,,,"[101.4, 40.6]",,Ground Pass,,22.301569,,Incomplete,,Robert Brady,10967.0,,,,,,,1,From Throw In,Nathan Redmond,3286.0,Right Wing,11,Norwich City,56,"['48d9d952-3ec0-4b2a-a412-23bcc7656ce4', 'dd5db9fe-0d8f-400a-8af0-8c691548007b']",35,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:35.706,Pass,
,,,,,,,,,,,,,,,,2.712173,,,,,,,,,,,28072ed8-f6c2-4c3b-9634-cae2d6522914,88,,,"[28.3, 39.3]",3754102,2,,,,,-1.137302,,Right Foot,,,"[36.4, 21.8]",,Ground Pass,,19.283672,,,,Sébastien Aymar Bassong Nguena,31296.0,,,,,,,1,From Throw In,John Ruddy,23635.0,Goalkeeper,11,Norwich City,56,['5205a920-90cf-4c12-a3be-b0bb84f21f22'],42,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:42.470,Pass,
,,,,,,,,,,,,,,,,1.902882,,,,,,,,,,,aea84204-ef15-4bd1-a6c6-6833fbb8f4db,91,,,"[52.2, 9.0]",3754102,2,,,,,0.07643722,,Left Foot,,,"[97.9, 12.5]",,High Pass,,45.83383,,,,Jonathan Howson,9578.0,,,,,,,1,From Throw In,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,11,Norwich City,56,['b4227307-b388-4b6c-aa99-572b7185ce1c'],46,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:46.442,Pass,
,,,,,,,,,,,,,,,,1.520698,,,,,,,,,,,14d5d464-6b74-436d-a386-74b4a5adf86a,93,,,"[97.7, 12.7]",3754102,2,,,,,-0.8176451,,Right Foot,,,"[105.2, 4.7]",,Ground Pass,,10.965857,,,,Robert Brady,10967.0,,,,,,,1,From Throw In,Jonathan Howson,9578.0,Center Attacking Midfield,11,Norwich City,56,['293f62c4-b58f-401a-936e-347c0cde3828'],48,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:48.345,Pass,
,,,,,,,,,,,,,,,,2.04779,,,,,,,,,,,bbdff637-40cb-49f4-9968-0864f73e96fb,96,,,"[104.4, 4.7]",3754102,2,,,,,1.5216556,,Left Foot,True,,"[106.5, 47.4]",,High Pass,,42.75161,,Incomplete,,,,,,True,,,,1,From Throw In,Robert Brady,10967.0,Left Wing,11,Norwich City,56,['71fd39e6-4f73-4fc3-8de0-dbaa9dcf6e1b'],50,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:50.251,Pass,
,,,,,,,,,,,,,,,,1.099734,,,,,,,,,,,9768b358-0a44-4b57-93af-822503b42d55,103,,,"[35.4, 12.6]",3754102,3,,,,,0.6779005,,Right Foot,,,"[43.1, 18.8]",,Ground Pass,,9.885848,,,,Cheik Ismaël Tioté,42900.0,,,,,,Free Kick,1,From Free Kick,Fabricio Coloccini,26207.0,Left Center Back,13,Newcastle United,37,['0de9dcf9-949d-4cdc-831c-8b2da92e1261'],13,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:13.060,Pass,
,,,,,,,,,,,,,,,,0.911564,,,,,,,,,,,2fd3585f-c13a-4e9c-9b31-13c947ef3829,105,,,"[44.5, 27.8]",3754102,3,,,,,-2.5908167,,Left Foot,,,"[31.8, 20.0]",,Ground Pass,,14.904026,,,,Fabricio Coloccini,26207.0,,,,,,,1,From Free Kick,Cheik Ismaël Tioté,42900.0,Right Center Midfield,13,Newcastle United,37,['cf42bfd0-c537-4990-8d1b-33dc1cbb0750'],14,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:14.160,Pass,
,,,,,,,,,,,,,,,,1.742111,,,,,,,,,,,77ea7161-6236-4eb3-b273-6c9672be2b6e,108,,,"[31.8, 20.0]",3754102,3,,,,,1.7523804,,Right Foot,,,"[26.2, 50.5]",,Ground Pass,,31.009836,,,,Chancel Mbemba Mangulu,3044.0,,,,,,,1,From Free Kick,Fabricio Coloccini,26207.0,Left Center Back,13,Newcastle United,37,['564214f7-7f52-4095-8331-e28cd178cff2'],15,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:15.807,Pass,
,,,,,,,,,,,,,,,,1.562537,,,,,,,,,,,f31cd977-52e0-48df-8d79-aebf1cd61f8b,111,,,"[30.0, 49.7]",3754102,3,,,,,1.1925024,,Right Foot,,,"[39.3, 73.1]",,Ground Pass,,25.18035,,,,Jack Colback,9649.0,,,,,,,1,From Free Kick,Chancel Mbemba Mangulu,3044.0,Right Center Back,13,Newcastle United,37,['785d4bcc-da95-43c2-b021-6beaffef2fe7'],18,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:18.384,Pass,
,,,,,,,,,,,,,,,,0.939427,,,,,,,,,,,2eff55a4-0758-493b-bb5a-f09a4c591c56,114,,,"[47.1, 70.4]",3754102,3,,,,,-1.8732256,,Left Foot,,,"[43.2, 57.9]",,Ground Pass,,13.094274,,,,Cheik Ismaël Tioté,42900.0,,,,,,,1,From Free Kick,Jack Colback,9649.0,Left Center Midfield,13,Newcastle United,37,['c82b607b-368b-47da-97ba-32b9f5aea45f'],22,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:22.760,Pass,
,,,,,,,,,,,,,,,,1.250659,,,,,,,,,,,da1102ed-35b2-415b-b9b8-4db27b70a4d8,117,,,"[43.2, 57.9]",3754102,3,,,,,-0.024994794,,Right Foot,,,"[59.2, 57.5]",,Low Pass,,16.005,,,,Moussa Sissoko,3091.0,,,,,,,1,From Free Kick,Cheik Ismaël Tioté,42900.0,Right Center Midfield,13,Newcastle United,37,['42682fe4-833f-477f-9e58-8656a9a07d3d'],24,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:24.759,Pass,
,,,,,,,,,,,,,,,,1.65502,,,,,,,,,,,41a47840-0319-4cf4-a89a-d6aaffb45fc7,132,,,"[78.3, 60.9]",3754102,3,,,,,-1.567312,,Right Foot,,,"[78.4, 32.2]",,Ground Pass,,28.700174,,,,Georginio Wijnaldum,3567.0,,,,,,,1,From Free Kick,Moussa Sissoko,3091.0,Right Midfield,13,Newcastle United,37,['5772f873-d730-47e8-823a-ede9aefdaded'],34,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:34.807,Pass,
,,,,,,,,,,,,,,,,0.460083,,,,,,,,,,,231ae5cb-3d2b-43c5-9e8a-6f13095b53ad,135,,,"[78.4, 32.2]",3754102,3,,,,,1.5367186,,Right Foot,,,"[78.7, 41.0]",,Ground Pass,,8.805112,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,From Free Kick,Georginio Wijnaldum,3567.0,Left Midfield,13,Newcastle United,37,['a47768e6-9891-4b3c-9ad7-aded536382c0'],36,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:36.578,Pass,
,,,,,,,,,,,,,,,,1.878797,,,,,,,,,,,58e0e833-8395-4780-80c3-0c46278541b1,137,,,"[80.7, 31.3]",3754102,3,,,,,-2.0565534,,Right Foot,,,"[72.2, 15.2]",,Ground Pass,,18.206043,,,,Paul Dummett,3065.0,,,,,,,1,From Free Kick,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,13,Newcastle United,37,['a2b52cda-2115-4727-bafb-2e4f07ee6044'],37,,,,,,,,,,,,,,,,,,Newcastle United,37,00:03:37.038,Pass,
