50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.587709,,,,,,,,,,,,8005aab5-5b1b-45eb-9d72-f2cd2fb8b9d2,37,,,"[62.4, 46.2]",3754211,0,,,,,1.3540189,,Right Foot,,,"[66.1, 63.0]",,Ground Pass,,17.202616,,,Daryl Janmaat,3650.0,,,,,,1,Regular Play,Cheik Ismaël Tioté,42900.0,Left Center Midfield,3,Newcastle United,37,['093524d3-ab0b-4e9e-a113-482354991125'],22,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:22.097,Pass,
,,,,,,,,,,,,,,,,0.588348,,,,,,,,,,,,93902e2a-e3c5-4d3a-be86-db42838361cc,40,,,"[75.7, 65.0]",3754211,0,,,,,-0.92582893,,Right Foot,,,"[83.9, 54.1]",,Ground Pass,,13.640015,Incomplete,,,,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,3,Newcastle United,37,['d992d20e-2e6b-4608-87bf-590161089e83'],24,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:24.908,Pass,
,,,,,,,,,,,,,,,,1.109225,,,,,,,,,,,,b40cd25e-6d29-4c1c-85bb-ad41496b5053,44,,,"[101.3, 80.0]",3754211,0,,,,,-1.3521274,,,,,"[104.3, 66.5]",,Low Pass,,13.829317,,,Ayoze Pérez Gutiérrez,3076.0,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,4,Newcastle United,37,['435e47a6-2988-4af5-a3bc-42162cdd713d'],40,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:40.528,Pass,
,,,,,,,,,,,,,,,,0.812001,,,,,,,,,,,,13734f2d-6723-44cf-b1a0-bc9b53323980,47,,,"[104.3, 66.8]",3754211,0,,,,,2.1069424,,Right Foot,,,"[100.2, 73.7]",,Low Pass,,8.026207,,,Daryl Janmaat,3650.0,,,,,,1,From Throw In,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,4,Newcastle United,37,"['a188709f-7d60-4b8e-8218-167f5bc59679', 'cb11fb56-0209-42a1-84bb-efc3a0d34fda']",41,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:41.637,Pass,True
,,,,,,,,,,,,,,,,0.391536,,,,,,,,,,,,a2b3e5b8-9855-4365-9bd8-0a77d8f09345,49,,,"[92.7, 74.2]",3754211,0,,,,,0.04164258,,Right Foot,,,"[99.9, 74.5]",,Ground Pass,,7.2062473,Incomplete,,Moussa Sissoko,3091.0,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Back,4,Newcastle United,37,"['b827e036-2cff-4b26-85f0-d6a3ed711c6e', 'bd39bafe-53af-4673-a04a-aaa57bac5084']",42,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:42.449,Pass,
,,,,,,,,,,,,,,,,0.390796,,,,,,,,,,,,bd39bafe-53af-4673-a04a-aaa57bac5084,51,,,"[20.2, 5.6]",3754211,0,,,,,0.0,,Left Foot,,,"[28.1, 5.6]",,Ground Pass,,7.9,Incomplete,,,,,,,,Recovery,1,From Throw In,Marc Albrighton,3307.0,Left Midfield,4,Newcastle United,37,"['5cc75617-6e65-48df-9d2a-0fe8e370865d', 'a2b3e5b8-9855-4365-9bd8-0a77d8f09345']",42,,,,,,,,,,,,,,,,,Leicester City,22,00:00:42.840,Pass,
,,,,,,,,,,,,,,,,1.008443,,,,,,,,,,,,5cc75617-6e65-48df-9d2a-0fe8e370865d,52,,,"[92.0, 74.5]",3754211,0,,,,,-0.31290123,,Right Foot,,,"[102.2, 71.2]",,Low Pass,,10.720541,Incomplete,,Moussa Sissoko,3091.0,,,,,Recovery,1,From Throw In,Daryl Janmaat,3650.0,Right Back,4,Newcastle United,37,"['317147c4-a929-4b3d-a3d2-b44b8294e76a', 'bd39bafe-53af-4673-a04a-aaa57bac5084', 'e6a0b0c0-ef37-4bea-afb1-9da7be68d0cb']",43,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:43.231,Pass,
,,,,,,,,,,,,,,,,1.382681,,,,,,,,,,,,b94bc233-1a6b-4a3f-88ee-33e53acf5c6c,56,,,"[46.1, 11.9]",3754211,0,,,,,0.80253935,,Head,,,"[54.7, 20.8]",,Low Pass,,12.376186,Incomplete,,,,,,,,Recovery,1,From Throw In,José Leonardo Ulloa,3671.0,Right Center Forward,4,Newcastle United,37,['d02ce887-245f-4220-a78e-bc69156bac8e'],46,,,,,,,,,,,,,,,,,Leicester City,22,00:00:46.766,Pass,
,,,,,,,,,,,,,,,,1.999473,,,,,,,,,,,,d02ce887-245f-4220-a78e-bc69156bac8e,57,,,"[65.4, 59.3]",3754211,0,,,,,0.0,,Right Foot,,,"[90.4, 59.3]",,High Pass,,25.0,Incomplete,,Ayoze Pérez Gutiérrez,3076.0,,,,,Recovery,1,From Throw In,Vurnon Anita,16072.0,Right Center Midfield,4,Newcastle United,37,"['8046d737-5c16-4071-9900-139a053d9aa5', 'b94bc233-1a6b-4a3f-88ee-33e53acf5c6c', 'ce3761bf-23f7-49f2-88cb-5f5e1f331b51']",48,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:48.148,Pass,
,,,,,,,,,,,,,,,,1.97334,,,,,,,,,,,,8046d737-5c16-4071-9900-139a053d9aa5,60,,,"[29.7, 20.8]",3754211,0,,,,True,-0.73225677,,,,,"[39.6, 11.9]",,High Pass,,13.3124,,,N''Golo Kanté,3961.0,,,,,Recovery,1,From Throw In,Christian Fuchs,3812.0,Left Back,4,Newcastle United,37,"['0dd183af-a148-4acd-93b9-3da6e7096fe7', 'c77dfa9e-8fea-4099-8263-0423b60fbb59', 'd02ce887-245f-4220-a78e-bc69156bac8e']",50,,,,,,,,,,,,,,,,,Leicester City,22,00:00:50.148,Pass,True
,,,,,,,,,,,,,,,,1.895822,,,,,,,,,,,,8cf73f5a-04b8-4109-b6c8-e4f9a5d87ee5,63,,,"[39.6, 11.9]",3754211,0,,,,True,0.34302393,,,,,"[42.4, 12.9]",,High Pass,,2.9732137,Incomplete,,,,,,,,,1,From Throw In,N''Golo Kanté,3961.0,Right Center Midfield,4,Newcastle United,37,"['4e2b3068-58b6-401f-8a2b-428069efbd35', 'c96a9b25-5127-45bd-a46c-f6cc078ae0de']",52,,,,,,,,,,,,,,,,,Leicester City,22,00:00:52.121,Pass,True
,,,,,,,,,,,,,,,,3.202545,,,,,,,,,,,,4e2b3068-58b6-401f-8a2b-428069efbd35,65,,,"[77.7, 67.2]",3754211,0,,,,True,-0.013028579,,,,,"[108.4, 66.8]",,High Pass,,30.702606,,,Aleksandar Mitrović,4269.0,,,,,Recovery,1,From Throw In,Cheik Ismaël Tioté,42900.0,Left Center Midfield,4,Newcastle United,37,"['8cf73f5a-04b8-4109-b6c8-e4f9a5d87ee5', 'a646e79c-67ea-4fc3-945b-224b4aee2b70', 'ca4102cd-1118-418f-8e44-14a80a08c267']",54,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:54.017,Pass,True
,,,,,,,,,,,,,,,,0.816028,,,,,,,,,,,,ecc5c93b-b9c3-4e3e-9f5b-777bad1b1bd4,72,,,"[3.6, 3.7]",3754211,1,,True,,,1.615811,,Right Foot,,,"[3.1, 14.8]",,Ground Pass,,11.111256,,,Robert Huth,40123.0,,,,,,1,Regular Play,Christian Fuchs,3812.0,Left Back,5,Leicester City,22,['63cff2de-27e8-41a9-b5f6-db4dda141259'],1,,,,,,,,,,,,,,,,,Leicester City,22,00:01:01.170,Pass,
,,,,,,,,,,,,,,,,0.923471,,,,,,,,,,,,62f96966-41b0-4ec2-9d3d-17269fc8b6ec,74,,,"[3.1, 14.8]",3754211,1,,,,,-1.5707964,,Left Foot,,,"[3.1, 6.4]",,Ground Pass,,8.4,,,Christian Fuchs,3812.0,,,,,,1,Regular Play,Robert Huth,40123.0,Left Center Back,5,Leicester City,22,['41b5b9f9-a50a-46b4-b09b-5fb4be5ad79e'],1,,,,,,,,,,,,,,,,,Leicester City,22,00:01:01.986,Pass,
,,,,,,,,,,,,,,,,0.055823,,,,,,,,,,,,21be0c7f-c249-4d9d-a4e7-d838797bb737,78,,,"[3.4, 5.4]",3754211,1,,,,,-0.4636476,,Left Foot,,,"[4.8, 4.7]",,Low Pass,,1.5652475,Incomplete,,,,,,,,,1,Regular Play,Christian Fuchs,3812.0,Left Back,5,Leicester City,22,['d17fb310-d93a-4216-be37-f883010c6057'],3,,,,,,,,,,,,,,,,,Leicester City,22,00:01:03.858,Pass,
,,,,,,,,,,,,,,,,3.280675,,,,,,,,,,,,a1f763ad-9eb2-40ff-8d57-0da19b56523b,80,,,"[10.0, 0.1]",3754211,1,,,,,0.2228236,,,,,"[43.1, 7.6]",,High Pass,,33.939064,Incomplete,,,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,6,Leicester City,22,['04213e6f-dfdd-4e4b-9887-716580635a2a'],19,,,,,,,,,,,,,,,,,Leicester City,22,00:01:19.997,Pass,
,,,,,,,,,,,,,,,,1.709692,,,,,,,,,,,,68e6a874-a610-4036-93b6-b8dcf7afa6ab,83,,,"[72.6, 74.7]",3754211,1,,,,True,-0.6156199,,,,,"[76.7, 71.8]",,High Pass,,5.0219517,,,Moussa Sissoko,3091.0,,,,,,1,Regular Play,Vurnon Anita,16072.0,Right Center Midfield,7,Newcastle United,37,"['0da131c1-da49-4777-8919-0c36f8983e9d', 'dd4338e9-a6d1-466f-a1e1-261f2e54ff5f']",24,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:24.886,Pass,True
,,,,,,,,,,,,,,,,1.352344,,,,,,,,,,,,ee47567e-b90b-4e1c-9e41-d95a792e5591,85,,,"[76.7, 71.5]",3754211,1,,,,,-2.4756234,,Head,,,"[64.1, 61.6]",,Low Pass,,16.024044,,,Cheik Ismaël Tioté,42900.0,,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Midfield,7,Newcastle United,37,['6177cca2-cf70-4da5-ac88-fde6961b9f08'],26,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:26.595,Pass,
,,,,,,,,,,,,,,,,2.051011,,,,,,,,,,,,f093aa0f-16c1-4ed6-8748-a043d43b802c,97,,,"[81.0, 9.3]",3754211,1,,,,,-0.11668366,,Left Foot,,,"[108.3, 6.1]",,Ground Pass,,27.486906,,,José Leonardo Ulloa,3671.0,,,,,,1,Regular Play,Marc Albrighton,3307.0,Left Midfield,8,Leicester City,22,"['7e74cf7a-955c-4550-97dd-6fbf2c7acc8d', '837c0bd2-49b1-40ec-a7d8-fb889b993903']",34,,,,,,,,,,,,,,,,,Leicester City,22,00:01:34.018,Pass,True
,,,,,,,,,,,,,,,,1.836637,,,,,,,,,,,,3300a4b4-33ab-4de4-bff7-95a2034d6a34,103,,,"[111.1, 0.1]",3754211,2,,,,,1.4442674,,,,,"[114.7, 28.4]",,High Pass,,28.528057,Incomplete,,,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,9,Leicester City,22,['1be8218f-dec4-4c18-ad5a-335f49304f37'],2,,,,,,,,,,,,,,,,,Leicester City,22,00:02:02.487,Pass,
,,,,,,,,,,,,,,,,2.274561,,,,,,,,,,,,7492ecf8-576f-44d5-b5cf-356ed9f5aec9,107,,,"[17.4, 50.8]",3754211,2,,,,,0.39450127,,Right Foot,,,"[41.9, 61.0]",,High Pass,,26.538464,Incomplete,,Aleksandar Mitrović,4269.0,,,,,Recovery,1,From Throw In,Daryl Janmaat,3650.0,Right Back,9,Leicester City,22,"['2d69f589-12a0-4894-bc56-ae91bbd2a8b7', 'c8979682-8a91-42a2-b317-a8506b2070fd']",7,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:07.552,Pass,
,,,,,,,,,,,,,,,,1.519397,,,,,,,,,,,,e2bb95b2-7e2a-4f95-a4c5-d4e9142de191,112,,,"[71.8, 30.3]",3754211,2,,,,,1.9365436,,Left Foot,,,"[64.6, 49.1]",,Ground Pass,,20.131567,,,Danny Simpson,3270.0,,,,,,1,From Throw In,Christian Fuchs,3812.0,Left Back,9,Leicester City,22,['87b0b9d8-9fb0-4c60-8e8f-b145f63f4c39'],11,,,,,,,,,,,,,,,,,Leicester City,22,00:02:11.685,Pass,
,,,,,,,,,,,,,,,,0.944106,,,,,,,,,,,,7d979d9f-d8e8-43a9-b7b4-f28fb6f28597,115,,,"[64.5, 47.1]",3754211,2,,,,,-1.5707964,,Right Foot,,,"[64.5, 35.5]",,Ground Pass,,11.6,,,Danny Drinkwater,3662.0,,,,,,1,From Throw In,Danny Simpson,3270.0,Right Back,9,Leicester City,22,['fd9fa2fa-af20-43e2-8891-9875ec7c7685'],14,,,,,,,,,,,,,,,,,Leicester City,22,00:02:14.760,Pass,
,,,,,,,,,,,,,,,,2.027925,,,,,,,,,,,,929d9bbd-51c6-42b0-a9e8-da78d5f14d92,118,,,"[63.6, 36.5]",3754211,2,,,,,-0.70647633,,Right Foot,,,"[94.3, 10.3]",,High Pass,,40.360004,Incomplete,,Marc Albrighton,3307.0,,,,,,1,From Throw In,Danny Drinkwater,3662.0,Left Center Midfield,9,Leicester City,22,"['3e6ccdd3-2e11-41d2-8f8d-a7771de18f4b', 'f54d0934-1b12-462e-bc27-b52f07758629']",16,,,,,,,,,,,,,,,,,Leicester City,22,00:02:16.890,Pass,
,,,,,,,,,,,,,,,,1.602546,,,,,,,,,,,,c8955c12-08b9-4cc6-9278-887eee07f5fa,121,,,"[88.5, 0.1]",3754211,2,,,,,0.5841785,,,,,"[112.7, 16.1]",,High Pass,,29.011032,Incomplete,,,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,10,Leicester City,22,['8af1b3ca-7d2b-464f-b491-e9553f46ef63'],26,,,,,,,,,,,,,,,,,Leicester City,22,00:02:26.277,Pass,
,,,,,,,,,,,,,,,,2.307892,,,,,,,,,,,,19264310-2c57-44da-aab0-503f1fb45b3f,123,,,"[108.9, 0.1]",3754211,2,,,,,1.3243747,,,True,,"[117.1, 32.7]",,High Pass,,33.61547,Incomplete,,,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,11,Leicester City,22,['c7104221-f56d-400b-8389-4ad39521e00c'],42,,,,,,,,,,,,,,,,,Leicester City,22,00:02:42.594,Pass,
,,,,,,,,,,,,,,,,1.250438,,,,,,,,,,,,b8a1cc92-ca7b-40de-9279-b911e08cae8e,129,,,"[112.1, 4.9]",3754211,2,,,,,3.125969,,Right Foot,,,"[99.3, 5.1]",,Ground Pass,,12.801562,,,Christian Fuchs,3812.0,,,,,,1,From Throw In,Marc Albrighton,3307.0,Left Midfield,11,Leicester City,22,['7b3fdbc8-a364-4172-9105-1f96c897b049'],47,,,,,,,,,,,,,,,,,Leicester City,22,00:02:47.799,Pass,
,,,,,,,,,,,,,,,,0.460982,,,,,,,,,,,,fe91ef78-a4aa-4f09-82ff-decd0fbf1f2b,132,,,"[102.5, 5.9]",3754211,2,,,,,-0.38050637,,Left Foot,,,"[105.5, 4.7]",,Low Pass,,3.231099,,,Marc Albrighton,3307.0,,,,,,1,From Throw In,Christian Fuchs,3812.0,Left Back,11,Leicester City,22,['a38534f4-b81a-41c2-acb5-98810ce887be'],49,,,,,,,,,,,,,,,,,Leicester City,22,00:02:49.090,Pass,
,,,,,,,,,,,,,,,,1.450501,,,,,,,,,,,,31e3d111-231a-48e9-900c-87d3d5829075,135,,,"[105.5, 4.7]",3754211,2,,,,,1.4896497,,Right Foot,True,,"[108.2, 37.9]",,High Pass,,33.30961,Incomplete,,,,,,,,,1,From Throw In,Marc Albrighton,3307.0,Left Midfield,11,Leicester City,22,['1dabe6b5-e97e-4576-8330-72cdab20fbd3'],50,,,,,,,,,,,,,,,,,Leicester City,22,00:02:50.939,Pass,
,,,,,,,,,,,,,,,,1.851414,,,,,,,,,,,,44634554-a7f2-4c7c-9387-98e0ebc08387,138,,,"[20.4, 34.4]",3754211,2,,,,,0.6637004,,Right Foot,,,"[36.0, 46.6]",,High Pass,,19.80404,Incomplete,,Ayoze Pérez Gutiérrez,3076.0,,,,,Recovery,1,From Throw In,Georginio Wijnaldum,3567.0,Left Midfield,11,Leicester City,22,"['19e0876c-0d79-42fb-9180-15432c5060fb', 'f1ec120d-6122-4499-871a-3d9bc538f7b0']",53,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:53.444,Pass,
