bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.791636,,,,,,,,,,,,,cb3754db-0cdd-47c2-a3de-c6e46811532c,14,,"[77.7, 62.9]",3754209,0,,,,-1.635705,,Left Foot,,,"[76.4, 42.9]",,Low Pass,,20.042206,,Incomplete,,Christian Dannemann Eriksen,3043.0,,,,,,,1,From Throw In,Harry Kane,10955.0,Center Forward,3,Tottenham Hotspur,38,"['3e12e67c-baff-482c-a555-b62efbc907e1', '75dc4cbc-bbf0-4321-9a3c-1263c173cdef']",14,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:14.216,Pass,
,,,,,,,,,,,,,,,,,0.597033,,,,,,,,,,,,,2b2ee751-9785-4c05-b996-35789de72e3f,23,,"[38.7, 36.0]",3754209,0,,,,-2.5206158,,Right Foot,,,"[25.7, 26.7]",,Ground Pass,,15.984055,,,,Daley Blind,3311.0,,,,,,,1,Regular Play,Juan Manuel Mata García,3294.0,Right Wing,4,Manchester United,39,"['8284188c-fd13-4d68-b762-994b4c6263c0', 'ab4c9c85-d90b-4027-9317-90c29fdc03fd']",16,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:16.934,Pass,True
,,,,,,,,,,,,,,,,,1.54532,,,,,,,,,,,,,17553f4f-0197-46be-a16d-e60b78b005e6,27,,"[25.1, 26.4]",3754209,0,,,,1.537805,,Left Foot,,,"[26.1, 56.7]",,Ground Pass,,30.316498,,,,Timothy Evans Fosu-Mensah,3465.0,,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,4,Manchester United,39,"['21cef930-2473-41b7-8064-fd7e010e58af', 'fb4af1d5-ec64-4625-b851-9448095bc1ba']",18,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:18.539,Pass,True
,,,,,,,,,,,,,,,,,1.774853,,,,,,,,,,,,,852ceb30-4c9e-4f4a-b0e8-6f7dd0982c91,31,,"[32.9, 61.1]",3754209,0,,,,0.14028285,,Right Foot,,,"[67.6, 66.0]",,High Pass,,35.04426,,Incomplete,,Anthony Martial,20039.0,,,,,,,1,Regular Play,Timothy Evans Fosu-Mensah,3465.0,Right Back,4,Manchester United,39,"['1f1aa664-f66a-4e2f-a051-4ae88455ba0a', '3d9afd65-00a0-4617-981b-c337edd7c932', '47dc3693-dff3-403c-9028-a898ef059884']",21,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:21.457,Pass,True
,,,,,,,,,,,,,,,,,1.693682,,,,,,,,,,,,,47dc3693-dff3-403c-9028-a898ef059884,33,,"[52.5, 14.1]",3754209,0,,,,-0.27365932,,Head,,,"[75.3, 7.7]",,Low Pass,,23.681215,,Incomplete,,Christian Dannemann Eriksen,3043.0,,,,,,Recovery,1,Regular Play,Danny Rose,3594.0,Left Back,4,Manchester United,39,"['852ceb30-4c9e-4f4a-b0e8-6f7dd0982c91', 'b74b81d5-c3b8-4058-a704-79f2036e4752', 'c9d4cb5e-548c-4fdc-b90a-702eb43c7e17']",23,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:23.232,Pass,
,,,,,,,,,,,,,,,,,3.501092,,,,,,,,,,,,,c9d4cb5e-548c-4fdc-b90a-702eb43c7e17,36,,"[44.8, 72.4]",3754209,0,,,,0.042795014,,Right Foot,,,"[84.5, 74.1]",,High Pass,,39.73638,,Incomplete,,Marcus Rashford,3318.0,,,,,,Recovery,1,Regular Play,Timothy Evans Fosu-Mensah,3465.0,Right Back,4,Manchester United,39,"['088936fa-036d-42da-a6cd-b394428725ad', '242eaade-280a-488f-b683-76701caf33a4', '47dc3693-dff3-403c-9028-a898ef059884', '59b27b0f-5304-4a4c-b68d-6398d1004197']",24,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:24.925,Pass,True
,,,,,,,,,,,,,,,,,2.320315,,,,,,,,,,,,,242eaade-280a-488f-b683-76701caf33a4,39,,"[35.6, 6.0]",3754209,0,,,,0.449307,,Left Foot,,,"[66.5, 20.9]",,High Pass,,34.30481,,,,Bamidele Alli,3094.0,,,,,,Recovery,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,5,Tottenham Hotspur,38,"['72092aea-d305-4e9f-bc54-b389804a097f', '7d9fb7eb-9339-4ae5-a582-7a52da41a728', 'c9d4cb5e-548c-4fdc-b90a-702eb43c7e17']",28,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:28.426,Pass,True
,,,,,,,,,,,,,,,,,1.486664,,,,,,,,,,,,,8a91148a-a860-4e39-a828-b4c8235929a7,45,,"[39.8, 66.4]",3754209,0,,,,-0.47320145,,Right Foot,,,"[52.3, 60.0]",,High Pass,,14.043148,,Incomplete,,Morgan Schneiderlin,3600.0,,,,,,Recovery,1,Regular Play,Timothy Evans Fosu-Mensah,3465.0,Right Back,5,Tottenham Hotspur,38,"['30e72573-6395-4668-a135-a47aa73da7c2', 'ac9cabe6-9b0b-4aaf-a127-3dae813216de']",33,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:33.074,Pass,
,,,,,,,,,,,,,,,,,0.771225,,,,,,,,,,,,,ac9cabe6-9b0b-4aaf-a127-3dae813216de,47,,"[67.8, 20.1]",3754209,0,,,,-0.7690062,,Right Foot,,,"[74.0, 14.1]",,Ground Pass,,8.627862,,,,Christian Dannemann Eriksen,3043.0,,,,,,Recovery,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,5,Tottenham Hotspur,38,"['40edf6ef-740e-4d54-9d6c-bfb298ea7fd0', '8a91148a-a860-4e39-a828-b4c8235929a7']",34,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:34.561,Pass,
,,,,,,,,,,,,,,,,,0.512329,,,,,,,,,,,,,9e4bdd67-29be-4527-8a1e-43506eccb0eb,50,,"[74.8, 15.6]",3754209,0,,,,0.94759697,,Right Foot,,,"[79.4, 22.0]",,Low Pass,,7.881624,,Incomplete,,Bamidele Alli,3094.0,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Left Wing,5,Tottenham Hotspur,38,"['879b626e-3e15-4681-be9a-a2deecf67ba0', 'b53394e0-ae9b-4da7-a62c-d5f5c9a3728d']",36,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:36.216,Pass,
,,,,,,,,,,,,,,,,,1.907953,,,,,,,,,,,,,6ccbc318-504b-4657-8e95-3b6b7ca3eea9,54,,"[39.8, 58.5]",3754209,0,,,,0.75092906,,Right Foot,,,"[50.3, 68.3]",,Ground Pass,,14.3628,,,,Juan Manuel Mata García,3294.0,,,,,,,1,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,6,Manchester United,39,['2247a923-706d-4c19-8513-4916dd140d35'],38,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:38.254,Pass,
,,,,,,,,,,,,,,,,,1.268681,,,,,,,,,,,,,52036fe6-2e2a-4115-9c2e-eef833d84817,57,,"[48.7, 69.5]",3754209,0,,,,-3.069429,,Left Foot,,,"[40.4, 68.9]",,Ground Pass,,8.321658,,,,Timothy Evans Fosu-Mensah,3465.0,,,,,,,1,Regular Play,Juan Manuel Mata García,3294.0,Right Wing,6,Manchester United,39,['68a86d87-d5c8-4fbe-8c97-4e5fd39d41ca'],41,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:41.363,Pass,
,,,,,,,,,,,,,,,,,1.692285,,,,,,,,,,,,,cffefc79-5a48-4aa3-807e-92f634468f3b,59,,"[40.0, 68.9]",3754209,0,,,,-0.1502113,,Right Foot,,,"[77.0, 63.3]",,High Pass,,37.421383,,,,Marcus Rashford,3318.0,,,,,,,1,Regular Play,Timothy Evans Fosu-Mensah,3465.0,Right Back,6,Manchester United,39,['5bd40408-e769-4b75-93e3-6d481c7c4239'],42,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:42.632,Pass,
,,,,,,,,,,,,,,,,,1.105227,,,,,,,,,,,,,bd55077d-fd6c-4c6c-9f2c-819c375df177,62,,"[77.0, 63.3]",3754209,0,,,True,2.0310192,,,,,"[71.2, 75.0]",,High Pass,,13.058714,,,,Juan Manuel Mata García,3294.0,,,,,,,1,Regular Play,Marcus Rashford,3318.0,Center Forward,6,Manchester United,39,"['ccc5030d-1104-4efe-b135-3e1303703342', 'd737ce77-4beb-4add-8ead-bb335bba2aff']",44,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:44.325,Pass,True
,,,,,,,,,,,,,,,,,1.65229,,,,,,,,,,,,,f9978fd1-5f9a-4236-9f6d-dc52640b6061,66,,"[42.0, 9.6]",3754209,0,,,,-0.61873436,,Left Foot,,,"[54.5, 0.7]",,Low Pass,,15.344706,,Out,,Christian Dannemann Eriksen,3043.0,,,,,,Recovery,1,Regular Play,Danny Rose,3594.0,Left Back,6,Manchester United,39,['78d63aed-236b-45ec-8aa6-8bd5bc8700a7'],46,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:46.423,Pass,
,,,,,,,,,,,,,,,,,1.474589,,,,,,,,,,,,,09f1abd7-81a1-4e60-aa09-06cad1d100f2,68,,"[63.4, 80.0]",3754209,1,True,,,-0.33044598,,,,,"[80.6, 74.1]",,High Pass,,18.183784,,,,Marcus Rashford,3318.0,,,,,,Throw-in,1,From Throw In,Timothy Evans Fosu-Mensah,3465.0,Right Back,7,Manchester United,39,['3fc75537-be1e-47cf-9c13-576cd44aa82d'],3,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:03.394,Pass,
,,,,,,,,,,,,,,,,,0.914838,,,,,,,,,,,,,d5b2b9d1-1174-40c0-89c8-f688454a4766,74,,"[43.7, 5.7]",3754209,1,,,,0.6000502,,Left Foot,,,"[49.4, 9.6]",,Ground Pass,,6.9065185,,,,Christian Dannemann Eriksen,3043.0,,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,8,Tottenham Hotspur,38,['a8bfe4cf-aeeb-4276-87df-2f1a70567dcc'],6,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:06.895,Pass,
,,,,,,,,,,,,,,,,,0.76901,,,,,,,,,,,,,8ee96b95-b028-4043-adbe-547a0bd423b0,76,,"[49.5, 9.6]",3754209,1,,,,2.0516837,,Right Foot,,,"[45.9, 16.5]",,Ground Pass,,7.782673,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Left Wing,8,Tottenham Hotspur,38,['0efa4442-e9be-4c2f-89ee-45749fe6a018'],7,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:07.810,Pass,
,,,,,,,,,,,,,,,,,0.806586,,,,,,,,,,,,,69192ef0-4dc0-4fba-bbd8-95b2b8846c92,80,,"[54.0, 22.7]",3754209,1,,,,1.6721429,,Left Foot,,,"[52.8, 34.5]",,Ground Pass,,11.86086,,,,Erik Lamela,3585.0,,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,8,Tottenham Hotspur,38,"['56542485-b851-4f5d-8247-dc40bb0f5839', '60b3b8cd-79e9-4074-9a6e-97cc17a40078']",10,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:10.203,Pass,True
,,,,,,,,,,,,,,,,,2.628016,,,,,,,,,,,,,da6419d8-322d-4b13-9c48-dc28d86e1066,83,,"[50.8, 36.3]",3754209,1,,,,2.001359,,Left Foot,,,"[35.0, 70.7]",,Ground Pass,,37.85499,,,,Toby Alderweireld,20005.0,,,,,,,1,Regular Play,Erik Lamela,3585.0,Right Wing,8,Tottenham Hotspur,38,['751a6d19-8aaf-48d4-97e7-bd43abdf8dd5'],11,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:11.946,Pass,
,,,,,,,,,,,,,,,,,1.524551,,,,,,,,,,,,,1325a397-b6a2-4773-8cab-a7b52b6e27d2,86,,"[38.4, 69.6]",3754209,1,,,,-1.0167041,,Right Foot,,,"[68.1, 21.6]",,High Pass,,56.44546,,Incomplete,,Christian Dannemann Eriksen,3043.0,,,True,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,8,Tottenham Hotspur,38,"['543c4500-bb7e-4639-a08b-4ab1b15c60dc', 'c8ee7a07-0a23-4f68-9cd5-f1b4e3ff4c56']",17,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:17.102,Pass,
,,,,,,,,,,,,,,,,,0.853954,,,,,,,,,,,,,bf8c8c5b-2228-4513-a11a-5fc28dd652cd,96,,"[44.4, 59.9]",3754209,1,,,,-0.5701274,,Left Foot,,,"[65.3, 46.5]",,Low Pass,,24.8268,,,,Erik Lamela,3585.0,,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,8,Tottenham Hotspur,38,['79a11362-7093-4e22-96f4-8a064c0fe604'],25,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:25.441,Pass,
,,,,,,,,,,,,,,,,,1.123468,,,,,,,,,,,,,d7ffe3aa-89ea-4f23-9452-57273ed2baaf,101,,"[57.8, 32.5]",3754209,1,,,,-2.6920784,,Head,,,"[46.4, 27.0]",,Low Pass,,12.657409,,,,Daley Blind,3311.0,,,,,,Recovery,1,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,9,Manchester United,39,"['4ea7e220-f8a7-419d-8b46-e64b5e7791f5', '88811850-92ef-4dbe-b7e2-ce7f62879fc9']",27,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:27.294,Pass,True
,,,,,,,,,,,,,,,,,3.577957,,,,,,,,,,,,,c3c32af8-3ae1-4374-9cc4-fbb97de23d5b,104,,"[50.9, 25.8]",3754209,1,,,,-0.47375757,,Left Foot,,,"[94.2, 3.6]",,High Pass,,48.659325,,,,Anthony Martial,20039.0,,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,9,Manchester United,39,['18eb51d6-c6cd-42ba-9de6-1b7137f9b496'],29,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:29.665,Pass,
,,,,,,,,,,,,,,,,,1.494467,,,,,,,,,,,,,4b06881e-dc8a-4fee-ad1c-2287a2f827f1,114,,"[97.3, 25.2]",3754209,1,,,,-2.9184227,,Left Foot,,,"[83.2, 22.0]",,Ground Pass,,14.458562,,,,Michael Carrick,4751.0,,,,,,,1,Regular Play,Anthony Martial,20039.0,Left Wing,9,Manchester United,39,"['41507835-7f6e-4ea9-bc82-0c479f62b3fb', '44490e98-48b7-4486-b853-eaeaa5543721']",39,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:39.920,Pass,True
,,,,,,,,,,,,,,,,,1.096147,,,,,,,,,,,,,08796681-8a32-4680-9e74-0bbcea7e422e,117,,"[77.5, 24.9]",3754209,1,,,,1.5707964,,Right Foot,,,"[77.5, 43.5]",,Ground Pass,,18.6,,,,Morgan Schneiderlin,3600.0,,,,,,,1,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,9,Manchester United,39,['e1e10e00-e0f0-4917-a91d-82f856f772ba'],42,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:42.161,Pass,
,,,,,,,,,,,,,,,,,0.777699,,,,,,,,,,,,,e7a24446-7354-458c-86e3-73117ca44a62,120,,"[77.5, 43.5]",3754209,1,,,,-0.16941305,,Right Foot,,,"[85.1, 42.2]",,Ground Pass,,7.7103825,,,,Jesse Lingard,3293.0,,,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Right Defensive Midfield,9,Manchester United,39,['885ac8d7-c6d4-4821-b80f-245f92b91688'],44,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:44.266,Pass,
,,,,,,,,,,,,,,,,,2.842326,,,,,,,,,,,,,b05fd10c-d4d3-4745-b731-acd57d46efb9,123,,"[85.1, 42.2]",3754209,1,,,,-2.1151507,,Right Foot,,,"[69.3, 16.1]",,Low Pass,,30.509834,,,,Daley Blind,3311.0,,,,,,,1,Regular Play,Jesse Lingard,3293.0,Center Attacking Midfield,9,Manchester United,39,['9919addd-b133-4aae-966a-e4a854728b98'],45,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:45.083,Pass,
,,,,,,,,,,,,,,,,,1.315513,,,,,,,,,,,,,41f104ef-7b66-4ee2-a997-6aee54eaa175,126,,"[69.3, 16.0]",3754209,1,,,,0.29119238,,Left Foot,,,"[104.0, 26.4]",,High Pass,,36.22499,,Incomplete,,Anthony Martial,20039.0,,,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,9,Manchester United,39,"['4a524dae-992f-4ae4-9eda-04cb352f0fb9', 'e52678f9-54ed-49e6-bb3f-58d7eb8fc181']",49,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:49.156,Pass,
,,,,,,,,,,,True,,,,,,1.609659,,,,,,,,,,,,,e52678f9-54ed-49e6-bb3f-58d7eb8fc181,128,,"[16.1, 53.7]",3754209,1,,,,1.0055475,,Head,,,"[27.2, 71.2]",,High Pass,,20.723417,,,,Erik Lamela,3585.0,,,,,,Interception,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,10,Tottenham Hotspur,38,"['41f104ef-7b66-4ee2-a997-6aee54eaa175', 'c29c0d67-3041-4a5f-8cb9-a30f0c5eb756']",50,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:50.472,Pass,
,,,,,,,,,,,,,,,,,0.918244,,,,,,,,,,,,,a6947047-e941-4440-82fe-e1b8d4770334,130,,"[27.2, 71.6]",3754209,1,,,,-0.41741723,,Head,,,"[38.7, 66.5]",,High Pass,,12.580143,,Incomplete,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,,1,Regular Play,Erik Lamela,3585.0,Right Wing,10,Tottenham Hotspur,38,"['34723885-c28b-49ea-9d3a-52007df4b8c7', '655629cb-9e98-4bca-888d-211a1437f0b0']",52,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:52.081,Pass,
