50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.21469,,,,,,,,,,,,,,,daa1fe54-9f09-48ab-ade4-cd7939cd9769,14,,"[65.8, 74.1]",3754317,0,,,,,-1.3329604,,Head,,,,"[67.4, 67.5]",High Pass,,6.7911706,,,Incomplete,,Eric Dier,10956.0,,,,,Interception,1,From Throw In,Kyle Walker,3205.0,Right Back,3,Norwich City,56,"['29982212-6008-408f-9e4c-2e1ad0e2ab0c', 'b9b899bd-2497-4b7f-8521-1066a19f96f5', 'f4a5115d-5215-4bb6-8c84-c3a780d72be9']",17,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:17.676,Pass,
,,,,,,,,,,,,,,,,,,0.668387,,,,,,,,,,,,,,,29982212-6008-408f-9e4c-2e1ad0e2ab0c,16,,"[52.7, 12.6]",3754317,0,,,,True,2.2367656,,,,,,"[50.5, 15.4]",Low Pass,,3.5608988,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Steven Naismith,9528.0,Center Attacking Midfield,3,Norwich City,56,"['754e311b-7698-42ad-8b45-e5631378b011', 'd0933ae7-6526-4ebd-b455-d2a449dfa1ef', 'daa1fe54-9f09-48ab-ade4-cd7939cd9769']",19,,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:19.891,Pass,True
,,,,,,,,,,,,,,,,,,1.799142,,,,,,,,,,,,,,,68006daf-9062-40b4-bbd1-cba0aa9b8d80,21,,"[66.8, 63.1]",3754317,0,,,,,2.6426656,,Right Foot,,,,"[50.1, 72.2]",Ground Pass,,19.018412,,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,4,Tottenham Hotspur,38,['02a6524e-6bda-4b0f-9bd8-aaea313b1955'],22,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:22.187,Pass,
,,,,,,,,,,,,,,,,,,3.438164,,,,,,,,,,,,,,,02785ccd-9455-4d38-87ea-1cd686cc5954,24,,"[40.8, 67.9]",3754317,0,,,,,-2.523712,,Right Foot,,,,"[12.8, 48.0]",Ground Pass,,34.351273,,,,,Hugo Lloris,3099.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,4,Tottenham Hotspur,38,['01015623-4000-4c35-b8df-732c5175aa97'],25,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:25.340,Pass,
,,,,,,,,,,,,,,,,,,1.585568,,,,,,,,,,,,,,,79030a00-8eb8-44a8-8048-74d7c9186505,26,,"[11.6, 43.5]",3754317,0,,,,,-1.1969962,,Left Foot,,,,"[20.7, 20.3]",Ground Pass,,24.920876,,,,,Kevin Wimmer,3611.0,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,4,Tottenham Hotspur,38,['11801dbf-f3c9-433b-a3e1-7ecc2dd9c60b'],28,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:28.778,Pass,
,,,,,,,,,,,,,,,,,,0.9984,,,,,,,,,,,,,,,5d565897-3202-48b3-8751-6d3eb8c08d2d,29,,"[31.1, 18.5]",3754317,0,,,,,-0.06852002,,Left Foot,,,,"[41.3, 17.8]",Ground Pass,,10.223991,,,,,Eric Dier,10956.0,,,,,,1,Regular Play,Kevin Wimmer,3611.0,Left Center Back,4,Tottenham Hotspur,38,['a17b4669-ce16-4616-bbce-a9565cfb136b'],32,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:32.555,Pass,
,,,,,,,,,,,,,,,,,,1.66941,,,,,,,,,,,,,,,32bd2747-6476-453e-a693-5f98e5fa8fed,31,,"[41.3, 17.8]",3754317,0,,,,,2.660454,,Left Foot,,,,"[27.7, 24.9]",Ground Pass,,15.341773,,,,,Kevin Wimmer,3611.0,,,,,,1,Regular Play,Eric Dier,10956.0,Left Defensive Midfield,4,Tottenham Hotspur,38,['87b502fa-bb9f-4f3c-9984-70500d77c35d'],33,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:33.553,Pass,
,,,,,,,,,,,,,,,,,,1.600159,,,,,,,,,,,,,,,423d040d-8dd1-4992-ae06-54a71364f5c4,34,,"[27.9, 25.5]",3754317,0,,,,,-0.9174379,,Left Foot,,,,"[39.0, 11.0]",Ground Pass,,18.260887,,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,Regular Play,Kevin Wimmer,3611.0,Left Center Back,4,Tottenham Hotspur,38,['87772894-1ed6-4b07-9450-a1b00a80d8c8'],36,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:36.051,Pass,
,,,,,,,,,,,,,,,,,,2.837986,,,,,,,,,,,,,,,f63c61f1-35f8-45e3-87bf-bf92214d409a,37,,"[51.0, 9.1]",3754317,0,,,,,-0.21050957,,Left Foot,,,,"[86.1, 1.6]",Ground Pass,,35.892338,,,,,Danny Rose,3594.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Defensive Midfield,4,Tottenham Hotspur,38,['8e83c3f9-aa6e-42d9-8b5d-3b2f89eb5cb7'],39,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:39.898,Pass,
,,,,,,,,,,,,,,,,,,0.774229,,,,,,,,,,,,,,,bf4ff7b3-0664-4bf1-9f96-79a1b3edc0e9,40,,"[100.8, 5.7]",3754317,0,,,,,2.206382,,Right Foot,,,,"[96.3, 11.8]",Ground Pass,,7.5802374,,,,,Christian Dannemann Eriksen,3043.0,,,,,,1,Regular Play,Danny Rose,3594.0,Left Back,4,Tottenham Hotspur,38,['124ddee3-26ab-46d8-9db1-11dd205404fb'],46,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:46.324,Pass,
,,,,,,,,,,,,,,,,,,1.442644,,,,,,,,,,,,,,,bde9e003-46b2-4338-81ac-9805b576110b,43,,"[96.3, 11.8]",3754317,0,,,,,0.7581322,,Right Foot,,,,"[107.6, 22.5]",Ground Pass,,15.562134,,,,,Heung-Min Son,3083.0,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,4,Tottenham Hotspur,38,['51a8c5ad-cee2-42ae-8995-443bd33156a5'],47,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:47.691,Pass,
,,,,,,,,,,,,,,,,,,0.64787,,,,,,,,,,,,,,,2f08a3b7-f783-4af2-8bfd-82e5a3b807d8,45,,"[107.6, 22.5]",3754317,0,,,,,0.0,,Right Foot,,,,"[116.3, 22.5]",Ground Pass,,8.7,,,,,Danny Rose,3594.0,,,,,,1,Regular Play,Heung-Min Son,3083.0,Right Wing,4,Tottenham Hotspur,38,['f4b59b7b-0d3e-4bc7-99be-01bc0d4c5032'],49,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:49.133,Pass,
,,,,,,,,,,,,,,,,,,0.653441,,,,,,,,,,,,,,,34c353c5-94d7-404c-9cba-f0f7381c7c2a,49,,"[119.5, 24.4]",3754317,0,,,,,1.902116,,Left Foot,True,,,"[115.2, 36.9]",Low Pass,,13.218925,,,Incomplete,,Harry Kane,10955.0,,,,,,1,Regular Play,Danny Rose,3594.0,Left Back,4,Tottenham Hotspur,38,"['6d33f9e4-5845-4e4c-acb7-4960affed826', '8f403581-ab7b-4cb4-8a9b-450c6460babe', 'c93bbf67-6ffa-454c-a88b-f0f03f3110d7']",50,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:50.913,Pass,True
,,,,,,,,,,,,,,,,,,1.428754,,,,,,,,,,,,,,,e778e102-1e00-4bed-92ef-f05bf5c3051e,54,,"[97.6, 27.2]",3754317,0,,,,True,0.0,,,,,,"[107.2, 27.2]",High Pass,,9.6,,,Incomplete,,Heung-Min Son,3083.0,,,,,Recovery,1,Regular Play,Bamidele Alli,3094.0,Left Wing,4,Tottenham Hotspur,38,"['04c43cec-cea7-438e-a007-0b3ea280cde7', '52ccf044-b552-49e8-a37a-a1a8381c70c9', '62ff08be-a87e-4e25-ba23-ee079feb2853']",55,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:55.660,Pass,True
,,,,,,,,,,,,,,,,,,1.729942,,,,,,,,,,,,,,,4cf7fac5-b317-4b73-8886-59f526c0c0a1,57,,"[120.0, 0.1]",3754317,1,,,,,1.7363619,,Right Foot,,,,"[113.5, 39.0]",High Pass,True,39.43932,,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,5,Tottenham Hotspur,38,['f66baff7-f903-477e-9f12-b3ef73740583'],22,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:22.826,Pass,
,,,,,,,,,,,,,,,,,,1.607332,,,,,,,,,,,,,,,f27a2944-0b11-4355-8e1c-5640f370f83b,62,,"[93.8, 17.8]",3754317,1,,,,,1.2705579,aa678506-3904-416d-a3a5-11c73a542d5f,Right Foot,True,,,"[103.8, 50.1]",High Pass,,33.812572,,,,,Toby Alderweireld,20005.0,True,,,,,1,From Corner,Heung-Min Son,3083.0,Right Wing,5,Tottenham Hotspur,38,['59f301e2-f2bc-4bfd-8941-2ac53c74786b'],30,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:30.043,Pass,
,,,,,,,,,,,,,,,,,,2.284281,,,,,,,,,,,,,,,8668c8f9-b364-40c0-9f80-c28a24042458,75,,"[60.0, 40.0]",3754317,2,,True,,,-3.0584514,,Right Foot,,,,"[42.0, 38.5]",Ground Pass,,18.062391,,,,,Timm Klose,9461.0,,,,,Kick Off,1,From Kick Off,Steven Naismith,9528.0,Center Attacking Midfield,6,Norwich City,56,['31e43907-07d0-484c-80a2-cc764d8bd635'],24,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:24.890,Pass,
,,,,,,,,,,,,,,,,,,2.391018,,,,,,,,,,,,,,,3cab3955-6a05-4c01-b485-f2df35a28048,77,,"[41.4, 39.6]",3754317,2,,True,,,-0.36444092,,Right Foot,,,,"[95.4, 19.0]",High Pass,,57.79585,,,,,Steven Naismith,9528.0,,,,,,1,From Kick Off,Timm Klose,9461.0,Right Center Back,6,Norwich City,56,['763a36ef-5d28-4cfb-965c-9b42a3ac943b'],27,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:27.174,Pass,
,,,,,,,,,,,,,,,,,,1.444253,,,,,,,,,,,,,,,ccc9dfff-2ef1-46ac-a6bc-92bed8403cf1,79,,"[95.4, 19.0]",3754317,2,,,,,-1.851474,,Head,,,,"[92.2, 7.9]",High Pass,,11.552056,,,,,Matt Jarvis,22594.0,,,,,,1,From Kick Off,Steven Naismith,9528.0,Center Attacking Midfield,6,Norwich City,56,['4d1cffca-0ac3-4268-a253-3c071179da44'],29,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:29.630,Pass,
,,,,,,,,,,,,,,,,,,1.798353,,,,,,,,,,,,,,,c415bb66-095d-4bf9-8faf-8e8a7505dbaa,84,,"[93.4, 6.8]",3754317,2,,,,,1.4898922,,Right Foot,,,,"[94.3, 17.9]",High Pass,,11.136427,,,,,Dieumerci Mbokani Bezua,23663.0,,,,,,1,From Kick Off,Matt Jarvis,22594.0,Left Midfield,6,Norwich City,56,"['018d35b6-2ed0-4543-92de-15da43439998', '4bbc5b01-199d-47eb-a939-505ffb8fda85', 'cf600e81-7aa0-42a9-853e-9686772581c1']",31,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:31.154,Pass,True
,,,,,,,,,,,,,,,,,,1.382117,,,,,,,,,,,,,,,17bab2c3-b621-4ce2-adf3-d7c3a36b9414,88,,"[94.5, 17.3]",3754317,2,,,,,-0.9310265,,Right Foot,,,,"[104.1, 4.4]",Ground Pass,,16.080112,,,,,Matt Jarvis,22594.0,,,,,,1,From Kick Off,Dieumerci Mbokani Bezua,23663.0,Center Forward,6,Norwich City,56,"['d993c8c8-4506-4c29-a7f3-2fec56c41b0a', 'fb243c68-10c1-479f-9c49-87cb54eac90e']",34,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:34.136,Pass,True
,,,,,,,,,,,,,,,,,,0.139098,,,,,,,,,,,,,,,ccb1c34a-e1b0-4924-afc0-2d5bf9cbb31c,92,,"[105.1, 8.2]",3754317,2,,,,,1.3633001,,Right Foot,,,,"[105.9, 12.0]",Low Pass,,3.8832977,,,Incomplete,,,,,,,,,1,From Kick Off,Matt Jarvis,22594.0,Left Midfield,6,Norwich City,56,"['80079b01-bdd4-4cd6-ade8-38a15da27e5c', '88e80142-a5e3-4c7d-b8f8-ceffdd5329e3']",37,,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:37.129,Pass,True
,,,,,,,,,,,,,,,,,,0.121028,,,,,,,,,,,,,,,091df07a-e5fc-4977-81dc-03efc804b13a,106,,"[103.8, 67.3]",3754317,2,,,,,-0.9707461,,Right Foot,,,,"[106.4, 63.5]",Low Pass,,4.604346,,,Incomplete,,,,,,,,,1,Regular Play,Harry Kane,10955.0,Center Forward,7,Tottenham Hotspur,38,['1093eac2-5003-4c3a-a3f5-749594dd6b36'],51,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:51.529,Pass,
,,,,,,,,,,,,,,,,,,1.361728,,,,,,,,,,,,,,,e2c69543-fa7d-4a12-97d4-48cf99719b33,108,,"[120.0, 80.0]",3754317,3,,,,,-1.805212,acc6f9fd-1237-46ed-88de-3cba04b00661,Right Foot,,,,"[112.0, 46.5]",High Pass,,34.44198,,,,True,Eric Dier,10956.0,True,,Outswinging,,Corner,1,From Corner,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,8,Tottenham Hotspur,38,['b72c4c02-3d48-4b84-bf28-fe501195db0f'],21,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:21.887,Pass,
,,,,,,,,,,,,,,,,,,1.106078,,,,,,,,,,,,,,,0922388f-b581-4039-b370-bf239b9ab2d8,112,,"[6.0, 36.0]",3754317,3,,True,,,0.32175055,,Right Foot,,,,"[74.7, 58.9]",High Pass,,72.41616,,,Incomplete,,Steven Naismith,9528.0,,,,,Goal Kick,1,From Goal Kick,Declan Rudd,9014.0,Goalkeeper,9,Norwich City,56,"['448ea605-2e37-47bf-aefa-19a5574cda1b', 'ae0d5b64-0f8f-4392-8b17-97e702a018c6']",53,,,,,,,,,,,,,,,,,,,Norwich City,56,00:03:53.829,Pass,
,,,,,,,,,,,,,,,,,,1.444938,,,,,,,,,,,,,,,448ea605-2e37-47bf-aefa-19a5574cda1b,114,,"[45.4, 21.2]",3754317,3,,,,,0.17699023,,Head,,,,"[57.7, 23.4]",High Pass,,12.495199,,,Incomplete,,Christian Dannemann Eriksen,3043.0,,,,,Recovery,1,From Goal Kick,Eric Dier,10956.0,Left Defensive Midfield,9,Norwich City,56,"['0922388f-b581-4039-b370-bf239b9ab2d8', '125f14c9-c536-4292-9741-67984d3fe760', 'e4742043-5188-4138-b728-1262a0486a48']",54,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:54.935,Pass,
,,,,,,,,,,,,,,,,,,2.598334,,,,,,,,,,,,,,,e4742043-5188-4138-b728-1262a0486a48,117,,"[62.4, 56.7]",3754317,3,,,,True,2.4683974,,,,,,"[46.6, 69.3]",Low Pass,,20.208908,,,,,Ivo Daniel Ferreira Mendonca Pinto,10499.0,,,,,Recovery,1,From Goal Kick,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,9,Norwich City,56,"['3c4f0fa3-acd4-4b1c-a906-66d482ca69b6', '448ea605-2e37-47bf-aefa-19a5574cda1b', 'ceac50d0-7ac9-4745-ae0e-85584d072d00']",56,,,,,,,,,,,,,,,,,,,Norwich City,56,00:03:56.380,Pass,True
,,,,,,,,,,,,,,,,,,3.746898,,,,,,,,,,,,,,,460a75ee-3b6f-4985-8463-3c9c4846cc24,120,,"[44.8, 69.3]",3754317,3,,,,,-3.0003378,,Right Foot,,,,"[1.2, 63.1]",Ground Pass,,44.03862,,,,,Declan Rudd,9014.0,,,,,,1,From Goal Kick,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,9,Norwich City,56,['ff17652b-abf0-4cae-88a7-cce70b05eac1'],59,,,,,,,,,,,,,,,,,,,Norwich City,56,00:03:59.091,Pass,
,,,,,,,,,,,,,,,,,,3.451475,,,,,,,,,,,,,,,ea26eb6b-2508-4df0-ae60-10155a787f0a,122,,"[2.6, 63.1]",3754317,4,,,,,0.017819896,,Right Foot,,,,"[53.1, 64.0]",High Pass,,50.50802,,,Incomplete,,,,,,,,,1,From Goal Kick,Declan Rudd,9014.0,Goalkeeper,9,Norwich City,56,['39dfb217-e1e0-4d14-bf45-e9db5853e69b'],2,,,,,,,,,,,,,,,,,,,Norwich City,56,00:04:02.838,Pass,
,,,,,,,,,,,,,,,,,,1.307317,,,,,,,,,,,,,,,39dfb217-e1e0-4d14-bf45-e9db5853e69b,123,,"[67.0, 16.1]",3754317,4,,,,,1.2649175,,Left Foot,,,,"[68.2, 19.9]",Low Pass,,3.9849718,,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Mousa Sidi Yaya Dembélé,3037.0,Right Defensive Midfield,9,Norwich City,56,"['c46f808f-8ade-4007-b1f3-2210d1a4eb48', 'ea26eb6b-2508-4df0-ae60-10155a787f0a']",6,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:04:06.289,Pass,
