50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8040147-007b-45de-b003-eaf36e26a3f8,2621,,"[75.2, 44.0]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tom Carroll,3310.0,Right Wing,160,Tottenham Hotspur,38,['601385cf-e174-402f-a776-6dadbad12832'],5,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:30:05.738,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5aca8087-d7c8-4506-af8d-600660d088c9,2623,,"[76.8, 26.1]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Kane,10955.0,Center Forward,160,Tottenham Hotspur,38,['bb7e0978-c4ff-4230-b3f1-2cfd463549d6'],5,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:30:05.740,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c6c8606-4568-4b8e-82b8-f3b70645fab6,2625,,"[39.8, 41.1]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Timm Klose,9461.0,Right Center Back,161,Norwich City,56,['156524e7-c906-4c52-ab71-d1c4b5f19347'],6,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:06.310,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca5dd13c-e2a0-47bd-b5f4-5579799088bc,2629,,"[43.3, 37.9]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,161,Norwich City,56,"['8d853340-a114-484b-a458-4e442a775d1c', 'f73b8e81-7819-4ef5-b091-4c47009f2c64']",10,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:10.037,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ac5e1a5-fd85-4571-8a9c-4f0c16599315,2631,,"[37.4, 43.9]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Timm Klose,9461.0,Right Center Back,161,Norwich City,56,['9091cd26-0db7-4815-8ee8-888a18139c62'],10,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:10.781,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcacc024-8301-4559-b9f4-12616f4d1f13,2634,,"[36.8, 11.1]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Olsson,3576.0,Left Back,161,Norwich City,56,['1f75d2c6-a205-447d-8e1e-b9ac1452ed17'],13,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:13.108,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a13199c-1e0f-4563-b8f7-c79478c43ae3,2637,,"[53.8, 4.9]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vadis Odjidja-Ofoe,23742.0,Center Attacking Midfield,161,Norwich City,56,['d894c06f-15b6-4bb4-921f-a30373468885'],15,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:15.965,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7d781bd-9797-4853-bb65-3be5c846fb93,2642,,"[55.2, 26.8]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,161,Norwich City,56,"['9bbf9098-aaf2-4e41-a66f-23e9da225f0f', 'b94aed79-6e2b-4bb4-b8c9-1c54d8df511b']",19,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:19.377,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e212f3c-5799-4150-bcaa-b6b3b1728e23,2650,,"[52.8, 12.7]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,161,Norwich City,56,"['022201e5-e75f-4a11-86ac-c35e73b3a4a9', '5be69d24-ab47-443e-887c-adaa3cd073f9']",22,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:22.357,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b90c999-8c64-4e73-85dd-bb6f5dc1f4a0,2653,,"[52.1, 23.6]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,161,Norwich City,56,['ea223fb2-6a5b-4e37-8495-f265442f4e7e'],25,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:25.175,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88f638be-51a0-4af8-ade5-e615ece1e730,2657,,"[47.9, 62.8]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Timm Klose,9461.0,Right Center Back,161,Norwich City,56,['a56490cf-6edf-4e55-9b10-a09ab0874c16'],28,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:28.717,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36cc1abe-12b0-4b82-bbb0-974e5951f73c,2659,,"[70.9, 76.3]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,161,Norwich City,56,['c1cf436c-2d5c-49b6-ac66-086611ad0ba2'],31,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:31.156,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ba01bd4-02d8-4e40-a8ac-b0db92d3e17a,2663,,"[81.7, 64.4]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Howson,9578.0,Right Midfield,161,Norwich City,56,['14182589-8a9e-425f-aef1-f336972d9b09'],32,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:32.658,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339c2667-6f02-4bea-88d3-2818c52c0ddf,2665,,"[71.1, 75.4]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,161,Norwich City,56,['00aaa94b-7d26-4285-b645-734d8c53f9b5'],33,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:33.711,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465c7fdd-4dd2-4bf6-ac2d-fd1289a7148c,2669,,"[58.2, 71.5]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Timm Klose,9461.0,Right Center Back,161,Norwich City,56,['383817c4-b82f-4ce2-ac7c-8fafe1a2d13a'],35,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:35.307,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b8c16a3-3c1a-4df1-94ac-a14380f4a7b2,2671,,"[66.1, 62.6]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,161,Norwich City,56,['5347b9d6-b10b-441b-a2d5-334fd0d1315c'],36,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:36.186,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cf58127-db9e-4457-b0d2-41ca396055b3,2674,,"[41.7, 27.8]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,161,Norwich City,56,['dd1febc0-e8e6-45fa-8ad3-6e51284c2e58'],40,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:40.421,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c49488a-eeff-4d07-9ea7-51a639a8c474,2678,,"[11.3, 37.8]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Declan Rudd,9014.0,Goalkeeper,161,Norwich City,56,['f40d73c6-c6bb-49b5-bef4-7f0306fb25e9'],45,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:45.560,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b9a8b95-6e8e-438b-ab0a-899f0cb0a3fe,2684,,"[56.6, 53.7]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,161,Norwich City,56,['167f8238-669b-4f51-ab5b-f44df42281a8'],53,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:53.916,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24368dc1-4875-4706-a82a-09dbdf053fe8,2688,,"[48.8, 28.8]",3754317,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,161,Norwich City,56,['e5ef8890-fa2a-43e5-a133-520b99adcafc'],56,,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:56.583,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e499509-b47e-47ff-b0ae-1ae5ef158b3b,2691,,"[76.7, 4.9]",3754317,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Olsson,3576.0,Left Back,161,Norwich City,56,['7f43a418-46c0-47e2-97d2-35fac676c3d6'],0,,,,,,,,,,,,,,,,,,,Norwich City,56,00:31:00.151,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6aa4de33-a584-45e0-b9aa-804178fbffad,2694,,"[81.0, 32.2]",3754317,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,161,Norwich City,56,['29dc09a2-46de-4408-b299-f0f51c577696'],7,,,,,,,,,,,,,,,,,,,Norwich City,56,00:31:07.932,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f153a2ee-7cae-4cd7-9ea1-832e4e995e5e,2697,,"[97.3, 75.4]",3754317,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,161,Norwich City,56,['da1c29cb-efbd-4e87-9c3a-2e5440c1a8f2'],10,,,,,,,,,,,,,,,,,,,Norwich City,56,00:31:10.539,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16d6ecff-c23d-4a20-a390-fcd2ded16bcc,2700,,"[114.4, 66.7]",3754317,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonathan Howson,9578.0,Right Midfield,161,Norwich City,56,['bd2fdf57-66b0-47a6-a6ff-2ab28f342cb3'],14,,,,,,,,,,,,,,,,,,,Norwich City,56,00:31:14.514,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65ea9047-702f-4c1c-93d7-15c770615d1c,2704,,"[65.9, 45.0]",3754317,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Harry Kane,10955.0,Center Forward,162,Tottenham Hotspur,38,['499115e0-a4af-43ef-b39b-bf707ff252e7'],44,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:31:44.186,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae2f75d0-5649-468c-adb3-e658305227a1,2711,,"[19.4, 24.1]",3754317,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Kevin Wimmer,3611.0,Left Center Back,162,Tottenham Hotspur,38,['8fbc2ac9-67a2-4cd2-9040-4a594e0b5f94'],53,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:31:53.156,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6173a739-bb2b-4fdd-9ef4-5982b13f4b02,2719,,"[65.9, 32.4]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nacer Chadli,4831.0,Left Wing,164,Tottenham Hotspur,38,['f18e88b7-cb94-4661-b7df-bd6db408a71c'],23,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:32:23.891,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fae4a620-0fa6-47fc-8872-24c2d17dc82a,2722,,"[70.0, 58.9]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,164,Tottenham Hotspur,38,['7dd9db1f-73e0-47aa-b40c-0c6a1a8b0cdc'],27,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:32:27.572,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be001a96-8ecb-487d-b3dc-0d48e1f4b1a5,2725,,"[82.2, 56.0]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nacer Chadli,4831.0,Left Wing,164,Tottenham Hotspur,38,['9c95a75f-cd03-431a-8f6f-7622edcc3fdf'],31,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:32:31.633,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6101ce0-10e9-4ed5-b3e7-040c27e1c187,2728,,"[70.9, 54.9]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,164,Tottenham Hotspur,38,['4390a479-4f45-4eb1-afb5-5db201075473'],34,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:32:34.679,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86fab266-92b3-48e4-9152-4c0efce031c9,2731,,"[69.3, 4.4]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danny Rose,3594.0,Left Back,164,Tottenham Hotspur,38,['93dea4d7-3b83-4405-a01e-e148a0a7f6ec'],39,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:32:39.422,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fba7825-7dce-4577-973c-cb1a9830c091,2734,,"[56.3, 13.6]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eric Dier,10956.0,Right Defensive Midfield,164,Tottenham Hotspur,38,['c43db77c-ae2e-45ab-803f-82ebbfc5623d'],41,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:32:41.704,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c7741ad-e526-4135-906d-273878a53291,2737,,"[47.2, 22.5]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Wimmer,3611.0,Left Center Back,164,Tottenham Hotspur,38,['4da0eb65-7483-45c3-ab5b-42f851f47985'],43,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:32:43.734,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec89d1a9-de5a-4344-8ad7-449e6131b3e2,2740,,"[18.2, 36.6]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hugo Lloris,3099.0,Goalkeeper,164,Tottenham Hotspur,38,['da13b29c-dd4b-4cdf-b333-e8daf85b3868'],47,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:32:47.300,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fca07e4-7e88-499a-85c1-7a6a84c62a38,2745,,"[57.6, 38.9]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,164,Tottenham Hotspur,38,"['2e41ec35-6174-4463-8eae-36030da11dff', '3fac08ce-aab7-4b1b-b825-4ce9bedce928']",55,,,,,,,,,,,,,,,,,,,Norwich City,56,00:32:55.132,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a179c702-f34d-4c57-be60-ec0de063f650,2751,,"[48.8, 23.1]",3754317,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,164,Tottenham Hotspur,38,['98ffcaba-55f3-430e-8d96-d65c47cbab7c'],59,,,,,,,,,,,,,,,,,,,Norwich City,56,00:32:59.724,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d09ba84-280a-45c5-bd10-be13b22141fd,2756,,"[51.0, 67.8]",3754317,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,164,Tottenham Hotspur,38,['4f5d0127-8bcc-4e8d-9151-f5d096379ab1'],4,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:33:04.316,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7176f370-832c-45de-828b-d20443679034,2759,,"[36.3, 58.9]",3754317,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Toby Alderweireld,20005.0,Right Center Back,164,Tottenham Hotspur,38,['be144480-f8c5-4086-9df6-0daf38778489'],6,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:33:06.690,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8933b3ec-1102-4ab0-a18c-10d4d7094301,2764,,"[67.9, 65.4]",3754317,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nacer Chadli,4831.0,Left Wing,164,Tottenham Hotspur,38,"['b004182d-0bf4-41b2-884a-3f8c43b751e2', 'f2fb4e97-afed-41bf-8318-b2df9e8840d1']",10,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:33:10.921,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6e5cf65-cf7b-41f6-8de3-b66513462afb,2767,,"[68.4, 57.3]",3754317,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,164,Tottenham Hotspur,38,['9c3fbae2-6d5c-42b9-bfca-355740ba6599'],11,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:33:11.778,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6f972a1-46b0-48fc-926f-79d63d87d867,2769,,"[48.7, 20.8]",3754317,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,164,Tottenham Hotspur,38,['19089ad1-7eff-4bc4-b213-2c2a199e8ef8'],11,,,,,,,,,,,,,,,,,,,Norwich City,56,00:33:11.926,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bc93ffe-3212-4ce6-9797-166a52a26e1d,2773,,"[58.9, 67.8]",3754317,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nacer Chadli,4831.0,Left Wing,164,Tottenham Hotspur,38,['527e4736-b467-40d2-ba09-b4f10e97277f'],13,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:33:13.755,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f3b77de-7876-4768-8535-41e69f21afbe,2778,,"[46.0, 72.8]",3754317,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,164,Tottenham Hotspur,38,['499c06b7-b06f-4fc1-a421-f851bb9c86e6'],16,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:33:16.887,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3b18ab4-d5ce-4896-abc5-37321a0f4ca2,2781,,"[65.5, 62.9]",3754317,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,164,Tottenham Hotspur,38,['855f5a2d-72b5-4d40-bee6-ab6f438bf492'],18,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:33:18.417,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8802a050-79af-4c27-a275-57ee2516f309,2791,,"[46.3, 61.4]",3754317,78,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Toby Alderweireld,20005.0,Right Center Back,165,Tottenham Hotspur,38,['d60e2462-590e-4eb7-8aed-f945eba2c6d2'],58,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:33:58.282,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e652bef-7873-46c9-9257-dfaa93888f61,2795,,"[47.0, 75.9]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kyle Walker,3205.0,Right Back,165,Tottenham Hotspur,38,['6ad03cd4-2fc7-4184-a93d-f1a0698376f2'],1,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:34:01.778,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb612a89-099c-4bbe-b7cd-75eca1b51f1c,2798,,"[78.2, 75.7]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Tom Carroll,3310.0,Right Wing,165,Tottenham Hotspur,38,['26f79df7-bb46-4de9-aa3d-e714cf928116'],6,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:34:06.688,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f085e92-a62e-4cf4-83af-554938f5ac37,2802,,"[91.7, 59.9]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kyle Walker,3205.0,Right Back,165,Tottenham Hotspur,38,"['15879c0e-1541-44f3-bbcd-1b6154ea9301', '37166c25-7e8e-4b36-a3b4-b37c053577c4']",9,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:34:09.647,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39f3f859-faef-481e-aade-40f5e7fcda75,2806,,"[23.5, 26.2]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Timm Klose,9461.0,Right Center Back,166,Norwich City,56,['b65fa03a-4f69-459c-b642-14de2903cd7c'],12,,,,,,,,,,,,,,,,,,,Norwich City,56,00:34:12.457,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42c030fc-d2a5-49a8-9ee3-5e17ab2b8926,2810,,"[39.3, 71.5]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,166,Norwich City,56,"['876410ab-7146-4e6e-bdae-b3faa7ce7a82', 'a32d2abb-ab99-457e-998e-42834b47f289']",17,,,,,,,,,,,,,,,,,,,Norwich City,56,00:34:17.563,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26e77284-f51e-4fc1-9f2e-a8bee87e3622,2816,,"[52.6, 58.8]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,166,Norwich City,56,['8ee4adf7-5641-4cf4-9961-068311bbc036'],20,,,,,,,,,,,,,,,,,,,Norwich City,56,00:34:20.094,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84aa18b9-2a5a-496b-970f-9fc8e67c9873,2821,,"[58.2, 78.7]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,166,Norwich City,56,"['573de29b-50fc-45fb-948c-2275a60d2ebe', '6471441f-7e91-4937-838c-525406a9d98f']",22,,,,,,,,,,,,,,,,,,,Norwich City,56,00:34:22.188,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cc744aa-81ac-459e-9cbd-4ffc2e0dbd0d,2832,,"[75.7, 78.4]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,166,Norwich City,56,['9299d89c-bec8-4d93-80dc-915dbdba8bc2'],26,,,,,,,,,,,,,,,,,,,Norwich City,56,00:34:26.112,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967918b6-6125-493f-a328-8772c39a7905,2835,,"[47.2, 14.1]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Olsson,3576.0,Left Back,166,Norwich City,56,['74b311fc-0893-4807-b5d6-06bd45e008b3'],32,,,,,,,,,,,,,,,,,,,Norwich City,56,00:34:32.230,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197fa28d-eaf1-4862-92dc-52933a310c1d,2838,,"[53.8, 22.1]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,166,Norwich City,56,['cccb5fa9-6744-4313-bb53-04523c3f505b'],37,,,,,,,,,,,,,,,,,,,Norwich City,56,00:34:37.194,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4968e87f-0efe-422f-a3e0-9d56a44b49c5,2841,,"[68.7, 22.2]",3754317,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cameron Jerome,4807.0,Left Midfield,166,Norwich City,56,['d1c57867-eb34-48da-953e-78b97ccbe383'],39,,,,,,,,,,,,,,,,,,,Norwich City,56,00:34:39.329,Ball Receipt*,
