ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.518445,,,,,,,,,,,703a1518-03a0-4169-a64f-9c9b9ce44cde,18,,"[88.0, 30.0]",3754325,0,,,,,0.22785705,,Right Foot,,,,"[101.8, 33.2]",High Pass,,14.166157,,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,1,From Kick Off,Rickie Lambert,40124.0,Right Center Forward,2,West Bromwich Albion,27,"['20a99f07-b17d-4d28-870e-5fc41ee32e3f', 'bd1eb5aa-2ff7-418b-b192-28e4b3de1270']",10,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:10.993,Pass,
,,,,,,,,,,,,,,,,1.099051,,,,,,,,,,,0d72f2dc-db74-4024-bb02-f891c3e5bbf3,24,,"[74.6, 37.3]",3754325,0,,,,,2.1941304,,Right Foot,,,,"[63.6, 52.6]",Ground Pass,,18.843832,,,,Craig Dawson,3523.0,,,,,,1,From Kick Off,Claudio Ariel Yacob,3967.0,Left Defensive Midfield,2,West Bromwich Albion,27,['1573a26e-680b-404e-a1c0-5b20ea5d6ac7'],15,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:15.122,Pass,
,,,,,,,,,,,,,,,,2.517663,,,,,,,,,,,56470caf-1512-4605-85d2-d12912ba9ce1,27,,"[70.5, 51.0]",3754325,0,,,,,-0.65028596,,Left Foot,,,,"[101.0, 27.8]",Low Pass,,38.32088,,,,Rickie Lambert,40124.0,,,,,,1,From Kick Off,Craig Dawson,3523.0,Right Back,2,West Bromwich Albion,27,['0d51fdee-17eb-4fe9-8ff0-9045355e7abe'],18,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:18.382,Pass,
,,,,,,,,,,,,,,,,0.754253,,,,,,,,,,,e979d6b9-3efa-46b8-b363-39d0b01996e6,29,,"[101.0, 27.8]",3754325,0,,,,True,3.1203194,,,,,,"[96.3, 27.9]",Low Pass,,4.7010636,,Incomplete,,Craig Gardner,9485.0,,,,,,1,From Kick Off,Rickie Lambert,40124.0,Right Center Forward,2,West Bromwich Albion,27,"['19e62bb6-3987-45c2-ab4d-8fc9279c02f0', '23fb6788-bad8-4691-8c13-933385c5a5c9', 'b821faf6-87c3-4d33-9d7f-344884c9f1df']",20,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:20.899,Pass,True
,,,,,,,,,,,,,,,,0.789186,,,,,,,,,,,d59c5cac-e4ff-4f69-91f1-d154c3627c6b,34,,"[32.1, 55.2]",3754325,0,,,,,1.6309646,,Right Foot,,,,"[31.6, 63.5]",Ground Pass,,8.315046,,,,Dušan Tadić,3831.0,,,,,Recovery,1,Regular Play,James Ward-Prowse,3328.0,Right Center Midfield,3,Southampton,25,"['3da82489-1d63-4514-8197-6bf8bfb60848', '7746f00d-53b4-4fe5-80c2-bc0524ce65b8']",22,,,,,,,,,,,,,,,,,Southampton,25,00:00:22.776,Pass,True
,,,,,,,,,,,,,,,,2.446871,,,,,,,,,,,625ad28d-1e8f-4aec-b13d-f730c7e62895,37,,"[31.2, 62.2]",3754325,0,,,,,-0.55033726,,Left Foot,,,,"[65.1, 41.4]",High Pass,,39.772476,,Incomplete,,Jay Rodriguez,3685.0,,,,,,1,Regular Play,Dušan Tadić,3831.0,Right Midfield,3,Southampton,25,"['8aa5d3df-dd54-47f1-81df-369222bcbd89', 'ee85491b-4313-40f1-8189-58da305bba4b']",24,,,,,,,,,,,,,,,,,Southampton,25,00:00:24.224,Pass,
,,,,,,,,,,,,,,,,0.834517,,,,,,,,,,,ee85491b-4313-40f1-8189-58da305bba4b,39,,"[55.0, 38.7]",3754325,0,,,,True,-0.24207169,,,,,,"[63.1, 36.7]",High Pass,,8.343261,,Incomplete,,,,,,,,Recovery,1,Regular Play,Gareth McAuley,3596.0,Right Center Back,3,Southampton,25,"['18ebdda2-f8b8-461d-8642-604683fa726c', '625ad28d-1e8f-4aec-b13d-f730c7e62895', 'f63676e4-471d-4ed4-b35f-e3a931f15d1d']",26,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:26.671,Pass,True
,,,,,,,,,,,,,,,,1.728734,,,,,,,,,,,18ebdda2-f8b8-461d-8642-604683fa726c,41,,"[57.0, 43.4]",3754325,0,,,,,-0.83752483,,Head,,,,"[67.9, 31.3]",High Pass,,16.285576,,,,Jay Rodriguez,3685.0,,,,,Recovery,1,Regular Play,Steven Davis,3828.0,Left Center Midfield,3,Southampton,25,"['da50ab0e-80eb-44c1-8ca7-aebfeeb10a37', 'ee85491b-4313-40f1-8189-58da305bba4b']",27,,,,,,,,,,,,,,,,,Southampton,25,00:00:27.505,Pass,
,,,,,,,,,,,,,,,,1.649598,,,,,,,,,,,f0959183-b8a6-49a9-9da7-edbb3c1b5aa9,47,,"[55.7, 12.7]",3754325,0,,,,,0.06241881,,Head,,,,"[76.5, 14.0]",High Pass,,20.840586,,Incomplete,,Jay Rodriguez,3685.0,,,,,Recovery,1,Regular Play,Matt Targett,3651.0,Left Back,3,Southampton,25,"['684c7e14-e095-4e68-b0f2-2ecf3caa1207', 'bb962289-bdde-4662-92d6-c48d0c04ae16']",32,,,,,,,,,,,,,,,,,Southampton,25,00:00:32.487,Pass,
,,,,,,,,,,,,,,,,2.022323,,,,,,,,,,,bb962289-bdde-4662-92d6-c48d0c04ae16,49,,"[43.6, 66.1]",3754325,0,,,,,-0.53618026,,Right Foot,,,,"[74.9, 47.5]",High Pass,,36.409477,,Incomplete,,,,,,,,Recovery,1,Regular Play,Craig Dawson,3523.0,Right Back,3,Southampton,25,"['000b875d-3f12-4df3-9feb-dafc51392004', 'f0959183-b8a6-49a9-9da7-edbb3c1b5aa9']",34,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:34.137,Pass,
,,,,,,,,,,,,,,,,1.916242,,,,,,,,,,,000b875d-3f12-4df3-9feb-dafc51392004,50,,"[45.2, 32.6]",3754325,0,,,,,0.0,,Head,,,,"[67.3, 32.6]",High Pass,,22.1,,Incomplete,,,,,,,,Recovery,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,3,Southampton,25,"['88c9005d-9af0-49b2-9e48-84eda6378bef', 'bb962289-bdde-4662-92d6-c48d0c04ae16']",36,,,,,,,,,,,,,,,,,Southampton,25,00:00:36.159,Pass,
,,,,,,,,,,,,,,,,1.377144,,,,,,,,,,,36203250-4c9f-46fb-ba01-6ff1c0afbecc,53,,"[54.5, 42.7]",3754325,0,,,,,-1.1096997,,Right Foot,,,,"[62.3, 27.0]",High Pass,,17.53083,,,,Craig Gardner,9485.0,,,,,,1,Regular Play,Claudio Ariel Yacob,3967.0,Left Defensive Midfield,4,West Bromwich Albion,27,['bd0f1af1-fa02-4e3a-ade7-80c3a2f15bbd'],38,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:38.859,Pass,
,,,,,,,,,,,,,,,,1.895481,,,,,,,,,,,c60ecc94-6654-4f66-b6b1-0c1703407ae4,56,,"[56.6, 27.4]",3754325,0,,,,,-2.6383183,,Left Foot,,,,"[38.8, 17.6]",Ground Pass,,20.319448,,,,Jonathan Grant Evans,11012.0,,,,,,1,Regular Play,Craig Gardner,9485.0,Left Midfield,4,West Bromwich Albion,27,['14a1acb1-9dc4-4981-a218-62d310454e56'],41,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:41.120,Pass,
,,,,,,,,,,,,,,,,2.138474,,,,,,,,,,,9d8fc7cc-4245-49ba-a890-474f64fb8d7f,59,,"[55.8, 18.4]",3754325,0,,,,,-0.430432,,Right Foot,,,,"[81.5, 6.6]",Ground Pass,,28.279497,,,,José Salomón Rondón Giménez,4041.0,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Left Center Back,4,West Bromwich Albion,27,['6e82a78e-b4bc-4fbc-af6c-8d2d8748f1b7'],46,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:46.755,Pass,
,,,,,,,,,,,,,,,,1.506463,,,,,,,,,,,7eec5be8-e529-4486-b17c-f9042410279a,62,,"[80.2, 4.8]",3754325,0,,,,,-2.9487083,,Right Foot,,,,"[67.4, 2.3]",Ground Pass,,13.041856,,,,Chris Brunt,3541.0,,,,,,1,Regular Play,José Salomón Rondón Giménez,4041.0,Left Center Forward,4,West Bromwich Albion,27,['98dd278e-e9b8-469b-be75-5f2f6fbc62f4'],50,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:50.101,Pass,
,,,,,,,,,,,,,,,,1.996752,,,,,,,,,,,528ae2c5-4021-431f-9f18-f42961974f53,65,,"[69.2, 2.6]",3754325,0,,,,,0.24958692,,Left Foot,,,,"[99.8, 10.4]",High Pass,,31.578474,,,,Craig Gardner,9485.0,,,,,,1,Regular Play,Chris Brunt,3541.0,Left Back,4,West Bromwich Albion,27,['87a71770-debd-4041-9f01-71edf3ed0499'],52,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:52.356,Pass,
,,,,,,,,,,,,,,,,6.071571,,,,,,,,,,,302ccc4f-a0c1-4166-a44a-f35e74c7c991,72,,"[106.6, 13.6]",3754325,1,,,,,1.4382448,,Right Foot,True,,,"[114.6, 73.6]",High Pass,,60.530983,,,,Callum McManaman,9551.0,,True,,,,1,Regular Play,Craig Gardner,9485.0,Left Midfield,4,West Bromwich Albion,27,['8ef9ffe8-91fc-46c9-8846-ea11e143c45e'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:00.804,Pass,
,,,,,,,,,,,,,,,,3.9272,,,,,,,,,,,981fbd9f-5f30-49fc-a3e0-11d8c16ca757,80,,"[8.6, 0.1]",3754325,2,,,,,0.21134166,,,,,,"[36.1, 6.0]",High Pass,,28.12579,,Incomplete,,Steven Davis,3828.0,,,,,Throw-in,1,From Throw In,Matt Targett,3651.0,Left Back,5,Southampton,25,"['0fb33bc3-cad4-4b20-999c-5c21407fb984', '81ddc927-3bae-4c46-bc65-b66c45321c4d']",19,,,,,,,,,,,,,,,,,Southampton,25,00:02:19.684,Pass,
,,,,,,,,,,,,,,,,3.208633,,,,,,,,,,,c96d9aaa-ed63-4e3f-93f9-2691801be71f,85,,"[88.3, 75.2]",3754325,2,,,,,0.13569237,,Right Foot,,,,"[115.4, 78.9]",High Pass,,27.351418,,Out,,,,,,,,,1,From Throw In,Craig Dawson,3523.0,Right Back,5,Southampton,25,,24,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:24.017,Pass,
,,,,,,,,,,,,,,,,1.062174,,,,,,,,,,,8fa4ca08-bb52-43a0-a43a-eec38101bc54,86,,"[6.2, 0.1]",3754325,2,,,,,0.66206044,,,,,,"[13.0, 5.4]",Low Pass,,8.621485,,,,Steven Davis,3828.0,,,,,Throw-in,1,From Throw In,Matt Targett,3651.0,Left Back,6,Southampton,25,['ae3be67d-d474-4b5d-9d5b-7f53efb02c5e'],37,,,,,,,,,,,,,,,,,Southampton,25,00:02:37.517,Pass,
,,,,,,,,,,,,,,,,0.960467,,,,,,,,,,,5aa5226d-216c-4fd9-88df-3212d9e0dbc5,89,,"[12.5, 6.5]",3754325,2,,,,,2.9441972,,Right Foot,,,,"[6.0, 7.8]",Ground Pass,,6.6287255,,,,Matt Targett,3651.0,,,,,,1,From Throw In,Steven Davis,3828.0,Left Center Midfield,6,Southampton,25,"['2a04731d-4786-4a89-80b7-9d527920e2ae', 'c8190172-a593-4a90-b0b2-01dc524c48e7']",38,,,,,,,,,,,,,,,,,Southampton,25,00:02:38.579,Pass,True
,,,,,,,,,,,,,,,,3.58017,,,,,,,,,,,7edc3510-c261-4b55-9dc1-0d1c288eff18,91,,"[6.0, 7.8]",3754325,2,,,,,-0.12676753,,Left Foot,,,,"[26.4, 5.2]",High Pass,,20.56502,,,,Jay Rodriguez,3685.0,,,,,,1,From Throw In,Matt Targett,3651.0,Left Back,6,Southampton,25,"['5f41b0ee-31ff-4a15-80cf-274aded50ebd', 'c8190172-a593-4a90-b0b2-01dc524c48e7']",39,,,,,,,,,,,,,,,,,Southampton,25,00:02:39.540,Pass,True
,,,,,,,,,,,,,,,,1.495343,,,,,,,,,,,9ba5c769-92d8-4f5b-990e-c9ec3d4235d5,94,,"[26.5, 5.2]",3754325,2,,,,,2.9509537,,Right Foot,,,,"[15.1, 7.4]",Low Pass,,11.61034,,Incomplete,,Matt Targett,3651.0,,,,,,1,From Throw In,Jay Rodriguez,3685.0,Left Midfield,6,Southampton,25,"['2b4d836f-1098-4034-a131-c2287fc09351', '67d46a13-c15e-4501-bc5b-2fff78546494', '911b1a23-a79b-4b84-9e15-5e01eaefcc6e']",43,,,,,,,,,,,,,,,,,Southampton,25,00:02:43.120,Pass,True
,,,,,,,,,,,,,,,,1.241375,,,,,,,,,,,ffe7f146-7be4-40ef-96df-e30a0fa39453,100,,"[107.4, 73.0]",3754325,2,,,,,-1.7681919,,Right Foot,,,,"[106.1, 66.5]",High Pass,,6.6287255,,,,Rickie Lambert,40124.0,,,,,,1,From Throw In,Darren Fletcher,4022.0,Right Defensive Midfield,6,Southampton,25,"['30a38eea-19f9-47bf-b393-74ab8a6f56c4', '6df63c86-650d-4d1b-83a2-517f89af6911']",45,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:45.286,Pass,True
,,,,,,,,,,,,,,,,1.903716,,,,,,,,,,,a45fd11e-ae9f-42fe-91cc-f917df6b87d3,103,,"[106.1, 66.5]",3754325,2,,,,,-2.086722,,Right Foot,,,,"[98.5, 53.1]",Low Pass,,15.405194,,Incomplete,,,,,,,,,1,From Throw In,Rickie Lambert,40124.0,Right Center Forward,6,Southampton,25,"['20f8b8ab-8be0-4c4b-8e9c-9da6edad2724', 'eb9ed51f-aeaf-4c90-9fc6-9ee9f4249793']",46,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:46.528,Pass,True
,,,,,,,,,,,,,,,,1.97843,,,,,,,,,,,26f06391-2fa7-4eeb-9011-1b5d24911c6e,106,,"[45.5, 27.3]",3754325,2,,,,,0.81521666,,Left Foot,,,,"[76.4, 60.1]",High Pass,,45.062733,,Incomplete,,Dušan Tadić,3831.0,,,,,,1,From Throw In,Virgil van Dijk,3669.0,Left Center Back,6,Southampton,25,"['0beffebf-236a-42c1-8983-68d42a02b248', 'ed2d0c87-936f-4e1f-be5e-93925e8e8022']",51,,,,,,,,,,,,,,,,,Southampton,25,00:02:51.636,Pass,
,,,,,,,,,,,,,,,,1.541246,,,,,,,,,,,0beffebf-236a-42c1-8983-68d42a02b248,108,,"[43.7, 20.0]",3754325,2,,,,,0.44344833,,Head,,,,"[55.7, 25.7]",Low Pass,,13.284954,,Incomplete,,Craig Gardner,9485.0,,,,,Recovery,1,From Throw In,Chris Brunt,3541.0,Left Back,6,Southampton,25,"['26f06391-2fa7-4eeb-9011-1b5d24911c6e', '8594067c-c03f-43f7-a845-fce1b41f4284', '85f8defa-4818-47c9-a215-f4d1dd50391b']",53,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:53.614,Pass,
,,,,,,,,,,,,,,,,1.422379,,,,,,,,,,,8594067c-c03f-43f7-a845-fce1b41f4284,111,,"[64.4, 54.4]",3754325,2,,,,,0.9879858,,Right Foot,,,,"[79.1, 76.7]",Low Pass,,26.709175,,,,Dušan Tadić,3831.0,,,,,Interception,1,From Throw In,James Ward-Prowse,3328.0,Right Center Midfield,6,Southampton,25,"['05c4c349-5243-4941-9ac8-21d115acc681', '0beffebf-236a-42c1-8983-68d42a02b248', '4f89d999-5dd7-4cdf-8199-ae5acebbb043']",55,,,,,,,,,,,,,,,,,Southampton,25,00:02:55.155,Pass,True
,,,,,,,,,,,,,,,,1.354836,,,,,,,,,,,c2d53043-77e7-404b-b330-7300780fe036,114,,"[86.6, 77.5]",3754325,2,,,,,-0.2706487,,Left Foot,,,,"[103.9, 72.7]",Ground Pass,,17.95355,,,,James Ward-Prowse,3328.0,,,,,,1,From Throw In,Dušan Tadić,3831.0,Right Midfield,6,Southampton,25,['1a9adcf4-64fd-466b-96f6-7b176914e51f'],59,,,,,,,,,,,,,,,,,Southampton,25,00:02:59.452,Pass,
,,,,,,,,,,,,,,,,0.063034,,,,,,,,,,,ce8d61f0-5db5-44b4-9469-b7dcc45bf88c,118,,"[103.6, 74.0]",3754325,3,,,,,-2.9361973,,Right Foot,,,,"[101.2, 73.5]",Ground Pass,,2.4515302,,Incomplete,,Dušan Tadić,3831.0,,,,,,1,From Throw In,James Ward-Prowse,3328.0,Right Center Midfield,6,Southampton,25,"['1c5eb1ac-1491-4c9e-91f7-f44fc7e33615', 'd75156e1-ba6d-4570-b644-15a459c1e3f8']",1,,,,,,,,,,,,,,,,,Southampton,25,00:03:01.443,Pass,
,,,,,,,,,,,,,,,,0.824707,,,,,,,,,,,3dc568c7-4a60-4c81-8277-7c959998607e,122,,"[97.4, 80.0]",3754325,3,,,,,-1.8244704,,,,,,"[95.3, 71.9]",Low Pass,,8.367795,,,,James Ward-Prowse,3328.0,,,,,Throw-in,1,From Throw In,Cédric Ricardo Alves Soares,3329.0,Right Back,7,Southampton,25,['d83aa98f-d238-4ebb-9213-92b3afbc2938'],14,,,,,,,,,,,,,,,,,Southampton,25,00:03:14.511,Pass,
,,,,,,,,,,,,,,,,0.819292,,,,,,,,,,,4d569b51-47d6-41eb-8519-988a202e5820,125,,"[92.3, 72.7]",3754325,3,,,,,0.9017533,,Right Foot,,,,"[95.7, 77.0]",Ground Pass,,5.481788,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,1,From Throw In,James Ward-Prowse,3328.0,Right Center Midfield,7,Southampton,25,['81efb3f4-4329-4450-aafb-f131dcf29864'],17,,,,,,,,,,,,,,,,,Southampton,25,00:03:17.661,Pass,
