ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.018006,,,,,,,,,,,,,,,29bb9e6a-d7f0-422d-906f-f3867e937a05,16,,,"[43.5, 71.6]",3754056,0,,,,-1.374765,,Left Foot,,,,"[46.3, 57.5]",,Ground Pass,,14.375326,,,,Geoff Cameron,3480.0,,,,,,,1,From Kick Off,Glen Johnson,4724.0,Right Back,2,Stoke City,30,['149c4f88-3dcf-40af-90ed-ae29853fe2f5'],6,,,,,,,,,,,,,,,,,Stoke City,30,00:00:06.829,Pass,
,,,,,,,,,,,,,,,1.031411,,,,,,,,,,,,,,,f1069ff4-c302-45fb-bc0e-4f7f7e22e8de,19,,,"[46.3, 57.5]",3754056,0,,,,2.19777,,Right Foot,,,,"[39.2, 67.3]",,Ground Pass,,12.101653,,,,Glen Johnson,4724.0,,,,,,,1,From Kick Off,Geoff Cameron,3480.0,Right Defensive Midfield,2,Stoke City,30,['d299ea57-e210-45da-a963-7d4ff37a6c62'],7,,,,,,,,,,,,,,,,,Stoke City,30,00:00:07.887,Pass,
,,,,,,,,,,,,,,,1.982092,,,,,,,,,,,,,,,7b47f208-be67-49f7-8013-cc571158b463,22,,,"[37.5, 66.9]",3754056,0,,,,-2.2369852,,Right Foot,,,,"[21.7, 46.8]",,Ground Pass,,25.56658,,,,Ryan Shawcross,4035.0,,,,,,,1,From Kick Off,Glen Johnson,4724.0,Right Back,2,Stoke City,30,['281df5e4-b8de-4f09-85f7-15e5a3915bce'],9,,,,,,,,,,,,,,,,,Stoke City,30,00:00:09.721,Pass,
,,,,,,,,,,,,,,,2.119562,,,,,,,,,,,,,,,360b3492-71cf-4c11-9b18-f3e2c405fadc,25,,,"[22.1, 45.9]",3754056,0,,,,-1.2807094,,Right Foot,,,,"[28.1, 25.8]",,Ground Pass,,20.976416,,,,Philipp Wollscheid,40121.0,,,,,,,1,From Kick Off,Ryan Shawcross,4035.0,Right Center Back,2,Stoke City,30,['7b581290-bea4-482f-a5df-6c33e880ed94'],12,,,,,,,,,,,,,,,,,Stoke City,30,00:00:12.655,Pass,
,,,,,,,,,,,,,,,0.9109,,,,,,,,,,,,,,,3d609185-03f1-489f-b631-6abca08a0bcc,28,,,"[28.1, 25.8]",3754056,0,,,,0.8897793,,Left Foot,,,,"[32.8, 31.6]",,Ground Pass,,7.465253,,,,Glenn Whelan,9625.0,,,,,,,1,From Kick Off,Philipp Wollscheid,40121.0,Left Center Back,2,Stoke City,30,['1d2c929b-5a0b-41e2-a9e7-cb17750f0c34'],14,,,,,,,,,,,,,,,,,Stoke City,30,00:00:14.815,Pass,
,,,,,,,,,,,,,,,1.53897,,,,,,,,,,,,,,,feba08c5-d84d-4cf3-a570-25f05ca9e66a,31,,,"[26.2, 33.9]",3754056,0,,,,1.1184264,,Right Foot,,,,"[36.6, 55.3]",,Ground Pass,,23.793276,,,,Geoff Cameron,3480.0,,,,,,,1,From Kick Off,Glenn Whelan,9625.0,Left Defensive Midfield,2,Stoke City,30,['cfa566f7-8e7e-498c-a105-d59749ba7e2c'],17,,,,,,,,,,,,,,,,,Stoke City,30,00:00:17.267,Pass,
,,,,,,,,,,,,,,,1.559751,,,,,,,,,,,,,,,d02d5126-4aae-40c7-a06e-a9f17918a644,34,,,"[48.0, 46.8]",3754056,0,,,,-1.7816714,,Right Foot,,,,"[41.3, 15.5]",,Ground Pass,,32.00906,,,,Philipp Wollscheid,40121.0,,,,,,,1,From Kick Off,Geoff Cameron,3480.0,Right Defensive Midfield,2,Stoke City,30,['ab7c4ef2-b5fb-4c2d-b326-fc722d8face8'],24,,,,,,,,,,,,,,,,,Stoke City,30,00:00:24.686,Pass,
,,,,,,,,,,,,,,,1.309183,,,,,,,,,,,,,,,6a28ad56-5600-4f3d-9eaa-fe394caea17d,37,,,"[42.4, 14.3]",3754056,0,,,,-1.2336624,,Right Foot,,,,"[45.8, 4.6]",,Ground Pass,,10.278619,,,,Erik Pieters,3467.0,,,,,,,1,From Kick Off,Philipp Wollscheid,40121.0,Left Center Back,2,Stoke City,30,['4406d22b-77bc-4055-8106-6b3816157f98'],27,,,,,,,,,,,,,,,,,Stoke City,30,00:00:27.920,Pass,
,,,,,,,,,,,,,,,0.782655,,,,,,,,,,,,,,,47de289c-9d40-4cb9-be2a-2e21ec1f590b,40,,,"[42.8, 7.4]",3754056,0,,,,1.0137756,,Right Foot,,,,"[49.9, 18.8]",,Ground Pass,,13.43019,,,,Geoff Cameron,3480.0,,,,,,,1,From Kick Off,Erik Pieters,3467.0,Left Back,2,Stoke City,30,['a94b001a-b8dc-4956-89ae-75005d3445fa'],30,,,,,,,,,,,,,,,,,Stoke City,30,00:00:30.100,Pass,
,,,,,,,,,,,,,,,1.072557,,,,,,,,,,,,,,,8e013f11-b82f-4ba5-a3a5-0bae9976d487,48,,,"[66.2, 4.6]",3754056,0,,,,0.88431096,,Left Foot,,,,"[83.9, 26.2]",,Ground Pass,,27.925795,,,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Kick Off,Geoff Cameron,3480.0,Right Defensive Midfield,2,Stoke City,30,['c8749897-ceca-4b91-bb27-967df0e845b2'],35,,,,,,,,,,,,,,,,,Stoke City,30,00:00:35.864,Pass,
,,,,,,,,,,,,,,,2.097641,,,,,,,,,,,,,,,b0002b67-da01-4cbb-a84e-da5ebb63e46c,51,,,"[93.3, 25.6]",3754056,0,,,,-0.331459,,Right Foot,,,,"[108.7, 20.3]",,Ground Pass,,16.286497,,,,Xherdan Shaqiri,3533.0,,,,,,,1,From Kick Off,Bojan Krkíc Pérez,4913.0,Center Forward,2,Stoke City,30,['a28bdd2e-0332-44ea-97ae-77fdded2e098'],38,,,,,,,,,,,,,,,,,Stoke City,30,00:00:38.288,Pass,
,,,,,,,,,,,,,,,1.705946,,,,,,,,,,,,,,,2f263bc2-e730-4a64-b54b-fdda01f2b5b8,54,,,"[108.7, 20.3]",3754056,0,,,,2.0129628,f74e6bb6-0739-4359-b1fb-fc4bb7b778f8,Left Foot,True,,,"[98.9, 41.0]",,Ground Pass,,22.90262,,,,Marko Arnautović,3325.0,True,,,,,,1,From Kick Off,Xherdan Shaqiri,3533.0,Right Wing,2,Stoke City,30,['4ef5934b-f4a5-41a6-8205-cacbcc527e97'],40,,,,,,,,,,,,,,,,,Stoke City,30,00:00:40.426,Pass,
,,,,,,,,,,,,,,,1.142736,,,,,,,,,,,,,,,9f3261b0-f53c-497c-ba3f-cc0ae982e746,69,,,"[94.4, 49.8]",3754056,0,,,,-2.6724806,,Right Foot,,,,"[87.1, 46.1]",,Ground Pass,,8.184131,,Incomplete,,Ibrahim Afellay,4891.0,,,,,,,1,From Kick Off,Glen Johnson,4724.0,Right Back,2,Stoke City,30,"['6f56bd95-754a-4ddf-a011-fd4bf837b3e4', 'b82123fd-c0a7-434e-9355-735b373f66a3']",47,,,,,,,,,,,,,,,,,Stoke City,30,00:00:47.549,Pass,
,,,,,,,,,,,,,,,0.981502,,,,,,,,,,,,,,,7e347042-52d6-4c76-af0d-4c6f61b6fef5,73,,,"[40.9, 31.4]",3754056,1,,,,0.14444157,,Right Foot,,,,"[57.4, 33.8]",,Ground Pass,,16.673632,,,,Arouna Koné,26696.0,,,,,,Free Kick,1,From Free Kick,José Ramiro Funes Mori,4629.0,Left Center Back,3,Everton,29,['a721811c-49ad-48c3-9a76-a34bd2f89b62'],7,,,,,,,,,,,,,,,,,Everton,29,00:01:07.642,Pass,
,,,,,,,,,,,,,,,0.602978,,,,,,,,,,,,,,,3b61c1b5-e331-4bc3-b88e-160c601cf559,76,,,"[57.8, 36.1]",3754056,1,,,,2.9833524,,Right Foot,,,,"[48.4, 37.6]",,Ground Pass,,9.518929,,,,Gareth Barry,3633.0,,,,,,,1,From Free Kick,Arouna Koné,26696.0,Left Wing,3,Everton,29,['22205d5c-735a-4b32-a525-a99c2d380334'],9,,,,,,,,,,,,,,,,,Everton,29,00:01:09.908,Pass,
,,,,,,,,,,,,,,,1.342061,,,,,,,,,,,,,,,da5c7439-7228-4c62-855e-3658621ce963,78,,,"[48.4, 37.6]",3754056,1,,,,1.2303087,,Left Foot,,,,"[54.6, 55.1]",,Ground Pass,,18.565828,,,,Ross Barkley,4275.0,,,,,,,1,From Free Kick,Gareth Barry,3633.0,Center Defensive Midfield,3,Everton,29,['e9a8a88a-cac8-4925-a312-65736ff8982c'],10,,,,,,,,,,,,,,,,,Everton,29,00:01:10.511,Pass,
,,,,,,,,,,,,,,,0.97956,,,,,,,,,,,,,,,1f9b47b0-6589-4699-9f7f-0ac8b5adea96,81,,,"[54.8, 60.1]",3754056,1,,,,0.116141625,,Right Foot,,,,"[72.8, 62.2]",,Ground Pass,,18.122086,,,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Free Kick,Ross Barkley,4275.0,Right Center Midfield,3,Everton,29,['564220c7-a193-4772-9455-21db8fda5950'],13,,,,,,,,,,,,,,,,,Everton,29,00:01:13.266,Pass,
,,,,,,,,,,,,,,,0.85002,,,,,,,,,,,,,,,edfd30c6-bcea-4df3-9c20-a98f3296f821,84,,,"[71.9, 66.5]",3754056,1,,,,-2.9018495,,Left Foot,,,,"[62.9, 64.3]",,Ground Pass,,9.264988,,,,Ross Barkley,4275.0,,,,,,,1,From Free Kick,Romelu Lukaku Menama,3289.0,Center Forward,3,Everton,29,['e7056adb-a3b2-48d6-88f9-748e832ec13c'],15,,,,,,,,,,,,,,,,,Everton,29,00:01:15.357,Pass,
,,,,,,,,,,,,,,,0.851231,,,,,,,,,,,,,,,311d98ab-2675-4e0d-9afb-672293976753,87,,,"[62.9, 64.3]",3754056,1,,,,-1.9385848,,Right Foot,,,,"[58.7, 53.4]",,Ground Pass,,11.681182,,,,Gareth Barry,3633.0,,,,,,,1,From Free Kick,Ross Barkley,4275.0,Right Center Midfield,3,Everton,29,['e269785d-4f01-460c-b41c-4c36f595beef'],16,,,,,,,,,,,,,,,,,Everton,29,00:01:16.920,Pass,
,,,,,,,,,,,,,,,2.341681,,,,,,,,,,,,,,,d99e9620-41ba-4511-bb47-7455306ea7e3,90,,,"[58.2, 48.1]",3754056,1,,,,-1.4711276,,Left Foot,,,,"[62.5, 5.1]",,Ground Pass,,43.214466,,,,Brendan Joel Zibusiso Galloway,30702.0,,,True,,,,1,From Free Kick,Gareth Barry,3633.0,Center Defensive Midfield,3,Everton,29,['73096c82-9fa4-4afb-8a65-9bbdc778ecc6'],19,,,,,,,,,,,,,,,,,Everton,29,00:01:19.258,Pass,
,,,,,,,,,,,,,,,0.95739,,,,,,,,,,,,,,,5b8bfbc1-56dd-45a3-938b-d30f5a1ebd95,93,,,"[61.0, 8.1]",3754056,1,,,,1.1250039,,Left Foot,,,,"[66.4, 19.4]",,Ground Pass,,12.523977,,,,James McCarthy,3607.0,,,,,,,1,From Free Kick,Brendan Joel Zibusiso Galloway,30702.0,Left Back,3,Everton,29,['5002ffbe-c9f9-4ce7-8707-ee350c0b877c'],23,,,,,,,,,,,,,,,,,Everton,29,00:01:23.507,Pass,
,,,,,,,,,,,,,,,2.026936,,,,,,,,,,,,,,,a9b9baa9-9a9c-4605-aead-d86eb264d573,95,,,"[66.4, 19.4]",3754056,1,,,,3.0430753,,Right Foot,,,,"[49.2, 21.1]",,Ground Pass,,17.283808,,,,José Ramiro Funes Mori,4629.0,,,,,,,1,From Free Kick,James McCarthy,3607.0,Left Center Midfield,3,Everton,29,['a8310b0f-13d1-4717-b865-e0aecd0574ec'],24,,,,,,,,,,,,,,,,,Everton,29,00:01:24.464,Pass,
,,,,,,,,,,,,,,,0.860523,,,,,,,,,,,,,,,1a824763-3462-446d-a11e-4b63380f3d1a,98,,,"[59.5, 34.4]",3754056,1,,,,0.8969334,,Right Foot,,,,"[70.6, 48.3]",,Ground Pass,,17.788198,,,,Arouna Koné,26696.0,,,,,,,1,From Free Kick,José Ramiro Funes Mori,4629.0,Left Center Back,3,Everton,29,['336400c6-959b-4826-bdbe-f89b3ee026b4'],29,,,,,,,,,,,,,,,,,Everton,29,00:01:29.672,Pass,
,,,,,,,,,,,,,,,0.927089,,,,,,,,,,,,,,,54b5a4e5-ae25-4c93-a45a-6820019723fb,105,,,"[91.2, 29.3]",3754056,1,,,,-2.6095161,,Right Foot,,,,"[78.8, 22.0]",,Ground Pass,,14.389232,,,,James McCarthy,3607.0,,,,,,,1,From Free Kick,Arouna Koné,26696.0,Left Wing,3,Everton,29,['e6cae7db-c7ee-42e1-a38c-8a488e66f199'],37,,,,,,,,,,,,,,,,,Everton,29,00:01:37.407,Pass,
,,,,,,,,,,,,,,,1.871126,,,,,,,,,,,,,,,ed16c817-c190-49a2-9412-6b349161e9ef,108,,,"[78.8, 22.0]",3754056,1,,,,-0.7371086,,Right Foot,,,,"[92.9, 9.2]",,Ground Pass,,19.043371,,Incomplete,,Brendan Joel Zibusiso Galloway,30702.0,,,,,,,1,From Free Kick,James McCarthy,3607.0,Left Center Midfield,3,Everton,29,"['27c6a536-1753-4229-b61f-6786957713f3', 'e06b0d77-2723-4889-9728-48edbcac900d']",38,,,,,,,,,,,,,,,,,Everton,29,00:01:38.972,Pass,
,,,,,,,,,,,,,,,0.543064,,,,,,,,,,,,,,,1e412260-0081-40d7-a45e-f796679bc3e2,112,,,"[28.5, 73.1]",3754056,1,,,,-1.5334306,,Right Foot,,,,"[28.9, 62.4]",,Ground Pass,,10.707474,,,,Xherdan Shaqiri,3533.0,,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,4,Stoke City,30,['30d375a1-680c-4402-a96d-0184d5004a56'],41,,,,,,,,,,,,,,,,,Stoke City,30,00:01:41.658,Pass,
,,,,,,,,,,,,,,,2.071552,,,,,,,,,,,,,,,3173f19d-01cb-4e73-a97f-7aee69fddad8,115,,,"[29.2, 62.2]",3754056,1,,,,-2.9841757,,Right Foot,,,,"[10.3, 59.2]",,Ground Pass,,19.136614,,,,Ryan Shawcross,4035.0,,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,4,Stoke City,30,['644d17bb-4517-41a5-9f3f-7fd289152768'],43,,,,,,,,,,,,,,,,,Stoke City,30,00:01:43.422,Pass,
,,,,,,,,,,,,,,,2.586625,,,,,,,,,,,,,,,92850a8a-d442-4264-a85a-df2d5012ffef,119,,,"[9.3, 62.2]",3754056,1,,,,0.4069708,,Right Foot,,,,"[49.9, 79.7]",,High Pass,,44.21097,,Out,,Glen Johnson,4724.0,,,,,,,1,Regular Play,Ryan Shawcross,4035.0,Right Center Back,4,Stoke City,30,['b6c204de-f5e7-4148-8ae4-105e3d83bc69'],46,,,,,,,,,,,,,,,,,Stoke City,30,00:01:46.554,Pass,
,,,,,,,,,,,,,,,1.816445,,,,,,,,,,,,,,,eef76de1-0a53-4235-a605-688ccc9575b2,121,,,"[66.4, 0.1]",3754056,1,True,,,2.4504201,,,,,,"[41.5, 20.7]",,Low Pass,,32.316715,,,,John Stones,3244.0,,,,,,Throw-in,1,From Throw In,José Ramiro Funes Mori,4629.0,Left Center Back,5,Everton,29,['6e366395-9117-4e51-924e-8bf565364456'],54,,,,,,,,,,,,,,,,,Everton,29,00:01:54.476,Pass,
,,,,,,,,,,,,,,,1.094626,,,,,,,,,,,,,,,583a2b0d-1d0c-4c31-ac6e-64db8fcfec5e,123,,,"[41.1, 20.5]",3754056,2,True,,,0.7698231,,Right Foot,,,,"[57.4, 36.3]",,Ground Pass,,22.700882,,,,Ross Barkley,4275.0,,,,,,,1,From Throw In,John Stones,3244.0,Right Center Back,5,Everton,29,['6b8ca3ab-1900-40c1-852c-3d5953b1e0e6'],0,,,,,,,,,,,,,,,,,Everton,29,00:02:00.790,Pass,
,,,,,,,,,,,,,,,1.371108,,,,,,,,,,,,,,,f640a43e-9506-4d5b-9071-34847bf3bfa9,125,,,"[49.2, 34.0]",3754056,2,,,,1.0016177,,Right Foot,,,,"[62.7, 55.1]",,Low Pass,,25.049152,,,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Throw In,Ross Barkley,4275.0,Right Center Midfield,5,Everton,29,['a2fb911f-fa2b-47cf-8af7-1c8763d0ca1e'],3,,,,,,,,,,,,,,,,,Everton,29,00:02:03.463,Pass,
,,,,,,,,,,,,,,,2.282985,,,,,,,,,,,,,,,fd6bf95e-a777-4e17-9a98-6de8a218259b,128,,,"[88.0, 63.5]",3754056,2,,,,-0.47111946,,Left Foot,True,,,"[120.0, 47.2]",,High Pass,,35.912254,,Out,,Arouna Koné,26696.0,,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,5,Everton,29,['216764b1-e00a-40ab-bdb2-bdb000e743ac'],12,,,,,,,,,,,,,,,,,Everton,29,00:02:12.803,Pass,
,,,,,,,,,,,,,,,3.615049,,,,,,,,,,,,,,,1bd953d7-bb81-40fb-ba1a-fded8dcf4092,130,,,"[6.0, 36.0]",3754056,2,True,,,-1.0684272,,Right Foot,,,,"[23.8, 3.6]",,Ground Pass,,36.967552,,,,Erik Pieters,3467.0,,,,,,Goal Kick,1,From Goal Kick,Jack Butland,3537.0,Goalkeeper,6,Stoke City,30,['a0bd8596-ed35-4042-b8be-8e3d89800be0'],30,,,,,,,,,,,,,,,,,Stoke City,30,00:02:30.863,Pass,
,,,,,,,,,,,,,,,2.023255,,,,,,,,,,,,,,,fa68f7ee-952f-44f7-9955-894c5bd6e1ec,132,,,"[34.5, 4.2]",3754056,2,,,,2.3009744,,Left Foot,,,,"[6.3, 35.7]",,Ground Pass,,42.278717,,,,Jack Butland,3537.0,,,,,,,1,From Goal Kick,Erik Pieters,3467.0,Left Back,6,Stoke City,30,['bffc28b6-13b1-44ae-aff0-a9355c092a7c'],36,,,,,,,,,,,,,,,,,Stoke City,30,00:02:36.486,Pass,
