50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.855719,,,,,,,,,,,,290adcaa-7f5b-436b-b1e6-ea42105d8d3b,19,,"[99.0, 0.1]",3754289,0,,,,,1.1978086,,,,,,"[102.6, 9.3]",Low Pass,,9.8792715,,,,Etienne Capoue,3721.0,,,,,,Throw-in,1,From Throw In,José Holebas,3725.0,Left Back,3,Watford,23,['73e05b02-e8a5-4aad-8bc4-6a2f452df03f'],23,,,,,,,,,,,,,,,,,,,Watford,23,00:00:23.873,Pass,
,,,,,,,,,,,,,,,,0.799628,,,,,,,,,,,,d270215a-97bd-43b9-a8b8-7447b37bb003,23,,"[103.5, 11.5]",3754289,0,,,,,-1.9942358,,Right Foot,,,,"[100.3, 4.4]",Ground Pass,,7.787811,,,,José Holebas,3725.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Left Midfield,3,Watford,23,['b74a721e-0a72-4560-a677-35d1af0d887a'],24,,,,,,,,,,,,,,,,,,,Watford,23,00:00:24.769,Pass,
,,,,,,,,,,,,,,,,0.637782,,,,,,,,,,,,3b36fd83-5fa8-4825-9392-117cb30e3c44,26,,"[100.1, 4.1]",3754289,0,,,,,0.453844,,Left Foot,,,,"[104.2, 6.1]",Low Pass,,4.561798,,,,Etienne Capoue,3721.0,,,,,,,1,From Throw In,José Holebas,3725.0,Left Back,3,Watford,23,['e617dc08-b69f-482d-81cf-3adbaef0c8df'],25,,,,,,,,,,,,,,,,,,,Watford,23,00:00:25.631,Pass,
,,,,,,,,,,,,,,,,1.091538,,,,,,,,,,,,096b3ef2-8bcb-41c1-bf27-369c32d54e1c,29,,"[104.2, 6.1]",3754289,0,,,,,2.646867,,Right Foot,,,,"[96.6, 10.2]",Low Pass,,8.635392,,,,José Holebas,3725.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Left Midfield,3,Watford,23,['05efa9fd-6b17-4ebd-8ebf-afdbfc90d2da'],26,,,,,,,,,,,,,,,,,,,Watford,23,00:00:26.309,Pass,
,,,,,,,,,,,,,,,,0.970088,,,,,,,,,,,,3c5d931c-d47d-4902-beea-be5a901a3ab9,32,,"[99.6, 11.8]",3754289,0,,,,,0.42331076,,Right Foot,,,,"[108.7, 15.9]",Low Pass,,9.980982,,,,Troy Deeney,3454.0,,,,,,,1,From Throw In,José Holebas,3725.0,Left Back,3,Watford,23,['ac4df293-a280-4a22-9f07-c4c430be457a'],27,,,,,,,,,,,,,,,,,,,Watford,23,00:00:27.545,Pass,
,,,,,,,,,,,,,,,,0.733692,,,,,,,,,,,,b4af981f-ebb1-46d4-bff7-1c446b46896d,35,,"[108.7, 17.0]",3754289,0,,,,,2.067219,f2f2ce5a-7164-4dff-aff6-5cdc89d9b8e3,Right Foot,,,,"[104.8, 24.2]",Low Pass,,8.188406,,,,José Holebas,3725.0,True,,,,,,1,From Throw In,Troy Deeney,3454.0,Right Center Forward,3,Watford,23,['f0816bdd-7174-4db7-905b-017a24abb538'],28,,,,,,,,,,,,,,,,,,,Watford,23,00:00:28.565,Pass,
,,,,,,,,,,,,,,,,5.455827,,,,,,,,,,,,1d300223-20ba-4d81-aee5-850076e3fd1b,42,,"[4.3, 44.0]",3754289,0,,True,,,-0.4478936,,Right Foot,,,,"[91.3, 2.2]",High Pass,,96.52067,,,,Jamie Vardy,10960.0,,,True,,,,1,From Keeper,Kasper Schmeichel,3815.0,Goalkeeper,4,Leicester City,22,['9fa5eae4-5478-4f8f-836a-e260e96575a0'],40,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:40.281,Pass,
,,,,,,,,,,,,,,,,2.417831,,,,,,,,,,,,8b005438-0f0d-4460-abe2-04682e1c74e6,48,,"[12.5, 75.4]",3754289,0,,,,,0.018602505,,Right Foot,,,,"[55.5, 76.2]",High Pass,,43.007442,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,Regular Play,Sebastian Prödl,3309.0,Right Center Back,5,Watford,23,"['a7711f74-e2e6-458d-bcc9-7d4ba1114fac', 'd0c4d8e1-c30a-49b1-8a9d-755d046d81ba']",49,,,,,,,,,,,,,,,,,,,Watford,23,00:00:49.831,Pass,
,,,,,,,,,,,,,,,,3.307307,,,,,,,,,,,,83c81707-e5d1-4e55-8379-2f46b17f5c9d,51,,"[61.2, 80.0]",3754289,0,,,,,-0.104477525,,,,,,"[100.3, 75.9]",Low Pass,,39.314373,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,Throw-in,1,From Throw In,Nordin Amrabat,3302.0,Right Midfield,6,Watford,23,"['5337d15d-0d86-4bea-943a-3d9f6df96c77', '56dabc6f-17f1-4724-82f3-a28aae470f9e']",58,,,,,,,,,,,,,,,,,,,Watford,23,00:00:58.174,Pass,
,,,,,,,,,,,,,,,,1.096611,,,,,,,,,,,,008d9001-ddf4-49f5-89d8-a8653f9df46a,54,,"[106.4, 80.0]",3754289,1,,,,,-3.0295637,,,,,,"[98.4, 79.1]",Low Pass,,8.050466,,,,Mario Suárez Mata,23488.0,,,,,,Throw-in,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,7,Watford,23,['d22950d8-7ca3-4a51-ba9f-f8a0d1b81bb0'],24,,,,,,,,,,,,,,,,,,,Watford,23,00:01:24.525,Pass,
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,f8229691-adda-43db-a6b9-293622ed09f8,56,,"[98.6, 78.9]",3754289,1,,,,,0.19395915,,Other,,,,"[104.2, 80.0]",Low Pass,,5.707013,,Out,,Allan Romeo Nyom,3991.0,,,,,,,1,From Throw In,Mario Suárez Mata,23488.0,Right Defensive Midfield,7,Watford,23,['1fd2a8ca-b489-4960-8dc1-21a48a88e2cf'],25,,,,,,,,,,,,,,,,,,,Watford,23,00:01:25.584,Pass,
,,,,,,,,,,,,,,,,2.370519,,,,,,,,,,,,d45bb333-7b63-4d9b-b718-5f229ab4db48,58,,"[14.2, 0.1]",3754289,1,,,,,0.622947,,,,,,"[38.7, 17.7]",High Pass,,30.166372,,,,Danny Drinkwater,3662.0,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,8,Leicester City,22,['dcedfdd8-61a4-443b-949c-9e3b5693985e'],49,,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:49.213,Pass,
,,,,,,,,,,,,,,,,0.857977,,,,,,,,,,,,bc3c5c41-2807-4e16-93aa-142d12d2aff0,61,,"[37.7, 17.1]",3754289,1,,,,,-2.4393358,,Right Foot,,,,"[33.8, 13.8]",Ground Pass,,5.108816,,,,N''Golo Kanté,3961.0,,,,,,,1,From Throw In,Danny Drinkwater,3662.0,Right Center Midfield,8,Leicester City,22,['d73a2299-fe98-4301-89bc-241e85799fe7'],52,,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:52.533,Pass,
,,,,,,,,,,,,,,,,1.120393,,,,,,,,,,,,8fb11d3f-5f27-4ac1-b70a-e7288d0beccd,64,,"[34.6, 14.3]",3754289,1,,,,,-0.821527,,Left Foot,,,,"[46.6, 1.4]",Low Pass,,17.618456,,,,Marc Albrighton,3307.0,,,,,,,1,From Throw In,N''Golo Kanté,3961.0,Left Center Midfield,8,Leicester City,22,['68834f63-b7dc-4494-ab1e-4e1e6800ee48'],53,,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:53.467,Pass,
,,,,,,,,,,,,,,,,1.868145,,,,,,,,,,,,f65f2e22-302d-4679-b615-eaee4a2c8fb4,67,,"[46.9, 1.7]",3754289,1,,,,,0.52345645,ce2006eb-e8f9-4bb4-a873-231b027a806e,Right Foot,,,,"[79.3, 20.4]",High Pass,,37.40922,,,,Jamie Vardy,10960.0,True,,,,,,1,From Throw In,Marc Albrighton,3307.0,Left Midfield,8,Leicester City,22,['0cb3adb6-a7c5-411a-a6dc-8e68eee5b4f7'],55,,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:55.575,Pass,
,,,,,,,,,,,,,,,,5.608337,,,,,,,,,,,,454f7d83-904b-41b4-9ad8-1e67e08f21d2,78,,"[7.0, 44.1]",3754289,2,,,,,-0.14634506,,Right Foot,,,,"[76.2, 33.9]",High Pass,,69.94769,,Incomplete,,Etienne Capoue,3721.0,,,,,,Goal Kick,1,From Goal Kick,Heurelho da Silva Gomes,3522.0,Goalkeeper,9,Watford,23,"['4f0cf432-39b8-4df2-a87e-d726099f8fc3', 'a9bb66a3-6be9-4c46-ad41-b805b973cd0b']",34,,,,,,,,,,,,,,,,,,,Watford,23,00:02:34.207,Pass,
,,,,,,,,,,,,,,,,0.574584,,,,,,,,,,,,a9bb66a3-6be9-4c46-ad41-b805b973cd0b,80,,"[43.9, 46.2]",3754289,2,,,,,0.29581976,,Right Foot,,,,"[54.4, 49.4]",Ground Pass,,10.976793,,,,Riyad Mahrez,3814.0,,,,,,Interception,1,Regular Play,Danny Drinkwater,3662.0,Right Center Midfield,10,Leicester City,22,"['454f7d83-904b-41b4-9ad8-1e67e08f21d2', 'd5e291a2-56f4-4b25-837f-22471fe0d3a9']",39,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:39.815,Pass,
,,,,,,,,,,,,,,,,1.5803,,,,,,,,,,,,6f132df7-e276-4946-b4a1-93d0fa3e15c7,83,,"[53.3, 50.4]",3754289,2,,,,,2.55359,,Left Foot,,,,"[39.2, 59.8]",Ground Pass,,16.94609,,,,Danny Simpson,3270.0,,,,,,,1,Regular Play,Riyad Mahrez,3814.0,Right Midfield,10,Leicester City,22,['f210a5f5-e62b-482e-b0ea-e5a8ccac0d6e'],41,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:41.947,Pass,
,,,,,,,,,,,,,,,,3.007916,,,,,,,,,,,,c84b16e8-5ad2-49cd-904d-e2467deb4da0,87,,"[40.2, 68.1]",3754289,2,,,,,0.12516999,,Right Foot,,,,"[85.5, 73.8]",High Pass,,45.6572,,,,Shinji Okazaki,3810.0,,,,,,,1,Regular Play,Danny Simpson,3270.0,Right Back,10,Leicester City,22,"['28615563-dd9c-4771-b5f6-9781e5f7fac6', 'bb72ca18-e7f9-439f-b505-fb391dbe967f']",44,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:44.535,Pass,True
,,,,,,,,,,,,,,,,0.777238,,,,,,,,,,,,c521c3d4-e85f-40ed-b0fc-5e8c952f1c7f,99,,"[120.0, 80.0]",3754289,3,,,,,-2.0516837,,Left Foot,,,,"[115.2, 70.8]",Ground Pass,,10.376898,,,,Marc Albrighton,3307.0,,,,,,Corner,1,From Corner,Riyad Mahrez,3814.0,Right Midfield,11,Leicester City,22,['82c2d36f-c82c-4ddb-bd48-45a66af9318e'],3,,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:03.679,Pass,
,,,,,,,,,,,,,,,,0.177094,,,,,,,,,,,,4185caf2-75e4-4715-9cc6-3c5753a371fc,102,,"[115.2, 70.8]",3754289,3,,,,,-1.6892862,,Right Foot,,,,"[114.7, 66.6]",Low Pass,,4.229657,,Incomplete,,,,,,,,,,1,From Corner,Marc Albrighton,3307.0,Left Midfield,11,Leicester City,22,['e59d4f48-e708-444f-a092-48364f16420e'],5,,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:05.656,Pass,
,,,,,,,,,,,,,,,,2.280437,,,,,,,,,,,,2edfec4e-bbe7-44dd-924e-95175a7acc0a,111,,"[7.0, 36.1]",3754289,3,,,,,-0.14016019,,Right Foot,,,,"[71.5, 27.0]",High Pass,,65.13878,,,,Troy Deeney,3454.0,,,,,,Goal Kick,1,From Goal Kick,Heurelho da Silva Gomes,3522.0,Goalkeeper,12,Watford,23,['2fb83589-2c49-4d15-84ff-835b29721007'],43,,,,,,,,,,,,,,,,,,,Watford,23,00:03:43.876,Pass,
,,,,,,,,,,,,,,,,3.401664,,,,,,,,,,,,c2539e15-2057-49ba-9b59-0fed2f0c4989,113,,"[69.8, 25.3]",3754289,3,,,,,0.86876243,,Head,,,,"[86.8, 45.4]",Low Pass,,26.325083,,Incomplete,,Nordin Amrabat,3302.0,,,,,,,1,From Goal Kick,Troy Deeney,3454.0,Right Center Forward,12,Watford,23,"['6d31a073-faa1-435a-ac65-988ce04e595a', 'bb65a33e-acc2-4dd7-b94a-eb85970e8492']",46,,,,,,,,,,,,,,,,,,,Watford,23,00:03:46.362,Pass,
,,,,,,,,,,,,,,,,1.567232,,,,,,,,,,,,c4f46f4a-9d56-4564-85f6-2a6e2b3c108f,117,,"[73.5, 45.2]",3754289,3,,,,,-0.05463308,,Head,,,,"[86.3, 44.5]",Low Pass,,12.819126,,Pass Offside,,Odion Jude Ighalo,5458.0,,,,,,Recovery,1,From Goal Kick,Mario Suárez Mata,23488.0,Right Defensive Midfield,12,Watford,23,['12f59cd9-ff13-4a20-ba72-8002ff37b130'],51,,,,,,,,,,,,,,,,,,,Watford,23,00:03:51.267,Pass,
,,,,,,,,,,,,,,,,2.811645,,,,,,,,,,,,77849bcd-100b-4e90-82c0-8051c277b329,119,,"[33.1, 37.4]",3754289,4,,,,,0.4953601,,Right Foot,,,,"[87.7, 66.9]",High Pass,,62.05973,,Incomplete,,Riyad Mahrez,3814.0,,,,,,Free Kick,1,From Free Kick,Kasper Schmeichel,3815.0,Goalkeeper,13,Leicester City,22,"['154cc7a1-fa87-4ac3-afe2-747e8fc684dd', '3400e729-8931-440e-bbd7-9c79bc2bdbb5']",15,,,,,,,,,,,,,,,,,,,Leicester City,22,00:04:15.303,Pass,
,,,,,,,,,,,,,,,,1.782818,,,,,,,,,,,,3400e729-8931-440e-bbd7-9c79bc2bdbb5,121,,"[32.4, 13.2]",3754289,4,,,,,0.7524431,,Head,,,,"[41.8, 22.0]",High Pass,,12.876335,,,,Etienne Capoue,3721.0,,,,,,Recovery,1,Regular Play,José Holebas,3725.0,Left Back,14,Watford,23,"['77849bcd-100b-4e90-82c0-8051c277b329', 'a138d098-b54f-4e12-a832-bf5052bcf43a']",18,,,,,,,,,,,,,,,,,,,Watford,23,00:04:18.114,Pass,
,,,,,,,,,,,,,,,,1.329923,,,,,,,,,,,,f8766cc6-849a-402f-a86f-de7c77559cd9,124,,"[41.8, 22.0]",3754289,4,,,,True,0.7016252,,,,,,"[48.9, 28.0]",High Pass,,9.295698,,,,Troy Deeney,3454.0,,,,,,,1,Regular Play,Etienne Capoue,3721.0,Left Midfield,14,Watford,23,"['9c3a4392-132e-4263-889e-2be35f4bccdd', 'dc133914-28be-4fc4-b8af-768709fd0e1f']",19,,,,,,,,,,,,,,,,,,,Watford,23,00:04:19.937,Pass,True
,,,,,,,,,,,,,,,,1.191248,,,,,,,,,,,,e6341d4a-9c1d-48ad-b0c0-1c3a65e7b9f4,127,,"[48.9, 28.0]",3754289,4,,,,True,1.2589957,,,,,,"[52.8, 40.1]",Low Pass,,12.712985,,,,Odion Jude Ighalo,5458.0,,,,,,,1,Regular Play,Troy Deeney,3454.0,Right Center Forward,14,Watford,23,"['8f0522e0-4b2a-44e3-ae24-b08317317877', 'bfdb6e8a-4836-496d-b4d5-1ff39a8b9646']",21,,,,,,,,,,,,,,,,,,,Watford,23,00:04:21.268,Pass,True
,,,,,,,,,,,,,,,,0.915828,,,,,,,,,,,,adf727fb-e817-462a-9d08-9d0e2e5d4fc6,130,,"[53.8, 39.6]",3754289,4,,,,,2.8773327,,Left Foot,,,,"[36.8, 44.2]",Low Pass,,17.61136,,,,Troy Deeney,3454.0,,,,,,,1,Regular Play,Odion Jude Ighalo,5458.0,Left Center Forward,14,Watford,23,['8a2b7fdf-98f1-4764-ade0-228d2692cb56'],22,,,,,,,,,,,,,,,,,,,Watford,23,00:04:22.486,Pass,
,,,,,,,,,,,,,,,,2.79071,,,,,,,,,,,,92f8a70f-d86e-40f3-a2e3-9d07effa3f98,134,,"[43.7, 45.7]",3754289,4,,,,,1.3499676,,Right Foot,,,,"[51.4, 80.0]",High Pass,,35.153664,,Out,,Allan Romeo Nyom,3991.0,,,,,,,1,Regular Play,Troy Deeney,3454.0,Right Center Forward,14,Watford,23,['022efe33-5981-4ded-8c4d-0f77324d5386'],24,,,,,,,,,,,,,,,,,,,Watford,23,00:04:24.622,Pass,
,,,,,,,,,,,,,,,,1.449735,,,,,,,,,,,,f3d23e66-90fc-47ce-80d8-1717d4535a5a,136,,"[67.7, 0.1]",3754289,4,,,,,0.63707036,,,,,,"[87.7, 14.9]",High Pass,,24.880514,,,,Shinji Okazaki,3810.0,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,15,Leicester City,22,['3ffb2089-76d8-428a-9647-29889e89f8cb'],36,,,,,,,,,,,,,,,,,,,Leicester City,22,00:04:36.433,Pass,
,,,,,,,,,,,,,,,,1.626602,,,,,,,,,,,,b73dd987-caf5-4ba5-90f2-40fbddc42730,140,,"[90.4, 18.7]",3754289,4,,,,,1.5707964,,Right Foot,,,,"[90.4, 26.5]",Low Pass,,7.8,,Incomplete,,,,,,,,,,1,From Throw In,Shinji Okazaki,3810.0,Left Center Forward,15,Leicester City,22,['2ff7309e-c15e-4839-81b3-7b0b48e9e84c'],39,,,,,,,,,,,,,,,,,,,Leicester City,22,00:04:39.426,Pass,
,,,,,,,,,,,True,,,,,0.686938,,,,,,,,,,,,2ff7309e-c15e-4839-81b3-7b0b48e9e84c,142,,"[29.7, 53.6]",3754289,4,,,,,0.030524867,,Left Foot,,,,"[42.8, 54.0]",Ground Pass,,13.106106,,,,Troy Deeney,3454.0,,,,,,Interception,1,Regular Play,Mario Suárez Mata,23488.0,Right Defensive Midfield,16,Watford,23,"['5d1c8905-70a1-4b67-83ee-12707dbdbdab', 'b73dd987-caf5-4ba5-90f2-40fbddc42730']",41,,,,,,,,,,,,,,,,,,,Watford,23,00:04:41.053,Pass,
