50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.251325,,,,,,,,,,,,,c4b963f0-8821-481f-8b38-e0f2d637accd,18,,"[41.4, 55.4]",3754244,0,,,True,0.9776258,,,,,,"[47.4, 64.3]",,Low Pass,,10.733592,,Nathan Redmond,3286.0,,,,,,,1,Regular Play,Gary O''Neil,9452.0,Right Center Midfield,3,Norwich City,56,"['4b13742a-dc44-4552-bdec-fb75795d73f9', '954ac6b6-29f3-4698-a81b-d3fc19e21fec']",9,,,,,,,,,,,,,,,,Norwich City,56,00:00:09.901,Pass,True
,,,,,,,,,,,,,,,,,0.964608,,,,,,,,,,,,,d036e9b5-a76b-4687-97ec-f94b7949f6d6,25,,"[44.6, 60.2]",3754244,0,,,,-0.9324765,,Right Foot,,,,"[51.5, 50.9]",,Ground Pass,,11.580155,,Wes Hoolahan,10966.0,,,,,,,1,Regular Play,Nathan Redmond,3286.0,Right Midfield,3,Norwich City,56,['8e3d1960-e65f-4b35-9319-50a5f7385785'],12,,,,,,,,,,,,,,,,Norwich City,56,00:00:12.256,Pass,
,,,,,,,,,,,,,,,,,3.2718,,,,,,,,,,,,,a3c497f9-fc4e-4ad4-a607-37abc53b53fd,29,,"[49.7, 48.4]",3754244,0,,,,-1.2877755,,Left Foot,,,,"[62.7, 3.7]",,High Pass,,46.552013,,Robert Brady,10967.0,,,True,,,,1,Regular Play,Wes Hoolahan,10966.0,Center Attacking Midfield,3,Norwich City,56,"['7ac434e0-7562-4e60-a9c8-bd01410b1741', 'd8de525e-4030-4196-91c5-eae3c3d4cbd2']",14,,,,,,,,,,,,,,,,Norwich City,56,00:00:14.209,Pass,True
,,,,,,,,,,,,,,,,,1.18074,,,,,,,,,,,,,786d4063-a755-4960-bc06-a00a4abaf499,32,,"[74.8, 5.8]",3754244,0,,,,0.6541915,,Left Foot,,,,"[94.1, 20.6]",,Ground Pass,,24.32139,,Steven Naismith,9528.0,,,,,,,1,Regular Play,Robert Brady,10967.0,Left Back,3,Norwich City,56,['07ec694b-ed36-4265-a6be-af9860220c6a'],20,,,,,,,,,,,,,,,,Norwich City,56,00:00:20.803,Pass,
,,,,,,,,,,,,,,,,,0.098651,,,,,,,,,,,,,6e5331ed-8c4d-41ef-8b1b-f89a03254181,36,,"[94.7, 26.2]",3754244,0,,,,0.4444192,,Right Foot,,,,"[98.9, 28.2]",,Ground Pass,,4.651881,Incomplete,Nathan Redmond,3286.0,,,,,,,1,Regular Play,Steven Naismith,9528.0,Left Midfield,3,Norwich City,56,"['0893816b-b697-461f-810e-afd8d39a8aaa', '0ec01dc8-53bd-4143-a933-21b441a2cc4d']",23,,,,,,,,,,,,,,,,Norwich City,56,00:00:23.231,Pass,
,,,,,,,,,,,,,,,,,5.123123,,,,,,,,,,,,,c298a498-8925-413b-8631-d7d563fe2799,42,,"[7.0, 44.1]",3754244,0,,,,0.27376264,,Right Foot,,,,"[85.7, 66.2]",,High Pass,,81.74411,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Adrián San Miguel del Castillo,3623.0,Goalkeeper,4,West Ham United,40,['f877b474-fad5-45f4-8982-9defb6b254bb'],59,,,,,,,,,,,,,,,,West Ham United,40,00:00:59.147,Pass,
,,,,,,,,,,,,,,,,,1.341907,,,,,,,,,,,,,f877b474-fad5-45f4-8982-9defb6b254bb,43,,"[34.4, 13.9]",3754244,1,,,,0.318792,,Left Foot,,,,"[54.7, 20.6]",,Low Pass,,21.37709,Incomplete,Wes Hoolahan,10966.0,,,,,,Recovery,1,From Goal Kick,Robert Brady,10967.0,Left Back,4,West Ham United,40,"['4218e6c0-2fa8-4a11-aa1f-4c7eb488d186', 'c298a498-8925-413b-8631-d7d563fe2799', 'e0acbddc-b0ff-413b-96b4-8220f5b24617']",4,,,,,,,,,,,,,,,,Norwich City,56,00:01:04.270,Pass,
,,,,,,,,,,,,,,,,,1.267924,,,,,,,,,,,,,e0acbddc-b0ff-413b-96b4-8220f5b24617,45,,"[65.4, 59.5]",3754244,1,,,,-0.3926375,,Left Foot,,,,"[75.3, 55.4]",,Low Pass,,10.715409,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,4,West Ham United,40,"['573f7168-efc8-4413-a4d0-678ab2946a4b', 'f877b474-fad5-45f4-8982-9defb6b254bb']",5,,,,,,,,,,,,,,,,West Ham United,40,00:01:05.612,Pass,
,,,,,,,,,,,,,,,,,1.782771,,,,,,,,,,,,,388dc600-6322-48ed-841c-bdf2dfe4e287,49,,"[45.0, 24.4]",3754244,1,,,,2.7952385,,Right Foot,,,,"[31.7, 29.2]",,Ground Pass,,14.139661,,Timm Klose,9461.0,,,,,,,1,Regular Play,Gary O''Neil,9452.0,Right Center Midfield,5,Norwich City,56,"['5465284d-abb2-4b7f-9228-6c5ec62a2ebe', '932d7c4e-e939-41d2-bc91-31ab6eb52fee']",7,,,,,,,,,,,,,,,,Norwich City,56,00:01:07.276,Pass,True
,,,,,,,,,,,,,,,,,1.584524,,,,,,,,,,,,,c5a3802d-a791-4081-a95c-bc7402bce5b6,52,,"[30.6, 30.6]",3754244,1,,,,1.2916164,,Right Foot,,,,"[39.2, 60.6]",,Ground Pass,,31.208332,,Russell Martin,21212.0,,,,,,,1,Regular Play,Timm Klose,9461.0,Right Center Back,5,Norwich City,56,['6abf745c-b089-45ff-980b-0d8337e33f04'],9,,,,,,,,,,,,,,,,Norwich City,56,00:01:09.146,Pass,
,,,,,,,,,,,,,,,,,2.900568,,,,,,,,,,,,,e1215beb-77ee-4880-8c09-3e60e7c130bb,55,,"[49.7, 68.9]",3754244,1,,,,0.044797596,,Right Foot,,,,"[107.7, 71.5]",,High Pass,,58.058247,,Nathan Redmond,3286.0,,,,,,,1,Regular Play,Russell Martin,21212.0,Right Back,5,Norwich City,56,['6e7214de-1817-41ea-9e09-6be83cb84944'],12,,,,,,,,,,,,,,,,Norwich City,56,00:01:12.737,Pass,
,,,,,,,,,,,,,,,,,0.597874,,,,,,,,,,,,,2f955967-2912-44d8-9e3c-c45d620fbe9e,59,,"[104.1, 73.9]",3754244,1,,,,-2.7716866,,Right Foot,,,,"[99.2, 72.0]",,Ground Pass,,5.255473,,Wes Hoolahan,10966.0,,,,,,,1,Regular Play,Nathan Redmond,3286.0,Right Midfield,5,Norwich City,56,['d8448074-50c0-4c15-9f04-b7cb09a96621'],17,,,,,,,,,,,,,,,,Norwich City,56,00:01:17.906,Pass,
,,,,,,,,,,,,,,,,,1.285233,,,,,,,,,,,,,2662272f-a0dc-4989-95ec-4eeb280a2cdd,67,,"[13.5, 8.1]",3754244,1,,,,1.6918236,,Left Foot,,,,"[11.7, 22.9]",,Ground Pass,,14.909058,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,6,West Ham United,40,['d8cccc26-7817-4edb-b086-1634012da017'],21,,,,,,,,,,,,,,,,West Ham United,40,00:01:21.253,Pass,
,,,,,,,,,,,,,,,,,3.602602,,,,,,,,,,,,,0563a69a-23d1-437e-81d2-eb8bb3c94e53,69,,"[11.7, 22.9]",3754244,1,,,,0.014158346,,Left Foot,,,,"[68.2, 23.7]",,High Pass,,56.505665,Incomplete,,,,,,,,,1,Regular Play,Angelo Obinze Ogbonna,3843.0,Left Center Back,6,West Ham United,40,['9f12a3f4-4360-403c-9262-195a729237e4'],22,,,,,,,,,,,,,,,,West Ham United,40,00:01:22.538,Pass,
,,,,,,,,,,,,,,,,,1.144977,,,,,,,,,,,,,6237bdf1-adf3-4d40-9978-2c78d9dd82fb,72,,"[39.0, 7.8]",3754244,1,,,True,0.057628427,,,,,,"[49.4, 8.4]",,High Pass,,10.417294,,Dimitri Payet,3491.0,,,,,,Recovery,1,Regular Play,Pedro Mba Obiang Avomo,3897.0,Left Center Midfield,6,West Ham United,40,"['0bdc1e40-38d4-4eae-9758-5e98d28c1153', '764a9cac-b573-4e98-a337-de0109bebf1b']",29,,,,,,,,,,,,,,,,West Ham United,40,00:01:29.037,Pass,True
,,,,,,,,,,,,,,,,,3.236242,,,,,,,,,,,,,60fdc223-fd42-4ebd-b109-5c1f710003a5,74,,"[49.4, 8.4]",3754244,1,,,,0.81128234,,Right Foot,,,,"[79.5, 40.1]",,High Pass,,43.71384,Incomplete,,,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Wing,6,West Ham United,40,['3d7896f5-25fc-43c9-99bc-f95b8b6cfc27'],30,,,,,,,,,,,,,,,,West Ham United,40,00:01:30.182,Pass,
,,,,,,,,,,,,,,,,,0.010679,,,,,,,,,,,,,9ff414a9-5aa1-4ac8-b6ef-8f65fbb727ff,78,,"[39.2, 24.0]",3754244,1,,,,-0.03844259,,Left Foot,,,,"[41.8, 23.9]",,Low Pass,,2.6019223,Incomplete,Steven Naismith,9528.0,,,,,,,1,Regular Play,Robert Brady,10967.0,Left Back,7,Norwich City,56,"['117a757a-1e3a-4acc-b314-f473b6a751e0', '6a44d21e-7109-48b3-87cf-cb0bb3ca0228']",35,,,,,,,,,,,,,,,,Norwich City,56,00:01:35.709,Pass,
,,,,,,,,,,,,,,,,,3.069821,,,,,,,,,,,,,d9826d0e-28b8-4fd9-b5d4-31e1840c68d9,83,,"[9.4, 21.2]",3754244,1,,,,1.3015413,,Keeper Arm,,,,"[19.5, 57.8]",,Low Pass,,37.968014,,Russell Martin,21212.0,,,,,,,1,Regular Play,John Ruddy,23635.0,Goalkeeper,7,Norwich City,56,['2587d95e-2791-4a78-8692-7c2c87e9217d'],41,,,,,,,,,,,,,,,,Norwich City,56,00:01:41.776,Pass,
,,,,,,,,,,,,,,,,,2.419916,,,,,,,,,,,,,5572f44e-1c03-430c-9c57-ec780848982f,86,,"[35.4, 65.7]",3754244,1,,,,0.06206707,,Left Foot,,,,"[88.5, 69.0]",,High Pass,,53.202442,,Wes Hoolahan,10966.0,,,,,,,1,Regular Play,Russell Martin,21212.0,Right Back,7,Norwich City,56,['32b174ac-cb36-49e7-8bca-7bca7fe33b69'],49,,,,,,,,,,,,,,,,Norwich City,56,00:01:49.680,Pass,
,,,,,,,,,,,,,,,,,3.386154,,,,,,,,,,,,,fd7fdcd4-4478-4121-8a5a-bbbc952ffa2d,89,,"[91.6, 70.3]",3754244,1,,,,-1.033775,,Left Foot,True,,,"[120.0, 22.6]",,High Pass,,55.514412,Out,Steven Naismith,9528.0,,,True,,,,1,Regular Play,Wes Hoolahan,10966.0,Center Attacking Midfield,7,Norwich City,56,['b55cd015-ed7e-444c-9d4b-97d37b5575ac'],55,,,,,,,,,,,,,,,,Norwich City,56,00:01:55.287,Pass,
,,,,,,,,,,,,,,,,,2.794527,,,,,,,,,,,,,940ac72d-2697-474d-9f41-b55ccd2f191d,91,,"[7.0, 44.1]",3754244,2,,,,0.30408803,,Right Foot,,,,"[68.5, 63.4]",,High Pass,,64.457275,,Enner Remberto Valencia Lastra,28559.0,,,,,,Goal Kick,1,From Goal Kick,Adrián San Miguel del Castillo,3623.0,Goalkeeper,8,West Ham United,40,['5b4dc72f-fb4a-4de0-8db1-16c8775c9dc7'],22,,,,,,,,,,,,,,,,West Ham United,40,00:02:22.968,Pass,
,,,,,,,,,,,,,,,,,2.398939,,,,,,,,,,,,,b4567dd5-1e9b-4dfb-b84e-1dac372f1eb3,93,,"[68.5, 63.4]",3754244,2,,,,-1.7402093,,Head,,,,"[67.2, 55.8]",,High Pass,,7.7103825,Incomplete,Mark Noble,3874.0,,,,,,,1,From Goal Kick,Enner Remberto Valencia Lastra,28559.0,Center Forward,8,West Ham United,40,"['142b91a8-e2bb-4afc-9338-ac4a5b7caf50', 'dd8c8267-1e00-4445-84f5-c3dbc32e3f3c']",25,,,,,,,,,,,,,,,,West Ham United,40,00:02:25.763,Pass,
,,,,,,,,,,,,,,,,,0.975746,,,,,,,,,,,,,dd8c8267-1e00-4445-84f5-c3dbc32e3f3c,96,,"[52.9, 24.3]",3754244,2,,,True,-0.1448125,,,,,,"[57.7, 23.6]",,Low Pass,,4.8507733,,Wes Hoolahan,10966.0,,,,,,Recovery,1,Regular Play,Gary O''Neil,9452.0,Right Center Midfield,9,Norwich City,56,"['19c42aca-5e6f-47ca-99d5-a9f95fd60475', '87330df2-3bcc-4e35-b2f5-c4153f3c0b13', 'b4567dd5-1e9b-4dfb-b84e-1dac372f1eb3']",28,,,,,,,,,,,,,,,,Norwich City,56,00:02:28.162,Pass,True
,,,,,,,,,,,,,,,,,1.037077,,,,,,,,,,,,,11501644-2a6b-4fe6-a572-9c76390df726,99,,"[57.1, 22.6]",3754244,2,,,,1.5707964,,Other,,,,"[57.1, 26.1]",,Low Pass,,3.5,,Gary O''Neil,9452.0,,,,,,,1,Regular Play,Wes Hoolahan,10966.0,Center Attacking Midfield,9,Norwich City,56,['fbb07c00-edcb-48f9-a017-680334b66c7e'],29,,,,,,,,,,,,,,,,Norwich City,56,00:02:29.314,Pass,
,,,,,,,,,,,,,,,,,3.572409,,,,,,,,,,,,,7e9ccfa9-bc11-4cc3-a628-ae3a3822900a,103,,"[59.1, 27.2]",3754244,2,,,,-0.36902362,,Right Foot,,,,"[95.3, 13.2]",,High Pass,,38.812885,,Cameron Jerome,4807.0,,,,,,,1,Regular Play,Gary O''Neil,9452.0,Right Center Midfield,9,Norwich City,56,['1522b509-3395-48d9-a060-61fa215af12a'],31,,,,,,,,,,,,,,,,Norwich City,56,00:02:31.304,Pass,
,,,,,,,,,,,,,,,,,1.426708,,,,,,,,,,,,,31606ef4-30ce-44df-8301-b62b8da591a2,107,,"[106.9, 9.3]",3754244,2,,,,-2.7734618,,Right Foot,,,,"[92.9, 3.9]",,Ground Pass,,15.005332,,Robert Brady,10967.0,,,,,,,1,Regular Play,Cameron Jerome,4807.0,Center Forward,9,Norwich City,56,['b6cdd53f-b83a-4dfa-9670-b0bcced9f78c'],35,,,,,,,,,,,,,,,,Norwich City,56,00:02:35.793,Pass,
,,,,,,,,,,,,,,,,,1.039617,,,,,,,,,,,,,6bb9b45b-74ed-4677-8c1c-08e14f92548b,110,,"[100.6, 9.1]",3754244,2,,,,0.11870534,,Left Foot,,,,"[111.5, 10.4]",,Ground Pass,,10.977249,,Nathan Redmond,3286.0,,,,,,,1,Regular Play,Robert Brady,10967.0,Left Back,9,Norwich City,56,['059d9ab2-410d-471e-aee4-dcc4d0bbe105'],42,,,,,,,,,,,,,,,,Norwich City,56,00:02:42.348,Pass,
,,,,,,,,,,,,,,,,,0.649131,,,,,,,,,,,,,ba0143f2-570f-465c-b581-e67e92edf845,113,,"[114.0, 13.3]",3754244,2,,,,1.6858923,,Right Foot,True,,,"[112.0, 30.6]",,High Pass,,17.415224,Incomplete,Cameron Jerome,4807.0,,,,,,,1,Regular Play,Nathan Redmond,3286.0,Right Midfield,9,Norwich City,56,"['3c0f3bb9-fbee-4be2-a63b-2825b8c06e14', 'ee731229-060b-4aae-aa0c-396d425e6f03']",45,,,,,,,,,,,,,,,,Norwich City,56,00:02:45.543,Pass,
,,,,,,,,,,,,,,,,,1.008138,,,,,,,,,,,,,7c10b50f-43ec-4f0b-ba5c-02dd8462db2c,120,,"[94.3, 12.5]",3754244,2,,,,-0.5226508,,Left Foot,,,,"[103.5, 7.2]",,Ground Pass,,10.617438,,Nathan Redmond,3286.0,,,,,,,1,Regular Play,Robert Brady,10967.0,Left Back,9,Norwich City,56,"['190f9c63-22a1-42c3-8d42-49793a214ed4', '74136832-1ef4-4057-ab41-474d70b05ff5']",51,,,,,,,,,,,,,,,,Norwich City,56,00:02:51.482,Pass,True
,,,,,,,,,,,,,,,,,1.109402,,,,,,,,,,,,,dc9c4dc9-9d34-44b4-90c7-8d6537935f35,123,,"[108.0, 5.9]",3754244,2,,,,-3.0138516,,Right Foot,,,,"[97.1, 4.5]",,Ground Pass,,10.98954,,Robert Brady,10967.0,,,,,,,1,Regular Play,Nathan Redmond,3286.0,Right Midfield,9,Norwich City,56,['145899f7-d485-4fd5-86a0-deda9b50e31e'],55,,,,,,,,,,,,,,,,Norwich City,56,00:02:55.442,Pass,
,,,,,,,,,,,,,,,,,1.220773,,,,,,,,,,,,,1041008f-9562-40f2-a326-2974450e998b,126,,"[99.3, 4.8]",3754244,2,,,,1.2140491,,Left Foot,True,,,"[109.4, 31.9]",,High Pass,,28.920927,Incomplete,Wes Hoolahan,10966.0,,,,,,,1,Regular Play,Robert Brady,10967.0,Left Back,9,Norwich City,56,"['0d8b9c26-2295-4f44-98e9-9d07a6219bb1', 'eb8e0af4-4594-411f-b6e2-893f05ae920e']",57,,,,,,,,,,,,,,,,Norwich City,56,00:02:57.382,Pass,
,,,,,,,,,,,,,,,,,0.677298,,,,,,,,,,,,,18c1aa3c-df4d-4c0a-8d16-ac4ef9e9e06c,129,,"[111.0, 0.1]",3754244,3,True,,,2.0798671,,,,,,"[108.6, 4.4]",,Low Pass,,4.924429,,Nathan Redmond,3286.0,,,,,,Throw-in,1,From Throw In,Wes Hoolahan,10966.0,Center Attacking Midfield,10,Norwich City,56,['82a2e732-618c-4cc7-ac82-0a4c6de7c144'],4,,,,,,,,,,,,,,,,Norwich City,56,00:03:04.145,Pass,
,,,,,,,,,,,,,,,,,0.596653,,,,,,,,,,,,,08c9afa4-24ed-4ae1-994b-e619fcff4f25,131,,"[108.6, 4.4]",3754244,3,,,,-0.6310794,,Right Foot,,,,"[111.2, 2.5]",,Ground Pass,,3.2202485,,Wes Hoolahan,10966.0,,,,,,,1,From Throw In,Nathan Redmond,3286.0,Right Midfield,10,Norwich City,56,['a1920764-c059-4829-a2dc-91ad291320a5'],4,,,,,,,,,,,,,,,,Norwich City,56,00:03:04.870,Pass,
,,,,,,,,,,,,,,,,,1.139649,,,,,,,,,,,,,09e6df67-2062-4b40-961e-1b27ba6caa40,134,,"[110.1, 2.7]",3754244,3,,,,1.6282045,,Right Foot,,,,"[109.1, 20.1]",,Low Pass,,17.428713,,Steven Naismith,9528.0,,,,,,,1,From Throw In,Wes Hoolahan,10966.0,Center Attacking Midfield,10,Norwich City,56,['089a8f33-c2cf-46b8-95d5-32316eaaee02'],7,,,,,,,,,,,,,,,,Norwich City,56,00:03:07.819,Pass,
