50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.038,,,,,,,,,,,,,,,660c238c-0e01-4965-8e02-a1072089bb29,22,,,"[106.2, 12.3]",3754286,0,,,,,-2.75571,,Left Foot,,"[87.0, 4.5]",,Ground Pass,,20.7239,,,,Etienne Capoue,3721.0,,,,,,,1,From Throw In,Troy Deeney,3454.0,Left Center Forward,3,Watford,23,['171ae1ef-8b8b-4297-b8a4-2d21467eae47'],24,,,,,,,,,,,,,,,,,Watford,23,00:00:24.514,Pass,
,,,,,,,,,,,,,,,,,0.6304,,,,,,,,,,,,,,,0fd2fd60-7f89-4b7f-b242-1613da561dff,26,,,"[91.8, 4.5]",3754286,0,,,,,1.3055228,,Left Foot,,"[96.5, 21.8]",,Low Pass,,17.927074,,,,José Manuel Jurado Marín,6870.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Left Defensive Midfield,3,Watford,23,['45785c81-48a3-4720-8787-d071dbb07fbd'],29,,,,,,,,,,,,,,,,,Watford,23,00:00:29.395,Pass,
,,,,,,,,,,,,,,,,,0.552779,,,,,,,,,,,,,,,fa609cbf-f934-462b-a600-651cf89111a8,33,,,"[14.4, 66.2]",3754286,0,,,,,-0.69652396,,Right Foot,,"[19.9, 61.6]",,Ground Pass,,7.170077,,,,Graham Dorrans,16334.0,,,,,,,1,Regular Play,Andre Wisdom,4808.0,Right Back,4,Norwich City,56,"['17853b3f-4559-4ba3-befd-ef4b66c4247d', '2039832c-b0d8-4f5e-9b94-480a77e42e95']",33,,,,,,,,,,,,,,,,,Norwich City,56,00:00:33.843,Pass,True
,,,,,,,,,,,,,,,,,2.121973,,,,,,,,,,,,,,,2be4b5c4-cb62-405e-9544-4a2252159550,37,,,"[30.9, 60.5]",3754286,0,,,,,0.9342881,,Left Foot,,"[42.8, 76.6]",,Ground Pass,,20.020489,,,,Nathan Redmond,3286.0,,,,,,,1,Regular Play,Graham Dorrans,16334.0,Right Center Midfield,4,Norwich City,56,"['19ff2e3f-487c-4ed4-901c-49ca271dc87c', 'f9d32f7d-6c3e-4b98-b02d-71df26243576']",36,,,,,,,,,,,,,,,,,Norwich City,56,00:00:36.521,Pass,True
,,,,,,,,,,,,,,,,,1.977149,,,,,,,,,,,,,,,c44588fc-2be3-4f7d-ab04-6e0615bb49da,43,,,"[49.7, 80.0]",3754286,0,,,,,-0.18192819,,,,"[70.9, 76.1]",,High Pass,,21.555742,,Incomplete,,Lewis Grabban,9593.0,,,,,,Throw-in,1,From Throw In,Andre Wisdom,4808.0,Right Back,5,Norwich City,56,"['483b7572-f607-4c13-8e54-5facc2ff861a', 'bced311a-a235-428f-ac13-71880c69d46b']",53,,,,,,,,,,,,,,,,,Norwich City,56,00:00:53.902,Pass,
,,,,,,,,,,,,,,,,,2.4713,,,,,,,,,,,,,,,483b7572-f607-4c13-8e54-5facc2ff861a,45,,,"[49.2, 4.0]",3754286,0,,,,,-0.51048833,,Head,,"[54.2, 1.2]",,High Pass,,5.7306194,,,,José Manuel Jurado Marín,6870.0,,,,,,Recovery,1,From Throw In,Nathan Aké,3306.0,Left Back,5,Norwich City,56,"['c44588fc-2be3-4f7d-ab04-6e0615bb49da', 'ec215d4b-dca7-4837-8d7e-fb4c696ef33d']",55,,,,,,,,,,,,,,,,,Watford,23,00:00:55.879,Pass,
,,,,,,,,,,,,,,,,,1.587325,,,,,,,,,,,,,,,0e0ee98f-b458-401d-a15c-97f03cfd4a9d,49,,,"[67.4, 80.0]",3754286,1,,,,,-0.348771,,,,"[83.9, 74.0]",,High Pass,,17.55705,,Incomplete,,Lewis Grabban,9593.0,,,,,,Throw-in,1,From Throw In,Andre Wisdom,4808.0,Right Back,6,Norwich City,56,"['482f1557-fd89-43ac-87ae-f2bc7f51e1c2', '76b5a05c-835b-4dce-88e8-5dd9b4b4a602']",13,,,,,,,,,,,,,,,,,Norwich City,56,00:01:13.431,Pass,
,,,,,,,,,,,,,,,,,1.270798,,,,,,,,,,,,,,,482f1557-fd89-43ac-87ae-f2bc7f51e1c2,51,,,"[36.2, 6.1]",3754286,1,,,,,-0.40341905,,Head,,"[44.4, 2.6]",,High Pass,,8.915716,,Incomplete,,,,,,,,,Recovery,1,From Throw In,José Manuel Jurado Marín,6870.0,Left Midfield,6,Norwich City,56,"['0e0ee98f-b458-401d-a15c-97f03cfd4a9d', '11e539cc-2425-429e-a943-0565f273f35b']",15,,,,,,,,,,,,,,,,,Watford,23,00:01:15.019,Pass,
,,,,,,,,,,,,,,,,,1.384781,,,,,,,,,,,,,,,72e0908b-df03-4784-8cd1-17c7a84e34aa,54,,,"[76.1, 78.5]",3754286,1,,,,,3.1415927,,Left Foot,,"[63.1, 78.5]",,Low Pass,,13.0,,,,Andre Wisdom,4808.0,,,,,,,1,From Throw In,Graham Dorrans,16334.0,Right Center Midfield,6,Norwich City,56,['895b9f24-c7ab-4022-9a34-f31e8218d8b6'],16,,,,,,,,,,,,,,,,,Norwich City,56,00:01:16.913,Pass,
,,,,,,,,,,,,,,,,,1.916708,,,,,,,,,,,,,,,c6fe26d1-b555-4c1d-8606-d3ef02558629,56,,,"[63.3, 78.5]",3754286,1,,,,,-0.5982797,,Right Foot,,"[85.6, 63.3]",,High Pass,,26.987589,,Incomplete,,Lewis Grabban,9593.0,,,,,,,1,From Throw In,Andre Wisdom,4808.0,Right Back,6,Norwich City,56,"['c1b7c626-3402-4d61-8358-4d71e6d7640a', 'cac7859e-ac37-4f9b-ad61-29923703d02a']",18,,,,,,,,,,,,,,,,,Norwich City,56,00:01:18.298,Pass,
,,,,,,,,,,,,,,,,,3.40157,,,,,,,,,,,,,,,c1b7c626-3402-4d61-8358-4d71e6d7640a,58,,,"[34.5, 16.8]",3754286,1,,,,True,0.07088694,,,,"[68.3, 19.2]",,High Pass,,33.8851,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,6,Norwich City,56,"['3acf8727-9b89-47b8-a57e-e4b6f764581c', '5fc1840c-df08-4ec0-a942-85288f775af8', 'c6fe26d1-b555-4c1d-8606-d3ef02558629']",20,,,,,,,,,,,,,,,,,Watford,23,00:01:20.215,Pass,True
,,,,,,,,,,,,,,,,,5.524736,,,,,,,,,,,,,,,5fc1840c-df08-4ec0-a942-85288f775af8,60,,,"[51.8, 60.9]",3754286,1,,,,,-1.8513937,,Left Foot,,"[36.9, 9.2]",,Low Pass,,53.804276,,,,Sébastien Aymar Bassong Nguena,31296.0,,,True,,,Recovery,1,From Throw In,Ryan Bennett,9930.0,Right Center Back,6,Norwich City,56,"['c1b7c626-3402-4d61-8358-4d71e6d7640a', 'cf63f526-536e-4a90-ba8d-822fe577acac']",23,,,,,,,,,,,,,,,,,Norwich City,56,00:01:23.616,Pass,
,,,,,,,,,,,,,,,,,2.969193,,,,,,,,,,,,,,,2688689b-0674-435a-9f82-8031f8980e0f,63,,,"[40.4, 8.5]",3754286,1,,,,,0.47652245,,Left Foot,,"[86.7, 32.4]",,High Pass,,52.104702,,Incomplete,,Lewis Grabban,9593.0,,,,,,,1,From Throw In,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,6,Norwich City,56,"['151095a2-8186-4ee6-9b1d-baf9121c594b', '8534e3af-5206-4dc6-83f2-730e4830c4bf']",29,,,,,,,,,,,,,,,,,Norwich City,56,00:01:29.221,Pass,
,,,,,,,,,,,,,,,,,2.781299,,,,,,,,,,,,,,,8534e3af-5206-4dc6-83f2-730e4830c4bf,65,,,"[33.4, 47.7]",3754286,1,,,,,1.0049876,,Head,,"[46.8, 68.8]",,High Pass,,24.9954,,,,Ikechi Anya,40118.0,,,,,,Recovery,1,Regular Play,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,7,Watford,23,"['2688689b-0674-435a-9f82-8031f8980e0f', 'd6c0d50c-95e0-4609-a2a2-1c5cd6a5c182']",32,,,,,,,,,,,,,,,,,Watford,23,00:01:32.190,Pass,
,,,,,,,,,,,,,,,,,2.149265,,,,,,,,,,,,,,,090bc88e-f956-4ebb-9838-cc3333f5c601,69,,,"[70.0, 5.4]",3754286,1,,,,,0.019415036,,Left Foot,,"[90.6, 5.8]",,High Pass,,20.603884,,Incomplete,,Robert Brady,10967.0,,,,,,Recovery,1,Regular Play,Martin Olsson,3576.0,Left Back,7,Watford,23,"['b7fb40ba-8b83-4475-a9e2-909b588c5f8e', 'fe23715a-a153-4885-a438-670d643e5b3c']",36,,,,,,,,,,,,,,,,,Norwich City,56,00:01:36.025,Pass,
,,,,,,,,,,,,,,,,,1.340298,,,,,,,,,,,,,,,b7fb40ba-8b83-4475-a9e2-909b588c5f8e,71,,,"[29.5, 74.3]",3754286,1,,,,,0.19075555,,Head,,"[44.0, 77.1]",,High Pass,,14.767871,,,,Ikechi Anya,40118.0,,,,,,Recovery,1,Regular Play,Allan Romeo Nyom,3991.0,Right Back,7,Watford,23,"['090bc88e-f956-4ebb-9838-cc3333f5c601', 'f4787a26-8dc4-480f-9e3d-f6bbaeead16e']",38,,,,,,,,,,,,,,,,,Watford,23,00:01:38.174,Pass,
,,,,,,,,,,,,,,,,,0.702272,,,,,,,,,,,,,,,ce81609c-e623-4f29-b4fa-f9aedecc6029,73,,,"[44.0, 77.1]",3754286,1,,,,,-0.10801172,,Head,,"[52.3, 76.2]",,Low Pass,,8.348653,,Incomplete,,,,,,,,,,1,Regular Play,Ikechi Anya,40118.0,Right Midfield,7,Watford,23,['40681a8b-c192-441e-b934-f85dc0aafb87'],39,,,,,,,,,,,,,,,,,Watford,23,00:01:39.554,Pass,
,,,,,,,,,,,,,,,,,2.338183,,,,,,,,,,,,,,,37325e1e-4792-4cc6-a196-193933dff1ed,76,,,"[67.8, 4.2]",3754286,1,,,,,0.26741078,,Left Foot,,"[97.0, 12.2]",,High Pass,,30.276064,,Incomplete,,Lewis Grabban,9593.0,,,,,,,1,Regular Play,Martin Olsson,3576.0,Left Back,7,Watford,23,"['1b7e7bca-6057-4895-aee0-205d94aca3ef', 'a336ef0f-1e7c-4c3e-96b1-b7428f9e3f6c']",41,,,,,,,,,,,,,,,,,Norwich City,56,00:01:41.759,Pass,
,,,,,,,,,,,,,,,,,0.9113,,,,,,,,,,,,,,,42874da8-8893-4f84-9c79-a386e238bfbf,80,,,"[57.2, 80.0]",3754286,1,,,,,-1.8325099,,,,"[54.2, 68.8]",,Low Pass,,11.594827,,,,Ben Watson,3626.0,,,,,,Throw-in,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,8,Watford,23,['eead365f-ba9c-47f1-af46-0a47f1bad8ba'],54,,,,,,,,,,,,,,,,,Watford,23,00:01:54.587,Pass,
,,,,,,,,,,,,,,,,,0.8252,,,,,,,,,,,,,,,68b74e18-9fc8-4b1b-96dd-1ece1ff6d7dc,82,,,"[54.2, 69.5]",3754286,1,,,,,1.2422432,,Right Foot,,"[57.2, 78.3]",,Ground Pass,,9.297312,,,,Allan Romeo Nyom,3991.0,,,,,,,1,From Throw In,Ben Watson,3626.0,Right Defensive Midfield,8,Watford,23,['4cd65421-a471-4474-bddf-5c669d132c72'],55,,,,,,,,,,,,,,,,,Watford,23,00:01:55.498,Pass,
,,,,,,,,,,,,,,,,,1.9128,,,,,,,,,,,,,,,d7857ad4-91a8-42e2-b614-a3053f3f330b,85,,,"[56.5, 78.1]",3754286,1,,,,,-2.87271,,Right Foot,,"[34.0, 71.9]",,Ground Pass,,23.338594,,,,Craig Cathcart,3263.0,,,,,,,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,8,Watford,23,['55152736-e208-48dc-b257-18c137eab705'],58,,,,,,,,,,,,,,,,,Watford,23,00:01:58.287,Pass,
,,,,,,,,,,,,,,,,,2.6026,,,,,,,,,,,,,,,482023bb-2058-498b-9d9b-f74b61cda3f7,88,,,"[42.6, 62.7]",3754286,2,,,,,-1.355233,,Right Foot,,"[55.3, 4.7]",,High Pass,,59.374153,,,,Nathan Aké,3306.0,,,True,,,,1,From Throw In,Craig Cathcart,3263.0,Right Center Back,8,Watford,23,['5680b8ed-2c30-41f7-99d7-ff8c489cafde'],3,,,,,,,,,,,,,,,,,Watford,23,00:02:03.431,Pass,
,,,,,,,,,,,,,,,,,1.771607,,,,,,,,,,,,,,,0c806eb0-0c4f-483b-8c2b-9e70dcb4127c,92,,,"[71.9, 73.7]",3754286,2,,,,,-0.51396483,,Right Foot,,"[99.0, 58.4]",,High Pass,,31.120733,,,,Lewis Grabban,9593.0,,,,,,Free Kick,1,From Free Kick,Andre Wisdom,4808.0,Right Back,9,Norwich City,56,['c7937d6b-8f2b-4311-8009-891ae6513c87'],43,,,,,,,,,,,,,,,,,Norwich City,56,00:02:43.144,Pass,
,,,,,,,,,,,,,,,,,0.9285,,,,,,,,,,,,,,,9e5442dd-ed60-490a-9c8b-eae317df8168,95,,,"[23.2, 22.4]",3754286,2,,,,,-2.2720563,,Head,,"[19.4, 17.9]",,High Pass,,5.8898215,,,,Nathan Aké,3306.0,,,,,,Recovery,1,Regular Play,Etienne Capoue,3721.0,Left Defensive Midfield,10,Watford,23,['589f2e0c-d83c-4ba6-9774-edc3cf30d4e4'],45,,,,,,,,,,,,,,,,,Watford,23,00:02:45.985,Pass,
,,,,,,,,,,,,,,,,,1.2643,,,,,,,,,,,,,,,ddd3e2fc-0c33-4624-89b3-ac91bd306c51,97,,,"[19.4, 17.9]",3754286,2,,,,,-0.14189705,,Head,,"[25.7, 17.0]",,High Pass,,6.363961,,,,Etienne Capoue,3721.0,,,,,,,1,Regular Play,Nathan Aké,3306.0,Left Back,10,Watford,23,['fca206a8-4587-4c4d-b7fc-22d944b4ed26'],46,,,,,,,,,,,,,,,,,Watford,23,00:02:46.954,Pass,
,,,,,,,,,,,,,,,,,0.8136,,,,,,,,,,,,,,,7f3396fa-5a89-4cdd-a827-9debadca4d05,99,,,"[25.7, 17.0]",3754286,2,,,,,-0.7157436,,Head,,"[30.3, 13.0]",,High Pass,,6.0959,,,,José Manuel Jurado Marín,6870.0,,,,,,,1,Regular Play,Etienne Capoue,3721.0,Left Defensive Midfield,10,Watford,23,['e3a8a490-1233-4b0b-800b-a676f0edc43a'],48,,,,,,,,,,,,,,,,,Watford,23,00:02:48.258,Pass,
,,,,,,,,,,,,,,,,,1.027382,,,,,,,,,,,,,,,001755ff-5ce9-4671-bb67-02096ffa473d,101,,,"[30.3, 13.0]",3754286,2,,,,,0.96299434,,Head,,"[36.7, 22.2]",,High Pass,,11.207141,,Incomplete,,,,,,,,,,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,10,Watford,23,['ad4b1b74-2ee2-47a0-af4e-07e03bc05757'],49,,,,,,,,,,,,,,,,,Watford,23,00:02:49.112,Pass,
,,,,,,,,,,,,,,,,,3.085117,,,,,,,,,,,,,,,ad4b1b74-2ee2-47a0-af4e-07e03bc05757,102,,,"[83.4, 57.9]",3754286,2,,,,,0.6499852,,Right Foot,,"[105.5, 74.7]",,High Pass,,27.760584,,Incomplete,,Nathan Redmond,3286.0,,,,,,Recovery,1,Regular Play,Jonathan Howson,9578.0,Left Center Midfield,10,Watford,23,"['001755ff-5ce9-4671-bb67-02096ffa473d', '911f2e01-5946-4cc0-9558-8f38b9f69a50', '9adab21a-1c2f-46bb-9f24-9c77560fd793']",50,,,,,,,,,,,,,,,,,Norwich City,56,00:02:50.139,Pass,
,,,,,,,,,,,,,,,,,1.923523,,,,,,,,,,,,,,,e8af88fe-33c1-4f4f-95e2-086ceda9744f,106,,,"[103.8, 80.0]",3754286,2,,True,,,-2.9138267,,,,"[88.7, 76.5]",,Low Pass,,15.500322,,,,Graham Dorrans,16334.0,,,,,,Throw-in,1,From Throw In,Nathan Redmond,3286.0,Right Midfield,11,Norwich City,56,['bc21ce03-7f90-40dd-9d49-5c91153a40eb'],56,,,,,,,,,,,,,,,,,Norwich City,56,00:02:56.851,Pass,
,,,,,,,,,,,,,,,,,1.647204,,,,,,,,,,,,,,,5d1f900b-a936-4819-9d7e-efae58592270,109,,,"[76.1, 75.1]",3754286,3,,,,,-1.9043807,,Left Foot,,"[72.6, 65.0]",,Ground Pass,,10.689247,,,,Alexander Banor Tettey,9463.0,,,,,,,1,From Throw In,Graham Dorrans,16334.0,Right Center Midfield,11,Norwich City,56,"['12bd207a-2e88-45a2-8240-3e8d3c5c45c6', '6d67d772-3e34-4a1b-8223-1bb7872fa3f8']",1,,,,,,,,,,,,,,,,,Norwich City,56,00:03:01.516,Pass,True
,,,,,,,,,,,,,,,,,1.046071,,,,,,,,,,,,,,,9bd42d20-faca-42e3-b183-d8f9a4e1dae7,112,,,"[79.5, 64.2]",3754286,3,,,,,1.152572,,Left Foot,,"[85.1, 76.8]",,Ground Pass,,13.788401,,,,Andre Wisdom,4808.0,,,,,,,1,From Throw In,Alexander Banor Tettey,9463.0,Center Defensive Midfield,11,Norwich City,56,['5db817e3-940f-4291-ba0f-fc2bf2c4229d'],4,,,,,,,,,,,,,,,,,Norwich City,56,00:03:04.493,Pass,
,,,,,,,,,,,,,,,,,1.182294,,,,,,,,,,,,,,,71e10142-0635-4276-a029-68b9d01dc010,115,,,"[85.1, 76.8]",3754286,3,,,,,-1.2241288,,Right Foot,,"[92.0, 57.7]",,Ground Pass,,20.308126,,Incomplete,,Nathan Redmond,3286.0,,,,,,,1,From Throw In,Andre Wisdom,4808.0,Right Back,11,Norwich City,56,"['ea8e35a5-20c0-407d-b3cd-7415757240b2', 'f9b47385-8fc3-451f-92be-3f62ef8ff43f']",5,,,,,,,,,,,,,,,,,Norwich City,56,00:03:05.659,Pass,
