ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.781965,,,,,,,,,,,,,ee4dcdbf-c7f5-4c6c-9f14-9012b6547d24,18,,"[57.7, 75.9]",3753977,0,,,,,-0.14966604,,Right Foot,,,"[70.3, 74.0]",,Low Pass,,12.742449,,,Incomplete,,Jonathan Walters,3670.0,,,,,,Recovery,1,From Throw In,Geoff Cameron,3480.0,Right Center Back,3,Watford,23,"['5d768ccc-1f43-44f0-b1f5-8a309c69e9de', '6e27a1f8-282b-4118-8dd5-72faa8390b3f', 'e41d5293-6c9e-4bcc-aa02-f9febcaa878c']",26,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:26.172,Pass,
,,,,,,,,,,,,,,3.11964,,,,,,,,,,,,,3a21d7fb-816e-45a9-8f78-7c012db2717c,22,,"[51.7, 5.2]",3753977,0,,,,,0.042580765,,Left Foot,,,"[91.6, 6.9]",,High Pass,,39.9362,,,Incomplete,,Troy Deeney,3454.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Left Midfield,3,Watford,23,"['002ee034-144c-4bd7-b1d9-eb72bfc8427e', '662a6979-866d-443a-a7a5-a5aa27bb50db']",27,,,,,,,,,,,,,,,,,,Watford,23,00:00:27.715,Pass,
,,,,,,,,,,,,,,1.195365,,,,,,,,,,,,,1ea50d89-a13b-4a1d-b033-fef8e9a46fec,26,,"[100.1, 0.1]",3753977,0,,,,,1.3070844,,,,,"[105.5, 20.1]",,High Pass,,20.716177,,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,Throw-in,1,From Throw In,Troy Deeney,3454.0,Left Center Forward,4,Watford,23,"['2b4e14ea-a9f1-468d-a32d-b6bc032ad311', '55298b9b-dfa2-4169-812b-ae02db5b3ea8']",34,,,,,,,,,,,,,,,,,,Watford,23,00:00:34.287,Pass,
,,,,,,,,,,,,,,2.806109,,,,,,,,,,,,,4f28aedc-141e-4f87-8259-79e4589f6f1b,30,,"[15.8, 68.1]",3753977,0,,,,,0.24329327,,Right Foot,,,"[57.7, 78.5]",,High Pass,,43.171402,,,,,Jonathan Walters,3670.0,,,,,,,1,From Throw In,Geoff Cameron,3480.0,Right Center Back,4,Watford,23,['08de1082-1eca-4db5-8a83-42fc711e48aa'],36,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:36.726,Pass,
,,,,,,,,,,,,,,1.181285,,,,,,,,,,,,,bb401ebe-ffec-4b1e-89fc-3958b837cacb,32,,"[57.7, 78.5]",3753977,0,,,,,-1.5707964,,Head,,,"[57.7, 65.6]",,Low Pass,,12.9,,,Incomplete,,José Luis Sanmartín Mato,3265.0,,,,,,,1,From Throw In,Jonathan Walters,3670.0,Right Wing,4,Watford,23,"['6715d6d9-ade4-46a5-bc95-293659061278', 'a783f9dc-5526-46e0-a400-aeeaa9028ac1']",39,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:39.532,Pass,
,,,,,,,,True,,,,,,2.016007,,,,,,,,,,,,,a783f9dc-5526-46e0-a400-aeeaa9028ac1,35,,"[62.4, 14.5]",3753977,0,,,,,3.0397563,,Head,,,"[48.7, 15.9]",,Low Pass,,13.771347,,,,,Craig Cathcart,3263.0,,,,,,Interception,1,From Throw In,Mario Suárez Mata,23488.0,Left Defensive Midfield,4,Watford,23,"['6cbc84b0-c1c8-43d7-88fc-ed5d0d6da0f0', '969e6727-4bb9-4898-88e9-dfb5ac3d6f5a', 'bb401ebe-ffec-4b1e-89fc-3958b837cacb']",40,,,,,,,,,,,,,,,,,,Watford,23,00:00:40.713,Pass,True
,,,,,,,,,,,,,,3.263322,,,,,,,,,,,,,27c31f25-45af-4b48-bca2-e7a9c59973ad,38,,"[38.4, 23.0]",3753977,0,,,,,2.3738744,,Right Foot,,,"[12.5, 48.0]",,Ground Pass,,35.99736,,,,,Heurelho da Silva Gomes,3522.0,,,,,,,1,From Throw In,Craig Cathcart,3263.0,Right Center Back,4,Watford,23,['fca50c0a-5c69-49c5-80a4-cf7b7a060a8e'],44,,,,,,,,,,,,,,,,,,Watford,23,00:00:44.105,Pass,
,,,,,,,,,,,,,,3.572348,,,,,,,,,,,,,754bb323-5c9c-4950-9ca9-dd15df3c00a4,41,,"[12.5, 48.0]",3753977,0,,,,,0.03229894,,Right Foot,,,"[74.4, 50.0]",,High Pass,,61.9323,,,Pass Offside,,Odion Jude Ighalo,5458.0,,,,,,,1,From Throw In,Heurelho da Silva Gomes,3522.0,Goalkeeper,4,Watford,23,['2afc7761-6cc2-4e98-b7d9-3145dd40750b'],49,,,,,,,,,,,,,,,,,,Watford,23,00:00:49.118,Pass,
,,,,,,,,,,,,,,0.657199,,,,,,,,,,,,,a39ccf1d-df0a-41ec-a65a-cf91d25cfd78,43,,"[32.6, 31.7]",3753977,1,,True,,,-0.07448879,,Right Foot,,,"[46.0, 30.7]",,Low Pass,,13.437262,,,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,Free Kick,1,From Free Kick,Philipp Wollscheid,40121.0,Left Center Back,5,Stoke City,30,['00c9cccd-ebe8-47e3-9966-d66217b7d2e9'],2,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:02.118,Pass,
,,,,,,,,,,,,,,0.754313,,,,,,,,,,,,,eec4217b-8cc3-435d-9d51-660e42ab06de,45,,"[46.0, 30.7]",3753977,1,,,,,-3.0924518,,Left Foot,,,"[33.8, 30.1]",,Low Pass,,12.2147455,,,,,Philipp Wollscheid,40121.0,,,,,,,1,From Free Kick,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,5,Stoke City,30,['30534ade-cf13-4b03-b7a0-b0a28fe1510d'],2,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:02.775,Pass,
,,,,,,,,,,,,,,2.425143,,,,,,,,,,,,,e27422a3-b12c-458c-9252-1c002fedbe85,48,,"[32.9, 30.4]",3753977,1,,,,,2.6166186,,Left Foot,,,"[10.8, 43.2]",,Ground Pass,,25.539186,,,,,Jack Butland,3537.0,,,,,,,1,From Free Kick,Philipp Wollscheid,40121.0,Left Center Back,5,Stoke City,30,['dc365e3e-7b1d-488e-90a6-8604ebe598fa'],4,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:04.671,Pass,
,,,,,,,,,,,,,,3.696714,,,,,,,,,,,,,00c196d9-48d9-4c4e-ad26-68ed498677df,51,,"[8.4, 49.8]",3753977,1,,,,,0.1159056,,Right Foot,,,"[71.1, 57.1]",,High Pass,,63.12353,,,Incomplete,,José Luis Sanmartín Mato,3265.0,,,,,,,1,From Free Kick,Jack Butland,3537.0,Goalkeeper,5,Stoke City,30,"['e71cb835-bb21-4282-9f13-464f6438b7bc', 'f95e9279-4acf-43bf-999d-4351819aab5d']",9,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:09.066,Pass,
,,,,,,,,,,,,,,1.788304,,,,,,,,,,,,,f95e9279-4acf-43bf-999d-4351819aab5d,53,,"[49.0, 23.0]",3753977,1,,,,True,-0.8462548,,,,,"[62.1, 8.2]",,High Pass,,19.764868,,,Incomplete,,Etienne Capoue,3721.0,,,,,,Interception,1,From Free Kick,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,5,Stoke City,30,"['00c196d9-48d9-4c4e-ad26-68ed498677df', '3ef18626-781f-49ef-a031-6226e104c733', '8b647550-a455-43e5-aa36-833cd3dcbab8', 'de66c06b-2d85-4eff-998c-c4cf20750f81']",12,,,,,,,,,,,,,,,,,,Watford,23,00:01:12.763,Pass,True
,,,,,,,,,,,,,,1.963978,,,,,,,,,,,,,8b647550-a455-43e5-aa36-833cd3dcbab8,56,,"[58.0, 71.9]",3753977,1,,,,,0.40109435,,Right Foot,,,"[77.1, 80.0]",,Low Pass,,20.746567,,,Out,,Jonathan Walters,3670.0,,,,,,Recovery,1,From Free Kick,Phil Bardsley,3643.0,Right Back,5,Stoke City,30,"['c72188f1-5dfc-41ae-a1ca-61a665da77a5', 'f95e9279-4acf-43bf-999d-4351819aab5d']",14,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:14.551,Pass,
,,,,,,,,,,,,,,1.747758,,,,,,,,,,,,,eb45b931-1111-4b65-96e5-685927a16735,58,,"[43.9, 0.1]",3753977,1,,,,,0.23800528,,,,,"[60.8, 4.2]",,High Pass,,17.390226,,,,,Etienne Capoue,3721.0,,,,,,Throw-in,1,From Throw In,Nathan Aké,3306.0,Left Back,6,Watford,23,['3c24a65a-fea2-4a9b-8b48-4ef59529d6aa'],28,,,,,,,,,,,,,,,,,,Watford,23,00:01:28.182,Pass,
,,,,,,,,,,,,,,1.125704,,,,,,,,,,,,,0bc6e905-79c9-4300-a203-c180880c6be5,60,,"[60.8, 4.2]",3753977,1,,,,True,0.76442224,,,,,"[68.1, 11.2]",,Low Pass,,10.113852,,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Left Midfield,6,Watford,23,"['4c42266b-f31b-4e9a-b09e-71b1e0a27c0e', '7914c21f-b81a-423b-a2e3-a9275ae70840', 'a49da181-1388-4753-a0cf-e7aee94614ea']",29,,,,,,,,,,,,,,,,,,Watford,23,00:01:29.930,Pass,True
,,,,,,,,,,,,,,0.90537,,,,,,,,,,,,,56f8aa9b-e89e-499d-8b6f-08fe1832e484,65,,"[55.0, 68.1]",3753977,1,,,,,0.16615573,,Right Foot,,,"[71.1, 70.8]",,High Pass,,16.324827,,,,,Jonathan Walters,3670.0,,,,,,,1,Regular Play,Glenn Whelan,9625.0,Right Defensive Midfield,7,Stoke City,30,['b4e1a583-cc12-4b73-a81e-4cc9a07e56ac'],31,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:31.753,Pass,
,,,,,,,,,,,,,,1.266989,,,,,,,,,,,,,e662f891-0735-425a-849d-b8ad064da170,67,,"[71.1, 70.8]",3753977,1,,,,,-0.638635,,Head,,,"[77.7, 65.9]",,High Pass,,8.220098,,,,,José Luis Sanmartín Mato,3265.0,,,,,,,1,Regular Play,Jonathan Walters,3670.0,Right Wing,7,Stoke City,30,['6bd549da-906a-4f7c-a9c8-259eeb2f4ef9'],32,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:32.666,Pass,
,,,,,,,,,,,,,,1.314162,,,,,,,,,,,,,73553545-7424-4290-bd94-60c40166fb13,69,,"[77.7, 65.9]",3753977,1,,,,,-0.4636476,,Head,,,"[87.1, 61.2]",,Low Pass,,10.50952,,,Incomplete,,Ibrahim Afellay,4891.0,,,,,,,1,Regular Play,José Luis Sanmartín Mato,3265.0,Center Forward,7,Stoke City,30,"['8b3032dc-8d05-42a3-bbab-e152abb0e514', 'bdf4f928-a244-4251-a281-beecab80e735']",33,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:33.933,Pass,
,,,,,,,,,,,,,,2.901205,,,,,,,,,,,,,8b3032dc-8d05-42a3-bbab-e152abb0e514,71,,"[33.0, 18.9]",3753977,1,,,,,-0.2705342,,Right Foot,,,"[70.5, 8.5]",,High Pass,,38.91542,,,Incomplete,,Troy Deeney,3454.0,,,,,,Recovery,1,Regular Play,Craig Cathcart,3263.0,Right Center Back,7,Stoke City,30,"['4da97e14-94b5-4f06-8abd-6b560b01f5d8', '73553545-7424-4290-bd94-60c40166fb13', '8ee4d73f-cef0-44e6-b511-080728a7592d']",35,,,,,,,,,,,,,,,,,,Watford,23,00:01:35.247,Pass,
,,,,,,,,,,,,,,0.810168,,,,,,,,,,,,,0c4e0aef-0deb-43cb-aad4-989774d804d1,74,,"[70.2, 0.1]",3753977,1,,,,,1.3521274,,,,,"[72.2, 9.1]",,Low Pass,,9.219544,,,,,Etienne Capoue,3721.0,,,,,,Throw-in,1,From Throw In,Nathan Aké,3306.0,Left Back,8,Watford,23,['a170cdf1-78ac-494d-9e59-fccce904e6ec'],51,,,,,,,,,,,,,,,,,,Watford,23,00:01:51.501,Pass,
,,,,,,,,,,,,,,1.774938,,,,,,,,,,,,,43c1fe49-71e8-472d-8167-94f72b8e88f6,76,,"[72.2, 6.3]",3753977,1,,,,,2.431171,,Right Foot,,,"[49.3, 26.0]",,High Pass,,30.207615,,,,,Craig Cathcart,3263.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Left Midfield,8,Watford,23,['bb9010ef-57a6-4e84-afa3-5ccbbc1c641c'],52,,,,,,,,,,,,,,,,,,Watford,23,00:01:52.311,Pass,
,,,,,,,,,,,,,,2.082774,,,,,,,,,,,,,e8136205-9ef8-490e-aedf-d8bd92036e04,80,,"[51.7, 30.3]",3753977,1,,,,,-0.6038972,,Right Foot,,,"[83.3, 8.5]",,High Pass,,38.390102,,,Incomplete,,Troy Deeney,3454.0,,,,,,,1,From Throw In,Craig Cathcart,3263.0,Right Center Back,8,Watford,23,"['530cae60-0cee-450e-80d3-d9b21f891fda', '71e5cbbd-bc42-482e-a7b1-d55af529c47e', 'c47a8950-65cc-499f-bbb1-d26d7fa456a0']",55,,,,,,,,,,,,,,,,,,Watford,23,00:01:55.740,Pass,True
,,,,,,,,,,,,,,3.101475,,,,,,,,,,,,,530cae60-0cee-450e-80d3-d9b21f891fda,82,,"[36.8, 71.6]",3753977,1,,,,,0.06703721,,Head,,,"[65.1, 73.5]",,High Pass,,28.363708,,,Incomplete,,Jonathan Walters,3670.0,,,,,,Interception,1,From Throw In,Phil Bardsley,3643.0,Right Back,8,Watford,23,"['49997d9d-f1df-4e51-bd2c-da7e4f4b63e9', '751f2136-b4d5-43f0-bed7-0da1ceee8a78', 'e8136205-9ef8-490e-aedf-d8bd92036e04']",57,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:57.823,Pass,
,,,,,,,,,,,,,,1.992088,,,,,,,,,,,,,751f2136-b4d5-43f0-bed7-0da1ceee8a78,84,,"[55.0, 6.6]",3753977,2,,,,,0.2903376,,Left Foot,,,"[71.4, 11.5]",,High Pass,,17.116367,,,,,Etienne Capoue,3721.0,,,,,,Recovery,1,From Throw In,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,8,Watford,23,"['530cae60-0cee-450e-80d3-d9b21f891fda', 'e426ffda-0180-4552-a863-27b793c1e266']",0,,,,,,,,,,,,,,,,,,Watford,23,00:02:00.924,Pass,
,,,,,,,,,,,,,,1.485921,,,,,,,,,,,,,e356482a-5b28-4838-9e64-01fd18c41675,86,,"[71.4, 11.5]",3753977,2,,,,,0.026309717,,Head,,,"[82.8, 11.8]",,High Pass,,11.403947,,,Incomplete,,Troy Deeney,3454.0,,,,,,,1,From Throw In,Etienne Capoue,3721.0,Left Midfield,8,Watford,23,"['2f55052f-4451-4841-ae91-5628edd584fa', '5c532901-ffd1-403d-b8df-85cd8bf07f28']",2,,,,,,,,,,,,,,,,,,Watford,23,00:02:02.916,Pass,
,,,,,,,,,,,,,,1.539653,,,,,,,,,,,,,84e7281c-9392-4652-a70d-ef59f4576c12,91,,"[35.9, 75.5]",3753977,2,,,,,-0.23554498,,Right Foot,,,"[63.4, 68.9]",,Ground Pass,,28.280912,,,,,Jonathan Walters,3670.0,,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,9,Stoke City,30,"['50947a90-053a-4cc7-944b-08da30d99a49', '5df36ad3-d05c-4bdf-a1ed-80aef59c49d3']",6,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:06.770,Pass,True
,,,,,,,,,,,,,,0.77985,,,,,,,,,,,,,52ca1465-4b1c-4b85-953c-10e8d123ec50,98,,"[64.3, 68.9]",3753977,2,,,,,-1.6756732,,Right Foot,,,"[63.1, 57.5]",,Low Pass,,11.462984,,,,,José Luis Sanmartín Mato,3265.0,,,,,,,1,Regular Play,Jonathan Walters,3670.0,Right Wing,9,Stoke City,30,"['548f1fa9-8baa-432b-93df-ef81988e08e7', 'fb2c3c85-436e-47f6-ad6f-8b40f7d9ff2b']",8,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:08.398,Pass,True
,,,,,,,,,,,,,,0.865435,,,,,,,,,,,,,8caf8bd1-fe07-43a1-b9ad-fe79679d01dd,102,,"[63.1, 60.5]",3753977,2,,,,,-2.6037571,,Right Foot,,,"[57.4, 57.1]",,Ground Pass,,6.6370173,,,,,Ibrahim Afellay,4891.0,,,,,,,1,Regular Play,José Luis Sanmartín Mato,3265.0,Center Forward,9,Stoke City,30,"['893f374d-9fe2-4f79-b3c8-62ce2773e37d', 'fef0eb44-94fb-484a-86ba-8221ad1df27a']",9,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:09.879,Pass,True
,,,,,,,,,,,,,,1.550109,,,,,,,,,,,,,debd8cd5-7099-46c4-a296-df7a3b3dfff0,105,,"[56.6, 53.4]",3753977,2,,,,,-2.2179239,,Right Foot,,,"[43.3, 35.8]",,Ground Pass,,22.060144,,,,,Philipp Wollscheid,40121.0,,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Center Attacking Midfield,9,Stoke City,30,['a3ba300e-7b46-4ff7-859b-2683c1e01609'],14,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:14.732,Pass,
,,,,,,,,,,,,,,1.647449,,,,,,,,,,,,,901981ee-27a7-4c73-bf18-2dd65aaf8433,108,,"[43.3, 35.8]",3753977,2,,,,,-1.149275,,Left Foot,,,"[55.9, 7.7]",,Ground Pass,,30.795616,,,,,Marc Muniesa Martínez,6560.0,,,,,,,1,Regular Play,Philipp Wollscheid,40121.0,Left Center Back,9,Stoke City,30,['eb5f322f-7587-4c5a-a43c-f9449e6ab65f'],17,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:17.282,Pass,
