ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.730128,,,,,,,,,,,,,8bb7dfa2-b6ab-41c2-ba2a-59da4bfb5d70,15,,"[54.3, 0.1]",3754271,0,,,,,2.5714452,,,,,,"[37.3, 11.0]",,Low Pass,,20.194305,,,Chancel Mbemba Mangulu,3044.0,,,,,Throw-in,1,From Throw In,Rolando Aarons,3391.0,Left Wing Back,4,Newcastle United,37,['5e035098-4468-4c8e-b2e9-bfe6ae58e6fc'],15,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:15.093,Pass,
,,,,,,,,,,,,,,2.681317,,,,,,,,,,,,,0c22cf19-cde5-4914-acae-6f17fca1dc9e,18,,"[31.6, 10.4]",3754271,0,,,,,1.6521144,,Right Foot,,,,"[27.9, 55.8]",,Ground Pass,,45.55052,,,Jamaal Lascelles,3081.0,,True,,,,1,From Throw In,Chancel Mbemba Mangulu,3044.0,Left Center Back,4,Newcastle United,37,['f540b3f5-0a3a-45ba-89a3-7b2dbd627d56'],18,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:18.278,Pass,
,,,,,,,,,,,,,,1.578138,,,,,,,,,,,,,8f8a2bd8-69e5-4ba0-8d80-dd2696c59c19,21,,"[29.5, 58.1]",3754271,0,,,,,0.95588803,,Right Foot,,,,"[40.8, 74.1]",,Ground Pass,,19.588007,,,Daryl Janmaat,3650.0,,,,,,1,From Throw In,Jamaal Lascelles,3081.0,Right Center Back,4,Newcastle United,37,['7589ac00-d4df-4022-b38f-50461c8763f8'],21,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:21.858,Pass,
,,,,,,,,,,,,,,1.048863,,,,,,,,,,,,,37f881b3-896b-4df5-a4f7-ef5f082e3138,24,,"[41.5, 71.5]",3754271,0,,,,,-2.4903052,,Right Foot,,,,"[27.2, 60.6]",,Ground Pass,,17.980545,,,Jamaal Lascelles,3081.0,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Wing Back,4,Newcastle United,37,['12503ce8-d71b-4f07-9b42-a2ba93a5324d'],24,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:24.074,Pass,
,,,,,,,,,,,,,,2.219042,,,,,,,,,,,,,c53e15df-283e-444a-9127-fa21444848d3,27,,"[30.2, 60.2]",3754271,0,,,,,0.154736,,Right Foot,,,,"[77.0, 67.5]",,High Pass,,47.365917,,,Moussa Sissoko,3091.0,,,,,,1,From Throw In,Jamaal Lascelles,3081.0,Right Center Back,4,Newcastle United,37,['af5059f7-72c6-4764-b6c6-87ef6c52ac90'],27,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:27.397,Pass,
,,,,,,,,,,,,,,2.925144,,,,,,,,,,,,,5d71bf98-bce9-484f-a6a9-3ee7cca5c79d,30,,"[77.0, 67.5]",3754271,0,,,,True,0.035488054,,,,,,"[93.9, 68.1]",,High Pass,,16.910648,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,1,From Throw In,Moussa Sissoko,3091.0,Right Attacking Midfield,4,Newcastle United,37,"['131e675a-2775-4b8d-8b6c-a65733e85fca', '78d9d084-43d0-4019-ab11-00c0a7a27c30', 'b07a3eda-5b9a-4390-b82a-4877bc4f3bb4']",29,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:29.616,Pass,True
,,,,,,,,,,,,,,0.781254,,,,,,,,,,,,,19d6aaa4-2066-430c-98fa-6daca69a82d9,35,,"[27.8, 12.9]",3754271,0,,,,,-0.059757825,,Left Foot,,,,"[39.5, 12.2]",,Low Pass,,11.7209215,Incomplete,,,,,,,,,1,From Throw In,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,4,Newcastle United,37,"['143400a0-10f3-42fd-98e4-d02865e04e57', '7e37404a-6b5d-4dda-a6ac-c3ed7dd3599f']",33,,,,,,,,,,,,,,,,,,Watford,23,00:00:33.760,Pass,True
,,,,,,,,,,,,,,1.447126,,,,,,,,,,,,,b5320d49-6113-426a-9c4c-523e2230b2fb,39,,"[84.0, 68.1]",3754271,0,,,,,0.4969686,,Right Foot,,,,"[89.9, 71.3]",,Low Pass,,6.71193,,,Aleksandar Mitrović,4269.0,,,,,,1,From Throw In,Moussa Sissoko,3091.0,Right Attacking Midfield,4,Newcastle United,37,"['63fcf82c-cd0f-4aa2-95a7-004b1089ddd3', 'f45ce2af-4ef6-48ce-9e37-87e2eb296b7b']",35,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:35.055,Pass,True
,,,,,,,,,,,,,,0.747509,,,,,,,,,,,,,3ae14c89-54e8-4fc1-ba5f-480176e38ccd,47,,"[88.7, 74.9]",3754271,0,,,,,-2.7886024,,Right Foot,,,,"[81.1, 72.1]",,Ground Pass,,8.099382,,,Daryl Janmaat,3650.0,,,,,,1,From Throw In,Moussa Sissoko,3091.0,Right Attacking Midfield,4,Newcastle United,37,['3e1e64a9-3d16-40df-9dba-209c7cad1aa0'],39,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:39.374,Pass,
,,,,,,,,,,,,,,0.961579,,,,,,,,,,,,,60a64331-0417-421f-bb7f-f9845af4ed60,51,,"[80.4, 64.3]",3754271,0,,,,,-0.89455163,,Right Foot,,,,"[93.4, 48.1]",,High Pass,,20.771133,Incomplete,,Georginio Wijnaldum,3567.0,,,,,,1,From Throw In,Daryl Janmaat,3650.0,Right Wing Back,4,Newcastle United,37,"['13b8920f-9286-47b1-8324-edf15926969b', 'c5010c9b-f413-4c00-84d5-8e8d101bfb92', 'c688a228-2ba3-47ab-80c3-fdc90a799095']",41,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:41.089,Pass,True
,,,,,,,,,,,,,,0.660437,,,,,,,,,,,,,1af318b7-a127-4f09-a961-332f7fbec111,54,,"[64.9, 61.3]",3754271,0,,,,,-1.5568112,,Left Foot,,,,"[65.1, 47.0]",,Low Pass,,14.301398,Incomplete,,Henri Saivet,5110.0,,,,,Recovery,1,From Throw In,Jonjo Shelvey,3057.0,Right Defensive Midfield,4,Newcastle United,37,"['00502378-2ed7-4b8d-9542-e58142066e04', 'c7bdf01e-ae73-44de-88a6-7bc7584fa482']",44,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:44.261,Pass,
,,,,,,,,,,,,,,1.951802,,,,,,,,,,,,,1c666d6e-921b-4f33-878d-ead4c9afe26a,62,,"[52.9, 43.5]",3754271,0,,,,,-1.5876486,,Left Foot,,,,"[52.6, 25.7]",,Ground Pass,,17.802528,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,From Throw In,Jonjo Shelvey,3057.0,Right Defensive Midfield,4,Newcastle United,37,['56fe8fab-2c03-4ded-9c1c-305b053f92bd'],48,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:48.618,Pass,
,,,,,,,,,,,,,,2.148711,,,,,,,,,,,,,ca493e49-c584-478c-a6d8-e843d1f5cb9f,64,,"[52.5, 22.9]",3754271,0,,,,,-1.012197,,Right Foot,,,,"[63.5, 5.3]",,Ground Pass,,20.754759,,,Rolando Aarons,3391.0,,,,,,1,From Throw In,Chancel Mbemba Mangulu,3044.0,Left Center Back,4,Newcastle United,37,['dc69265c-74d5-4566-95a7-b31015a8ecd0'],50,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:50.569,Pass,
,,,,,,,,,,,,,,0.655307,,,,,,,,,,,,,e5195798-df6a-4675-9b6e-4dcf2292db3b,69,,"[53.3, 68.6]",3754271,0,,,,,1.744042,,Right Foot,,,,"[51.9, 76.6]",,Ground Pass,,8.121576,,,Juan Carlos Paredes Reasco,36983.0,,,,,Recovery,1,Regular Play,Etienne Capoue,3721.0,Right Center Midfield,5,Watford,23,['4b15167a-b623-4008-b4bd-ab3d5d2e524a'],54,,,,,,,,,,,,,,,,,,Watford,23,00:00:54.130,Pass,
,,,,,,,,,,,,,,1.652165,,,,,,,,,,,,,367655b3-265e-4a44-b0f5-e69b068bda1e,71,,"[51.9, 76.6]",3754271,0,,,,,-0.41507474,,Right Foot,,,,"[63.7, 71.4]",,Ground Pass,,12.89496,,,Etienne Capoue,3721.0,,,,,,1,Regular Play,Juan Carlos Paredes Reasco,36983.0,Right Back,5,Watford,23,['ac331f22-71d2-4c9e-b82e-a6bbc65393f1'],54,,,,,,,,,,,,,,,,,,Watford,23,00:00:54.785,Pass,
,,,,,,,,,,,,,,0.875788,,,,,,,,,,,,,b16f2049-0172-415c-b245-b3f1a9a2dc6a,74,,"[65.2, 71.1]",3754271,0,,,,,-2.366295,,Right Foot,,,,"[60.2, 66.2]",,Ground Pass,,7.0007143,,,Troy Deeney,3454.0,,,,,,1,Regular Play,Etienne Capoue,3721.0,Right Center Midfield,5,Watford,23,['0a7b4e55-ecea-4c47-99ce-17d20ced5c72'],57,,,,,,,,,,,,,,,,,,Watford,23,00:00:57.050,Pass,
,,,,,,,,,,,,,,4.06577,,,,,,,,,,,,,cb9b0492-38ea-4e44-8dcd-e3a957bea121,78,,"[58.2, 68.7]",3754271,0,,,,,0.16443107,,Right Foot,,,,"[103.4, 76.2]",,High Pass,,45.81801,Incomplete,,Juan Carlos Paredes Reasco,36983.0,,,,,,1,Regular Play,Troy Deeney,3454.0,Right Center Forward,5,Watford,23,"['25b1cbc2-7a33-423a-bf14-12208684948d', '93b07c3e-5e62-4f75-b5a0-31881f7016b9', 'af0c10fd-d986-47f2-8289-954bbc56927d']",58,,,,,,,,,,,,,,,,,,Watford,23,00:00:58.545,Pass,True
,,,,,,,,,,,,,,1.284844,,,,,,,,,,,,,83e6bac3-988c-488b-ad4d-efe91641f306,82,,"[102.8, 80.0]",3754271,1,,True,,,-1.2762499,,,,,,"[105.5, 71.1]",,High Pass,,9.300538,,,Ben Watson,3626.0,,,,,Throw-in,1,From Throw In,Juan Carlos Paredes Reasco,36983.0,Right Back,6,Watford,23,['06405076-da26-4260-8fd0-02d226409f1e'],17,,,,,,,,,,,,,,,,,,Watford,23,00:01:17.230,Pass,
,,,,,,,,,,,,,,1.783075,,,,,,,,,,,,,a9910f67-5e27-4737-8644-cccdf715db55,84,,"[105.5, 71.1]",3754271,1,,,,,-2.748722,,Head,,,,"[94.4, 66.5]",,Low Pass,,12.015407,Incomplete,,,,,,,,,1,From Throw In,Ben Watson,3626.0,Center Defensive Midfield,6,Watford,23,['624b978d-8e15-4d20-9fa4-d9c4191041fb'],18,,,,,,,,,,,,,,,,,,Watford,23,00:01:18.516,Pass,
,,,,,,,,,,,,,,1.278999,,,,,,,,,,,,,cf206256-e9d4-4efe-a54b-5bfc0660fdb3,89,,"[79.0, 30.1]",3754271,1,,,,,-2.9459302,,Left Foot,,,,"[67.9, 27.9]",,Ground Pass,,11.315918,,,Valon Behrami,5540.0,,,,,,1,From Throw In,Nathan Aké,3306.0,Left Back,6,Watford,23,['6692d1f0-79ff-4d09-a6f2-4392ee7020b1'],25,,,,,,,,,,,,,,,,,,Watford,23,00:01:25.518,Pass,
,,,,,,,,,,,,,,1.050965,,,,,,,,,,,,,4e4f4edd-d480-465c-87f6-288d05037926,92,,"[67.1, 29.2]",3754271,1,,,,,0.9240379,,Right Foot,,,,"[74.5, 39.0]",,Ground Pass,,12.280066,,,Etienne Capoue,3721.0,,,,,,1,From Throw In,Valon Behrami,5540.0,Left Center Midfield,6,Watford,23,['8b6d3991-944c-4063-a7f6-890b050d0de9'],27,,,,,,,,,,,,,,,,,,Watford,23,00:01:27.191,Pass,
,,,,,,,,,,,,,,1.32046,,,,,,,,,,,,,5c531851-286d-48e3-9792-d930db1257af,94,,"[74.5, 39.0]",3754271,1,,,,,2.5092733,,Right Foot,,,,"[64.4, 46.4]",,Ground Pass,,12.520782,,,Ben Watson,3626.0,,,,,,1,From Throw In,Etienne Capoue,3721.0,Right Center Midfield,6,Watford,23,['803c231f-9870-440e-8cce-40c37d3dfc71'],28,,,,,,,,,,,,,,,,,,Watford,23,00:01:28.242,Pass,
,,,,,,,,,,,,,,3.941046,,,,,,,,,,,,,f6dd2416-c16d-4a8b-a75c-9dced9754523,97,,"[67.9, 71.5]",3754271,1,,,,,-0.17105657,,Right Foot,,,,"[120.0, 62.5]",,Ground Pass,,52.871635,Out,,Juan Carlos Paredes Reasco,36983.0,,,,,,1,From Throw In,Ben Watson,3626.0,Center Defensive Midfield,6,Watford,23,['dd4db764-9eff-4728-ab80-36a9f17e0f75'],31,,,,,,,,,,,,,,,,,,Watford,23,00:01:31.803,Pass,
,,,,,,,,,,,,,,3.067453,,,,,,,,,,,,,eb114301-f11f-4466-a1eb-f9e08d6fbde9,99,,"[6.0, 36.0]",3754271,1,,,,,-0.65042144,,Left Foot,,,,"[47.4, 4.5]",,High Pass,,52.021244,,,Rolando Aarons,3391.0,,,,,Goal Kick,1,From Goal Kick,Rob Elliot,3096.0,Goalkeeper,7,Newcastle United,37,['f0213db5-32b9-4bfb-82db-e1ccb02cf782'],58,,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:58.324,Pass,
,,,,,,,,,,,,,,1.346136,,,,,,,,,,,,,a11b3879-6696-4d2a-9d15-a5f4d2932207,102,,"[48.7, 4.9]",3754271,2,,,,,1.7142485,,Left Foot,,,,"[47.4, 13.9]",,Ground Pass,,9.093404,,,Henri Saivet,5110.0,,,,,,1,From Goal Kick,Rolando Aarons,3391.0,Left Wing Back,7,Newcastle United,37,['93114f2c-e944-4624-8849-1da3e91b574d'],6,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:06.858,Pass,
,,,,,,,,,,,,,,3.117338,,,,,,,,,,,,,a55f8ab7-f969-481a-8049-61891ae228d7,105,,"[50.1, 25.0]",3754271,2,,,,,1.2995331,,Right Foot,,,,"[63.7, 73.9]",,High Pass,,50.755985,,,Daryl Janmaat,3650.0,,True,,,,1,From Goal Kick,Henri Saivet,5110.0,Left Defensive Midfield,7,Newcastle United,37,['be4c85ba-4a25-478f-8c83-f2c13866126e'],10,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:10.604,Pass,
,,,,,,,,,,,,,,1.314179,,,,,,,,,,,,,2b84036a-07e8-4e32-be6b-fcb6de841e41,108,,"[64.4, 69.7]",3754271,2,,,,,-2.740179,,Right Foot,,,,"[50.5, 63.8]",,Ground Pass,,15.100331,,,Jamaal Lascelles,3081.0,,,,,,1,From Goal Kick,Daryl Janmaat,3650.0,Right Wing Back,7,Newcastle United,37,['45c49b5a-d556-41e6-ad62-9bfb0a3e2dd4'],14,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:14.955,Pass,
,,,,,,,,,,,,,,0.736923,,,,,,,,,,,,,2387be75-cc4e-4821-b4e1-18b470df40e9,111,,"[50.1, 61.0]",3754271,2,,,,,0.15074638,,Right Foot,,,,"[65.9, 63.4]",,Ground Pass,,15.981239,,,Jonjo Shelvey,3057.0,,,,,,1,From Goal Kick,Jamaal Lascelles,3081.0,Right Center Back,7,Newcastle United,37,['b455fac6-be3a-4ba1-9ec8-eae36fb9af6c'],17,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:17.631,Pass,
,,,,,,,,,,,,,,1.936725,,,,,,,,,,,,,80d82aa6-bb5c-41a0-8b7e-b9373ba56d4f,113,,"[65.9, 63.4]",3754271,2,,,,,1.1171151,,Right Foot,,,,"[71.8, 75.5]",,Low Pass,,13.461798,,,Daryl Janmaat,3650.0,,,,,,1,From Goal Kick,Jonjo Shelvey,3057.0,Right Defensive Midfield,7,Newcastle United,37,['5394d345-e2c9-4944-becb-1e956e9640a8'],18,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:18.368,Pass,
,,,,,,,,,,,,,,1.497847,,,,,,,,,,,,,40f7f39c-fe75-4713-b09a-b603eff67410,116,,"[72.0, 75.2]",3754271,2,,,,,-3.0043395,,Right Foot,,,,"[53.9, 72.7]",,Ground Pass,,18.271835,,,Jamaal Lascelles,3081.0,,,,,,1,From Goal Kick,Daryl Janmaat,3650.0,Right Wing Back,7,Newcastle United,37,['62488450-79e9-4c3a-8081-316e1917c047'],20,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:20.402,Pass,
,,,,,,,,,,,,,,1.004256,,,,,,,,,,,,,bbbe583d-f83e-4aaa-8a7c-1102bfc006a8,119,,"[65.8, 74.5]",3754271,2,,,,,-0.33029735,,Right Foot,,,,"[79.8, 69.7]",,Ground Pass,,14.8,,,Moussa Sissoko,3091.0,,,,,,1,From Goal Kick,Jamaal Lascelles,3081.0,Right Center Back,7,Newcastle United,37,['d33f193a-db9d-4143-bdda-97af41448bbf'],24,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:24.317,Pass,
,,,,,,,,,,,,,,0.570523,,,,,,,,,,,,,8944da3b-2ff4-4c71-8ad3-f36cedbca93b,121,,"[80.4, 69.7]",3754271,2,,,,,0.10894196,,Left Foot,,,,"[86.8, 70.4]",,Ground Pass,,6.4381676,Incomplete,,Daryl Janmaat,3650.0,,,,,,1,From Goal Kick,Moussa Sissoko,3091.0,Right Attacking Midfield,7,Newcastle United,37,"['b96ce9e1-7276-4ce6-80e8-f7e30d1fc7f4', 'ca5b9876-0a02-4fca-91cb-31327ec97b94']",25,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:25.321,Pass,
,,,,,,,,,,,,,,1.640522,,,,,,,,,,,,,0fad92c6-4a51-4e80-a52d-29e5729ff6e8,126,,"[91.3, 73.9]",3754271,2,,,,,-0.69155693,,Right Foot,,,,"[100.6, 66.2]",,Ground Pass,,12.073939,,,Moussa Sissoko,3091.0,,,,,,1,From Goal Kick,Daryl Janmaat,3650.0,Right Wing Back,7,Newcastle United,37,['47dd96fa-c907-4393-939c-87138f038a98'],28,,,,,,,,,,,,,,,,,,Newcastle United,37,00:02:28.017,Pass,
