bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,"[68.3, 23.7]",,,,,,,,,,3.427083,,,,,,,,,,,,,b7d642d0-9713-44b5-977b-880645769eeb,1693,,"[55.3, 35.0]",3754092,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Center Midfield,100,Tottenham Hotspur,38,"['05fc7422-bedf-43c4-885b-60483b707db9', '5ce11d6e-71d9-4a44-b63d-336f52689d07', '6f767e4c-06f5-474b-bd80-405f99ac16fe']",12,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:12.295,Carry,True
,,,,"[83.9, 21.6]",,,,,,,,,,5.050152,,,,,,,,,,,,,9221a649-b811-4413-9a3b-fa0e562a9aeb,1697,,"[68.3, 23.7]",3754092,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Center Midfield,100,Tottenham Hotspur,38,"['37e0d631-e378-4f5c-9cb7-db68e3ec7972', '5ce11d6e-71d9-4a44-b63d-336f52689d07', '6f767e4c-06f5-474b-bd80-405f99ac16fe', 'c2e871b4-19d1-4b8e-a712-02cb3e60e1a5']",15,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:15.723,Carry,True
,,,,"[109.3, 10.3]",,,,,,,,,,2.832663,,,,,,,,,,,,,c732e12e-0ac3-4992-869b-2627c5d70044,1700,,"[94.5, 11.6]",3754092,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Kane,10955.0,Center Forward,100,Tottenham Hotspur,38,"['000c5ff5-8706-481d-b479-acb330e4b3de', '2a9db93f-925b-49f8-8c31-e39736233fa8', '86440420-d206-4133-b55b-e99390940c37']",22,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:22.035,Carry,True
,,,,"[84.5, 67.2]",,,,,,,,,,1.21851,,,,,,,,,,,,,29f521d6-3584-47f5-86b5-21e5f145042c,1712,,"[84.1, 67.2]",3754092,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eden Hazard,3621.0,Left Wing,104,Chelsea,33,"['103d4125-120d-42d2-845a-7254528c832b', 'ea0e4766-c8e4-47a4-a499-f05be11bd00b']",7,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:07.734,Carry,
,,,,"[84.7, 60.7]",,,,,,,,,,0.039324,,,,,,,,,,,,,cc3004ef-f6aa-4b46-b186-27de4ba3e590,1715,,"[84.7, 60.7]",3754092,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,105,Chelsea,33,"['e1b4fb7c-24aa-4b00-abc8-981b083a079a', 'f84d353d-94fa-4b85-8052-207f07d76c02']",9,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:09.986,Carry,
,,,,"[81.2, 62.2]",,,,,,,,,,1.022153,,,,,,,,,,,,,7ded0a67-9a9a-44ce-a7e2-33fe25187458,1718,,"[83.8, 65.9]",3754092,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eden Hazard,3621.0,Left Wing,106,Chelsea,33,"['ef38edec-d13c-4006-9da7-318f2ce07c73', 'ef657f4e-db42-49c1-9d1b-4e3c8042f983']",11,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:11.283,Carry,
,,,,"[109.2, 25.2]",,,,,,,,,,0.70603,,,,,,,,,,,,,58b517c5-81a3-4a2f-85db-7ce4aa159882,1721,,"[110.0, 23.6]",3754092,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,107,Chelsea,33,"['4616def4-61c1-4291-93dd-71bdd2f57ff8', 'c6ded99c-1e86-4748-915a-224eef42b0c1']",14,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:14.530,Carry,
,,,,"[16.5, 32.2]",,,,,,,,,,9.408009,,,,,,,,,,,,,63e43494-64eb-472a-8cf6-de9cb629590a,1726,,"[3.8, 40.4]",3754092,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Hugo Lloris,3099.0,Goalkeeper,109,Chelsea,33,"['b67c37d5-c85c-40ca-8382-778fe5589f05', 'db3d123c-6ce6-46a4-b9aa-2553f2c171ed']",41,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:41.768,Carry,
,,,,"[72.9, 51.5]",,,,,,,,,,0.075963,,,,,,,,,,,,,690764a5-001d-4736-ac10-69093b029192,1730,,"[72.9, 51.5]",3754092,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Harry Kane,10955.0,Center Forward,109,Chelsea,33,"['5b15946a-7676-46f8-a516-2a5b31d33c62', '975acdae-403d-4a9a-98e1-2f17e1a5928e', 'e587241b-02ee-4d36-8453-78774c7a9eb4']",53,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:53.751,Carry,True
,,,,"[98.6, 26.2]",,,,,,,,,,2.881499,,,,,,,,,,,,,92c0f3ae-c73f-4895-b34b-4c8a2356135e,1748,,"[78.2, 19.1]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Willian Borges da Silva,3472.0,Right Wing,109,Chelsea,33,"['2b5658cd-18bb-4786-949a-9793e19f9727', '456c8126-f754-4d2e-9544-f43399402c84', 'd7c83b48-6082-445d-833a-4f604450be59']",6,,,,,,,,,,,,,,,,,,Chelsea,33,00:03:06.398,Carry,True
,,,,"[106.8, 24.1]",,,,,,,,,,1.212206,,,,,,,,,,,,,0dff5e86-6d81-4b49-b219-41b0090ee8c9,1752,,"[103.8, 15.8]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Eden Hazard,3621.0,Left Wing,109,Chelsea,33,"['96a19496-5bcc-4633-88e4-be63701c3211', 'd8954d4c-6bcc-4a08-971d-5b9009597245']",10,,,,,,,,,,,,,,,,,,Chelsea,33,00:03:10.316,Carry,
,,,,"[24.1, 70.5]",,,,,,,,,,2.731441,,,,,,,,,,,,,00916512-e4c1-4fd7-9991-c4580590ed27,1757,,"[26.3, 73.3]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Erik Lamela,3585.0,Left Wing,110,Tottenham Hotspur,38,"['c6a6f975-6022-4d1f-ae78-3e1eb0835d78', 'e0f6f479-4271-4b4a-ad62-7f8e35dfa99d', 'e88dea00-f43e-4511-aacb-8a45248e2231']",16,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:16.465,Carry,True
,,,,"[9.2, 66.6]",,,,,,,,,,0.068837,,,,,,,,,,,,,30e51604-8904-47e9-a669-b253eb2fd155,1761,,"[9.2, 66.6]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,110,Tottenham Hotspur,38,"['5bde7919-55fd-41f9-a292-d25efd4ff855', 'b51d0f8d-88e8-4076-933d-b3e4044c7b96']",20,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:20.739,Carry,
,,,,"[72.4, 36.3]",,,,,,,,,,5.903192,,,,,,,,,,,,,6282f784-f380-4817-8363-afcc7edb491e,1769,,"[46.7, 55.4]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,112,Tottenham Hotspur,38,"['2b52536f-4921-4add-8f47-8c9fe20fe3f1', '9d67e1b5-2594-4dd2-8be6-643fb62fa95c', 'b32e050b-b978-4df1-9912-d9b906d22b9b']",43,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:43.418,Carry,True
,,,,"[70.1, 16.6]",,,,,,,,,,1.889167,,,,,,,,,,,,,9238dcbe-212b-4034-9a91-77d19224e88b,1774,,"[68.8, 19.8]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danny Rose,3594.0,Left Back,112,Tottenham Hotspur,38,"['c0ddcd86-8737-453a-8877-2e8b9643d3ce', 'd74a2970-ebfc-494b-a9ae-3cffa851e228']",50,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:50.447,Carry,
,,,,"[76.5, 7.3]",,,,,,,,,,0.04,,,,,,,,,,,,,1ab78360-f7a2-485c-9447-de52b443864d,1777,,"[76.5, 7.3]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Erik Lamela,3585.0,Left Wing,112,Tottenham Hotspur,38,"['4ff2accb-c07e-4b38-b588-ffd7993d71b2', 'ed5f9b25-a0ed-4b9d-9ebc-03e61ef9d5a7']",53,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:53.524,Carry,
,,,,"[65.9, 11.4]",,,,,,,,,,0.761985,,,,,,,,,,,,,c71b6513-55eb-4638-a1d8-79fa69b24bf7,1780,,"[66.8, 10.7]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danny Rose,3594.0,Left Back,112,Tottenham Hotspur,38,"['a6b78be2-1695-497b-a57b-7e9a773be164', 'fce4ea10-7ebb-46c9-adbd-976564b98073']",54,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:54.429,Carry,
,,,,"[47.7, 24.2]",,,,,,,,,,0.742226,,,,,,,,,,,,,39116b40-04e2-4a3b-aa35-2ecaf4c73c40,1783,,"[47.7, 23.7]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jan Vertonghen,3077.0,Left Center Back,112,Tottenham Hotspur,38,"['4841c990-0209-4219-9ae0-56e216915892', '7b98fac3-d4a0-4b55-913a-ce5fbe58b297']",57,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:57.132,Carry,
,,,,"[51.0, 26.6]",,,,,,,,,,4.064392,,,,,,,,,,,,,cf6aaa6d-ce11-40d2-b4ff-19619a35ea12,1786,,"[56.6, 38.3]",3754092,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eric Dier,10956.0,Right Center Midfield,112,Tottenham Hotspur,38,"['06cba231-5a4a-4ccc-925f-d2ea507cd530', '34641321-be01-42b0-ae09-fa464735f85d']",59,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:03:59.208,Carry,
,,,,"[56.0, 18.1]",,,,,,,,,,0.693933,,,,,,,,,,,,,5688f65a-2e4f-49f5-b712-8d1818cec310,1789,,"[54.5, 18.1]",3754092,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jan Vertonghen,3077.0,Left Center Back,112,Tottenham Hotspur,38,"['08ac87d4-9ade-4251-9154-054e3e52fdd7', 'f8545326-6de5-4d1d-9597-e45f7542bca4']",4,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:04:04.958,Carry,
,,,,"[72.9, 19.2]",,,,,,,,,,1.068341,,,,,,,,,,,,,f04f672b-718e-465d-bcbb-6a8d2db3ada0,1792,,"[73.3, 20.1]",3754092,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Heung-Min Son,3083.0,Right Wing,112,Tottenham Hotspur,38,"['264cfc03-09f0-4d13-ad92-255f0a66f967', '2bd182a8-77f1-4193-a7b8-fb3d5ff18e26']",6,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:04:06.659,Carry,
,,,,"[63.3, 9.4]",,,,,,,,,,0.088393,,,,,,,,,,,,,5c1eb096-2c02-4da6-b3f2-be1b15dc1d8a,1795,,"[63.3, 10.1]",3754092,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danny Rose,3594.0,Left Back,112,Tottenham Hotspur,38,"['64f53003-3d02-4a67-938d-c3d9029d0057', '93ea0793-3575-4730-9168-29ba65df910b']",9,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:04:09.256,Carry,
,,,,"[80.2, 5.3]",,,,,,,,,,6.130512,,,,,,,,,,,,,ea52c77f-47b2-476b-8ce2-fd6640cdf2b0,1798,,"[88.0, 5.8]",3754092,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Kane,10955.0,Center Forward,112,Tottenham Hotspur,38,"['3f6352f2-cb87-46ef-bb55-0ae297ebeb32', '8c3f6043-e40f-4d81-ac45-24a628fb9917', '92f88068-317f-479e-a9e1-262a610d3d57']",11,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:04:11.097,Carry,True
,,,,"[83.9, 17.5]",,,,,,,,,,1.144284,,,,,,,,,,,,,07744da3-618e-4b65-a2eb-cfd47392974f,1804,,"[83.9, 17.5]",3754092,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Heung-Min Son,3083.0,Right Wing,113,Tottenham Hotspur,38,"['5de69eeb-d87b-4565-8a63-bd5155567373', '9771753e-cdee-48aa-9bb4-739942f777d0']",20,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:04:20.062,Carry,
,,,,"[83.5, 30.5]",,,,,,,,,,2.024568,,,,,,,,,,,,,86cd2957-9f9d-4e01-91b9-62b89c3715b6,1807,,"[83.5, 30.5]",3754092,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Erik Lamela,3585.0,Left Wing,113,Tottenham Hotspur,38,"['0c83d380-19f5-4029-be79-6c61adbc47f5', 'bc571b3c-95f9-4606-b2e7-b138569789ac']",22,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:04:22.050,Carry,
,,,,"[109.4, 22.7]",,,,,,,,,,0.83912903,,,,,,,,,,,,,8c86b90c-c2e5-44b8-b70b-cdbcdb0e1af5,1810,,"[102.3, 18.8]",3754092,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Harry Kane,10955.0,Center Forward,113,Tottenham Hotspur,38,"['2c2523e0-cb42-4330-9fc8-a388e017b7c7', '900157f5-ef6a-40c0-8b96-b70f3abd6dd7']",25,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:04:25.420,Carry,
,,,,"[13.3, 33.1]",,,,,,,,,,5.12587,,,,,,,,,,,,,770e2112-865f-402d-91fa-e4178d098bb2,1816,,"[9.4, 27.0]",3754092,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hugo Lloris,3099.0,Goalkeeper,115,Tottenham Hotspur,38,"['4185a54d-62cb-48b5-afd6-904008cd1837', 'dd8edc12-e30e-4c36-b904-a59a1e537329', 'f1d92b71-980e-490b-b59d-cce0c5e5ce45']",53,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:04:53.249,Carry,True
,,,,"[22.2, 14.2]",,,,,,,,,,0.937856,,,,,,,,,,,,,bc873218-0c81-4c80-a67c-dfb2c0004a89,1820,,"[20.4, 14.2]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jan Vertonghen,3077.0,Left Center Back,115,Tottenham Hotspur,38,"['a8738dc6-6c12-4101-8bab-164c2ca033be', 'fb3fe5c0-90f2-48b3-b911-84a450ed1342']",0,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:05:00.290,Carry,
,,,,"[34.1, 3.8]",,,,,,,,,,1.34909,,,,,,,,,,,,,dc349f15-ad63-4630-a31a-e9282303befa,1823,,"[33.4, 4.7]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danny Rose,3594.0,Left Back,115,Tottenham Hotspur,38,"['68c9e81f-8c44-4b0c-9033-7e7cc6f27fac', '909eaa60-f7d6-43bb-935d-8eb2ab38d256']",2,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:05:02.600,Carry,
,,,,"[83.8, 61.3]",,,,,,,,,,0.355708,,,,,,,,,,,,,39316946-2a68-459a-b7bb-62508f9bce85,1829,,"[84.7, 61.3]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Diego da Silva Costa,5198.0,Center Forward,115,Tottenham Hotspur,38,"['b2196c56-c750-406e-9315-efa676e503c5', 'ca1afe66-2dff-4ed8-b6e2-2e637ed3d508', 'f0473ccb-d2dc-4552-8eae-96cddb78c24b']",7,,,,,,,,,,,,,,,,,,Chelsea,33,00:05:07.597,Carry,True
,,,,"[35.0, 12.9]",,,,,,,,,,2.482914,,,,,,,,,,,,,644bb599-7008-4d71-836a-8bd006bc3cd7,1832,,"[38.4, 16.4]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Left Center Midfield,115,Tottenham Hotspur,38,"['0457fa94-4d0f-424b-a4a3-ccedaa0e0475', '62e95319-0fda-4b0e-b87a-b3c7dca4e96c', 'b1c16ea8-a22f-4dc1-bfbb-bb3c710d1648']",8,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:05:08.970,Carry,True
,,,,"[73.9, 63.5]",,,,,,,,,,0.034269,,,,,,,,,,,,,616f7ea0-a0fe-4635-936f-abe06c93c1dd,1840,,"[73.9, 63.5]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,116,Chelsea,33,"['12ca0f35-108f-4407-a85a-6606413272f3', '3d500054-4fbe-4eb0-9a1d-db80f2ae87e1']",13,,,,,,,,,,,,,,,,,,Chelsea,33,00:05:13.858,Carry,
,,,,"[57.8, 69.8]",,,,,,,,,,0.439378,,,,,,,,,,,,,877ed024-9562-4ddf-9854-b76b677b8881,1845,,"[57.4, 69.8]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Branislav Ivanović,5594.0,Right Back,116,Chelsea,33,"['1d61731b-ba18-4b67-b581-0367f749f338', 'c9e5e7e6-3c80-4fc6-9e77-ba61a969860d']",16,,,,,,,,,,,,,,,,,,Chelsea,33,00:05:16.033,Carry,
,,,,"[70.2, 76.5]",,,,,,,,,,0.577579,,,,,,,,,,,,,786e54fd-b731-443a-9b47-4497ee70cbf6,1850,,"[70.2, 77.1]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,116,Chelsea,33,"['5b73504a-2c39-49d6-b51e-120d67de74f0', 'adad8dd5-6aee-4367-90ac-8f48ae565897', 'fb74a5e2-2425-4665-b83c-424de3743286']",18,,,,,,,,,,,,,,,,,,Chelsea,33,00:05:18.593,Carry,True
,,,,"[84.1, 55.1]",,,,,,,,,,1.401528,,,,,,,,,,,,,ac39d91f-6664-45dc-a571-dfa7bd3f8a39,1857,,"[73.2, 60.7]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Willian Borges da Silva,3472.0,Right Wing,117,Chelsea,33,"['248e375a-bf19-4572-aa85-60dff188baf0', '346b5555-937e-4cb1-b8f0-48f0809066e7', '8faeceb9-eb6d-4908-ac30-d1e8b107aaeb']",41,,,,,,,,,,,,,,,,,,Chelsea,33,00:05:41.487,Carry,True
,,,,"[27.8, 30.0]",,,,,,,,,,0.888784,,,,,,,,,,,,,64c6147d-9147-4aa3-a375-6b4b6329dd2a,1861,,"[36.0, 25.0]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mousa Sidi Yaya Dembélé,3037.0,Left Center Midfield,117,Chelsea,33,"['2d88cf97-a3d9-42b3-b265-a446213de2fb', 'e4d115c0-41bf-4d8c-a43b-522bc5cd6d09']",43,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:05:43.622,Carry,
,,,,"[39.1, 36.3]",,,,,,,,,,0.999519,,,,,,,,,,,,,0eb960d0-86ee-405e-bfcc-a73e331b5d51,1864,,"[33.4, 33.1]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Heung-Min Son,3083.0,Right Wing,117,Chelsea,33,"['71e81f5a-fb60-4738-bb52-a8cc41190a2c', '92ba021e-2137-4569-9d3f-6f70cf865e7f', 'd72a0088-369c-47a0-9180-2eae1e29daff']",45,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:05:45.854,Carry,True
,,,,"[80.8, 42.5]",,,,,,,,,,1.693315,,,,,,,,,,,,,af916115-7100-4059-bd83-404ffdc995e3,1868,,"[81.0, 43.8]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nemanja Matić,3381.0,Left Defensive Midfield,117,Chelsea,33,"['07e84520-7ae2-4d49-b614-d8f932cdecd6', '1eab70b9-860a-493f-b058-ccb19d572500', '8817f6c3-6003-4cdc-bf70-7ae7944d59ff']",46,,,,,,,,,,,,,,,,,,Chelsea,33,00:05:46.853,Carry,True
,,,,"[101.7, 21.8]",,,,,,,,,,2.932819,,,,,,,,,,,,,ac754a2c-9ec0-4fe0-81b6-de5908198e63,1872,,"[91.2, 20.2]",3754092,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Eden Hazard,3621.0,Left Wing,117,Chelsea,33,"['19d75689-9f93-4778-8992-a73ca4ebf695', '37972466-4a04-4d46-b59d-b7e94b296387', 'b5a7b4a3-b13b-4853-8924-6bd250eea59e']",50,,,,,,,,,,,,,,,,,,Chelsea,33,00:05:50.016,Carry,True
,,,,"[69.0, 10.3]",,,,,,,,,,1.052445,,,,,,,,,,,,,b191ad02-cd86-4586-8578-09798eb6d739,1880,,"[69.0, 11.0]",3754092,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,120,Tottenham Hotspur,38,"['01e77153-36e6-4a63-9334-00e8ec75012f', 'b34fcf4c-b888-4284-ac35-faf8304cf09b']",10,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:06:10.746,Carry,
,,,,"[77.2, 29.2]",,,,,,,,,,2.177502,,,,,,,,,,,,,010ea4ba-386a-4bf5-8f22-8a5264fa3593,1883,,"[62.7, 25.0]",3754092,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eric Dier,10956.0,Right Center Midfield,121,Tottenham Hotspur,38,"['3ab5f3df-7be8-4e28-a7eb-e4f70dc3229f', '47c5f5c9-51fc-49f3-8312-459f54c706dc', 'f9fac147-d8a9-4d85-bbd9-475729199ce5']",13,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:06:13.392,Carry,True
,,,,"[69.4, 56.5]",,,,,,,,,,2.155693,,,,,,,,,,,,,611695e5-bfb8-4ce4-bdaf-6f7bc51d5286,1889,,"[68.8, 54.9]",3754092,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kyle Walker,3205.0,Right Back,121,Tottenham Hotspur,38,"['0be6e90b-9a83-4b2d-8aca-ab571407f092', '743a98d8-0705-4121-9482-eaa8ee39952e', 'f359fa7a-2953-48a0-90df-8282c7af57a8']",18,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:06:18.610,Carry,True
,,,,"[109.0, 65.5]",,,,,,,,,,2.836689,,,,,,,,,,,,,4df1bfb6-45d5-4aca-b2b8-d24c0af4728a,1893,,"[85.2, 61.7]",3754092,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Kane,10955.0,Center Forward,121,Tottenham Hotspur,38,"['1fe9ceb4-a0d5-45d5-a347-6e05fb85c0bb', '66281556-e793-4435-91a6-ec6f5451328b', '823023ac-afe7-47c2-9856-8f4f1843d41a', 'b1cc90ad-8db1-4ca9-86dc-c66772941be8']",22,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:06:22.002,Carry,True
,,,,"[109.9, 54.9]",,,,,,,,,,2.688188,,,,,,,,,,,,,b837088a-0ab9-40fe-aece-bb293353dc72,1896,,"[109.0, 65.5]",3754092,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harry Kane,10955.0,Center Forward,121,Tottenham Hotspur,38,"['0f66521c-ec30-46c8-8199-b7ff018cfee9', '1fe9ceb4-a0d5-45d5-a347-6e05fb85c0bb', '66281556-e793-4435-91a6-ec6f5451328b', '823023ac-afe7-47c2-9856-8f4f1843d41a']",24,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:06:24.838,Carry,True
,,,,"[12.1, 74.3]",,,,,,,,,,1.648427,,,,,,,,,,,,,32ec29fd-116e-4b05-b721-e61d66df0176,1900,,"[11.5, 74.3]",3754092,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Willian Borges da Silva,3472.0,Right Wing,121,Tottenham Hotspur,38,"['2eb96368-b96f-4c69-abba-044c4735df49', '4f73cf05-14d5-4c13-9099-306b2b4550cc']",32,,,,,,,,,,,,,,,,,,Chelsea,33,00:06:32.477,Carry,
,,,,"[15.2, 57.0]",,,,,,,,,,0.031641003,,,,,,,,,,,,,51a75ea9-fa70-4463-a5c2-8bbe9bff8ac7,1903,,"[15.2, 56.4]",3754092,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Branislav Ivanović,5594.0,Right Back,121,Tottenham Hotspur,38,"['60e18bc4-12ce-45c3-a313-9e69509681d0', 'ff2847d5-e3b9-4c0d-95ad-bdc45d73c912']",35,,,,,,,,,,,,,,,,,,Chelsea,33,00:06:35.656,Carry,
,,,,"[40.6, 20.3]",,,,,,,,,,0.089486,,,,,,,,,,,,,8e1a8935-18f0-4d1e-955b-73fc99a1b3b7,1909,,"[40.6, 20.9]",3754092,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jan Vertonghen,3077.0,Left Center Back,121,Tottenham Hotspur,38,"['2a1aa67b-0e57-42b0-8c75-afc250c7ef08', 'c6ed618e-81c3-4f85-a65d-c98249270ec6']",42,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:06:42.694,Carry,
,,,,"[50.6, 12.9]",,,,,,,,,,0.349073,,,,,,,,,,,,,c943dcb4-4fb1-470b-bc8a-c246b02d9f3d,1916,,"[50.6, 12.9]",3754092,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eric Dier,10956.0,Right Center Midfield,121,Tottenham Hotspur,38,"['356fb741-1c88-401e-a71c-c10025e60d78', 'd9cabe17-b91f-4a02-8cab-5e27aee98dee']",50,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:06:50.528,Carry,
