bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,2.405045,,,,,,,,,,,,,0d42b915-3684-4299-94c3-aed33c2f1d00,16,,"[29.3, 0.1]",3754092,0,,,,,0.11582278,,,,,,"[65.4, 4.3]",,High Pass,,36.3435,Incomplete,,Harry Kane,10955.0,,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,3,Tottenham Hotspur,38,"['077c4956-767c-48e0-8663-210347f1276e', '2a6ceae2-5c6f-4474-aab6-05c1caccf94b']",17,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:17.503,Pass,
,,,,,,,,,,,,,,1.666388,,,,,,,,,,,,,ccd8b2ff-bb34-4e2d-ba67-dd93badaccb8,24,,"[80.5, 0.1]",3754092,0,,,,,1.6512195,,,,,,"[77.8, 33.6]",,High Pass,,33.60863,,,Christian Dannemann Eriksen,3043.0,,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,4,Tottenham Hotspur,38,['4f9c073d-827e-4b15-92be-14569a3cdacd'],35,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:35.797,Pass,
,,,,,,,,,,,,,,1.340073,,,,,,,,,,,,,fcc836f3-5e43-4a2d-8c28-4d1c3391f86d,26,,"[77.8, 30.7]",3754092,0,,,,,-0.9700825,,Head,,,,"[85.2, 19.9]",,Low Pass,,13.091982,Incomplete,,Heung-Min Son,3083.0,,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,4,Tottenham Hotspur,38,"['1555c675-c66c-4cc7-a78c-ed22fc05aa86', 'ad3ead14-5bf8-48b6-9c4b-48878c75971b']",37,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:37.463,Pass,
,,,,,,,,,,,,,,1.097419,,,,,,,,,,,,,2328628f-e99f-4529-ba50-1ed47d77920a,31,,"[40.6, 52.7]",3754092,0,,,,,-1.4567106,,Right Foot,,,,"[41.7, 43.1]",,Ground Pass,,9.662815,,,Nemanja Matić,3381.0,,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Right Defensive Midfield,5,Chelsea,33,['95d2f5a0-96a4-403e-8a01-d3c19f81ff61'],40,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:40.194,Pass,
,,,,,,,,,,,,,,1.753738,,,,,,,,,,,,,bd5d002a-e561-44c3-ad13-ddec263099f1,34,,"[43.0, 38.8]",3754092,0,,,,,-1.6635526,,Left Foot,,,,"[40.6, 13.0]",,Ground Pass,,25.911388,,,César Azpilicueta Tanco,3957.0,,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,5,Chelsea,33,['097413b6-3eb7-4a6d-b4f0-7cd5d5799e42'],41,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:41.691,Pass,
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,ee471024-5035-41e6-b208-3af823b200a0,37,,"[56.0, 17.5]",3754092,0,,,,,1.5577536,,Right Foot,,,,"[56.3, 40.5]",,Ground Pass,,23.001957,,,John Michael Nchekwube Obinna,5475.0,,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,5,Chelsea,33,['9f1ab835-9baa-4967-9f17-e991ce8c25d4'],46,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:46.811,Pass,
,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,21272fb3-432d-43d8-aeab-80b5e2702fa9,44,,"[55.7, 34.8]",3754092,0,,,,,-1.867552,,Right Foot,,,,"[52.0, 22.7]",,Ground Pass,,12.653063,,,Nemanja Matić,3381.0,,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Right Defensive Midfield,5,Chelsea,33,['3766bdc8-d9ff-4d0f-966d-e15822f505d5'],51,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:51.677,Pass,
,,,,,,,,,,,,,,1.490854,,,,,,,,,,,,,577c0034-e5d2-4046-896d-140f64d3c7ee,48,,"[52.0, 17.1]",3754092,0,,,,,-1.3521274,,Left Foot,,,,"[54.8, 4.5]",,Ground Pass,,12.907362,,,César Azpilicueta Tanco,3957.0,,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,5,Chelsea,33,['aa0ce026-d996-497c-a4cb-2b84ce487e9d'],53,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:53.812,Pass,
,,,,,,,,,,,,,,0.732399,,,,,,,,,,,,,56285935-5fb2-487f-9c04-ca85c31e4d3f,51,,"[50.8, 4.7]",3754092,0,,,,,1.5707964,,Right Foot,,,,"[50.8, 14.9]",,Ground Pass,,10.2,,,Nemanja Matić,3381.0,,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,5,Chelsea,33,['da1c92ba-4ed5-4a18-9ba3-9a08d4417c5d'],57,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:57.206,Pass,
,,,,,,,,,,,,,,1.441566,,,,,,,,,,,,,1daeb23d-6c8d-49c2-9349-cb9c3a981326,54,,"[51.7, 12.6]",3754092,0,,,,,-0.5008797,,Left Foot,,,,"[65.4, 5.1]",,Ground Pass,,15.618579,,,Diego da Silva Costa,5198.0,,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,5,Chelsea,33,['1bb564f5-9457-4b29-9008-15c93e75e061'],59,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:59.050,Pass,
,,,,,,,,,,,,,,0.410502,,,,,,,,,,,,,22fd8249-d9bb-4cca-9735-0142ebab516f,67,,"[102.2, 76.3]",3754092,1,,,,,-1.1019675,,Right Foot,,,,"[106.1, 68.6]",,Low Pass,,8.631338,Incomplete,,Harry Kane,10955.0,,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,5,Chelsea,33,"['2d12e2c6-516c-4e71-a0a2-77d74c327304', '8f70dad1-339a-486d-b1e0-03f1a8464aaa']",9,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:09.141,Pass,
,,,,,,,,,,,,,,0.586386,,,,,,,,,,,,,fbc61b1b-2681-4f20-8273-690f0ec92ae9,70,,"[13.0, 6.4]",3754092,1,,,,,2.079107,,Right Foot,,,,"[9.1, 13.4]",,Ground Pass,,8.013114,,,Nemanja Matić,3381.0,,,,,,Recovery,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,5,Chelsea,33,['ef1f73b3-ba0b-4ecc-8f8a-bac269dbb760'],11,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:11.116,Pass,
,,,,,,,,,,,,,,0.820877,,,,,,,,,,,,,fa0ee781-5b34-4442-b57a-0fad32c1d54a,74,,"[6.8, 10.3]",3754092,1,,,,,-1.2548261,,Left Foot,,,,"[8.5, 5.1]",,Ground Pass,,5.470832,,,César Azpilicueta Tanco,3957.0,,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,5,Chelsea,33,"['23c25a32-7da8-4afe-8647-961a53289060', '582c2ea7-523e-42ea-a499-4264d8276f81']",12,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:12.977,Pass,True
,,,,,,,,,,,,,,1.194345,,,,,,,,,,,,,86d9abd8-776d-4e5e-b55b-19fed61cdd11,77,,"[10.4, 4.7]",3754092,1,,,,,0.59540987,,Right Foot,,,,"[16.6, 8.9]",,Ground Pass,,7.488658,,,Nemanja Matić,3381.0,,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,5,Chelsea,33,"['0f560b52-bf6d-47ff-aac6-fbdbbd06b8fb', '23c25a32-7da8-4afe-8647-961a53289060']",14,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:14.083,Pass,True
,,,,,,,,,,,,,,1.626518,,,,,,,,,,,,,e79c6edc-05a0-45e1-b375-79a08352dbac,80,,"[24.0, 6.0]",3754092,1,,,,,1.3734008,,Left Foot,,,,"[25.7, 14.5]",,Ground Pass,,8.668333,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,5,Chelsea,33,['90ea1ca3-3975-4bd8-8015-8383ff0165f4'],17,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:17.077,Pass,
,,,,,,,,,,,,,,2.240447,,,,,,,,,,,,,d199e28c-8e84-41e0-8995-18e11be2b788,86,,"[31.2, 9.0]",3754092,1,,,,,2.539702,,Left Foot,,,,"[9.8, 23.7]",,Ground Pass,,25.962473,,,Asmir Begović,3339.0,,,,,,Free Kick,1,From Free Kick,César Azpilicueta Tanco,3957.0,Left Back,6,Chelsea,33,['dd130a0d-c01e-4d61-b02f-8c9c4499d8eb'],36,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:36.214,Pass,
,,,,,,,,,,,,,,2.164759,,,,,,,,,,,,,79886a9b-446f-4820-b479-1da60843466c,89,,"[9.0, 26.5]",3754092,1,,,,,1.4184428,,Right Foot,,,,"[12.9, 51.9]",,Ground Pass,,25.697666,,,Gary Cahill,3645.0,,,,,,,1,From Free Kick,Asmir Begović,3339.0,Goalkeeper,6,Chelsea,33,['f3532419-a791-4c96-9737-300c163a4f71'],39,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:39.665,Pass,
,,,,,,,,,,,,,,2.48774,,,,,,,,,,,,,0419e9db-8d61-4e47-b2c0-f0480f445ee5,93,,"[13.9, 53.8]",3754092,1,,,,,0.5798486,,Right Foot,,,,"[45.2, 74.3]",,Ground Pass,,37.41577,Incomplete,,Branislav Ivanović,5594.0,,,,,,,1,From Free Kick,Gary Cahill,3645.0,Right Center Back,6,Chelsea,33,"['0898d878-1248-4e1f-8718-9c2b2f3cc6e7', '2febb2ce-6362-4d96-a7b1-0c01cf4a63b7', 'dafb6f09-bbc8-49c3-a9a6-9c1365bf0565']",42,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:42.563,Pass,True
,,,,,,,,,,,,,,1.13322,,,,,,,,,,,,,38cad8fc-c5fa-4138-9f7d-b4404ce88208,96,,"[37.8, 80.0]",3754092,1,,True,,,-0.3645666,,,,,,"[66.1, 69.2]",,High Pass,,30.290758,Unknown,,Diego da Silva Costa,5198.0,,,,,,Throw-in,1,From Throw In,Branislav Ivanović,5594.0,Right Back,7,Chelsea,33,['0e744314-082f-47c6-af98-62575e6da904'],56,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:56.934,Pass,
,,,,,,,,,,,,,,0.601763,,,,,,,,,,,,,93aae987-af11-4073-b5e7-b5f1e2828fbd,100,,"[60.3, 74.1]",3754092,2,,True,,,-1.8102956,,Right Foot,,,,"[58.2, 65.5]",,Ground Pass,,8.852683,,,John Michael Nchekwube Obinna,5475.0,,,,,,Free Kick,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,8,Chelsea,33,['6497cd1d-a08f-4cf6-997c-38c1c6b483de'],14,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:14.858,Pass,
,,,,,,,,,,,,,,0.665779,,,,,,,,,,,,,b8574e57-d2d0-412e-957d-bdb0df4e475d,102,,"[58.6, 65.9]",3754092,2,,,,,0.5585993,,Right Foot,,,,"[65.0, 69.9]",,Ground Pass,,7.547185,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Free Kick,John Michael Nchekwube Obinna,5475.0,Right Defensive Midfield,8,Chelsea,33,['beb17562-31b2-4634-82c3-e2b475adf4bd'],15,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:15.459,Pass,
,,,,,,,,,,,,,,1.077362,,,,,,,,,,,,,726c9562-7138-4c8d-9565-82e4ca04abdc,106,,"[65.9, 69.8]",3754092,2,,,,,0.5966604,,Right Foot,,,,"[71.2, 73.4]",,Ground Pass,,6.4070272,,,Willian Borges da Silva,3472.0,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,8,Chelsea,33,"['726ad369-bb73-46c0-9861-821214d74890', 'ba77ea23-cc18-4b3c-a059-c7e3a6ee33da']",17,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:17.305,Pass,True
,,,,,,,,,,,,,,2.373582,,,,,,,,,,,,,d555d568-9bb1-411a-a234-fba5023e0e0a,114,,"[61.6, 61.4]",3754092,2,,,,,3.069645,,Right Foot,,,,"[39.4, 63.0]",,Ground Pass,,22.257584,,,Gary Cahill,3645.0,,,,,,,1,From Free Kick,Willian Borges da Silva,3472.0,Right Wing,8,Chelsea,33,"['9979761a-7f69-4706-ba86-ed9195fa1f1a', 'e9e4eebd-fa65-4c7d-a191-40c013bc0106']",20,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:20.862,Pass,True
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,694c14f8-168d-42ad-99b1-372d30a4aeb2,116,,"[40.9, 61.5]",3754092,2,,,,,-1.731027,,Right Foot,,,,"[36.1, 31.8]",,Ground Pass,,30.085379,,,John Terry,20287.0,,,,,,,1,From Free Kick,Gary Cahill,3645.0,Right Center Back,8,Chelsea,33,['2e9ffc61-cc1f-4ee3-b79e-e933c067003e'],23,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:23.235,Pass,
,,,,,,,,,,,,,,1.457089,,,,,,,,,,,,,f9091a4e-24bc-43b8-ad9c-cd8385dfa9b0,119,,"[40.6, 29.4]",3754092,2,,,,,-1.3193182,,Right Foot,,,,"[47.1, 4.1]",,Ground Pass,,26.12164,,,César Azpilicueta Tanco,3957.0,,,,,,,1,From Free Kick,John Terry,20287.0,Left Center Back,8,Chelsea,33,['4a1d253a-bf4a-42bd-91d4-90a5c771c9b9'],27,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:27.001,Pass,
,,,,,,,,,,,,,,0.64874,,,,,,,,,,,,,81fb86f5-fcd1-4ab2-b66a-654cead2ff13,125,,"[90.5, 4.0]",3754092,2,,,,,-0.26916748,,Right Foot,,,,"[93.4, 3.2]",,Ground Pass,,3.0083218,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Free Kick,César Azpilicueta Tanco,3957.0,Left Back,8,Chelsea,33,"['1476038b-6fd3-4445-bf8c-8dfc519e6b21', 'f2b5621d-417e-4bff-89d5-0c1b7816ca4f']",37,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:37.725,Pass,
,,,,,,,,,,,,,,1.297258,,,,,,,,,,,,,b5c56a27-7fd7-4af9-bbd9-d791968b52b1,128,,"[91.3, 0.1]",3754092,2,,,,,0.76412475,,,,,,"[103.3, 11.6]",,Low Pass,,16.62077,,,Diego da Silva Costa,5198.0,,,,,,Throw-in,1,From Throw In,César Azpilicueta Tanco,3957.0,Left Back,9,Chelsea,33,['d778352d-38e2-4bd0-b993-0bc17d63c16a'],49,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:49.922,Pass,
,,,,,,,,,,,,,,1.397298,,,,,,,,,,,,,71e264f0-83f4-432d-9113-f4f2bffa3606,131,,"[94.5, 4.5]",3754092,2,,,,,2.2142975,,Right Foot,,,,"[84.6, 17.7]",,Ground Pass,,16.5,,,John Michael Nchekwube Obinna,5475.0,,,,,,,1,From Throw In,Diego da Silva Costa,5198.0,Center Forward,9,Chelsea,33,['64f8f6a2-c641-46db-ab74-ccf9260aea52'],53,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:53.001,Pass,
,,,,,,,,,,,,,,1.356903,,,,,,,,,,,,,f9e68928-e85e-43dd-911a-a35fea93862e,133,,"[84.2, 17.4]",3754092,2,,,,,-2.2229676,,Right Foot,,,,"[75.8, 6.4]",,Ground Pass,,13.84052,,,Nemanja Matić,3381.0,,,,,,,1,From Throw In,John Michael Nchekwube Obinna,5475.0,Right Defensive Midfield,9,Chelsea,33,['b6be7d0a-772a-4442-b073-e2bd1b2edd2a'],54,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:54.399,Pass,
,,,,,,,,,,,,,,0.950667,,,,,,,,,,,,,8042fc9e-a2d4-4d63-a8d5-ea9d5aafd567,137,,"[68.1, 3.2]",3754092,2,,,,,-0.0088493265,,Left Foot,,,,"[79.4, 3.1]",,Ground Pass,,11.300443,,,Diego da Silva Costa,5198.0,,,,,,,1,From Throw In,Nemanja Matić,3381.0,Left Defensive Midfield,9,Chelsea,33,['6d2fb389-8da6-4f72-bf61-c2f0f249202c'],57,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:57.649,Pass,
,,,,,,,,,,,,,,0.798885,,,,,,,,,,,,,b838e551-ae96-445e-ac89-a84de04c31b0,141,,"[67.3, 3.1]",3754092,3,,,,,2.8746176,,Right Foot,,,,"[55.6, 6.3]",,Ground Pass,,12.129716,,,Nemanja Matić,3381.0,,,,,,,1,From Throw In,Diego da Silva Costa,5198.0,Center Forward,9,Chelsea,33,"['06e6d2d6-da4c-4816-9a92-66002fd36e7a', 'f22db001-a6a4-442d-9ced-19d068b1a57c']",4,,,,,,,,,,,,,,,,,,Chelsea,33,00:03:04.320,Pass,True
,,,,,,,,,,,,,,3.811586,,,,,,,,,,,,,abe1fa72-9e17-4564-a9d5-192ceeaabcae,144,,"[56.1, 7.2]",3754092,3,,,,,0.17404523,,Left Foot,,,,"[101.6, 15.2]",,High Pass,,46.197945,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Nemanja Matić,3381.0,Left Defensive Midfield,9,Chelsea,33,"['0669f5b4-f02e-4eb0-b0c9-02f38505defb', '1408766e-7815-4083-bf5d-c5789b7e5030', '32b25f0e-2e2c-42e0-b19e-a7eb0c774818']",5,,,,,,,,,,,,,,,,,,Chelsea,33,00:03:05.118,Pass,True
