50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b2759825-e984-40c6-8413-1ed72ff01c69,170,,"[6.9, 60.5]",3753990,4,,,True,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,8,Sunderland,41,['30215232-5a24-4f44-a9fa-57e96c771225'],2,,,,,,,,,,,,,,,,,Arsenal,1,00:04:02.866,Block,
,,,,True,,,,,,,,,,,,,0.0,,,,,,,,,,,,ae3ceec6-3835-4837-9b0b-9a7c80c3137f,307,,"[102.2, 41.2]",3753990,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Alex Iwobi,3647.0,Left Wing,14,Arsenal,1,['e5c7c0d7-2477-4b24-9f1c-6921319db512'],22,,,,,,,,,,,,,,,,,Arsenal,1,00:07:22.947,Block,
,,,True,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b9697e11-1145-4e78-94d1-c17bc315198e,367,,"[2.2, 26.2]",3753990,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Patrick van Aanholt,3321.0,Left Back,14,Arsenal,1,['2d2a906e-b3de-4335-b47a-f3f27db6433a'],19,,,,,,,,,,,,,,,,,Sunderland,41,00:08:19.176,Block,
,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,ab180e66-a6aa-4da5-ada1-9271d38127c6,561,,"[19.4, 42.3]",3753990,13,,,True,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Laurent Koscielny,3394.0,Left Center Back,27,Sunderland,41,['c51a2e73-6583-4671-b2c4-88d649e741a2'],34,,,,,,,,,,,,,,,,,Arsenal,1,00:13:34.953,Block,
,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,16fb9423-69a8-4a9c-9a79-f8b6886314d0,581,,"[66.4, 17.6]",3753990,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Left Defensive Midfield,30,Sunderland,41,['5efc579e-93c3-44f1-89df-00fbfa26ce6b'],47,,,,,,,,,,,,,,,,,Arsenal,1,00:14:47.476,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d1ed19fb-d130-4cd7-a77d-a8beaf049107,747,,"[18.1, 11.4]",3753990,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,35,Sunderland,41,['88cbcac6-3b11-4c74-bd3b-4077601a79f3'],46,,,,,,,,,,,,,,,,,Arsenal,1,00:18:46.530,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6a20d970-a98f-4d34-8738-0444299ab56c,884,,"[5.1, 73.0]",3753990,22,,,True,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lamine Koné,13286.0,Right Center Back,43,Arsenal,1,['1daf9934-a967-492d-9a46-eb368731fcf9'],54,,,,,,,,,,,,,,,,,Sunderland,41,00:22:54.556,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f55efa4d-05de-4d70-a82f-5b07197606af,1011,,"[17.8, 19.4]",3753990,26,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Younes Kaboul,4746.0,Left Center Back,50,Arsenal,1,['e6eea23b-910b-43d3-ba0f-93de70870a2e'],4,,,,,,,,,,,,,,,,,Sunderland,41,00:26:04.300,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,842b022c-e90d-42d6-9b3a-68b4f5c4b5f6,1311,,"[2.1, 50.2]",3753990,33,,,True,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,DeAndre Yedlin,3658.0,Right Back,59,Arsenal,1,['bc4c6423-6f9c-4573-ae0d-ead93f4f6527'],32,,,,,,,,,,,,,,,,,Sunderland,41,00:33:32.544,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1a387795-3c6c-4684-b64d-8445eff4ea2d,1437,,"[10.1, 39.7]",3753990,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Per Mertesacker,3475.0,Right Center Back,62,Sunderland,41,['a319df41-2d79-43af-bd35-1ab426ad53ad'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:36:00.920,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f525b5b5-3cbd-46a5-afb7-f174bbe0e9f6,1456,,"[9.0, 56.7]",3753990,36,,,True,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lamine Koné,13286.0,Right Center Back,63,Arsenal,1,['05cc8dfd-d484-4e3c-9ade-642d60adf0a7'],21,,,,,,,,,,,,,,,,,Sunderland,41,00:36:21.822,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,43992528-4ad4-4570-9b86-68a2eae20175,1604,,"[19.1, 15.8]",3753990,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Patrick van Aanholt,3321.0,Left Back,71,Arsenal,1,['fdc4a4b8-05e8-43e0-9745-80767f7a2107'],24,,,,,,,,,,,,,,,,,Sunderland,41,00:40:24.861,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,91af4f2c-d0d9-403c-88f9-9bd3e1f30024,1617,,"[9.0, 37.1]",3753990,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,DeAndre Yedlin,3658.0,Right Back,71,Arsenal,1,['80ddaec8-570e-413a-ba98-5fa94b35238c'],34,,,,,,,,,,,,,,,,,Sunderland,41,00:40:34.233,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,98e21509-1fe8-44b6-9e72-2717477bf9fd,1619,,"[8.7, 33.7]",3753990,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lamine Koné,13286.0,Right Center Back,71,Arsenal,1,,34,,,,,,,,,,,,,,,,,Sunderland,41,00:40:34.565,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,40ed4fa3-eae3-490c-b315-8bf1e5965bf3,1642,,"[2.2, 21.9]",3753990,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lee Cattermole,10783.0,Left Center Midfield,71,Arsenal,1,['7e5575d9-9b6b-485e-9ab2-22730f47b51a'],10,,,,,,,,,,,,,,,,,Sunderland,41,00:41:10.986,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,36894b11-4fad-452d-8736-c7344e90f45f,1843,,"[14.2, 9.6]",3753990,45,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,82,Sunderland,41,['a3dd6fc2-af48-4951-a0b8-c4e5c80e9cec'],57,,,,,,,,,,,,,,,,,Arsenal,1,00:45:57.107,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4e5cc4ab-4f80-4199-823a-d8c3578eb8c1,1847,,"[17.1, 5.2]",3753990,45,,,True,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,82,Sunderland,41,['9e39a0c0-1284-4dbe-b908-41dcca22613c'],58,,,,,,,,,,,,,,,,,Arsenal,1,00:45:58.789,Block,
,,,True,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1a09c678-d7d3-470c-adc9-bc9631480209,1859,,"[14.8, 53.6]",3753990,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Ramsey,3517.0,Left Defensive Midfield,83,Sunderland,41,,10,,,,,,,,,,,,,,,,,Arsenal,1,00:46:10.982,Block,
,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,31cdd24b-dfd9-4f1e-8359-01626dc3602b,1920,,"[64.6, 72.4]",3753990,46,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,87,Arsenal,1,['1fbdd915-f63f-4b9e-9ea1-2ea29b41e380'],14,,,,,,,,,,,,,,,,,Arsenal,1,00:01:14.901,Block,
,,,True,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3d8fc2f4-12ad-449c-8342-e69f51600fd5,2025,,"[20.4, 28.2]",3753990,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,94,Sunderland,41,['47336b31-560e-4228-89c1-26f75d99e75d'],43,,,,,,,,,,,,,,,,,Arsenal,1,00:04:43.927,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,14300286-9912-4e1c-9afa-8bb919d10253,2067,,"[101.2, 3.1]",3753990,50,,,True,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,96,Arsenal,1,,42,,,,,,,,,,,,,,,,,Arsenal,1,00:05:42.235,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,beefe50e-4bf5-4b56-8f9b-0e6216636677,2213,,"[22.9, 36.4]",3753990,55,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yann Gérard M''Vila,4429.0,Right Center Midfield,108,Arsenal,1,['1942a123-f01a-4c32-b7f7-3a3ce43bc0e5'],55,,,,,,,,,,,,,,,,,Sunderland,41,00:10:55.021,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f1242e54-146e-4516-89c1-d85a448c50f1,2329,,"[9.8, 24.8]",3753990,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jan Kirchhoff,13846.0,Center Defensive Midfield,113,Arsenal,1,['84f4fce1-09e7-4744-8cbf-6fc7af79f2f4'],36,,,,,,,,,,,,,,,,,Sunderland,41,00:13:36.462,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d00fd074-fe5d-4088-ac31-c1c41f54b494,2363,,"[11.3, 57.5]",3753990,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Younes Kaboul,4746.0,Left Center Back,115,Arsenal,1,['f2ac4d3f-7ee5-4537-b282-8d6125dfb554'],14,,,,,,,,,,,,,,,,,Sunderland,41,00:14:14.119,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d388f2f2-8f19-45c5-9245-6918de2ac730,2368,,"[8.4, 52.5]",3753990,59,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrick van Aanholt,3321.0,Left Back,115,Arsenal,1,['0e4ad606-f054-463d-b049-4dd1c3a93e29'],15,,,,,,,,,,,,,,,,,Sunderland,41,00:14:15.515,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ed0d0236-936b-46cc-8580-dd3e2e339b51,2447,,"[48.0, 12.8]",3753990,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wahbi Khazri,3196.0,Left Midfield,118,Arsenal,1,['cc9b7996-b714-4b5d-94d2-6bc3488864e7'],42,,,,,,,,,,,,,,,,,Sunderland,41,00:16:42.493,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,82869b6e-7cc7-4534-a5ff-694faac6e045,2448,,"[71.6, 68.3]",3753990,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,118,Arsenal,1,,42,,,,,,,,,,,,,,,,,Arsenal,1,00:16:42.769,Block,
,,,,True,,,,,,,,,,,,,0.0,,,,,,,,,,,,7bc23145-96c5-48be-b3f0-a0f801e4f803,2483,,"[104.8, 32.9]",3753990,62,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Olivier Giroud,3604.0,Center Forward,118,Arsenal,1,['29254fff-8bc1-4c58-a88a-dc46d9895a17'],15,,,,,,,,,,,,,,,,,Arsenal,1,00:17:15.504,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,921120d4-9872-45d3-8231-a4a70eb30c85,2567,,"[2.4, 35.2]",3753990,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Petr Čech,3461.0,Goalkeeper,124,Sunderland,41,['3e100a9f-59d7-4090-ab71-027497625f68'],54,,,,,,,,,,,,,,,,,Arsenal,1,00:19:54.715,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,73979a99-40ed-45eb-93c9-bfb75be2f199,2601,,"[87.7, 31.7]",3753990,65,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wahbi Khazri,3196.0,Left Midfield,127,Sunderland,41,,37,,,,,,,,,,,,,,,,,Sunderland,41,00:20:37.298,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,83f55198-1c6e-4304-a014-16e24be396ab,2660,,"[13.1, 51.8]",3753990,67,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Laurent Koscielny,3394.0,Left Center Back,129,Sunderland,41,['e86e6511-5c67-4a0c-b040-78a9a277ebb6'],7,,,,,,,,,,,,,,,,,Arsenal,1,00:22:07.321,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a8c9986f-9ec5-40a5-8f1e-7ef4539cb431,2674,,"[84.5, 21.4]",3753990,68,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Olivier Giroud,3604.0,Center Forward,132,Sunderland,41,['1e1abb5c-f97a-4a05-a580-440f96619459'],47,,,,,,,,,,,,,,,,,Arsenal,1,00:23:47.404,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,831d0e21-81df-43d3-bef0-15f5d203aaff,2675,,"[37.8, 56.9]",3753990,68,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jan Kirchhoff,13846.0,Center Defensive Midfield,132,Sunderland,41,,47,,,,,,,,,,,,,,,,,Sunderland,41,00:23:47.549,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3f611d9f-e7be-4166-a15e-3473c3cbfe32,2695,,"[3.6, 58.7]",3753990,69,,,True,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,DeAndre Yedlin,3658.0,Right Back,133,Arsenal,1,['322eb609-c176-4c0f-b873-d01abad05140'],24,,,,,,,,,,,,,,,,,Sunderland,41,00:24:24.914,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,086c0697-dc77-4455-b41a-2d0483dab866,2702,,"[33.4, 73.9]",3753990,69,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jermain Defoe,3337.0,Center Forward,134,Arsenal,1,['8bed0445-9b2c-4c16-a3c0-d26700b7da7f'],52,,,,,,,,,,,,,,,,,Sunderland,41,00:24:52.567,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c0ac704c-76a2-4e17-981f-dd4b8f0f2de9,2801,,"[45.0, 9.3]",3753990,73,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrick van Aanholt,3321.0,Left Back,141,Arsenal,1,['b996596f-cac1-4767-9438-025ab5a921e9'],6,,,,,,,,,,,,,,,,,Sunderland,41,00:28:06.241,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c668e453-2b41-4088-a716-d1ac47fb54a9,2858,,"[18.2, 28.9]",3753990,74,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Younes Kaboul,4746.0,Left Center Back,144,Arsenal,1,['a155f966-0dd5-4f64-8053-0f7a32afdd01'],49,,,,,,,,,,,,,,,,,Sunderland,41,00:29:49.612,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0c02e4dc-2fd1-48e9-8aaa-6bfa8126ff00,2877,,"[13.1, 14.7]",3753990,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jan Kirchhoff,13846.0,Center Defensive Midfield,145,Arsenal,1,['23082eb8-30e1-4e0a-80b4-9e3c2c477738'],4,,,,,,,,,,,,,,,,,Sunderland,41,00:30:04.646,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,366c39f1-6c42-4b04-9beb-d05e33db07e4,2901,,"[12.3, 53.7]",3753990,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,DeAndre Yedlin,3658.0,Right Back,145,Arsenal,1,['a74bcb6a-5a71-415c-a3e6-cb9463c93cc7'],27,,,,,,,,,,,,,,,,,Sunderland,41,00:30:27.413,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2cd5d091-ed7a-4d78-b774-0a84aebfb9bc,2909,,"[9.6, 50.4]",3753990,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,DeAndre Yedlin,3658.0,Right Back,145,Arsenal,1,['08b40ea6-5566-4bc5-a649-6230a417d9a1'],35,,,,,,,,,,,,,,,,,Sunderland,41,00:30:35.296,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,70e971d5-b6b1-4280-a33e-c759a26b6435,2935,,"[47.6, 6.7]",3753990,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ignacio Monreal Eraso,3498.0,Left Back,148,Arsenal,1,['24a6dad6-c21b-462e-bf84-757492af01f6'],24,,,,,,,,,,,,,,,,,Arsenal,1,00:32:24.675,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2c97c996-f0a8-479a-8feb-097a6cc830a8,2966,,"[31.6, 62.6]",3753990,77,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,149,Sunderland,41,['a4ff2d91-66e3-44a7-b420-0fbcf018cd01'],59,,,,,,,,,,,,,,,,,Arsenal,1,00:32:59.660,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b2bc4f9-2cb2-4db3-8b09-53c986a978de,2967,,"[88.0, 16.2]",3753990,77,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrick van Aanholt,3321.0,Left Back,149,Sunderland,41,,59,,,,,,,,,,,,,,,,,Sunderland,41,00:32:59.743,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,54235645-65f5-4bbe-a896-3f78b954eb16,2986,,"[11.6, 12.1]",3753990,78,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Laurent Koscielny,3394.0,Left Center Back,151,Sunderland,41,['3885ec4b-34d3-4524-a502-aad5cd5c1cb4'],17,,,,,,,,,,,,,,,,,Arsenal,1,00:33:17.744,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c341737a-efb5-4d67-817f-b44efe1f18ac,3089,,"[71.8, 27.3]",3753990,80,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sebastian Larsson,5617.0,Center Defensive Midfield,157,Arsenal,1,['93dc5f42-ba03-433e-93f0-28dc80032b45'],51,,,,,,,,,,,,,,,,,Sunderland,41,00:35:51.768,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c248c160-9ed2-42d8-adc3-e2305e3f1c2d,3124,,"[94.3, 47.9]",3753990,81,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daniel Nii Tackie Mensah Welbeck,3569.0,Center Forward,158,Arsenal,1,['161664ae-4d51-47a4-b974-a7a0c48cf7b8'],27,,,,,,,,,,,,,,,,,Arsenal,1,00:36:27.694,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,319d70a2-6b8f-425a-a408-309eeb853050,3171,,"[34.6, 20.1]",3753990,82,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,161,Sunderland,41,['61b26e00-342d-4a6e-b7d2-bde9b5ee3525'],29,,,,,,,,,,,,,,,,,Arsenal,1,00:37:29.864,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4635ee46-eaf2-4edb-8d0c-e9a4614b4c87,3247,,"[68.1, 3.8]",3753990,85,,,True,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Younes Kaboul,4746.0,Left Center Back,166,Arsenal,1,,16,,,,,,,,,,,,,,,,,Sunderland,41,00:40:16.387,Block,
,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,0533e9f4-0d55-411b-a964-4a4a0bf542b0,3371,,"[107.0, 22.7]",3753990,87,,,True,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,168,Arsenal,1,['ba0c6ad6-758c-4b95-bb7d-19bc9dbb3d25'],18,,,,,,,,,,,,,,,,,Arsenal,1,00:42:18.082,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8cd95720-a31a-4c01-90d3-7a66157c97f2,3426,,"[29.1, 57.6]",3753990,89,,,True,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Theo Walcott,3668.0,Left Wing,170,Sunderland,41,['8bd2b31b-f828-4a04-aa00-6af69eb0833f'],8,,,,,,,,,,,,,,,,,Arsenal,1,00:44:08.434,Block,
,,,,True,,,,,,,,,,,,,0.0,,,,,,,,,,,,675ef89f-7376-410a-87f7-266a8241da49,3433,,"[103.0, 31.0]",3753990,89,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Sebastian Larsson,5617.0,Center Defensive Midfield,171,Sunderland,41,['4a3386b7-4ada-4eb2-85f1-23eb0e3b17a2'],46,,,,,,,,,,,,,,,,,Sunderland,41,00:44:46.984,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b831e6d-2888-4399-b456-b62063e5f30a,3440,,"[1.7, 7.2]",3753990,90,,,True,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,172,Sunderland,41,['bb7cf91c-92f3-4f59-a886-52210b77b0c2'],11,,,,,,,,,,,,,,,,,Arsenal,1,00:45:11.733,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b50b21aa-65a2-4fce-b17a-4828a6156e28,3459,,"[61.1, 54.5]",3753990,91,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Duncan Watmore,22281.0,Right Midfield,174,Arsenal,1,,13,,,,,,,,,,,,,,,,,Sunderland,41,00:46:13.760,Block,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c4695e96-625d-44f4-be6b-b896b52d7208,3472,,"[17.3, 64.4]",3753990,92,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Héctor Bellerín Moruno,3511.0,Right Back,176,Sunderland,41,['aa6913e7-fce5-4a92-a57f-bf5124c34d83'],6,,,,,,,,,,,,,,,,,Arsenal,1,00:47:06.282,Block,
,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,915809ce-5312-4d82-a298-4d4347c29680,83,,"[56.0, 23.7]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,6,Sunderland,41,['0c5159d5-4611-4dff-9340-7da0db5b413e'],11,,,,,,,,,,,,,,,,,Arsenal,1,00:02:11.305,Ball Recovery,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c34d5ea6-272b-4926-9334-8b9ebbfbdb16,84,,"[64.1, 57.9]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,DeAndre Yedlin,3658.0,Right Back,6,Sunderland,41,,13,,,,,,,,,,,,,,,,,Sunderland,41,00:02:13.207,Ball Recovery,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c5dc451e-3c5a-4631-8a98-ffa430ef9112,91,,"[15.1, 29.3]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Petr Čech,3461.0,Goalkeeper,7,Arsenal,1,['33f77e43-ea1c-4b89-a328-1cf188fd0567'],22,,,,,,,,,,,,,,,,,Arsenal,1,00:02:22.551,Ball Recovery,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c85bd85c-9c90-44ef-93e0-ccf251802d67,121,,"[52.3, 55.3]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,7,Arsenal,1,,45,,,,,,,,,,,,,,,,,Arsenal,1,00:02:45.870,Ball Recovery,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,42ccb5d1-d895-4468-8cc8-8288da8df4af,130,,"[17.7, 19.2]",3753990,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yann Gérard M''Vila,4429.0,Right Center Midfield,7,Arsenal,1,,55,,,,,,,,,,,,,,,,,Sunderland,41,00:02:55.729,Ball Recovery,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c11a21ec-ef1e-42d5-a013-4536241f375b,163,,"[87.2, 15.8]",3753990,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Wahbi Khazri,3196.0,Left Midfield,8,Sunderland,41,,58,,,,,,,,,,,,,,,,,Sunderland,41,00:03:58.274,Ball Recovery,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3200e957-27fe-4279-bd6f-80b64c86d7c4,191,,"[63.1, 36.7]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,12,Arsenal,1,['3ae3e2c7-5d8a-4695-bce6-cdbb947c9800'],10,,,,,,,,,,,,,,,,,Arsenal,1,00:05:10.561,Ball Recovery,
,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7eb810cd-de4d-4126-aa88-3b2b29957794,231,,"[41.9, 15.5]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Laurent Koscielny,3394.0,Left Center Back,12,Arsenal,1,"['35ad26af-3dd6-41d7-8dfe-afd63241d6ff', '739c2afc-20dc-465a-b27d-7409e99a6168']",42,,,,,,,,,,,,,,,,,Arsenal,1,00:05:42.300,Ball Recovery,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,95f5eb89-69ef-4474-8445-df2e6f91ef4f,233,,"[80.9, 72.9]",3753990,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jermain Defoe,3337.0,Center Forward,12,Arsenal,1,['84ac46c2-3dbc-4456-b3dc-3f38cab6132d'],44,,,,,,,,,,,,,,,,,Sunderland,41,00:05:44.376,Ball Recovery,True
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,55fcd0da-1e98-470a-a920-a3757100e256,254,,"[10.1, 32.6]",3753990,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Petr Čech,3461.0,Goalkeeper,12,Arsenal,1,['aac8363c-4284-4c90-b770-348b8f41848c'],3,,,,,,,,,,,,,,,,,Arsenal,1,00:06:03.888,Ball Recovery,
