50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.378334,,,,,,,,,,d5827f30-ce6b-4e23-bc40-d8b4fc258182,15,,"[33.3, 21.5]",3754002,0,,,,,1.3055892,,Head,,,"[35.5, 29.6]",,Low Pass,,8.39345,,,Jonjo Shelvey,3057.0,,,,Recovery,1,From Kick Off,Vurnon Anita,16072.0,Right Defensive Midfield,2,Leicester City,22,"['28bcc55e-9c62-4277-9821-cac5f953b579', 'a5710af1-e52d-44b3-8f45-e366840b032a']",6,,,,,,,,,,,,,,,,Newcastle United,37,00:00:06.662,Pass,
,,,,,,,,,,,,,,,,,,5.311472,,,,,,,,,,daeb8f26-4c4d-4c5f-9c71-39270c30ed82,17,,"[35.5, 29.6]",3754002,0,,,,,-0.13876717,,Right Foot,,,"[89.2, 22.1]",,High Pass,,54.221214,Incomplete,,,,,,,,1,From Kick Off,Jonjo Shelvey,3057.0,Left Defensive Midfield,2,Leicester City,22,['67091503-fb30-452e-957f-3a3e1bd60e14'],8,,,,,,,,,,,,,,,,Newcastle United,37,00:00:08.040,Pass,
,,,,,,,,,,,,,,,,,,1.973087,,,,,,,,,,67091503-fb30-452e-957f-3a3e1bd60e14,19,,"[30.9, 58.0]",3754002,0,,,,,-2.559853,,Left Foot,,,"[8.7, 43.4]",,Low Pass,,26.57066,,,Kasper Schmeichel,3815.0,,,,Recovery,1,From Kick Off,Wes Morgan,3813.0,Right Center Back,2,Leicester City,22,"['3cd9a370-6c04-44f6-8285-2094d4273f98', 'daeb8f26-4c4d-4c5f-9c71-39270c30ed82']",13,,,,,,,,,,,,,,,,Leicester City,22,00:00:13.351,Pass,
,,,,,,,,,,,,,,,,,,2.856108,,,,,,,,,,33bc9b78-c9d9-4c71-9123-d4058682724a,23,,"[9.9, 43.8]",3754002,0,,,,,-0.7204895,,Right Foot,,,"[52.5, 6.4]",,Low Pass,,56.687916,,,Marc Albrighton,3307.0,,,,,1,From Kick Off,Kasper Schmeichel,3815.0,Goalkeeper,2,Leicester City,22,['4fef780a-14e6-4a81-b05d-c5d38adee002'],15,,,,,,,,,,,,,,,,Leicester City,22,00:00:15.382,Pass,
,,,,,,,,,,,,,,,,,,2.6981,,,,,,,,,,89a79356-5d3e-4071-9dda-3001909cd659,26,,"[52.8, 6.4]",3754002,0,,,,,-3.036976,,Right Foot,,,"[32.8, 4.3]",,Ground Pass,,20.109947,,,Christian Fuchs,3812.0,,,,,1,From Kick Off,Marc Albrighton,3307.0,Left Midfield,2,Leicester City,22,['62ab1246-945b-40d9-9492-3c20eac2838b'],18,,,,,,,,,,,,,,,,Leicester City,22,00:00:18.278,Pass,
,,,,,,,,,,,,,,,,,,0.573423,,,,,,,,,,be739de5-59f0-4dc9-ac8c-89a29f1f2124,28,,"[32.8, 4.3]",3754002,0,,True,,,0.061148163,,Left Foot,,,"[42.6, 4.9]",,Ground Pass,,9.81835,,,N''Golo Kanté,3961.0,,,,,1,From Kick Off,Christian Fuchs,3812.0,Left Back,2,Leicester City,22,['52a873c5-7777-4b23-b8ea-c07201a3f6e9'],24,,,,,,,,,,,,,,,,Leicester City,22,00:00:24.800,Pass,
,,,,,,,,,,,,,,,,,,0.860502,,,,,,,,,,138409c9-1e10-4c18-b73a-c709e4096460,30,,"[42.6, 4.9]",3754002,0,,True,,,0.016127633,,Right Foot,,,"[61.2, 5.2]",,Ground Pass,,18.602419,,,Christian Fuchs,3812.0,,,,,1,From Kick Off,N''Golo Kanté,3961.0,Right Center Midfield,2,Leicester City,22,['a1b913c7-b7b5-4c10-9153-2d551ed57d17'],25,,,,,,,,,,,,,,,,Leicester City,22,00:00:25.452,Pass,
,,,,,,,,,,,,,,,,,,1.078847,,,,,,,,,,b1a84681-741f-40b6-acab-c72ab208e96f,33,,"[76.3, 6.1]",3754002,0,,,,,-0.109850116,,Right Foot,,,"[89.9, 4.6]",,Ground Pass,,13.68247,,,Marc Albrighton,3307.0,,,,,1,From Kick Off,Christian Fuchs,3812.0,Left Back,2,Leicester City,22,"['4e68b60a-e6b3-478c-9895-183c736c3915', '7eb99dfd-161a-4ddb-a327-35ac1404f79c']",29,,,,,,,,,,,,,,,,Leicester City,22,00:00:29.336,Pass,True
,,,,,,,,,,,,,,,,,,0.123855,,,,,,,,,,b4d95a54-2da0-49f1-bd3f-29ab750ed93f,36,,"[89.9, 4.6]",3754002,0,,,,,0.51623064,,Right Foot,,,"[93.6, 6.7]",,Ground Pass,,4.2544093,Incomplete,,Christian Fuchs,3812.0,,,,,1,From Kick Off,Marc Albrighton,3307.0,Left Midfield,2,Leicester City,22,"['8873200c-b556-4897-a63a-4b9d50661aad', 'a24f980d-3739-45be-9e13-9afb6a57e1f0']",30,,,,,,,,,,,,,,,,Leicester City,22,00:00:30.917,Pass,
,,,,,,,,,,,,,,,,,,1.588526,,,,,,,,,,b136f481-4f78-4b6e-9959-25ea5f7de581,39,,"[85.9, 0.1]",3754002,0,,,,,0.34223187,,,,,"[101.9, 5.8]",,Low Pass,,16.984993,,,Marc Albrighton,3307.0,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,3,Leicester City,22,['9180ef14-50f2-47cf-8849-06ffdd508342'],37,,,,,,,,,,,,,,,,Leicester City,22,00:00:37.702,Pass,
,,,,,,,,,,,,,,,,,,0.672362,,,,,,,,,,b2f57e61-2fea-482b-ac7d-77eecfcd10d5,43,,"[113.3, 6.1]",3754002,0,,,,,1.4687895,,Left Foot,,,"[114.6, 18.8]",,Ground Pass,,12.766362,Incomplete,,Shinji Okazaki,3810.0,,,,,1,From Throw In,Marc Albrighton,3307.0,Left Midfield,3,Leicester City,22,"['2fd46376-fcdc-49cc-9e50-69877b419939', 'c810abac-d77f-4e56-82e4-835c42994b02']",41,,,,,,,,,,,,,,,,Leicester City,22,00:00:41.175,Pass,
,,,,,,,,,,,,,,,,,,2.327269,,,,,,,,,,49203e67-753e-4989-ade3-cbcd052f6e3b,48,,"[7.4, 60.7]",3754002,0,,,,,0.17535737,,Right Foot,,,"[40.7, 66.6]",,Low Pass,,33.818634,,,Aleksandar Mitrović,4269.0,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,4,Newcastle United,37,"['35971a4c-5bc8-42b3-bca8-a3154e0f57c8', 'cbd7fbc3-51b8-48a2-8409-241589bffb3c']",42,,,,,,,,,,,,,,,,Newcastle United,37,00:00:42.481,Pass,True
,,,,,,,,,,,,,,,,,,2.110192,,,,,,,,,,a013577a-cc59-469f-b275-480393b891f5,54,,"[78.4, 0.1]",3754002,1,,,,,0.40678787,,,,,"[110.2, 13.8]",,High Pass,,34.62557,Incomplete,,Jamie Vardy,10960.0,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,5,Leicester City,22,"['7277fdff-e264-4ebd-a4d0-1f24384b7cfc', 'b4acea95-e802-4f83-99ae-26d4f7c36d21']",2,,,,,,,,,,,,,,,,Leicester City,22,00:01:02.488,Pass,
,,,,,,,,,,,,,,,,,,3.142508,,,,,,,,,,90a7fdc6-5305-4a51-a346-45a5de1d7596,58,,"[12.9, 76.2]",3754002,1,,,,,0.09737741,,Right Foot,,,"[51.8, 80.0]",,High Pass,,39.085163,Out,,Ayoze Pérez Gutiérrez,3076.0,,,,,1,Regular Play,Steven Taylor,3722.0,Right Center Back,6,Newcastle United,37,['2523c6e1-1038-47d4-ad8d-85eae5675b81'],6,,,,,,,,,,,,,,,,Newcastle United,37,00:01:06.393,Pass,
,,,,,,,,,,,,,,,,,,2.719728,,,,,,,,,,624073fc-8a16-4500-8d95-d398b487dbec,60,,"[84.6, 0.1]",3754002,1,,,,,0.82501155,,,True,,"[116.1, 34.2]",,High Pass,,46.422623,Incomplete,,Jamie Vardy,10960.0,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,7,Leicester City,22,"['1b860e37-046e-4087-bf04-a8d99e5a100c', '3ac865d0-598f-43c5-a0ac-8deae095cb86']",39,,,,,,,,,,,,,,,,Leicester City,22,00:01:39.137,Pass,
,,,,,,,,,,,,,,,,,,2.194689,,,,,,,,,,a44d96fc-e867-4c08-beba-f3ec41ad32a9,64,,"[6.5, 46.5]",3754002,1,,,,,-0.38916916,,Right Foot,,,"[66.0, 22.1]",,High Pass,,64.30871,,,Aleksandar Mitrović,4269.0,,,,,1,From Counter,Rob Elliot,3096.0,Goalkeeper,8,Newcastle United,37,['9530c1a8-2457-4d41-8d27-bd8f2a77610c'],57,,,,,,,,,,,,,,,,Newcastle United,37,00:01:57.513,Pass,
,,,,,,,,,,,,,,,,,,0.03282,,,,,,,,,,3091e6f3-927f-4516-8560-4b21098b5e72,70,,"[46.4, 63.5]",3754002,2,,,,,0.0,,Right Foot,,,"[46.7, 63.5]",,Ground Pass,,0.3,Incomplete,,,,,,,Recovery,1,From Counter,Danny Simpson,3270.0,Right Back,8,Newcastle United,37,['425cbec5-1ac8-42b3-92a7-921458ad88fc'],2,,,,,,,,,,,,,,,,Leicester City,22,00:02:02.796,Pass,
,,,,,,,,,,,,,,,,,,1.666062,,,,,,,,,,a180add5-2021-47f6-b4b4-2c0b45db5a61,73,,"[71.3, 0.1]",3754002,2,,,,,0.7149754,,,,,"[84.2, 11.3]",,High Pass,,17.083618,,,Aleksandar Mitrović,4269.0,,,,Throw-in,1,From Throw In,Jack Colback,9649.0,Left Back,9,Newcastle United,37,['4657d6c9-2039-47d8-a173-dcf9fb8fe7bc'],9,,,,,,,,,,,,,,,,Newcastle United,37,00:02:09.704,Pass,
,,,,,,,,,,,,,,,,,,1.457249,,,,,,,,,,68940bd6-722f-4fba-be94-870f5297e1f6,75,,"[84.2, 11.3]",3754002,2,,,,True,-0.1746722,,,,,"[91.0, 10.1]",,High Pass,,6.905071,Incomplete,,Moussa Sissoko,3091.0,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,9,Newcastle United,37,"['59e458db-be1f-4a16-899f-766ce386c5ca', 'bf74f274-df8f-48b8-9527-bff4b8917e7e', 'e4c4957e-9f72-4bbe-8962-5cabc8b732f7']",11,,,,,,,,,,,,,,,,Newcastle United,37,00:02:11.370,Pass,True
,,,,,,,,,,,,,,,,,,1.131836,,,,,,,,,,254576bd-2e72-4bb0-a2e8-218b3870449d,79,,"[91.0, 0.1]",3754002,2,,True,,,1.1210368,,,,,"[96.6, 11.7]",,Low Pass,,12.880994,,,Georginio Wijnaldum,3567.0,,,,Throw-in,1,From Throw In,Jack Colback,9649.0,Left Back,10,Newcastle United,37,['7659e073-dc2d-4d40-996e-7f81cc8d224e'],26,,,,,,,,,,,,,,,,Newcastle United,37,00:02:26.893,Pass,
,,,,,,,,,,,,,,,,,,0.663271,,,,,,,,,,3d5e5d56-98e7-409e-a1fe-898de7a750a9,83,,"[96.6, 11.7]",3754002,2,,,,,-1.3382394,,Right Foot,,,"[97.5, 7.9]",,Ground Pass,,3.905125,,,Jack Colback,9649.0,,,,,1,From Throw In,Georginio Wijnaldum,3567.0,Center Attacking Midfield,10,Newcastle United,37,"['41396c6e-a0bb-4d67-af73-80e320aae1e1', '74c1f5c2-eb79-4e9f-95eb-c9517135463d']",28,,,,,,,,,,,,,,,,Newcastle United,37,00:02:28.783,Pass,True
,,,,,,,,,,,,,,,,,,0.110819,,,,,,,,,,e64d4632-b472-4475-b2da-4115c2e3b3c1,86,,"[97.5, 7.9]",3754002,2,,,,,-0.24497867,,Left Foot,,,"[98.7, 7.6]",,Ground Pass,,1.2369317,Incomplete,,Moussa Sissoko,3091.0,,,,,1,From Throw In,Jack Colback,9649.0,Left Back,10,Newcastle United,37,"['15030363-95f6-4a3d-8643-a16249c2a2f7', 'a632c9cd-3686-44ad-bea4-57c626b8aaa8']",29,,,,,,,,,,,,,,,,Newcastle United,37,00:02:29.701,Pass,
,,,,,,,,,,,,,,,,,,1.404683,,,,,,,,,,e1b0bb9c-b487-4f10-85e9-17f88f747083,89,,"[112.3, 0.1]",3754002,2,,,,,1.3713,,,,,"[116.0, 18.4]",,High Pass,,18.670298,,,Aleksandar Mitrović,4269.0,,,,Throw-in,1,From Throw In,Jack Colback,9649.0,Left Back,11,Newcastle United,37,['bfb2e398-2899-4ae7-9c89-ef05803d2eeb'],41,,,,,,,,,,,,,,,,Newcastle United,37,00:02:41.157,Pass,
,,,,,,,,,,,,,,,,,,0.676447,,,,,,,,,,8ace1a7c-f3b0-4c7c-aee3-f3256903151e,93,,"[116.0, 18.4]",3754002,2,,,,,-2.9927027,,Other,,,"[112.0, 17.8]",,Low Pass,,4.0447497,,,Georginio Wijnaldum,3567.0,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,11,Newcastle United,37,"['3a2fdea4-4000-4f4c-8eb3-906000a8c731', '4d001dd5-11ff-4729-97f5-f5585c19bcf4']",42,,,,,,,,,,,,,,,,Newcastle United,37,00:02:42.573,Pass,True
,,,,,,,,,,,,,,,,,,4.063724,,,,,,,,,,efd1b582-73d4-4e6f-976f-410956f18874,106,,"[6.0, 44.0]",3754002,3,,,,,-0.40214172,,Right Foot,,,"[76.3, 14.1]",,High Pass,,76.39437,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,12,Leicester City,22,['8299ab08-3d5d-4959-8583-e427b3e0012a'],23,,,,,,,,,,,,,,,,Leicester City,22,00:03:23.007,Pass,
,,,,,,,,,,,,,,,,,,0.856023,,,,,,,,,,9f04f074-0a2a-436b-9cbd-f6e7f47afe12,108,,"[76.3, 14.1]",3754002,3,,,,,2.3162158,,Head,,,"[75.1, 15.4]",,Low Pass,,1.7691807,,,N''Golo Kanté,3961.0,,,,Recovery,1,From Goal Kick,Christian Fuchs,3812.0,Left Back,12,Leicester City,22,['98834444-8448-407c-b8f1-d125c14b02f0'],28,,,,,,,,,,,,,,,,Leicester City,22,00:03:28.177,Pass,
,,,,,,,,,,,,,,,,,,1.138781,,,,,,,,,,887406b2-bdb6-4bc2-bb74-3ee75597ba46,110,,"[74.4, 16.0]",3754002,3,,,,,1.0999025,,Right Foot,,,"[77.2, 21.5]",,Low Pass,,6.1717095,,,Danny Drinkwater,3662.0,,,,,1,From Goal Kick,N''Golo Kanté,3961.0,Right Center Midfield,12,Leicester City,22,['951cdd84-c94d-4b9e-9fec-b9409daee4c1'],29,,,,,,,,,,,,,,,,Leicester City,22,00:03:29.033,Pass,
,,,,,,,,,,,,,,,,,,1.283738,,,,,,,,,,970cffd3-7f1d-4ec1-98c5-59e6d2229088,116,,"[43.2, 61.0]",3754002,3,,,,,-1.0641887,,Left Foot,,,"[52.8, 43.7]",,Ground Pass,,19.785095,,,Moussa Sissoko,3091.0,,,,Recovery,1,Regular Play,Jonjo Shelvey,3057.0,Left Defensive Midfield,13,Newcastle United,37,['094831ab-960e-4135-9a91-03bf90c8de04'],31,,,,,,,,,,,,,,,,Newcastle United,37,00:03:31.246,Pass,
,,,,,,,,,,,,,,,,,,2.101065,,,,,,,,,,c64463f4-8f5a-4a73-907c-abfc37866ac2,121,,"[98.4, 70.3]",3754002,3,,,,,-1.1986015,409c02ce-2c20-4a6f-b3e0-13cf99a176d4,Right Foot,True,,"[111.4, 37.0]",,High Pass,,35.74759,,,Aleksandar Mitrović,4269.0,True,,,,1,Regular Play,Moussa Sissoko,3091.0,Left Wing,13,Newcastle United,37,"['24b2a635-5988-4e19-bb29-8bf97cdb11e3', '27188383-50b3-47b2-9232-8c854f7c8e01']",41,,,,,,,,,,,,,,,,Newcastle United,37,00:03:41.505,Pass,True
,,,,,,,,,,,,,,,,,,2.167261,,,,,,,,,,dceeab9f-23d6-44c3-8f60-4abc8f301067,132,,"[6.0, 44.0]",3754002,4,,True,,,-0.9377791,,Left Foot,,,"[29.7, 11.7]",,Ground Pass,,40.062202,,,Christian Fuchs,3812.0,,,,Goal Kick,1,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,14,Leicester City,22,['3b2d650c-92cc-47fd-b630-7a70fb76e436'],7,,,,,,,,,,,,,,,,Leicester City,22,00:04:07.316,Pass,
,,,,,,,,,,,,,,,,,,1.593143,,,,,,,,,,dd9753e8-5cd8-479f-a338-dffeb573a195,134,,"[34.9, 7.3]",3754002,4,,,,,1.7256167,,Left Foot,,,"[32.2, 24.6]",,Ground Pass,,17.509426,,,Robert Huth,40123.0,,,,,1,From Goal Kick,Christian Fuchs,3812.0,Left Back,14,Leicester City,22,['be733a7e-cb17-41a4-b899-5d271aa682c6'],11,,,,,,,,,,,,,,,,Leicester City,22,00:04:11.283,Pass,
,,,,,,,,,,,,,,,,,,1.409953,,,,,,,,,,1838d1b0-39a7-4d5e-a826-c4636dc84962,137,,"[32.2, 24.6]",3754002,4,,,,,1.6634669,,Right Foot,,,"[29.7, 51.5]",,Ground Pass,,27.01592,,,Wes Morgan,3813.0,,,,,1,From Goal Kick,Robert Huth,40123.0,Left Center Back,14,Leicester City,22,['24bb30c5-76d1-4b3a-bee7-b3627f32daf7'],14,,,,,,,,,,,,,,,,Leicester City,22,00:04:14.392,Pass,
,,,,,,,,,,,,,,,,,,1.086743,,,,,,,,,,f1850d58-5428-457d-9f6e-5a6d79b836aa,140,,"[32.8, 50.2]",3754002,4,,,,,0.97615373,,Right Foot,,,"[44.5, 67.5]",,Ground Pass,,20.884922,,,Danny Simpson,3270.0,,,,,1,From Goal Kick,Wes Morgan,3813.0,Right Center Back,14,Leicester City,22,['32ee2095-7f7c-4ee5-b790-fac4fbc3fb88'],17,,,,,,,,,,,,,,,,Leicester City,22,00:04:17.009,Pass,
,,,,,,,,,,,,,,,,,,1.207852,,,,,,,,,,ab9e63f7-f93e-4e49-9efb-b924f16b48ec,149,,"[43.6, 55.2]",3754002,4,,,,,-2.9742534,,Right Foot,,,"[28.8, 52.7]",,Ground Pass,,15.009664,,,Wes Morgan,3813.0,,,,,1,From Goal Kick,Danny Drinkwater,3662.0,Left Center Midfield,14,Leicester City,22,['13e38616-b85c-4bde-b041-05b406d821cc'],21,,,,,,,,,,,,,,,,Leicester City,22,00:04:21.301,Pass,
