ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.58597,,,,,,,,,b7ec40b7-5566-4813-b6af-16bd6c112957,18,,"[24.7, 52.5]",3754094,0,,,,-0.41752648,,Head,,,,"[38.0, 46.6]",,High Pass,,14.549914,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,Recovery,1,From Kick Off,Philipp Wollscheid,40121.0,Right Center Back,2,Manchester United,39,"['9ba1e9c6-0904-49e4-aeda-02471a8f0857', 'ba2a5f4e-1d7a-4c6d-aff7-197aa9294eb4']",16,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:16.313,Pass,
,,,,,,,,,,,,,,,,0.70789,,,,,,,,,9ba1e9c6-0904-49e4-aeda-02471a8f0857,21,,"[82.1, 33.5]",3754094,0,,,True,-0.08145204,,,,,,"[87.0, 33.1]",,High Pass,,4.9162993,,,,Marouane Fellaini-Bakkioui,3296.0,,,,,Recovery,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,"['2a5383f8-e3e3-41a3-a5a8-6672e09328ec', 'b7ec40b7-5566-4813-b6af-16bd6c112957', 'dd054afb-b20b-4d7c-ba92-7554c062b817']",17,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:17.899,Pass,True
,,,,,,,,,,,,,,,,1.397798,,,,,,,,,f8432051-019f-4487-962b-00e8585b590d,25,,"[87.0, 33.3]",3754094,0,,,,-2.882587,,Left Foot,,,,"[75.3, 30.2]",,High Pass,,12.103719,,,,Michael Carrick,4751.0,,,,,,1,From Kick Off,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,2,Manchester United,39,"['2624d743-4cd9-4880-86b7-727d63043f55', '4beab75f-113f-40f0-af6d-340dc4c9daf0']",19,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:19.127,Pass,True
,,,,,,,,,,,,,,,,2.000705,,,,,,,,,1b339e61-340c-4e4f-9cd5-b10c33c77d76,30,,"[75.3, 32.1]",3754094,0,,,,-1.295299,,Right Foot,,,,"[83.3, 3.8]",,High Pass,,29.409012,,,,Anthony Martial,20039.0,,,,,,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,"['181c5530-ca44-4821-b4f9-9df846b6ff55', 'd9e9adcf-e9ff-48d5-9d82-a2bba705dd62']",20,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:20.525,Pass,True
,,,,,,,,,,,,,,,,1.077605,,,,,,,,,20002113-209e-4c92-8ab6-2c6ea8dd736f,33,,"[96.6, 6.8]",3754094,0,,,,-0.65381,,Right Foot,,,,"[104.3, 0.9]",,Ground Pass,,9.700516,,,,Cameron Borthwick-Jackson,10779.0,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Wing,2,Manchester United,39,['b5cfc9c9-e481-4f00-9a24-bfac1e9be6a7'],26,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:26.774,Pass,
,,,,,,,,,,,,,,,,1.309595,,,,,,,,,65cacc67-2c13-48e7-8d5a-0bb8f8cc0a04,36,,"[103.8, 3.4]",3754094,0,,,,1.9842769,,Left Foot,,,,"[99.5, 13.2]",,Ground Pass,,10.701869,,,,Michael Carrick,4751.0,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,['c7f0b170-1833-4b72-be09-5af01e01594d'],30,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:30.875,Pass,
,,,,,,,,,,,,,,,,0.808116,,,,,,,,,e21e9935-42d1-48b6-9d49-961195357fc6,39,,"[99.9, 12.0]",3754094,0,,,,-1.9573027,,Right Foot,,,,"[96.4, 3.4]",,Ground Pass,,9.284934,,,,Anthony Martial,20039.0,,,,,,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,['4ed5bdd8-cf0b-465f-a9c7-87e96142cdfd'],32,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:32.581,Pass,
,,,,,,,,,,,,,,,,2.085389,,,,,,,,,2682ee35-8d38-40c4-8b61-7856961fcb8c,42,,"[89.1, 12.9]",3754094,0,,,,-3.0601406,,Right Foot,,,,"[64.6, 10.9]",,Ground Pass,,24.581497,,,,Daley Blind,3311.0,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Wing,2,Manchester United,39,['4307b327-7e04-41b3-ba18-46e152687697'],36,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:36.331,Pass,
,,,,,,,,,,,,,,,,1.130476,,,,,,,,,3662aa65-8330-4769-9a01-6d528d9cd8ca,45,,"[69.7, 11.2]",3754094,0,,,,-0.7449578,,Left Foot,,,,"[78.7, 2.9]",,Ground Pass,,12.242957,,,,Cameron Borthwick-Jackson,10779.0,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,['cb96b498-991a-4ace-8a08-106b5a8ed721'],41,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:41.401,Pass,
,,,,,,,,,,,,,,,,0.769335,,,,,,,,,27e56e64-ae26-4de6-b5d0-94eb7ad9f982,48,,"[78.8, 4.3]",3754094,0,,,,0.5292468,,Left Foot,,,,"[84.1, 7.4]",,Ground Pass,,6.140033,,,,Anthony Martial,20039.0,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,['cde87b83-8b05-4b66-b93d-2e38ac13350a'],43,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:43.435,Pass,
,,,,,,,,,,,,,,,,0.695835,,,,,,,,,b2cab2c7-ec96-4ed5-82f6-a346cf25b915,50,,"[83.0, 6.4]",3754094,0,,,,-1.9914597,,Right Foot,,,,"[81.3, 2.6]",,Ground Pass,,4.1629314,,,,Cameron Borthwick-Jackson,10779.0,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Wing,2,Manchester United,39,['1e415645-7535-46e4-8452-1d7569ce4525'],44,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:44.205,Pass,
,,,,,,,,,,,,,,,,0.928351,,,,,,,,,95f7395d-b912-4e82-860e-7a300f04c105,53,,"[81.3, 2.6]",3754094,0,,,,1.7403845,,Left Foot,,,,"[78.8, 17.2]",,Ground Pass,,14.812494,,,,Michael Carrick,4751.0,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,['f7bd733e-3919-49c3-bfa8-ca00c84070e6'],45,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:45.517,Pass,
,,,,,,,,,,,,,,,,1.248696,,,,,,,,,33920042-8e3f-42a0-867f-6f73280a991b,56,,"[74.1, 21.4]",3754094,0,,,,1.9817405,,Right Foot,,,,"[66.3, 39.3]",,Low Pass,,19.525623,,,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,['4db8b51f-c276-44b8-a699-fed1edf8b5cb'],47,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:47.683,Pass,
,,,,,,,,,,,,,,,,2.051472,,,,,,,,,345e38c0-f508-40f9-9a9d-c7e95c796ec6,59,,"[70.3, 44.6]",3754094,0,,,,1.3610252,,Right Foot,,,,"[76.9, 75.6]",,Ground Pass,,31.694794,,,,Matteo Darmian,4587.0,,,,,,1,From Kick Off,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,2,Manchester United,39,['2248aec8-7b0c-47d9-b8f8-f55f91196e54'],51,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:51.278,Pass,
,,,,,,,,,,,,,,,,1.028822,,,,,,,,,b38c8fed-968a-4eb0-b157-3f2fa052556c,63,,"[75.9, 74.8]",3754094,0,,,,-1.7901806,,Right Foot,,,,"[72.6, 60.0]",,Ground Pass,,15.163443,,,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,From Kick Off,Matteo Darmian,4587.0,Right Back,2,Manchester United,39,['116e9251-5b62-4032-8862-09b6af7f70e6'],53,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:53.724,Pass,
,,,,,,,,,,,,,,,,1.327692,,,,,,,,,0f4c4f28-3c74-4c7b-b1b0-58b41dca29f5,66,,"[73.4, 60.6]",3754094,0,,,,0.54411864,,Right Foot,,,,"[85.3, 67.8]",,Ground Pass,,13.90863,,,,Matteo Darmian,4587.0,,,,,,1,From Kick Off,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,2,Manchester United,39,['627a9ef6-3646-4d26-9b87-618c3a3ceb91'],54,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:54.833,Pass,
,,,,,,,,,,,,,,,,0.952261,,,,,,,,,a7075328-4678-4628-ae7b-66e06f69fafc,69,,"[86.1, 67.0]",3754094,0,,,,-1.6964467,,Right Foot,,,,"[84.9, 57.5]",,Ground Pass,,9.57549,,,,Jesse Lingard,3293.0,,,,,,1,From Kick Off,Matteo Darmian,4587.0,Right Back,2,Manchester United,39,"['056db790-41f8-46bd-90c2-e3882c03cf8b', '2cd678a3-e300-4f4f-9b5d-47048eff48a9']",56,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:56.161,Pass,True
,,,,,,,,,,,,,,,,0.782691,,,,,,,,,6e4ebb31-0c3b-405d-a3a3-80bfa8b1431d,72,,"[84.9, 58.1]",3754094,0,,,,-1.7475052,,Right Foot,,,,"[81.9, 41.3]",,Ground Pass,,17.065756,,,,Juan Manuel Mata García,3294.0,,,,,,1,From Kick Off,Jesse Lingard,3293.0,Right Wing,2,Manchester United,39,['a0bf4b7c-9f90-4559-9776-5f7055111d9a'],59,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:59.127,Pass,
,,,,,,,,,,,,,,,,1.233466,,,,,,,,,d147c317-09c2-402b-a9fb-3410717367e8,75,,"[81.9, 40.7]",3754094,1,,,,-0.85697377,,Left Foot,,,,"[94.2, 26.5]",,Ground Pass,,18.78643,,,,Anthony Martial,20039.0,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,['d3eae453-47e5-4ea7-af6a-deb28bf9e978'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:00.896,Pass,
,,,,,,,,,,,,,,,,1.08475,,,,,,,,,aa80d998-d8c5-4f80-bbe0-dae28f4d8cdc,78,,"[93.4, 27.0]",3754094,1,,,,3.1415927,,Right Foot,,,,"[84.1, 27.0]",,Ground Pass,,9.3,,,,Juan Manuel Mata García,3294.0,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Wing,2,Manchester United,39,"['a3505c04-821a-41b4-8791-bb340ded09f8', 'ed587834-5574-4c74-b24b-f1e7505f637d']",2,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:02.129,Pass,True
,,,,,,,,,,,,,,,,1.677212,,,,,,,,,c6ace0e7-1127-4fa9-9e91-c0ae0be8e0a0,81,,"[84.3, 28.1]",3754094,1,,,,0.6235607,,Left Foot,,,,"[107.1, 44.5]",,High Pass,,28.085583,,Incomplete,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,"['22b2e58d-99f9-438f-9fe1-f5ea72376fe7', 'f8b3541e-1ac8-4c17-9164-1d7a7f075dc5']",5,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:05.065,Pass,
,,,,,,,,,,,,,,,,0.883248,,,,,,,,,32de1353-c24d-42b8-a0d4-213810b33198,84,,"[86.7, 11.2]",3754094,1,,,,-2.1854594,,Left Foot,,,,"[81.9, 4.4]",,Low Pass,,8.323461,,,,Cameron Borthwick-Jackson,10779.0,,,,,Recovery,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,['7cdd76d8-b425-4ad6-bdad-a46627bc5791'],10,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:10.225,Pass,
,,,,,,,,,,,,,,,,1.320497,,,,,,,,,e558e556-aade-4df7-aa45-f1d0ffbab89d,88,,"[82.1, 3.8]",3754094,1,,,,1.9588308,,Left Foot,,,,"[76.5, 17.5]",,Ground Pass,,14.800338,,,,Michael Carrick,4751.0,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,"['2ebafbdf-85c4-4480-851d-0342850ff8b3', 'fa90ea4e-b0ae-4ccd-863d-4e30ae2e9327']",11,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:11.890,Pass,True
,,,,,,,,,,,,,,,,0.871504,,,,,,,,,d31c3bda-8a47-4f15-846f-5d64eedac4fd,91,,"[75.9, 16.3]",3754094,1,,,,0.48995733,,Left Foot,,,,"[93.9, 25.9]",,Ground Pass,,20.4,,,,Wayne Mark Rooney,3538.0,,,,,,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,['d442db7b-8491-4914-a455-1a7bf0673803'],13,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:13.211,Pass,
,,,,,,,,,,,,,,,,0.572133,,,,,,,,,02c23952-4143-485a-b091-e46f42f84c6c,95,,"[94.5, 26.1]",3754094,1,,,,-2.4725497,,Right Foot,,,,"[90.2, 22.7]",,Ground Pass,,5.481788,,,,Anthony Martial,20039.0,,,,,,1,From Kick Off,Wayne Mark Rooney,3538.0,Center Forward,2,Manchester United,39,"['3504d904-7bb5-482e-b21b-cfb1a658eed3', 'a14c3a4a-0762-4cbb-94e8-ea9115f7d691']",14,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:14.162,Pass,True
,,,,,,,,,,,,,,,,1.286606,,,,,,,,,830135bf-9a58-4f25-a135-56398fdf2226,98,,"[89.3, 23.8]",3754094,1,,,,2.1485052,,Right Foot,,,,"[79.0, 39.6]",,Ground Pass,,18.860806,,,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Wing,2,Manchester United,39,['07473af2-f32f-4d2b-9833-65cb4e99c405'],16,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:16.111,Pass,
,,,,,,,,,,,,,,,,0.737076,,,,,,,,,b57070d5-de9f-437e-8827-f6fa0c6b13c0,101,,"[78.8, 45.6]",3754094,1,,,,-0.70449406,,Right Foot,,,,"[86.8, 38.8]",,Ground Pass,,10.499524,,,,Jesse Lingard,3293.0,,,,,,1,From Kick Off,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,2,Manchester United,39,['6c9542cd-fdb3-40da-b63a-732d00e57fbe'],18,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:18.535,Pass,
,,,,,,,,,,,,,,,,0.982332,,,,,,,,,57b9a8fb-d7f6-44ec-8b75-d77638d25567,104,,"[87.4, 30.8]",3754094,1,,,,-1.5271733,,Right Foot,,,,"[88.5, 5.6]",,Ground Pass,,25.223997,,,,Cameron Borthwick-Jackson,10779.0,,,,,,1,From Kick Off,Jesse Lingard,3293.0,Right Wing,2,Manchester United,39,['f14f19a9-8b3f-4976-9fc5-5dfd9d17241c'],21,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:21.319,Pass,
,,,,,,,,,,,,,,,,3.364955,,,,,,,,,b51026d9-b924-42b0-a830-9b376f59391f,107,,"[90.4, 7.4]",3754094,1,,,,-0.2031663,,Left Foot,,,,"[113.7, 2.6]",,Ground Pass,,23.789284,,,,Juan Manuel Mata García,3294.0,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,['9182669b-e8bd-4f05-9b48-c349ddd28424'],23,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:23.996,Pass,
,,,,,,,,,,,,,,,,1.309824,,,,,,,,,be9bb06c-b88f-4a17-bb71-9baeecd77ed2,110,,"[117.1, 3.2]",3754094,1,,,,1.8467275,,Left Foot,True,True,,"[109.2, 31.1]",,Low Pass,,28.996897,,Incomplete,,,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,['e13a1f8b-bdc0-45d3-a4a5-dd4b167e29e2'],27,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:27.381,Pass,
,,,,,,,,,,,,,,,,2.053988,,,,,,,,,6e040d02-16b3-4c14-b3c9-2f65185119ff,117,,"[48.4, 3.2]",3754094,1,,,,1.5824237,,Right Foot,,,,"[48.2, 20.4]",,Ground Pass,,17.201162,,,,Michael Carrick,4751.0,,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,"['dcc64f3b-11d8-41fe-b5ba-4ce5ec310529', 'ec4bcfdf-4098-4c75-9043-68961d9a1386']",37,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:37.591,Pass,True
,,,,,,,,,,,,,,,,0.914697,,,,,,,,,f3ee7ab8-530b-4270-a24d-3c874f096058,121,,"[40.4, 23.8]",3754094,1,,,,-2.1928284,,Left Foot,,,,"[32.8, 13.2]",,Ground Pass,,13.043006,,,,Chris Smalling,10958.0,,,,,,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,"['d8a2cf19-270b-4d1c-9d69-c5314765814e', 'eca6cb48-dc34-441c-98b5-29d69fd50c73']",41,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:41.005,Pass,True
,,,,,,,,,,,,,,,,1.210593,,,,,,,,,7cc34766-2723-467f-82ad-ddbfd8f54b65,124,,"[51.9, 23.8]",3754094,1,,,,0.3520443,,Right Foot,,,,"[66.6, 29.2]",,Ground Pass,,15.6604595,,,,Juan Manuel Mata García,3294.0,,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['0bf762a0-20dd-4470-9b22-b92b70410138'],45,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:45.643,Pass,
