ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,0ad32bb7-02a3-4e6e-bc09-2066e9d6181e,3610,,"[101.0, 72.7]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jesse Lingard,3293.0,Right Wing,178,Manchester United,39,['8c49986b-8dbf-4fdd-bf3c-97fc76f51464'],12,,,,,,,,,,,,,,,,,,Manchester United,39,00:47:12.750,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,d06810f0-6cdd-4571-b7b1-2dfbcfbcacc4,3614,,"[99.9, 62.2]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Wayne Mark Rooney,3538.0,Center Forward,179,Manchester United,39,"['15df7319-3f9a-4f98-b2fa-6cf00f428c8e', 'e0715a15-9988-4499-a92d-75a971f8159a']",28,,,,,,,,,,,,,,,,,,Manchester United,39,00:47:28.175,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,0995faa9-603f-429d-a227-e657433c27e4,3616,,"[102.9, 65.2]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jesse Lingard,3293.0,Right Wing,179,Manchester United,39,['a7933405-2c37-47fa-a9e8-e3eb32ae2651'],30,,,,,,,,,,,,,,,,,,Manchester United,39,00:47:30.052,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,cb7d72ba-edfa-40b0-b76c-24b58eff347b,3620,,"[47.1, 18.4]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Peter Crouch,4040.0,Center Forward,179,Manchester United,39,['c86cbe14-50b7-4d85-ba5f-295ab7bbed8c'],32,,,,,,,,,,,,,,,,,,Stoke City,30,00:47:32.618,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,b20979c6-e38d-4cfb-b395-5d1032b8ae65,3624,,"[92.5, 72.7]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jesse Lingard,3293.0,Right Wing,179,Manchester United,39,['02b29b7c-8171-46c7-b5ff-873ca010fde6'],36,,,,,,,,,,,,,,,,,,Manchester United,39,00:47:36.308,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,68d89921-b567-4f81-8bd6-9a84ebedea3f,3626,,"[91.9, 69.0]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ander Herrera Agüera,3606.0,Right Defensive Midfield,179,Manchester United,39,['77142180-9ecb-4a29-ad23-435eecfd65e9'],37,,,,,,,,,,,,,,,,,,Manchester United,39,00:47:37.034,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,dd1b4224-7563-4109-9972-176210d75b12,3628,,"[92.1, 73.5]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jesse Lingard,3293.0,Right Wing,179,Manchester United,39,['f9619c48-de5f-428d-a304-c570c7a89a5e'],38,,,,,,,,,,,,,,,,,,Manchester United,39,00:47:38.625,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,220e9273-bdb8-4e1c-a30e-09599a901453,3631,,"[99.5, 59.5]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andreas Hoelgebaum Pereira,6846.0,Center Attacking Midfield,179,Manchester United,39,['0a426c1f-5ea8-475f-bbd0-f3d0dbb96395'],40,,,,,,,,,,,,,,,,,,Manchester United,39,00:47:40.283,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,87c3c8be-53ca-440b-bcf1-d26dcd795870,3637,,"[12.6, 16.2]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Erik Pieters,3467.0,Left Back,180,Stoke City,30,['982aec00-e975-4c7b-bf06-309c1f7f75d4'],43,,,,,,,,,,,,,,,,,,Stoke City,30,00:47:43.763,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,527623dc-fd5e-4426-b334-28c98a3e0182,3640,,"[28.4, 15.5]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stephen Ireland,4632.0,Center Attacking Midfield,180,Stoke City,30,['05fb7ab5-26e6-40d1-82c6-4c7d3b2cd8ef'],45,,,,,,,,,,,,,,,,,,Stoke City,30,00:47:45.123,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,a8c5a6ab-9455-4dc0-aebb-a09ed953991d,3644,,"[42.2, 59.2]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Glen Johnson,4724.0,Right Center Back,180,Stoke City,30,['de4e21bb-1eb3-47e2-aff2-a5adbfc8656e'],52,,,,,,,,,,,,,,,,,,Stoke City,30,00:47:52.927,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c232b4f5-ae74-49b8-81be-c10bf66d8ba2,3647,,"[55.0, 74.3]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Phil Bardsley,3643.0,Right Back,180,Stoke City,30,['210e9dba-3cf2-40ab-8ef7-0f8b883a8af5'],55,,,,,,,,,,,,,,,,,,Stoke City,30,00:47:55.223,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,9af71924-1951-4da8-9836-0ed38cd3c243,3650,,"[40.0, 63.4]",3754094,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Glen Johnson,4724.0,Right Center Back,180,Stoke City,30,['d512709a-3faf-4831-aeaa-b4aeedc72795'],58,,,,,,,,,,,,,,,,,,Stoke City,30,00:47:58.183,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,de6809ab-4585-4857-8dad-63e8796456a4,3653,,"[6.6, 36.7]",3754094,93,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jack Butland,3537.0,Goalkeeper,180,Stoke City,30,['5ec07d5f-0612-4b52-af63-7ec637ad8e01'],2,,,,,,,,,,,,,,,,,,Stoke City,30,00:48:02.421,Ball Receipt*,
,,,,"[59.5, 37.6]",,,,,,,,,,,,0.117329,,,,,,,,,eab255ba-11e9-4c12-b8e4-6fd5d80637b9,7,,"[59.9, 36.4]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,"['7a3876f6-364e-4316-9f56-5af8b4cffce0', 'd2b37681-02be-4074-9504-0ed0456f95a7']",0,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.986,Carry,
,,,,"[37.1, 31.3]",,,,,,,,,,,,1.233247,,,,,,,,,4d84d6c6-746f-43d5-88ee-2cfd23c59367,10,,"[33.8, 31.3]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,"['3a37dbbd-1075-4951-ae63-552f42300b66', '499c83f5-de78-489d-843c-67d4c3f6630e']",3,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:03.038,Carry,
,,,,"[87.0, 33.3]",,,,,,,,,,,,0.519849,,,,,,,,,31186ca7-2013-4559-bce9-02d117aebd69,24,,"[87.0, 33.1]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,2,Manchester United,39,"['4beab75f-113f-40f0-af6d-340dc4c9daf0', 'dd054afb-b20b-4d7c-ba92-7554c062b817', 'f8432051-019f-4487-962b-00e8585b590d']",18,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:18.607,Carry,True
,,,,"[75.3, 32.1]",,,,,,,,,,,,1.279122,,,,,,,,,e499f84c-f39d-40e7-8b77-97a8fd7f910f,27,,"[75.3, 30.2]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,"['1b339e61-340c-4e4f-9cd5-b10c33c77d76', '2624d743-4cd9-4880-86b7-727d63043f55', 'a527138a-60fb-45d7-b647-7ab0123ccc65']",19,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:19.246,Carry,True
,,,,"[96.6, 6.8]",,,,,,,,,,,,4.248897,,,,,,,,,2d93ad69-d245-4372-9d30-f63f21f5eb8f,32,,"[83.3, 3.8]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Wing,2,Manchester United,39,"['20002113-209e-4c92-8ab6-2c6ea8dd736f', 'd9e9adcf-e9ff-48d5-9d82-a2bba705dd62']",22,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:22.525,Carry,
,,,,"[103.8, 3.4]",,,,,,,,,,,,3.022599,,,,,,,,,617f6fc8-e9a0-4d89-a1f9-64af94204511,35,,"[104.3, 0.9]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,"['65cacc67-2c13-48e7-8d5a-0bb8f8cc0a04', 'b5cfc9c9-e481-4f00-9a24-bfac1e9be6a7']",27,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:27.852,Carry,
,,,,"[99.9, 12.0]",,,,,,,,,,,,0.396393,,,,,,,,,68ef5225-613c-4bf9-96ce-a9c233ee8041,38,,"[99.5, 13.2]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,"['c7f0b170-1833-4b72-be09-5af01e01594d', 'e21e9935-42d1-48b6-9d49-961195357fc6']",32,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:32.184,Carry,
,,,,"[89.1, 12.9]",,,,,,,,,,,,2.942701,,,,,,,,,6e7b830c-7813-4cb6-a08a-0180f9ddcb35,41,,"[96.4, 3.4]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Wing,2,Manchester United,39,"['2682ee35-8d38-40c4-8b61-7856961fcb8c', '4ed5bdd8-cf0b-465f-a9c7-87e96142cdfd']",33,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:33.389,Carry,
,,,,"[69.7, 11.2]",,,,,,,,,,,,2.984099,,,,,,,,,e27bf634-83b8-478f-8f5d-63713ef46829,44,,"[64.6, 10.9]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,"['3662aa65-8330-4769-9a01-6d528d9cd8ca', '4307b327-7e04-41b3-ba18-46e152687697']",38,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:38.417,Carry,
,,,,"[78.8, 4.3]",,,,,,,,,,,,0.903916,,,,,,,,,109d83b4-f776-4ce0-aab8-f895b4024e3d,47,,"[78.7, 2.9]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,"['27e56e64-ae26-4de6-b5d0-94eb7ad9f982', 'cb96b498-991a-4ace-8a08-106b5a8ed721']",42,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:42.531,Carry,
,,,,"[81.3, 2.6]",,,,,,,,,,,,0.61611,,,,,,,,,3446ef79-04fc-4d30-9890-6831fc85a881,52,,"[81.3, 2.6]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,"['1e415645-7535-46e4-8452-1d7569ce4525', '95f7395d-b912-4e82-860e-7a300f04c105']",44,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:44.900,Carry,
,,,,"[74.1, 21.4]",,,,,,,,,,,,1.238288,,,,,,,,,a4194d12-ff83-4b87-af96-b704ef35b926,55,,"[78.8, 17.2]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,"['33920042-8e3f-42a0-867f-6f73280a991b', 'f7bd733e-3919-49c3-bfa8-ca00c84070e6']",46,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:46.445,Carry,
,,,,"[70.3, 44.6]",,,,,,,,,,,,2.346328,,,,,,,,,30ec748b-4865-4a1f-9cc6-7f1dca2d9d9b,58,,"[66.3, 39.3]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,2,Manchester United,39,"['345e38c0-f508-40f9-9a9d-c7e95c796ec6', '4db8b51f-c276-44b8-a699-fed1edf8b5cb']",48,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:48.932,Carry,
,,,,"[75.9, 74.8]",,,,,,,,,,,,0.394479,,,,,,,,,618f888e-af47-4769-98f5-747d7d9fd6ef,62,,"[76.9, 75.6]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Matteo Darmian,4587.0,Right Back,2,Manchester United,39,"['08ac7bd7-b8b6-4637-aa4a-6071782c695e', '2248aec8-7b0c-47d9-b8f8-f55f91196e54', 'b38c8fed-968a-4eb0-b157-3f2fa052556c']",53,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:53.330,Carry,True
,,,,"[73.4, 60.6]",,,,,,,,,,,,0.079999,,,,,,,,,c87930d7-5d09-4e65-a4ab-45bdf95e922e,65,,"[72.6, 60.0]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,2,Manchester United,39,"['0f4c4f28-3c74-4c7b-b1b0-58b41dca29f5', '116e9251-5b62-4032-8862-09b6af7f70e6']",54,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:54.753,Carry,
,,,,"[84.9, 58.1]",,,,,,,,,,,,2.014448,,,,,,,,,97e3ea0a-484c-47aa-8679-c64c3a2c656d,71,,"[84.9, 57.5]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jesse Lingard,3293.0,Right Wing,2,Manchester United,39,"['2cd678a3-e300-4f4f-9b5d-47048eff48a9', '6e4ebb31-0c3b-405d-a3a3-80bfa8b1431d']",57,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:57.113,Carry,
,,,,"[81.9, 40.7]",,,,,,,,,,,,0.985865,,,,,,,,,ab79364d-fe83-4593-b8c8-18cd0cfcb5e3,74,,"[81.9, 41.3]",3754094,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,"['a0bf4b7c-9f90-4559-9776-5f7055111d9a', 'd147c317-09c2-402b-a9fb-3410717367e8']",59,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:59.910,Carry,
,,,,"[84.3, 28.1]",,,,,,,,,,,,1.851226,,,,,,,,,cf4dbb0b-808f-4e88-84de-cb673a90841e,80,,"[84.1, 27.0]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,"['c6ace0e7-1127-4fa9-9e91-c0ae0be8e0a0', 'ed587834-5574-4c74-b24b-f1e7505f637d']",3,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:03.214,Carry,
,,,,"[82.1, 3.8]",,,,,,,,,,,,0.781998,,,,,,,,,c2adb776-eb66-4f9c-9227-2bfcffffcfd0,86,,"[81.9, 4.4]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,"['7cdd76d8-b425-4ad6-bdad-a46627bc5791', 'e558e556-aade-4df7-aa45-f1d0ffbab89d', 'fa90ea4e-b0ae-4ccd-863d-4e30ae2e9327']",11,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:11.108,Carry,True
,,,,"[94.5, 26.1]",,,,,,,,,,,,0.08,,,,,,,,,1a66dae6-ff91-4ab9-9fba-7fb2f0bdc0fb,94,,"[93.9, 25.9]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Wayne Mark Rooney,3538.0,Center Forward,2,Manchester United,39,"['02c23952-4143-485a-b091-e46f42f84c6c', '3504d904-7bb5-482e-b21b-cfb1a658eed3', 'd442db7b-8491-4914-a455-1a7bf0673803']",14,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:14.082,Carry,True
,,,,"[89.3, 23.8]",,,,,,,,,,,,1.376515,,,,,,,,,e3f3c113-febc-4856-9445-bc7586e7031d,97,,"[90.2, 22.7]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Wing,2,Manchester United,39,"['830135bf-9a58-4f25-a135-56398fdf2226', 'a14c3a4a-0762-4cbb-94e8-ea9115f7d691']",14,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:14.734,Carry,
,,,,"[78.8, 45.6]",,,,,,,,,,,,1.137729,,,,,,,,,29700a6d-ca54-44f7-953c-fc8b24ab65e0,100,,"[79.0, 39.6]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marouane Fellaini-Bakkioui,3296.0,Right Defensive Midfield,2,Manchester United,39,"['07473af2-f32f-4d2b-9833-65cb4e99c405', 'b57070d5-de9f-437e-8827-f6fa0c6b13c0']",17,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:17.398,Carry,
,,,,"[87.4, 30.8]",,,,,,,,,,,,2.046615,,,,,,,,,8823cdf5-e600-4e31-bf40-e8aa1f72cc96,103,,"[86.8, 38.8]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jesse Lingard,3293.0,Right Wing,2,Manchester United,39,"['57b9a8fb-d7f6-44ec-8b75-d77638d25567', '6c9542cd-fdb3-40da-b63a-732d00e57fbe']",19,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:19.272,Carry,
,,,,"[90.4, 7.4]",,,,,,,,,,,,1.695059,,,,,,,,,27f67369-449a-41aa-a908-a263d02a0c41,106,,"[88.5, 5.6]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Cameron Borthwick-Jackson,10779.0,Left Back,2,Manchester United,39,"['b51026d9-b924-42b0-a830-9b376f59391f', 'f14f19a9-8b3f-4976-9fc5-5dfd9d17241c']",22,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:22.301,Carry,
,,,,"[117.1, 3.2]",,,,,,,,,,,,0.019655,,,,,,,,,1e32f1f3-b69d-4cb4-b788-5a4d29ff4e35,109,,"[113.7, 2.6]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,"['9182669b-e8bd-4f05-9b48-c349ddd28424', 'be9bb06c-b88f-4a17-bb71-9baeecd77ed2']",27,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:27.361,Carry,
,,,,"[48.4, 3.2]",,,,,,,,,,,,1.645127,,,,,,,,,ed3865c1-675a-4012-815b-5e97f013437a,115,,"[60.7, 3.8]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,"['0ee0e183-2622-4fd6-ae45-5a438d30a42c', '6e040d02-16b3-4c14-b3c9-2f65185119ff', 'dcc64f3b-11d8-41fe-b5ba-4ce5ec310529']",35,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:35.946,Carry,True
,,,,"[40.4, 23.8]",,,,,,,,,,,,1.359718,,,,,,,,,5f7ecc8e-7969-4075-853b-1a9c4b02ab17,119,,"[48.2, 20.4]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Michael Carrick,4751.0,Left Defensive Midfield,2,Manchester United,39,"['d8a2cf19-270b-4d1c-9d69-c5314765814e', 'ec4bcfdf-4098-4c75-9043-68961d9a1386', 'f3ee7ab8-530b-4270-a24d-3c874f096058']",39,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:39.645,Carry,True
,,,,"[51.9, 23.8]",,,,,,,,,,,,3.723434,,,,,,,,,f6f9eb96-6d33-44ef-b7c0-6f443b79f520,123,,"[32.8, 13.2]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,"['7cc34766-2723-467f-82ad-ddbfd8f54b65', 'eca6cb48-dc34-441c-98b5-29d69fd50c73']",41,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:41.920,Carry,
,,,,"[65.2, 12.3]",,,,,,,,,,,,4.190506,,,,,,,,,20a0b58c-74ff-46ff-a9ab-7953a95162f7,126,,"[66.6, 29.2]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,"['0bf762a0-20dd-4470-9b22-b92b70410138', '7c089d31-9af2-4af3-b71e-f2568ace8820', '8dec5b5e-8c43-4bfc-99bd-88f51afe9bcc']",46,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:46.854,Carry,True
,,,,"[71.0, 2.3]",,,,,,,,,,,,2.474776,,,,,,,,,efbb7502-0ae4-4403-963e-bae818dfd9a4,130,,"[65.2, 12.3]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,"['5e825c20-b62d-4daf-89c0-41c187c494f6', '77f4f195-f7fc-43c4-a6f5-e96a0dedc26e', '7c089d31-9af2-4af3-b71e-f2568ace8820', '8dec5b5e-8c43-4bfc-99bd-88f51afe9bcc']",51,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:51.044,Carry,True
,,,,"[106.5, 20.6]",,,,,,,,,,,,4.627387,,,,,,,,,d59d881c-5910-4b22-952f-62bcd043c0f3,136,,"[95.2, 0.3]",3754094,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Wing,2,Manchester United,39,"['c327b05f-e847-4652-b8b8-204fa6110fbc', 'c3b3b44d-c7a7-459d-83aa-88dbadb5a6d5', 'e32e5976-9332-4ec3-8a3f-7ed9c71eb006']",58,,,,,,,,,,,,,,,,,,Manchester United,39,00:01:58.610,Carry,True
,,,,"[71.5, 19.8]",,,,,,,,,,,,1.489064,,,,,,,,,ea8af7ac-df15-4daf-8b36-d2fbf440ad4b,151,,"[70.9, 20.2]",3754094,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Juan Manuel Mata García,3294.0,Center Attacking Midfield,3,Manchester United,39,"['28f4f553-7b62-46ab-9847-9b2569b4341d', '5bc7b494-10d5-4ec6-afa9-7f4b84aeabab', 'c7e92d9e-d035-457c-93a0-11d1cedece15']",42,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:42.291,Carry,True
,,,,"[69.3, 17.7]",,,,,,,,,,,,1.179673,,,,,,,,,0ba36930-9f18-4457-a5cf-b7ed0f16ee77,154,,"[67.5, 22.6]",3754094,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Michael Carrick,4751.0,Left Defensive Midfield,3,Manchester United,39,"['19515dc4-e4df-4109-ab78-19023d242bdd', 'd284a936-ad30-45d5-8a2d-72d7e27d1996']",44,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:44.296,Carry,
,,,,"[82.7, 2.3]",,,,,,,,,,,,0.0207,,,,,,,,,0c1dfb49-6cd1-4b54-a2ad-a1ab03de78e7,157,,"[82.7, 2.3]",3754094,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Daley Blind,3311.0,Left Center Back,3,Manchester United,39,"['be592cdd-0cbf-4e68-8b32-dca1580cfbb2', 'c5bd9592-1e24-42bb-a81f-ed4ff2696900']",46,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:46.875,Carry,
,,,,"[82.1, 6.8]",,,,,,,,,,,,2.422457,,,,,,,,,44c8a840-cc7b-4cb3-8ec2-13b94d185bf5,160,,"[75.3, 6.6]",3754094,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Michael Carrick,4751.0,Left Defensive Midfield,3,Manchester United,39,"['20dbd177-aee2-436f-8abe-b86c887ffbfd', 'f81488ae-e52b-4b94-9f29-5fc650ac178a']",47,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:47.824,Carry,
,,,,"[108.3, 10.5]",,,,,,,,,,,,1.84335,,,,,,,,,ec879bdf-0322-420f-98db-32a4ae50f1e6,163,,"[101.3, 13.0]",3754094,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Anthony Martial,20039.0,Left Wing,3,Manchester United,39,"['26ce70e9-6c09-4d5f-8c73-635d0bbcb1f9', '67f1e3c1-f890-44ea-a113-454949b5db9d', '7de42461-5f98-4edb-8073-d55c41f48f6f']",51,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:51.199,Carry,True
,,,,"[118.3, 13.2]",,,,,,,,,,,,1.89624,,,,,,,,,5ce9e9cc-f586-4c27-a8f0-6c82d6581cc1,167,,"[108.3, 10.5]",3754094,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Anthony Martial,20039.0,Left Wing,3,Manchester United,39,"['1aac4561-46be-4e37-a619-828fad669476', '1c7c1660-d9a1-4873-8792-797abe3b08c7', '67f1e3c1-f890-44ea-a113-454949b5db9d', '7de42461-5f98-4edb-8073-d55c41f48f6f']",53,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:53.043,Carry,True
,,,,"[81.1, 27.3]",,,,,,,,,,,,4.513144,,,,,,,,,d7fdbee5-2768-4093-8fae-56ec5549bf58,180,,"[52.0, 30.4]",3754094,3,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,4,Stoke City,30,"['0f5d8529-08dc-4d58-8ab5-2299029bb413', '20649561-ba4b-4d4b-a6d3-4643ef10236a']",5,,,,,,,,,,,,,,,,,,Stoke City,30,00:03:05.056,Carry,
