50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.955804,,,,,,,,,,,,,616f33fd-102d-49c4-ada1-b3bbd6145dcb,18,,,"[43.9, 13.2]",3754327,0,,,,,0.09966865,,Left Foot,,,"[62.9, 15.1]",,Low Pass,,19.094763,,,,,Ross Barkley,4275.0,,,,,,1,From Kick Off,Bryan Oviedo,5836.0,Left Back,2,Everton,29,"['7f243e63-f4c5-4a13-ae4b-8223bab15e68', 'e89cf4b8-924c-4c92-aafa-e2043e226f9c']",10,,,,,,,,,,,,,,,,,,Everton,29,00:00:10.156,Pass,True
,,,,,,,,,,,,,,,,,,1.170197,,,,,,,,,,,,,17a4a556-531e-4e3b-a2d4-6e4c33d964f0,22,,,"[64.0, 15.4]",3754327,0,,,,,-0.12970254,,Right Foot,,,"[75.5, 13.9]",,Low Pass,,11.597413,,,Incomplete,,Kevin Mirallas,4317.0,,,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,"['029d58ca-6132-403e-af05-951f972610a2', '3cd8e58d-3bab-40dc-85fa-97ead1275497', 'bb277a11-ee7a-458e-b942-da7e7bdd37f2']",11,,,,,,,,,,,,,,,,,,Everton,29,00:00:11.152,Pass,True
,,,,,,,,,,,,,,,,,,1.362382,,,,,,,,,,,,,21ad8aae-b48b-4abb-bee9-579aa95d0e79,25,,,"[44.1, 25.6]",3754327,0,,,,,0.7779909,,Head,,,"[50.9, 32.3]",,High Pass,,9.546204,,,,,James McCarthy,3607.0,,,,,Recovery,1,From Kick Off,José Ramiro Funes Mori,4629.0,Left Center Back,2,Everton,29,['52785b80-09e8-456e-a2ab-b51914aed3ce'],14,,,,,,,,,,,,,,,,,,Everton,29,00:00:14.940,Pass,
,,,,,,,,,,,,,,,,,,1.942232,,,,,,,,,,,,,a70f701b-700f-432a-a521-f030a05c5642,28,,,"[50.7, 32.3]",3754327,0,,,,,2.4964094,,Right Foot,,,"[31.7, 46.6]",,Ground Pass,,23.780033,,,,,Phil Jagielka,20046.0,,,,,,1,From Kick Off,James McCarthy,3607.0,Right Defensive Midfield,2,Everton,29,['c64b6e0c-8209-4db3-92db-39ae27896283'],16,,,,,,,,,,,,,,,,,,Everton,29,00:00:16.378,Pass,
,,,,,,,,,,,,,,,,,,3.040186,,,,,,,,,,,,,0285f3b0-cf68-4f74-ba9f-9a4262f77902,31,,,"[31.7, 49.8]",3754327,0,,,,,0.9649809,,Right Foot,,,"[45.0, 69.0]",,Ground Pass,,23.356585,,,,,Séamus Coleman,4589.0,,,,,,1,From Kick Off,Phil Jagielka,20046.0,Right Center Back,2,Everton,29,['b44bd581-13d7-4043-8d9b-63ecfe6f6cdc'],18,,,,,,,,,,,,,,,,,,Everton,29,00:00:18.399,Pass,
,,,,,,,,,,,,,,,,,,2.113449,,,,,,,,,,,,,1d10293c-d6bd-4267-8beb-530693b629a8,34,,,"[50.9, 75.9]",3754327,0,,,,,-0.6129052,,Right Foot,,,"[75.5, 58.6]",,High Pass,,30.074076,,,,,Romelu Lukaku Menama,3289.0,,,,,,1,From Kick Off,Séamus Coleman,4589.0,Right Back,2,Everton,29,['7710a2b1-e2da-4ed9-b96b-7da1d2440329'],28,,,,,,,,,,,,,,,,,,Everton,29,00:00:28.393,Pass,
,,,,,,,,,,,,,,,,,,0.498315,,,,,,,,,,,,,bef8fed5-be5b-4fc1-abde-1deb49b419ed,37,,,"[74.3, 58.8]",3754327,0,,,,,-2.1057515,,Other,,,"[71.1, 53.4]",,Low Pass,,6.276942,,,,,James McCarthy,3607.0,,,,,,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Everton,29,['5917cf88-5923-439f-a1a2-7148404a0dbf'],30,,,,,,,,,,,,,,,,,,Everton,29,00:00:30.546,Pass,
,,,,,,,,,,,,,,,,,,1.22775,,,,,,,,,,,,,a22fcf7e-4027-48ec-b098-3ea916354e0d,40,,,"[71.1, 53.4]",3754327,0,,,,,1.6373645,,Right Foot,,,"[70.6, 60.9]",,Low Pass,,7.5166483,,,,,Romelu Lukaku Menama,3289.0,,,,,,1,From Kick Off,James McCarthy,3607.0,Right Defensive Midfield,2,Everton,29,['402fd12d-d289-4933-8356-e37b72a5d94e'],31,,,,,,,,,,,,,,,,,,Everton,29,00:00:31.135,Pass,
,,,,,,,,,,,,,,,,,,1.438001,,,,,,,,,,,,,aa1a6ad5-d8be-4be2-9f77-a647b4a416b2,43,,,"[70.6, 60.9]",3754327,0,,,,,-2.024798,,Left Foot,,,"[58.4, 35.9]",,Ground Pass,,27.81798,,,,,Ross Barkley,4275.0,,,,,,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Everton,29,['8311d6c3-ea3f-41a8-81db-4bc5606de02e'],32,,,,,,,,,,,,,,,,,,Everton,29,00:00:32.468,Pass,
,,,,,,,,,,,,,,,,,,0.851833,,,,,,,,,,,,,85acb730-6459-4dd5-97b5-1d16c4283892,47,,,"[61.2, 17.9]",3754327,0,,,,,1.2448264,,Right Foot,,,"[63.6, 25.0]",,Ground Pass,,7.4946647,,,,,Kevin Mirallas,4317.0,,,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,"['42e3241e-440a-42b2-a585-b94a4139a5e7', '9439a0d6-5f20-41ac-9078-33e5ee65b505']",38,,,,,,,,,,,,,,,,,,Everton,29,00:00:38.404,Pass,True
,,,,,,,,,,,,,,,,,,1.396028,,,,,,,,,,,,,9e03eb8d-dcad-41b9-a9a3-64a0dcea9a08,50,,,"[63.6, 25.0]",3754327,0,,,,,-3.0877526,,Right Foot,,,"[46.9, 24.1]",,Ground Pass,,16.724234,,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Kick Off,Kevin Mirallas,4317.0,Left Wing,2,Everton,29,['38091581-fd90-4724-b7b0-86ce62f773f9'],39,,,,,,,,,,,,,,,,,,Everton,29,00:00:39.273,Pass,
,,,,,,,,,,,,,,,,,,1.763639,,,,,,,,,,,,,57c06ef9-25a1-4dc9-85ae-10202ae2c829,53,,,"[46.9, 24.1]",3754327,0,,,,,-1.0679531,,Right Foot,,,"[52.4, 14.1]",,Ground Pass,,11.412712,,,,,Ross Barkley,4275.0,,,,,,1,From Kick Off,José Ramiro Funes Mori,4629.0,Left Center Back,2,Everton,29,['3c3d57f5-279a-4812-a4a6-4359a23b0855'],40,,,,,,,,,,,,,,,,,,Everton,29,00:00:40.709,Pass,
,,,,,,,,,,,,,,,,,,2.287199,,,,,,,,,,,,,a09742f3-2df7-4fae-abd7-e7d18b64506a,56,,,"[52.4, 14.1]",3754327,0,,,,,2.0717075,,Right Foot,,,"[42.6, 32.0]",,Ground Pass,,20.407106,,,,,Gareth Barry,3633.0,,,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,['55d52c28-d3c5-4e60-a7b8-268de5227318'],42,,,,,,,,,,,,,,,,,,Everton,29,00:00:42.513,Pass,
,,,,,,,,,,,,,,,,,,1.632139,,,,,,,,,,,,,a65471a3-6b8e-4666-97d8-63b2c7e89766,59,,,"[42.6, 32.0]",3754327,0,,,,,-1.7513481,,Right Foot,,,"[40.3, 19.4]",,Ground Pass,,12.808201,,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Kick Off,Gareth Barry,3633.0,Left Defensive Midfield,2,Everton,29,['d885d65d-4e5b-459a-ba66-8883cf4747b5'],44,,,,,,,,,,,,,,,,,,Everton,29,00:00:44.880,Pass,
,,,,,,,,,,,,,,,,,,1.420925,,,,,,,,,,,,,8651d127-3fca-420d-ace9-e54b72b030cf,62,,,"[41.3, 17.5]",3754327,0,,,,,-0.63274884,,Left Foot,,,"[50.3, 10.9]",,Ground Pass,,11.1606455,,,,,Ross Barkley,4275.0,,,,,,1,From Kick Off,José Ramiro Funes Mori,4629.0,Left Center Back,2,Everton,29,['39bafb9e-47de-4d3a-8347-e8e9ef0eae06'],47,,,,,,,,,,,,,,,,,,Everton,29,00:00:47.213,Pass,
,,,,,,,,,,,,,,,,,,2.666571,,,,,,,,,,,,,77f89d8d-af31-4595-af93-2c19ca3d48e9,66,,,"[45.6, 12.4]",3754327,0,,,,,1.8330688,,Right Foot,,,"[33.6, 57.1]",,High Pass,,46.28272,,,,,Phil Jagielka,20046.0,,True,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,"['0c61be77-fd6c-4452-a00d-457b2a69e352', '1d5bd02a-9271-4567-96be-a6a11d562ddb']",50,,,,,,,,,,,,,,,,,,Everton,29,00:00:50.112,Pass,True
,,,,,,,,,,,,,,,,,,1.216673,,,,,,,,,,,,,ce9152c8-d6d2-4393-b11b-531a28eb5cfb,69,,,"[34.1, 57.1]",3754327,0,,,,,-1.6872878,,Right Foot,,,"[33.0, 47.7]",,Ground Pass,,9.464143,,,,,Gareth Barry,3633.0,,,,,,1,From Kick Off,Phil Jagielka,20046.0,Right Center Back,2,Everton,29,['ee0662e3-d05d-470e-9406-2fed25cf8186'],54,,,,,,,,,,,,,,,,,,Everton,29,00:00:54.708,Pass,
,,,,,,,,,,,,,,,,,,1.438267,,,,,,,,,,,,,905f29f5-a0e2-4d28-9c82-f248531d0acd,72,,,"[44.5, 47.4]",3754327,0,,,,,0.9723774,,Left Foot,,,"[56.5, 65.0]",,Ground Pass,,21.301643,,,,,Séamus Coleman,4589.0,,,,,,1,From Kick Off,Gareth Barry,3633.0,Left Defensive Midfield,2,Everton,29,['995fc7c8-c535-4672-ae58-4be2ef35d29f'],59,,,,,,,,,,,,,,,,,,Everton,29,00:00:59.270,Pass,
,,,,,,,,,,,,,,,,,,1.019147,,,,,,,,,,,,,807c86e8-115a-4c93-997d-709a5aef2d88,75,,,"[62.5, 69.5]",3754327,1,,,,,0.7600229,,Right Foot,,,"[72.6, 79.1]",,Ground Pass,,13.934489,,,,,Aaron Lennon,3953.0,,,,,,1,From Kick Off,Séamus Coleman,4589.0,Right Back,2,Everton,29,['18e890cb-a50a-412e-b804-04419f7d6496'],2,,,,,,,,,,,,,,,,,,Everton,29,00:01:02.148,Pass,
,,,,,,,,,,,,,,,,,,1.499275,,,,,,,,,,,,,ad6c7f14-e336-4ddd-8e7a-e569f1c6c12d,78,,,"[70.6, 78.5]",3754327,1,,,,,-2.819842,,Right Foot,,,"[60.1, 75.0]",,Ground Pass,,11.067972,,,,,Séamus Coleman,4589.0,,,,,,1,From Kick Off,Aaron Lennon,3953.0,Right Wing,2,Everton,29,['21d3770e-8621-47be-a33b-40f025377aac'],4,,,,,,,,,,,,,,,,,,Everton,29,00:01:04.309,Pass,
,,,,,,,,,,,,,,,,,,1.60487,,,,,,,,,,,,,9bd9805d-f9eb-4987-a76f-81651efe9a7e,82,,,"[59.1, 77.0]",3754327,1,,,,,-1.1284221,,Left Foot,,,"[63.6, 67.5]",,Ground Pass,,10.511898,,,,,Gareth Barry,3633.0,,,,,,1,From Kick Off,Séamus Coleman,4589.0,Right Back,2,Everton,29,"['c69248ab-d492-4295-98da-5ba04117ffbf', 'f3553ce1-c64d-4258-b3c7-1d59a45036ff']",5,,,,,,,,,,,,,,,,,,Everton,29,00:01:05.996,Pass,True
,,,,,,,,,,,,,,,,,,2.938634,,,,,,,,,,,,,ff6ffe45-ad21-4220-870d-3f624587d74d,86,,,"[64.4, 67.3]",3754327,1,,,,,-2.3373997,,Left Foot,,,"[38.3, 40.2]",,Low Pass,,37.624725,,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Kick Off,Gareth Barry,3633.0,Left Defensive Midfield,2,Everton,29,"['0d5b1e1b-7f70-4ca8-a732-9ad936f9ba48', '7796242d-8151-4356-b6e8-de78e1dab331']",7,,,,,,,,,,,,,,,,,,Everton,29,00:01:07.661,Pass,True
,,,,,,,,,,,,,,,,,,1.414339,,,,,,,,,,,,,81def975-037f-487e-9aa5-0f63ad6da9c9,89,,,"[59.5, 17.7]",3754327,1,,,,,-0.2506177,,Right Foot,,,"[84.5, 11.3]",,Ground Pass,,25.8062,,,,,Kevin Mirallas,4317.0,,,,,,1,From Kick Off,José Ramiro Funes Mori,4629.0,Left Center Back,2,Everton,29,['1191c2a8-7975-4783-b55b-29e1857dcd96'],15,,,,,,,,,,,,,,,,,,Everton,29,00:01:15.391,Pass,
,,,,,,,,,,,,,,,,,,1.374635,,,,,,,,,,,,,fafc169f-c654-4160-956e-6b101e10f6c6,95,,,"[38.1, 66.7]",3754327,1,,,,,-0.2422723,,Right Foot,,,"[55.5, 62.4]",,Ground Pass,,17.923449,,,,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,1,Regular Play,Micah Richards,42700.0,Right Center Back,3,Aston Villa,59,['4d9aa8a2-5fcd-470b-a09f-8abe3d5301a6'],18,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:18.691,Pass,
,,,,,,,,,,,,,,,,,,1.449505,,,,,,,,,,,,,1ec75f1c-b464-4de1-9489-15e9a2c6d79d,98,,,"[55.7, 62.4]",3754327,1,,,,,-0.6679919,,Right Foot,,,"[66.6, 53.8]",,Ground Pass,,13.884164,,,Incomplete,,Jordan Ayew,3450.0,,,,,,1,Regular Play,Gabriel Imuetinyan Agbonlahor,42699.0,Left Center Forward,3,Aston Villa,59,"['3fb7f3f2-13a7-479c-a1b2-1d2f10fe8f2d', 'a0da55fc-69ec-487b-91f6-a8b243db3c8b']",21,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:21.662,Pass,
,,,,,,,,,,,,,,,,,,1.303071,,,,,,,,,,,,,cea0c96f-4024-4151-a626-de1eee601878,103,,,"[62.5, 47.0]",3754327,1,,,,,-1.3455195,,Right Foot,,,"[64.7, 37.4]",,Ground Pass,,9.848858,,,,,Ashley Westwood,3583.0,,,,,,1,Regular Play,Jordan Ayew,3450.0,Right Center Forward,3,Aston Villa,59,['ea4a1e42-23d6-4bc6-ba9c-18ca70d7a6d0'],25,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:25.130,Pass,
,,,,,,,,,,,,,,,,,,1.693077,,,,,,,,,,,,,0d6872b8-1711-47ce-b503-7fccff9ebbad,105,,,"[64.7, 37.4]",3754327,1,,,,,-2.9301417,,Right Foot,,,"[45.6, 33.3]",,Ground Pass,,19.535097,,,,,Ciaran Clark,3041.0,,,,,,1,Regular Play,Ashley Westwood,3583.0,Left Center Midfield,3,Aston Villa,59,['88a798b6-0081-44e0-a4af-3f07404d6613'],26,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:26.433,Pass,
,,,,,,,,,,,,,,,,,,2.083147,,,,,,,,,,,,,69d1d985-29ae-45af-88e2-56a1cf26b2d9,108,,,"[43.3, 25.6]",3754327,1,,,,,-0.8537243,,Left Foot,,,"[64.4, 1.4]",,Ground Pass,,32.106853,,,,,Aly Cissokho,27146.0,,,,,,1,Regular Play,Ciaran Clark,3041.0,Left Center Back,3,Aston Villa,59,['7486fe1d-1513-4049-9ce4-17a9eb4f9c49'],29,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:29.802,Pass,
,,,,,,,,,,,,,,,,,,1.302566,,,,,,,,,,,,,2f2ba73f-76ac-4901-b2bf-0ba51386b32c,114,,,"[52.9, 80.0]",3754327,1,,True,,,-2.2549376,,,,,"[44.5, 69.7]",,Low Pass,,13.290975,,,,,Phil Jagielka,20046.0,,,,,Throw-in,1,From Throw In,Séamus Coleman,4589.0,Right Back,4,Everton,29,['61135e39-bc4a-4de3-ad71-3d5ac166cc5c'],39,,,,,,,,,,,,,,,,,,Everton,29,00:01:39.954,Pass,
,,,,,,,,,,,,,,,,,,2.16082,,,,,,,,,,,,,36b7d61d-af65-4b98-b82d-b9923af3e4cb,116,,,"[39.8, 62.2]",3754327,1,,True,,,-1.8236027,,Right Foot,,,"[33.6, 38.2]",,Ground Pass,,24.7879,,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Throw In,Phil Jagielka,20046.0,Right Center Back,4,Everton,29,['d8121e5b-54e5-4b88-b0aa-c850a189355c'],44,,,,,,,,,,,,,,,,,,Everton,29,00:01:44.006,Pass,
,,,,,,,,,,,,,,,,,,1.557846,,,,,,,,,,,,,9b580de0-1b04-4267-88af-51374b2602f1,118,,,"[44.1, 28.2]",3754327,1,,,,,-1.5156376,,Right Foot,,,"[45.0, 11.9]",,Ground Pass,,16.324827,,,,,Bryan Oviedo,5836.0,,,,,,1,From Throw In,José Ramiro Funes Mori,4629.0,Left Center Back,4,Everton,29,['91fd7a21-c3ae-49aa-a7ae-29833f7738f9'],48,,,,,,,,,,,,,,,,,,Everton,29,00:01:48.855,Pass,
,,,,,,,,,,,,,,,,,,1.608004,,,,,,,,,,,,,685eb9ca-b99a-4b87-b4ba-4ea6679fcf1a,121,,,"[44.7, 14.1]",3754327,1,,,,,2.3356214,,Left Foot,,,"[32.8, 26.5]",,Ground Pass,,17.186333,,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Throw In,Bryan Oviedo,5836.0,Left Back,4,Everton,29,['77b019b3-03b2-49f7-a31b-dc0ea2d1a7b5'],52,,,,,,,,,,,,,,,,,,Everton,29,00:01:52.958,Pass,
,,,,,,,,,,,,,,,,,,1.358729,,,,,,,,,,,,,e76d7f09-4ac2-4648-a237-71187f9af6db,124,,,"[34.3, 28.8]",3754327,1,,,,,1.6751775,,Left Foot,,,"[33.2, 39.3]",,Ground Pass,,10.557462,,,,,Gareth Barry,3633.0,,,,,,1,From Throw In,José Ramiro Funes Mori,4629.0,Left Center Back,4,Everton,29,['3b39d790-5349-441c-8b53-23d6c8ff2a74'],55,,,,,,,,,,,,,,,,,,Everton,29,00:01:55.215,Pass,
