bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.155889,,,,,,,,,,,,,091087ad-ab3e-416a-b839-dcefb26fb982,15,,"[28.2, 56.2]",3754104,0,True,,,0.43890575,,Right Foot,,,,"[64.2, 73.1]",,Ground Pass,,39.76946,,,,Xherdan Shaqiri,3533.0,,,,,,1,From Kick Off,Geoff Cameron,3480.0,Right Center Back,2,Stoke City,30,['a311501c-e8a7-4feb-87c7-3ce52b59e324'],8,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:08.383,Pass,
,,,,,,,,,,,,,,,,,0.895569,,,,,,,,,,,,,a275756b-a4d5-42b7-833f-36d2e8f8ad73,17,,"[57.2, 72.3]",3754104,0,,,,-1.7545726,,Left Foot,,,,"[52.2, 45.4]",,Ground Pass,,27.360739,,,,Glenn Whelan,9625.0,,,,,,1,From Kick Off,Xherdan Shaqiri,3533.0,Right Wing,2,Stoke City,30,['1c943362-d03f-4407-a79c-a6258ef56e48'],10,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:10.518,Pass,
,,,,,,,,,,,,,,,,,2.345934,,,,,,,,,,,,,3717c773-5ab3-45fe-89ae-88bb4303c5c5,20,,"[52.2, 45.4]",3754104,0,,,,-1.7794781,,Left Foot,,,,"[45.0, 11.4]",,Ground Pass,,34.753994,,,,Erik Pieters,3467.0,,,,,,1,From Kick Off,Glenn Whelan,9625.0,Left Defensive Midfield,2,Stoke City,30,['844fa378-81a1-44ef-9b52-55e8780d52e7'],12,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:12.923,Pass,
,,,,,,,,,,,,,,,,,1.264921,,,,,,,,,,,,,3ecc2bca-9aa7-4094-ba80-0f2bb3e21b0d,23,,"[52.8, 11.0]",3754104,0,,,,-0.5743048,,Left Foot,,,,"[63.0, 4.4]",,Ground Pass,,12.149074,,,,Marko Arnautović,3325.0,,,,,,1,From Kick Off,Erik Pieters,3467.0,Left Back,2,Stoke City,30,['f086731a-9f54-443e-8e59-9f3e32c39f90'],17,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:17.866,Pass,
,,,,,,,,,,,,,,,,,0.619299,,,,,,,,,,,,,62d24c59-64e5-42ab-b2fd-ce86671f2029,27,,"[62.2, 5.0]",3754104,0,,,,2.1183586,,Right Foot,,,,"[57.2, 13.2]",,Ground Pass,,9.604166,,,,Ibrahim Afellay,4891.0,,,,,,1,From Kick Off,Marko Arnautović,3325.0,Left Wing,2,Stoke City,30,['738c6c5e-f60b-401d-b16d-de8901615121'],21,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:21.656,Pass,
,,,,,,,,,,,,,,,,,1.345223,,,,,,,,,,,,,6c6fa426-f616-4a41-ba91-3884c74af2e7,30,,"[57.2, 13.2]",3754104,0,,,,-2.3086114,,Left Foot,,,,"[49.2, 4.4]",,Ground Pass,,11.892855,,,,Erik Pieters,3467.0,,,,,,1,From Kick Off,Ibrahim Afellay,4891.0,Center Attacking Midfield,2,Stoke City,30,['83186291-31ab-4e36-9780-709c79769818'],22,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:22.435,Pass,
,,,,,,,,,,,,,,,,,1.885517,,,,,,,,,,,,,899d74ac-3ad8-4a79-a514-db4874e77a45,34,,"[51.0, 6.4]",3754104,0,,,,2.5180318,,Left Foot,,,,"[28.2, 22.8]",,Ground Pass,,28.085583,,,,Marc Muniesa Martínez,6560.0,,,,,,1,From Kick Off,Erik Pieters,3467.0,Left Back,2,Stoke City,30,['35a77d84-248f-402a-87cb-50d902f231ea'],23,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:23.900,Pass,
,,,,,,,,,,,,,,,,,2.626431,,,,,,,,,,,,,414023c2-5564-462c-9d40-41f175449b67,37,,"[28.6, 22.8]",3754104,0,,,,1.5437759,,Left Foot,,,,"[29.6, 59.8]",,Ground Pass,,37.01351,,,,Geoff Cameron,3480.0,,,,,,1,From Kick Off,Marc Muniesa Martínez,6560.0,Left Center Back,2,Stoke City,30,['c7ad051b-68ce-41e2-8d92-fdf61c594f28'],27,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:27.386,Pass,
,,,,,,,,,,,,,,,,,1.532451,,,,,,,,,,,,,1470c557-ac2a-4a32-8f89-160519616fd7,40,,"[54.2, 68.7]",3754104,0,,,,0.42350006,,Left Foot,,,,"[73.5, 77.4]",,Ground Pass,,21.170261,,Incomplete,,Glen Johnson,4724.0,,,,,,1,From Kick Off,Geoff Cameron,3480.0,Right Center Back,2,Stoke City,30,"['3f0401e4-6002-496f-af4d-18c05fede861', '655b9abc-08fd-4c6d-b255-7d5299fa21e5']",34,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:34.441,Pass,
,,,,,,,,,,,,,,,,,0.989604,,,,,,,,,,,,,acb2449b-2be7-45ac-aff0-77875ba9558e,43,,"[81.1, 80.0]",3754104,0,,,,-0.7016252,,,,,,"[88.2, 74.0]",,Low Pass,,9.295698,,,,Xherdan Shaqiri,3533.0,,,,,Throw-in,1,From Throw In,Glen Johnson,4724.0,Right Back,3,Stoke City,30,['e85f8ccd-b120-4e7a-9500-933765fe8b5d'],42,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:42.253,Pass,
,,,,,,,,,,,,,,,,,0.78182,,,,,,,,,,,,,75b537d2-2c78-433e-b718-e0e2dea045a5,47,,"[87.6, 74.1]",3754104,0,,,,2.6377656,,Right Foot,,,,"[79.8, 78.4]",,Ground Pass,,8.906739,,,,Glen Johnson,4724.0,,,,,,1,From Throw In,Xherdan Shaqiri,3533.0,Right Wing,3,Stoke City,30,['afc3cd28-6d48-4fff-8262-6fda2f4db12e'],44,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:44.253,Pass,
,,,,,,,,,,,,,,,,,0.520102,,,,,,,,,,,,,9a8b56ff-e140-4833-af6e-2f418e5df30e,50,,"[79.8, 78.4]",3754104,0,,,,-0.68052125,,Right Foot,,,,"[84.0, 75.0]",,Low Pass,,5.4037023,,Incomplete,,Xherdan Shaqiri,3533.0,,,,,,1,From Throw In,Glen Johnson,4724.0,Right Back,3,Stoke City,30,"['64185a5c-7ed4-432b-8587-4ea501a3f08e', 'f8c3bd81-8909-4433-bbe9-293d35d22f76']",45,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:45.183,Pass,
,,,,,,,,,,,,,,,,,1.041526,,,,,,,,,,,,,04b224bf-7d9e-4f20-aeeb-771a5700c851,53,,"[87.2, 80.0]",3754104,0,,,,-0.7162019,,,,,,"[92.6, 75.3]",,Low Pass,,7.1589108,,,,Marco van Ginkel,8251.0,,,,,Throw-in,1,From Throw In,Glen Johnson,4724.0,Right Back,4,Stoke City,30,['da421aae-7aef-4a36-b3d4-5ad934f72f09'],53,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:53.011,Pass,
,,,,,,,,,,,,,,,,,1.14506,,,,,,,,,,,,,f55f6362-54f5-4283-8887-e7190b8fa369,55,,"[92.6, 75.3]",3754104,0,,,,2.7524955,,Right Foot,,,,"[82.6, 79.4]",,Low Pass,,10.807867,,,,Glen Johnson,4724.0,,,,,,1,From Throw In,Marco van Ginkel,8251.0,Right Defensive Midfield,4,Stoke City,30,['6ea38933-67b3-43d8-b288-d476caf26114'],54,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:54.052,Pass,
,,,,,,,,,,,,,,,,,1.174317,,,,,,,,,,,,,66ef85eb-bcd7-4788-88fa-c92f146b8999,58,,"[82.6, 79.4]",3754104,0,,,,0.050377507,,Right Foot,,,,"[94.5, 80.0]",,High Pass,,11.915116,,Out,,Xherdan Shaqiri,3533.0,,,,,,1,From Throw In,Glen Johnson,4724.0,Right Back,4,Stoke City,30,['9ff465cf-8813-4bea-9542-5b160cddd67a'],55,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:55.216,Pass,
,,,,,,,,,,,,,,,,,3.322622,,,,,,,,,,,,,8b748348-3f02-465f-8374-602635ea781e,60,,"[29.3, 0.1]",3754104,1,,,,0.07731039,,,,,,"[71.9, 3.4]",,High Pass,,42.727627,,Incomplete,,Jonathan Howson,9578.0,,,,,Throw-in,1,From Throw In,Robert Brady,10967.0,Left Back,5,Norwich City,56,"['140c74e9-430b-41a4-bb9c-9140865bf3e0', '1e524755-99ca-4eaa-8861-6540ff1e316a']",10,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:10.777,Pass,
,,,,,,,,,,,,,,,,,5.085463,,,,,,,,,,,,,ae14e791-1b9a-42e8-92d8-2a7152b6e190,66,,"[54.2, 79.4]",3754104,1,,,,-0.09244095,,Right Foot,,,,"[120.0, 73.3]",,High Pass,,66.082146,,Out,,,,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,6,Stoke City,30,['edcd6767-4b01-4c76-a438-392370bf165d'],17,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:17.014,Pass,True
,,,,,,,,,,,,,,,,,3.691889,,,,,,,,,,,,,6ee0f483-428a-4d9b-8dd7-e960d25a8856,67,,"[6.0, 36.0]",3754104,1,,,,-0.1245476,,Right Foot,,,,"[69.9, 28.0]",,High Pass,,64.398834,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,John Ruddy,23635.0,Goalkeeper,7,Norwich City,56,['397d6261-1275-4ec8-8a66-b9f10e98eae4'],47,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:47.546,Pass,
,,,,,,,,,,,,,,,,,1.263839,,,,,,,,,,,,,397d6261-1275-4ec8-8a66-b9f10e98eae4,68,,"[50.2, 52.1]",3754104,1,,,,-0.27153283,,Head,,,,"[67.8, 47.2]",,High Pass,,18.269373,,,,Mame Biram Diouf,3603.0,,,,,Recovery,1,From Goal Kick,Glenn Whelan,9625.0,Left Defensive Midfield,7,Norwich City,56,"['6ee0f483-428a-4d9b-8dd7-e960d25a8856', '9ba06e35-7a92-4025-b3ca-fc0def4f832b']",51,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:51.238,Pass,
,,,,,,,,,,,,,,,,,1.267235,,,,,,,,,,,,,ed30c312-f8c5-4cdd-b147-c8b596fe606f,70,,"[67.8, 47.2]",3754104,1,,,,0.47029203,,Head,,,,"[79.8, 53.3]",,Low Pass,,13.461427,,Incomplete,,Xherdan Shaqiri,3533.0,,,,,,1,From Goal Kick,Mame Biram Diouf,3603.0,Center Forward,7,Norwich City,56,"['131a031a-ffd9-401a-a784-1037afcfcf8b', '9bb3eae4-b549-4976-a249-38a8a96c7985']",52,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:52.502,Pass,
,,,,,,,,,,,,,,,,,2.777955,,,,,,,,,,,,,9bb3eae4-b549-4976-a249-38a8a96c7985,72,,"[40.3, 26.8]",3754104,1,,,,2.757775,,Left Foot,,,,"[14.3, 37.3]",,Low Pass,,28.04015,,,,John Ruddy,23635.0,,,,,Recovery,1,From Goal Kick,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,7,Norwich City,56,"['5d95b06b-10fb-41bd-8413-ea83bc761f58', 'ed30c312-f8c5-4cdd-b147-c8b596fe606f']",53,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:53.769,Pass,
,,,,,,,,,,,,,,,,,3.499863,,,,,,,,,,,,,0f4c049a-1c49-4162-9eab-5259af4e9309,76,,"[14.1, 36.9]",3754104,1,,,,-0.204134,,Right Foot,,,,"[71.1, 25.1]",,High Pass,,58.20859,,Incomplete,,Jonathan Howson,9578.0,,,,,,1,From Goal Kick,John Ruddy,23635.0,Goalkeeper,7,Norwich City,56,"['64895d9c-9a88-445e-ae96-b3a3085ce05d', 'bf43237c-45ac-409e-a759-5313cdad27b9', 'ee4af80d-6f0b-4b02-994c-a3b4a1f56ef6']",59,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:59.498,Pass,True
,,,,,,,,,,,,,,,,,1.557276,,,,,,,,,,,,,64895d9c-9a88-445e-ae96-b3a3085ce05d,79,,"[49.0, 55.0]",3754104,2,,,True,0.6129974,,,,,,"[60.8, 63.3]",,High Pass,,14.426711,,,,Xherdan Shaqiri,3533.0,,,,,Recovery,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,8,Stoke City,30,"['0f4c049a-1c49-4162-9eab-5259af4e9309', '42757cf1-9b91-48ed-8dd3-39274e5aaf6a', '4bad9565-687a-423c-8f69-96afab10b93e']",2,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:02.998,Pass,True
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,98c1a99f-f45a-47c6-a5d2-f00150843312,83,,"[56.8, 65.2]",3754104,2,,,,2.9829373,,Right Foot,,,,"[36.8, 68.4]",,High Pass,,20.254383,,,,Glen Johnson,4724.0,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,8,Stoke City,30,['8bb3fcc8-c1d2-424e-b4f1-f1b92796152e'],5,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:05.227,Pass,
,,,,,,,,,,,,,,,,,1.581471,,,,,,,,,,,,,068bedce-098f-4bbb-a764-127a76db1a82,87,,"[42.2, 62.3]",3754104,2,,,,-2.9255078,,Right Foot,,,,"[25.8, 58.7]",,Ground Pass,,16.790474,,,,Geoff Cameron,3480.0,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,8,Stoke City,30,['243834b2-1f6f-48ab-866d-864217e7ac13'],9,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:09.197,Pass,
,,,,,,,,,,,,,,,,,0.912042,,,,,,,,,,,,,e9cfd521-d91f-4e0a-bde4-9389f01160e8,91,,"[26.0, 59.9]",3754104,2,,,,1.0589405,,Right Foot,,,,"[36.0, 77.7]",,Ground Pass,,20.41666,,,,Marco van Ginkel,8251.0,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Center Back,8,Stoke City,30,"['237bd5c2-5df7-47ac-bf57-b6aca6742e46', 'b848122c-7994-4408-b0d9-ab592598af4a']",12,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:12.378,Pass,True
,,,,,,,,,,,,,,,,,4.58143,,,,,,,,,,,,,10a88625-e045-4b89-a9e8-0412f91256a5,99,,"[48.2, 78.4]",3754104,2,,,,-0.46505013,,Right Foot,,,,"[105.2, 49.8]",,High Pass,,63.77272,,Incomplete,,Mame Biram Diouf,3603.0,,,,,,1,Regular Play,Marco van Ginkel,8251.0,Right Defensive Midfield,8,Stoke City,30,"['94029657-cf1d-4fa2-9d4c-a620d97c0288', 'f1d92287-7222-4c98-b777-4fde54c455d7']",16,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:16.170,Pass,
,,,,,,,,,,,,,,,,,2.493358,,,,,,,,,,,,,633fd426-cca0-47f0-8f89-6f5a11ed6756,103,,"[15.9, 32.2]",3754104,2,,,,1.1160771,,Keeper Arm,,,,"[26.9, 54.7]",,Low Pass,,25.04496,,,,Russell Martin,21212.0,,,,,,1,Regular Play,John Ruddy,23635.0,Goalkeeper,9,Norwich City,56,['470908b6-cce2-4957-8c1d-2595d714a983'],26,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:26.338,Pass,
,,,,,,,,,,,,,,,,,1.010052,,,,,,,,,,,,,5f631a79-fe55-4f81-9c67-afd4bacf7c3c,106,,"[38.5, 54.9]",3754104,2,,,,0.043450896,,Right Foot,,,,"[56.9, 55.7]",,Ground Pass,,18.417383,,,,Nathan Redmond,3286.0,,,,,,1,Regular Play,Russell Martin,21212.0,Right Center Back,9,Norwich City,56,['5b1f59af-11fd-466a-8a08-9541d20c529b'],31,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:31.699,Pass,
,,,,,,,,,,,,,,,,,1.609631,,,,,,,,,,,,,dba84701-7f7f-4426-b6ba-2694f98f3eff,110,,"[59.9, 56.7]",3754104,2,,,,1.19029,,Right Foot,,,,"[69.1, 79.7]",,Ground Pass,,24.771759,,Out,,Steven Whittaker,11124.0,,,,,,1,Regular Play,Nathan Redmond,3286.0,Right Midfield,9,Norwich City,56,"['83150836-fe22-4408-a2e0-79b5a066f525', '92544e38-3bc5-437f-9d7f-aa2c74c54d0a']",33,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:33.542,Pass,True
,,,,,,,,,,,,,,,,,1.281487,,,,,,,,,,,,,f632befd-9ae8-4915-a653-7b8756486e81,112,,"[50.6, 0.1]",3754104,2,,,,2.3640683,,,,,,"[44.2, 6.4]",,Low Pass,,8.980535,,,,Marko Arnautović,3325.0,,,,,Throw-in,1,From Throw In,Erik Pieters,3467.0,Left Back,10,Stoke City,30,['e5fd71a4-7d09-4239-9d7a-04f1fa70f9ab'],38,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:38.803,Pass,
,,,,,,,,,,,,,,,,,2.032972,,,,,,,,,,,,,1b3cbbd8-3df8-473c-b2cd-f0b8938c5772,115,,"[43.2, 22.2]",3754104,2,,,,2.1075618,,Right Foot,,,,"[28.8, 46.4]",,Ground Pass,,28.160255,,,,Geoff Cameron,3480.0,,,,,,1,From Throw In,Marko Arnautović,3325.0,Left Wing,10,Stoke City,30,['977e903f-440d-4638-b06c-dbd9fffbc14f'],42,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:42.982,Pass,
,,,,,,,,,,,,,,,,,1.643153,,,,,,,,,,,,,398f5896-8b75-4210-a5d1-5e20f0da18bd,118,,"[47.2, 59.9]",3754104,2,,,,0.7910478,,Left Foot,,,,"[64.8, 77.7]",,Ground Pass,,25.031979,,,,Glen Johnson,4724.0,,,,,,1,From Throw In,Geoff Cameron,3480.0,Right Center Back,10,Stoke City,30,['b0784b5b-1c1a-4334-b64b-df692697af6a'],49,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:49.135,Pass,
