bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.988981,,,,,,,,,,09280967-6c94-4d02-82ce-fe3d2543f9dc,19,,,"[88.0, 57.3]",3754259,0,,,,,0.3469776,,Right Foot,,,,"[110.4, 65.4]",Ground Pass,,23.81953,,Incomplete,,Nikica Jelavić,20543.0,,,,,,,1,From Kick Off,Michail Antonio,3349.0,Right Midfield,2,West Ham United,40,"['3c302670-89ab-44f7-8ca5-bf4bcc9ee427', 'f05c3f79-2ce9-4353-8eaf-1762ad6315f2']",14,,,,,,,,,,,,,,,,West Ham United,40,00:00:14.507,Pass,
,,,,,,,,,,,,,,,,0.723229,,,,,,,,,,7fd5946f-2a76-42ee-a910-6b883abd6a21,24,,,"[101.4, 80.0]",3754259,0,,,,,-2.2490792,,,,,,"[93.1, 69.7]",Low Pass,,13.228001,,,,Mark Noble,3874.0,,,,,,Throw-in,1,From Throw In,James Tomkins,3316.0,Right Back,3,West Ham United,40,['393ac0e5-dd75-4a3d-b669-bce30bf0ab0d'],35,,,,,,,,,,,,,,,,West Ham United,40,00:00:35.203,Pass,
,,,,,,,,,,,,,,,,0.733554,,,,,,,,,,b8913320-3244-4663-9906-dd48e0adaf67,26,,,"[93.3, 69.5]",3754259,0,,,,,0.81241864,,Right Foot,,,,"[98.7, 75.2]",Ground Pass,,7.8517513,,,,James Tomkins,3316.0,,,,,,,1,From Throw In,Mark Noble,3874.0,Left Center Midfield,3,West Ham United,40,['da115d48-cc31-4aff-bbfb-cc7894dc6ceb'],35,,,,,,,,,,,,,,,,West Ham United,40,00:00:35.927,Pass,
,,,,,,,,,,,,,,,,0.775493,,,,,,,,,,c23f6d17-02a4-4647-a855-c55c9e31fc5f,30,,,"[98.7, 75.2]",3754259,0,,,,,-1.5707964,,Right Foot,,,,"[98.7, 66.9]",Ground Pass,,8.3,,,,Michail Antonio,3349.0,,,,,,,1,From Throw In,James Tomkins,3316.0,Right Back,3,West Ham United,40,"['35734f64-e87a-42c7-b405-d743db57eab0', '77251d33-3e24-49e1-8ff8-6758553940a1']",37,,,,,,,,,,,,,,,,West Ham United,40,00:00:37.506,Pass,True
,,,,,,,,,,,,,,,,0.834423,,,,,,,,,,19a30273-758e-4390-8ea7-ad38468d1f17,33,,,"[98.7, 66.9]",3754259,0,,,,,2.3561945,,Right Foot,,,,"[94.2, 71.4]",Ground Pass,,6.363961,,,,Mark Noble,3874.0,,,,,,,1,From Throw In,Michail Antonio,3349.0,Right Midfield,3,West Ham United,40,['75039bf6-36dd-40b0-8c1b-f3eccda6950e'],38,,,,,,,,,,,,,,,,West Ham United,40,00:00:38.394,Pass,
,,,,,,,,,,,,,,,,0.320056,,,,,,,,,,1cdd6eb2-c5aa-48f9-b883-0fcce8c80b3b,36,,,"[91.8, 70.7]",3754259,0,,,,,-1.0817919,,Right Foot,,,,"[97.6, 59.8]",High Pass,,12.347064,,Incomplete,,,,,,,,,,1,From Throw In,Mark Noble,3874.0,Left Center Midfield,3,West Ham United,40,"['2761b550-58ef-44b3-b835-6f07b5d1ef0f', 'dacc93bc-3412-4c8f-ad1d-de13ea573aa2']",39,,,,,,,,,,,,,,,,West Ham United,40,00:00:39.229,Pass,True
,,,,,,,,,,,,,,,,0.65204,,,,,,,,,,dacc93bc-3412-4c8f-ad1d-de13ea573aa2,37,,,"[22.5, 20.3]",3754259,0,,,,,-1.1222991,,Head,,,,"[28.9, 7.0]",Low Pass,,14.759743,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Leon Britton,4631.0,Center Defensive Midfield,3,West Ham United,40,"['03643083-f677-4a9a-a4b4-bd6b0ab3d0ed', '1cdd6eb2-c5aa-48f9-b883-0fcce8c80b3b']",39,,,,,,,,,,,,,,,,Swansea City,26,00:00:39.549,Pass,
,,,,,,,,,,,,,,,,2.434348,,,,,,,,,,03643083-f677-4a9a-a4b4-bd6b0ab3d0ed,38,,,"[91.2, 73.1]",3754259,0,,,,,-1.2480222,,Right Foot,,,,"[101.0, 43.8]",High Pass,,30.89547,,Incomplete,,Nikica Jelavić,20543.0,,,,,,Recovery,1,From Throw In,James Tomkins,3316.0,Right Back,3,West Ham United,40,"['1d321642-85d6-4c1d-be0d-3040602c64b8', '986eadb4-1672-45e6-bc31-ffcedf197c67', 'dacc93bc-3412-4c8f-ad1d-de13ea573aa2']",40,,,,,,,,,,,,,,,,West Ham United,40,00:00:40.201,Pass,
,,,,,,,,,,,,,,,,2.265692,,,,,,,,,,1d321642-85d6-4c1d-be0d-3040602c64b8,40,,,"[19.1, 36.3]",3754259,0,,,,,0.16662252,,Head,,,,"[41.1, 40.0]",High Pass,,22.308968,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Jack Frank Porteous Cork,3462.0,Right Center Midfield,3,West Ham United,40,"['03643083-f677-4a9a-a4b4-bd6b0ab3d0ed', 'ecc7a602-1b25-42ec-8033-4f31fcc729a2']",42,,,,,,,,,,,,,,,,Swansea City,26,00:00:42.635,Pass,
,,,,,,,,,,,,,,,,1.658119,,,,,,,,,,70f74f56-3d76-4e8a-91c9-95615782d162,44,,,"[84.6, 28.0]",3754259,0,,,,,-0.5394185,,Right Foot,,,,"[99.3, 19.2]",Ground Pass,,17.132717,,Incomplete,,Aaron Cresswell,3062.0,,,,,,,1,From Throw In,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,3,West Ham United,40,"['3f0dd673-fca2-4c06-9a7a-3f3c5701baa9', '8fe2de5c-9a04-4c98-bb62-8b7f01f6d9f8', 'ccc286b3-47fd-4041-9af9-ee110c318cef']",47,,,,,,,,,,,,,,,,West Ham United,40,00:00:47.377,Pass,True
,,,,,,,,,,,,,,,,2.12543,,,,,,,,,,8fe2de5c-9a04-4c98-bb62-8b7f01f6d9f8,46,,,"[20.8, 60.9]",3754259,0,,,,,0.26754016,,Right Foot,,,,"[40.5, 66.3]",Ground Pass,,20.426699,,,,Jack Frank Porteous Cork,3462.0,,,,,,Recovery,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,3,West Ham United,40,"['70f74f56-3d76-4e8a-91c9-95615782d162', 'fb6da29c-602c-413a-b1cf-f5f377e36e7f']",49,,,,,,,,,,,,,,,,Swansea City,26,00:00:49.035,Pass,
,,,,,,,,,,,,,,,,0.961599,,,,,,,,,,2f9ea440-4e21-4261-85a5-646ed5a6661e,50,,,"[49.9, 75.7]",3754259,0,,,,,2.8693066,,Left Foot,,,,"[34.5, 80.0]",Ground Pass,,15.9890585,,Out,,Àngel Rangel Zaragoza,3973.0,,,,,,,1,From Throw In,Jack Frank Porteous Cork,3462.0,Right Center Midfield,3,West Ham United,40,['706c4348-c527-43d5-ac19-cbd89ed7fb57'],53,,,,,,,,,,,,,,,,Swansea City,26,00:00:53.526,Pass,
,,,,,,,,,,,,,,,,0.857357,,,,,,,,,,ed10a1d6-df87-417e-b1fc-cfc64470f2c1,52,,,"[86.0, 0.1]",3754259,1,,True,,,2.55359,,,,,,"[81.8, 2.9]",Low Pass,,5.047772,,,,Mauro Matías Zárate,27853.0,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,4,West Ham United,40,['699ae243-f4c1-4943-adbd-f397aaeebf44'],16,,,,,,,,,,,,,,,,West Ham United,40,00:01:16.107,Pass,
,,,,,,,,,,,,,,,,1.88864,,,,,,,,,,5f1b74ef-57c5-4dfb-8059-5181078b265d,54,,,"[81.8, 2.9]",3754259,1,,True,,,-0.20749623,,Right Foot,,,,"[85.6, 2.1]",Ground Pass,,3.8832977,,,,Aaron Cresswell,3062.0,,,,,,,1,From Throw In,Mauro Matías Zárate,27853.0,Left Midfield,4,West Ham United,40,['d7e46b1a-8ce5-4034-878c-d6e42bf36786'],16,,,,,,,,,,,,,,,,West Ham United,40,00:01:16.965,Pass,
,,,,,,,,,,,,,,,,0.731758,,,,,,,,,,94b00339-589e-45c0-a5fc-b5ce285fe201,58,,,"[32.6, 70.1]",3754259,1,,,,,-0.104457125,,Right Foot,,,,"[45.0, 68.8]",Ground Pass,,12.467959,,,,Gylfi Þór Sigurðsson,3944.0,,,,,,Recovery,1,Regular Play,Leon Britton,4631.0,Center Defensive Midfield,5,Swansea City,26,['ba37379e-1617-41a1-86e9-927f65dcaae2'],20,,,,,,,,,,,,,,,,Swansea City,26,00:01:20.567,Pass,
,,,,,,,,,,,,,,,,1.393687,,,,,,,,,,fc6bc16f-f0dc-4205-8b6d-a88aa24686dd,61,,,"[43.7, 71.6]",3754259,1,,,,,2.13229,,Right Foot,,,,"[39.8, 77.8]",Ground Pass,,7.324616,,,,Jack Frank Porteous Cork,3462.0,,,,,,,1,Regular Play,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,5,Swansea City,26,['853bbb68-3206-477c-b866-bffef780a653'],21,,,,,,,,,,,,,,,,Swansea City,26,00:01:21.338,Pass,
,,,,,,,,,,,,,,,,1.329777,,,,,,,,,,a4100b60-4dd8-476f-9bf9-48913d03b923,63,,,"[40.3, 77.8]",3754259,1,,,,,-0.14189705,,Right Foot,,,,"[48.0, 76.7]",High Pass,,7.7781744,,Incomplete,,Bafétimbi Gomis,20521.0,,,,,,,1,Regular Play,Jack Frank Porteous Cork,3462.0,Right Center Midfield,5,Swansea City,26,"['37904bf2-6b3d-49ac-94a7-c09830370179', '464a4b40-5c2e-475f-95d9-4f5188a01c6a']",22,,,,,,,,,,,,,,,,Swansea City,26,00:01:22.732,Pass,
,,,,,,,,,,True,,,,,,0.725238,,,,,,,,,,37904bf2-6b3d-49ac-94a7-c09830370179,65,,,"[72.1, 3.4]",3754259,1,,,,,0.5382217,,Right Foot,,,,"[78.8, 7.4]",Low Pass,,7.8032045,,,,Aaron Cresswell,3062.0,,,,,,Interception,1,Regular Play,Angelo Obinze Ogbonna,3843.0,Left Center Back,6,West Ham United,40,"['a4100b60-4dd8-476f-9bf9-48913d03b923', 'b3b173ed-aa68-4db7-9da6-ac44cf3b95d9']",24,,,,,,,,,,,,,,,,West Ham United,40,00:01:24.062,Pass,
,,,,,,,,,,,,,,,,1.079129,,,,,,,,,,3adbaef0-be06-4769-9d02-37c7cbf7b4a7,68,,,"[77.9, 7.6]",3754259,1,,,,,-2.1293957,,Left Foot,,,,"[75.4, 3.6]",High Pass,,4.7169905,,,,Cheikhou Kouyaté,3684.0,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,6,West Ham United,40,['404f67e5-f67c-4f32-9983-a10c007cc510'],24,,,,,,,,,,,,,,,,West Ham United,40,00:01:24.815,Pass,
,,,,,,,,,,,,,,,,0.885802,,,,,,,,,,1159f441-5e07-4d26-abd4-89cb92d628fd,70,,,"[74.7, 3.8]",3754259,1,,,,,3.0023134,,Left Foot,,,,"[64.0, 5.3]",Low Pass,,10.804628,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,Regular Play,Cheikhou Kouyaté,3684.0,Right Center Midfield,6,West Ham United,40,['d4e3c6b4-518c-4a2e-b333-a808c99a3cd7'],25,,,,,,,,,,,,,,,,West Ham United,40,00:01:25.894,Pass,
,,,,,,,,,,,,,,,,3.456188,,,,,,,,,,f21c1105-f1cf-423f-8c9f-a235f9c5977d,74,,,"[54.6, 5.9]",3754259,1,,,,,2.367183,,Right Foot,,,,"[17.8, 41.9]",Ground Pass,,51.48048,,,,Adrián San Miguel del Castillo,3623.0,,,,,,,1,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,6,West Ham United,40,"['35bc5d49-7bab-4ac5-8955-6ff1c486c901', '3ce6fd67-b1e0-40e1-bd08-64ea958d4f38']",27,,,,,,,,,,,,,,,,West Ham United,40,00:01:27.933,Pass,True
,,,,,,,,,,,,,,,,3.350869,,,,,,,,,,33d8f9a4-64ec-45a2-b20b-7412461ca161,78,,,"[17.6, 47.4]",3754259,1,,,,,0.462096,,Right Foot,,,,"[69.2, 73.1]",High Pass,,57.6459,,,,Michail Antonio,3349.0,,,,,,,1,Regular Play,Adrián San Miguel del Castillo,3623.0,Goalkeeper,6,West Ham United,40,"['834331e1-f0da-4211-abb6-31d1b71d8d50', 'd1af3ab6-0064-48ac-ab60-6cdf1fad60f0']",32,,,,,,,,,,,,,,,,West Ham United,40,00:01:32.485,Pass,True
,,,,,,,,,,,,,,,,0.897957,,,,,,,,,,6e84b0bc-f425-49b8-9230-97f4d5f17875,82,,,"[50.7, 0.1]",3754259,1,,,,,1.1341692,,,,,,"[56.3, 12.1]",Low Pass,,13.242356,,,,André Ayew Pelé,3347.0,,,,,,Throw-in,1,From Throw In,Neil Taylor,9627.0,Left Back,7,Swansea City,26,['008355ef-7fb1-4e07-bd53-8d345c8d3f6f'],53,,,,,,,,,,,,,,,,Swansea City,26,00:01:53.396,Pass,
,,,,,,,,,,,,,,,,0.715312,,,,,,,,,,620f96b1-d4da-495f-ab12-37ef3471b4e0,85,,,"[55.9, 14.1]",3754259,1,,,,,-1.6559557,,Left Foot,,,,"[55.2, 5.9]",Ground Pass,,8.229824,,,,Neil Taylor,9627.0,,,,,,,1,From Throw In,André Ayew Pelé,3347.0,Left Center Forward,7,Swansea City,26,"['9a56abdc-06ab-4b56-8cab-9eb38d9944e0', 'a091b769-6357-45a6-a53e-9fa604df8e1c']",54,,,,,,,,,,,,,,,,Swansea City,26,00:01:54.293,Pass,True
,,,,,,,,,,,,,,,,1.049036,,,,,,,,,,0b2ce390-f0d2-449e-88a3-e09d9d8e16da,88,,,"[54.2, 7.0]",3754259,1,,,,,0.22527678,,Right Foot,,,,"[63.8, 9.2]",Ground Pass,,9.848858,,Incomplete,,André Ayew Pelé,3347.0,,,,,,,1,From Throw In,Neil Taylor,9627.0,Left Back,7,Swansea City,26,"['cdcd8851-915b-49d3-83a2-02d7a906dfb0', 'd6a13036-5a4c-42e8-a251-ba0085bff466']",55,,,,,,,,,,,,,,,,Swansea City,26,00:01:55.407,Pass,
,,,,,,,,,,,,,,,,2.464514,,,,,,,,,,d6a13036-5a4c-42e8-a251-ba0085bff466,90,,,"[56.3, 70.9]",3754259,1,,,,,0.066726565,,Right Foot,,,,"[98.2, 73.7]",High Pass,,41.99345,,Incomplete,,Nikica Jelavić,20543.0,,,,,,Recovery,1,From Throw In,James Tomkins,3316.0,Right Back,7,Swansea City,26,"['0b2ce390-f0d2-449e-88a3-e09d9d8e16da', '0d59b2e9-b2dd-4d8b-a1e8-c90c4eef1cf2', 'ad058684-75f7-4eeb-925c-d2bad832df2c']",56,,,,,,,,,,,,,,,,West Ham United,40,00:01:56.456,Pass,
,,,,,,,,,,,,,,,,2.677925,,,,,,,,,,49585646-fe61-49ef-be85-c12487966786,94,,,"[21.2, 6.8]",3754259,2,,,,,1.6266592,,Right Foot,,,,"[19.5, 37.2]",High Pass,,30.447496,,,,Federico Fernández,3290.0,,,,,,,1,From Throw In,Ashley Williams,3644.0,Left Center Back,7,Swansea City,26,['6648ea86-2ea9-4ec9-b154-6eb92c1d8835'],0,,,,,,,,,,,,,,,,Swansea City,26,00:02:00.036,Pass,
,,,,,,,,,,,,,,,,1.919076,,,,,,,,,,630288cc-4d00-4218-95d8-5065d94181cb,97,,,"[10.5, 44.9]",3754259,2,,,,,1.2344127,,Right Foot,,,,"[21.2, 75.5]",Ground Pass,,32.416817,,,,Àngel Rangel Zaragoza,3973.0,,,,,,,1,From Throw In,Federico Fernández,3290.0,Right Center Back,7,Swansea City,26,['803a5431-5a10-41f8-9da9-e224320bb705'],4,,,,,,,,,,,,,,,,Swansea City,26,00:02:04.864,Pass,
,,,,,,,,,,,,,,,,1.739656,,,,,,,,,,6fdd8c4c-a2da-4620-8c3c-938405d1c61b,100,,,"[22.5, 77.4]",3754259,2,,,,,-0.04164258,,Right Foot,,,,"[44.1, 76.5]",Ground Pass,,21.618742,,,,Jack Frank Porteous Cork,3462.0,,,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,7,Swansea City,26,['cac02336-ccad-4de2-895f-7ec5cefda8d8'],7,,,,,,,,,,,,,,,,Swansea City,26,00:02:07.146,Pass,
,,,,,,,,,,,,,,,,0.76059,,,,,,,,,,f39ea1bf-aa53-47ff-9798-31e481a6559a,104,,,"[44.1, 76.7]",3754259,2,,,,,-2.0600793,,Right Foot,,,,"[40.0, 69.0]",Ground Pass,,8.723532,,,,Àngel Rangel Zaragoza,3973.0,,,,,,,1,From Throw In,Jack Frank Porteous Cork,3462.0,Right Center Midfield,7,Swansea City,26,['3f248315-fad4-4d6e-930f-38c0af9d68a7'],9,,,,,,,,,,,,,,,,Swansea City,26,00:02:09.953,Pass,
,,,,,,,,,,,,,,,,1.000056,,,,,,,,,,d0cc7bdd-ad74-4d6d-b235-e7a1e9d9d1b2,106,,,"[42.4, 68.8]",3754259,2,,,,,0.03648016,,Left Foot,,,,"[56.1, 69.3]",Ground Pass,,13.709121,,,,Gylfi Þór Sigurðsson,3944.0,,,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,7,Swansea City,26,['f314f3fc-cdf3-4e83-91d2-c039cabdab0b'],10,,,,,,,,,,,,,,,,Swansea City,26,00:02:10.713,Pass,
,,,,,,,,,,,,,,,,1.036608,,,,,,,,,,f26402c5-b4e7-44d0-90e9-09832c276818,109,,,"[55.0, 71.4]",3754259,2,,,,,-1.5551726,,Left Foot,,,,"[55.2, 58.6]",Ground Pass,,12.801562,,,,Àngel Rangel Zaragoza,3973.0,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,7,Swansea City,26,['6256b607-a968-418e-9149-dea8268a7f2f'],12,,,,,,,,,,,,,,,,Swansea City,26,00:02:12.619,Pass,
