50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.929002,,,,,,,,,,,,,,26f67795-df3c-4141-b023-1794c4af14a1,18,,,"[33.5, 63.2]",3753976,0,,,,,1.0904835,,Right Foot,,,,"[39.7, 75.1]",,Ground Pass,,13.418271,,,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,From Kick Off,Per Mertesacker,3475.0,Right Center Back,2,Arsenal,1,['a79f8ce3-619a-4af9-8b3b-0a19e308b2b3'],9,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:09.119,Pass,
,,,,,,,,,,,,,,,,,1.220702,,,,,,,,,,,,,,c57dc212-cd51-476c-bb61-3b869a86d83b,22,,,"[41.4, 74.7]",3753976,0,,,,,-0.02083032,,Right Foot,,,,"[60.6, 74.3]",,Ground Pass,,19.204166,,,,,Joel Nathaniel Campbell Samuels,5581.0,,,,,,,1,From Kick Off,Héctor Bellerín Moruno,3511.0,Right Back,2,Arsenal,1,"['9ef54b0c-67ea-454f-b729-4c5cac2c61a0', '9f09edb9-a39b-499a-91ef-20ffa23e13a0']",10,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:10.502,Pass,True
,,,,,,,,,,,,,,,,,2.053437,,,,,,,,,,,,,,fca1fdb3-f4de-4dc7-8ab9-b66f836c789a,28,,,"[56.0, 73.9]",3753976,0,,,,,-2.7539232,,Right Foot,,,,"[32.0, 64.1]",,Ground Pass,,25.923735,,,,,Per Mertesacker,3475.0,,,,,,Free Kick,1,From Free Kick,Héctor Bellerín Moruno,3511.0,Right Back,3,Arsenal,1,['5fb7a725-1d64-468a-9813-23c14775c5d6'],18,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:18.464,Pass,
,,,,,,,,,,,,,,,,,1.655542,,,,,,,,,,,,,,1dd467ee-8123-463d-a560-01b1a54b42fc,31,,,"[31.8, 60.3]",3753976,0,,,,,-1.5707964,,Right Foot,,,,"[31.8, 23.0]",,Ground Pass,,37.3,,,,,Gabriel Armando de Abreu,6746.0,,,,,,,1,From Free Kick,Per Mertesacker,3475.0,Right Center Back,3,Arsenal,1,['cc0a979f-df02-4ac0-9c2c-76534ae881e7'],22,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:22.244,Pass,
,,,,,,,,,,,,,,,,,0.926875,,,,,,,,,,,,,,7036ff50-caf6-47da-a9b8-8a6aeffd6960,34,,,"[34.5, 18.5]",3753976,0,,,,,0.3257991,,Right Foot,,,,"[49.3, 23.5]",,Ground Pass,,15.621779,,,,,Francis Joseph Coquelin,3437.0,,,,,,,1,From Free Kick,Gabriel Armando de Abreu,6746.0,Left Center Back,3,Arsenal,1,['1515df0a-a562-4039-8027-562d1e27179a'],25,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:25.759,Pass,
,,,,,,,,,,,,,,,,,0.940955,,,,,,,,,,,,,,963bad52-3854-4219-879a-36e37c2de8a6,36,,,"[49.3, 23.7]",3753976,0,,,,,-2.113643,,Right Foot,,,,"[42.0, 11.6]",,Ground Pass,,14.131525,,,,,Gabriel Armando de Abreu,6746.0,,,,,,,1,From Free Kick,Francis Joseph Coquelin,3437.0,Left Defensive Midfield,3,Arsenal,1,['a61ccd8a-c5db-46f9-819a-e0f0aae3a63f'],26,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:26.686,Pass,
,,,,,,,,,,,,,,,,,2.077034,,,,,,,,,,,,,,21283f99-3529-4a56-a4cc-8d3dff8db74b,40,,,"[34.5, 10.9]",3753976,0,,,,,2.454531,,Right Foot,,,,"[10.0, 31.0]",,Ground Pass,,31.690062,,,,,Petr Čech,3461.0,,,,,,,1,From Free Kick,Gabriel Armando de Abreu,6746.0,Left Center Back,3,Arsenal,1,['ef922bd4-20bb-468b-8125-07d936264c4f'],28,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:28.975,Pass,
,,,,,,,,,,,,,,,,,4.593557,,,,,,,,,,,,,,3a92a0a1-776f-441b-88e4-f721a89beb9d,42,,,"[10.0, 31.0]",3753976,0,,,,,-0.36717382,,Left Foot,,,,"[68.5, 8.5]",,High Pass,,62.677746,,,Incomplete,,,,,,,,,,1,From Free Kick,Petr Čech,3461.0,Goalkeeper,3,Arsenal,1,['6d4beb58-2ebe-4364-a65c-2a0a276c2c52'],31,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:31.052,Pass,
,,,,,,,,,,,,,,,,,0.862623,,,,,,,,,,,,,,6d4beb58-2ebe-4364-a65c-2a0a276c2c52,43,,,"[51.6, 71.6]",3753976,0,,,,,-0.844154,,Right Foot,,,,"[55.6, 67.1]",,Low Pass,,6.0207973,,,,,Leroy Fer,4045.0,,,,,,Recovery,1,Regular Play,Kyle Naughton,3340.0,Right Back,4,Swansea City,26,"['3a92a0a1-776f-441b-88e4-f721a89beb9d', '3eb4e359-a1c3-4e93-90ff-032c19b51764']",35,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:35.646,Pass,
,,,,,,,,,,,,,,,,,1.639965,,,,,,,,,,,,,,dadf8df5-17f1-4a2c-8c7b-8e68cbc601a4,47,,,"[55.4, 66.7]",3753976,0,,,,,-2.8801138,,Right Foot,,,,"[41.2, 62.9]",,Ground Pass,,14.69966,,,,,Jordi Amat Maas,6652.0,,,,,,,1,Regular Play,Leroy Fer,4045.0,Right Center Midfield,4,Swansea City,26,['09c344eb-f872-4b12-9df7-fac1f298da31'],37,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:37.303,Pass,
,,,,,,,,,,,,,,,,,1.255967,,,,,,,,,,,,,,2a9feb51-4e45-4d07-b0c0-1fbff73eedd6,51,,,"[44.5, 63.1]",3753976,0,,,,,1.1641439,,Right Foot,,,,"[50.4, 76.8]",,Ground Pass,,14.916434,,,,,Kyle Naughton,3340.0,,,,,,,1,Regular Play,Jordi Amat Maas,6652.0,Right Center Back,4,Swansea City,26,"['146048ca-d386-4d18-b9b1-03ff4153c64b', 'c8a551ff-0f6d-4608-b621-4a1099f0d069']",39,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:39.107,Pass,True
,,,,,,,,,,,,,,,,,1.115381,,,,,,,,,,,,,,23c9ad59-b22c-425d-b1ed-c95c63c05a45,55,,,"[73.3, 77.7]",3753976,0,,,,,-3.0251012,,Right Foot,,,,"[63.9, 76.6]",,Ground Pass,,9.464143,,,,,Leroy Fer,4045.0,,,,,,,1,Regular Play,Kyle Naughton,3340.0,Right Back,4,Swansea City,26,['60542a9f-0e8c-4dae-bfa8-6c4183981ad7'],46,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:46.385,Pass,
,,,,,,,,,,,,,,,,,1.103402,,,,,,,,,,,,,,24a4181f-e22f-4736-bc94-cfe4dcfcbb22,58,,,"[61.4, 75.6]",3753976,0,,,,,-2.6544452,,Right Foot,,,,"[42.9, 65.8]",,Ground Pass,,20.935377,,,,,Jordi Amat Maas,6652.0,,,,,,,1,Regular Play,Leroy Fer,4045.0,Right Center Midfield,4,Swansea City,26,['542bfb1d-6a91-4d9f-886e-d61f9e3e584b'],49,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:49.317,Pass,
,,,,,,,,,,,,,,,,,1.225689,,,,,,,,,,,,,,51d2bbfb-4185-4abf-95bc-c4f357b09e6e,62,,,"[41.6, 68.1]",3753976,0,,,,,0.517942,,Right Foot,,,,"[59.5, 78.3]",,Ground Pass,,20.602184,,,,,Kyle Naughton,3340.0,,,,,,,1,Regular Play,Jordi Amat Maas,6652.0,Right Center Back,4,Swansea City,26,['89f3ec64-ef33-4bd2-8349-e987fec6afca'],53,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:53.533,Pass,
,,,,,,,,,,,,,,,,,0.677058,,,,,,,,,,,,,,1ee6a401-d589-4d6d-a858-4e93a7a99838,66,,,"[67.7, 74.8]",3753976,0,,,,,-0.30970293,,Right Foot,,,,"[77.7, 71.6]",,Ground Pass,,10.499524,,,,,Wayne Routledge,3449.0,,,,,,,1,Regular Play,Kyle Naughton,3340.0,Right Back,4,Swansea City,26,"['5c1ecb42-f09d-4d79-b82f-7fae989a3acf', 'a3e26100-451b-465d-a79b-595ad8c8f2fc']",57,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:57.737,Pass,True
,,,,,,,,,,,,,,,,,0.71813,,,,,,,,,,,,,,826d6687-5787-4815-9e5e-3f523b4b9b7a,69,,,"[77.7, 71.6]",3753976,0,,,,,2.8363695,,Right Foot,,,,"[70.4, 73.9]",,Ground Pass,,7.653757,,,,,Kyle Naughton,3340.0,,,,,,,1,Regular Play,Wayne Routledge,3449.0,Right Center Forward,4,Swansea City,26,['60f6b6ba-2c09-41a6-80f3-da8a1b7c4878'],58,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:58.445,Pass,
,,,,,,,,,,,,,,,,,1.336156,,,,,,,,,,,,,,e85a9a27-55ff-417e-aa60-be09a2ee2127,72,,,"[70.4, 73.7]",3753976,1,,,,,-2.8318896,,Right Foot,,,,"[52.9, 68.1]",,Ground Pass,,18.374166,,,,,Jordi Amat Maas,6652.0,,,,,,,1,Regular Play,Kyle Naughton,3340.0,Right Back,4,Swansea City,26,['8a24149c-cb3f-43ba-9b4c-b1cd234ad04f'],1,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:01.015,Pass,
,,,,,,,,,,,,,,,,,1.953351,,,,,,,,,,,,,,4b368dfc-a16b-4aa5-9a8f-5067b802d816,75,,,"[46.2, 60.2]",3753976,1,,,,,-1.8146904,,Right Foot,,,,"[40.8, 38.5]",,Ground Pass,,22.361797,,,,,Ashley Williams,3644.0,,,,,,,1,Regular Play,Jordi Amat Maas,6652.0,Right Center Back,4,Swansea City,26,['1a4f4b7e-d9c9-40f2-9e75-dcb58be1d6d6'],3,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:03.674,Pass,
,,,,,,,,,,,,,,,,,1.236806,,,,,,,,,,,,,,321547ea-62c9-4834-b026-d0ccb8152c8b,78,,,"[41.8, 30.2]",3753976,1,,,,,-1.1665502,,Right Foot,,,,"[49.8, 11.5]",,Ground Pass,,20.33937,,,,,Sung-Yeung Ki,3605.0,,,,,,,1,Regular Play,Ashley Williams,3644.0,Left Center Back,4,Swansea City,26,['fc610892-ebee-4b13-976f-a09192c32534'],7,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:07.132,Pass,
,,,,,,,,,,,,,,,,,2.798688,,,,,,,,,,,,,,40aeae56-850a-4829-bbd1-8a9161a8ca9a,81,,,"[43.1, 16.5]",3753976,1,,,,,1.5806482,,Right Foot,,,,"[42.7, 57.1]",,High Pass,,40.60197,,,,,Jordi Amat Maas,6652.0,,,True,,,,1,Regular Play,Sung-Yeung Ki,3605.0,Left Center Midfield,4,Swansea City,26,['664debec-364a-495e-a247-8b618baf3b70'],9,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:09.373,Pass,
,,,,,,,,,,,,,,,,,0.597265,,,,,,,,,,,,,,63ca549d-c99f-44e5-b28f-7aa380744561,85,,,"[43.9, 54.4]",3753976,1,,,,,-0.15499674,,Right Foot,,,,"[53.5, 52.9]",,Ground Pass,,9.716481,,,,,Leroy Fer,4045.0,,,,,,,1,Regular Play,Jordi Amat Maas,6652.0,Right Center Back,4,Swansea City,26,"['13499258-4925-42a2-b027-eee5b1ab3084', '97550e6a-3c4f-42b3-a5e6-703d89db349e']",13,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:13.386,Pass,True
,,,,,,,,,,,,,,,,,1.380449,,,,,,,,,,,,,,8a0581f7-a47a-40a7-b90e-be5ca5c4321e,88,,,"[53.5, 52.9]",3753976,1,,,,,1.4034863,,Right Foot,,,,"[57.3, 75.4]",,Ground Pass,,22.818632,,,,,Kyle Naughton,3340.0,,,,,,,1,Regular Play,Leroy Fer,4045.0,Right Center Midfield,4,Swansea City,26,['a9a77233-9692-4320-b29d-bad74432f7b8'],14,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:14.023,Pass,
,,,,,,,,,,,,,,,,,0.858427,,,,,,,,,,,,,,6792b7b4-b2dd-4966-8f5d-6b6ecb54aceb,92,,,"[77.7, 74.8]",3753976,1,,,,,-1.262004,,Right Foot,,,,"[86.6, 46.9]",,Ground Pass,,29.28515,,,,,Bafétimbi Gomis,20521.0,,,,,,,1,Regular Play,Kyle Naughton,3340.0,Right Back,4,Swansea City,26,['20f0cd20-45be-4150-9eca-5fc0489e87c5'],19,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:19.084,Pass,
,,,,,,,,,,,,,,,,,0.562357,,,,,,,,,,,,,,f645a341-d7fe-4529-adac-a5dc47ddab36,99,,,"[8.5, 49.1]",3753976,1,,True,,,0.7244052,,Keeper Arm,,,,"[22.4, 61.4]",,Ground Pass,,18.56071,,,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,Regular Play,Petr Čech,3461.0,Goalkeeper,5,Arsenal,1,['0164538e-332a-4656-9429-7b97f70398d1'],36,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:36.664,Pass,
,,,,,,,,,,,,,,,,,1.587401,,,,,,,,,,,,,,179d3a0a-8c25-4288-8ee7-cca82c8c460c,101,,,"[36.2, 71.3]",3753976,1,,,,,-2.8139942,,Right Foot,,,,"[10.6, 62.6]",,Ground Pass,,27.037937,,,,,Per Mertesacker,3475.0,,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,5,Arsenal,1,['eedba545-0b64-470f-a12e-837da1e72664'],39,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:39.333,Pass,
,,,,,,,,,,,,,,,,,2.574659,,,,,,,,,,,,,,ae0bcda6-f430-47ff-826c-18e384997cdb,104,,,"[14.1, 58.7]",3753976,1,,,,,-1.8240621,,Right Foot,,,,"[7.5, 33.2]",,Ground Pass,,26.340273,,,,,Petr Čech,3461.0,,,,,,,1,Regular Play,Per Mertesacker,3475.0,Right Center Back,5,Arsenal,1,['2b3efa2b-9c01-426a-9a3a-85f183249323'],41,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:41.288,Pass,
,,,,,,,,,,,,,,,,,3.651709,,,,,,,,,,,,,,23a40e21-a694-4701-9e66-73e7f8522e36,108,,,"[10.8, 32.0]",3753976,1,,,,,-0.5711224,,Left Foot,,,,"[57.8, 1.8]",,High Pass,,55.86627,,,,,Ignacio Monreal Eraso,3498.0,,,,,,,1,Regular Play,Petr Čech,3461.0,Goalkeeper,5,Arsenal,1,"['89a4254c-5e41-46c6-9e96-2b6db0b796b2', '971617e3-3146-4fcb-9ca2-2eddf076b7dc']",45,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:45.722,Pass,True
,,,,,,,,,,,,,,,,,1.620877,,,,,,,,,,,,,,9f272ce7-e3f3-4018-a194-6b74ee42a55b,110,,,"[57.8, 1.8]",3753976,1,,,,,0.23148875,,Head,,,,"[71.8, 5.1]",,High Pass,,14.383672,,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,5,Arsenal,1,"['12fe5fb3-02fa-4e56-9f36-d0760a245cb9', '2d5e2ed8-8ce8-49d7-912b-50a373d3ae6e']",49,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:49.374,Pass,
,,,,,,,,,,,,,,,,,2.539313,,,,,,,,,,,,,,45168ca6-d3b6-4651-9fc5-e1fcc91ee2b9,114,,,"[62.4, 0.1]",3753976,1,,,,,2.8573246,,,,,,"[38.1, 7.2]",,Low Pass,,25.316002,,,,,Gabriel Armando de Abreu,6746.0,,,,,,Throw-in,1,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,6,Arsenal,1,['b165bfec-ba93-490a-b664-8c9ba7a1bba4'],58,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:58.881,Pass,
,,,,,,,,,,,,,,,,,0.669666,,,,,,,,,,,,,,742c5ec0-549d-4338-bae5-a1d3e9082d8e,117,,,"[48.5, 22.6]",3753976,2,,,,,1.1172835,,Right Foot,,,,"[54.3, 34.5]",,Ground Pass,,13.238202,,,,,Aaron Ramsey,3517.0,,,,,,,1,From Throw In,Gabriel Armando de Abreu,6746.0,Left Center Back,6,Arsenal,1,['8ac3840c-7eec-4aa9-9861-6812d74cb635'],8,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:08.099,Pass,
,,,,,,,,,,,,,,,,,1.622315,,,,,,,,,,,,,,127c78af-8562-41d5-b372-1ac598766fcf,120,,,"[54.3, 34.5]",3753976,2,,,,,-0.72772545,,Right Foot,,,,"[77.2, 14.1]",,Low Pass,,30.668715,,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Throw In,Aaron Ramsey,3517.0,Right Defensive Midfield,6,Arsenal,1,"['3a6a3e13-a838-4e07-ae52-b952cac9d51b', '9cb25fcf-6421-4808-8e5a-5c6b183c3d08']",8,,,,,,,,,,,,,,,,,,Arsenal,1,00:02:08.939,Pass,
,,,,,,,,,,,,,,,,,0.977967,,,,,,,,,,,,,,9cb25fcf-6421-4808-8e5a-5c6b183c3d08,122,,,"[42.9, 66.0]",3753976,2,,,,,-0.16235149,,Right Foot,,,,"[54.5, 64.1]",,Ground Pass,,11.754574,,,,,Leroy Fer,4045.0,,,,,,Recovery,1,Regular Play,Kyle Naughton,3340.0,Right Back,7,Swansea City,26,"['127c78af-8562-41d5-b372-1ac598766fcf', '693a7478-6570-4388-8dec-9d49663caa36']",10,,,,,,,,,,,,,,,,,,Swansea City,26,00:02:10.561,Pass,
