50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.728744,,,,,,,,,,,,,,,d6e43317-6cce-4ae9-8d12-74ee9afbd2b0,15,,"[80.1, 10.5]",3754308,0,,,,,-1.3161716,,Left Foot,,,"[82.0, 3.2]",,Low Pass,,7.543209,,,Nathan Aké,3306.0,,,,,,,1,From Throw In,José Manuel Jurado Marín,6870.0,Left Midfield,3,Watford,23,['f0b75a9a-d8b3-43a4-be5a-c314014c136c'],24,,,,,,,,,,,,,,,,Watford,23,00:00:24.435,Pass,
,,,,,,,,,,,,,,,,,0.09161,,,,,,,,,,,,,,,be4ecf66-4f56-4b66-81ed-68c27d7c4097,19,,"[101.7, 3.6]",3754308,0,,,,,1.2890245,,Left Foot,,,"[102.8, 7.4]",,Low Pass,,3.9560082,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,From Throw In,Nathan Aké,3306.0,Left Back,3,Watford,23,"['45a53ba9-64db-4ba7-bc6c-12361d19fdd6', '9dc6166e-2005-4ce0-b858-2feaef890df8']",29,,,,,,,,,,,,,,,,Watford,23,00:00:29.302,Pass,
,,,,,,,,,,,,,,,,,3.627074,,,,,,,,,,,,,,,af18c7f5-b4e5-497e-b254-03edf61f52a2,24,,"[14.0, 33.0]",3754308,0,,,,,0.4442056,,Drop Kick,,,"[86.7, 67.6]",,High Pass,,80.513664,Incomplete,,Duncan Watmore,22281.0,,,,,,,1,From Keeper,Jordan Pickford,3468.0,Goalkeeper,4,Sunderland,41,"['12393bdc-4261-4600-8ed9-ef6b735d320d', '7bcc260a-1a82-4517-b521-1dba86408a51']",38,,,,,,,,,,,,,,,,Sunderland,41,00:00:38.204,Pass,
,,,,,,,,,,,,,,,,,1.142784,,,,,,,,,,,,,,,b6587e9e-d89e-4170-8071-e2b6f9dd7596,30,,"[64.0, 54.3]",3754308,0,,,,,1.8757887,,Right Foot,,,"[62.3, 59.7]",,Ground Pass,,5.661272,Incomplete,,Sebastian Larsson,5617.0,,,,,,,1,From Keeper,DeAndre Yedlin,3658.0,Right Back,4,Sunderland,41,"['55f78938-1397-4fc3-8b2c-f53e486463ed', 'c362e161-d482-4557-add0-b70a5178a515', 'fc7395f6-9515-49c5-8930-0a71061b5115']",44,,,,,,,,,,,,,,,,Sunderland,41,00:00:44.726,Pass,True
,,,,,,,,,,,,,,,,,0.741447,,,,,,,,,,,,,,,c362e161-d482-4557-add0-b70a5178a515,32,,"[57.8, 20.4]",3754308,0,,,,,0.9641912,,Right Foot,,,"[61.2, 25.3]",,Ground Pass,,5.964059,,,Troy Deeney,3454.0,,,,,,Recovery,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,5,Watford,23,"['7e90a00f-30b3-490c-8d90-51dfe3ff876b', 'b6587e9e-d89e-4170-8071-e2b6f9dd7596']",45,,,,,,,,,,,,,,,,Watford,23,00:00:45.869,Pass,
,,,,,,,,,,,,,,,,,1.679697,,,,,,,,,,,,,,,4dc4484a-4ca1-4552-b941-f9dbf71267e2,35,,"[60.4, 25.5]",3754308,0,,,,,1.0999025,,Right Foot,,,"[63.2, 31.0]",,Ground Pass,,6.1717095,,,Almen Abdi,43081.0,,,,,,,1,Regular Play,Troy Deeney,3454.0,Left Center Forward,5,Watford,23,['caa0493f-d214-4e38-b3da-b17a0254623e'],47,,,,,,,,,,,,,,,,Watford,23,00:00:47.562,Pass,
,,,,,,,,,,,,,,,,,1.222749,,,,,,,,,,,,,,,41cb9839-a2c2-4614-a96d-8190b7a8453e,38,,"[85.9, 77.5]",3754308,0,,,,,-2.2387254,,Left Foot,,,"[78.8, 68.5]",,Ground Pass,,11.46342,,,Adlène Guédioura,4828.0,,,,,,,1,Regular Play,Almen Abdi,43081.0,Right Midfield,5,Watford,23,['d44a5b5c-f51a-47be-bf7e-f81c3e433ba5'],53,,,,,,,,,,,,,,,,Watford,23,00:00:53.280,Pass,
,,,,,,,,,,,,,,,,,1.53997,,,,,,,,,,,,,,,ab2e7a06-27db-4dd7-b4c5-ef06a27f31e3,40,,"[78.5, 69.7]",3754308,0,,,,,1.6856729,,Right Foot,,,"[77.6, 77.5]",,Ground Pass,,7.8517513,,,Craig Cathcart,3263.0,,,,,,,1,Regular Play,Adlène Guédioura,4828.0,Right Defensive Midfield,5,Watford,23,['1350ae4d-d528-4d33-bdbe-3632a08b994e'],54,,,,,,,,,,,,,,,,Watford,23,00:00:54.503,Pass,
,,,,,,,,,,,,,,,,,2.021696,,,,,,,,,,,,,,,80f3d43f-8c7b-4c13-b8db-3bb871837bde,44,,"[74.9, 75.9]",3754308,0,,,,,-0.5996657,,Left Foot,,,"[112.2, 50.4]",,High Pass,,45.183403,Pass Offside,,Odion Jude Ighalo,5458.0,,,,,,,1,Regular Play,Craig Cathcart,3263.0,Right Back,5,Watford,23,"['a6c303b4-7ff3-47be-aaa0-e8aa73c30a9f', 'ab03fe23-7088-48e9-b895-82abe3c12c05']",58,,,,,,,,,,,,,,,,Watford,23,00:00:58.151,Pass,True
,,,,,,,,,,,,,,,,,3.301682,,,,,,,,,,,,,,,ec3d7ad6-307f-4809-a253-9d7bbbb6a0c0,46,,"[18.0, 29.1]",3754308,1,,,,,-0.03986491,,Left Foot,,,"[88.2, 26.3]",,High Pass,,70.25582,Incomplete,,Dame N''Doye,16295.0,,,,,,Free Kick,1,From Free Kick,Jordan Pickford,3468.0,Goalkeeper,6,Sunderland,41,"['ba350cb1-116c-453a-9a20-078cc04be627', 'c0bd46c4-ea2c-4c06-8aa3-944b23465fae']",28,,,,,,,,,,,,,,,,Sunderland,41,00:01:28.732,Pass,
,,,,,,,,,,,,,,,,,0.686078,,,,,,,,,,,,,,,184ba718-e3d3-4738-be0c-46d8df268ee9,53,,"[107.1, 0.1]",3754308,1,,True,,,0.89883316,,,,,"[110.6, 4.5]",,Low Pass,,5.6222773,,,Rees Greenwood,129559.0,,,,,,Throw-in,1,From Throw In,Thomas Robson,45389.0,Left Back,7,Sunderland,41,['a649f19a-ae3b-4ee2-92a9-2c1f1ef627b4'],45,,,,,,,,,,,,,,,,Sunderland,41,00:01:45.374,Pass,
,,,,,,,,,,,,,,,,,0.924368,,,,,,,,,,,,,,,89063083-b145-4963-b637-0f1071aea0f8,56,,"[109.5, 3.7]",3754308,1,,,,,-1.784857,,Right Foot,,,"[109.0, 1.4]",,Low Pass,,2.3537204,,,Thomas Robson,45389.0,,,,,,,1,From Throw In,Rees Greenwood,129559.0,Left Midfield,7,Sunderland,41,"['607dd3e8-17cf-4445-8ecc-2e096a2de1fe', 'c2af9228-cd44-4be0-acd5-0cac73ad1245']",46,,,,,,,,,,,,,,,,Sunderland,41,00:01:46.060,Pass,True
,,,,,,,,,,,,,,,,,0.01848,,,,,,,,,,,,,,,799aedaf-743b-4369-b72f-9285d4fa67e4,59,,"[109.0, 1.4]",3754308,1,,,,,1.7942729,,Left Foot,,,"[108.5, 3.6]",,Low Pass,,2.2561028,Incomplete,,Rees Greenwood,129559.0,,,,,,,1,From Throw In,Thomas Robson,45389.0,Left Back,7,Sunderland,41,"['26c09fbb-2f97-417a-aef2-17edf3817bd2', '8847be16-ea7b-42b9-a8b1-3159e5b48bd4']",46,,,,,,,,,,,,,,,,Sunderland,41,00:01:46.991,Pass,
,,,,,,,,,,,,,,,,,0.915615,,,,,,,,,,,,,,,ffabf255-9fba-4eb8-b405-3a52055b7429,62,,"[104.9, 0.1]",3754308,1,,True,,,1.8637087,,,,,"[103.0, 6.4]",,Low Pass,,6.5802736,,,Jack Rodwell,18751.0,,,,,,Throw-in,1,From Throw In,Thomas Robson,45389.0,Left Back,8,Sunderland,41,['daf848fc-928f-4683-a413-f16debea4863'],53,,,,,,,,,,,,,,,,Sunderland,41,00:01:53.611,Pass,
,,,,,,,,,,,,,,,,,1.033967,,,,,,,,,,,,,,,efcf04d4-d505-4b57-8d81-4da225d910f2,64,,"[102.7, 6.6]",3754308,1,,True,,,-1.0714496,,Left Foot,,,"[105.1, 2.2]",,Low Pass,,5.011986,,,Thomas Robson,45389.0,,,,,,,1,From Throw In,Jack Rodwell,18751.0,Left Center Midfield,8,Sunderland,41,['52ee973d-f19d-44a1-9c4d-f0b78cb02d5b'],54,,,,,,,,,,,,,,,,Sunderland,41,00:01:54.813,Pass,
,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,5487e922-8125-49cd-89ba-9ccd7b104c7b,68,,"[103.0, 1.2]",3754308,1,,,,,2.872425,,Left Foot,,,"[91.4, 4.4]",,Ground Pass,,12.033287,,,Jeremain Lens,16457.0,,,,,,,1,From Throw In,Thomas Robson,45389.0,Left Back,8,Sunderland,41,"['92dfc9aa-c536-4510-99ad-599036c5dae2', 'ccd10451-74ad-48c5-9e92-5835a16f5b21']",56,,,,,,,,,,,,,,,,Sunderland,41,00:01:56.478,Pass,True
,,,,,,,,,,,,,,,,,1.027944,,,,,,,,,,,,,,,b4b61bcc-ebee-4c1d-8783-8437d7d4dc0a,72,,"[90.4, 7.0]",3754308,1,,,,,1.1028874,,Right Foot,True,,"[104.6, 35.1]",,Low Pass,,31.484123,Incomplete,,Dame N''Doye,16295.0,,,,,,,1,From Throw In,Jeremain Lens,16457.0,Right Center Midfield,8,Sunderland,41,"['5c01159f-ad0b-4f66-9e1f-bc13a1bcb4cc', 'a4bd9d66-1266-40fd-ab08-35f8e25b034b', 'e6c956a3-4491-43f7-80f5-b12f0e210882']",59,,,,,,,,,,,,,,,,Sunderland,41,00:01:59.411,Pass,True
,,,,,,,,,,,,,,,,,2.476757,,,,,,,,,,,,,,,ae6f9ea8-40be-4a40-ace7-1a4579075545,75,,"[76.9, 52.9]",3754308,2,,,,,0.69766104,,Right Foot,,,"[100.4, 72.6]",,Low Pass,,30.664963,,,Duncan Watmore,22281.0,,,,,,Recovery,1,From Throw In,DeAndre Yedlin,3658.0,Right Back,8,Sunderland,41,['775b0e8c-8c44-44bb-971e-073e81d74feb'],2,,,,,,,,,,,,,,,,Sunderland,41,00:02:02.615,Pass,
,,,,,,,,,,,,,,,,,0.126388,,,,,,,,,,,,,,,d8985595-cec3-4048-9b83-fea5f205252f,78,,"[115.1, 74.1]",3754308,2,,,,,-1.8788491,,Right Foot,,,"[113.7, 69.7]",,Low Pass,,4.6173587,Incomplete,,,,,,,,,,1,From Throw In,Duncan Watmore,22281.0,Right Midfield,8,Sunderland,41,['5cd6bb6c-960d-4b40-b139-e7e6c5a8d7a2'],8,,,,,,,,,,,,,,,,Sunderland,41,00:02:08.637,Pass,
,,,,,,,,,,,,,,,,,1.385916,,,,,,,,,,,,,,,1ce58be9-bf16-4e55-bde6-7d0224b29529,80,,"[97.4, 80.0]",3754308,2,,,,,-1.5279654,,,,,"[98.0, 66.0]",,Low Pass,,14.012852,,,Jeremain Lens,16457.0,,,,,,Throw-in,1,From Throw In,DeAndre Yedlin,3658.0,Right Back,9,Sunderland,41,['7d074028-1fe8-4231-900b-62f21bc45145'],21,,,,,,,,,,,,,,,,Sunderland,41,00:02:21.371,Pass,
,,,,,,,,,,,,,,,,,0.549273,,,,,,,,,,,,,,,45d1630c-a80a-4920-be17-69fc3994666c,89,,"[107.0, 55.4]",3754308,2,,,,,2.976444,,Right Foot,,,"[104.0, 55.9]",,Ground Pass,,3.0413814,,,Duncan Watmore,22281.0,,,,,,,1,From Throw In,Jeremain Lens,16457.0,Right Center Midfield,9,Sunderland,41,['ae5a865f-3409-44d4-bc6a-6fc4a961ea30'],28,,,,,,,,,,,,,,,,Sunderland,41,00:02:28.250,Pass,
,,,,,,,,,,,,,,,,,0.139261,,,,,,,,,,,,,,,3695f8b4-5210-4dfc-963d-ecf207d53958,93,,"[104.3, 53.8]",3754308,2,,,,,0.5317241,,Right Foot,,,"[106.0, 54.8]",,Low Pass,,1.9723083,Incomplete,,Jeremain Lens,16457.0,,,,,,,1,From Throw In,Duncan Watmore,22281.0,Right Midfield,9,Sunderland,41,"['4c90e0cb-cfbc-4891-b11e-1e8f7e40b6ed', 'b2fe00f2-550c-4c00-ab5d-8fbb0ad79bbd']",29,,,,,,,,,,,,,,,,Sunderland,41,00:02:29.864,Pass,
,,,,,,,,,,,,,,,,,1.421292,,,,,,,,,,,,,,,51c685b8-baf6-4df5-bfbf-aa9f59b71f5d,100,,"[38.0, 30.5]",3754308,2,,,,,0.3145416,,Right Foot,,,"[67.2, 40.0]",,Ground Pass,,30.706514,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,From Throw In,Troy Deeney,3454.0,Left Center Forward,9,Sunderland,41,"['2f3eb1a0-e498-44c1-9f5c-f75f8bb7e8a3', '5f4a69b1-7763-44a7-a959-63aaae70d6d5']",34,,,,,,,,,,,,,,,,Watford,23,00:02:34.532,Pass,
,,,,,,,,,,,,,,,,,1.690143,,,,,,,,,,,,,,,293435a8-9f20-44e5-99a4-f03944c76972,104,,"[58.1, 40.6]",3754308,2,,,,,0.52699053,,Right Foot,,,"[86.8, 57.3]",,High Pass,,33.20512,Incomplete,,Duncan Watmore,22281.0,,,,,,,1,From Throw In,John O''Shea,16890.0,Left Center Back,9,Sunderland,41,"['563cd10c-753c-4dd7-9794-27de49daa2b4', '8072ea16-4b09-4b0d-9116-b4aa72e09f5a']",40,,,,,,,,,,,,,,,,Sunderland,41,00:02:40.188,Pass,
,,,,,,,,,,,,,,,,,1.972177,,,,,,,,,,,,,,,563cd10c-753c-4dd7-9794-27de49daa2b4,106,,"[33.3, 22.8]",3754308,2,,,,,0.1133334,,Head,,,"[45.6, 24.2]",,Low Pass,,12.379418,,,Ben Watson,3626.0,,,,,,Recovery,1,Regular Play,Nathan Aké,3306.0,Left Back,10,Watford,23,"['293435a8-9f20-44e5-99a4-f03944c76972', '5277e7a2-a668-4eee-83ce-7099e7ccf204']",41,,,,,,,,,,,,,,,,Watford,23,00:02:41.878,Pass,
,,,,,,,,,,,,,,,,,1.90608,,,,,,,,,,,,,,,7cc68213-3552-47b4-b976-52e84b64cd64,109,,"[44.0, 24.5]",3754308,2,,,,,-1.2021004,,Right Foot,,,"[50.8, 6.9]",,Ground Pass,,18.867962,,,José Manuel Jurado Marín,6870.0,,,,,,,1,Regular Play,Ben Watson,3626.0,Left Defensive Midfield,10,Watford,23,['3ba5d7b7-1901-4073-92fb-8fcf642ec79f'],44,,,,,,,,,,,,,,,,Watford,23,00:02:44.499,Pass,
,,,,,,,,,,,,,,,,,2.474337,,,,,,,,,,,,,,,65b0b9d2-7ea1-4460-a820-ec1157510aba,112,,"[71.4, 16.3]",3754308,2,,,,,0.29814488,,Right Foot,,,"[111.1, 28.5]",,Low Pass,,41.532276,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,10,Watford,23,"['6c26246c-34e4-4d0e-8f4c-274ae1ac605f', 'c3e614ef-21b2-48e7-a292-1d90134f9193']",50,,,,,,,,,,,,,,,,Watford,23,00:02:50.982,Pass,
,,,,,,,,,,,,,,,,,2.91064,,,,,,,,,,,,,,,218012db-c104-4970-86ed-0dd3a5ef1f08,116,,"[15.8, 46.9]",3754308,3,,,,,-0.62842685,,Left Foot,,,"[80.2, 0.1]",,High Pass,,79.60905,Out,,Rees Greenwood,129559.0,,,True,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,10,Watford,23,['1fa8735c-faf8-4b0e-a35a-279015e463c7'],9,,,,,,,,,,,,,,,,Sunderland,41,00:03:09.321,Pass,
,,,,,,,,,,,,,,,,,0.420935,,,,,,,,,,,,,,,7ec025e0-f1ae-44e4-aaca-667b7af4e64f,118,,"[45.9, 80.0]",3754308,3,,True,,,-1.7156088,,,,,"[44.5, 70.4]",,Low Pass,,9.701547,,,Sebastian Prödl,3309.0,,,,,,Throw-in,1,From Throw In,Craig Cathcart,3263.0,Right Back,11,Watford,23,['fbfdbbd4-351e-4148-a5f5-5ce78bdc433e'],29,,,,,,,,,,,,,,,,Watford,23,00:03:29.260,Pass,
,,,,,,,,,,,,,,,,,1.435264,,,,,,,,,,,,,,,40b6222e-7cb4-4bf8-b7fe-593ec36523c5,120,,"[44.5, 70.4]",3754308,3,,True,,,2.7162538,,Right Foot,,,"[32.8, 75.7]",,Ground Pass,,12.844454,,,Craig Cathcart,3263.0,,,,,,,1,From Throw In,Sebastian Prödl,3309.0,Right Center Back,11,Watford,23,['b45a53f3-dfe3-41f3-9e16-91531a5bb3b1'],29,,,,,,,,,,,,,,,,Watford,23,00:03:29.733,Pass,
,,,,,,,,,,,,,,,,,0.233783,,,,,,,,,,,,,,,d9195133-411d-406c-9bbc-f1f888084e87,135,,"[34.5, 74.8]",3754308,3,,,,,-0.63274884,,Right Foot,,,"[37.5, 72.6]",,Ground Pass,,3.720215,Incomplete,,,,,,,,,,1,From Throw In,Craig Cathcart,3263.0,Right Back,11,Watford,23,"['2d106cf6-24a9-4e8e-b39a-0aa50c5252bf', 'a04e200c-523e-4b25-8865-b90f6717e046']",35,,,,,,,,,,,,,,,,Watford,23,00:03:35.525,Pass,True
,,,,,,,,,,,,,,,,,1.873142,,,,,,,,,,,,,,,f3d0a297-e28d-43e0-b2ae-1008649a60e5,137,,"[81.8, 0.1]",3754308,3,,True,,,2.9590328,,,,,"[49.3, 6.1]",,Low Pass,,33.049206,,,John O''Shea,16890.0,,,,,,Throw-in,1,From Throw In,Thomas Robson,45389.0,Left Back,12,Sunderland,41,['a1931301-000a-47ac-83fb-3a62f5c74220'],43,,,,,,,,,,,,,,,,Sunderland,41,00:03:43.617,Pass,
,,,,,,,,,,,,,,,,,2.925101,,,,,,,,,,,,,,,71430b3c-7f3d-44d2-838d-31112504665e,139,,"[49.0, 5.6]",3754308,3,,,,,1.7927588,,Right Foot,,,"[43.2, 31.3]",,Ground Pass,,26.346348,,,Lamine Koné,13286.0,,,,,,,1,From Throw In,John O''Shea,16890.0,Left Center Back,12,Sunderland,41,['8d87e9ad-5f01-460b-a4d7-0cb8d67edf0a'],45,,,,,,,,,,,,,,,,Sunderland,41,00:03:45.766,Pass,
