50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.848953,,,,,,,,,,cf7db42c-0e9c-4a7c-a3f4-ce9fbc22d443,1586,,,"[39.3, 18.9]",3837827,36,,,,0.39816758,,Left Foot,,,,"[51.9, 24.2]",,Ground Pass,,13.669309,,Arnaud Kalimuendo Muinga,35705.0,,,,,,Recovery,1,From Throw In,Arthur Theate,43913.0,Left Center Back,63,Rennes,134,['ff8f8c01-1175-4eb5-b9ce-d2a1df5d20e7'],22,,,,,,,,,,,,,,,,Rennes,134,00:36:22.277,Pass,
,,,,,,,,,,,,,,,,1.90232,,,,,,,,,,952235c6-0d5b-4cf3-bfc2-d53dc9b0f3a7,1589,,,"[55.0, 32.4]",3837827,36,,,,2.0503156,,Right Foot,,,,"[44.6, 52.4]",,Ground Pass,,22.542404,,Christopher Wooh,74588.0,,,,,,,1,From Throw In,Arnaud Kalimuendo Muinga,35705.0,Center Forward,63,Rennes,134,['453b1b35-f900-4ee3-9244-6cdeedb0ed2c'],24,,,,,,,,,,,,,,,,Rennes,134,00:36:24.554,Pass,
,,,,,,,,,,,,,,,,1.23738,,,,,,,,,,7ea5b765-c085-42d6-b666-213faa20ec90,1592,,,"[67.2, 61.1]",3837827,36,,,,1.230866,,Left Foot,,,,"[73.0, 77.5]",,Ground Pass,,17.395401,,Lovro Majer,28914.0,,,,,,,1,From Throw In,Christopher Wooh,74588.0,Right Center Back,63,Rennes,134,['58cc629e-f1ea-4366-89b5-a66daa7f658d'],31,,,,,,,,,,,,,,,,Rennes,134,00:36:31.624,Pass,
,,,,,,,,,,,,,,,,1.129305,,,,,,,,,,cd6e1231-959e-433f-8c52-c9e3fc690927,1596,,,"[68.4, 67.1]",3837827,36,,,,-1.7790532,,Left Foot,,,,"[62.8, 40.6]",,Ground Pass,,27.085236,,Lesley Chimuanya Ugochukwu,44738.0,,,,,,,1,From Throw In,Lovro Majer,28914.0,Right Defensive Midfield,63,Rennes,134,['0a19fcdc-f775-4105-869a-3440caa569e9'],35,,,,,,,,,,,,,,,,Rennes,134,00:36:35.440,Pass,
,,,,,,,,,,,,,,,,1.410087,,,,,,,,,,e82546f0-9d80-43cb-bb1d-a73aed1d9937,1599,,,"[63.4, 41.9]",3837827,36,,,,-1.1760052,,Right Foot,,,,"[71.4, 22.7]",,Ground Pass,,20.8,,Amine Gouiri,4435.0,,,,,,,1,From Throw In,Lesley Chimuanya Ugochukwu,44738.0,Left Defensive Midfield,63,Rennes,134,['0b9161c7-1253-4256-b49c-692cee13bbfc'],37,,,,,,,,,,,,,,,,Rennes,134,00:36:37.264,Pass,
,,,,,,,,,,,,,,,,0.732024,,,,,,,,,,535443f6-1f32-4cde-bb1f-22545e777ce5,1602,,,"[80.9, 14.0]",3837827,36,,,,-0.7922946,,Right Foot,,,,"[88.1, 6.7]",,Ground Pass,,10.253292,,Adrien Truffert,45026.0,,,,,,,1,From Throw In,Amine Gouiri,4435.0,Left Wing,63,Rennes,134,['89143fb3-d0ef-433d-98dd-9a381ab7851b'],42,,,,,,,,,,,,,,,,Rennes,134,00:36:42.601,Pass,
,,,,,,,,,,,,,,,,0.737706,,,,,,,,,,2e39f17b-2a2e-4f9c-a4be-91122f15d0eb,1605,,,"[88.1, 6.7]",3837827,36,,,,2.7813995,,Left Foot,,,,"[80.4, 9.6]",,Ground Pass,,8.228001,,Amine Gouiri,4435.0,,,,,,,1,From Throw In,Adrien Truffert,45026.0,Left Wing Back,63,Rennes,134,['0cb24bb2-a894-42be-9b26-da3646a0c87a'],45,,,,,,,,,,,,,,,,Rennes,134,00:36:45.746,Pass,
,,,,,,,,,,,,,,,,1.009379,,,,,,,,,,04ba9d06-5f7b-4ee7-9259-a3036a282bb1,1608,,,"[87.9, 8.9]",3837827,36,,,,1.7561443,,Right Foot,,,,"[84.9, 24.9]",,Ground Pass,,16.27882,,Lovro Majer,28914.0,,,,,,,1,From Throw In,Amine Gouiri,4435.0,Left Wing,63,Rennes,134,['9eb34e3a-fb78-40ff-84a0-b149dc684c4a'],47,,,,,,,,,,,,,,,,Rennes,134,00:36:47.717,Pass,
,,,,,,,,,,,,,,,,1.256607,,,,,,,,,,0c295320-7603-40fd-8f78-36f2aa120801,1611,,,"[85.3, 34.5]",3837827,36,,,,2.7808547,,Left Foot,,,,"[68.6, 40.8]",,Ground Pass,,17.84881,,Joe Rodon,11250.0,,,,,,,1,From Throw In,Lovro Majer,28914.0,Right Defensive Midfield,63,Rennes,134,['0b22b712-fe33-46a1-bb34-5a2b5b5dfb69'],51,,,,,,,,,,,,,,,,Rennes,134,00:36:51.726,Pass,
,,,,,,,,,,,,,,,,1.080144,,,,,,,,,,986aeff1-a6d9-489c-92f9-a72ead71d2cd,1614,,,"[71.1, 43.3]",3837827,36,,,,1.2586215,,Right Foot,,,,"[78.2, 65.3]",,Ground Pass,,23.11731,,Christopher Wooh,74588.0,,,,,,,1,From Throw In,Joe Rodon,11250.0,Center Back,63,Rennes,134,['dbc1cff6-0eae-4cfe-a83b-ec9ec63ea81f'],53,,,,,,,,,,,,,,,,Rennes,134,00:36:53.958,Pass,
,,,,,,,,,,,,,,,,1.397588,,,,,,,,,,73374873-3702-429e-9faf-9446c9b3cffe,1617,,,"[78.2, 65.8]",3837827,36,,,,-2.4227626,,Right Foot,,,,"[63.8, 53.2]",,Ground Pass,,19.134262,,Joe Rodon,11250.0,,,,,,,1,From Throw In,Christopher Wooh,74588.0,Right Center Back,63,Rennes,134,['d56974f1-3eec-4747-b782-858b664ea931'],56,,,,,,,,,,,,,,,,Rennes,134,00:36:56.765,Pass,
,,,,,,,,,,,,,,,,1.277869,,,,,,,,,,589dbcac-54bb-4ae2-88a4-9b881d9b729c,1620,,,"[63.8, 53.2]",3837827,36,,,,-1.8370484,,Right Foot,,,,"[56.3, 25.7]",,Ground Pass,,28.504385,,Arthur Theate,43913.0,,,,,,,1,From Throw In,Joe Rodon,11250.0,Center Back,63,Rennes,134,['9906a8d8-1304-48b7-9d73-254ccaa43918'],59,,,,,,,,,,,,,,,,Rennes,134,00:36:59.423,Pass,
,,,,,,,,,,,,,,,,1.527931,,,,,,,,,,bc961208-bf04-4c1e-a164-df21c4889fd5,1623,,,"[56.3, 25.0]",3837827,37,,,,-0.9425612,,Left Foot,,,,"[71.7, 3.8]",,Ground Pass,,26.203053,,Adrien Truffert,45026.0,,,,,,,1,From Throw In,Arthur Theate,43913.0,Left Center Back,63,Rennes,134,['34c3a400-faa9-4a19-bb80-9b4b1c29eef1'],1,,,,,,,,,,,,,,,,Rennes,134,00:37:01.717,Pass,
,,,,,,,,,,,,,,,,1.407315,,,,,,,,,,90abe5f3-2f03-4c8a-bc64-b41bb7b316df,1626,,,"[69.8, 8.0]",3837827,37,,,,2.7530127,,Left Foot,,,,"[54.9, 14.1]",,Ground Pass,,16.100311,,Arthur Theate,43913.0,,,,,,,1,From Throw In,Adrien Truffert,45026.0,Left Wing Back,63,Rennes,134,['e78d4cca-f66b-418f-a161-e89558f6e0fa'],7,,,,,,,,,,,,,,,,Rennes,134,00:37:07.334,Pass,
,,,,,,,,,,,,,,,,1.27943,,,,,,,,,,74a26896-fced-44a7-9da2-6d66789a48d5,1629,,,"[52.8, 16.7]",3837827,37,,,,1.6510097,,Left Foot,,,,"[50.3, 47.8]",,Ground Pass,,31.200321,,Joe Rodon,11250.0,,,,,,,1,From Throw In,Arthur Theate,43913.0,Left Center Back,63,Rennes,134,['733b34d9-54e6-440b-92e7-3fdc66cdc70d'],9,,,,,,,,,,,,,,,,Rennes,134,00:37:09.818,Pass,
,,,,,,,,,,,,,,,,1.396841,,,,,,,,,,1a548218-20e9-412e-a1e2-af7bda3a0f80,1632,,,"[50.3, 51.5]",3837827,37,,,,1.2272851,,Right Foot,,,,"[59.6, 77.5]",,Ground Pass,,27.613222,,Christopher Wooh,74588.0,,,,,,,1,From Throw In,Joe Rodon,11250.0,Center Back,63,Rennes,134,['511abbcd-16bc-4a8b-92d9-ef4e95e7a92d'],12,,,,,,,,,,,,,,,,Rennes,134,00:37:12.519,Pass,
,,,,,,,,,,,,,,,,0.939219,,,,,,,,,,1c26078b-7ee0-4456-b7e5-78aabcf447c7,1635,,,"[64.3, 77.5]",3837827,37,,,,0.06007799,,Right Foot,,,,"[77.6, 78.3]",,Ground Pass,,13.3240385,,Hamari Traoré,3248.0,,,,,,,1,From Throw In,Christopher Wooh,74588.0,Right Center Back,63,Rennes,134,['438d969e-cf04-456c-b8d8-b902f1c0fbe9'],16,,,,,,,,,,,,,,,,Rennes,134,00:37:16.024,Pass,
,,,,,,,,,,,,,,,,1.101779,,,,,,,,,,20e93e44-3f30-4204-b7da-d481f1176f3a,1639,,,"[77.1, 79.1]",3837827,37,,,,-1.7614353,,Right Foot,,,,"[74.9, 67.7]",,Ground Pass,,11.61034,,Amine Gouiri,4435.0,,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,63,Rennes,134,['0d26fcd6-9543-4559-8790-4b73e594ed97'],16,,,,,,,,,,,,,,,,Rennes,134,00:37:16.985,Pass,
,,,,,,,,,,,,,,,,0.866849,,,,,,,,,,027bad64-8a42-4413-a9ba-122106d569ae,1642,,,"[93.5, 72.6]",3837827,37,,,,0.80829495,,Right Foot,,,,"[99.9, 79.3]",,Ground Pass,,9.265528,,Hamari Traoré,3248.0,,,,,,,1,From Throw In,Amine Gouiri,4435.0,Left Wing,63,Rennes,134,['4cdb748e-c72b-44e7-8d13-47bae5a5ff16'],21,,,,,,,,,,,,,,,,Rennes,134,00:37:21.907,Pass,
,,,,,,,,,,,,,,,,0.752807,,,,,,,,,,0a01340d-0fa3-401e-ace6-c19cc2dc2da7,1645,,,"[99.9, 79.3]",3837827,37,,,,-1.0679531,,Right Foot,,,,"[104.3, 71.3]",,Ground Pass,,9.13017,,Amine Gouiri,4435.0,,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,63,Rennes,134,['d0532c66-a9d1-4175-89dc-9ae7209d942f'],24,,,,,,,,,,,,,,,,Rennes,134,00:37:24.022,Pass,
,,,,,,,,,,,,,,,,0.94034,,,,,,,,,,7347b7e8-89c8-4770-be3c-f62fa5d69959,1648,,,"[105.1, 69.0]",3837827,37,,,,0.12219517,,Right Foot,,,,"[110.8, 69.7]",,Ground Pass,,5.7428217,Incomplete,Hamari Traoré,3248.0,,,,,,,1,From Throw In,Amine Gouiri,4435.0,Left Wing,63,Rennes,134,"['247a11ce-9760-4ccb-a9d6-4257499a82a2', '6387a1a2-fedc-47a7-a1e4-a793b32b2d80']",25,,,,,,,,,,,,,,,,Rennes,134,00:37:25.138,Pass,
,,,,,,,,,,,,,,,,1.503848,,,,,,,,,,247a11ce-9760-4ccb-a9d6-4257499a82a2,1650,,,"[9.3, 10.4]",3837827,37,,,,1.5707964,,Right Foot,,,,"[9.3, 21.5]",,Ground Pass,,11.1,,Danilo Luís Hélio Pereira,13621.0,,,,,,Interception,1,From Throw In,Juan Bernat Velasco,15651.0,Left Wing Back,63,Rennes,134,"['5842e92e-4ed0-4118-b004-8a59fd9b8fd9', '7347b7e8-89c8-4770-be3c-f62fa5d69959']",26,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:37:26.078,Pass,
,,,,,,,,,,,,,,,,4.819683,,,,,,,,,,3a788b21-31d7-48a0-b143-db9a3f64f56c,1653,,,"[11.5, 26.1]",3837827,37,,,,0.74924576,,Right Foot,,,,"[64.5, 75.4]",,High Pass,,72.38432,Incomplete,Lionel Andrés Messi Cuccittini,5503.0,,,True,,,,1,From Throw In,Danilo Luís Hélio Pereira,13621.0,Left Center Back,63,Rennes,134,"['bbc44429-1b49-4e6f-a00c-d4a1d1234f73', 'f9e10499-8a71-49cc-bb0a-2e9353bd9a5b']",28,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:37:28.261,Pass,
,,,,,,,,,,,,,,,,1.880678,,,,,,,,,,4a34a1ac-bf0e-43c3-83d4-5e70db776401,1658,,,"[42.3, 3.0]",3837827,37,,,,2.5256865,,Right Foot,,,,"[13.9, 23.1]",,Ground Pass,,34.793247,,Steve Mandanda,3543.0,,,,,,,1,From Throw In,Arthur Theate,43913.0,Left Center Back,63,Rennes,134,['63325199-8fe9-4c22-b70b-39769e4c7b24'],34,,,,,,,,,,,,,,,,Rennes,134,00:37:34.453,Pass,
,,,,,,,,,,,,,,,,1.2983,,,,,,,,,,18135115-0c2d-44e7-a94a-2e0bf019624f,1661,,,"[13.9, 23.1]",3837827,37,,,,-1.1484097,,Right Foot,,,,"[21.9, 5.3]",,Ground Pass,,19.515121,,Arthur Theate,43913.0,,,,,,,1,From Throw In,Steve Mandanda,3543.0,Goalkeeper,63,Rennes,134,['ffeb5bf8-5193-4f1b-aa15-4e6dff6e3ff6'],38,,,,,,,,,,,,,,,,Rennes,134,00:37:38.436,Pass,
,,,,,,,,,,,,,,,,1.339225,,,,,,,,,,3f849cf0-daa6-43f2-8d7d-756361d51546,1664,,,"[44.0, 2.8]",3837827,37,,,,0.008474373,,Left Foot,,,,"[67.6, 3.0]",,Ground Pass,,23.600847,,Adrien Truffert,45026.0,,,,,,,1,From Throw In,Arthur Theate,43913.0,Left Center Back,63,Rennes,134,['4b1975d7-cb97-46e3-b334-1a4d3ad01b19'],42,,,,,,,,,,,,,,,,Rennes,134,00:37:42.898,Pass,
,,,,,,,,,,,,,,,,0.849963,,,,,,,,,,bf92afac-392f-43e4-828f-59be40dec8bc,1670,,,"[67.3, 3.6]",3837827,38,True,,,1.8059473,,Right Foot,,,,"[65.0, 13.2]",,Ground Pass,,9.871676,,Lovro Majer,28914.0,,,,,,Free Kick,1,From Free Kick,Adrien Truffert,45026.0,Left Wing Back,64,Rennes,134,['535d8c93-5aec-4b2b-8125-d061a873cd2b'],0,,,,,,,,,,,,,,,,Rennes,134,00:38:00.914,Pass,
,,,,,,,,,,,,,,,,1.646136,,,,,,,,,,eb57528d-0414-43ab-9ef8-6e7aeebe0421,1672,,,"[65.0, 10.7]",3837827,38,True,,,-0.8634998,,Right Foot,,,,"[70.3, 4.5]",,Ground Pass,,8.156592,,Adrien Truffert,45026.0,,,,,,,1,From Free Kick,Lovro Majer,28914.0,Right Defensive Midfield,64,Rennes,134,['7495d2e7-27be-4def-85c7-6a080c2eb3d5'],2,,,,,,,,,,,,,,,,Rennes,134,00:38:02.290,Pass,
,,,,,,,,,,,,,,,,0.473979,,,,,,,,,,9b26dc7c-2353-499b-a0f5-1c209764edc3,1674,,,"[71.9, 6.3]",3837827,38,,,,1.2193515,,Left Foot,,,,"[74.1, 12.3]",,Ground Pass,,6.3906183,,Désiré Doué,214013.0,,,,,,,1,From Free Kick,Adrien Truffert,45026.0,Left Wing Back,64,Rennes,134,['6a88a93d-a838-4b62-8b5d-746932fa88c7'],5,,,,,,,,,,,,,,,,Rennes,134,00:38:05.341,Pass,
,,,,,,,,,,,,,,,,1.42953,,,,,,,,,,afc3ef2f-cba9-4456-8f0d-bfcbb6ac5e20,1677,,,"[70.9, 17.3]",3837827,38,,,,1.353176,,Right Foot,,,,"[77.6, 47.6]",,Ground Pass,,31.03192,,Hamari Traoré,3248.0,,,,,,,1,From Free Kick,Désiré Doué,214013.0,Right Wing,64,Rennes,134,['be1571ba-aa9d-4dca-abd8-2d5b43262343'],7,,,,,,,,,,,,,,,,Rennes,134,00:38:07.409,Pass,
,,,,,,,,,,,,,,,,2.534809,,,,,,,,,,3330aff7-f8b8-44bd-a7a1-04385618f534,1680,,,"[77.6, 47.6]",3837827,38,,,,-1.953781,,Right Foot,,,,"[66.4, 19.8]",,Ground Pass,,29.97132,,Lesley Chimuanya Ugochukwu,44738.0,,,,,,,1,From Free Kick,Hamari Traoré,3248.0,Right Wing Back,64,Rennes,134,['1538df7d-0da5-4ec7-9e44-089c75f12dfa'],8,,,,,,,,,,,,,,,,Rennes,134,00:38:08.838,Pass,
,,,,,,,,,,,,,,,,0.993094,,,,,,,,,,2bc0fe6a-7fd2-4dcf-af4e-4d07dc1d0978,1683,,,"[74.1, 15.9]",3837827,38,,,,-0.7853982,,Right Foot,,,,"[85.3, 4.7]",,Ground Pass,,15.839191,,Adrien Truffert,45026.0,,,,,,,1,From Free Kick,Lesley Chimuanya Ugochukwu,44738.0,Left Defensive Midfield,64,Rennes,134,['b3ab503f-9e73-4ef1-b171-2b21835059a7'],13,,,,,,,,,,,,,,,,Rennes,134,00:38:13.357,Pass,
,,,,,,,,,,,,,,,,1.066945,,,,,,,,,,dae8beb4-4037-4db0-8f4b-5a8412c88c67,1686,,,"[85.3, 5.3]",3837827,38,,,,1.3312132,a34f7feb-ada4-4c3a-8d28-35bee2bc4889,Left Foot,,,,"[91.7, 31.5]",,Ground Pass,,26.970354,,Amine Gouiri,4435.0,True,,,,,,1,From Free Kick,Adrien Truffert,45026.0,Left Wing Back,64,Rennes,134,['d153db51-644e-44f2-9b46-7e954f4bc5bc'],15,,,,,,,,,,,,,,,,Rennes,134,00:38:15.327,Pass,
,,,,,,,,,,,,,,,,2.827669,,,,,,,,,,33e15ef4-51b0-4444-9b19-703da094cacd,1695,,,"[62.6, 11.9]",3837827,38,,,,2.8000817,,Left Foot,,,,"[24.9, 25.3]",,Ground Pass,,40.010624,,Steve Mandanda,3543.0,,,,,,,1,From Free Kick,Arthur Theate,43913.0,Left Center Back,64,Rennes,134,['45503bc1-c9e7-4c05-81ff-404b42a93057'],25,,,,,,,,,,,,,,,,Rennes,134,00:38:25.857,Pass,
,,,,,,,,,,,,,,,,2.300216,,,,,,,,,,2ae4074d-cfc2-45f2-b46d-b84f05033dfd,1698,,,"[26.3, 30.2]",3837827,38,,,,1.0670468,,Right Foot,,,,"[47.3, 68.3]",,Ground Pass,,43.50414,,Christopher Wooh,74588.0,,,,,,,1,From Free Kick,Steve Mandanda,3543.0,Goalkeeper,64,Rennes,134,['39cc0cfd-2377-47c6-a66a-db650a3d17ef'],30,,,,,,,,,,,,,,,,Rennes,134,00:38:30.765,Pass,
,,,,,,,,,,,,,,,,1.249584,,,,,,,,,,d4d43908-c240-4bd5-a1ae-489f0f92b738,1702,,,"[46.4, 69.9]",3837827,38,,,,-2.208702,,Right Foot,,,,"[31.5, 49.8]",,Ground Pass,,25.020391,,Joe Rodon,11250.0,,,,,,,1,From Free Kick,Christopher Wooh,74588.0,Right Center Back,64,Rennes,134,['4dc4bbd4-44de-493d-a23e-ce1e2a095687'],38,,,,,,,,,,,,,,,,Rennes,134,00:38:38.735,Pass,
,,,,,,,,,,,,,,,,1.900864,,,,,,,,,,594d6754-aee5-411b-88c1-49bfda41f272,1706,,,"[29.1, 45.6]",3837827,38,,,,-2.8213973,,Right Foot,,,,"[9.8, 39.2]",,Ground Pass,,20.33347,,Steve Mandanda,3543.0,,,,,,,1,From Free Kick,Joe Rodon,11250.0,Center Back,64,Rennes,134,"['5a212ec3-8b97-4c86-83e8-804aec7fb0fa', '760c3a93-7232-4e5f-9565-7e5705e6e3e5']",41,,,,,,,,,,,,,,,,Rennes,134,00:38:41.163,Pass,True
,,,,,,,,,,,,,,,,1.421617,,,,,,,,,,7d5a73ea-2b6e-4336-abb5-34c1dc334b93,1709,,,"[9.8, 39.2]",3837827,38,,,,0.1319306,,Right Foot,,,,"[30.9, 42.0]",,Ground Pass,,21.284971,,Lesley Chimuanya Ugochukwu,44738.0,,,,,,,1,From Free Kick,Steve Mandanda,3543.0,Goalkeeper,64,Rennes,134,['1741235b-5336-4a98-aaf5-8e99dff979d8'],43,,,,,,,,,,,,,,,,Rennes,134,00:38:43.225,Pass,
,,,,,,,,,,,,,,,,1.499497,,,,,,,,,,47abe56a-bc81-4a04-aba9-8c56b5269c04,1711,,,"[30.9, 42.0]",3837827,38,,,,2.449995,,Right Foot,,,,"[15.2, 55.0]",,Ground Pass,,20.383572,,Joe Rodon,11250.0,,,,,,,1,From Free Kick,Lesley Chimuanya Ugochukwu,44738.0,Left Defensive Midfield,64,Rennes,134,['0fb9b3ae-bc11-47eb-bbf7-a742f00e5c9f'],44,,,,,,,,,,,,,,,,Rennes,134,00:38:44.647,Pass,
,,,,,,,,,,,,,,,,1.488492,,,,,,,,,,43ea7612-5bb7-49eb-88eb-faee6f43f5d6,1714,,,"[11.7, 60.9]",3837827,38,,,,0.81986725,,Right Foot,,,,"[28.5, 78.9]",,Ground Pass,,24.62194,,Christopher Wooh,74588.0,,,,,,,1,From Free Kick,Joe Rodon,11250.0,Center Back,64,Rennes,134,['6607c386-73c4-43b8-ab07-a96097538aa1'],48,,,,,,,,,,,,,,,,Rennes,134,00:38:48.278,Pass,
,,,,,,,,,,,,,,,,1.239274,,,,,,,,,,3ae459c8-3bf9-47c3-b5b0-8e7ffbdf58d7,1717,,,"[48.9, 78.6]",3837827,38,,,,-0.66168094,,Right Foot,,,,"[70.6, 61.7]",,Ground Pass,,27.504545,Pass Offside,Arnaud Kalimuendo Muinga,35705.0,,,,,,,1,From Free Kick,Christopher Wooh,74588.0,Right Center Back,64,Rennes,134,['b3d10b23-d684-4402-b0bc-617e35c0f34c'],53,,,,,,,,,,,,,,,,Rennes,134,00:38:53.474,Pass,
,,,,,,,,,,,,,,,,0.834553,,,,,,,,,,fd791111-4c5a-4dc9-8d8c-f71c4d1b00dd,1719,,,"[47.6, 17.7]",3837827,39,True,,,2.199904,,Left Foot,,,,"[33.7, 36.8]",,Ground Pass,,23.622446,,Marcos Aoás Corrêa,4372.0,,,,,,Free Kick,1,From Free Kick,Danilo Luís Hélio Pereira,13621.0,Left Center Back,65,Paris Saint-Germain,131,['30590f5e-a89c-4d94-acc9-e75f4beedfe6'],13,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:39:13.292,Pass,
,,,,,,,,,,,,,,,,1.084442,,,,,,,,,,4ebde449-de26-487b-8884-825ed0ca2b38,1721,,,"[43.0, 39.0]",3837827,39,,,,1.3940874,,Right Foot,,,,"[47.0, 61.4]",,Ground Pass,,22.754341,,Sergio Ramos García,5201.0,,,,,,,1,From Free Kick,Marcos Aoás Corrêa,4372.0,Center Back,65,Paris Saint-Germain,131,['a24abd7b-65ab-4bd3-a8db-049c1df96e0a'],16,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:39:16.499,Pass,
,,,,,,,,,,,,,,,,0.897707,,,,,,,,,,b37d65e0-775e-4544-ac7a-f8e86fcefd39,1724,,,"[49.5, 61.4]",3837827,39,,,,-0.8655183,,Right Foot,,,,"[55.8, 54.0]",,Ground Pass,,9.718539,,Warren Zaire Emery,144059.0,,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Right Center Back,65,Paris Saint-Germain,131,['7175e8a0-a8c7-4519-84ed-97c773af759e'],20,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:39:20.031,Pass,
,,,,,,,,,,,,,,,,1.156879,,,,,,,,,,56b0fe5d-65f1-4533-b80a-00d9edae4263,1727,,,"[54.5, 52.4]",3837827,39,,,,-2.1496584,,Right Foot,,,,"[46.2, 39.7]",,Ground Pass,,15.171684,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Free Kick,Warren Zaire Emery,144059.0,Right Defensive Midfield,65,Paris Saint-Germain,131,['66e48f22-13b1-4761-9a97-46b8eb559656'],22,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:39:22.975,Pass,
,,,,,,,,,,,,,,,,2.28918,,,,,,,,,,42325520-aac9-4d83-956b-1064f35f9122,1729,,,"[46.2, 39.7]",3837827,39,,,,-1.2671098,,Right Foot,,,,"[55.1, 11.3]",,Ground Pass,,29.761889,,Vitor Machado Ferreira,34639.0,,,,,,,1,From Free Kick,Marcos Aoás Corrêa,4372.0,Center Back,65,Paris Saint-Germain,131,['7d704266-908a-4a0e-9881-9a90e848ec30'],24,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:39:24.132,Pass,
,,,,,,,,,,,,,,,,0.69806,,,,,,,,,,084ef8d3-1391-4120-9bb1-9d7f3aac02e1,1732,,,"[60.8, 11.3]",3837827,39,,,,0.09384121,,Right Foot,,,,"[69.3, 12.1]",,Ground Pass,,8.537564,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Free Kick,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,65,Paris Saint-Germain,131,['533af94f-404a-46bc-becd-2d432e8feb71'],27,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:39:27.702,Pass,
,,,,,,,,,,,,,,,,0.693914,,,,,,,,,,8a9dd471-50f8-48b1-8e46-6f559bca4990,1738,,,"[69.6, 12.6]",3837827,39,True,,,2.3735337,,Left Foot,,,,"[43.2, 38.1]",,Ground Pass,,36.70436,,Marcos Aoás Corrêa,4372.0,,,,,,Free Kick,1,From Free Kick,Vitor Machado Ferreira,34639.0,Left Defensive Midfield,66,Paris Saint-Germain,131,['e2e1c632-8e53-4873-b4f1-f9a0dd5f0403'],56,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:39:56.624,Pass,
,,,,,,,,,,,,,,,,1.972591,,,,,,,,,,005e8af8-3e7d-44df-a530-a966433b6e02,1740,,,"[55.5, 39.8]",3837827,39,,,,1.3189763,,Left Foot,,,,"[60.8, 60.4]",,Ground Pass,,21.270872,,Sergio Ramos García,5201.0,,,,,,,1,From Free Kick,Marcos Aoás Corrêa,4372.0,Center Back,66,Paris Saint-Germain,131,['632cc783-2cf4-415c-bba8-13bdde470f07'],59,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:39:59.099,Pass,
,,,,,,,,,,,,,,,,1.52901,,,,,,,,,,cb2c05ea-fe2f-4cc7-8059-6211c981063c,1743,,,"[60.8, 60.4]",3837827,40,,,,-1.9750426,,Right Foot,,,,"[52.8, 41.7]",,Ground Pass,,20.33937,,Marcos Aoás Corrêa,4372.0,,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Right Center Back,66,Paris Saint-Germain,131,['d4ba3a5d-8190-4f09-91f1-76a2a01b0ce3'],1,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:40:01.397,Pass,
,,,,,,,,,,,,,,,,1.24107,,,,,,,,,,e9650153-d18a-4ac0-b13b-5e03f64a8438,1746,,,"[52.8, 41.7]",3837827,40,,,,-1.735945,,Right Foot,,,,"[49.3, 20.7]",,Ground Pass,,21.289669,,Danilo Luís Hélio Pereira,13621.0,,,,,,,1,From Free Kick,Marcos Aoás Corrêa,4372.0,Center Back,66,Paris Saint-Germain,131,['df042efc-c1e2-4188-bce5-9ffd77d2e0ff'],4,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:40:04.013,Pass,
