bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.497423,,,,,,,,,,,,d44f8740-601e-4861-9119-27b129ad0dbd,20,,,"[66.4, 5.0]",3837987,0,,,,2.3561945,,Left Foot,,,,"[47.8, 23.6]",,Ground Pass,,26.304373,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Wing Back,2,Paris Saint-Germain,131,['3809a537-a942-4fb4-accd-ddded5c6854f'],14,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.448,Pass,
,,,,,,,,,,,,,,,,2.089537,,,,,,,,,,,,795226d3-5620-4a84-8abb-d5ed84533d0a,23,,,"[47.8, 25.6]",3837987,0,,,,1.4245394,,Right Foot,,,,"[53.0, 60.9]",,Ground Pass,,35.680946,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Center Back,2,Paris Saint-Germain,131,['fd45dd00-f055-4ccb-8f18-55e212bfe1a3'],17,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:17.259,Pass,
,,,,,,,,,,,,,,,,1.271534,,,,,,,,,,,,a2161a20-3c66-4cea-9244-06cc2723588f,26,,,"[56.3, 65.7]",3837987,0,,,,0.77229846,,Right Foot,,,,"[67.9, 77.0]",,Ground Pass,,16.194136,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['9e82557d-3416-43a8-9cd0-feca56ac9ab5'],20,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:20.300,Pass,
,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,c3a24080-4fda-407d-86d9-74d34de3cd80,29,,,"[68.1, 77.2]",3837987,0,,,,-2.9278538,,Right Foot,,,,"[55.2, 74.4]",,Ground Pass,,13.200378,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Wing Back,2,Paris Saint-Germain,131,['e1323aed-8e3f-4967-9a2e-819ba1e556e2'],23,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.287,Pass,
,,,,,,,,,,,,,,,,1.999997,,,,,,,,,,,,783552ee-94b2-42c7-991f-92b5b6beba5a,32,,,"[54.9, 73.3]",3837987,0,,,,-1.6001996,,Right Foot,,,,"[53.8, 35.9]",,Ground Pass,,37.416172,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['9cb87642-a620-46e7-a495-21d6c0f2e12d'],25,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:25.374,Pass,
,,,,,,,,,,,,,,,,1.663415,,,,,,,,,,,,9a7ab9c7-97bc-4e5c-aba3-808c977c42ef,35,,,"[54.0, 36.4]",3837987,0,,,,-1.3094703,,Right Foot,,,,"[58.6, 19.2]",,Ground Pass,,17.804493,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Center Back,2,Paris Saint-Germain,131,['20da2f90-b363-444d-99ae-daad13996749'],27,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:27.414,Pass,
,,,,,,,,,,,,,,,,1.257483,,,,,,,,,,,,885c3100-435a-4232-93e3-51b7ed4a90ab,38,,,"[60.5, 12.8]",3837987,0,,,,-0.60670793,,Right Foot,,,,"[73.9, 3.5]",,Ground Pass,,16.311039,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Center Back,2,Paris Saint-Germain,131,['7517e643-0202-4343-80af-0c878979a883'],29,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:29.750,Pass,
,,,,,,,,,,,,,,,,0.639493,,,,,,,,,,,,464d7755-5ed3-4d6c-8b45-96d4a47a90d3,41,,,"[77.2, 4.2]",3837987,0,,,,1.5829909,,Left Foot,,,,"[77.1, 12.4]",,Ground Pass,,8.20061,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Wing Back,2,Paris Saint-Germain,131,['afbe05ae-8389-4abd-93b8-f52b6f632b34'],32,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:32.734,Pass,
,,,,,,,,,,,,,,,,0.954061,,,,,,,,,,,,3304068a-24bb-4cca-a21b-7a9193372dcc,44,,,"[77.2, 12.2]",3837987,0,,,,-2.6928694,,Right Foot,,,,"[66.4, 7.0]",,Ground Pass,,11.986659,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Attacking Midfield,2,Paris Saint-Germain,131,"['4672f053-f364-499e-8f92-5eaf5bbe22d9', 'd141ebd4-1709-4ace-812a-22a513296559']",33,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:33.373,Pass,True
,,,,,,,,,,,,,,,,1.033766,,,,,,,,,,,,60709c51-6225-4e83-acf3-5d4f8496f4f5,47,,,"[66.2, 7.0]",3837987,0,,,,1.5163049,,Right Foot,,,,"[66.8, 18.0]",,Ground Pass,,11.016352,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Center Back,2,Paris Saint-Germain,131,['d78e9f85-65b7-4256-8abf-682dc5bdee73'],34,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:34.448,Pass,
,,,,,,,,,,,,,,,,0.965333,,,,,,,,,,,,e0a1c6a2-66cf-41b3-bcb3-7fb12b339439,49,,,"[65.6, 20.5]",3837987,0,,,,-1.7601664,,Left Foot,,,,"[63.3, 8.5]",,Ground Pass,,12.218429,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Paris Saint-Germain,131,['15203978-ed8b-4deb-8668-aa2fedabd165'],35,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:35.481,Pass,
,,,,,,,,,,,,,,,,0.799999,,,,,,,,,,,,c956e46d-7c6c-45ce-aa2b-0a0796e96154,52,,,"[63.3, 8.5]",3837987,0,,,,-0.5191461,,Right Foot,,,,"[68.9, 5.3]",,Ground Pass,,6.449806,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Center Back,2,Paris Saint-Germain,131,['8b41dcc1-4381-46ce-bbfe-d068e14794dc'],36,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:36.940,Pass,
,,,,,,,,,,,,,,,,1.173641,,,,,,,,,,,,3cc00b15-3eed-4c66-ab74-2cdedc832e43,55,,,"[68.5, 5.6]",3837987,0,,,,2.2719786,,Right Foot,,,,"[54.4, 22.3]",,Ground Pass,,21.85635,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Attacking Midfield,2,Paris Saint-Germain,131,['12d5e2e0-a228-4d49-8a43-5844bcf2d448'],39,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:39.211,Pass,
,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,a6e564e5-99e5-4865-bcd9-89b20878d109,57,,,"[54.2, 22.9]",3837987,0,,,,-1.2108479,,Right Foot,,,,"[57.7, 13.6]",,Ground Pass,,9.9368,,,,Danilo Luís Hélio Pereira,13621.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Center Back,2,Paris Saint-Germain,131,['4c484c40-d408-4a33-8487-2391e12d0e8b'],40,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:40.385,Pass,
,,,,,,,,,,,,,,,,0.843199,,,,,,,,,,,,b7cb0fce-45a3-47e9-9d49-eca66e43439c,60,,,"[61.3, 11.4]",3837987,0,,,,-0.40601918,,Right Foot,,,,"[72.0, 6.8]",,Ground Pass,,11.646888,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Danilo Luís Hélio Pereira,13621.0,Left Center Back,2,Paris Saint-Germain,131,['a43f4d65-523a-4c62-baac-4387c42089ee'],42,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:42.566,Pass,
,,,,,,,,,,,,,,,,0.839998,,,,,,,,,,,,0350e0c4-0606-431e-b4fe-224a20f0b28f,67,,,"[71.1, 8.0]",3837987,0,,,,2.3266172,,Right Foot,,,,"[62.9, 16.7]",,Ground Pass,,11.955334,,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Attacking Midfield,2,Paris Saint-Germain,131,['00d660e8-6326-4201-999f-8fc696b6a6ae'],46,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:46.106,Pass,
,,,,,,,,,,,,,,,,0.663176,,,,,,,,,,,,dc01d489-4ef8-43e6-955c-28e0f923fdfb,71,,,"[63.9, 15.3]",3837987,0,,,,0.66596925,,Left Foot,,,,"[69.5, 19.7]",,Ground Pass,,7.1217976,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Left Defensive Midfield,2,Paris Saint-Germain,131,"['279e9159-4600-4b16-af47-22b40e947b4b', 'c20bb29c-da9c-42a2-a84c-d2a8e266da8b']",48,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.194,Pass,True
,,,,,,,,,,,,,,,,1.464675,,,,,,,,,,,,e23bc8f1-b3fd-4a27-9e9f-c8b36f48f9e0,74,,,"[70.1, 18.8]",3837987,0,,,,2.3267913,,Right Foot,,,,"[56.9, 32.8]",,Ground Pass,,19.241621,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Attacking Midfield,2,Paris Saint-Germain,131,"['17a8ebb2-d97e-42f3-8a96-94bc299edf24', 'fe95aabb-a8ba-463f-86f5-72b285fb145f']",48,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.857,Pass,True
,,,,,,,,,,,,,,,,1.367444,,,,,,,,,,,,651448e9-e105-4935-bc07-84ea294314dc,77,,,"[56.9, 32.8]",3837987,0,,,,1.1423905,,Right Foot,,,,"[68.5, 58.2]",,Ground Pass,,27.923468,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Center Back,2,Paris Saint-Germain,131,['3efbd33a-e2c4-4383-aa1f-4b440c351f85'],50,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:50.402,Pass,
,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,3fc97dd4-cb7d-4cc4-8107-1df89d1e19d2,80,,,"[70.4, 60.3]",3837987,0,,,,0.66963893,,Right Foot,,,,"[84.8, 71.7]",,Ground Pass,,18.366274,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Defensive Midfield,2,Paris Saint-Germain,131,['79ce5775-f23d-4db0-b29c-d8008b1bf8a2'],52,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:52.782,Pass,
,,,,,,,,,,,,,,,,0.973832,,,,,,,,,,,,471d09fe-19fe-4371-a128-4e2bf890718d,83,,,"[84.6, 71.3]",3837987,0,,,,0.4005345,,Left Foot,,,,"[95.7, 76.0]",,Ground Pass,,12.054045,,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Paris Saint-Germain,131,['eca1e4be-a2a1-49c1-8ff3-6592521ee362'],54,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:54.688,Pass,
,,,,,,,,,,,,,,,,1.006792,,,,,,,,,,,,8725c8ed-5af5-4e17-8ff3-ec219b578bd4,86,,,"[96.1, 76.4]",3837987,0,,,,-2.9694018,,Right Foot,,,,"[84.6, 74.4]",,Ground Pass,,11.672618,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Wing Back,2,Paris Saint-Germain,131,['4e5d4e29-6229-4f6e-a854-6af161067be3'],57,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:57.177,Pass,
,,,,,,,,,,,,,,,,1.887379,,,,,,,,,,,,a2a6786b-b55a-45a3-bd01-8c842bbe3472,89,,,"[86.7, 70.1]",3837987,0,,,,-0.7802169,,Left Foot,True,,,"[115.8, 41.3]",,High Pass,,40.94203,,Incomplete,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Paris Saint-Germain,131,"['f0ac9f56-7d31-4201-8f38-748a4617c675', 'fa24b7cd-5bd5-443f-8603-b1891dc80c52']",59,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.740,Pass,
,,,,,,,,,,,,,,,,3.866035,,,,,,,,,,,,170b8c7a-262b-425f-80b4-d1a4da617b2a,93,,,"[16.9, 53.5]",3837987,1,,,,-0.02093092,,Drop Kick,,,,"[79.0, 52.2]",,High Pass,,62.113605,,Incomplete,,Mounaim El Idrissy,20879.0,,,,,,1,Regular Play,François-Joseph Sollacaro,33397.0,Goalkeeper,3,AC Ajaccio,158,"['3dca631c-c38f-409c-a55e-d5a5a0b434e0', '8886fcdf-d629-4a1a-a982-e2cf89f77f13']",15,,,,,,,,,,,,,,,AC Ajaccio,158,00:01:15.492,Pass,
,,,,,,,,,,,,,,,,1.833848,,,,,,,,,,,,8886fcdf-d629-4a1a-a982-e2cf89f77f13,95,,,"[41.1, 27.9]",3837987,1,,,True,0.32564157,,,,,,"[56.5, 33.1]",,High Pass,,16.25423,,Incomplete,,Hugo Ekitike,50429.0,,,,,Recovery,1,Regular Play,Sergio Ramos García,5201.0,Center Back,3,AC Ajaccio,158,"['170b8c7a-262b-425f-80b4-d1a4da617b2a', '7a8e2a41-1f67-44d4-8d58-30e5b50080a2', '7d645e86-34a3-4d46-b0fa-b926ed4ffef0', 'a03c8e77-9528-4d3c-b6e0-f1d0c3fa56c2']",19,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:19.358,Pass,True
,,,,,,,,,,,,,,,,0.563965,,,,,,,,,,,,7a8e2a41-1f67-44d4-8d58-30e5b50080a2,98,,,"[63.6, 47.0]",3837987,1,,,,2.819842,,Other,,,,"[60.3, 48.1]",,Low Pass,,3.4785054,,,,Thomas Mangani,3185.0,,,,,Recovery,1,Regular Play,Mathieu Coutadeur,7292.0,Left Center Midfield,3,AC Ajaccio,158,"['6811bc65-bd6b-4aad-a831-65dc2373ab72', '8886fcdf-d629-4a1a-a982-e2cf89f77f13']",21,,,,,,,,,,,,,,,AC Ajaccio,158,00:01:21.192,Pass,
,,,,,,,,,,,,,,,,2.262337,,,,,,,,,,,,d8fbf057-0be8-4b49-bf9f-8b5a10d5be6a,101,,,"[53.7, 38.2]",3837987,1,,,,-2.5551405,,Left Foot,,,,"[38.8, 28.3]",,Ground Pass,,17.889103,,,,Clément Vidal,33210.0,,,,,,1,Regular Play,Thomas Mangani,3185.0,Center Defensive Midfield,3,AC Ajaccio,158,['61882047-4838-4e56-80ce-d6fac29933cc'],24,,,,,,,,,,,,,,,AC Ajaccio,158,00:01:24.421,Pass,
,,,,,,,,,,,,,,,,1.037075,,,,,,,,,,,,e37a3420-f876-421b-b2f8-a0d9284f0eb5,104,,,"[34.5, 22.1]",3837987,1,,,,0.8712084,,Right Foot,,,,"[43.0, 32.2]",,Ground Pass,,13.200758,,,,Mathieu Coutadeur,7292.0,,,,,,1,Regular Play,Clément Vidal,33210.0,Left Center Back,3,AC Ajaccio,158,['5d57948f-9b06-49b8-88d1-d7cdf1f16834'],27,,,,,,,,,,,,,,,AC Ajaccio,158,00:01:27.592,Pass,
,,,,,,,,,,,,,,,,1.268128,,,,,,,,,,,,1630df7b-cf82-40a4-9efa-4c1a361a1914,107,,,"[40.2, 30.7]",3837987,1,,,,-2.3371491,,Right Foot,,,,"[29.9, 20.0]",,Ground Pass,,14.851936,,,,Clément Vidal,33210.0,,,,,,1,Regular Play,Mathieu Coutadeur,7292.0,Left Center Midfield,3,AC Ajaccio,158,['c9a4c18e-0c28-48e2-aefe-2a8d6a3e0c21'],28,,,,,,,,,,,,,,,AC Ajaccio,158,00:01:28.675,Pass,
,,,,,,,,,,,,,,,,1.889371,,,,,,,,,,,,aa1eb490-84a4-43b5-80fc-4fa86a644d9d,110,,,"[27.1, 20.2]",3837987,1,,,,2.2410252,,Right Foot,,,,"[9.9, 41.9]",,Ground Pass,,27.68989,,,,François-Joseph Sollacaro,33397.0,,,,,,1,Regular Play,Clément Vidal,33210.0,Left Center Back,3,AC Ajaccio,158,['4fe15e69-cf40-4c51-9612-e32e06383c4f'],31,,,,,,,,,,,,,,,AC Ajaccio,158,00:01:31.052,Pass,
