50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.453344,,,,,,,,,,,,429856a9-3da6-4b26-b2c7-bffd25ab0c19,18,,"[55.7, 11.8]",3895113,0,,,,,2.317379,,Left Foot,,,"[35.9, 33.2]",,Low Pass,,29.15476,,,,,Jonathan Tah,8221.0,,,,,,1,From Kick Off,Alejandro Grimaldo García,10336.0,Left Wing Back,2,Bayer Leverkusen,904,"['ba2de37d-ee65-4feb-a5ea-b54fc0236494', 'fac6763f-5f80-4b02-94e3-799bd452abc8']",11,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:11.123,Pass,True
,,,,,,,,,,,,,,,,,,,,1.556832,,,,,,,,,,,,923309c9-3dcf-4141-a48f-e3208bd1f952,21,,"[38.6, 33.2]",3895113,0,,,,,-1.3258177,,Right Foot,,,"[43.8, 12.4]",,Ground Pass,,21.44015,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Center Back,2,Bayer Leverkusen,904,['6099cc29-0d11-4fee-9d00-ce786f36eca9'],16,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:16.339,Pass,
,,,,,,,,,,,,,,,,,,,,1.133635,,,,,,,,,,,,7d098e93-c4a3-4d21-94e1-ee7f39346658,24,,"[43.4, 13.2]",3895113,0,,,,,0.7853982,,Right Foot,,,"[49.8, 19.6]",,Ground Pass,,9.050967,,,,,Granit Xhaka,3500.0,,,,,,1,From Kick Off,Edmond Fayçal Tapsoba,30606.0,Left Center Back,2,Bayer Leverkusen,904,['8e9c5a9a-0084-457b-93be-2ba84bbe4fcb'],19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:19.268,Pass,
,,,,,,,,,,,,,,,,,,,,0.904091,,,,,,,,,,,,5bd4ec7d-4d90-4a2d-bcea-2fe45009e3e5,28,,"[50.0, 20.8]",3895113,0,,,,,-2.1899576,,Right Foot,,,"[43.8, 12.1]",,Ground Pass,,10.683165,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Kick Off,Granit Xhaka,3500.0,Left Defensive Midfield,2,Bayer Leverkusen,904,"['6824686d-4590-42ed-bcb5-84522be6958f', '9adb3957-42ed-4d0a-80fc-38ad27500ee0']",20,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:20.913,Pass,True
,,,,,,,,,,,,,,,,,,,,1.097019,,,,,,,,,,,,1cfdd0b2-0f61-4520-8329-c24d895696b1,32,,"[57.4, 9.3]",3895113,0,,,,,-0.48995733,,Right Foot,,,"[69.4, 2.9]",,Ground Pass,,13.6,,,,,Amine Adli,33401.0,,,,,,1,From Kick Off,Edmond Fayçal Tapsoba,30606.0,Left Center Back,2,Bayer Leverkusen,904,"['07087bbe-871b-46b9-af20-4c074da4a10d', 'cfe9b540-ca3b-4aad-b553-0674713203bb']",26,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:26.374,Pass,True
,,,,,,,,,,,,,,,,,,,,1.125525,,,,,,,,,,,,e3e1f7c7-4932-4722-9f8c-b801ec0f3eb9,35,,"[68.4, 4.1]",3895113,0,,,,,2.9264324,,Left Foot,,,"[53.3, 7.4]",,Ground Pass,,15.45639,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Kick Off,Amine Adli,33401.0,Left Attacking Midfield,2,Bayer Leverkusen,904,['ee3252c0-e79b-495e-ae80-583351179971'],28,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:28.812,Pass,
,,,,,,,,,,,,,,,,,,,,1.605883,,,,,,,,,,,,b858f0f4-ba17-4962-b947-b84799009462,39,,"[53.9, 10.0]",3895113,0,,,,,2.0533097,,Left Foot,,,"[44.0, 28.9]",,Ground Pass,,21.335886,,,,,Jonathan Tah,8221.0,,,,,,1,From Kick Off,Edmond Fayçal Tapsoba,30606.0,Left Center Back,2,Bayer Leverkusen,904,"['2c6c5867-a9c6-45c0-b53b-8f50c49f7e92', '343cc444-e0ab-43f0-a93f-66266b9dbea8']",32,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:32.581,Pass,True
,,,,,,,,,,,,,,,,,,,,0.736204,,,,,,,,,,,,d97ce31d-b6bd-454f-b4f3-583b06b5b821,42,,"[42.3, 32.4]",3895113,0,,,,,0.63213795,,Right Foot,,,"[49.4, 37.6]",,Ground Pass,,8.800569,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,From Kick Off,Jonathan Tah,8221.0,Center Back,2,Bayer Leverkusen,904,['5e8cf1bd-a044-4542-b2bf-cac8667f4322'],34,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:34.938,Pass,
,,,,,,,,,,,,,,,,,,,,1.107998,,,,,,,,,,,,edd5ce07-d5a1-480e-b4b3-d3cfe453d008,45,,"[49.7, 37.6]",3895113,0,,,,,2.2773206,,Right Foot,,,"[36.3, 53.3]",,Ground Pass,,20.640978,,,,,Josip Stanišić,49337.0,,,,,,1,From Kick Off,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,2,Bayer Leverkusen,904,['c375c660-a042-4e1d-9377-a3d8e9137b77'],35,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:35.755,Pass,
,,,,,,,,,,,,,,,,,,,,2.206099,,,,,,,,,,,,acb76887-5356-44c9-bc8e-16b40dea5fdd,49,,"[35.9, 57.0]",3895113,0,,,,,-2.7998755,,Right Foot,,,"[16.5, 50.1]",,Ground Pass,,20.590532,,,,,Lukáš Hrádecký,8667.0,,,,,,1,From Kick Off,Josip Stanišić,49337.0,Right Center Back,2,Bayer Leverkusen,904,"['220cb931-5cd7-4c7b-8fc0-6550c89e4b6b', '32090cac-d662-4ecc-99e0-ac0e4575877f']",37,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:37.023,Pass,True
,,,,,,,,,,,,,,,,,,,,1.779045,,,,,,,,,,,,7e09cb25-daea-481e-a291-444a2e190a68,53,,"[11.6, 56.5]",3895113,0,,,,,-0.088901535,,Right Foot,,,"[47.5, 53.3]",,High Pass,,36.042336,,,Incomplete,,Victor Okoh Boniface,32289.0,,,,,,1,From Kick Off,Lukáš Hrádecký,8667.0,Goalkeeper,2,Bayer Leverkusen,904,"['02d38453-def0-4dfb-8f41-809f0d0ee531', '31bf416b-2f8b-436b-a233-07d16a05f948', '43d448f5-3161-4484-a1e9-7ead8dbb8df2']",43,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:43.251,Pass,True
,,,,,,,,,,,,,,,,,,,,1.668394,,,,,,,,,,,,c2d28a7c-daa5-4926-982f-1652183c5083,59,,"[6.0, 36.0]",3895113,1,,True,,,0.21700089,,Right Foot,,,"[18.7, 38.8]",,Ground Pass,,13.004999,,,,,Exequiel Alejandro Palacios,28268.0,,,,,Goal Kick,1,From Goal Kick,Lukáš Hrádecký,8667.0,Goalkeeper,3,Bayer Leverkusen,904,['4b32f517-ca9b-42eb-b0e2-fa3d3fd72a9d'],7,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:07.521,Pass,
,,,,,,,,,,,,,,,,,,,,1.822917,,,,,,,,,,,,64edd3bf-0d45-4889-b29d-3e52cf2bfab6,61,,"[18.8, 38.6]",3895113,1,,True,,,1.9195673,,Right Foot,,,"[12.4, 56.2]",,Low Pass,,18.72752,,,,,Jonathan Tah,8221.0,,,,,,1,From Goal Kick,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,['f244b229-4382-49ff-a159-2eb53ec47566'],11,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:11.362,Pass,
,,,,,,,,,,,,,,,,,,,,0.63235,,,,,,,,,,,,2ba1d3c8-01a5-4707-aded-c1032d5c1a2a,64,,"[21.1, 64.0]",3895113,1,,,,,1.3825748,,Right Foot,,,"[23.1, 74.5]",,Ground Pass,,10.688779,,,,,Josip Stanišić,49337.0,,,,,,1,From Goal Kick,Jonathan Tah,8221.0,Center Back,3,Bayer Leverkusen,904,['38bdbceb-2d1b-4b19-b303-df25485ff8cf'],15,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:15.843,Pass,
,,,,,,,,,,,,,,,,,,,,0.422244,,,,,,,,,,,,b772fbf5-f3a6-47cf-99bf-5c7adba135f8,67,,"[23.1, 74.5]",3895113,1,,,,,-1.2490457,,Right Foot,,,"[25.0, 68.8]",,Ground Pass,,6.0083275,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,From Goal Kick,Josip Stanišić,49337.0,Right Center Back,3,Bayer Leverkusen,904,['7d37b5cc-3e2d-4ab5-b4af-a45e73138874'],17,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:17.244,Pass,
,,,,,,,,,,,,,,,,,,,,1.285555,,,,,,,,,,,,ac7217b3-16a1-434f-a555-38147f80fd38,71,,"[25.6, 69.8]",3895113,1,,,,,0.5045604,,Right Foot,,,"[39.0, 77.2]",,Ground Pass,,15.307514,,,,,Jeremie Frimpong,32712.0,,,,,,1,From Goal Kick,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,"['1c068f50-c84a-4e1d-824e-578b65120800', 'f500021a-9e63-4063-afe0-b13494e43e25']",17,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:17.706,Pass,True
,,,,,,,,,,,,,,,,,,,,1.201401,,,,,,,,,,,,86b4af1d-95ac-4092-9d96-efc8703ea4a6,75,,"[40.2, 72.1]",3895113,1,,,,,-1.9097126,,Left Foot,,,"[35.3, 58.2]",,Ground Pass,,14.738385,,,,,Jonas Hofmann,8804.0,,,,,,1,From Goal Kick,Jeremie Frimpong,32712.0,Right Wing Back,3,Bayer Leverkusen,904,['86913597-82b0-4000-9be5-2b7fa42caa76'],20,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:20.274,Pass,
,,,,,,,,,,,,,,,,,,,,1.963625,,,,,,,,,,,,e243eff1-e63a-41fb-98e9-2bde3272420a,78,,"[35.7, 53.5]",3895113,1,,,,,-1.6324066,,Right Foot,,,"[33.8, 22.7]",,Ground Pass,,30.85855,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Goal Kick,Jonas Hofmann,8804.0,Right Attacking Midfield,3,Bayer Leverkusen,904,['78eec9d2-2279-474b-8174-5955e289ab49'],21,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:21.928,Pass,
,,,,,,,,,,,,,,,,,,,,1.269694,,,,,,,,,,,,f3f24509-b665-4851-9411-fa3fd6de93f8,81,,"[46.0, 23.3]",3895113,1,,,,,0.20487672,,Right Foot,,,"[69.1, 28.1]",,Ground Pass,,23.593431,,,,,Victor Okoh Boniface,32289.0,,,,,,1,From Goal Kick,Edmond Fayçal Tapsoba,30606.0,Left Center Back,3,Bayer Leverkusen,904,['345cb7e8-5870-4a38-bc70-b4727a52d6fa'],25,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:25.281,Pass,
,,,,,,,,,,,,,,,,,,,,0.224029,,,,,,,,,,,,66b31129-9550-48eb-aab9-fdc69ac92c81,85,,"[87.3, 27.6]",3895113,1,,,,,-0.6898,,Right Foot,,,"[91.3, 24.3]",,Ground Pass,,5.185557,,,Incomplete,,Alejandro Grimaldo García,10336.0,,,,,,1,From Goal Kick,Victor Okoh Boniface,32289.0,Center Forward,3,Bayer Leverkusen,904,"['b313223c-4773-4a1b-bfa4-80104490c9eb', 'df2e5510-62cc-4163-98c5-5a8a588c1ad8']",30,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:30.728,Pass,
,,,,,,,,,,,,,,,,,,,,0.729985,,,,,,,,,,,,2fa064d8-f9d2-4c60-87c3-f13c608a9d28,92,,"[89.4, 18.1]",3895113,1,,,,,2.4436898,,Left Foot,,,"[83.2, 23.3]",,Ground Pass,,8.091971,,,,,Granit Xhaka,3500.0,,,,,,1,From Goal Kick,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,"['416f6860-d593-4042-949c-a5da924f1a3a', 'e9499440-364d-4088-acc6-78a5c8f79b80']",32,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:32.913,Pass,True
,,,,,,,,,,,,,,,,,,,,2.066426,,,,,,,,,,,,66f99ca0-8d55-4369-b532-8afa4fb60cb6,95,,"[83.0, 23.3]",3895113,1,,,,,-1.0859164,,Left Foot,,,"[93.8, 2.8]",,Ground Pass,,23.170887,,,,,Amine Adli,33401.0,,,,,,1,From Goal Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['c3e5d0fb-db35-45e3-ab6f-992a3559fa70'],33,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:33.763,Pass,
,,,,,,,,,,,,,,,,,,,,1.339903,,,,,,,,,,,,81a2e0ba-0069-484b-b48d-3028ad8f8901,98,,"[96.2, 3.7]",3895113,1,,,,,2.1502666,,Left Foot,,,"[87.3, 17.3]",,Ground Pass,,16.253307,,,,,Granit Xhaka,3500.0,,,,,,1,From Goal Kick,Amine Adli,33401.0,Left Attacking Midfield,3,Bayer Leverkusen,904,['6c6e6e43-3708-4a97-a623-144db45e0acf'],36,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:36.211,Pass,
,,,,,,,,,,,,,,,,,,,,0.835311,,,,,,,,,,,,f5f5e776-6f22-45f7-b749-df1979955015,102,,"[90.2, 16.5]",3895113,1,,,,,-1.2968181,,Left Foot,,,"[94.5, 1.2]",,Ground Pass,,15.892766,,,,,Amine Adli,33401.0,,,,,,1,From Goal Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['e21625cc-e833-4fae-8f65-fa74a92271c7'],38,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:38.643,Pass,
,,,,,,,,,,,,,,,,,,,,1.352114,,,,,,,,,,,,d662683e-78f4-4327-a130-eca57da08e65,105,,"[94.1, 1.2]",3895113,1,,,,,0.21439546,,Left Foot,,,"[106.5, 3.9]",,Ground Pass,,12.690548,,,,,Alejandro Grimaldo García,10336.0,,,,,,1,From Goal Kick,Amine Adli,33401.0,Left Attacking Midfield,3,Bayer Leverkusen,904,['e1b23096-a8e4-46c7-bf3c-5a8d02ec2fca'],40,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:40.463,Pass,
,,,,,,,,,,,,,,,,,,,,0.390576,,,,,,,,,,,,f1c92395-1a06-456d-9d88-ab3208cfe8f6,109,,"[108.6, 2.8]",3895113,1,,,,,2.5829933,,Left Foot,,,"[107.8, 3.3]",,Low Pass,,0.9433981,,,Incomplete,,Amine Adli,33401.0,,,,,,1,From Goal Kick,Alejandro Grimaldo García,10336.0,Left Wing Back,3,Bayer Leverkusen,904,"['5b0a5ebd-4ef7-42d2-86e9-765c1bf6aacd', '9e3a9e99-b3bd-4944-b63c-656899f9748c']",42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:42.205,Pass,
,,,,,,,,,,,,,,,,,,,,1.591477,,,,,,,,,,,,37948d06-f6fd-4260-8720-417930402e39,115,,"[7.6, 79.3]",3895113,1,,,,,-0.14076327,,Right Foot,,,"[32.3, 75.8]",,Low Pass,,24.946743,,,Incomplete,,Yannick Gerhardt,8231.0,,,,,,1,From Goal Kick,Sebastiaan Bornauw,20814.0,Right Center Back,3,Bayer Leverkusen,904,"['29e0c466-391a-40f8-b4ce-2fe8f2d3cbd9', 'c33b8bd3-6d11-49d7-a7c4-ef3e239c1f54', 'f2c5825d-365a-4682-a9dc-dd203fbf5457']",44,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:44.968,Pass,True
,,,,,,,,,,,,,,,,,,,,0.932831,,,,,,,,,,,,24d6b1ef-00d0-4d6c-aa3b-c7820ef973c0,119,,"[76.4, 4.3]",3895113,1,,,,,1.1538181,,Right Foot,,,"[83.0, 19.2]",,Ground Pass,,16.296318,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,From Goal Kick,Granit Xhaka,3500.0,Left Defensive Midfield,3,Bayer Leverkusen,904,['6762475a-b66e-4b20-b7af-fbde39fdc7c9'],49,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:49.297,Pass,
,,,,,,,,,,,,,,,,,,,,0.479263,,,,,,,,,,,,7c853898-8a8a-46f3-ba54-ccd88563a52e,122,,"[81.2, 20.8]",3895113,1,,,,,-0.84704834,,Right Foot,,,"[85.0, 16.5]",,Ground Pass,,5.7384667,,,,,Jonas Hofmann,8804.0,,,,,,1,From Goal Kick,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,3,Bayer Leverkusen,904,['70ac486f-ae17-4fb7-9926-eff1d5fcb4d3'],50,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:50.310,Pass,
,,,,,,,,,,,,,,,,,,,,0.668968,,,,,,,,,,,,dc4271d8-7107-479f-a6b7-343a5e10fc80,127,,"[89.9, 12.1]",3895113,1,,,,,0.5611634,,Left Foot,,,"[96.9, 16.5]",,Ground Pass,,8.268011,,,,,Amine Adli,33401.0,,,,,,1,From Goal Kick,Jonas Hofmann,8804.0,Right Attacking Midfield,3,Bayer Leverkusen,904,"['3d1371cd-b194-40a5-92e0-a41779d68bd5', '3fd9667f-d5ab-42b7-9320-b4a4407a7260']",52,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:52.398,Pass,True
