50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.843404,,,,,,,,,,,,,,6bae2646-95ef-4ae3-808b-79fa5756e3a0,17,,"[83.7, 70.5]",3895086,0,,,,-1.3498268,,Right Foot,,,,"[86.8, 56.7]",,Ground Pass,,14.143904,,,,Victor Okoh Boniface,32289.0,,,,,,1,From Throw In,Jeremie Frimpong,32712.0,Right Wing Back,3,Bayer Leverkusen,904,['a3d8c0c0-3e97-47d3-8bee-8eba75a19ae8'],17,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:17.567,Pass,
,,,,,,,,,,,,,,,,,1.092156,,,,,,,,,,,,,,5d1189db-89e2-4f3a-9fe7-9ca309a9180b,25,,"[39.4, 28.2]",3895086,0,,,,-2.91349,,Right Foot,,,,"[22.6, 24.3]",,Ground Pass,,17.246738,,,,Tim Siersleben,46430.0,,,,,,1,Regular Play,Nikola Dovedan,9201.0,Center Attacking Midfield,4,FC Heidenheim,201,['43d00079-b73c-4617-aa1a-2d5d3d54ba34'],23,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:00:23.675,Pass,
,,,,,,,,,,,,,,,,,1.08029,,,,,,,,,,,,,,e1f2d0bd-aeb0-42b2-867d-f5e407986d61,28,,"[20.5, 16.6]",3895086,0,,,,0.4130579,,Left Foot,,,,"[36.7, 23.7]",,Ground Pass,,17.687567,,,,Lennard Maloney,133483.0,,,,,,1,Regular Play,Tim Siersleben,46430.0,Left Center Back,4,FC Heidenheim,201,['1ada5a52-ccdd-47d6-bfae-a3c6cfe6695c'],26,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:00:26.083,Pass,
,,,,,,,,,,,,,,,,,1.078428,,,,,,,,,,,,,,c3ae126d-34d6-421c-813d-3e3179428b05,31,,"[37.5, 23.1]",3895086,0,,,,-1.5707964,,Left Foot,,,,"[37.5, 6.3]",,Ground Pass,,16.8,,,,Jonas Föhrenbach,9109.0,,,,,,1,Regular Play,Lennard Maloney,133483.0,Right Defensive Midfield,4,FC Heidenheim,201,['6b3357d7-8b5b-4068-944b-8abb2b0458ff'],27,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:00:27.948,Pass,
,,,,,,,,,,,,,,,,,2.77842,,,,,,,,,,,,,,dcdc9caf-542f-4fed-b166-7702a8293952,34,,"[37.5, 6.3]",3895086,0,,,,2.9318216,,Left Foot,,,,"[22.0, 9.6]",,Ground Pass,,15.847397,,,,Tim Siersleben,46430.0,,,,,,1,Regular Play,Jonas Föhrenbach,9109.0,Left Back,4,FC Heidenheim,201,['e06cfc4c-9c3c-4733-a711-b3d88fad8f32'],29,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:00:29.067,Pass,
,,,,,,,,,,,,,,,,,1.909687,,,,,,,,,,,,,,10ccacd2-12e9-4f5f-907e-988c1c25c90e,37,,"[20.5, 9.3]",3895086,0,,,,2.3250432,,Left Foot,,,,"[3.4, 27.5]",,Ground Pass,,24.972986,,,,Kevin Müller,9205.0,,,,,,1,Regular Play,Tim Siersleben,46430.0,Left Center Back,4,FC Heidenheim,201,['85016910-7a46-41d7-9daa-e67ae1f50e97'],31,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:00:31.885,Pass,
,,,,,,,,,,,,,,,,,4.099051,,,,,,,,,,,,,,d5f49005-e164-4a56-b36c-8e788d813b4c,40,,"[6.7, 24.9]",3895086,0,,,,-0.17968161,,Left Foot,,,,"[57.9, 15.6]",,High Pass,,52.037773,,Incomplete,,Jonas Föhrenbach,9109.0,,,,,,1,Regular Play,Kevin Müller,9205.0,Goalkeeper,4,FC Heidenheim,201,"['42c834c5-484a-4ac0-8d9f-0bd7f0b4ae95', 'dc60fe07-6cc5-473b-8ccf-9bf00e152a49']",36,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:00:36.716,Pass,
,,,,,,,,,,,,,,,,,1.206592,,,,,,,,,,,,,,dc60fe07-6cc5-473b-8ccf-9bf00e152a49,42,,"[62.2, 64.5]",3895086,0,,,,0.0,,Head,,,,"[69.4, 64.5]",,Low Pass,,7.2,,Incomplete,,Jeremie Frimpong,32712.0,,,,,Recovery,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,4,FC Heidenheim,201,"['4bbe9045-17fc-4dd4-b422-1b2c0b7f7c2d', 'd5f49005-e164-4a56-b36c-8e788d813b4c', 'ee5e44ed-cec3-40a9-b760-3312d3d02746']",40,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:40.815,Pass,
,,,,,,,,,,,,,,,,,1.451079,,,,,,,,,,,,,,ee5e44ed-cec3-40a9-b760-3312d3d02746,44,,"[50.7, 15.6]",3895086,0,,,,0.09065989,,Left Foot,,,,"[57.3, 16.2]",,High Pass,,6.627217,,Incomplete,,Jan-Niklas Beste,31310.0,,,,,Recovery,1,Regular Play,Norman Theuerkauf,9203.0,Left Defensive Midfield,4,FC Heidenheim,201,"['dc60fe07-6cc5-473b-8ccf-9bf00e152a49', 'e04ea77c-949a-42c1-a58b-9b2cd5ec3f86', 'ea294bae-9cde-4a49-ba92-8de0e5558724']",42,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:00:42.021,Pass,
,,,,,,,,,,,,,,,,,1.477372,,,,,,,,,,,,,,1294206e-9663-4a6b-9df5-c439b597a356,48,,"[56.3, 61.8]",3895086,0,,,,-1.9740261,,Right Foot,,,,"[47.0, 40.0]",,Ground Pass,,23.700844,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,5,Bayer Leverkusen,904,['58cdc1d1-788b-4e0b-a07b-84d6db9ad04b'],44,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:44.312,Pass,
,,,,,,,,,,,,,,,,,1.185741,,,,,,,,,,,,,,f5c259e0-c5c7-49b0-9c59-02585ab58986,51,,"[55.6, 31.6]",3895086,0,,,,-1.274518,,Right Foot,,,,"[64.3, 3.1]",,Ground Pass,,29.798323,,,,Alejandro Grimaldo García,10336.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,5,Bayer Leverkusen,904,['2128811a-aed8-4767-93e5-6b8c8d052321'],48,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:48.927,Pass,
,,,,,,,,,,,,,,,,,1.071036,,,,,,,,,,,,,,cbe82ece-02bd-4fb5-9e40-ca8251b72ec7,54,,"[63.4, 4.1]",3895086,0,,,,2.3928752,,Right Foot,,,,"[52.1, 14.6]",,Ground Pass,,15.425303,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,5,Bayer Leverkusen,904,['43b4b6c3-f7eb-4660-9535-85090ee4a9c7'],51,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:51.274,Pass,
,,,,,,,,,,,,,,,,,0.97168,,,,,,,,,,,,,,b9207043-5322-448b-9124-e5f49b7edaf7,57,,"[52.4, 19.4]",3895086,0,,,,0.0,,Right Foot,,,,"[67.3, 19.4]",,Ground Pass,,14.9,,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,5,Bayer Leverkusen,904,['86442978-c9ac-4f8b-a277-3c2aea80938f'],54,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:54.395,Pass,
,,,,,,,,,,,,,,,,,0.727197,,,,,,,,,,,,,,ac9f8882-ceb0-433a-a7ce-42572013a74e,59,,"[67.3, 19.4]",3895086,0,,,,2.127698,,Right Foot,,,,"[64.0, 24.7]",,Ground Pass,,6.2433963,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Attacking Midfield,5,Bayer Leverkusen,904,['425f41d2-7da1-4c10-b0f5-cc89c05ea4fe'],55,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:55.367,Pass,
,,,,,,,,,,,,,,,,,1.508952,,,,,,,,,,,,,,e2de8d47-cc41-49eb-a56e-8da9b62c1102,63,,"[64.0, 24.1]",3895086,0,,,,-1.4545712,,Left Foot,,,,"[66.3, 4.4]",,Ground Pass,,19.833809,,,,Alejandro Grimaldo García,10336.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,5,Bayer Leverkusen,904,"['597f312d-75ca-4d9d-bba8-27ea4be07ca1', 'f75fcf2d-b54f-4930-8863-1a48eba0ad9b']",56,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:56.162,Pass,True
,,,,,,,,,,,,,,,,,2.561293,,,,,,,,,,,,,,0050f3cf-d991-464f-9340-a30c01c082d8,65,,"[66.3, 4.4]",3895086,0,,,,0.026309717,,Left Foot,,,,"[89.1, 5.0]",,Ground Pass,,22.807894,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,5,Bayer Leverkusen,904,['9ff39e51-5a18-4e88-bd18-76090587a988'],57,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:57.671,Pass,
,,,,,,,,,,,,,,,,,0.169301,,,,,,,,,,,,,,015fcb4f-7419-4731-84a0-81b3fd422ff7,69,,"[87.1, 5.9]",3895086,1,,,,2.0195196,,Left Foot,,,,"[85.8, 8.6]",,Ground Pass,,2.9966648,,Incomplete,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,5,Bayer Leverkusen,904,"['166ea076-01d6-49a4-87eb-ff7908834a7f', 'b0d138df-c84d-4eeb-a19e-0550afb12c63', 'd89d3340-d2ef-47db-9827-7d447bae5b2d']",0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:00.416,Pass,True
,,,,,,,,,,,,,,,,,1.225482,,,,,,,,,,,,,,9148af0d-4762-4534-9be6-d021bfa84229,72,,"[82.6, 8.6]",3895086,1,,,,2.574055,,Left Foot,,,,"[66.6, 18.8]",,Ground Pass,,18.97472,,,,Edmond Fayçal Tapsoba,30606.0,,,,,Recovery,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,5,Bayer Leverkusen,904,['b7213b1a-f155-4850-9b2f-536ed9db34f2'],2,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:02.231,Pass,
,,,,,,,,,,,,,,,,,1.11098,,,,,,,,,,,,,,22d98172-0940-4b76-9d89-977103cfaf56,75,,"[71.1, 23.6]",3895086,1,,,,2.0459378,,Right Foot,,,,"[62.2, 40.9]",,Ground Pass,,19.455076,,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,5,Bayer Leverkusen,904,['6d9d2fb5-5c2e-4d06-8fb2-5ebcf5814440'],6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:06.257,Pass,
,,,,,,,,,,,,,,,,,1.340304,,,,,,,,,,,,,,e1f59890-1435-4ba2-80d9-8b3be217affe,78,,"[65.2, 30.1]",3895086,1,,,,-1.1284221,,Right Foot,,,,"[77.8, 3.5]",,Ground Pass,,29.433315,,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,5,Bayer Leverkusen,904,['3a99f56c-7492-450b-8baa-742b6125553f'],9,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:09.272,Pass,
,,,,,,,,,,,,,,,,,0.963368,,,,,,,,,,,,,,a916cdcd-7cb8-4756-987e-8fc479ffcdbf,81,,"[75.0, 9.5]",3895086,1,,,,0.49295518,,Right Foot,,,,"[87.1, 16.0]",,Ground Pass,,13.735355,,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Attacking Midfield,5,Bayer Leverkusen,904,['86fd9161-30db-4f9d-8709-7b22e7cd9f37'],12,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:12.770,Pass,
,,,,,,,,,,,,,,,,,0.975147,,,,,,,,,,,,,,d7de91c1-aaf7-4be5-8968-e876ee80e100,84,,"[90.6, 16.3]",3895086,1,,,,2.6127112,,Left Foot,,,,"[82.9, 20.8]",,Ground Pass,,8.91852,,Incomplete,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,5,Bayer Leverkusen,904,"['a0905d11-1ec5-4b7a-a98c-963d4cd31d70', 'bb60fb7c-cdba-45cd-9403-9fe70eac599e']",14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:14.325,Pass,
,,,,,,,,,,,,,,,,,0.979159,,,,,,,,,,,,,,9bae5df9-4f8d-4f3e-861a-e44685e969a9,89,,"[56.7, 55.1]",3895086,1,,,,-0.31561565,,Right Foot,,,,"[71.4, 50.3]",,Ground Pass,,15.463829,,,,Jan-Niklas Beste,31310.0,,,,,,1,From Counter,Nikola Dovedan,9201.0,Center Attacking Midfield,6,FC Heidenheim,201,['03442bfd-3838-49c7-898a-1f0c6950d9f2'],19,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:01:19.665,Pass,
,,,,,,,,,,,,,,,,,1.861518,,,,,,,,,,,,,,7e6e7d87-a93a-4d9b-9518-b45914cddc8e,95,,"[84.0, 55.7]",3895086,1,,,,0.19612168,,Left Foot,,,,"[99.1, 58.7]",,Ground Pass,,15.395129,,,,Tim Kleindienst,11382.0,,,,,,1,From Counter,Jan-Niklas Beste,31310.0,Left Wing,6,FC Heidenheim,201,['111b9035-afa8-4884-8908-b5c13ccb8b02'],22,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:01:22.221,Pass,
,,,,,,,,,,,,,,,,,1.07424,,,,,,,,,,,,,,726edc96-91b9-4771-85d8-b5dd43e7bbe3,99,,"[105.2, 56.8]",3895086,1,,,,0.38588268,,Right Foot,,,,"[108.4, 58.1]",,Ground Pass,,3.4539833,,,,Jan-Niklas Beste,31310.0,,,,,,1,From Counter,Tim Kleindienst,11382.0,Center Forward,6,FC Heidenheim,201,['540d57d3-6135-4d4e-ac1b-cdaf6d884ea2'],25,,,,,,,,,,,,,,,,,FC Heidenheim,201,00:01:25.920,Pass,
,,,,,,,,,,,,,,,,,1.220909,,,,,,,,,,,,,,d258e6f7-f318-4cb5-88c3-f16a5e8f313c,104,,"[14.0, 9.5]",3895086,1,,,,0.06241881,,Left Foot,,,,"[23.6, 10.1]",,Ground Pass,,9.6187315,,,,Florian Wirtz,40724.0,,,,,Recovery,1,Regular Play,Alejandro Grimaldo García,10336.0,Left Wing Back,7,Bayer Leverkusen,904,['7754eb17-443e-4c9f-8d7e-72d1d27c6976'],31,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:31.487,Pass,
,,,,,,,,,,,,,,,,,1.187991,,,,,,,,,,,,,,2b992ee9-94f0-4cab-8f7a-855c68a6839d,108,,"[20.6, 11.2]",3895086,1,,,,1.8215762,,Right Foot,,,,"[12.3, 43.6]",,Ground Pass,,33.446224,,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Attacking Midfield,7,Bayer Leverkusen,904,['5e3179a0-084a-4e80-9da2-5f35e8ec0452'],35,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:35.577,Pass,
,,,,,,,,,,,,,,,,,1.525398,,,,,,,,,,,,,,e7a32d60-17f2-4653-b406-d3c00919ba68,111,,"[20.3, 50.4]",3895086,1,,,,0.9416483,,Left Foot,,,,"[32.6, 67.3]",,Ground Pass,,20.902153,,,,Odilon Kossonou,27133.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,7,Bayer Leverkusen,904,['2819dbe2-3954-4dc1-b68f-d793b69fb516'],40,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:40.869,Pass,
,,,,,,,,,,,,,,,,,1.148874,,,,,,,,,,,,,,d410a0bd-dba4-4ce7-abf5-6e2d33f31d8d,114,,"[32.3, 65.7]",3895086,1,,,,-2.1655555,,Right Foot,,,,"[25.4, 55.5]",,Ground Pass,,12.314626,,,,Jonathan Tah,8221.0,,,,,,1,Regular Play,Odilon Kossonou,27133.0,Right Center Back,7,Bayer Leverkusen,904,['8581b9b0-2405-4d83-99b5-371a0d861078'],43,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:43.594,Pass,
,,,,,,,,,,,,,,,,,0.962289,,,,,,,,,,,,,,ef25cd4c-3a03-4433-bcce-04171dcc3521,117,,"[27.5, 52.6]",3895086,1,,,,-0.69192135,,Right Foot,,,,"[38.0, 43.9]",,Ground Pass,,13.635982,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,7,Bayer Leverkusen,904,['0e8d6519-0edf-47c9-8305-2c826a71513f'],45,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:45.943,Pass,
,,,,,,,,,,,,,,,,,0.909521,,,,,,,,,,,,,,9c0d8c9d-b5b7-46ba-9304-d716adc447c2,120,,"[38.9, 42.0]",3895086,1,,,,-0.97361964,,Right Foot,,,,"[45.7, 32.0]",,Ground Pass,,12.092973,,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,7,Bayer Leverkusen,904,['c7efcc3e-070e-40d8-a151-a97c646a22dc'],48,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:48.639,Pass,
