50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.676932,,,,,,,,,,41180e15-c438-44e7-bf38-fed022c52c41,33,,"[64.4, 73.2]",3895139,0,,,,-2.912017,,Right Foot,,,,"[46.0, 68.9]",,Ground Pass,,18.895767,,,,Jonathan Tah,8221.0,,,,,1,From Kick Off,Odilon Kossonou,27133.0,Right Center Back,2,Bayer Leverkusen,904,['7cfb4a37-6b8a-4cf0-9b99-b56eee0495be'],23,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:23.099,Pass,
,,,,,,,,,,,,,,,,,1.658984,,,,,,,,,,9daeeb8b-0332-41d9-980a-5abd6db66840,36,,"[46.5, 63.4]",3895139,0,,,,-1.5986443,,Right Foot,,,,"[45.5, 27.5]",,Ground Pass,,35.913925,,,,Piero Martín Hincapié Reyna,38004.0,,,,,1,From Kick Off,Jonathan Tah,8221.0,Center Back,2,Bayer Leverkusen,904,['7a7edfba-7c7a-4c42-83da-2d50e72ddd81'],26,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:26.407,Pass,
,,,,,,,,,,,,,,,,,1.049702,,,,,,,,,,a4e9104d-7b1d-41f5-966d-5c8d7c45fc94,40,,"[55.1, 17.8]",3895139,0,,,,1.8895884,,Left Foot,,,,"[48.4, 38.1]",,Ground Pass,,21.37709,,,,Jonathan Tah,8221.0,,,,,1,From Kick Off,Piero Martín Hincapié Reyna,38004.0,Left Center Back,2,Bayer Leverkusen,904,['741eecb3-2bd4-4a6f-bcad-578f7890cef2'],32,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:32.025,Pass,
,,,,,,,,,,,,,,,,,1.154164,,,,,,,,,,f6deb5da-de8a-4817-a938-1ef1a03350d4,43,,"[57.5, 41.6]",3895139,0,,,,1.3673716,,Left Foot,,,,"[62.1, 63.9]",,Ground Pass,,22.769497,,,,Odilon Kossonou,27133.0,,,,,1,From Kick Off,Jonathan Tah,8221.0,Center Back,2,Bayer Leverkusen,904,['3785fca0-41f7-4032-883d-b37f0830253a'],35,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:35.537,Pass,
,,,,,,,,,,,,,,,,,1.275459,,,,,,,,,,59d106cb-45c1-4eb6-b72c-a55e78270914,46,,"[63.0, 65.6]",3895139,0,,,,0.7394535,,Right Foot,,,,"[72.1, 73.9]",,Ground Pass,,12.316655,,,,Jeremie Frimpong,32712.0,,,,,1,From Kick Off,Odilon Kossonou,27133.0,Right Center Back,2,Bayer Leverkusen,904,['73341184-a7b5-4b82-8fb1-da555089a6bb'],37,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:37.811,Pass,
,,,,,,,,,,,,,,,,,1.750622,,,,,,,,,,7724be86-66e4-4331-9de3-7122c0328f8e,50,,"[71.7, 74.9]",3895139,0,,,,-2.9137356,,Right Foot,,,,"[57.9, 71.7]",,Ground Pass,,14.166157,,,,Odilon Kossonou,27133.0,,,,,1,From Kick Off,Jeremie Frimpong,32712.0,Right Wing Back,2,Bayer Leverkusen,904,['621dcdb5-ab5c-450c-b67e-30cee3581963'],39,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:39.836,Pass,
,,,,,,,,,,,,,,,,,1.628146,,,,,,,,,,59b4c2f6-77ca-418d-a2e1-7cf6ceef6626,53,,"[56.9, 70.7]",3895139,0,,,,-2.1809764,,Right Foot,,,,"[48.3, 58.4]",,Ground Pass,,15.008331,,,,Jonathan Tah,8221.0,,,,,1,From Kick Off,Odilon Kossonou,27133.0,Right Center Back,2,Bayer Leverkusen,904,['acb9cab5-83a2-46c3-b744-05b79c4acefe'],42,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:42.439,Pass,
,,,,,,,,,,,,,,,,,1.33504,,,,,,,,,,767b174d-65ad-4bf7-9727-85824445708d,56,,"[50.1, 52.1]",3895139,0,,,,-1.4211048,,Right Foot,,,,"[54.7, 21.6]",,Ground Pass,,30.844934,,,,Exequiel Alejandro Palacios,28268.0,,,,,1,From Kick Off,Jonathan Tah,8221.0,Center Back,2,Bayer Leverkusen,904,['54f462c3-88a6-4230-9764-56eda571e799'],46,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:46.060,Pass,
,,,,,,,,,,,,,,,,,1.315915,,,,,,,,,,fae10795-69a4-4ac3-bef2-2edb1784a24a,60,,"[54.7, 20.9]",3895139,0,,,,-0.6817707,,Right Foot,,,,"[68.5, 9.7]",,Ground Pass,,17.773014,,,,Florian Wirtz,40724.0,,,,,1,From Kick Off,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,2,Bayer Leverkusen,904,['46933c3a-dac3-412b-91c8-835c29c4aa80'],47,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:47.609,Pass,
,,,,,,,,,,,,,,,,,0.692447,,,,,,,,,,03f45a46-35c7-4dea-a726-6db9eca3f06e,64,,"[71.0, 13.7]",3895139,0,,,,1.1932662,,Right Foot,,,,"[73.3, 19.5]",,Ground Pass,,6.239391,,,,Exequiel Alejandro Palacios,28268.0,,,,,1,From Kick Off,Florian Wirtz,40724.0,Left Attacking Midfield,2,Bayer Leverkusen,904,"['33633d52-6c18-40aa-aee7-70c10f9f341d', '363c778d-511f-4283-b10a-5679bfc62551']",50,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:50.952,Pass,True
,,,,,,,,,,,,,,,,,0.513448,,,,,,,,,,32fff32e-b299-46f0-87e1-35d4d9c97dd9,67,,"[74.5, 20.0]",3895139,0,,,,-0.67474097,,Right Foot,,,,"[77.5, 17.6]",,Ground Pass,,3.8418746,,,,Florian Wirtz,40724.0,,,,,1,From Kick Off,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,2,Bayer Leverkusen,904,['f81d20c4-2cb2-4796-b025-f1db0441d1b1'],51,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:51.765,Pass,
,,,,,,,,,,,,,,,,,0.852828,,,,,,,,,,b251d8e4-e06b-4658-afbf-a09f2c93250c,72,,"[43.3, 61.3]",3895139,0,,,,1.0714496,,Right Foot,,,,"[45.1, 64.6]",,Ground Pass,,3.7589893,,,,Janik Haberer,8938.0,,,,Recovery,1,Regular Play,Alex Král,23452.0,Right Defensive Midfield,3,Union Berlin,190,['e5bc61e5-b64e-43bf-a702-74b183604daa'],53,,,,,,,,,,,,,,,,,,Union Berlin,190,00:00:53.383,Pass,
,,,,,,,,,,,,,,,,,1.026061,,,,,,,,,,223805eb-fb36-4955-b1d5-de0a524c3fc5,79,,"[42.9, 66.0]",3895139,0,,,,2.6567469,,Right Foot,,,,"[31.7, 71.9]",,Ground Pass,,12.658989,,,,Josip Juranović,29163.0,,,,,1,Regular Play,Janik Haberer,8938.0,Right Wing,3,Union Berlin,190,['d53dd1c8-eed1-4764-bc71-977d97aa440a'],55,,,,,,,,,,,,,,,,,,Union Berlin,190,00:00:55.773,Pass,
,,,,,,,,,,,,,,,,,0.915663,,,,,,,,,,d3b53789-5551-4178-a1ab-2cb146079d16,83,,"[26.6, 70.8]",3895139,0,,,,-1.4628838,,Right Foot,,,,"[27.9, 58.8]",,Ground Pass,,12.070211,,,,Leonardo Bonucci,7173.0,,,,,1,Regular Play,Josip Juranović,29163.0,Right Wing Back,3,Union Berlin,190,"['17741139-c0f0-40f7-8759-34d66c37183f', 'be3694e2-fb02-4337-ab54-7dcf202873b6']",57,,,,,,,,,,,,,,,,,,Union Berlin,190,00:00:57.926,Pass,True
,,,,,,,,,,,,,,,,,2.718302,,,,,,,,,,355da843-3e36-48d6-8a8c-33840d540c7f,86,,"[28.3, 58.7]",3895139,0,,,,0.5223419,,Right Foot,,,,"[65.3, 80.0]",,High Pass,,42.692974,,Out,,David Datro Fofana,89326.0,,,,,1,Regular Play,Leonardo Bonucci,7173.0,Center Back,3,Union Berlin,190,['d2759d30-949d-4543-9f3e-508d2b7f5812'],59,,,,,,,,,,,,,,,,,,Union Berlin,190,00:00:59.161,Pass,
,,,,,,,,,,,,,,,,,1.630595,,,,,,,,,,ed0024e6-8398-44f2-b512-c613e7522a75,88,,"[44.9, 0.1]",3895139,1,,,,2.0576956,,,,,,"[37.7, 13.7]",,Low Pass,,15.388308,,,,Jonathan Tah,8221.0,,,,Throw-in,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,4,Bayer Leverkusen,904,['0b415c34-4280-45ed-bfaa-40ee0221d56c'],6,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:06.637,Pass,
,,,,,,,,,,,,,,,,,1.144692,,,,,,,,,,ee715cc2-f3d9-4ba8-9e3c-897187bc7c19,91,,"[41.4, 26.6]",3895139,1,,,,0.49831578,,Left Foot,,,,"[48.2, 30.3]",,Ground Pass,,7.741447,,,,Granit Xhaka,3500.0,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,4,Bayer Leverkusen,904,['5526c948-3d75-4abb-b8c4-a9d986177dba'],10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:10.295,Pass,
,,,,,,,,,,,,,,,,,1.476643,,,,,,,,,,463db829-b0a7-471f-b890-05eb695e054a,94,,"[53.4, 35.7]",3895139,1,,,,-1.4439096,,Left Foot,,,,"[56.5, 11.4]",,Ground Pass,,24.496939,,,,Exequiel Alejandro Palacios,28268.0,,,,,1,From Throw In,Granit Xhaka,3500.0,Right Defensive Midfield,4,Bayer Leverkusen,904,['586369f5-cd0b-4ad1-863c-28e2a4715dde'],14,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:14.122,Pass,
,,,,,,,,,,,,,,,,,0.778975,,,,,,,,,,b46a3861-e887-4129-97e9-1b88d35acd69,98,,"[63.4, 15.4]",3895139,1,,,,1.467004,,Right Foot,,,,"[64.4, 25.0]",,Ground Pass,,9.651943,,,,Granit Xhaka,3500.0,,,,,1,From Throw In,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,4,Bayer Leverkusen,904,['24c2e905-e5ee-4164-9beb-5cd33e487fd4'],18,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:18.867,Pass,
,,,,,,,,,,,,,,,,,1.039821,,,,,,,,,,e7a59127-a5e1-4132-b1b3-42b8f508821f,102,,"[64.5, 25.7]",3895139,1,,,,-2.9032218,,Right Foot,,,,"[53.8, 23.1]",,Ground Pass,,11.011357,,,,Piero Martín Hincapié Reyna,38004.0,,,,,1,From Throw In,Granit Xhaka,3500.0,Right Defensive Midfield,4,Bayer Leverkusen,904,['7fd29b89-04f7-48be-b1e7-7d8e6378dc6f'],19,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:19.686,Pass,
,,,,,,,,,,,,,,,,,1.27253,,,,,,,,,,dafa062b-e8e6-4c42-a151-4a6325f0a190,105,,"[56.9, 30.6]",3895139,1,,,,1.6848036,,Left Foot,,,,"[55.4, 43.7]",,Ground Pass,,13.185598,,,,Jonathan Tah,8221.0,,,,,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,4,Bayer Leverkusen,904,['823d741f-1ccd-4a16-9ddb-5a143d744b5e'],22,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:22.767,Pass,
,,,,,,,,,,,,,,,,,0.787373,,,,,,,,,,36c3c927-8a07-44ce-9dfb-934d1fcd15b7,108,,"[55.2, 46.3]",3895139,1,,,,1.5448282,,Right Foot,,,,"[55.6, 61.7]",,Ground Pass,,15.405194,,,,Odilon Kossonou,27133.0,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,4,Bayer Leverkusen,904,['1a2b3aa9-fccc-4bf3-93d7-440884562fb7'],25,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:25.047,Pass,
,,,,,,,,,,,,,,,,,1.009739,,,,,,,,,,f504f515-bf97-4aa1-ad17-24584f968979,111,,"[59.9, 65.8]",3895139,1,,,,0.0,,Right Foot,,,,"[78.2, 65.8]",,Ground Pass,,18.3,,,,Jeremie Frimpong,32712.0,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,4,Bayer Leverkusen,904,['ea04e068-bf7f-417c-8efb-11d1e0820362'],27,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:27.417,Pass,
,,,,,,,,,,,,,,,,,1.892086,,,,,,,,,,72442ad9-f41c-4ac2-805c-a219425a37b3,117,,"[29.5, 8.0]",3895139,1,,,,2.473051,,Right Foot,,,,"[3.8, 28.3]",,Ground Pass,,32.750267,,,,Frederik Rønnow,12420.0,,,,Recovery,1,From Throw In,Sheraldo Becker,8375.0,Left Wing,4,Bayer Leverkusen,904,"['96b255e5-39b9-45c6-8a8e-7f4c249a4123', 'fee1ef56-19b5-4de8-b6f3-a29c922843ea']",31,,,,,,,,,,,,,,,,,,Union Berlin,190,00:01:31.263,Pass,True
,,,,,,,,,,,,,,,,,4.942795,,,,,,,,,,b23a2eba-06a2-4aa5-81fa-9444cade9f1a,121,,"[2.1, 27.6]",3895139,1,,,,0.13965993,,Left Foot,,,,"[64.7, 36.4]",,High Pass,,63.215504,,Incomplete,,David Datro Fofana,89326.0,,,,,1,From Throw In,Frederik Rønnow,12420.0,Goalkeeper,4,Bayer Leverkusen,904,"['0db39c59-d334-4710-afa2-16a8f444913d', '80e8627a-2cb8-4538-80a2-7e97e4343bee', 'b4e750d9-08a4-4d5c-85e2-2e6f79679949']",33,,,,,,,,,,,,,,,,,,Union Berlin,190,00:01:33.406,Pass,True
,,,,,,,,,,,,,,,,,1.30075,,,,,,,,,,7a987c68-856f-4a98-b3fb-aea0074f3d14,125,,"[54.7, 40.5]",3895139,1,,,,-1.517276,,Left Foot,,,,"[55.6, 23.7]",,Ground Pass,,16.82409,,,,Exequiel Alejandro Palacios,28268.0,,,,,1,From Throw In,Piero Martín Hincapié Reyna,38004.0,Left Center Back,4,Bayer Leverkusen,904,['c7547af9-2f4e-46fd-a8fc-2e77e5e91868'],40,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:40.643,Pass,
,,,,,,,,,,,,,,,,,0.923516,,,,,,,,,,d6a57dca-4098-454e-8d47-babedbc1bdc2,128,,"[55.6, 23.7]",3895139,1,,,,0.9357696,,Right Foot,,,,"[64.0, 35.1]",,Ground Pass,,14.160508,,,,Granit Xhaka,3500.0,,,,,1,From Throw In,Exequiel Alejandro Palacios,28268.0,Left Defensive Midfield,4,Bayer Leverkusen,904,['b508c2dc-e691-40e8-bbe0-76f0416d95d1'],43,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:43.165,Pass,
,,,,,,,,,,,,,,,,,0.839743,,,,,,,,,,0714cf94-6945-4270-8939-9c481befb1ab,131,,"[64.0, 35.3]",3895139,1,,,,1.0865861,,Left Foot,,,,"[72.1, 50.7]",,Ground Pass,,17.400288,,,,Jonas Hofmann,8804.0,,,,,1,From Throw In,Granit Xhaka,3500.0,Right Defensive Midfield,4,Bayer Leverkusen,904,['5a53b9d0-5bb3-4e10-b20b-588ca899b4dd'],45,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:45.104,Pass,
,,,,,,,,,,,,,,,,,3.047302,,,,,,,,,,225af5ab-1b29-4003-9173-1c587dea089a,134,,"[72.1, 50.7]",3895139,1,,,,-0.7131835,,Right Foot,,,,"[97.3, 28.9]",,High Pass,,33.320866,,Incomplete,,Florian Wirtz,40724.0,,,,,1,From Throw In,Jonas Hofmann,8804.0,Right Attacking Midfield,4,Bayer Leverkusen,904,"['52689ad2-7316-4dab-ae5f-4bb03e3fb20c', '83a1a884-7450-473b-8853-68a4de3d386e']",45,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:45.983,Pass,
